31326d1ce6edce2d0e9328fad6a02674b08de301800531d3b4465ac18c6bd602,cd7ca83d1bbd10ec45ac0b5f7da44d7a4f42c4b4ae4fc28c192b3e19b79de4e4,77e924c0e9f213e47bce1d6c17a48e1f07e17096f82c8ffd7715d0e0751970f4,bc11765c2e227e2b4bce0a8d0498ff233d551fc59629d4c027040ec895eb9241,4fe8dbade45c80b791c047a8fd93a9fa1c8bf07d230e3cfb1ee79c3bef889632,ef8ea76954f86cf8499a360ec5aaaf022694140e9d2e9171d4996004d651052f,73f8f26606f246c7ad6b880f8aa3e4ba05e5ff071d2b7cec0ec581371fe8da28,b855f0ac815a3ef336a71a796c385ff0bfe1ac11457e639180981e99a161ca83,f6316e6b2de1a30e5378c1583e231dc31472d7ef7435743e00bce9c5d5702bce,aed54b7c0d5139f8df49e2a475c5209950655e51cc5f7c97c7c47644a224b450,d2d360499f1d46ebc9ef778b2ebd6e80a1ec304e5765308265050548c8f71e06,3ba0399553002211d1b8e6e471623c1621b61a7e7299626fee4949b370843990,48596bbffa14b475edd94f2ff9207ac3205e6e16482e4d8253d9aa196565f002
"102","10102","1","2023/01/30 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_M623","bgm_M623"
"104","10104","1","2023/02/26 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_M630","bgm_M630"
"106","10106","1","2023/03/30 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_M638","bgm_M638"
"108","10108","1","2023/04/28 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_M647","bgm_M647"
"110","10110","1","2023/05/29 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_M659","bgm_M659"
"111","10111","1","2023/05/29 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_M668","bgm_M668"
"114","10114","1","2023/06/28 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_M668","bgm_M668"
"116","10116","1","2023/07/29 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_MC017","bgm_MC017"
"118","10118","1","2023/08/29 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_MC026","bgm_MC026"
"120","10120","1","2023/09/28 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_MC036","bgm_MC036"
"122","10122","1","2023/10/30 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_MC046","bgm_MC046"
"124","10124","1","2023/11/29 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_MC056","bgm_MC056"
"126","10126","1","2023/12/29 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_MC063","bgm_MC063"
"128","10128","1","2024/01/29 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_MC075","bgm_MC075"
"130","10130","1","2024/02/27 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_MC082","bgm_MC082"
"132","10132","1","2024/03/30 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_MC091","bgm_MC091"
"20001","20001","1","2020/07/02 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_M33","bgm_M33"
"20002","20002","1","2020/08/03 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_M99","bgm_M99"
"20003","20003","1","2020/09/04 16:00:00","2030/03/26 14:59:00","380000","380000","0","0","0","0","bgm_M107","bgm_M107"
