2a1d596b6cad3368ccaa83f5046b476c3a4ef3977af820ef6814a1af044d2578,b93f6bea88ddde6ea89201a289c0e448ca54e60ab296dab433e8bf8a82056fc8,164c050b61ea17822d216287bd6e4562b111f9b21fb7a2615bd37cf828034c9a,5d3c3125f002ef14f3577f547bb9ec9238bd24866d106f49f9cecf0696387479,2b3c8fe75cc2925e01fb40e6b0d90c25b3dc114d59050f278710ac1ed6774023,6a8abad0ac582597d828d3e722bfa53e3bc3bd43518bfe341f4aa5c8c2099715,352532b9b6475256f7561343e0b18c850b11530c0ae8a5345d554b34b5402018,ac519500a1a0fe8999eb1e8ac6ae8f5a1e99e6f2a0b5cf909efe7275104911cd,9f509e0fd15ab2ac81af4ff4148f0e720a5ab1a53749b8d970c007a7b9ab2fcd,ba9d78470075acd7266041e28e3eac0aec4fe588f158e549b7f251de1174e2b5,fcfcccca6b0f06bf92e7ddd4d3b221733c872ad9e26a60c050b4cc9b8aed6023
"130120001","3","","1000001","","3012","0.2","idle","","1",""
"130120002","31","0","301200","1","3012","0","13","","0",""
"130120003","31","0","101","1","3012","0","14","","0",""
"130120004","31","-150","301204","1","3012","0","16","","260",""
"130120005","31","0","301205","1","3012","0","17","","0",""
"130120006","31","0","6","1","3012","0","18","","345.4",""
"130120007","31","0","301201","1","3012","0","20","","345.4",""
"130120008","31","0","301202","1","3012","0","21","","345.4",""
"130120009","5","9340","1","-234","3012","1","3","0","55","round_monster_walk"
"130120010","91","","0","","3012","","","","",""
"130120011","6","1","3","0","3012","0","1","0","1",""
"130120012","2","0","3","0","3012","0","345","0","-234",""
"130120013","123","1.05","1.05","7.4","3012","0","1.05","0","1.05",""
"130120014","3","","1000001","","3012","0.2","wait","","0",""
"130120015","35","","2","","3012","","1","","",""
"130120016","31","0","301203","1","3012","0","15","","0",""
"130120017","1","9340","2","-250","3012","0.89","1000002","0","57","<weapon>_run"
"130120018","93","","4.3","","3012","","0","","",""
"130120019","123","0.95","0.95","0.4","3012","0","0.95","","0.95",""
"130120020","32","","21","","3012","","1","","",""
"130120021","35","","21","","3012","","0","","",""
"130120022","23","","se_travel","","3012","","se_travel_treasure_success_monster_helper_1","","",""
"130120023","32","","18","","3012","","1","","",""
"130120024","93","","0.1","","3012","","0","","",""
"130120025","32","","2","","3012","","0","","",""
"130120026","6","1","3","1","3012","0.3","1","0","1",""
"130120027","32","","13","","3012","","1","","",""
"130120028","3","","3","","3012","","round_monster_appear","","0",""
"130120029","3","","1000001","","3012","","back","","0",""
"130120030","93","","0.67","","3012","","0","","",""
"130120031","3","","3","","3012","0.2","round_monster_walk","","0",""
"130120032","2","1.4","3","0","3012","","220","","-234",""
"130120033","32","","20","","3012","","1","","",""
"130120034","93","","0.1","","3012","","0","","",""
"130120035","32","","18","","3012","","0","","",""
"130120036","93","","0.5","","3012","","0","","",""
"130120037","4","","1000002","","3012","","1","","",""
"130120038","2","0","1000002","0","3012","","1445","","-240",""
"130120039","93","","0.5","","3012","","0","","",""
"130120040","3","","3","","3012","0.3","round_monster_attack","","0",""
"130120041","93","","0.5","","3012","","0","","",""
"130120042","32","","17","","3012","","1","","",""
"130120043","3","","1000001","","3012","0.1","back_loop","","0",""
"130120044","93","","0.5","","3012","","0","","",""
"130120045","2","0","1000002","0","3012","","950","","-240",""
"130120046","2","0.16","1000002","0","3012","","650","","-240",""
"130120047","3","","1000002","","3012","0.2","<weapon>_run","","0",""
"130120048","93","","0.16","","3012","","0","","",""
"130120049","3","","1000002","","3012","0.2","<weapon>_attack_skipQuest","","0",""
"130120050","93","","0.1","","3012","","0","","",""
"130120051","2","0","3","0","3012","","280","","-234",""
"130120052","4","","3","","3012","","1","","",""
"130120053","3","","3","","3012","0.2","round_monster_die","","0",""
"130120054","32","","16","","3012","","1","","",""
"130120055","93","","0.5","","3012","","0","","",""
"130120056","2","0","1000001","0","3012","","20","","-240",""
"130120057","3","","1000001","","3012","0","back_origin","","0",""
"130120058","3","","1000001","","3012","0.2","surprise","","0",""
"130120059","3","","1000002","","3012","0.2","<weapon>_idle","","1",""
"130120060","93","","0.66","","3012","","0","","",""
"130120061","32","","15","","3012","","1","","",""
"130120062","32","","996","","3012","","1","","",""
"130120063","6","1","3","0","3012","0.6","1","","1",""
"130120064","3","","1000001","","3012","0.2","joy_short","","0",""
"130120065","32","","18","","3012","","1","","",""
"130120066","93","","0.02","","3012","","0","","",""
"130120067","32","","20","","3012","","0","","",""
"130120068","32","","21","","3012","","0","","",""
"130120069","93","","1.5","","3012","","0","","",""
"130120070","3","","1000001","","3012","0.2","smile","","0",""
"130120071","3","","1000002","","3012","0","<weapon>_run","","1",""
"130120072","4","","1000002","","3012","","0","","",""
"130120073","2","2","1000002","0","3012","","1500","","-250",""
"130120074","93","","1","","3012","","0","","",""
"130120075","6","1","1000002","0","3012","0.2","1","","1",""
"130120076","3","","1000001","","3012","0.2","run_gatein","","1",""
"130120077","2","1","1000001","0","3012","","360","","-200",""
"130120078","93","","0.5","","3012","","0","","",""
"130120079","6","1","1000001","0","3012","0.4","1","","1",""
"130120080","93","","0.4","","3012","","0","","",""
"130120081","113","","1","","3012","","0","","",""
"130130001","31","0","301300","1","3013","0","301300","","345.4",""
"130130002","91","","0","","3013","","","","",""
"130130003","3","","1000001","","3013","0.2","wait_gradeUp","","0",""
"130130004","32","","301300","","3013","","1","","",""
"130130005","93","","0.1","","3013","","0","","",""
"130130006","32","","2","","3013","","0","","",""
"130130007","93","","0.8","","3013","","0","","",""
"130130008","123","1.05","1.05","0","3013","0","1.05","","1.05",""
"130130009","122","","5","","3013","","5","","0.5",""
"130130010","93","","1.1","","3013","","0","","",""
"130130011","123","1.05","1.05","0","3013","0","1.05","","1.05",""
"130130012","122","","10","","3013","","10","","0.5",""
"130130013","93","","0.8","","3013","","0","","",""
"130130014","3","","1000001","","3013","0.2","glad","","0",""
"130130015","93","","0.1","","3013","","0","","",""
"130130016","123","0.907","0.907","2","3013","2","0.907","","0.907",""
"130130017","93","","0.3","","3013","","0","","",""
"130130018","32","","996","","3013","","1","","",""
"130130019","93","","0.5","","3013","","0","","",""
"130130020","3","","1000001","","3013","0.2","joy","","0",""
"130130021","93","","1.7","","3013","","0","","",""
"130130022","3","","1000001","","3013","0","run_gatein","","1",""
"130130023","2","1","1000001","0","3013","","450","","-195",""
"130130024","93","","0.5","","3013","","1","","",""
"130130025","6","1","1000001","0","3013","0.4","1","0","1",""
"130130026","93","","0.4","","3013","","0","","",""
"130130027","113","","1","","3013","","","","",""
"130140001","31","0","301400","1","3014","0","301400","","345.4",""
"130140002","91","","0","","3014","","","","",""
"130140003","123","1.05","1.05","7.4","3014","0","1.05","","1.05",""
"130140004","3","","1000001","","3014","0.2","wait","","0",""
"130140005","32","","301400","","3014","","1","","",""
"130140006","93","","0.1","","3014","","0","","",""
"130140007","32","","2","","3014","","0","","",""
"130140008","93","","3.4","","3014","","0","","",""
"130140009","123","0.95","0.95","3.2","3014","5","0.95","","0.95",""
"130140010","93","","1.6","","3014","","0","","",""
"130140011","3","","1000001","","3014","0.2","relief","","0",""
"130140012","32","","996","","3014","","1","","",""
"130140013","93","","1.7","","3014","","0","","",""
"130140014","3","","1000001","","3014","0","run_gatein","","1",""
"130140015","2","1","1000001","0","3014","","450","","-195",""
"130140016","93","","0.5","","3014","","1","","",""
"130140017","6","1","1000001","0","3014","0.4","1","0","1",""
"130140018","93","","0.4","","3014","","0","","",""
"130140019","113","","1","","3014","","","","",""
"130150001","31","0","301501","1","3015","0","301501","","345.4",""
"130150002","31","0","301500","1","3015","1","301500","","345.4",""
"130150003","91","","0","","3015","","","","",""
"130150004","123","1.05","1.05","7.4","3015","0","1.05","","1.05",""
"130150005","3","","1000001","","3015","0.2","wait_wakuwaku","","0",""
"130150006","35","","2","","3015","","1","","",""
"130150007","93","","5.4","","3015","","0","","",""
"130150008","123","0.95","0.95","0.4","3015","0","0.95","","0.95",""
"130150009","3","","1000001","","3015","0.2","glad","","0",""
"130150010","32","","301501","","3015","","1","","",""
"130150011","32","","996","","3015","","1","","",""
"130150012","93","","0.1","","3015","","0","","",""
"130150013","32","","2","","3015","","0","","",""
"130150014","32","","3","","3015","","0","","",""
"130150015","93","","1.5","","3015","","0","","",""
"130150016","3","","1000001","","3015","0.2","joy","","0",""
"130150017","93","","1.7","","3015","","0","","",""
"130150018","3","","1000001","","3015","0","run_gatein","","1",""
"130150019","2","1","1000001","0","3015","","450","","-195",""
"130150020","93","","0.5","","3015","","1","","",""
"130150021","6","1","1000001","0","3015","0.4","1","0","1",""
"130150022","93","","0.4","","3015","","0","","",""
"130150023","113","","1","","3015","","","","",""
"130160001","31","0","6","1","3016","0","6","","345.4",""
"130160002","31","0","8","1","3016","0","8","","345.4",""
"130160003","31","-80","301600","1","3016","0","301600","","345.4",""
"130160004","31","0","301601","1","3016","0","301601","","345.4",""
"130160005","31","0","990002","1","3016","1","990002","","345.4",""
"130160006","91","","0","","3016","","","","",""
"130160007","123","1.05","1.05","7.4","3016","0","1.05","","1.05",""
"130160008","3","","1000001","","3016","0.2","wait","","0",""
"130160009","35","","2","","3016","","1","","",""
"130160010","93","","5.4","","3016","","0","","",""
"130160011","123","0.95","0.95","0.4","3016","0","0.95","","0.95",""
"130160012","32","","8","","3016","","1","","",""
"130160013","35","","8","","3016","","0","","",""
"130160014","32","","301600","","3016","","1","","",""
"130160015","32","","6","","3016","","1","","",""
"130160016","93","","0.1","","3016","","0","","",""
"130160017","32","","2","","3016","","0","","",""
"130160018","32","","3","","3016","","0","","",""
"130160019","3","","1000001","","3016","0.1","glad","","0",""
"130160020","23","","se_travel","","3016","","se_travel_treasure_success_butterfly","","0",""
"130160021","93","","0.5","","3016","","0","","",""
"130160022","35","","8","","3016","","1","","",""
"130160023","93","","1.1","","3016","","0","","",""
"130160024","32","","301601","","3016","","1","","",""
"130160025","32","","996","","3016","","1","","",""
"130160026","3","","1000001","","3016","0.2","joy","","0",""
"130160027","93","","1.67","","3016","","0","","",""
"130160028","3","","1000001","","3016","0","run_gatein","","1",""
"130160029","23","","se_travel","","3016","","se_travel_treasure_cha_run","","0",""
"130160030","2","1","1000001","0","3016","","450","","-195",""
"130160031","93","","0.5","","3016","","1","","",""
"130160032","6","1","1000001","0","3016","0.4","1","0","1",""
"130160033","93","","0.4","","3016","","0","","",""
"130160034","113","","1","","3016","","","","",""
"130170001","31","0","310000","1","3017","0","310000","","345.4",""
"130170002","31","0","310001","1","3017","0","310001","","0",""
"130170003","31","0","301700","1","3017","0","301700","","345.4",""
"130170004","31","-115","301701","1","3017","0","301701","","740",""
"130170005","31","0","301702","1","3017","0","301702","","345.4",""
"130170006","31","0","301703","1","3017","0","301703","","345.4",""
"130170007","5","610","5","-235","3017","0.44","15","0","100","empty"
"130170008","5","610","5","-235","3017","0.44","16","0","55","empty"
"130170009","91","","0","","3017","","","","",""
"130170010","123","1.05","1.05","7.4","3017","0","1.05","","1.05",""
"130170011","3","","1000001","","3017","0.2","wait","","0",""
"130170012","35","","2","","3017","","1","","",""
"130170013","93","","5.4","","3017","","0","","",""
"130170014","123","0.95","0.95","0.3","3017","0","0.95","","0.95",""
"130170015","32","","310000","","3017","","1","","",""
"130170016","32","","310001","","3017","","1","","",""
"130170017","93","","0.2","","3017","","0","","",""
"130170018","122","","50","","3017","","50","","0.6",""
"130170019","3","","1000001","","3017","0.2","shock","","0",""
"130170020","93","","1.6","","3017","","0","","",""
"130170021","32","","301700","","3017","","1","","",""
"130170022","93","","1.2","","3017","","0","","",""
"130170023","23","","se_travel","","3017","","se_travel_treasure_croce_ui","","0",""
"130170024","3","","15","","3017","","punch","","0",""
"130170025","3","","16","","3017","","punch_B","","0",""
"130170026","93","","0.2","","3017","","0","","",""
"130170027","123","1.05","1.05","0.1","3017","11","1.05","","1.05",""
"130170028","93","","0.1","","3017","","0","","",""
"130170029","123","0.95","0.95","0.3","3017","0","0.95","","0.95",""
"130170030","93","","1","","3017","","0","","",""
"130170031","23","","se_travel","","3017","","se_travel_treasure_croce_door","","0",""
"130170032","93","","0.4","","3017","","0","","",""
"130170033","32","","301701","","3017","","1","","",""
"130170034","93","","0.9","","3017","","0","","",""
"130170035","123","1.05","1.05","0","3017","0","1.05","","1.05",""
"130170036","122","","75","","3017","","75","","0.6",""
"130170037","32","","301702","","3017","","1","","",""
"130170038","93","","0.4","","3017","","0","","",""
"130170039","32","","2","","3017","","0","","",""
"130170040","32","","310000","","3017","","0","","",""
"130170041","93","","0.4","","3017","","0","","",""
"130170042","123","0.95","0.95","2","3017","11","0.95","","0.95",""
"130170043","93","","0.2","","3017","","0","","",""
"130170044","3","","1000001","","3017","0.2","glad","","0",""
"130170045","32","","301703","","3017","","1","","",""
"130170046","93","","0.1","","3017","","0","","",""
"130170047","32","","996","","3017","","1","","",""
"130170048","93","","0.9","","3017","","0","","",""
"130170049","3","","1000001","","3017","0.2","joy","","0",""
"130170050","93","","1.7","","3017","","0","","",""
"130170051","3","","1000001","","3017","0","run_gatein","","1",""
"130170052","23","","se_travel","","3017","","se_travel_treasure_cha_run","","",""
"130170053","2","1","1000001","0","3017","","450","","-195",""
"130170054","93","","0.5","","3017","","1","","",""
"130170055","6","1","1000001","0","3017","0.4","1","0","1",""
"130170056","93","","0.4","","3017","","0","","",""
"130170057","113","","1","","3017","","","","",""
"131000001","31","0","310000","1","3100","0","310000","","345.4",""
"131000002","31","0","310001","1","3100","0","310001","","0",""
"131000003","91","","0","","3100","","","","",""
"131000004","123","1.05","1.05","7.4","3100","0","1.05","","1.05",""
"131000005","3","","1000001","","3100","0.2","wait","","0",""
"131000006","35","","2","","3100","","1","","",""
"131000007","93","","5.4","","3100","","0","","",""
"131000008","123","0.95","0.95","0.3","3100","0","0.95","","0.95",""
"131000009","32","","310000","","3100","","1","","",""
"131000010","32","","310001","","3100","","1","","",""
"131000011","93","","0.2","","3100","","0","","",""
"131000012","122","","50","","3100","","50","","0.6",""
"131000013","3","","1000001","","3100","0.2","shock","","0",""
"131000014","93","","1.6","","3100","","0","","",""
"131000015","113","","2","","3100","","","","",""
"131110001","31","0","6","1","3111","0","6","","345.4",""
"131110002","31","0","7","1","3111","0","7","","345.4",""
"131110003","31","0","8","1","3111","0","8","","345.4",""
"131110004","5","8000","3","0","3111","1.3","13","0","55","appear"
"131110005","91","","0","","3111","","","","",""
"131110006","6","1","13","0","3111","0","1","0","1",""
"131110007","2","0","13","0","3111","","95","","-250",""
"131110008","123","1.05","1.05","7.4","3111","0","1.05","","1.05",""
"131110009","3","","1000001","","3111","0.2","wait","","0",""
"131110010","35","","2","","3111","","1","","",""
"131110011","93","","4.9","","3111","","0","","",""
"131110012","123","0.95","0.95","0.3","3111","0","0.95","","0.95",""
"131110013","23","","se_travel","","3111","","se_travel_treasure_ghost_fail","","0",""
"131110014","32","","8","","3111","","1","","",""
"131110015","35","","8","","3111","","0","","",""
"131110016","32","","6","","3111","","1","","",""
"131110017","93","","0.1","","3111","","0","","",""
"131110018","32","","2","","3111","","0","","",""
"131110019","32","","3","","3111","","0","","",""
"131110020","3","","1000001","","3111","","dotEyes","","0",""
"131110021","93","","0.3","","3111","","0","","",""
"131110022","3","","13","","3111","","appear","","0",""
"131110023","6","1","13","1","3111","0","1","0","1",""
"131110024","93","","0.67","","3111","","0","","",""
"131110025","3","","1000001","","3111","","shock_jump","","0",""
"131110026","2","1","1000001","0","3111","","70","","-250",""
"131110027","93","","1.1","","3111","","0","","",""
"131110028","3","","1000001","","3111","","escape","","1",""
"131110029","2","1.2","1000001","0","3111","","-350","","-250",""
"131110030","3","","13","","3111","","march","","0",""
"131110031","93","","0.2","","3111","","0","","",""
"131110032","32","","7","","3111","","1","","",""
"131110033","93","","0.1","","3111","","0","","",""
"131110034","32","","6","","3111","","0","","",""
"131110035","93","","1.6","","3111","","0","","",""
"131110036","113","","2","","3111","","","","",""
"131120001","3","","1000001","","3112","0.2","idle","","1",""
"131120002","31","0","301200","1","3112","0","13","","0",""
"131120003","31","0","101","1","3112","0","14","","0",""
"131120004","31","0","301205","1","3112","0","15","","0",""
"131120005","31","-170","301206","1","3112","0","16","","130",""
"131120006","31","0","6","1","3112","0","18","","345.4",""
"131120007","31","0","301201","1","3112","0","20","","345.4",""
"131120008","31","0","301202","1","3112","0","21","","345.4",""
"131120009","5","9340","1","-234","3112","1","3","0","55","round_monster_walk"
"131120010","91","","0","","3112","","","","",""
"131120011","6","1","3","0","3112","0","1","0","1",""
"131120012","2","0","3","0","3112","0","345","0","-234",""
"131120013","123","1.05","1.05","7.4","3112","0","1.05","0","1.05",""
"131120014","3","","1000001","","3112","0.2","wait","","0",""
"131120015","35","","2","","3112","","1","","",""
"131120016","93","","4.3","","3112","","0","","",""
"131120017","123","0.95","0.95","0.4","3112","0","0.95","","0.95",""
"131120018","32","","21","","3112","","1","","",""
"131120019","35","","21","","3112","","0","","",""
"131120020","23","","se_travel","","3112","","se_travel_treasure_monster_failure","","",""
"131120021","32","","18","","3112","","1","","",""
"131120022","93","","0.1","","3112","","0","","",""
"131120023","32","","2","","3112","","0","","",""
"131120024","6","1","3","1","3112","0.3","1","0","1",""
"131120025","32","","13","","3112","","1","","",""
"131120026","3","","3","","3112","","round_monster_appear","","0",""
"131120027","3","","1000001","","3112","","back","","0",""
"131120028","93","","0.67","","3112","","0","","",""
"131120029","3","","3","","3112","0.2","round_monster_walk","","0",""
"131120030","2","1.4","3","0","3112","0","220","0","-234",""
"131120031","32","","20","","3112","","1","","",""
"131120032","93","","0.1","","3112","","0","","",""
"131120033","32","","18","","3112","","0","","",""
"131120034","93","","1","","3112","","0","","",""
"131120035","3","","3","","3112","0.3","round_monster_attack","","0",""
"131120036","93","","0.5","","3112","","0","","",""
"131120037","32","","15","","3112","","1","","",""
"131120038","3","","1000001","","3112","0.2","back_loop","","1",""
"131120039","93","","1","","3112","","0","","",""
"131120040","32","","16","","3112","","1","","",""
"131120041","122","","0","","3112","","50","","0.5",""
"131120042","2","0","1000001","0","3112","","40","","-250",""
