5a14eaa01ded1a5b866a1f0855659b68696636a3b5a354b34cd279ae7229d979,b4eaed5108c1934b9b756a1af91320af34c2a4eab2e981a4e6a047782123abb5,850329cf114131654590a8fe7bfbf7231b2256ffd0a57e305664859c18e7596a,6c511931c6c23fb4e608677b3a910dd24def4994ef6d6f8ea9154ab4cef6e0a2,b00ed09c5547ac2b59958b0b2e1c563e14819947d40248da3557b96f43395585,cece233cfa3c67843021714b5ed6b6958ea6ab2c933d45b711d9f8973713ded7,3873b661fd01d759640d068366694ff41740a4776c27fff5d2d51ac524b76577,4c08e79f465addd93473f35c847ac7d6c1f81955cf22039750f318355f33c25c,fac334a2502892832991a0d04555e8fbfdf1678eacb50b713065a53e25c26b97,d709334efe357ca7787de419d16328ab54e97e0925747715ff1734019930eaa5,acba379d73a425e31bb4618c819c21c748682ab33b06f6a9379855934f91efdc,a13c79d9de3066e1d06cd0177fca767a8459caa66f2702449e1c5336efe2960f,ab6a2132ada5d51a7aaa2625132b3dfd1365285efa38d5c0d87f69b2ddab4ed0
"20019","0","-2","2020/03/02 16:00:00","1","2030/04/19 15:00:00","0","0","10027","0","0","2022/01/26 16:00:00","3420"
"20020","0","-5","2020/04/01 16:00:00","1,13","2030/04/19 15:00:00","0","0","10029","0","0","2022/02/22 16:00:00","5283"
"20021","0","-4","2020/05/05 16:00:00","1,14","2030/04/19 15:00:00","0","0","10031","0","0","2022/03/25 16:00:00","1311"
"20022","0","-7","2020/06/03 16:00:00","1,15","2030/04/19 15:00:00","0","0","10033","0","0","2022/04/25 16:00:00","6055"
"20023","0","-5","2020/07/02 16:00:00","1","2030/04/19 15:00:00","0","0","10038","0","0","2022/05/25 16:00:00","2022"
"20024","0","-10","2020/08/03 16:00:00","1","2030/04/19 15:00:00","0","0","10040","0","0","2022/06/24 16:00:00","6011"
"20025","0","-5","2020/09/04 16:00:00","1,16","2030/04/19 15:00:00","0","0","10042","0","0","2022/07/26 16:00:00","5221"
"20026","0","10","2020/11/02 16:00:00","1,17","2030/04/19 15:00:00","0","0","10044","0","0","2022/08/26 16:00:00","3040"
"20027","0","10","2020/12/04 16:00:00","1,18","2030/04/19 15:00:00","0","0","10046","0","0","2022/09/23 16:00:00","6120"
"20028","0","-5","2020/12/31 16:00:00","1","2030/04/19 15:00:00","0","0","10048","0","0","2022/10/26 16:00:00","5033"
"20029","0","0","2021/02/01 16:00:00","1,19","2030/04/19 15:00:00","0","0","10050","0","0","2022/11/25 16:00:00","5151"
"20030","0","-8","2021/03/02 16:00:00","1","2030/04/19 15:00:00","0","0","10052","0","0","2022/12/25 16:00:00","6056"
"20031","0","0","2021/04/01 16:00:00","1,20","2030/04/19 15:00:00","0","0","10054","0","0","2023/01/24 16:00:00","3351"
"20032","0","0","2021/05/04 16:00:00","1,21","2030/04/19 15:00:00","0","0","10056","0","0","2023/02/23 16:00:00","2191"
"20033","0","0","2021/06/02 16:00:00","1,22","2030/04/19 15:00:00","0","0","10058","0","0","2023/03/24 16:00:00","1122"
"20034","0","0","2021/06/12 16:00:00","1,22","2030/04/19 15:00:00","0","0","10059","0","20033","2023/03/24 16:00:00","1123"
"20035","0","12","2021/07/05 16:00:00","1,23","2030/04/19 15:00:00","0","0","10061","0","0","2023/04/25 16:00:00","2194"
"20036","0","0","2021/08/02 16:00:00","1","2030/04/19 15:00:00","0","0","10064","0","0","2023/05/26 16:00:00","5010"
"20037","0","0","2021/09/01 16:00:00","1","2030/04/19 15:00:00","0","0","10066","0","0","2023/06/26 16:00:00","144"
"20038","0","0","2021/10/01 16:00:00","1,24","2030/04/19 15:00:00","0","0","10068","0","0","2023/07/26 16:00:00","121"
"20039","0","0","2021/11/01 16:00:00","1","2030/04/19 15:00:00","0","0","10070","0","0","2023/08/25 16:00:00","394"
"20040","0","0","2021/12/02 16:00:00","1,25","2030/04/19 15:00:00","0","0","10072","0","0","2023/09/25 16:00:00","1082"
"20041","0","0","2022/01/03 16:00:00","1","2030/04/19 15:00:00","0","0","10074","0","0","2023/10/25 16:00:00","181"
"20042","0","0","2022/02/01 16:00:00","1,26","2030/04/19 15:00:00","0","0","10076","0","0","2023/11/24 16:00:00","5084"
"20043","0","0","2022/03/01 16:00:00","1","2030/04/19 15:00:00","0","0","10078","0","0","2023/12/26 16:00:00","6054"
"20044","0","0","2022/04/01 16:00:00","1,27","2030/04/19 15:00:00","0","0","10080","0","0","2024/01/26 16:00:00","6381"
"20045","0","0","2022/05/02 16:00:00","1,28","2030/04/19 15:00:00","0","0","10082","0","0","2024/02/23 16:00:00","2193"
"20046","0","0","2022/06/01 16:00:00","1","2030/04/19 15:00:00","0","0","10084","0","0","2024/03/26 16:00:00","8163"
"20047","0","0","2022/06/08 16:00:00","1,29","2030/04/19 15:00:00","0","0","10085","0","20046","2024/03/26 16:00:00","8164"
"20048","0","0","2022/07/01 16:00:00","1","2030/04/19 15:00:00","0","0","10088","0","0","2024/04/25 16:00:00","2201"
"20049","0","0","2022/08/01 16:00:00","1","2030/04/19 15:00:00","0","0","10090","0","0","2024/05/26 16:00:00","430"
"20050","0","0","2022/09/01 16:00:00","1","2030/04/19 15:00:00","0","0","10092","0","0","2024/07/26 16:00:00","351"
"20051","0","0","2022/10/02 16:00:00","1,30","2030/04/19 15:00:00","0","0","10094","0","0","2024/08/26 16:00:00","392"
"20052","0","0","2022/11/01 16:00:00","1,31","2030/04/19 15:00:00","0","0","10096","0","0","2024/10/26 16:00:00","3402"
"20053","0","0","2022/12/01 16:00:00","1,32","2030/04/19 15:00:00","0","0","10098","0","0","2024/11/26 16:00:00","8132"
"20054","0","0","2023/01/02 16:00:00","1","2030/04/19 15:00:00","0","0","10100","0","0","2024/12/26 16:00:00","6057"
"20055","0","0","2023/02/01 16:00:00","1,33","2030/04/19 15:00:00","0","0","10102","0","0","2025/01/26 16:00:00","5200"
"20056","0","0","2023/03/01 16:00:00","1","2030/04/19 15:00:00","0","0","10104","0","0","2025/02/26 16:00:00","3479"
"20057","0","0","2023/04/01 16:00:00","1,34","2030/04/19 15:00:00","0","0","10106","0","0","2025/03/26 16:00:00","5033"
"20058","0","-10","2023/05/01 16:00:00","1,35","2030/04/19 15:00:00","0","0","10108","0","0","2025/04/26 16:00:00","7213"
"20059","0","-10","2023/06/01 16:00:00","1,36","2030/04/19 15:00:00","0","0","10110","0","0","2025/05/26 16:00:00","8153"
"20060","0","-10","2023/06/08 16:00:00","1,36","2030/04/19 15:00:00","0","0","10111","0","20059","2025/05/26 16:00:00","8154"
"20061","0","-10","2023/07/02 16:00:00","1","2030/04/19 15:00:00","0","0","10114","0","0","2025/06/26 16:00:00","4314"
"20062","0","-10","2023/08/01 16:00:00","1","2030/04/19 15:00:00","0","0","10116","0","0","2025/07/26 16:00:00","3301"
"20063","0","10","2023/09/01 16:00:00","1,37","2030/04/19 15:00:00","0","0","10118","0","0","2025/08/26 16:00:00","1443"
