3694d7a4f1dcdb5657869474a13dced2c62a3849778f2314579065660532500b,2fe4ceee341232fd988cd05e3720eb32f2e8cb6c8ededbd1003f8dae070ad31a,6f509133ed72dbf23e43355acccd1729a14a54704080ed1e7d942af0ab2835c2,2287bed7334f2fb6660a99f255574955461027da91968f13aeb224d6744fae84,625fff6298afa8e1c9040799d6bc39287aa72422ae393819569c22c9a40e9375,eb54ef97ef8bce621ed553907fced6c8ca0f9a903d6ffd098900e4dafd3587e3,c5f08d378d7e54f25e1769fb93efbcb8babf1e8c1d2f14b07648e704647af2cf,2f7925b8c255188bfcdfe9977b5955beca9444af0b51264d054204464badc6f2,90f00c74f08702fb9881b82d478c34bf571c4fff85cfb9f818b179d4135383d4,66e9273c00e0271124ab7b49711c82b359424ba8f847afcc9eb056183215aa4e,9544feae03832a72b87e771ef7f9dcc87ca999cb1d21d94b30597b4256691191
"1","1","加農砲","6","0","0","1","30101","234","3","3010102"
"1","2","加農砲","4","0","0","1","30102","200","3","3010200"
"1","2","加農砲","5","0","0","1","30102","313","3","3010201"
"1","2","加農砲","6","0","0","1","30102","375","3","3010202"
"1","3","加農砲","4","0","0","1","30103","320","3","3010300"
"1","3","加農砲","5","0","0","1","30103","500","3","3010301"
"1","3","加農砲","6","0","0","1","30103","600","3","3010302"
"1","1","刨刀","6","0","0","2","30201","75","3","3020100"
"1","1","刨刀","7","0","0","2","30201","112","3","3020101"
"1","1","刨刀","8","0","0","2","30201","135","3","3020102"
"1","2","刨刀","6","0","0","2","30202","120","3","3020200"
"1","2","刨刀","7","0","0","2","30202","180","3","3020201"
"1","2","刨刀","8","0","0","2","30202","216","3","3020202"
"1","3","刨刀","6","0","0","2","30203","192","3","3020300"
"1","3","刨刀","7","0","0","2","30203","288","3","3020301"
"1","3","刨刀","8","0","0","2","30203","345","3","3020302"
"1","1","鑽頭","5","0","0","3","30301","72","3","3030100"
"1","1","鑽頭","6","0","0","3","30301","108","3","3030101"
"1","1","鑽頭","7","0","0","3","30301","129","3","3030102"
"1","2","鑽頭","5","0","0","3","30302","115","3","3030200"
"1","2","鑽頭","6","0","0","3","30302","172","3","3030201"
"1","2","鑽頭","7","0","0","3","30302","207","3","3030202"
"1","3","鑽頭","5","0","0","3","30303","184","3","3030300"
"1","3","鑽頭","6","0","0","3","30303","276","3","3030301"
"1","3","鑽頭","7","0","0","3","30303","331","3","3030302"
"1","1","槌子","6","0","0","4","30401","101","3","3040100"
"1","1","槌子","7","0","0","4","30401","139","3","3040101"
"1","1","槌子","8","0","0","4","30401","177","3","3040102"
"1","2","槌子","6","0","0","4","30402","162","3","3040200"
"1","2","槌子","7","0","0","4","30402","222","3","3040201"
"1","2","槌子","8","0","0","4","30402","283","3","3040202"
"1","3","槌子","6","0","0","4","30403","259","3","3040300"
"1","3","槌子","7","0","0","4","30403","356","3","3040301"
"1","3","槌子","8","0","0","4","30403","453","3","3040302"
"1","1","霰彈槍","5","0","0","5","30501","157","3","3050100"
"1","1","霰彈槍","6","0","0","5","30501","216","3","3050101"
"1","1","霰彈槍","7","0","0","5","30501","275","3","3050102"
"1","2","霰彈槍","5","0","0","5","30502","252","3","3050200"
"1","2","霰彈槍","6","0","0","5","30502","346","3","3050201"
"1","2","霰彈槍","7","0","0","5","30502","441","3","3050202"
"1","3","霰彈槍","5","0","0","5","30503","403","3","3050300"
"1","3","霰彈槍","6","0","0","5","30503","554","3","3050301"
"1","3","霰彈槍","7","0","0","5","30503","705","3","3050302"
"1","1","升降機","3","100","0","1","40101","0","4","4010100"
"1","1","升降機","4","125","0","1","40101","0","4","4010101"
"1","1","升降機","5","150","0","1","40101","0","4","4010102"
"1","2","升降機","3","160","0","1","40102","0","4","4010200"
"1","2","升降機","4","200","0","1","40102","0","4","4010201"
"1","2","升降機","5","240","0","1","40102","0","4","4010202"
"1","3","升降機","3","256","0","1","40103","0","4","4010300"
"1","3","升降機","4","320","0","1","40103","0","4","4010301"
"1","3","升降機","5","384","0","1","40103","0","4","4010302"
"1","1","鉤子","2","125","0","2","40201","0","4","4020100"
"1","1","鉤子","3","156","0","2","40201","0","4","4020101"
"1","1","鉤子","4","188","0","2","40201","0","4","4020102"
"1","2","鉤子","2","200","0","2","40202","0","4","4020200"
"1","2","鉤子","3","250","0","2","40202","0","4","4020201"
"1","2","鉤子","4","300","0","2","40202","0","4","4020202"
"1","3","鉤子","2","320","0","2","40203","0","4","4020300"
"1","3","鉤子","3","400","0","2","40203","0","4","4020301"
"1","3","鉤子","4","480","0","2","40203","0","4","4020302"
"1","1","推進器","1","150","0","3","40301","0","4","4030100"
"1","1","推進器","2","188","0","3","40301","0","4","4030101"
"1","1","推進器","3","225","0","3","40301","0","4","4030102"
"1","2","推進器","1","240","0","3","40302","0","4","4030200"
"1","2","推進器","2","300","0","3","40302","0","4","4030201"
"1","2","推進器","3","360","0","3","40302","0","4","4030202"
"1","3","推進器","1","384","0","3","40303","0","4","4030300"
"1","3","推進器","2","480","0","3","40303","0","4","4030301"
"1","3","推進器","3","576","0","3","40303","0","4","4030302"
