6fb68cf11cbdfd475d0a9278bf199965c783c0d17d24bdbbb10b0a5644de5d43,cda3d7bc3e9d6928f971cd43b7a4114df7992b739cba19872f8322c8bd37c22d,942972a3caa1898f38fd208794368c4afef1c72b3a270867071636c1b0edef05,973f609687a21b1e5f367ca955e1df012ca4d57714568e1b84f0c9a5c67c7117,5f11b9a7dd7bd0c41a8076c07411fb76540554a999661526d8b2fef538e22e39,399bf85ca44e8f1b89913de4f95cf91674bb8cff9ebdb92174e9eb612d3c9528,182945ad7cdd9dd60c6a35ebbc53a4ef2cd8d04001c6bfb9549cb14c263d62d6,8074a092e34f2ce980b10a4901b945e28b2943b0a414c34d8e5b528b4e528daf,0e9c6cbb1af0fe10967da566919a1704a58f9a90adee2f61a7c0d2f2b48f8e16,1fcd05dc6f870d9e7535b03f7053a144b1b48b50fcf52b01be28f1992a1c6fad,a516a186fcf3c80a32afb17df36ad2e7c8c1b06d98474e651bb30a2f6240f677,8eebae1bcbbc6d39dc6860dcee18b05ba934317ee6bf3288c19a97e23843e80e,cce3647cdf67f76b28b14661cece09fc1bf53f07043f4be0139d6e3e2dfe67ea,cc0b8b9c7ff7237f92ce04d8f0389467a92bdcb5f4527e25e118e43383cb75c6,dfacb2d6d79f260d71e5538678c2a713ba312e3794a7bad10baa1a5cb721792d,99bff052e863c581e732889857131ea05a503f1a5dca4737de3748fc9a9b1d06,9b9b9e02a2c2768ba37a6a05a082cb19cb50d2c976bb557daea114cad575dfeb,422c42b66ee04d7c0e5e4b8e6a4d98281b8407218ac8c17240d5e1bac9c0d11e,a11d5892cfc3c6f7e1bc8dd3af535cbb100c690cb53349f2fcd6c8acd09c99b0,14a0716b462e742dc4d772af5080b26dbd4f29a51a4b7c72fe39cf4e3c41a052,252d86b5cc99f6f63033e94f993d31f8d8a2d8a022ad98de31da357f845fbf6e,af2568e4197bda3ad01177c4cf91d7acfa6b685e97b9fcb12910b422a10854f3,40126e0da73ce046353454b6415070288276d1964112a11fb2075e878baf849e,05ed6ba3ea6bc6b65afbef2c5b556a751da0dcf42c8d050a7989edc0a763adde,7c63509df368ef55f4541e4bcaaffb701f466d474ce9fbf23733b292fe7cf670,bd3ed8f4f2290f32b1ba118e4d4e5455d668b98c42ae735dacc92998b79eeb72,65e659af66768eaca2dffe95c17c0e052778fa0acdf535979d7332737457d743,4a0490544703a48f49f3307234ec6933603f8d8b6e324b8db261ed3147bd0a9d,1c55ce2003905509bc5b48ad657d62267ebd346fb2111ed9bcfaa80e4c1f0494,5f29fd9ede508cd7aa962f7215d30e34e759858a1c7fd30272cbac1f2acee2fb,e6e6241875e0bb79a1b427fd80ecd8c6d31786af3578660b444914e918aa1d96,8378fae326ee47df85375f8d23389c39e1cc732e398a10a64aa0c8eafd44c5cb,9dba61772f75bd177fc31dfdf7164dbfe8dc79803011c416ebdc2eac72a468ae,c250f1ce25a30f4a0b28034a3a7c964629cce121e57133f31e89f85c7505375e,2e887a4b1105d5811e750d6ec1ed6e6cfccf46def09e509698333ad88911c915,684ab89bc363347ea142a6c7b53f6bd9025c6b5dcdac879898a78c5ee6868a14,477a6afbf16896f18f0513e34a348f091692f4f655585d2721fa5c0cd6e40a84,c0a5713431404b144cb802c13d0ad113abbb35c3602a5ae1b04358f4030ae1e4,9352f4c6238aa83225d7b69e38cf604c9fe731c129dfb1b7ffc43c122ceda50f,4153dc94462b87c1053ed4f58234449552bfc5795bbbc429ac45d8799d5fd5ea,8a8c1a64ac186f68305bf2623213301229259040d3a934248de8cc1771eb6522,c40309055a31015e5fcf6cf884890b312fd8327c0f9515c0a9e1ade1f2f0678e,0f2f8e9e490fade92ab62f2bc326db33cdbf675cecf5bca5e946b6c184af91ef,9f6562b8a05f8f0349d344953de87c28480bd3e74cfcca646153f5889cf4f3c3
"100","500","50","317100","0","0","160","0","50","1","0","0","50","0","50","0","0","8000000","300000008","100","50","50","0","50","1","500","0","0","0","天塔帕斯","803100219","50","0","0","50","0","0","0","10","0","0","50","0","50"
"300","10000","300","317100","0","0","360","0","300","1","0","0","300","0","300","0","0","16000000","300000008","300","300","300","0","50","1","10000","0","0","0","天塔帕斯","803100220","300","0","0","300","0","0","0","30","0","0","300","0","300"
"600","30000","500","317100","0","50","560","0","500","1","0","0","500","0","500","0","0","24000000","300000008","450","500","500","0","50","1","30000","0","0","0","天塔帕斯","803100221","500","0","0","500","0","0","0","50","0","0","500","0","500"
"50","250","50","317200","0","0","200","0","50","1","0","0","50","0","50","0","0","7000000","300000008","50","50","50","0","50","1","250","0","0","0","豪紳","803100222","50","0","0","50","0","0","0","10","0","0","50","0","50"
"200","2500","300","317200","0","0","400","0","300","1","0","0","300","0","300","0","0","15000000","300000008","200","300","300","0","50","1","2500","0","0","0","豪紳","803100223","300","0","0","300","0","0","0","30","0","0","300","0","300"
"300","10000","500","317200","0","25","600","0","500","1","0","0","500","0","500","0","0","22000000","300000008","300","500","500","0","50","1","10000","0","0","0","豪紳","803100224","500","0","0","500","0","0","0","50","0","0","500","0","500"
"20","200","50","317300","0","0","180","0","50","1","0","0","50","0","50","0","0","3250000","300000008","80","50","50","0","50","1","200","0","0","0","阿爾瑪","803100225","50","0","0","50","0","0","0","10","0","0","50","0","50"
"60","200","50","317400","0","0","180","0","50","1","0","0","50","0","50","0","0","3250000","300000008","240","50","50","0","50","1","200","0","0","0","奧拉姆","803100226","50","0","0","50","0","0","0","10","0","0","50","0","50"
"50","3000","300","317300","0","0","380","0","300","1","0","0","300","0","300","0","0","6500000","300000008","150","300","300","0","50","1","3000","0","0","0","阿爾瑪","803100227","300","0","0","300","0","0","0","30","0","0","300","0","300"
"150","3000","300","317400","0","0","380","0","300","1","0","0","300","0","300","0","0","6500000","300000008","450","300","300","0","50","1","3000","0","0","0","奧拉姆","803100228","300","0","0","300","0","0","0","30","0","0","300","0","300"
"150","4000","500","317300","0","25","580","0","500","1","0","0","500","0","500","0","0","10000000","300000008","200","500","500","0","50","1","4000","0","0","0","阿爾瑪","803100229","500","0","0","500","0","0","0","50","0","0","500","0","500"
"450","4000","500","317400","0","25","580","0","500","1","0","0","500","0","500","0","0","10000000","300000008","600","500","500","0","50","1","4000","0","0","0","奧拉姆","803100230","500","0","0","500","0","0","0","50","0","0","500","0","500"
"50","150","50","317500","0","0","200","0","50","1","0","0","50","0","50","0","0","4000000","300000008","50","50","50","0","50","1","150","0","0","0","好朋友X","803100231","50","0","0","50","0","0","0","10","0","0","50","0","50"
"50","150","50","317600","0","50","200","0","50","1","0","0","50","0","50","0","0","4000000","300000008","50","50","0","0","50","1","150","0","0","0","無名的藝術","803100232","50","0","0","50","0","0","0","14","0","0","50","0","50"
"200","2000","300","317500","0","0","400","0","300","1","0","0","300","0","300","0","0","8000000","300000008","200","300","300","0","50","1","2000","0","0","0","好朋友X","803100233","300","0","0","300","0","0","0","25","0","0","300","0","300"
"200","2000","300","317600","0","300","400","0","300","1","0","0","300","0","300","0","0","8000000","300000008","200","300","0","0","50","1","2000","0","0","0","無名的藝術","803100234","300","0","0","300","0","0","0","35","0","0","300","0","300"
"400","3000","500","317500","0","25","600","0","500","1","0","0","500","0","500","0","0","12000000","300000008","400","500","500","0","50","1","3000","0","0","0","好朋友X","803100235","500","0","0","500","0","0","0","50","0","0","500","0","500"
"400","3000","500","317600","0","500","600","0","500","1","0","0","500","0","500","0","0","12000000","300000008","400","500","25","0","50","1","3000","0","0","0","無名的藝術","803100236","500","0","0","500","0","0","0","70","0","0","500","0","500"
"500","3000","700","317700","0","700","700","0","700","1","0","0","700","0","700","0","0","40000000","300000008","500","700","50","0","50","1","3000","0","0","0","彌勒","803100237","700","0","0","700","0","0","0","50","0","0","700","0","700"
"200","3000","700","317800","0","700","700","0","700","1","0","0","700","0","700","0","0","40000000","300000008","200","700","25","0","50","1","3000","0","0","0","彌勒","803100238","700","0","0","700","0","0","0","50","0","0","700","0","700"
"200","10000","700","317900","0","700","700","0","700","1","0","0","700","0","700","0","0","40000000","300000008","200","50","700","0","50","1","10000","0","0","0","彌勒","803100239","700","0","0","700","0","0","0","50","0","0","700","0","700"
"9999","1","1000","214501","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人1","803100251","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214502","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人2","803100252","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214503","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人3","803100253","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214504","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人4","803100254","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214505","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人5","803100255","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214506","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人6","803100256","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214507","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人7","803100257","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214508","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人8","803100258","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214509","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人9","803100259","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214601","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人10","803100260","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214602","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人11","803100261","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214603","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人12","803100262","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214604","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人13","803100263","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214605","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人14","803100264","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214606","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人15","803100265","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214607","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人16","803100266","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214608","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人17","803100267","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214609","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人18","803100268","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214701","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人19","803100269","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214702","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人20","803100270","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214703","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人21","803100271","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
"9999","1","1000","214704","0","1000","700","0","1000","1","0","0","1000","0","1000","0","0","99999999","300000001","9999","1000","1000","0","0","1","1","0","0","0","爆裂敵人22","803100272","1000","0","0","1000","0","0","0","0","0","0","1000","0","1000"
