bedd33d020edc6a938c5e43b6840f97942a26b853953815216fc071c9368cf49,27432d89eacaca3c07e0e11c825d4d593c3a09c511ad318eeb21686c18001a65,7ddd771660ef17a0ae5a3c53185e162564b16649db4ae913b0f66294c34fe46e,2e13fc2f2512a755af4520311eee48536b499d6718eb2cd6fc61d9317cbc638b,ad0c034582e4f40e9b2872f8da778c4a94ecba5de12589561928a625ae696a1d,d576ec07713796225a8fbf433848132fce20b2772625889260e0fea9dd343688,5d06469494fec4e3a48b14faa5b920aad508b56f1c136316f1ece290db874e9d,931ed35b0c730009b18729195933af4d46a905c30fa8de11e9eabe0da3d2a72d,e4e07e99ec8a67207329a3d58b6b5fbf77160305445e17cfe8359cf8502bb0bb,5d2dca8b5436f43c046e863d75e6909911120b50b63d8475960660446d7f04e0,1b569d71002f679d858a09d1640cdd7a1f7fc5b230297620175e5c4218b05861,167b1b915610b91ec5aa9601d660ee37552a296f076fe686021c9af5c820b13a,8cf64cf5ca60823da43428994a880384d7a66a4f0ecc424df4bfcfe52db907fc,79cded6f4d3f74fdc70700a101646658c0e0e69047c6eb3cce28541d5f6af098
"105","6008","0","2018/10/28 15:59:59","71002028","2018/10/03 16:00:00","0","9011","0","20","71002028","601","10002","打倒20隻阿爾瑪（NORMAL、HARD共通）"
"105","6008","0","2018/10/28 15:59:59","71002029","2018/10/03 16:00:00","0","9011","0","25","71002029","601","10002","打倒25隻阿爾瑪（NORMAL、HARD共通）"
"105","6008","0","2018/10/28 15:59:59","71002030","2018/10/03 16:00:00","0","9011","0","30","71002030","601","10002","打倒30隻阿爾瑪（NORMAL、HARD共通）"
"102","6004","0","2018/11/25 15:59:59","71003001","2018/11/01 15:59:59","0","9003","10003101","1","71003001","601","10003","完成活動任務1-1 (NORMAL)"
"102","6004","0","2018/11/25 15:59:59","71003002","2018/11/01 15:59:59","0","9003","10003102","1","71003002","601","10003","完成活動任務1-2 (NORMAL)"
"102","6004","0","2018/11/25 15:59:59","71003003","2018/11/01 15:59:59","0","9003","10003103","1","71003003","601","10003","完成活動任務1-3 (NORMAL)"
"102","6004","0","2018/11/25 15:59:59","71003004","2018/11/01 15:59:59","0","9003","10003104","1","71003004","601","10003","完成活動任務1-4 (NORMAL)"
"102","6004","0","2018/11/25 15:59:59","71003005","2018/11/01 15:59:59","0","9003","10003105","1","71003005","601","10003","完成活動任務1-5 (NORMAL)"
"102","6004","0","2018/11/25 15:59:59","71003006","2018/11/01 15:59:59","0","9003","10003106","1","71003006","601","10003","完成活動任務1-6 (NORMAL)"
"102","6004","0","2018/11/25 15:59:59","71003007","2018/11/01 15:59:59","0","9003","10003107","1","71003007","601","10003","完成活動任務1-7 (NORMAL)"
"102","6004","0","2018/11/25 15:59:59","71003008","2018/11/01 15:59:59","0","9003","10003108","1","71003008","601","10003","完成活動任務1-8 (NORMAL)"
"102","6004","0","2018/11/25 15:59:59","71003009","2018/11/01 15:59:59","0","9003","10003109","1","71003009","601","10003","完成活動任務1-9 (NORMAL)"
"102","6004","0","2018/11/25 15:59:59","71003010","2018/11/01 15:59:59","0","9003","10003110","1","71003010","601","10003","完成活動任務1-10 (NORMAL)"
"102","6004","0","2018/11/25 15:59:59","71003011","2018/11/01 15:59:59","0","9003","10003111","1","71003011","601","10003","完成活動任務1-11 (NORMAL)"
"102","6004","0","2018/11/25 15:59:59","71003012","2018/11/01 15:59:59","0","9003","10003112","1","71003012","601","10003","完成活動任務1-12 (NORMAL)"
"102","6004","0","2018/11/25 15:59:59","71003013","2018/11/01 15:59:59","0","9003","10003113","1","71003013","601","10003","完成活動任務1-13 (NORMAL)"
"102","6004","0","2018/11/25 15:59:59","71003014","2018/11/01 15:59:59","0","9003","10003114","1","71003014","601","10003","完成活動任務1-14 (NORMAL)"
"102","6004","0","2018/11/25 15:59:59","71003015","2018/11/01 15:59:59","0","9003","10003115","1","71003015","601","10003","完成活動任務1-15 (NORMAL)"
"103","6005","0","2018/11/25 15:59:59","71003016","2018/11/01 15:59:59","0","9003","10003201","1","71003016","601","10003","完成活動任務1-1 (HARD)"
"103","6005","0","2018/11/25 15:59:59","71003017","2018/11/01 15:59:59","0","9003","10003202","1","71003017","601","10003","完成活動任務1-2 (HARD)"
"103","6005","0","2018/11/25 15:59:59","71003018","2018/11/01 15:59:59","0","9003","10003203","1","71003018","601","10003","完成活動任務1-3 (HARD)"
"103","6005","0","2018/11/25 15:59:59","71003019","2018/11/01 15:59:59","0","9003","10003204","1","71003019","601","10003","完成活動任務1-4 (HARD)"
"103","6005","0","2018/11/25 15:59:59","71003020","2018/11/01 15:59:59","0","9003","10003205","1","71003020","601","10003","完成活動任務1-5 (HARD)"
"104","6002","0","2018/11/25 15:59:59","71003021","2018/11/01 15:59:59","0","9006","0","1","71003021","601","10003","將討伐證交換的獎賞一覽重置1次"
"104","6002","0","2018/11/25 15:59:59","71003022","2018/11/01 15:59:59","0","9006","0","2","71003022","601","10003","將討伐證交換的獎賞一覽重置2次"
"104","6002","0","2018/11/25 15:59:59","71003023","2018/11/01 15:59:59","0","9006","0","3","71003023","601","10003","將討伐證交換的獎賞一覽重置3次"
"104","6002","0","2018/11/25 15:59:59","71003024","2018/11/01 15:59:59","0","9006","0","4","71003024","601","10003","將討伐證交換的獎賞一覽重置4次"
"105","6008","0","2018/11/25 15:59:59","71003025","2018/11/01 15:59:59","0","9011","0","5","71003025","601","10003","打倒5隻食屍巨狼（NORMAL、HARD共通）"
"105","6008","0","2018/11/25 15:59:59","71003026","2018/11/01 15:59:59","0","9011","0","10","71003026","601","10003","打倒10隻食屍巨狼（NORMAL、HARD共通）"
"105","6008","0","2018/11/25 15:59:59","71003027","2018/11/01 15:59:59","0","9011","0","15","71003027","601","10003","打倒15隻食屍巨狼（NORMAL、HARD共通）"
"105","6008","0","2018/11/25 15:59:59","71003028","2018/11/01 15:59:59","0","9011","0","20","71003028","601","10003","打倒20隻食屍巨狼（NORMAL、HARD共通）"
"105","6008","0","2018/11/25 15:59:59","71003029","2018/11/01 15:59:59","0","9011","0","25","71003029","601","10003","打倒25隻食屍巨狼（NORMAL、HARD共通）"
"105","6008","0","2018/11/25 15:59:59","71003030","2018/11/01 15:59:59","0","9011","0","30","71003030","601","10003","打倒30隻食屍巨狼（NORMAL、HARD共通）"
"102","6004","0","2018/12/24 15:59:59","71004001","2018/12/01 16:00:00","0","9003","10004101","1","71004001","601","10004","完成活動任務1-1 (NORMAL)"
"102","6004","0","2018/12/24 15:59:59","71004002","2018/12/01 16:00:00","0","9003","10004102","1","71004002","601","10004","完成活動任務1-2 (NORMAL)"
"102","6004","0","2018/12/24 15:59:59","71004003","2018/12/01 16:00:00","0","9003","10004103","1","71004003","601","10004","完成活動任務1-3 (NORMAL)"
"102","6004","0","2018/12/24 15:59:59","71004004","2018/12/01 16:00:00","0","9003","10004104","1","71004004","601","10004","完成活動任務1-4 (NORMAL)"
"102","6004","0","2018/12/24 15:59:59","71004005","2018/12/01 16:00:00","0","9003","10004105","1","71004005","601","10004","完成活動任務1-5 (NORMAL)"
"102","6004","0","2018/12/24 15:59:59","71004006","2018/12/01 16:00:00","0","9003","10004106","1","71004006","601","10004","完成活動任務1-6 (NORMAL)"
"102","6004","0","2018/12/24 15:59:59","71004007","2018/12/01 16:00:00","0","9003","10004107","1","71004007","601","10004","完成活動任務1-7 (NORMAL)"
"102","6004","0","2018/12/24 15:59:59","71004008","2018/12/01 16:00:00","0","9003","10004108","1","71004008","601","10004","完成活動任務1-8 (NORMAL)"
"102","6004","0","2018/12/24 15:59:59","71004009","2018/12/01 16:00:00","0","9003","10004109","1","71004009","601","10004","完成活動任務1-9 (NORMAL)"
"102","6004","0","2018/12/24 15:59:59","71004010","2018/12/01 16:00:00","0","9003","10004110","1","71004010","601","10004","完成活動任務1-10 (NORMAL)"
"102","6004","0","2018/12/24 15:59:59","71004011","2018/12/01 16:00:00","0","9003","10004111","1","71004011","601","10004","完成活動任務1-11 (NORMAL)"
"102","6004","0","2018/12/24 15:59:59","71004012","2018/12/01 16:00:00","0","9003","10004112","1","71004012","601","10004","完成活動任務1-12 (NORMAL)"
"102","6004","0","2018/12/24 15:59:59","71004013","2018/12/01 16:00:00","0","9003","10004113","1","71004013","601","10004","完成活動任務1-13 (NORMAL)"
"102","6004","0","2018/12/24 15:59:59","71004014","2018/12/01 16:00:00","0","9003","10004114","1","71004014","601","10004","完成活動任務1-14 (NORMAL)"
"102","6004","0","2018/12/24 15:59:59","71004015","2018/12/01 16:00:00","0","9003","10004115","1","71004015","601","10004","完成活動任務1-15 (NORMAL)"
"103","6005","0","2018/12/24 15:59:59","71004016","2018/12/01 16:00:00","0","9003","10004201","1","71004016","601","10004","完成活動任務1-1 (HARD)"
"103","6005","0","2018/12/24 15:59:59","71004017","2018/12/01 16:00:00","0","9003","10004202","1","71004017","601","10004","完成活動任務1-2 (HARD)"
"103","6005","0","2018/12/24 15:59:59","71004018","2018/12/01 16:00:00","0","9003","10004203","1","71004018","601","10004","完成活動任務1-3 (HARD)"
"103","6005","0","2018/12/24 15:59:59","71004019","2018/12/01 16:00:00","0","9003","10004204","1","71004019","601","10004","完成活動任務1-4 (HARD)"
"103","6005","0","2018/12/24 15:59:59","71004020","2018/12/01 16:00:00","0","9003","10004205","1","71004020","601","10004","完成活動任務1-5 (HARD)"
"104","6002","0","2018/12/24 15:59:59","71004021","2018/12/01 16:00:00","0","9006","0","1","71004021","601","10004","將討伐證交換的獎賞一覽重置1次"
"104","6002","0","2018/12/24 15:59:59","71004022","2018/12/01 16:00:00","0","9006","0","2","71004022","601","10004","將討伐證交換的獎賞一覽重置2次"
"104","6002","0","2018/12/24 15:59:59","71004023","2018/12/01 16:00:00","0","9006","0","3","71004023","601","10004","將討伐證交換的獎賞一覽重置3次"
"104","6002","0","2018/12/24 15:59:59","71004024","2018/12/01 16:00:00","0","9006","0","4","71004024","601","10004","將討伐證交換的獎賞一覽重置4次"
"105","6008","0","2018/12/24 15:59:59","71004025","2018/12/01 16:00:00","0","9011","0","5","71004025","601","10004","打倒5隻天塔帕斯（全難度共通）"
"105","6008","0","2018/12/24 15:59:59","71004026","2018/12/01 16:00:00","0","9011","0","10","71004026","601","10004","打倒10隻天塔帕斯（全難度共通）"
"105","6008","0","2018/12/24 15:59:59","71004027","2018/12/01 16:00:00","0","9011","0","15","71004027","601","10004","打倒15隻天塔帕斯（全難度共通）"
"105","6008","0","2018/12/24 15:59:59","71004028","2018/12/01 16:00:00","0","9011","0","20","71004028","601","10004","打倒20隻天塔帕斯（全難度共通）"
"105","6008","0","2018/12/24 15:59:59","71004029","2018/12/01 16:00:00","0","9011","0","25","71004029","601","10004","打倒25隻天塔帕斯（全難度共通）"
"105","6008","0","2018/12/24 15:59:59","71004030","2018/12/01 16:00:00","0","9011","0","30","71004030","601","10004","打倒30隻天塔帕斯（全難度共通）"
"106","6010","0","2018/12/24 15:59:59","71004031","2018/12/01 16:00:00","0","9001","610004301","1","71004031","601","10004","打倒1隻天塔帕斯(VERY HARD限定)"
"102","6004","0","2019/01/25 15:59:59","71005001","2019/01/03 16:00:00","0","9003","10005101","1","71005001","601","10005","完成活動任務1-1 (NORMAL)"
"102","6004","0","2019/01/25 15:59:59","71005002","2019/01/03 16:00:00","0","9003","10005102","1","71005002","601","10005","完成活動任務1-2 (NORMAL)"
"102","6004","0","2019/01/25 15:59:59","71005003","2019/01/03 16:00:00","0","9003","10005103","1","71005003","601","10005","完成活動任務1-3 (NORMAL)"
"102","6004","0","2019/01/25 15:59:59","71005004","2019/01/03 16:00:00","0","9003","10005104","1","71005004","601","10005","完成活動任務1-4 (NORMAL)"
"102","6004","0","2019/01/25 15:59:59","71005005","2019/01/03 16:00:00","0","9003","10005105","1","71005005","601","10005","完成活動任務1-5 (NORMAL)"
"102","6004","0","2019/01/25 15:59:59","71005006","2019/01/03 16:00:00","0","9003","10005106","1","71005006","601","10005","完成活動任務1-6 (NORMAL)"
"102","6004","0","2019/01/25 15:59:59","71005007","2019/01/03 16:00:00","0","9003","10005107","1","71005007","601","10005","完成活動任務1-7 (NORMAL)"
"102","6004","0","2019/01/25 15:59:59","71005008","2019/01/03 16:00:00","0","9003","10005108","1","71005008","601","10005","完成活動任務1-8 (NORMAL)"
"102","6004","0","2019/01/25 15:59:59","71005009","2019/01/03 16:00:00","0","9003","10005109","1","71005009","601","10005","完成活動任務1-9 (NORMAL)"
"102","6004","0","2019/01/25 15:59:59","71005010","2019/01/03 16:00:00","0","9003","10005110","1","71005010","601","10005","完成活動任務1-10 (NORMAL)"
"102","6004","0","2019/01/25 15:59:59","71005011","2019/01/03 16:00:00","0","9003","10005111","1","71005011","601","10005","完成活動任務1-11 (NORMAL)"
"102","6004","0","2019/01/25 15:59:59","71005012","2019/01/03 16:00:00","0","9003","10005112","1","71005012","601","10005","完成活動任務1-12 (NORMAL)"
"102","6004","0","2019/01/25 15:59:59","71005013","2019/01/03 16:00:00","0","9003","10005113","1","71005013","601","10005","完成活動任務1-13 (NORMAL)"
"102","6004","0","2019/01/25 15:59:59","71005014","2019/01/03 16:00:00","0","9003","10005114","1","71005014","601","10005","完成活動任務1-14 (NORMAL)"
"102","6004","0","2019/01/25 15:59:59","71005015","2019/01/03 16:00:00","0","9003","10005115","1","71005015","601","10005","完成活動任務1-15 (NORMAL)"
"103","6005","0","2019/01/25 15:59:59","71005016","2019/01/03 16:00:00","0","9003","10005201","1","71005016","601","10005","完成活動任務1-1 (HARD)"
"103","6005","0","2019/01/25 15:59:59","71005017","2019/01/03 16:00:00","0","9003","10005202","1","71005017","601","10005","完成活動任務1-2 (HARD)"
"103","6005","0","2019/01/25 15:59:59","71005018","2019/01/03 16:00:00","0","9003","10005203","1","71005018","601","10005","完成活動任務1-3 (HARD)"
"103","6005","0","2019/01/25 15:59:59","71005019","2019/01/03 16:00:00","0","9003","10005204","1","71005019","601","10005","完成活動任務1-4 (HARD)"
"103","6005","0","2019/01/25 15:59:59","71005020","2019/01/03 16:00:00","0","9003","10005205","1","71005020","601","10005","完成活動任務1-5 (HARD)"
"104","6002","0","2019/01/25 15:59:59","71005021","2019/01/03 16:00:00","0","9006","0","1","71005021","601","10005","將討伐證交換的獎賞一覽重置1次"
"104","6002","0","2019/01/25 15:59:59","71005022","2019/01/03 16:00:00","0","9006","0","2","71005022","601","10005","將討伐證交換的獎賞一覽重置2次"
"104","6002","0","2019/01/25 15:59:59","71005023","2019/01/03 16:00:00","0","9006","0","3","71005023","601","10005","將討伐證交換的獎賞一覽重置3次"
"104","6002","0","2019/01/25 15:59:59","71005024","2019/01/03 16:00:00","0","9006","0","4","71005024","601","10005","將討伐證交換的獎賞一覽重置4次"
"105","6008","0","2019/01/25 15:59:59","71005025","2019/01/03 16:00:00","0","9011","0","5","71005025","601","10005","打倒5隻島鯨（全難度共通）"
"105","6008","0","2019/01/25 15:59:59","71005026","2019/01/03 16:00:00","0","9011","0","10","71005026","601","10005","打倒10隻島鯨（全難度共通）"
"105","6008","0","2019/01/25 15:59:59","71005027","2019/01/03 16:00:00","0","9011","0","15","71005027","601","10005","打倒15隻島鯨（全難度共通）"
"105","6008","0","2019/01/25 15:59:59","71005028","2019/01/03 16:00:00","0","9011","0","20","71005028","601","10005","打倒20隻島鯨（全難度共通）"
"105","6008","0","2019/01/25 15:59:59","71005029","2019/01/03 16:00:00","0","9011","0","25","71005029","601","10005","打倒25隻島鯨（全難度共通）"
"105","6008","0","2019/01/25 15:59:59","71005030","2019/01/03 16:00:00","0","9011","0","30","71005030","601","10005","打倒30隻島鯨（全難度共通）"
"106","6010","0","2019/01/25 15:59:59","71005031","2019/01/03 16:00:00","0","9001","610005301","1","71005031","601","10005","打倒1隻島鯨(VERY HARD限定)"
"102","6004","0","2019/02/22 15:59:59","71006001","2019/02/01 12:00:00","0","9003","10006101","1","71006001","601","10006","完成活動任務1-1 (NORMAL)"
"102","6004","0","2019/02/22 15:59:59","71006002","2019/02/01 12:00:00","0","9003","10006102","1","71006002","601","10006","完成活動任務1-2 (NORMAL)"
"102","6004","0","2019/02/22 15:59:59","71006003","2019/02/01 12:00:00","0","9003","10006103","1","71006003","601","10006","完成活動任務1-3 (NORMAL)"
"102","6004","0","2019/02/22 15:59:59","71006004","2019/02/01 12:00:00","0","9003","10006104","1","71006004","601","10006","完成活動任務1-4 (NORMAL)"
"102","6004","0","2019/02/22 15:59:59","71006005","2019/02/01 12:00:00","0","9003","10006105","1","71006005","601","10006","完成活動任務1-5 (NORMAL)"
"102","6004","0","2019/02/22 15:59:59","71006006","2019/02/01 12:00:00","0","9003","10006106","1","71006006","601","10006","完成活動任務1-6 (NORMAL)"
"102","6004","0","2019/02/22 15:59:59","71006007","2019/02/01 12:00:00","0","9003","10006107","1","71006007","601","10006","完成活動任務1-7 (NORMAL)"
"102","6004","0","2019/02/22 15:59:59","71006008","2019/02/01 12:00:00","0","9003","10006108","1","71006008","601","10006","完成活動任務1-8 (NORMAL)"
"102","6004","0","2019/02/22 15:59:59","71006009","2019/02/01 12:00:00","0","9003","10006109","1","71006009","601","10006","完成活動任務1-9 (NORMAL)"
"102","6004","0","2019/02/22 15:59:59","71006010","2019/02/01 12:00:00","0","9003","10006110","1","71006010","601","10006","完成活動任務1-10 (NORMAL)"
"102","6004","0","2019/02/22 15:59:59","71006011","2019/02/01 12:00:00","0","9003","10006111","1","71006011","601","10006","完成活動任務1-11 (NORMAL)"
"102","6004","0","2019/02/22 15:59:59","71006012","2019/02/01 12:00:00","0","9003","10006112","1","71006012","601","10006","完成活動任務1-12 (NORMAL)"
"102","6004","0","2019/02/22 15:59:59","71006013","2019/02/01 12:00:00","0","9003","10006113","1","71006013","601","10006","完成活動任務1-13 (NORMAL)"
"102","6004","0","2019/02/22 15:59:59","71006014","2019/02/01 12:00:00","0","9003","10006114","1","71006014","601","10006","完成活動任務1-14 (NORMAL)"
