2ce23c2f17caf0b7235e9ebd1e01d183d30507519e81bf04a53ebcbde2e09186,e9e0243b23d811a66530371dbd74cc948e16f7febc9f093c585e614328b5afd0,8ded5a9a6ebe61f4bff68c5bdbed69d6980fafbcf146f4e5933f2bcb53e678a3,c2877da28679461eebdbafc2cab11690b45d85e35cdeb6f01e6cd53fbe6354d3,1bd8abb8a9058ad209dd601d049a38d487675d766a87792c30fee5dfa246c5b9,178b293f44f642d63794356859a073e691c7fa7be6f0541527fd570c0946c359,fce3cfb5c72d3aa44d3f15b80f6a1204db98308efde3c075773b6aa2cde329ce,bae3f1e7238f36133a5646f8b7ada138655f27d2dfed004b5ace51d2b14d21fa,20061f7caad2d2c9c07884a6e28d6aef8738b8bc7256a145fed06cf5175db51a,9b24a5918a3f6fb2b534b42939daad8bd49887276647abaf7c42cd671c2afea5,d64a445678b2024399e6f5e3e037ce9e3f2aba3ec2722a4cfb9cf5b95ee31582,70d44fb183b2a628355cbf3decc119ac7904517d1a21a0de92e80b914929fe5b
"90","30","101401","0","5012405","2019/07/17 16:00:00","10012","1001","0","0","2019/07/31 15:59:59","0"
"91","2","101401","0","5012406","2019/07/17 16:00:00","10012","1003","0","0","2019/07/31 15:59:59","0"
"92","4","101401","0","5012407","2019/07/17 16:00:00","10012","1003","0","0","2019/07/31 15:59:59","0"
"93","7","101401","0","5012408","2019/07/17 16:00:00","10012","1003","0","0","2019/07/31 15:59:59","0"
"94","10","105501","0","5012409","2019/07/17 16:00:00","10012","1003","0","0","2019/07/31 15:59:59","0"
"95","13","105501","0","5012410","2019/07/17 16:00:00","10012","1003","0","0","2019/07/31 15:59:59","0"
"96","15","101401","0","5012411","2019/07/17 16:00:00","10012","1003","0","0","2019/07/31 15:59:59","0"
"97","109301","109301","0","5013401","2019/08/01 16:00:00","10013","1004","0","0","2019/08/15 15:59:59","0"
"98","1001303","109201","0","5013402","2019/08/01 16:00:00","10013","1002","0","1","2019/08/15 15:59:59","0"
"99","10","109301","0","5013403","2019/08/01 16:00:00","10013","1001","0","0","2019/08/15 15:59:59","0"
"100","20","109401","0","5013404","2019/08/01 16:00:00","10013","1001","0","0","2019/08/15 15:59:59","0"
"101","30","109201","0","5013405","2019/08/01 16:00:00","10013","1001","0","0","2019/08/15 15:59:59","0"
"102","2","109201","0","5013406","2019/08/01 16:00:00","10013","1003","0","0","2019/08/15 15:59:59","0"
"103","4","109401","0","5013407","2019/08/01 16:00:00","10013","1003","0","0","2019/08/15 15:59:59","0"
"104","6","109301","0","5013408","2019/08/01 16:00:00","10013","1003","0","0","2019/08/15 15:59:59","0"
"105","8","109201","0","5013409","2019/08/01 16:00:00","10013","1003","0","0","2019/08/15 15:59:59","0"
"106","10","109401","0","5013410","2019/08/01 16:00:00","10013","1003","0","0","2019/08/15 15:59:59","0"
"107","13","109201","0","5013411","2019/08/01 16:00:00","10013","1003","0","0","2019/08/15 15:59:59","0"
"108","1001503","105301","0","5015402","2019/09/03 16:00:00","10015","1002","0","1","2019/09/15 15:59:59","0"
"109","10","105301","0","5015403","2019/09/03 16:00:00","10015","1001","0","0","2019/09/15 15:59:59","0"
"110","20","109501","0","5015404","2019/09/03 16:00:00","10015","1001","0","0","2019/09/15 15:59:59","0"
"111","30","109601","0","5015405","2019/09/03 16:00:00","10015","1001","0","0","2019/09/15 15:59:59","0"
"112","2","109501","0","5015406","2019/09/03 16:00:00","10015","1003","0","0","2019/09/15 15:59:59","0"
"113","4","109501","0","5015407","2019/09/03 16:00:00","10015","1003","0","0","2019/09/15 15:59:59","0"
"114","6","105301","0","5015408","2019/09/03 16:00:00","10015","1003","0","0","2019/09/15 15:59:59","0"
"115","8","109601","0","5015409","2019/09/03 16:00:00","10015","1003","0","0","2019/09/15 15:59:59","0"
"116","10","109601","0","5015410","2019/09/03 16:00:00","10015","1003","0","0","2019/09/15 15:59:59","0"
"117","13","105301","0","5015411","2019/09/03 16:00:00","10015","1003","0","0","2019/09/15 15:59:59","0"
"118","109801","109801","0","5017401","2019/10/01 16:00:00","10017","1004","0","0","2019/10/15 15:59:59","0"
"119","1001703","109901","0","5017402","2019/10/01 16:00:00","10017","1002","0","1","2019/10/15 15:59:59","0"
"120","10","109801","0","5017403","2019/10/01 16:00:00","10017","1001","0","0","2019/10/15 15:59:59","0"
"121","20","109701","0","5017404","2019/10/01 16:00:00","10017","1001","0","0","2019/10/15 15:59:59","0"
"122","30","109901","0","5017405","2019/10/01 16:00:00","10017","1001","0","0","2019/10/15 15:59:59","0"
"123","2","109701","0","5017406","2019/10/01 16:00:00","10017","1003","0","0","2019/10/15 15:59:59","0"
"124","4","109701","0","5017407","2019/10/01 16:00:00","10017","1003","0","0","2019/10/15 15:59:59","0"
"125","7","109801","0","5017408","2019/10/01 16:00:00","10017","1003","0","0","2019/10/15 15:59:59","0"
"126","10","109901","0","5017409","2019/10/01 16:00:00","10017","1003","0","0","2019/10/15 15:59:59","0"
"127","13","109901","0","5017410","2019/10/01 16:00:00","10017","1003","0","0","2019/10/15 15:59:59","0"
"128","15","109901","0","5017411","2019/10/01 16:00:00","10017","1003","0","0","2019/10/15 15:59:59","0"
"129","110101","110101","0","5019401","2019/11/01 16:00:00","10019","1004","0","0","2019/11/15 15:59:59","0"
"130","1001903","110201","0","5019402","2019/11/01 16:00:00","10019","1002","0","1","2019/11/15 15:59:59","0"
"131","10","110001","0","5019403","2019/11/01 16:00:00","10019","1001","0","0","2019/11/15 15:59:59","0"
"132","20","110201","0","5019404","2019/11/01 16:00:00","10019","1001","0","0","2019/11/15 15:59:59","0"
"133","30","110101","0","5019405","2019/11/01 16:00:00","10019","1001","0","0","2019/11/15 15:59:59","0"
"134","2","110001","0","5019406","2019/11/01 16:00:00","10019","1003","0","0","2019/11/15 15:59:59","0"
"135","4","110001","0","5019407","2019/11/01 16:00:00","10019","1003","0","0","2019/11/15 15:59:59","0"
"136","7","110201","0","5019408","2019/11/01 16:00:00","10019","1003","0","0","2019/11/15 15:59:59","0"
"137","10","110101","0","5019409","2019/11/01 16:00:00","10019","1003","0","0","2019/11/15 15:59:59","0"
"138","13","110101","0","5019410","2019/11/01 16:00:00","10019","1003","0","0","2019/11/15 15:59:59","0"
"139","15","110201","0","5019411","2019/11/01 16:00:00","10019","1003","0","0","2019/11/15 15:59:59","0"
"140","107601","107601","0","5004401","2019/11/17 16:00:00","10020","1004","0","0","2019/11/24 15:59:59","0"
"141","1002003","107601","0","5004402","2019/11/17 16:00:00","10020","1002","0","1","2019/11/24 15:59:59","0"
"142","10","107701","0","5004403","2019/11/17 16:00:00","10020","1001","0","0","2019/11/24 15:59:59","0"
"143","20","107501","0","5004404","2019/11/17 16:00:00","10020","1001","0","0","2019/11/24 15:59:59","0"
"144","30","107601","0","5004405","2019/11/17 16:00:00","10020","1001","0","0","2019/11/24 15:59:59","0"
"145","2","107501","0","5004406","2019/11/17 16:00:00","10020","1003","0","0","2019/11/24 15:59:59","0"
"146","3","107601","0","5004407","2019/11/17 16:00:00","10020","1003","0","0","2019/11/24 15:59:59","0"
"147","4","107801","0","5004408","2019/11/17 16:00:00","10020","1003","0","0","2019/11/24 15:59:59","0"
"148","5","107701","0","5004409","2019/11/17 16:00:00","10020","1003","0","0","2019/11/24 15:59:59","0"
"149","6","107501","0","5004410","2019/11/17 16:00:00","10020","1003","0","0","2019/11/24 15:59:59","0"
"150","8","107601","0","5004411","2019/11/17 16:00:00","10020","1003","0","0","2019/11/24 15:59:59","0"
"151","110501","110501","0","5021401","2019/12/02 16:00:00","10021","1004","0","0","2019/12/15 15:59:59","0"
"152","1002103","110401","0","5021402","2019/12/02 16:00:00","10021","1002","0","1","2019/12/15 15:59:59","0"
"153","10","110501","0","5021403","2019/12/02 16:00:00","10021","1001","0","0","2019/12/15 15:59:59","0"
"154","20","110401","0","5021404","2019/12/02 16:00:00","10021","1001","0","0","2019/12/15 15:59:59","0"
"155","30","110601","0","5021405","2019/12/02 16:00:00","10021","1001","0","0","2019/12/15 15:59:59","0"
"156","2","110601","0","5021406","2019/12/02 16:00:00","10021","1003","0","0","2019/12/15 15:59:59","0"
"157","4","110401","0","5021407","2019/12/02 16:00:00","10021","1003","0","0","2019/12/15 15:59:59","0"
"158","6","110501","0","5021408","2019/12/02 16:00:00","10021","1003","0","0","2019/12/15 15:59:59","0"
"159","8","110401","0","5021409","2019/12/02 16:00:00","10021","1003","0","0","2019/12/15 15:59:59","0"
"160","11","110601","0","5021410","2019/12/02 16:00:00","10021","1003","0","0","2019/12/15 15:59:59","0"
"161","14","110501","0","5021411","2019/12/02 16:00:00","10021","1003","0","0","2019/12/15 15:59:59","0"
"162","108001","108001","0","5005401","2019/12/17 16:00:00","10022","1004","0","0","2019/12/24 15:59:59","0"
"163","1002203","107901","0","5005402","2019/12/17 16:00:00","10022","1002","0","1","2019/12/24 15:59:59","0"
"164","10","108001","0","5005403","2019/12/17 16:00:00","10022","1001","0","0","2019/12/24 15:59:59","0"
"165","20","107901","0","5005404","2019/12/17 16:00:00","10022","1001","0","0","2019/12/24 15:59:59","0"
"166","30","108001","0","5005405","2019/12/17 16:00:00","10022","1001","0","0","2019/12/24 15:59:59","0"
"167","2","107901","0","5005406","2019/12/17 16:00:00","10022","1003","0","0","2019/12/24 15:59:59","0"
"168","3","108001","0","5005407","2019/12/17 16:00:00","10022","1003","0","0","2019/12/24 15:59:59","0"
"169","4","107901","0","5005408","2019/12/17 16:00:00","10022","1003","0","0","2019/12/24 15:59:59","0"
"170","5","108001","0","5005409","2019/12/17 16:00:00","10022","1003","0","0","2019/12/24 15:59:59","0"
"171","6","107901","0","5005410","2019/12/17 16:00:00","10022","1003","0","0","2019/12/24 15:59:59","0"
"172","8","108001","0","5005411","2019/12/17 16:00:00","10022","1003","0","0","2019/12/24 15:59:59","0"
"173","1002303","110701","0","5023402","2020/01/02 16:00:00","10023","1002","0","1","2020/01/16 15:59:59","0"
"174","10","110801","0","5023403","2020/01/02 16:00:00","10023","1001","0","0","2020/01/16 15:59:59","0"
"175","20","110901","0","5023404","2020/01/02 16:00:00","10023","1001","0","0","2020/01/16 15:59:59","0"
"176","30","111001","0","5023405","2020/01/02 16:00:00","10023","1001","0","0","2020/01/16 15:59:59","0"
"177","2","110701","0","5023406","2020/01/02 16:00:00","10023","1003","0","0","2020/01/16 15:59:59","0"
"178","4","110701","0","5023407","2020/01/02 16:00:00","10023","1003","0","0","2020/01/16 15:59:59","0"
"179","7","111001","0","5023408","2020/01/02 16:00:00","10023","1003","0","0","2020/01/16 15:59:59","0"
"180","10","110801","0","5023409","2020/01/02 16:00:00","10023","1003","0","0","2020/01/16 15:59:59","0"
"181","13","110901","0","5023410","2020/01/02 16:00:00","10023","1003","0","0","2020/01/16 15:59:59","0"
"182","15","110701","0","5023411","2020/01/02 16:00:00","10023","1003","0","0","2020/01/16 15:59:59","0"
"183","1002403","103701","0","5006402","2020/01/16 16:00:00","10024","1002","0","1","2020/01/23 15:59:59","0"
"184","10","100501","0","5006403","2020/01/16 16:00:00","10024","1001","0","0","2020/01/23 15:59:59","0"
"185","20","103701","0","5006404","2020/01/16 16:00:00","10024","1001","0","0","2020/01/23 15:59:59","0"
"186","30","104701","0","5006405","2020/01/16 16:00:00","10024","1001","0","0","2020/01/23 15:59:59","0"
"187","2","100501","0","5006406","2020/01/16 16:00:00","10024","1003","0","0","2020/01/23 15:59:59","0"
"188","3","103701","0","5006407","2020/01/16 16:00:00","10024","1003","0","0","2020/01/23 15:59:59","0"
"189","4","104701","0","5006408","2020/01/16 16:00:00","10024","1003","0","0","2020/01/23 15:59:59","0"
"190","5","107101","0","5006409","2020/01/16 16:00:00","10024","1003","0","0","2020/01/23 15:59:59","0"
"191","6","100501","0","5006410","2020/01/16 16:00:00","10024","1003","0","0","2020/01/23 15:59:59","0"
"192","8","104701","0","5006411","2020/01/16 16:00:00","10024","1003","0","0","2020/01/23 15:59:59","0"
"193","111201","111201","0","5025401","2020/02/04 16:00:00","10025","1004","0","0","2020/02/18 15:59:59","0"
"194","1002503","111301","0","5025402","2020/02/04 16:00:00","10025","1002","0","1","2020/02/18 15:59:59","0"
"195","10","111201","0","5025403","2020/02/04 16:00:00","10025","1001","0","0","2020/02/18 15:59:59","0"
"196","20","111101","0","5025404","2020/02/04 16:00:00","10025","1001","0","0","2020/02/18 15:59:59","0"
"197","30","111301","0","5025405","2020/02/04 16:00:00","10025","1001","0","0","2020/02/18 15:59:59","0"
"198","2","111101","0","5025406","2020/02/04 16:00:00","10025","1003","0","0","2020/02/18 15:59:59","0"
"199","4","111101","0","5025407","2020/02/04 16:00:00","10025","1003","0","0","2020/02/18 15:59:59","0"
"200","7","111201","0","5025408","2020/02/04 16:00:00","10025","1003","0","0","2020/02/18 15:59:59","0"
"201","10","111301","0","5025409","2020/02/04 16:00:00","10025","1003","0","0","2020/02/18 15:59:59","0"
"202","13","111301","0","5025410","2020/02/04 16:00:00","10025","1003","0","0","2020/02/18 15:59:59","0"
"203","15","111301","0","5025411","2020/02/04 16:00:00","10025","1003","0","0","2020/02/18 15:59:59","0"
"204","108201","108201","0","5007401","2020/02/18 16:00:00","10026","1004","0","0","2020/02/25 15:59:59","0"
"205","1002603","108101","0","5007402","2020/02/18 16:00:00","10026","1002","0","1","2020/02/25 15:59:59","0"
"206","10","108101","0","5007403","2020/02/18 16:00:00","10026","1001","0","0","2020/02/25 15:59:59","0"
"207","20","108201","0","5007404","2020/02/18 16:00:00","10026","1001","0","0","2020/02/25 15:59:59","0"
"208","30","108101","0","5007405","2020/02/18 16:00:00","10026","1001","0","0","2020/02/25 15:59:59","0"
"209","2","108201","0","5007406","2020/02/18 16:00:00","10026","1003","0","0","2020/02/25 15:59:59","0"
"210","3","108101","0","5007407","2020/02/18 16:00:00","10026","1003","0","0","2020/02/25 15:59:59","0"
"211","4","108201","0","5007408","2020/02/18 16:00:00","10026","1003","0","0","2020/02/25 15:59:59","0"
"212","5","108101","0","5007409","2020/02/18 16:00:00","10026","1003","0","0","2020/02/25 15:59:59","0"
"213","6","108201","0","5007410","2020/02/18 16:00:00","10026","1003","0","0","2020/02/25 15:59:59","0"
"214","8","108101","0","5007411","2020/02/18 16:00:00","10026","1003","0","0","2020/02/25 15:59:59","0"
"215","1002703","106601","0","5027402","2020/03/02 16:00:00","10027","1002","0","1","2020/03/16 15:59:59","0"
"216","10","100501","0","5027403","2020/03/02 16:00:00","10027","1001","0","0","2020/03/16 15:59:59","0"
"217","20","103701","0","5027404","2020/03/02 16:00:00","10027","1001","0","0","2020/03/16 15:59:59","0"
"218","30","106501","0","5027405","2020/03/02 16:00:00","10027","1001","0","0","2020/03/16 15:59:59","0"
"219","2","100501","0","5027406","2020/03/02 16:00:00","10027","1003","0","0","2020/03/16 15:59:59","0"
"220","4","103701","0","5027407","2020/03/02 16:00:00","10027","1003","0","0","2020/03/16 15:59:59","0"
"221","7","106501","0","5027408","2020/03/02 16:00:00","10027","1003","0","0","2020/03/16 15:59:59","0"
"222","10","100501","0","5027409","2020/03/02 16:00:00","10027","1003","0","0","2020/03/16 15:59:59","0"
"223","13","103701","0","5027410","2020/03/02 16:00:00","10027","1003","0","0","2020/03/16 15:59:59","0"
"224","15","100501","0","5027411","2020/03/02 16:00:00","10027","1003","0","0","2020/03/16 15:59:59","0"
"225","1002803","105601","0","5008402","2020/03/16 16:00:00","10028","1002","0","1","2020/03/23 15:59:59","0"
"226","10","101301","0","5008403","2020/03/16 16:00:00","10028","1001","0","0","2020/03/23 15:59:59","0"
"227","20","100901","0","5008404","2020/03/16 16:00:00","10028","1001","0","0","2020/03/23 15:59:59","0"
"228","30","105601","0","5008405","2020/03/16 16:00:00","10028","1001","0","0","2020/03/23 15:59:59","0"
"229","2","105601","0","5008406","2020/03/16 16:00:00","10028","1003","0","0","2020/03/23 15:59:59","0"
"230","3","100901","0","5008407","2020/03/16 16:00:00","10028","1003","0","0","2020/03/23 15:59:59","0"
"231","4","101301","0","5008408","2020/03/16 16:00:00","10028","1003","0","0","2020/03/23 15:59:59","0"
"232","5","105101","0","5008409","2020/03/16 16:00:00","10028","1003","0","0","2020/03/23 15:59:59","0"
"233","6","102701","0","5008410","2020/03/16 16:00:00","10028","1003","0","0","2020/03/23 15:59:59","0"
"234","8","105601","0","5008411","2020/03/16 16:00:00","10028","1003","0","0","2020/03/23 15:59:59","0"
"235","111601","111601","0","5029401","2020/04/01 16:00:00","10029","1004","0","0","2020/04/15 15:59:59","0"
"236","1002903","111501","0","5029402","2020/04/01 16:00:00","10029","1002","0","1","2020/04/15 15:59:59","0"
"237","10","111601","0","5029403","2020/04/01 16:00:00","10029","1001","0","0","2020/04/15 15:59:59","0"
"238","20","111701","0","5029404","2020/04/01 16:00:00","10029","1001","0","0","2020/04/15 15:59:59","0"
"239","30","111501","0","5029405","2020/04/01 16:00:00","10029","1001","0","0","2020/04/15 15:59:59","0"
"240","2","111501","0","5029406","2020/04/01 16:00:00","10029","1003","0","0","2020/04/15 15:59:59","0"
"241","4","111701","0","5029407","2020/04/01 16:00:00","10029","1003","0","0","2020/04/15 15:59:59","0"
"242","7","111601","0","5029408","2020/04/01 16:00:00","10029","1003","0","0","2020/04/15 15:59:59","0"
"243","10","111701","0","5029409","2020/04/01 16:00:00","10029","1003","0","0","2020/04/15 15:59:59","0"
