8a6fa37607f975a6c15a396f8e95b43e75375030b675c1d25dcb388567b77da7,af75006441851009e4eaa7210be95cf69c0f87a40a49c7b9715a3231e13c2447,bcca10f3aa6e8e65f5141238d16df8585edca3a152ac2e1851d3c696eb3f2812,ac01e77bf95e8fa319348b8168a2299a6bdeb211a66bc88db6b3db9a589c72e0,fd5772dc1b07f23ff1c9ba1fd3cb9068810dc0db10f11cfbee9a15730f3d9895,278409e47948583a05284692ef5c0da24af12fbf90016d6c32238e2ffa01e49d,44924c1cb061c3065a02579355146e262128348270bde2b41c66af0d265b6e9c
"210","1","0","0","2","10203","6"
"240","1","0","0","3","10203","6"
"270","1","0","0","4","10203","6"
"300","1","0","0","5","10203","6"
"450","2","0","0","0","10203","6"
"480","2","0","0","1","10203","6"
"510","2","0","0","2","10203","6"
"540","2","0","0","3","10203","6"
"570","2","0","0","4","10203","6"
"600","2","0","0","5","10203","6"
"750","3","0","0","0","10203","6"
"780","3","0","0","1","10203","6"
"810","3","0","0","2","10203","6"
"840","3","0","0","3","10203","6"
"870","3","0","0","4","10203","6"
"900","3","0","0","5","10203","6"
"1050","4","0","0","0","10203","6"
"1080","4","0","0","1","10203","6"
"1110","4","0","0","2","10203","6"
"1140","4","0","0","3","10203","6"
"1170","4","0","0","4","10203","6"
"1200","4","0","0","5","10203","6"
"1350","5","0","0","0","10203","6"
"1380","5","0","0","1","10203","6"
"1410","5","0","0","2","10203","6"
"1440","5","0","0","3","10203","6"
"1470","5","0","0","4","10203","6"
"1500","5","0","0","5","10203","6"
"300","1","0","0","0","10204","10"
"360","1","0","0","1","10204","10"
"420","1","0","0","2","10204","10"
"480","1","0","0","3","10204","10"
"540","1","0","0","4","10204","10"
"600","1","0","0","5","10204","10"
"900","2","0","0","0","10204","10"
"960","2","0","0","1","10204","10"
"1020","2","0","0","2","10204","10"
"1080","2","0","0","3","10204","10"
"1140","2","0","0","4","10204","10"
"1200","2","0","0","5","10204","10"
"1500","3","0","0","0","10204","10"
"1560","3","0","0","1","10204","10"
"1620","3","0","0","2","10204","10"
"1680","3","0","0","3","10204","10"
"1740","3","0","0","4","10204","10"
"1800","3","0","0","5","10204","10"
"2100","4","0","0","0","10204","10"
"2160","4","0","0","1","10204","10"
"2220","4","0","0","2","10204","10"
"2280","4","0","0","3","10204","10"
"2340","4","0","0","4","10204","10"
"2400","4","0","0","5","10204","10"
"2700","5","0","0","0","10204","10"
"2760","5","0","0","1","10204","10"
"2820","5","0","0","2","10204","10"
"2880","5","0","0","3","10204","10"
"2940","5","0","0","4","10204","10"
"3000","5","0","0","5","10204","10"
"150","1","0","0","0","10301","1"
"180","1","0","0","1","10301","1"
"210","1","0","0","2","10301","1"
"240","1","0","0","3","10301","1"
"270","1","0","0","4","10301","1"
"300","1","0","0","5","10301","1"
"450","2","0","0","0","10301","1"
"480","2","0","0","1","10301","1"
"510","2","0","0","2","10301","1"
"540","2","0","0","3","10301","1"
"570","2","0","0","4","10301","1"
"600","2","0","0","5","10301","1"
"750","3","0","0","0","10301","1"
"780","3","0","0","1","10301","1"
"810","3","0","0","2","10301","1"
"840","3","0","0","3","10301","1"
"870","3","0","0","4","10301","1"
"900","3","0","0","5","10301","1"
"1050","4","0","0","0","10301","1"
"1080","4","0","0","1","10301","1"
"1110","4","0","0","2","10301","1"
"1140","4","0","0","3","10301","1"
"1170","4","0","0","4","10301","1"
"1200","4","0","0","5","10301","1"
"1350","5","0","0","0","10301","1"
"1380","5","0","0","1","10301","1"
"1410","5","0","0","2","10301","1"
"1440","5","0","0","3","10301","1"
"1470","5","0","0","4","10301","1"
"1500","5","0","0","5","10301","1"
"150","1","0","0","0","10302","3"
"180","1","0","0","1","10302","3"
"210","1","0","0","2","10302","3"
"240","1","0","0","3","10302","3"
"270","1","0","0","4","10302","3"
"300","1","0","0","5","10302","3"
"450","2","0","0","0","10302","3"
"480","2","0","0","1","10302","3"
"510","2","0","0","2","10302","3"
"540","2","0","0","3","10302","3"
"570","2","0","0","4","10302","3"
"600","2","0","0","5","10302","3"
"750","3","0","0","0","10302","3"
"780","3","0","0","1","10302","3"
"810","3","0","0","2","10302","3"
"840","3","0","0","3","10302","3"
"870","3","0","0","4","10302","3"
"900","3","0","0","5","10302","3"
"1050","4","0","0","0","10302","3"
"1080","4","0","0","1","10302","3"
"1110","4","0","0","2","10302","3"
"1140","4","0","0","3","10302","3"
"1170","4","0","0","4","10302","3"
"1200","4","0","0","5","10302","3"
"1350","5","0","0","0","10302","3"
"1380","5","0","0","1","10302","3"
"1410","5","0","0","2","10302","3"
"1440","5","0","0","3","10302","3"
"1470","5","0","0","4","10302","3"
"1500","5","0","0","5","10302","3"
"150","1","0","0","0","10303","4"
"180","1","0","0","1","10303","4"
"210","1","0","0","2","10303","4"
"240","1","0","0","3","10303","4"
"270","1","0","0","4","10303","4"
"300","1","0","0","5","10303","4"
"450","2","0","0","0","10303","4"
"480","2","0","0","1","10303","4"
"510","2","0","0","2","10303","4"
"540","2","0","0","3","10303","4"
"570","2","0","0","4","10303","4"
"600","2","0","0","5","10303","4"
"750","3","0","0","0","10303","4"
"780","3","0","0","1","10303","4"
"810","3","0","0","2","10303","4"
"840","3","0","0","3","10303","4"
"870","3","0","0","4","10303","4"
"900","3","0","0","5","10303","4"
"1050","4","0","0","0","10303","4"
"1080","4","0","0","1","10303","4"
"1110","4","0","0","2","10303","4"
"1140","4","0","0","3","10303","4"
"1170","4","0","0","4","10303","4"
"1200","4","0","0","5","10303","4"
"1350","5","0","0","0","10303","4"
"1380","5","0","0","1","10303","4"
"1410","5","0","0","2","10303","4"
"1440","5","0","0","3","10303","4"
"1470","5","0","0","4","10303","4"
"1500","5","0","0","5","10303","4"
"200","1","0","0","0","10304","11"
"240","1","0","0","1","10304","11"
"280","1","0","0","2","10304","11"
"320","1","0","0","3","10304","11"
"360","1","0","0","4","10304","11"
"400","1","0","0","5","10304","11"
"600","2","0","0","0","10304","11"
"640","2","0","0","1","10304","11"
"680","2","0","0","2","10304","11"
"720","2","0","0","3","10304","11"
"760","2","0","0","4","10304","11"
"800","2","0","0","5","10304","11"
"1000","3","0","0","0","10304","11"
"1040","3","0","0","1","10304","11"
"1080","3","0","0","2","10304","11"
"1120","3","0","0","3","10304","11"
"1160","3","0","0","4","10304","11"
"1200","3","0","0","5","10304","11"
"1400","4","0","0","0","10304","11"
"1440","4","0","0","1","10304","11"
"1480","4","0","0","2","10304","11"
"1520","4","0","0","3","10304","11"
"1560","4","0","0","4","10304","11"
"1600","4","0","0","5","10304","11"
"1800","5","0","0","0","10304","11"
"1840","5","0","0","1","10304","11"
"1880","5","0","0","2","10304","11"
"1920","5","0","0","3","10304","11"
"1960","5","0","0","4","10304","11"
"2000","5","0","0","5","10304","11"
"150","1","0","0","0","10401","1"
"180","1","0","0","1","10401","1"
"210","1","0","0","2","10401","1"
"240","1","0","0","3","10401","1"
"270","1","0","0","4","10401","1"
"300","1","0","0","5","10401","1"
"450","2","0","0","0","10401","1"
"480","2","0","0","1","10401","1"
"510","2","0","0","2","10401","1"
"540","2","0","0","3","10401","1"
"570","2","0","0","4","10401","1"
"600","2","0","0","5","10401","1"
"750","3","0","0","0","10401","1"
"780","3","0","0","1","10401","1"
"810","3","0","0","2","10401","1"
"840","3","0","0","3","10401","1"
"870","3","0","0","4","10401","1"
"900","3","0","0","5","10401","1"
"1050","4","0","0","0","10401","1"
"1080","4","0","0","1","10401","1"
"1110","4","0","0","2","10401","1"
"1140","4","0","0","3","10401","1"
"1170","4","0","0","4","10401","1"
"1200","4","0","0","5","10401","1"
"1350","5","0","0","0","10401","1"
"1380","5","0","0","1","10401","1"
"1410","5","0","0","2","10401","1"
"1440","5","0","0","3","10401","1"
"1470","5","0","0","4","10401","1"
"1500","5","0","0","5","10401","1"
"150","1","0","0","0","10402","3"
"180","1","0","0","1","10402","3"
"210","1","0","0","2","10402","3"
"240","1","0","0","3","10402","3"
"270","1","0","0","4","10402","3"
"300","1","0","0","5","10402","3"
"450","2","0","0","0","10402","3"
"480","2","0","0","1","10402","3"
"510","2","0","0","2","10402","3"
"540","2","0","0","3","10402","3"
"570","2","0","0","4","10402","3"
"600","2","0","0","5","10402","3"
"750","3","0","0","0","10402","3"
"780","3","0","0","1","10402","3"
"810","3","0","0","2","10402","3"
"840","3","0","0","3","10402","3"
"870","3","0","0","4","10402","3"
"900","3","0","0","5","10402","3"
"1050","4","0","0","0","10402","3"
"1080","4","0","0","1","10402","3"
"1110","4","0","0","2","10402","3"
"1140","4","0","0","3","10402","3"
"1170","4","0","0","4","10402","3"
"1200","4","0","0","5","10402","3"
"1350","5","0","0","0","10402","3"
"1380","5","0","0","1","10402","3"
"1410","5","0","0","2","10402","3"
"1440","5","0","0","3","10402","3"
"1470","5","0","0","4","10402","3"
"1500","5","0","0","5","10402","3"
"150","1","0","0","0","10403","4"
"180","1","0","0","1","10403","4"
"210","1","0","0","2","10403","4"
"240","1","0","0","3","10403","4"
"270","1","0","0","4","10403","4"
"300","1","0","0","5","10403","4"
"450","2","0","0","0","10403","4"
"480","2","0","0","1","10403","4"
"510","2","0","0","2","10403","4"
"540","2","0","0","3","10403","4"
"570","2","0","0","4","10403","4"
"600","2","0","0","5","10403","4"
"750","3","0","0","0","10403","4"
"780","3","0","0","1","10403","4"
"810","3","0","0","2","10403","4"
"840","3","0","0","3","10403","4"
"870","3","0","0","4","10403","4"
"900","3","0","0","5","10403","4"
"1050","4","0","0","0","10403","4"
"1080","4","0","0","1","10403","4"
"1110","4","0","0","2","10403","4"
"1140","4","0","0","3","10403","4"
"1170","4","0","0","4","10403","4"
"1200","4","0","0","5","10403","4"
"1350","5","0","0","0","10403","4"
"1380","5","0","0","1","10403","4"
"1410","5","0","0","2","10403","4"
"1440","5","0","0","3","10403","4"
"1470","5","0","0","4","10403","4"
"1500","5","0","0","5","10403","4"
"200","1","0","0","0","10404","12"
"240","1","0","0","1","10404","12"
"280","1","0","0","2","10404","12"
"320","1","0","0","3","10404","12"
"360","1","0","0","4","10404","12"
"400","1","0","0","5","10404","12"
"600","2","0","0","0","10404","12"
"640","2","0","0","1","10404","12"
"680","2","0","0","2","10404","12"
"720","2","0","0","3","10404","12"
"760","2","0","0","4","10404","12"
"800","2","0","0","5","10404","12"
"1000","3","0","0","0","10404","12"
"1040","3","0","0","1","10404","12"
"1080","3","0","0","2","10404","12"
"1120","3","0","0","3","10404","12"
"1160","3","0","0","4","10404","12"
"1200","3","0","0","5","10404","12"
"1400","4","0","0","0","10404","12"
"1440","4","0","0","1","10404","12"
"1480","4","0","0","2","10404","12"
"1520","4","0","0","3","10404","12"
"1560","4","0","0","4","10404","12"
"1600","4","0","0","5","10404","12"
"1800","5","0","0","0","10404","12"
"1840","5","0","0","1","10404","12"
"1880","5","0","0","2","10404","12"
"1920","5","0","0","3","10404","12"
"1960","5","0","0","4","10404","12"
"2000","5","0","0","5","10404","12"
"150","1","0","0","0","10501","1"
"180","1","0","0","1","10501","1"
"210","1","0","0","2","10501","1"
"240","1","0","0","3","10501","1"
"270","1","0","0","4","10501","1"
"300","1","0","0","5","10501","1"
"450","2","0","0","0","10501","1"
"480","2","0","0","1","10501","1"
"510","2","0","0","2","10501","1"
"540","2","0","0","3","10501","1"
"570","2","0","0","4","10501","1"
"600","2","0","0","5","10501","1"
"750","3","0","0","0","10501","1"
"780","3","0","0","1","10501","1"
"810","3","0","0","2","10501","1"
"840","3","0","0","3","10501","1"
"870","3","0","0","4","10501","1"
"900","3","0","0","5","10501","1"
"1050","4","0","0","0","10501","1"
"1080","4","0","0","1","10501","1"
"1110","4","0","0","2","10501","1"
"1140","4","0","0","3","10501","1"
"1170","4","0","0","4","10501","1"
"1200","4","0","0","5","10501","1"
"1350","5","0","0","0","10501","1"
"1380","5","0","0","1","10501","1"
"1410","5","0","0","2","10501","1"
"1440","5","0","0","3","10501","1"
"1470","5","0","0","4","10501","1"
"1500","5","0","0","5","10501","1"
"150","1","0","0","0","10502","3"
"180","1","0","0","1","10502","3"
"210","1","0","0","2","10502","3"
"240","1","0","0","3","10502","3"
"270","1","0","0","4","10502","3"
"300","1","0","0","5","10502","3"
"450","2","0","0","0","10502","3"
"480","2","0","0","1","10502","3"
"510","2","0","0","2","10502","3"
"540","2","0","0","3","10502","3"
"570","2","0","0","4","10502","3"
"600","2","0","0","5","10502","3"
"750","3","0","0","0","10502","3"
"780","3","0","0","1","10502","3"
"810","3","0","0","2","10502","3"
"840","3","0","0","3","10502","3"
"870","3","0","0","4","10502","3"
"900","3","0","0","5","10502","3"
"1050","4","0","0","0","10502","3"
"1080","4","0","0","1","10502","3"
"1110","4","0","0","2","10502","3"
"1140","4","0","0","3","10502","3"
"1170","4","0","0","4","10502","3"
"1200","4","0","0","5","10502","3"
"1350","5","0","0","0","10502","3"
"1380","5","0","0","1","10502","3"
"1410","5","0","0","2","10502","3"
"1440","5","0","0","3","10502","3"
"1470","5","0","0","4","10502","3"
"1500","5","0","0","5","10502","3"
"150","1","0","0","0","10503","4"
"180","1","0","0","1","10503","4"
"210","1","0","0","2","10503","4"
"240","1","0","0","3","10503","4"
"270","1","0","0","4","10503","4"
"300","1","0","0","5","10503","4"
"450","2","0","0","0","10503","4"
"480","2","0","0","1","10503","4"
"510","2","0","0","2","10503","4"
"540","2","0","0","3","10503","4"
"570","2","0","0","4","10503","4"
"600","2","0","0","5","10503","4"
"750","3","0","0","0","10503","4"
"780","3","0","0","1","10503","4"
"810","3","0","0","2","10503","4"
"840","3","0","0","3","10503","4"
"870","3","0","0","4","10503","4"
"900","3","0","0","5","10503","4"
"1050","4","0","0","0","10503","4"
"1080","4","0","0","1","10503","4"
"1110","4","0","0","2","10503","4"
"1140","4","0","0","3","10503","4"
"1170","4","0","0","4","10503","4"
"1200","4","0","0","5","10503","4"
"1350","5","0","0","0","10503","4"
"1380","5","0","0","1","10503","4"
"1410","5","0","0","2","10503","4"
"1440","5","0","0","3","10503","4"
"1470","5","0","0","4","10503","4"
"1500","5","0","0","5","10503","4"
"500","1","0","0","0","10504","14"
"600","1","0","0","1","10504","14"
"700","1","0","0","2","10504","14"
"800","1","0","0","3","10504","14"
"900","1","0","0","4","10504","14"
"1000","1","0","0","5","10504","14"
"1500","2","0","0","0","10504","14"
"1600","2","0","0","1","10504","14"
"1700","2","0","0","2","10504","14"
"1800","2","0","0","3","10504","14"
"1900","2","0","0","4","10504","14"
"2000","2","0","0","5","10504","14"
"2500","3","0","0","0","10504","14"
"2600","3","0","0","1","10504","14"
"2700","3","0","0","2","10504","14"
"2800","3","0","0","3","10504","14"
"2900","3","0","0","4","10504","14"
"3000","3","0","0","5","10504","14"
"3500","4","0","0","0","10504","14"
"3600","4","0","0","1","10504","14"
"3700","4","0","0","2","10504","14"
"3800","4","0","0","3","10504","14"
"3900","4","0","0","4","10504","14"
"4000","4","0","0","5","10504","14"
"4500","5","0","0","0","10504","14"
"4600","5","0","0","1","10504","14"
"4700","5","0","0","2","10504","14"
"4800","5","0","0","3","10504","14"
"4900","5","0","0","4","10504","14"
"5000","5","0","0","5","10504","14"
"150","1","0","0","0","10601","1"
"180","1","0","0","1","10601","1"
"210","1","0","0","2","10601","1"
"240","1","0","0","3","10601","1"
"270","1","0","0","4","10601","1"
"300","1","0","0","5","10601","1"
"450","2","0","0","0","10601","1"
"480","2","0","0","1","10601","1"
"510","2","0","0","2","10601","1"
"540","2","0","0","3","10601","1"
"570","2","0","0","4","10601","1"
"600","2","0","0","5","10601","1"
"750","3","0","0","0","10601","1"
"780","3","0","0","1","10601","1"
"810","3","0","0","2","10601","1"
"840","3","0","0","3","10601","1"
"870","3","0","0","4","10601","1"
"900","3","0","0","5","10601","1"
"1050","4","0","0","0","10601","1"
"1080","4","0","0","1","10601","1"
"1110","4","0","0","2","10601","1"
"1140","4","0","0","3","10601","1"
"1170","4","0","0","4","10601","1"
"1200","4","0","0","5","10601","1"
"1350","5","0","0","0","10601","1"
"1380","5","0","0","1","10601","1"
"1410","5","0","0","2","10601","1"
"1440","5","0","0","3","10601","1"
"1470","5","0","0","4","10601","1"
"1500","5","0","0","5","10601","1"
"150","1","0","0","0","10602","3"
"180","1","0","0","1","10602","3"
"210","1","0","0","2","10602","3"
"240","1","0","0","3","10602","3"
"270","1","0","0","4","10602","3"
"300","1","0","0","5","10602","3"
"450","2","0","0","0","10602","3"
"480","2","0","0","1","10602","3"
"510","2","0","0","2","10602","3"
"540","2","0","0","3","10602","3"
"570","2","0","0","4","10602","3"
"600","2","0","0","5","10602","3"
"750","3","0","0","0","10602","3"
"780","3","0","0","1","10602","3"
"810","3","0","0","2","10602","3"
"840","3","0","0","3","10602","3"
"870","3","0","0","4","10602","3"
"900","3","0","0","5","10602","3"
"1050","4","0","0","0","10602","3"
"1080","4","0","0","1","10602","3"
"1110","4","0","0","2","10602","3"
"1140","4","0","0","3","10602","3"
"1170","4","0","0","4","10602","3"
"1200","4","0","0","5","10602","3"
"1350","5","0","0","0","10602","3"
"1380","5","0","0","1","10602","3"
"1410","5","0","0","2","10602","3"
"1440","5","0","0","3","10602","3"
"1470","5","0","0","4","10602","3"
"1500","5","0","0","5","10602","3"
"150","1","0","0","0","10603","4"
"180","1","0","0","1","10603","4"
"210","1","0","0","2","10603","4"
"240","1","0","0","3","10603","4"
"270","1","0","0","4","10603","4"
"300","1","0","0","5","10603","4"
"450","2","0","0","0","10603","4"
"480","2","0","0","1","10603","4"
"510","2","0","0","2","10603","4"
"540","2","0","0","3","10603","4"
"570","2","0","0","4","10603","4"
"600","2","0","0","5","10603","4"
"750","3","0","0","0","10603","4"
"780","3","0","0","1","10603","4"
"810","3","0","0","2","10603","4"
"840","3","0","0","3","10603","4"
"870","3","0","0","4","10603","4"
"900","3","0","0","5","10603","4"
"1050","4","0","0","0","10603","4"
"1080","4","0","0","1","10603","4"
"1110","4","0","0","2","10603","4"
"1140","4","0","0","3","10603","4"
"1170","4","0","0","4","10603","4"
"1200","4","0","0","5","10603","4"
"1350","5","0","0","0","10603","4"
"1380","5","0","0","1","10603","4"
"1410","5","0","0","2","10603","4"
"1440","5","0","0","3","10603","4"
"1470","5","0","0","4","10603","4"
"1500","5","0","0","5","10603","4"
"200","1","0","0","0","10604","13"
"240","1","0","0","1","10604","13"
"280","1","0","0","2","10604","13"
"320","1","0","0","3","10604","13"
"360","1","0","0","4","10604","13"
"400","1","0","0","5","10604","13"
"600","2","0","0","0","10604","13"
"640","2","0","0","1","10604","13"
"680","2","0","0","2","10604","13"
"720","2","0","0","3","10604","13"
"760","2","0","0","4","10604","13"
"800","2","0","0","5","10604","13"
"1000","3","0","0","0","10604","13"
"1040","3","0","0","1","10604","13"
"1080","3","0","0","2","10604","13"
"1120","3","0","0","3","10604","13"
"1160","3","0","0","4","10604","13"
"1200","3","0","0","5","10604","13"
"1400","4","0","0","0","10604","13"
"1440","4","0","0","1","10604","13"
"1480","4","0","0","2","10604","13"
"1520","4","0","0","3","10604","13"
"1560","4","0","0","4","10604","13"
"1600","4","0","0","5","10604","13"
"1800","5","0","0","0","10604","13"
"1840","5","0","0","1","10604","13"
"1880","5","0","0","2","10604","13"
"1920","5","0","0","3","10604","13"
"1960","5","0","0","4","10604","13"
"2000","5","0","0","5","10604","13"
"150","1","0","0","0","10701","1"
"180","1","0","0","1","10701","1"
"210","1","0","0","2","10701","1"
"240","1","0","0","3","10701","1"
"270","1","0","0","4","10701","1"
"300","1","0","0","5","10701","1"
"450","2","0","0","0","10701","1"
"480","2","0","0","1","10701","1"
"510","2","0","0","2","10701","1"
"540","2","0","0","3","10701","1"
"570","2","0","0","4","10701","1"
"600","2","0","0","5","10701","1"
"750","3","0","0","0","10701","1"
"780","3","0","0","1","10701","1"
"810","3","0","0","2","10701","1"
"840","3","0","0","3","10701","1"
"870","3","0","0","4","10701","1"
"900","3","0","0","5","10701","1"
"1050","4","0","0","0","10701","1"
"1080","4","0","0","1","10701","1"
"1110","4","0","0","2","10701","1"
"1140","4","0","0","3","10701","1"
"1170","4","0","0","4","10701","1"
"1200","4","0","0","5","10701","1"
"1350","5","0","0","0","10701","1"
"1380","5","0","0","1","10701","1"
"1410","5","0","0","2","10701","1"
"1440","5","0","0","3","10701","1"
"1470","5","0","0","4","10701","1"
"1500","5","0","0","5","10701","1"
"150","1","0","0","0","10702","3"
"180","1","0","0","1","10702","3"
"210","1","0","0","2","10702","3"
"240","1","0","0","3","10702","3"
"270","1","0","0","4","10702","3"
"300","1","0","0","5","10702","3"
"450","2","0","0","0","10702","3"
"480","2","0","0","1","10702","3"
"510","2","0","0","2","10702","3"
"540","2","0","0","3","10702","3"
"570","2","0","0","4","10702","3"
"600","2","0","0","5","10702","3"
"750","3","0","0","0","10702","3"
"780","3","0","0","1","10702","3"
"810","3","0","0","2","10702","3"
"840","3","0","0","3","10702","3"
"870","3","0","0","4","10702","3"
