11cd63179a49520273fa92284bc3990a953963c64e7191a4fec93c99034888a9,2914f6a7b89ba0f9ba39f7321c859f26939f4769581a14e626ce501fc55ba020,302648be5e8b2bfc48080444a7f73bee8da31b778d811a2d08aae4a2b8e86e6f,3920b188a3836013be266c079045b1a9af832eedc13cb122a01f5be0e1afead0,faf7dd24b6c0436fceec8438ceeabb1fbbf0699bac5ea674b6e6868ea673be14,aea0f923f0d570e3f4432d4654080c58a913e44ab51b76760c111f1afb47ad8e,10d47f3c646c3877170da270a56b9fc477d15fa6b15b0f1b8c1536a95e3b1c67,375afff618574fc3993735733cc61d919cc30b239eff86512f3dfac97fa86008,20ec0905fc8f289e993d69d227bea37ca27fc4f145025059a128fdc9e292abb6,1829a9d12e615366b53a42f49215905c59f32866b5bbc5de2f96e30287e802cb,129ac0b266e1de40d35d8f6bcaf34b58c34b17a3daa2238459b3b46c789c401e,29ce7d74c49008e8347b9873605b7d0a649f38adc21ce3b2dfb35e0cb6f30494,edfcefa27c310648d849e6ef9862055e21502992e3f9950d4609b4590a3d9193,ce2db825027be7d228a92d8b899ded28b7804522b181e109077de38c8cc1b35e,be4e678d1ae68470772950ebe962498063f4e0cb0d0a0434184353880837aba6,9f932bcdd9382c931051831aab01af8ef3e7bc1e3d3b69a824122d42636dd158,257e38831d1a047753f0880d4b3b44e32dca95aeb0e6d1cc838aa47c2e478158,60c7054de819385d78c40323c71492248429b097387413fe12f59e686c2b38f5,a6a8bd47e257ba7fbb47974a769d7a0bb1998811ebf5574a634e6ee2e19a646b,897e7f3ce48cfe5d6a8f03b8ab53c0452c9f96969b92b5eb01d34759d9751c6d,545d1388568754a73a8dcf29ade533dec1b7f19121b92bca69ba9a4ef7001ddc,32f3b2fd499a20c473838e796bd6a34831fac97b7d5679eb785fcc9b82cf51f3,0063e7324f256685fbe4158a39fc73a3b008fb5a44ef181dc4b97f7300846cc3,ceb8bb5e8f28e48c5a14c6c7898ba8276e44758d1fd142de393015d50333c10d,80abf6315653a63933f64fc88bb6c06e7089931df3eb983b946214eb00c431bd,10cd4573fd08bf3c3544c0c0c1f78fc8327869a3b6f69848b1503a6f4b393d01,37f9ca568923e0f1cb9a6ffc4466bd81778688a43f93e541dedf9e47738f80db,660065e23c733cacc4433c83ff684e3b4e2626db811dcf24402b3536c2e9bebc,6bfed4b5158ac1ec73dee32fead36d88d59d7ab1558a1d8945d79df9384f8bd8,c5aa5099990c3a1222c6766f61a1162860afe8fe18a5e2975b1579f78a052d95,5876c7410ab176f774f63804f37f87f2a0da804c34ceb1925f57444303d14d34,81e656256f39e47018accc144b1464790c6d6686eb838c36fb9ff2b7908f375c,b8bb265875041c2805da78942a7008e50ef7d38a47e61f5923f0d05d63f990c9,722a4e6201dbae90fe39ebe2a4de9d94052bb59438346064e2bb85946a85ddaf,b3793f28ed9e7467488b103d6387a04844264b7ea116b50910fbaadd2b9bbeb8,0bea78a277b7080b0624c2808d689634aa600d4c01e51ab44004c4d13c9144c3,f383fedbcd07590771fa99b3ebcf9b8bc74a2a624335b870dcacfbb83b0d5b0b,8414444b15484dd11c0d7df16283b3a5bdbbe5f46d8a7a3913c9ccddc199a2dd,415dbcad0e2379132063eb44c1d20ff7fd2c4d61c99fffa65760931ef3e3f52e,f4b6463d81eabcb6f654bb26dff998d906efbda9f773781580a8e7979f77f85d,dec337f13e925cb18a6d3be1a813431b38771332702ca6b70b7ad55828c7b48d
"17001","1","0","36","0","1","0","0","0","17001","61001007","1","0","1","600110171","620090014","0","0","620130014","600000017","1","0","0","0","0","0","0","30","0","356","0","18","620060014","0","0","61001004","0","0","61001005","0","0"
"18001","1","0","36","0","1","0","0","0","18001","61001007","1","0","1","600110181","620090015","0","0","620130015","600000018","1","0","0","0","0","0","0","30","0","366","0","18","620060015","0","0","61001004","0","0","61001005","0","0"
"19001","1","0","36","0","1","0","0","0","19001","61001007","1","0","1","600110191","620090016","0","0","620130016","600000019","1","0","0","0","0","0","0","30","0","371","0","18","620060016","0","0","61001004","0","0","61001005","0","0"
"20001","1","0","36","0","1","0","0","0","20001","61001007","1","0","1","600110201","620090017","0","0","620130017","600000020","1","0","0","0","0","0","0","30","0","375","0","18","620060017","0","0","61001004","0","0","61001005","0","0"
"21001","1","0","36","0","1","0","0","0","21001","61001007","1","0","1","600110211","620090018","0","0","620130018","600000021","1","0","0","0","0","0","0","30","0","381","0","18","620060018","0","0","61001004","0","0","61001005","0","0"
"22001","1","0","36","0","1","0","0","0","22001","61001007","1","0","1","600110221","620090019","0","0","620130019","600000022","1","0","0","0","0","0","0","30","0","386","0","18","620060019","0","0","61001004","0","0","61001005","0","0"
"23001","1","0","36","0","1","0","0","0","23001","61001007","1","0","1","600110231","620090020","0","0","620130020","600000023","1","0","0","0","0","0","0","30","0","390","0","18","620060020","0","0","61001004","0","0","61001005","0","0"
"24001","1","0","36","0","1","0","0","0","24001","61001007","1","0","1","600110241","620090021","0","0","620130021","600000024","1","0","0","0","0","0","0","30","0","396","0","18","620060021","0","0","61001004","0","0","61001005","0","0"
"25001","1","0","36","0","1","0","0","0","25001","61001007","1","0","1","600110251","620090022","0","0","620130022","600000025","1","0","0","0","0","0","0","30","0","401","0","18","620060022","0","0","61001004","0","0","61001005","0","0"
"26001","1","0","36","0","1","0","0","0","26001","61001007","1","0","1","600110261","620090023","0","0","620130023","600000026","1","0","0","0","0","0","0","30","0","405","0","18","620060023","0","0","61001004","0","0","61001005","0","0"
"27001","1","0","36","0","1","0","0","0","27001","61001007","1","0","1","600110271","620090024","0","0","620130024","600000027","1","0","0","0","0","0","0","30","0","411","0","18","620060024","0","0","61001004","0","0","61001005","0","0"
"28001","1","0","36","0","1","0","0","0","28001","61001007","1","0","1","600110281","620090025","0","0","620130025","600000028","1","0","0","0","0","0","0","30","0","417","0","18","620060025","0","0","61001004","0","0","61001005","0","0"
"29001","1","0","36","0","1","0","0","0","29001","61001007","1","0","1","600110291","620090026","0","0","620130026","600000029","1","0","0","0","0","0","0","30","0","422","0","18","620060026","0","0","61001004","0","0","61001005","0","0"
"30001","1","0","36","0","1","0","0","0","30001","61001007","1","0","1","600110301","620090027","0","0","620130027","600000030","1","0","0","0","0","0","0","30","0","427","0","18","620060027","0","0","61001004","0","0","61001005","0","0"
"31001","1","0","36","0","1","0","0","0","31001","61001007","1","0","1","600110311","620090028","0","0","620130028","600000031","1","0","0","0","0","0","0","30","0","433","0","18","620060028","0","0","61001004","0","0","61001005","0","0"
"32001","1","0","36","0","1","0","0","0","32001","61001007","1","0","1","600110321","620090029","0","0","620130029","600000032","1","0","0","0","0","0","0","30","0","442","0","18","620060029","0","0","61001004","0","0","61001005","0","0"
"33001","1","0","36","0","1","0","0","0","33001","61001007","1","0","1","600110331","620090030","0","0","620130030","600000033","1","0","0","0","0","0","0","30","0","455","0","18","620060030","0","0","61001004","0","0","61001005","0","0"
"34001","1","0","36","0","1","0","0","0","34001","61001007","1","0","1","600110341","620090031","0","0","620130031","600000034","1","0","0","0","0","0","0","30","0","460","0","18","620060031","0","0","61001004","0","0","61001005","0","0"
"35001","1","0","36","0","1","0","0","0","35001","61001007","1","0","1","600110351","620090032","0","0","620130032","600000035","1","0","0","0","0","0","0","30","0","464","0","18","620060032","0","0","61001004","0","0","61001005","0","0"
"36001","1","0","36","0","1","0","0","0","36001","61001007","1","0","1","600110361","620090033","0","0","620130033","600000036","1","0","0","0","0","0","0","30","0","476","0","18","620060033","0","0","61001004","0","0","61001005","0","0"
"37001","1","0","36","0","1","0","0","0","37001","61001007","1","0","1","600110371","620090034","0","0","620130034","600000037","1","0","0","0","0","0","0","30","0","482","0","18","620060034","0","0","61001004","0","0","61001005","0","0"
"38001","1","0","36","0","1","0","0","0","38001","61001007","1","0","1","600110381","620090035","0","0","620130035","600000038","1","0","0","0","0","0","0","30","0","492","0","18","620060035","0","0","61001004","0","0","61001005","0","0"
"39001","1","0","36","0","1","0","0","0","39001","61001007","1","0","1","600110391","620090036","0","0","620130036","600000039","1","0","0","0","0","0","0","30","0","500","0","18","620060036","0","0","61001004","0","0","61001005","0","0"
"40001","1","0","36","0","1","0","0","0","40001","61001007","1","0","1","600110401","620090037","0","0","620130037","600000040","1","0","0","0","0","0","0","30","0","514","0","18","620060037","0","0","61001004","0","0","61001005","0","0"
"41001","1","0","36","0","1","0","0","0","41001","61001007","1","0","1","600110411","620090038","0","0","620130038","600000041","1","0","0","0","0","0","0","30","0","518","0","18","620060038","0","0","61001004","0","0","61001005","0","0"
"42001","1","0","36","0","1","0","0","0","42001","61001007","1","0","1","600110421","620090039","0","0","620130039","600000042","1","0","0","0","0","0","0","30","0","523","0","18","620060039","0","0","61001004","0","0","61001005","0","0"
"43001","1","0","36","0","1","0","0","0","43001","61001007","1","0","1","600110431","620090040","0","0","620130040","600000043","1","0","0","0","0","0","0","30","0","538","0","18","620060040","0","0","61001004","0","0","61001005","0","0"
"44001","1","0","36","0","1","0","0","0","44001","61001007","1","0","1","600110441","620090041","0","0","620130041","600000044","1","0","0","0","0","0","0","30","0","551","0","18","620060041","0","0","61001004","0","0","61001005","0","0"
"45001","1","0","36","0","1","0","0","0","45001","61001007","1","0","1","600110451","620090042","0","0","620130042","600000045","1","0","0","0","0","0","0","30","0","565","0","18","620060042","0","0","61001004","0","0","61001005","0","0"
"46001","1","0","36","0","1","0","0","0","46001","61001007","1","0","1","600110461","620090043","0","0","620130043","600000046","1","0","0","0","0","0","0","30","0","574","0","18","620060043","0","0","61001004","0","0","61001005","0","0"
"47001","1","0","36","0","1","0","0","0","47001","61001007","1","0","1","600110471","620090044","0","0","620130044","600000047","1","0","0","0","0","0","0","30","0","577","0","18","620060044","0","0","61001004","0","0","61001005","0","0"
"48001","1","0","36","0","1","0","0","0","48001","61001007","1","0","1","600110481","620090045","0","0","620130045","600000048","1","0","0","0","0","0","0","30","0","587","0","18","620060045","0","0","61001004","0","0","61001005","0","0"
"49001","1","0","36","0","1","0","0","0","49001","61001007","1","0","1","600110491","620090046","0","0","620130046","600000049","1","0","0","0","0","0","0","30","0","598","0","18","620060046","0","0","61001004","0","0","61001005","0","0"
"50001","1","0","36","0","1","0","0","0","50001","61001007","1","0","1","600110501","620090047","0","0","620130047","600000050","1","0","0","0","0","0","0","30","0","614","0","18","620060047","0","0","61001004","0","0","61001005","0","0"
"51001","1","0","36","0","1","0","0","0","51001","61001007","1","0","1","600110511","620090048","0","0","620130048","600000051","1","0","0","0","0","0","0","30","0","621","0","18","620060048","0","0","61001004","0","0","61001005","0","0"
"52001","1","0","36","0","1","0","0","0","52001","61001007","1","0","1","600110521","620090049","0","0","620130049","600000052","1","0","0","0","0","0","0","30","0","629","0","18","620060049","0","0","61001004","0","0","61001005","0","0"
"53001","1","0","36","0","1","0","0","0","53001","61001007","1","0","1","600110531","620090050","0","0","620130050","600000053","1","0","0","0","0","0","0","30","0","640","0","18","620060050","0","0","61001004","0","0","61001005","0","0"
"54001","1","0","36","0","1","0","0","0","54001","61001007","1","0","1","600110541","620090051","0","0","620130051","600000054","1","0","0","0","0","0","0","30","0","647","0","18","620060051","0","0","61001004","0","0","61001005","0","0"
"55001","1","0","36","0","1","0","0","0","55001","61001007","1","0","1","600110551","620090052","0","0","620130052","600000055","1","0","0","0","0","0","0","30","0","652","0","18","620060052","0","0","61001004","0","0","61001005","0","0"
"56001","1","0","36","0","1","0","0","0","56001","61001007","1","0","1","600110561","620090053","0","0","620130053","600000056","1","0","0","0","0","0","0","30","0","659","0","18","620060053","0","0","61001004","0","0","61001005","0","0"
"57001","1","0","36","0","1","0","0","0","57001","61001007","1","0","1","600110571","620090054","0","0","620130054","600000057","1","0","0","0","0","0","0","30","0","662","0","18","620060054","0","0","61001004","0","0","61001005","0","0"
"58001","1","0","36","0","1","0","0","0","58001","61001007","1","0","1","600110581","620090055","0","0","620130055","600000058","1","0","0","0","0","0","0","30","0","667","0","18","620060055","0","0","61001004","0","0","61001005","0","0"
"59001","1","0","36","0","1","0","0","0","59001","61001007","1","0","1","600110591","620090056","0","0","620130056","600000059","1","0","0","0","0","0","0","30","0","679","0","18","620060056","0","0","61001004","0","0","61001005","0","0"
"60001","1","0","36","0","1","0","0","0","60001","61001007","1","0","1","600110601","620090057","0","0","620130057","600000060","1","0","0","0","0","0","0","30","0","683","0","18","620060057","0","0","61001004","0","0","61001005","0","0"
"61001","1","0","36","0","1","0","0","0","61001","61001007","1","0","1","600110611","620090058","0","0","620130058","600000061","1","0","0","0","0","0","0","30","0","692","0","18","620060058","0","0","61001004","0","0","61001005","0","0"
"62001","1","0","36","0","1","0","0","0","62001","61001007","1","0","1","600110621","620090059","0","0","620130059","600000062","1","0","0","0","0","0","0","30","0","698","0","18","620060059","0","0","61001004","0","0","61001005","0","0"
"63001","1","0","36","0","1","0","0","0","63001","61001007","1","0","1","600110631","620090060","0","0","620130060","600000063","1","0","0","0","0","0","0","30","0","703","0","18","620060060","0","0","61001004","0","0","61001005","0","0"
"64001","1","0","36","0","1","0","0","0","64001","61001007","1","0","1","600110641","620090061","0","0","620130061","600000064","1","0","0","0","0","0","0","30","0","713","0","18","620060061","0","0","61001004","0","0","61001005","0","0"
"65001","1","0","36","0","1","0","0","0","65001","61001007","1","0","1","600110651","620090062","0","0","620130062","600000065","1","0","0","0","0","0","0","30","0","722","0","18","620060062","0","0","61001004","0","0","61001005","0","0"
"66001","1","0","36","0","1","0","0","0","66001","61001007","1","0","1","600110661","620090063","0","0","620130063","600000066","1","0","0","0","0","0","0","30","0","733","0","18","620060063","0","0","61001004","0","0","61001005","0","0"
"67001","1","0","36","0","1","0","0","0","67001","61001007","1","0","1","600110671","620090064","0","0","620130064","600000067","1","0","0","0","0","0","0","30","0","741","0","18","620060064","0","0","61001004","0","0","61001005","0","0"
"68001","1","0","36","0","1","0","0","0","68001","61001007","1","0","1","600110681","620090065","0","0","620130065","600000068","1","0","0","0","0","0","0","30","0","750","0","18","620060065","0","0","61001004","0","0","61001005","0","0"
"69001","1","0","36","0","1","0","0","0","69001","61001007","1","0","1","600110691","620090066","0","0","620130066","600000069","1","0","0","0","0","0","0","30","0","762","0","18","620060066","0","0","61001004","0","0","61001005","0","0"
"70001","1","0","36","0","1","0","0","0","70001","61001007","1","0","1","600110701","620090067","0","0","620130067","600000070","1","0","0","0","0","0","0","30","0","774","0","18","620060067","0","0","61001004","0","0","61001005","0","0"
"71001","1","0","36","0","1","0","0","0","71001","61001007","1","0","1","600110711","620090068","0","0","620130068","600000071","1","0","0","0","0","0","0","30","0","783","0","18","620060068","0","0","61001004","0","0","61001005","0","0"
"1001","1","0","36","0","1","0","0","0","1001","61001007","1","0","1","600110011","620300001","0","0","620110001","600000072","1","0","0","0","0","0","0","30","0","258","0","18","620090101","0","0","61001004","0","0","61001005","0","0"
"2001","1","0","36","0","1","0","0","0","2001","61001007","1","0","1","600110021","620300001","0","0","620110001","600000073","1","0","0","0","0","0","0","30","0","258","0","18","620090101","0","0","61001004","0","0","61001005","0","0"
"3001","1","0","36","0","1","0","0","0","3001","61001007","1","0","1","600110031","620300001","0","0","620110001","600000074","1","0","0","0","0","0","0","30","0","258","0","18","620090101","0","0","61001004","0","0","61001005","0","0"
"4001","1","0","36","0","1","0","0","0","4001","61001007","1","0","1","600110041","620300001","0","0","620110001","600000075","1","0","0","0","0","0","0","30","0","258","0","18","620090101","0","0","61001004","0","0","61001005","0","0"
"5001","1","0","36","0","1","0","0","0","5001","61001007","1","0","1","600110051","620300002","0","0","620110002","600000076","1","0","0","0","0","0","0","30","0","268","0","18","620090102","0","0","61001004","0","0","61001005","0","0"
"6001","1","0","36","0","1","0","0","0","6001","61001007","1","0","1","600110061","620300003","0","0","620110003","600000077","1","0","0","0","0","0","0","30","0","273","0","18","620090103","0","0","61001004","0","0","61001005","0","0"
"7001","1","0","36","0","1","0","0","0","7001","61001007","1","0","1","600110071","620300004","0","0","620110004","600000078","1","0","0","0","0","0","0","30","0","281","0","18","620090104","0","0","61001004","0","0","61001005","0","0"
"8001","1","0","36","0","1","0","0","0","8001","61001007","1","0","1","600110081","620300005","0","0","620110005","600000079","1","0","0","0","0","0","0","30","0","288","0","18","620090105","0","0","61001004","0","0","61001005","0","0"
"9001","1","0","36","0","1","0","0","0","9001","61001007","1","0","1","600110091","620300006","0","0","620110006","600000080","1","0","0","0","0","0","0","30","0","298","0","18","620090106","0","0","61001004","0","0","61001005","0","0"
"10001","1","0","36","0","1","0","0","0","10001","61001007","1","0","1","600110101","620300007","0","0","620110007","600000081","1","0","0","0","0","0","0","30","0","309","0","18","620090107","0","0","61001004","0","0","61001005","0","0"
"11001","1","0","36","0","1","0","0","0","11001","61001007","1","0","1","600110111","620300008","0","0","620110008","600000082","1","0","0","0","0","0","0","30","0","313","0","18","620090108","0","0","61001004","0","0","61001005","0","0"
"12001","1","0","36","0","1","0","0","0","12001","61001007","1","0","1","600110121","620300009","0","0","620110009","600000083","1","0","0","0","0","0","0","30","0","321","0","18","620090109","0","0","61001004","0","0","61001005","0","0"
"13001","1","0","36","0","1","0","0","0","13001","61001007","1","0","1","600110131","620300010","0","0","620110010","600000084","1","0","0","0","0","0","0","30","0","326","0","18","620090110","0","0","61001004","0","0","61001005","0","0"
"14001","1","0","36","0","1","0","0","0","14001","61001007","1","0","1","600110141","620300011","0","0","620110011","600000085","1","0","0","0","0","0","0","30","0","336","0","18","620090111","0","0","61001004","0","0","61001005","0","0"
"15001","1","0","36","0","1","0","0","0","15001","61001007","1","0","1","600110151","620300012","0","0","620110012","600000086","1","0","0","0","0","0","0","30","0","341","0","18","620090112","0","0","61001004","0","0","61001005","0","0"
"16001","1","0","36","0","1","0","0","0","16001","61001007","1","0","1","600110161","620300013","0","0","620110013","600000087","1","0","0","0","0","0","0","30","0","351","0","18","620090113","0","0","61001004","0","0","61001005","0","0"
"17001","1","0","36","0","1","0","0","0","17001","61001007","1","0","1","600110171","620300014","0","0","620110014","600000088","1","0","0","0","0","0","0","30","0","356","0","18","620090114","0","0","61001004","0","0","61001005","0","0"
"18001","1","0","36","0","1","0","0","0","18001","61001007","1","0","1","600110181","620300015","0","0","620110015","600000089","1","0","0","0","0","0","0","30","0","366","0","18","620090115","0","0","61001004","0","0","61001005","0","0"
"19001","1","0","36","0","1","0","0","0","19001","61001007","1","0","1","600110191","620300016","0","0","620110016","600000090","1","0","0","0","0","0","0","30","0","371","0","18","620090116","0","0","61001004","0","0","61001005","0","0"
"20001","1","0","36","0","1","0","0","0","20001","61001007","1","0","1","600110201","620300017","0","0","620110017","600000091","1","0","0","0","0","0","0","30","0","375","0","18","620090117","0","0","61001004","0","0","61001005","0","0"
"21001","1","0","36","0","1","0","0","0","21001","61001007","1","0","1","600110211","620300018","0","0","620110018","600000092","1","0","0","0","0","0","0","30","0","381","0","18","620090118","0","0","61001004","0","0","61001005","0","0"
"22001","1","0","36","0","1","0","0","0","22001","61001007","1","0","1","600110221","620300019","0","0","620110019","600000093","1","0","0","0","0","0","0","30","0","386","0","18","620090119","0","0","61001004","0","0","61001005","0","0"
"23001","1","0","36","0","1","0","0","0","23001","61001007","1","0","1","600110231","620300020","0","0","620110020","600000094","1","0","0","0","0","0","0","30","0","390","0","18","620090120","0","0","61001004","0","0","61001005","0","0"
"24001","1","0","36","0","1","0","0","0","24001","61001007","1","0","1","600110241","620300021","0","0","620110021","600000095","1","0","0","0","0","0","0","30","0","396","0","18","620090121","0","0","61001004","0","0","61001005","0","0"
"25001","1","0","36","0","1","0","0","0","25001","61001007","1","0","1","600110251","620300022","0","0","620110022","600000096","1","0","0","0","0","0","0","30","0","401","0","18","620090122","0","0","61001004","0","0","61001005","0","0"
"26001","1","0","36","0","1","0","0","0","26001","61001007","1","0","1","600110261","620300023","0","0","620110023","600000097","1","0","0","0","0","0","0","30","0","405","0","18","620090123","0","0","61001004","0","0","61001005","0","0"
"27001","1","0","36","0","1","0","0","0","27001","61001007","1","0","1","600110271","620300024","0","0","620110024","600000098","1","0","0","0","0","0","0","30","0","411","0","18","620090124","0","0","61001004","0","0","61001005","0","0"
"28001","1","0","36","0","1","0","0","0","28001","61001007","1","0","1","600110281","620300025","0","0","620110025","600000099","1","0","0","0","0","0","0","30","0","417","0","18","620090125","0","0","61001004","0","0","61001005","0","0"
"29001","1","0","36","0","1","0","0","0","29001","61001007","1","0","1","600110291","620300026","0","0","620110026","600000100","1","0","0","0","0","0","0","30","0","422","0","18","620090126","0","0","61001004","0","0","61001005","0","0"
"30001","1","0","36","0","1","0","0","0","30001","61001007","1","0","1","600110301","620300027","0","0","620110027","600000101","1","0","0","0","0","0","0","30","0","427","0","18","620090127","0","0","61001004","0","0","61001005","0","0"
"31001","1","0","36","0","1","0","0","0","31001","61001007","1","0","1","600110311","620300028","0","0","620110028","600000102","1","0","0","0","0","0","0","30","0","433","0","18","620090128","0","0","61001004","0","0","61001005","0","0"
"32001","1","0","36","0","1","0","0","0","32001","61001007","1","0","1","600110321","620300029","0","0","620110029","600000103","1","0","0","0","0","0","0","30","0","442","0","18","620090129","0","0","61001004","0","0","61001005","0","0"
