9101367c02853e323c4ede8f60cdcbd9924dcdf654bf721ac1598cbcd6973d12,59d4f9cfa79ebdafae536618f358aea78bed1e959b533d9dbf5b032299ede324,d59352539e37cd76f855529f7f62d8b0678468663c4fd37c3cac179a1a2cdcf5,d48640bb1385b39bcf3b5a0bfc1e9a878ca21265623a6cf0031a6f19465d8dfa,11b22235a5ff0fc09d73ee80c479671189a9255e1338e7a7dd9a8e288e5ac860
"1","-7.5","991001","11.8","30010254"
"1","-13.2","991001","11.4","30010255"
"1","-13.7","991003","12.7","30010256"
"1","-21.5","991001","6.5","30010257"
"1","-12.6","991002","6.8","30010259"
"1","-12.6","991001","5.2","30010260"
"1","-11.5","991002","-1.5","30010261"
"1","-11.5","991001","-2.5","30010262"
"1","-20.2","991004","6.4","30010263"
"1","-16.6","991002","-1.8","30010264"
"1","-16.6","991001","-2.2","30010265"
"1","8.5","2","-9.3","30010267"
"1","-18.6","1","-12","30010268"
"1","-17.6","991002","-10.1","30010269"
"1","-17.7","991001","-11.7","30010270"
"1","-12.6","991003","-14.3","30010271"
"1","-11.2","991004","-14.3","30010272"
"1","-15.4","3","-13.9","30010274"
"1","-14.1","3","-13.8","30010275"
"1","-8.1","991003","-12.2","30010276"
"1","-7.7","991004","-12.2","30010277"
"1","-8.6","1","-15.3","30010278"
"1","-11.9","1","-19.9","30010279"
"1","-10.7","3","-19.9","30010280"
"1","-9.2","1","-19.9","30010281"
"1","-8","3","-19.9","30010282"
"1","-13.4","1","-18.6","30010283"
"1","-13.6","1","-16.2","30010284"
"1","-13.7","3","-14.9","30010285"
"1","-9.6","3","-12.9","30010286"
"1","-9.6","2","-11.7","30010287"
"1","-9.6","2","-10.4","30010288"
"1","-8.8","1","-7","30010289"
"1","-3.6","2","-1","30010290"
"1","-5","2","-1","30010291"
"1","2.5","991002","1.8","30010292"
"1","2.5","991003","0.5","30010293"
"2","-22.7","2","10.5","30020001"
"2","-23","2","9","30020004"
"2","-23","2","6","30020005"
"2","-22.7","2","7.5","30020006"
"2","-19.1","991001","6.3","30020008"
"2","-19.1","991002","7.8","30020009"
"2","-21.5","2","5.5","30020010"
"2","-22.7","1","13.5","30020011"
"2","-23.5","3","15","30020012"
"2","-22.5","990001","17.1","30020013"
"2","-22.7","1","16.3","30020014"
"2","-22.7","3","18.4","30020015"
"2","-23.5","1","19.7","30020016"
"2","-22.7","3","21.3","30020017"
"2","-20","2","10.5","30020018"
"2","-19.8","1","12.5","30020019"
"2","-19.8","1","15","30020020"
"2","-15","1","15","30020024"
"2","-17.8","1","18.6","30020027"
"2","-19.8","1","17.5","30020029"
"2","-17","1","15","30020030"
"2","-16.4","3","16","30020031"
"2","-20.3","2","4","30020032"
"2","-18.9","2","3.5","30020033"
"2","-17.5","2","4","30020034"
"2","-15.7","2","9","30020035"
"2","-23.8","2","-2","30020043"
"2","-23.8","2","-4","30020044"
"2","-23","1","-5","30020045"
"2","-19","2","-4","30020047"
"2","-17","2","-4","30020048"
"2","-15.7","1","-1.3","30020050"
"2","-13.4","2","-1.7","30020051"
"2","-13.5","2","-3.5","30020052"
"2","-13.1","2","-7","30020053"
"2","-13.6","2","-9.2","30020054"
"2","-14.9","2","-9","30020055"
"2","-21.1","1","-7","30020056"
"2","-22.7","1","-8.8","30020062"
"2","-22.7","1","-12","30020063"
"2","-21.1","3","-5","30020065"
"2","-23","3","-7","30020066"
"2","-23.2","3","-10.5","30020067"
"2","-16","2","-10","30020068"
"2","-15.3","2","-12","30020069"
"2","-18.1","2","-13.5","30020070"
"2","-16.4","2","-13.5","30020071"
"2","-22.7","3","-14.5","30020072"
"2","-22.7","3","-17.1","30020073"
"2","-19","991004","-8.2","30020074"
"2","-22.5","990001","-16","30020076"
"2","-22.7","1","-19.5","30020077"
"2","-22.7","1","-21.5","30020078"
"2","-22","3","-23.5","30020079"
"2","-20.2","3","-23.5","30020080"
"2","-18.8","1","-25","30020083"
"2","-17.6","3","-25","30020084"
"2","-16","3","-25","30020085"
"2","-14","1","-25","30020086"
"2","-16.1","2","-19.7","30020087"
"2","-14.8","2","-19.3","30020088"
"2","-12.7","3","-24.5","30020089"
"2","-11.5","1","-23.5","30020090"
"2","-13.1","3","-19.4","30020091"
"2","-11.5","1","-20","30020092"
"2","-9.6","3","-25","30020093"
"2","-8","1","-25","30020094"
"2","-6.2","3","-25","30020095"
"2","-9.4","2","-18.5","30020096"
"2","-8.5","2","-17","30020097"
"2","-7.4","2","-18.5","30020098"
"2","-6.8","2","-17","30020099"
"2","-4","1","-23.7","30020100"
"2","-2","1","-21.6","30020101"
"2","-2","1","-19.5","30020102"
"2","-2","1","-17.7","30020103"
"2","-3.4","3","-16.1","30020104"
"2","-4","3","-15","30020105"
"2","-10.8","3","-16.2","30020106"
"2","-11.3","3","-15","30020107"
"2","-10.8","3","-13.7","30020108"
"2","-6","1","-10.5","30020109"
"2","-5","1","-9.3","30020110"
"2","-5.1","3","-11.9","30020111"
"2","-6","3","-8.3","30020112"
"2","-10.4","3","-12","30020113"
"2","-11.8","1","-10.8","30020114"
"2","-11.8","1","-9","30020115"
"2","-10","3","-7","30020116"
"2","-8","2","3.9","30020119"
"2","-8.8","2","-4.9","30020121"
"2","-7.7","2","-4","30020122"
"2","-8.9","2","-3","30020123"
"2","-2.6","3","-14.2","30020125"
"2","-1","1","-14.2","30020126"
"2","0.2","3","-13.1","30020127"
"2","1.1","1","-11.8","30020128"
"2","1.2","1","-7.4","30020131"
"2","2.2","3","-10.5","30020132"
"2","2.2","3","-8.5","30020133"
"2","1.1","1","-9.5","30020134"
"2","0","3","-6","30020135"
"2","1.3","1","-4.5","30020136"
"2","-1","1","2.8","30020141"
"2","-10.2","2","0.4","30020142"
"2","-2.8","1","6.2","30020143"
"2","-2.7","1","8","30020145"
"2","-4.3","1","6.9","30020146"
"2","0.9","3","3.8","30020147"
"2","0.9","3","6.2","30020148"
"2","0.5","3","8","30020149"
"2","0.5","3","10.4","30020150"
"2","-9.5","3","8","30020151"
"2","-8","3","8.7","30020152"
"2","-4.1","1","3","30020153"
"2","-12","2","2.3","30020154"
"2","-12.5","2","3.8","30020155"
"2","-12","2","5.5","30020156"
"2","-1.1","1","11.9","30020157"
"2","-2.5","1","13","30020158"
"2","-3.7","1","13","30020159"
"2","-3.5","3","15","30020160"
"2","-1.9","3","15","30020161"
"2","-9","2","15","30020162"
"2","-7.6","2","16","30020163"
"2","-9.1","2","17","30020164"
"2","-7.6","2","18.1","30020165"
"2","-9.1","2","18.7","30020166"
"2","-1.1","1","16.5","30020167"
"2","0","1","18.2","30020168"
"2","-0.8","1","19.5","30020169"
"2","1","3","21","30020170"
"2","1","3","23","30020171"
"2","-10","3","10","30020172"
"2","-10.8","3","11.5","30020173"
"2","-10","3","13","30020174"
"2","-11.3","1","17.4","30020176"
"2","-12","3","16","30020177"
"2","-11.3","1","14.4","30020178"
"2","-13.9","2","10.1","30020179"
"2","-13.2","2","8.5","30020180"
"2","-9.2","991003","-10.2","30020189"
"2","-8.7","991004","-10.2","30020190"
"2","-9.4","991003","2.8","30020193"
"2","-8.3","991004","2.8","30020194"
"2","-5.7","991001","9.9","30020197"
"2","-5.7","991002","10.3","30020198"
"2","-6.5","990001","16","30020199"
"2","-16.6","991001","11.8","30020204"
"2","-16.6","991002","12.2","30020205"
"2","-20.6","991003","-8.2","30020209"
"2","-4.5","990001","-11","30020213"
"2","-2.11","991003","-3.2","30020214"
"2","-1.7","991004","-3.2","30020215"
"2","1.9","3","-3","30020216"
"2","1.2","1","-1.2","30020217"
"2","0.9","3","1.3","30020218"
"2","-6.1","2","-4.5","30020219"
"2","-4.7","2","-3.7","30020220"
"2","-15.2","991001","-22.2","30020221"
"2","-15.2","991002","-21.8","30020222"
"2","-18.6","991001","-0.2","30020223"
"2","-18.6","991002","0.2","30020224"
"2","-8.6","991001","21.5","30020225"
"2","-8.6","991002","22.5","30020226"
"2","-16.6","991003","21.4","30020227"
"2","-15.3","991002","22.6","30020228"
"2","-4.1","991003","20.7","30020229"
"2","-3.6","991002","21","30020230"
"2","-8","991003","-15.7","30020231"
"2","-7.3","991002","-14.3","30020232"
"2","-10.6","991001","-22.7","30020233"
"2","-10.6","991002","-21.3","30020234"
"3","-23.6","11","7","30030001"
"3","-20.7","12","16","30030003"
"3","-21.8","13","6.4","30030005"
"3","-21.8","13","8.4","30030006"
"3","-21","11","4","30030007"
"3","-15.7","11","1.6","30030008"
"3","-16.7","11","3.5","30030009"
"3","-21.9","13","1.5","30030010"
"3","-23.7","13","2.7","30030011"
"3","-23.7","13","-3","30030012"
"3","-22.8","12","-5.9","30030018"
"3","-21.6","11","-10.5","30030019"
"3","-19.7","13","-11.5","30030020"
"3","-19.7","13","-13.5","30030021"
"3","-19.7","13","-9.5","30030022"
"3","-23.8","12","-16.1","30030023"
"3","-23.8","11","-18.7","30030024"
"3","-21.8","11","-21","30030025"
"3","-16.1","12","-19.4","30030027"
"3","-3.8","13","-11.1","30030036"
"3","-3.7","13","-14.9","30030037"
"3","-11.7","12","-10.4","30030043"
"3","-13.6","12","-10.4","30030044"
"3","-4.8","12","-15.1","30030045"
"3","-8.4","13","-8.9","30030046"
"3","-4.7","13","-8.9","30030048"
"3","1.3","11","-10.1","30030054"
"3","-3.2","13","-5.1","30030058"
"3","-6.3","12","4.1","30030062"
"3","-4","11","13","30030064"
"3","-2.6","11","11.9","30030065"
"3","-6.4","13","15.3","30030067"
"3","-9.7","13","16.4","30030068"
"3","-5.7","13","18.8","30030069"
"3","-23.8","11","16","30030073"
"3","-19.5","13","17.9","30030076"
"3","-17.8","13","17.9","30030077"
"3","-10.8","990002","21.4","30030079"
"3","-23.7","990001","5","30030080"
"3","-9.4","990001","-14.1","30030081"
"3","-9.6","990001","6.9","30030082"
"3","-13","11","1.8","30030083"
"3","-12.7","13","8.5","30030085"
"3","-16.7","13","8.5","30030086"
"3","-13.8","12","11.5","30030087"
"3","-13.7","12","9.8","30030088"
"3","-3.7","13","-0.5","30030089"
"3","-3.7","13","0.6","30030090"
"3","-7.3","12","-6.5","30030091"
"3","-6.1","12","-5.4","30030092"
"3","-6.2","13","-6.5","30030093"
"3","-7.5","13","-5.5","30030094"
"3","-5.8","13","-11.1","30030095"
"3","-7.2","11","-11.1","30030097"
"3","-11.4","12","-20","30030098"
"3","-9.2","12","-20.1","30030099"
"3","-9.7","13","-17.5","30030100"
"3","-9.7","13","-15.5","30030101"
"3","-21.5","13","-17.5","30030102"
"3","-20.1","13","-16.1","30030103"
"3","-20.1","12","-17.5","30030104"
"3","-21.9","13","-2.1","30030106"
"3","-18.6","11","15.8","30030107"
"3","-22.2","11","18.8","30030108"
"3","-15.8","12","22.2","30030109"
"3","-15.8","12","20.1","30030110"
"3","-15.8","12","17.9","30030111"
"3","-1.8","12","16.8","30030115"
"3","-10.6","11","1","30030116"
"3","-10.6","11","2.5","30030117"
"3","0.1","13","9","30030118"
"3","0.1","13","7.5","30030119"
"3","-0.6","11","4.8","30030120"
"3","-1.8","12","19.4","30030121"
"3","-1.8","12","21.7","30030122"
"3","-1.7","13","20.5","30030123"
"3","-1.7","13","18.1","30030124"
"3","1.2","11","15.7","30030125"
"3","0.3","13","18.5","30030126"
"3","0.3","13","20.1","30030127"
"3","0.3","13","21.5","30030128"
"3","-11.5","13","20","30030130"
"3","-10.1","11","-4","30030132"
"3","-22.8","12","-8","30030135"
"3","-15.8","11","-13.2","30030137"
"3","-15.7","11","-11.2","30030138"
"3","-12","12","-4","30030139"
"3","-16.7","13","10.4","30030140"
"3","-21.6","11","-12.6","30030141"
"3","-16.4","11","-22","30030144"
"3","-18.7","11","-22","30030145"
"3","-1.9","13","-5.1","30030146"
"3","-0.4","13","-5.1","30030147"
"3","-0.8","11","-7","30030148"
"3","-2.4","11","-7","30030149"
"3","1.3","11","13.6","30030150"
"3","-1.7","11","8.5","30030151"
"3","-2.6","11","10","30030152"
"3","-6.2","12","13","30030153"
"3","-9","13","13.1","30030154"
"3","-7.6","13","13.1","30030155"
"3","-5.8","12","17.5","30030156"
"3","-5.8","12","20.1","30030157"
"3","-5.6","11","21.5","30030158"
"3","-5.6","11","23","30030159"
"3","-12.8","12","20","30030160"
"3","-18.8","12","5.5","30030161"
"3","-18.7","11","7.5","30030162"
"3","-18.8","12","9.5","30030163"
"3","-18.6","11","11.5","30030164"
"3","-18.7","13","12.5","30030165"
"3","-18.7","13","14.1","30030166"
"3","-21.3","12","-16.1","30030167"
"3","-14.8","13","-6","30030168"
"3","-14.8","12","-4.5","30030169"
"3","-14.8","13","-3","30030170"
"3","-14.8","12","-1.5","30030171"
"3","-16.6","11","-17.5","30030172"
"3","-16.6","11","-14.9","30030174"
"3","-6.9","11","-18.5","30030175"
"3","-6.9","11","-16.5","30030176"
"3","-6.6","12","-9.1","30030177"
"3","-6.1","13","-14.9","30030178"
"3","-20.6","13","-21.8","30030179"
"3","-14.9","13","-21.9","30030180"
"3","-23.6","11","10","30030181"
"3","-15.7","13","19","30030182"
"3","-15.7","13","21.1","30030183"
"3","-11.8","11","23.8","30030184"
"3","-13.7","11","23.8","30030185"
"4","-4.6","990001","-8","30040001"
"4","2.9","990002","-6.6","30040002"
"4","-21.6","990001","11","30040003"
"4","-21.6","990001","-4","30040004"
"4","-21.7","991001","-9.8","30040005"
"4","-16","991001","-12.2","30040006"
"4","-16","991002","-11.8","30040007"
"4","-12.6","991003","-15.2","30040008"
"4","-11.1","991004","-15.2","30040009"
"4","-8.7","991003","-14.8","30040010"
"4","-7.1","991004","-14.8","30040011"
"4","-1","991001","-17.2","30040012"
"4","-1","991002","-16.8","30040013"
"4","6","991004","-17.8","30040015"
"4","5.3","991002","-16.2","30040016"
"4","3.4","991003","-0.8","30040019"
"4","3.9","991002","0.8","30040020"
"4","-2.7","991001","10.8","30040021"
"4","-2.7","991002","11.2","30040022"
"4","-6.1","991001","10.3","30040023"
"4","-6.1","991002","11.8","30040024"
"4","-13.1","991001","10.2","30040025"
"4","-13.7","991003","11.8","30040026"
"4","-21.7","991001","5.1","30040027"
"4","-20","991004","6.9","30040028"
"4","-11","991001","4.8","30040029"
"4","-11","991002","5.2","30040030"
"4","-11.7","991001","-3.2","30040031"
"4","-11.7","991002","-2.8","30040032"
"4","-15.1","991001","-3.8","30040033"
"4","-15.1","991002","-2.1","30040034"
"4","-22","11","-11.2","30040035"
"4","-17.9","11","-10.1","30040037"
"4","-19","11","-7.4","30040038"
"4","-15.4","12","-15.6","30040040"
"4","-15.4","12","-8.4","30040041"
"4","-11.9","11","-10","30040042"
"4","-10.8","13","-13.6","30040043"
"4","-13.8","11","-16.9","30040044"
"4","-13.6","11","-19.2","30040045"
"4","-12.9","11","-19.7","30040046"
"4","-11","11","-21.3","30040047"
"4","-9.1","12","-21.3","30040048"
"4","-9","11","-18","30040049"
"4","-6.5","13","-18.7","30040050"
"4","-8.8","11","-16.4","30040051"
"4","-7.9","13","-12.4","30040052"
"4","-9.8","11","-11.5","30040053"
"4","-9.3","11","-9.5","30040054"
"4","-9.1","11","-6.2","30040055"
"4","-9","12","-7.4","30040056"
"4","-7.7","11","-4.6","30040057"
"4","-6.5","13","-7.3","30040058"
"4","-4.9","11","-9.1","30040061"
"4","-5.3","11","-16.5","30040062"
"4","-5","12","-10.5","30040063"
"4","-5","12","-12.5","30040064"
"4","-5","12","-14.5","30040065"
"4","-3.9","11","-18.3","30040066"
"4","-3","11","-19.4","30040067"
"4","-2.9","13","-18.2","30040068"
"4","0.4","11","-18.4","30040069"
"4","1.9","11","-15.3","30040070"
"4","1.9","12","-17","30040071"
"4","-0.5","11","-21.4","30040072"
"4","1.2","11","-21.2","30040073"
"4","2.9","11","-21.5","30040074"
"4","4.8","11","-19.6","30040075"
"4","4.4","13","-15.6","30040076"
"4","-2.7","13","-13","30040077"
"4","7.2","11","-18.3","30040078"
"4","8.9","11","-16.9","30040079"
"4","8.1","12","-12.1","30040080"
"4","9","11","-14.7","30040081"
"4","6.6","11","-8.1","30040082"
"4","4.2","11","-8.3","30040083"
"4","1.7","11","-7.6","30040084"
"4","-0.6","13","-7.6","30040085"
"4","2.1","12","-3.9","30040088"
"4","5","11","-4","30040089"
"4","8","11","-6.8","30040090"
"4","8.6","11","-4.5","30040091"
"4","8.1","11","-3.6","30040092"
"4","8","11","-0.7","30040093"
"4","4.9","12","-1.3","30040094"
"4","1.9","11","-1.6","30040095"
"4","0.1","13","-0.3","30040096"
"4","0.1","11","0.8","30040097"
"4","1","11","7.1","30040099"
"4","0.9","13","4.4","30040100"
"4","0.9","11","5.8","30040101"
"4","5.1","11","2.2","30040102"
"4","0.8","11","8.7","30040106"
"4","5.4","11","12.8","30040108"
"4","6","12","10.5","30040109"
"4","2.9","11","13.4","30040110"
"4","0.8","11","13","30040111"
"4","-3.8","13","11.1","30040112"
"4","-2.4","11","7.6","30040113"
"4","-5.8","11","8.1","30040114"
"4","-4.5","12","7.5","30040115"
"4","-5.8","12","14.2","30040116"
"4","-2.9","13","14.5","30040117"
"4","-8.6","11","8.8","30040118"
"4","-10.6","13","9.5","30040119"
"4","-9.4","13","13.7","30040120"
"4","-10","11","15","30040121"
"4","-12.1","11","15.5","30040122"
"4","-14.7","11","13.1","30040123"
"4","-16.5","13","12.8","30040124"
"4","-17.8","13","13.4","30040125"
"4","-14.3","11","8.5","30040126"
"4","-16.4","11","8.1","30040127"
"4","-19","11","9","30040128"
"4","-12.1","11","9","30040129"
"4","-22.1","11","9.7","30040130"
"4","-22","11","13","30040131"
"4","-19.9","13","12.7","30040132"
"4","-22.1","12","7.3","30040133"
"4","-22.3","11","3.7","30040134"
"4","-22","11","2.4","30040135"
"4","-19.9","11","0.5","30040136"
"4","-19.4","13","3.4","30040137"
"4","-18.4","13","4.7","30040138"
"4","-17.5","13","3.8","30040139"
"4","-18","11","0","30040140"
"4","-15","11","1","30040141"
"4","-13.8","11","2.3","30040142"
"4","-13.1","12","3.4","30040143"
"4","-13","13","1","30040144"
"4","-10.9","13","0.4","30040145"
"4","-9.7","12","5","30040146"
"4","-9.3","13","3.3","30040147"
"4","-9.3","11","0.4","30040148"
"4","-6","11","2","30040149"
"4","-5.2","11","3.4","30040150"
"4","-4.5","13","1.3","30040151"
"4","-3","11","-1","30040154"
"4","-11.3","11","-6.5","30040155"
"4","-13.8","12","-6.5","30040156"
"4","-17.1","12","-5.6","30040157"
"4","-18.6","11","-5.5","30040158"
"4","-22.4","11","-2.3","30040159"
"4","-22.2","12","-6.8","30040160"
"4","-22.5","11","-5","30040161"
"4","-20.2","13","-1.5","30040162"
"4","-18.8","11","-15.5","30040163"
"4","-21","11","-15","30040164"
"4","-20","13","-16","30040165"
"4","5.8","11","4","30040166"
"4","6","11","9","30040167"
"4","6.4","13","7","30040168"
"4","6.2","13","5.2","30040169"
"4","-1","11","1.5","30040170"
"4","-2.3","13","4.4","30040171"
"4","-3.9","11","2.8","30040172"
"5","-22.5","990001","17.1","30050013"
"5","-19","991004","-8.2","30050074"
"5","-22.5","990001","-16","30050076"
"5","-9.4","991003","2.8","30050193"
"5","-8.3","991004","2.8","30050194"
"5","-16.6","991001","11.8","30050204"
"5","-16.6","991002","12.2","30050205"
"5","-20.6","991003","-8.2","30050209"
"5","-4.5","990001","-11","30050213"
"5","1.7","991003","-6.4","30050214"
"5","2.2","991004","-6.4","30050215"
"5","-15.2","991001","-22.2","30050221"
"5","-15.2","991002","-21.8","30050222"
"5","-18.6","991001","-0.2","30050223"
"5","-18.6","991002","0.2","30050224"
"5","-10.6","991001","-22.7","30050233"
"5","-10.6","991002","-21.3","30050234"
"5","-2.7","990001","12","30050235"
"5","-16.7","991006","-4.2","30050236"
"5","-16.7","991006","-5.7","30050237"
"5","24.3","13","-25.5","30050238"
"5","24.5","11","-25.2","30050239"
"5","-22.8","13","8.2","30050240"
"5","-22.7","11","7.1","30050241"
"5","-22.7","11","5","30050242"
"5","-21.5","13","4.8","30050243"
"5","-22.8","13","6","30050244"
"5","24.4","12","-25.4","30050245"
"5","-19.2","12","4.5","30050246"
"5","-17","13","9","30050247"
"5","-16","13","9","30050248"
"5","-18","13","9","30050249"
"5","-15.6","11","2.9","30050250"
"5","-17.8","11","3","30050251"
"5","-14.1","12","7.5","30050252"
"5","-11.9","12","7.5","30050253"
"5","-11.7","13","5.4","30050254"
"5","-11.7","13","3.5","30050255"
"5","-10.9","11","1.5","30050256"
"5","-10.9","11","-0.5","30050257"
"5","-14.4","12","3.5","30050258"
"5","-14.3","12","1.5","30050259"
"5","-21.3","12","1.6","30050260"
"5","-22.8","11","1.6","30050261"
"5","-24","12","-0.5","30050262"
"5","-24","12","-2.7","30050263"
"5","-16","13","-4","30050264"
"5","-16","13","-5","30050265"
"5","-16","13","-6","30050266"
"5","-18","13","-4","30050267"
"5","-18","13","-5","30050268"
"5","-18","13","-6","30050269"
"5","-21","11","-7","30050270"
"5","-19.8","12","-5.5","30050271"
"5","-17.1","12","-9.3","30050272"
"5","-16.3","12","-10.6","30050273"
"5","-17.2","12","-12.2","30050274"
"5","-22","11","-10","30050275"
"5","-22","11","-12","30050276"
"5","-16.8","12","-14.4","30050277"
"5","-15.9","11","-16.6","30050278"
"5","-16","11","-19.5","30050279"
"5","-16","12","-18.1","30050280"
"5","-14","12","-19","30050281"
"5","-13","12","-17","30050282"
"5","-14.7","12","-16.6","30050283"
"5","-13.5","11","-24.1","30050284"
"5","-15.7","11","-24","30050285"
"5","-20.4","11","-23.5","30050286"
"5","-17.8","11","-23.5","30050287"
"5","-22","12","-20","30050288"
"5","-22","12","-22","30050289"
"5","-19.3","13","-23.2","30050290"
"5","-13","13","-23","30050291"
"5","-11.8","12","-23","30050292"
"5","-11","13","-23","30050293"
"5","-12.4","11","-20.1","30050294"
"5","-11","11","-20","30050295"
"5","-9.5","11","-19.3","30050296"
"5","-8.4","12","-19.3","30050297"
"5","-6.8","11","-19.1","30050299"
"5","-6.5","13","-20.4","30050300"
"5","-4.2","12","-19.2","30050301"
"5","-4.1","12","-20.6","30050302"
"5","-5.9","12","-23.4","30050303"
"5","-4.1","11","-23.4","30050304"
