9b4adc0d610ad9b1b6345186557430da7ccbea8fcc8b9e68be56f95c42225850,a2c0ad5f0e90015d782674afaa959a014590715aca8dc88b081078480793a2fe,8ab068028f423c8e08b7bd490b76f627907ed0e61a9b4b5f22eb9f7d3d5f228b,e5bdcd13758a8a9cc15a58e27d3bee373d6afd82e248799d62e052e48c1ac64c,81f466f6c9beb7ade2bc7c3d990aeacdd8c296a2167360849f3ee5d3d18d943a,b052134a221e3d3d3a40cfdf82d0c550717363faefa5d09107d04989d9093b2d,e1b5ae2d03e30e4c0fd650edafe775e5f6b174a5eb65776cb8c1edd02fbbc42f,49cec19378a35e430b327a87c621329ca1337fa81524e98bcecaa3ab0733ff42,368f8b450b2472da8e72e017f9e051d99c56f7c1ca9ed8bb4c83f80bcac20177,ce995029bebfe59e9d5390196795d0f43603e54234b324baa6488f3072d7788a,f80679994a0eeccc7040e855bcf07cf821a60f5b3dbaaacf87f79cbd0bb746a7
"珠希","31","5","91002","150","40001","1","107901","8","0","今天對你來說是個\n特別的紀念日呢喵。\n對於你的活躍，我總是\n以貓的方式在感謝你喵～♪"
"貪吃佩可","32","6","91002","150","40001","2","107501","8","0","嗚～吃了太多的刨冰，\n身體變得好冷哦…\n請用你的體溫溫暖我吧！\n抱緊──♪"
"可可蘿","33","7","91002","150","40001","2","107601","8","0","夏天總是充滿著許多的危險…\n但是在下會好好地\n保護著主人的哦。"
"凱留","34","8","91002","150","40001","2","107801","8","0","嗯～到底為什麼會和你\n一起度過了一整個夏天啊…\n雖然我很開心就是了！\n來吧，我們要繼續玩囉！"
"鈴莓","35","9","91002","150","40001","2","107701","8","0"," 和您一起度過的第一個夏天…\n我現在就已經心跳不已了呢。\n快樂又美好的回憶，\n又增加一個了呢♪"
"珠希","36","10","91002","150","40001","2","107901","8","0","明明夏天是最好賺錢的時候，\n但今年我卻想和你\n一起度過呢喵。你能和我一起\n創造愉快的回憶喵？"
"","47","1","91002","300","20000","0","0","8","0",""
"","48","1","23001","20","20000","0","0","2","0",""
"","49","2","91002","300","20000","0","0","8","0",""
"","50","2","23001","20","20000","0","0","2","0",""
"","51","3","91002","300","20000","0","0","8","0",""
"","52","3","23001","20","20000","0","0","2","0",""
"","53","4","91002","300","20000","0","0","8","0",""
"","54","4","23001","20","20000","0","0","2","0",""
"","55","5","91002","500","20000","0","0","8","0",""
"","56","5","23001","20","20000","0","0","2","0",""
"","57","6","91002","300","20000","0","0","8","0",""
"","58","6","23001","20","20000","0","0","2","0",""
"","59","7","91002","300","20000","0","0","8","0",""
"","60","7","23001","20","20000","0","0","2","0",""
"","61","8","91002","300","20000","0","0","8","0",""
"","62","8","23001","20","20000","0","0","2","0",""
"","63","9","91002","300","20000","0","0","8","0",""
"","64","9","23001","20","20000","0","0","2","0",""
"","65","10","91002","600","20000","0","0","8","0",""
"","66","10","23001","20","20000","0","0","2","0",""
"","67","1","91002","150","49001","0","0","8","0",""
"","68","2","91002","150","49001","0","0","8","0",""
"","69","3","91002","150","49001","0","0","8","0",""
"","70","4","91002","150","49001","0","0","8","0",""
"","71","5","91002","150","49001","0","0","8","0",""
"","72","6","91002","150","49001","0","0","8","0",""
"","73","7","91002","150","49001","0","0","8","0",""
"","74","8","91002","150","49001","0","0","8","0",""
"","75","9","91002","150","49001","0","0","8","0",""
"","76","10","91002","150","49001","0","0","8","0",""
"","77","1","91002","150","49002","0","0","8","0",""
"","78","2","91002","150","49002","0","0","8","0",""
"","79","3","91002","150","49002","0","0","8","0",""
"","80","4","91002","150","49002","0","0","8","0",""
"","81","5","91002","150","49002","0","0","8","0",""
"","82","6","91002","150","49002","0","0","8","0",""
"","83","7","91002","150","49002","0","0","8","0",""
"","84","8","91002","150","49002","0","0","8","0",""
"","85","9","91002","150","49002","0","0","8","0",""
"","86","10","91002","150","49002","0","0","8","0",""
"","87","1","91002","150","49003","0","0","8","0",""
"","88","2","91002","150","49003","0","0","8","0",""
"","89","3","91002","150","49003","0","0","8","0",""
"","90","4","91002","150","49003","0","0","8","0",""
"","91","5","91002","150","49003","0","0","8","0",""
"","92","6","91002","150","49003","0","0","8","0",""
"","93","7","91002","150","49003","0","0","8","0",""
"","94","8","91002","150","49003","0","0","8","0",""
"","95","9","91002","150","49003","0","0","8","0",""
"","96","10","91002","150","49003","0","0","8","0",""
"","97","1","91002","1500","49004","0","0","8","0",""
"","98","2","91002","1500","49004","0","0","8","0",""
"","99","3","91002","1500","49004","0","0","8","0",""
"","100","4","91002","1500","49004","0","0","8","0",""
"","101","5","91002","1500","49004","0","0","8","0",""
"","102","6","91002","1500","49004","0","0","8","0",""
"","103","7","91002","1500","49004","0","0","8","0",""
"","104","8","91002","1500","49004","0","0","8","0",""
"","105","1","91002","150","49005","0","0","8","0",""
"","106","2","91002","150","49005","0","0","8","0",""
"","107","3","91002","150","49005","0","0","8","0",""
"","108","4","91002","150","49005","0","0","8","0",""
"","109","5","91002","150","49005","0","0","8","0",""
"","110","6","91002","150","49005","0","0","8","0",""
"","111","7","91002","150","49005","0","0","8","0",""
"","112","8","91002","150","49005","0","0","8","0",""
"","113","9","91002","150","49005","0","0","8","0",""
"","114","10","91002","150","49005","0","0","8","0",""
"","115","1","91002","300","49006","0","0","8","0",""
"","116","2","91002","300","49006","0","0","8","0",""
"","117","3","91002","300","49006","0","0","8","0",""
"","118","4","91002","300","49006","0","0","8","0",""
"","119","5","91002","300","49006","0","0","8","0",""
"","120","1","91002","150","49007","0","0","8","0",""
"","121","2","91002","150","49007","0","0","8","0",""
"","122","3","91002","150","49007","0","0","8","0",""
"","123","4","91002","150","49007","0","0","8","0",""
"","124","5","91002","150","49007","0","0","8","0",""
"","125","6","91002","150","49007","0","0","8","0",""
"","126","7","91002","150","49007","0","0","8","0",""
"","127","8","91002","150","49007","0","0","8","0",""
"","128","9","91002","150","49007","0","0","8","0",""
"","129","10","91002","150","49007","0","0","8","0",""
"","130","1","91002","150","49008","0","0","8","0",""
"","131","2","91002","150","49008","0","0","8","0",""
"","132","3","91002","150","49008","0","0","8","0",""
"","133","4","91002","150","49008","0","0","8","0",""
"","134","5","91002","150","49008","0","0","8","0",""
"","135","6","91002","150","49008","0","0","8","0",""
"","136","7","91002","150","49008","0","0","8","0",""
"","137","8","91002","150","49008","0","0","8","0",""
"","138","9","91002","150","49008","0","0","8","0",""
"","139","10","91002","150","49008","0","0","8","0",""
"","140","1","91002","150","49009","0","0","8","0",""
"","141","2","91002","150","49009","0","0","8","0",""
"","142","3","91002","150","49009","0","0","8","0",""
"","143","4","91002","150","49009","0","0","8","0",""
"","144","5","91002","150","49009","0","0","8","0",""
"","145","6","91002","150","49009","0","0","8","0",""
"","146","7","91002","150","49009","0","0","8","0",""
"","147","8","91002","150","49009","0","0","8","0",""
"","148","9","91002","150","49009","0","0","8","0",""
"","149","10","91002","150","49009","0","0","8","0",""
"","150","1","91002","150","49010","0","0","8","0",""
"","151","2","91002","150","49010","0","0","8","0",""
"","152","3","91002","150","49010","0","0","8","0",""
"","153","4","91002","150","49010","0","0","8","0",""
"","154","5","91002","150","49010","0","0","8","0",""
"","155","6","91002","150","49010","0","0","8","0",""
"","156","7","91002","150","49010","0","0","8","0",""
"","157","8","91002","150","49010","0","0","8","0",""
"","158","9","91002","150","49010","0","0","8","0",""
"","159","10","91002","150","49010","0","0","8","0",""
"","160","1","91002","150","49011","0","0","8","0",""
"","161","2","91002","150","49011","0","0","8","0",""
"","162","3","91002","150","49011","0","0","8","0",""
"","163","4","91002","150","49011","0","0","8","0",""
"","164","5","91002","150","49011","0","0","8","0",""
"","165","6","91002","150","49011","0","0","8","0",""
"","166","7","91002","150","49011","0","0","8","0",""
"","167","8","91002","150","49011","0","0","8","0",""
"","168","9","91002","150","49011","0","0","8","0",""
"","169","10","91002","150","49011","0","0","8","0",""
"","170","1","91002","300","49012","0","0","8","0",""
"","171","2","91002","300","49012","0","0","8","0",""
"","172","3","91002","300","49012","0","0","8","0",""
"","173","4","91002","300","49012","0","0","8","0",""
"","174","5","91002","300","49012","0","0","8","0",""
"","175","6","91002","300","49012","0","0","8","0",""
"","176","7","91002","300","49012","0","0","8","0",""
"","177","8","91002","300","49012","0","0","8","0",""
"","178","9","91002","300","49012","0","0","8","0",""
"","179","10","91002","300","49012","0","0","8","0",""
"","180","1","91002","100","80003","1","0","8","500371",""
"","181","2","91002","100","80003","1","0","8","500371",""
"","182","3","91002","100","80003","1","0","8","500033",""
"","183","4","91002","100","80003","1","0","8","500371",""
"","184","5","91002","100","80003","1","0","8","500033",""
"","185","6","91002","100","80003","1","0","8","500371",""
"","186","7","91002","100","80003","1","0","8","500367",""
"","187","8","91002","100","80003","1","0","8","500367",""
"","188","9","91002","100","80003","1","0","8","500367",""
"","189","10","91002","100","80003","1","0","8","500033",""
"","190","11","91002","100","80003","1","0","8","500033",""
"","191","12","91002","100","80003","1","0","8","500033",""
"","192","13","91002","100","80003","1","0","8","509020",""
"","193","14","91002","100","80003","1","0","8","500371",""
"","194","15","91002","100","80003","1","0","8","500033",""
"","195","1","91002","150","49013","0","0","8","0",""
"","196","2","91002","150","49013","0","0","8","0",""
"","197","3","91002","150","49013","0","0","8","0",""
"","198","4","91002","150","49013","0","0","8","0",""
"","199","5","91002","150","49013","0","0","8","0",""
"","200","6","91002","150","49013","0","0","8","0",""
"","201","7","91002","150","49013","0","0","8","0",""
"","202","8","91002","150","49013","0","0","8","0",""
"","203","9","91002","150","49013","0","0","8","0",""
"","204","10","91002","150","49013","0","0","8","0",""
"","205","1","91002","500","70004","0","0","8","0",""
"","206","2","91002","500","70004","0","0","8","0",""
"","207","1","91002","300","70005","0","0","8","0",""
"","208","2","91002","300","70005","0","0","8","0",""
"","209","3","91002","300","70005","0","0","8","0",""
"","210","1","91002","100","80004","0","0","8","530101",""
"","211","2","91002","100","80004","0","0","8","530102",""
"","212","3","91002","100","80004","0","0","8","530103",""
"","213","4","91002","100","80004","0","0","8","530104",""
"","214","5","91002","100","80004","0","0","8","530105",""
"","215","6","91002","100","80004","0","0","8","530106",""
"","216","7","91002","100","80004","0","0","8","530107",""
"","217","8","91002","100","80004","0","0","8","530108",""
"","218","9","91002","100","80004","0","0","8","530109",""
"","219","10","91002","100","80004","0","0","8","530110",""
"","220","11","91002","100","80004","0","0","8","530111",""
"","221","12","91002","100","80004","0","0","8","530112",""
"","222","13","91002","100","80004","0","0","8","530113",""
"","223","14","91002","100","80004","0","0","8","530114",""
"","224","15","91002","100","80004","0","0","8","530115",""
"","225","16","91002","100","80004","0","0","8","530116",""
"","226","17","91002","100","80004","0","0","8","530117",""
"","227","17","2805","1","80004","0","0","7","530117",""
"","228","1","91002","150","40009","0","0","8","0",""
"","229","2","91002","150","40009","0","0","8","0",""
"","230","3","91002","150","40009","0","0","8","0",""
"","231","4","91002","150","40009","0","0","8","0",""
"","232","5","91002","150","40009","0","0","8","0",""
"","233","6","91002","150","40009","0","0","8","0",""
"","234","7","91002","150","40009","0","0","8","0",""
"","235","8","91002","150","40009","0","0","8","0",""
"","236","9","91002","150","40009","0","0","8","0",""
"","237","10","91002","150","40009","0","0","8","0",""
"","238","1","91002","150","49014","0","0","8","0",""
"","239","2","91002","150","49014","0","0","8","0",""
"","240","3","91002","150","49014","0","0","8","0",""
"","241","4","91002","150","49014","0","0","8","0",""
"","242","5","91002","150","49014","0","0","8","0",""
"","243","6","91002","150","49014","0","0","8","0",""
"","244","7","91002","150","49014","0","0","8","0",""
"","245","8","91002","150","49014","0","0","8","0",""
"","246","9","91002","150","49014","0","0","8","0",""
"","247","10","91002","150","49014","0","0","8","0",""
"","248","1","91002","150","49015","0","0","8","0",""
"","249","2","91002","150","49015","0","0","8","0",""
"","250","3","91002","150","49015","0","0","8","0",""
"","251","4","91002","150","49015","0","0","8","0",""
"","252","5","91002","150","49015","0","0","8","0",""
"","253","6","91002","150","49015","0","0","8","0",""
"","254","7","91002","150","49015","0","0","8","0",""
"","255","8","91002","150","49015","0","0","8","0",""
"","256","9","91002","150","49015","0","0","8","0",""
"","257","10","91002","150","49015","0","0","8","0",""
"","258","1","91002","300","49016","0","0","8","0",""
"","259","2","91002","300","49016","0","0","8","0",""
"","260","3","91002","300","49016","0","0","8","0",""
"","261","4","91002","300","49016","0","0","8","0",""
"","262","5","91002","300","49016","0","0","8","0",""
"","263","6","91002","300","49016","0","0","8","0",""
"","264","7","91002","300","49016","0","0","8","0",""
"","265","8","91002","300","49016","0","0","8","0",""
"","266","9","91002","300","49016","0","0","8","0",""
"","267","10","91002","300","49016","0","0","8","0",""
"","268","1","91002","100","80005","0","0","8","500367",""
"","269","2","91002","100","80005","0","0","8","500367",""
"","270","3","91002","100","80005","0","0","8","500367",""
"","271","4","91002","100","80005","0","0","8","500367",""
"","272","5","91002","100","80005","0","0","8","500367",""
"","273","6","91002","100","80005","0","0","8","500367",""
"","274","7","91002","100","80005","0","0","8","500367",""
"","275","8","91002","100","80005","0","0","8","500367",""
"","276","9","91002","100","80005","0","0","8","500367",""
"","277","10","91002","100","80005","0","0","8","500367",""
"","278","11","91002","100","80005","0","0","8","500367",""
"","279","12","91002","100","80005","0","0","8","500367",""
"","280","13","91002","100","80005","0","0","8","500367",""
"","281","14","91002","100","80005","0","0","8","500367",""
"","282","15","91002","100","80005","0","0","8","500367",""
"","283","1","91002","500","70006","0","0","8","0",""
"","284","2","91002","500","70006","0","0","8","0",""
"","285","1","91002","300","70007","0","0","8","0",""
"","286","2","91002","300","70007","0","0","8","0",""
"","287","3","91002","300","70007","0","0","8","0",""
"","298","1","91002","100","80006","0","0","8","530121",""
"","299","2","91002","100","80006","0","0","8","530122",""
"","300","3","91002","100","80006","0","0","8","530123",""
"","301","4","91002","100","80006","0","0","8","530124",""
"","302","5","91002","100","80006","0","0","8","530125",""
"","303","6","91002","100","80006","0","0","8","530126",""
"","304","7","91002","100","80006","0","0","8","530127",""
"","305","8","91002","100","80006","0","0","8","530128",""
"","306","9","91002","100","80006","0","0","8","530129",""
"","307","10","91002","100","80006","0","0","8","530130",""
"","308","11","91002","100","80006","0","0","8","530131",""
"","309","12","91002","100","80006","0","0","8","530132",""
"","310","13","91002","100","80006","0","0","8","530133",""
"","311","14","91002","100","80006","0","0","8","530134",""
"","312","15","91002","100","80006","0","0","8","530135",""
"","313","16","91002","100","80006","0","0","8","530136",""
"","314","17","91002","100","80006","0","0","8","530137",""
"","316","1","91002","100","80007","0","0","8","530123",""
"","317","2","91002","100","80007","0","0","8","530124",""
"","318","3","91002","100","80007","0","0","8","530125",""
"","319","4","91002","100","80007","0","0","8","530126",""
"","320","5","91002","100","80007","0","0","8","530127",""
"","321","6","91002","100","80007","0","0","8","530128",""
"","322","7","91002","100","80007","0","0","8","530129",""
"","323","8","91002","100","80007","0","0","8","530130",""
"","324","9","91002","100","80007","0","0","8","530131",""
"","325","10","91002","100","80007","0","0","8","530132",""
"","326","11","91002","100","80007","0","0","8","530133",""
"","327","12","91002","100","80007","0","0","8","530134",""
"","328","13","91002","100","80007","0","0","8","530135",""
"","329","14","91002","100","80007","0","0","8","530136",""
"","330","15","91002","100","80007","0","0","8","530137",""
"","331","15","9000215","1","80007","0","0","16","530137",""
"","332","15","9000216","1","80007","0","0","16","530137",""
"","333","1","91002","150","49017","0","0","8","0",""
"","334","2","91002","150","49017","0","0","8","0",""
"","335","3","91002","150","49017","0","0","8","0",""
"","336","4","91002","150","49017","0","0","8","0",""
"","337","5","91002","150","49017","0","0","8","0",""
"","338","6","91002","150","49017","0","0","8","0",""
"","339","7","91002","150","49017","0","0","8","0",""
"","340","8","91002","150","49017","0","0","8","0",""
"","341","9","91002","150","49017","0","0","8","0",""
"","342","10","91002","150","49017","0","0","8","0",""
"","343","1","91002","300","49018","0","0","8","0",""
"","344","2","91002","300","49018","0","0","8","0",""
"","345","3","91002","300","49018","0","0","8","0",""
"","346","4","91002","300","49018","0","0","8","0",""
"","347","5","91002","300","49018","0","0","8","0",""
"","348","6","91002","300","49018","0","0","8","0",""
"","349","7","91002","300","49018","0","0","8","0",""
"","350","8","91002","300","49018","0","0","8","0",""
"","351","9","91002","300","49018","0","0","8","0",""
"","352","10","91002","300","49018","0","0","8","0",""
"","353","1","91002","300","49019","0","0","8","0",""
"","354","2","91002","300","49019","0","0","8","0",""
"","355","3","91002","300","49019","0","0","8","0",""
"","356","4","91002","300","49019","0","0","8","0",""
"","357","5","91002","300","49019","0","0","8","0",""
"","358","6","91002","300","49019","0","0","8","0",""
"","359","7","91002","300","49019","0","0","8","0",""
"","360","8","91002","300","49019","0","0","8","0",""
"","361","9","91002","300","49019","0","0","8","0",""
"","362","10","91002","300","49019","0","0","8","0",""
"","363","1","91002","500","70008","0","0","8","0",""
"","364","2","91002","500","70008","0","0","8","0",""
"","365","1","91002","1000","70009","0","0","8","0",""
"","366","1","91002","150","49020","0","0","8","0",""
"","367","2","91002","150","49020","0","0","8","0",""
"","368","3","91002","150","49020","0","0","8","0",""
"","369","4","91002","750","49020","0","0","8","0",""
"","370","5","91002","200","49020","0","0","8","0",""
"","371","6","91002","200","49020","0","0","8","0",""
"","372","7","91002","200","49020","0","0","8","0",""
"","373","8","91002","300","49020","0","0","8","0",""
"","374","9","91002","300","49020","0","0","8","0",""
"","375","10","91002","600","49020","0","0","8","0",""
"莉莉","376","1","24001","1","40011","1","125801","2","0","馬上就可以\n見到大家了呢。\n現在我的內心雀躍不已……\n"
"可璃亞","377","2","24001","1","40011","1","126001","2","0","初次見面，我是可璃亞♪\n我非常期待\n和大家一起冒險"
"普蕾西亞","378","3","24001","1","40011","1","126101","2","0","嗯──\n這個，給你。\n是的"
"莉莉","379","4","24001","1","40011","2","125801","2","0","讓我再次自我介紹……\n我是【幻變少女】的\n公會長莉莉"
"可璃亞","380","5","24001","1","40011","2","126001","2","0","你好，哥哥♪\n我是【幻變少女】的\n可璃亞"
"普蕾西亞","381","6","24001","1","40011","2","126101","2","0","哥哥。\n你願意過來，我很開心"
"","382","1","91002","100","80008","0","0","8","530141",""
"","383","2","91002","100","80008","0","0","8","530142",""
"","384","3","91002","100","80008","0","0","8","530143",""
"","385","4","91002","100","80008","0","0","8","530144",""
"","386","5","91002","100","80008","0","0","8","530145",""
"","387","6","91002","100","80008","0","0","8","530146",""
"","388","7","91002","100","80008","0","0","8","530147",""
"","389","8","91002","100","80008","0","0","8","530148",""
"","390","9","91002","100","80008","0","0","8","530149",""
"","391","10","91002","100","80008","0","0","8","530150",""
"","392","11","91002","100","80008","0","0","8","530151",""
"","393","12","91002","100","80008","0","0","8","530152",""
"","394","13","91002","100","80008","0","0","8","530153",""
"","395","14","91002","100","80008","0","0","8","530154",""
"","396","15","91002","100","80008","0","0","8","530155",""
"","397","16","91002","100","80008","0","0","8","530156",""
"","398","16","2830","1","80008","0","0","7","530156",""
"","399","1","91002","100","20001","0","0","8","0",""
"","400","1","23001","20","20001","0","0","2","0",""
"","401","2","91002","100","20001","0","0","8","0",""
"","402","2","23001","20","20001","0","0","2","0",""
"","403","3","24016","1","20001","0","0","2","0",""
"","404","3","23001","20","20001","0","0","2","0",""
"","405","4","91002","100","20001","0","0","8","0",""
"","406","4","23001","20","20001","0","0","2","0",""
"","407","5","91002","300","20001","0","0","8","0",""
"","408","5","23001","20","20001","0","0","2","0",""
"","409","6","91002","100","20001","0","0","8","0",""
"","410","6","23001","20","20001","0","0","2","0",""
"","411","7","91002","100","20001","0","0","8","0",""
"","412","7","23001","20","20001","0","0","2","0",""
"","413","8","91002","200","20001","0","0","8","0",""
"","414","8","23001","20","20001","0","0","2","0",""
"","415","9","91002","300","20001","0","0","8","0",""
"","416","9","23001","20","20001","0","0","2","0",""
"","417","10","24016","1","20001","0","0","2","0",""
"","418","10","23001","20","20001","0","0","2","0",""
"","419","1","91002","100","80009","0","0","8","532001",""
"","420","2","91002","100","80009","0","0","8","532002",""
"","421","3","91002","100","80009","0","0","8","532003",""
"","422","4","91002","100","80009","0","0","8","532004",""
"","423","5","91002","100","80009","0","0","8","532005",""
"","424","6","91002","100","80009","0","0","8","532006",""
"","425","7","91002","100","80009","0","0","8","532007",""
"","426","8","91002","100","80009","0","0","8","532008",""
"","427","9","91002","100","80009","0","0","8","532009",""
"","428","10","91002","100","80009","0","0","8","532010",""
"","429","11","91002","100","80009","0","0","8","532011",""
"","430","12","91002","100","80009","0","0","8","532012",""
"","431","13","91002","100","80009","0","0","8","532013",""
"","432","14","91002","100","80009","0","0","8","532014",""
"","433","15","91002","100","80009","0","0","8","532015",""
"","434","1","91002","1500","49021","0","0","8","0",""
"","443","1","91002","500","70010","0","0","8","0",""
"","444","1","41000","1","70012","0","0","2","0",""
"","445","1","91002","1000","70011","0","0","8","0",""
"","446","1","91002","100","80010","0","0","8","530157",""
"","447","2","91002","100","80010","0","0","8","530158",""
"","448","3","91002","100","80010","0","0","8","530159",""
"","449","4","91002","100","80010","0","0","8","530160",""
"","450","5","91002","100","80010","0","0","8","530161",""
"","451","6","91002","100","80010","0","0","8","530162",""
"","452","7","91002","100","80010","0","0","8","530163",""
"","453","8","91002","100","80010","0","0","8","530164",""
"","454","9","91002","100","80010","0","0","8","530165",""
"","455","10","91002","100","80010","0","0","8","530166",""
"","456","11","91002","100","80010","0","0","8","530167",""
"","457","12","91002","100","80010","0","0","8","530168",""
"","458","12","2844","1","80010","0","0","7","530173",""
"","459","13","91002","100","80010","0","0","8","530169",""
"","460","13","2846","1","80010","0","0","7","530173",""
"","461","14","91002","100","80010","0","0","8","530170",""
"","462","14","2845","1","80010","0","0","7","530173",""
"","463","15","91002","100","80010","0","0","8","530171",""
"","464","15","2843","5","80010","0","0","7","530173",""
"","465","16","91002","100","80010","0","0","8","530172",""
"","466","16","2842","1","80010","0","0","7","530173",""
"","467","1","9000236","1","40013","0","0","16","0",""
"","468","1","9000237","1","40013","0","0","16","0",""
"","469","1","9000238","1","40013","0","0","16","0",""
"","470","1","9000239","1","40013","0","0","16","0",""
"","471","1","91002","100","80011","0","0","8","532001",""
"","472","2","91002","100","80011","0","0","8","532002",""
"","473","3","91002","100","80011","0","0","8","532003",""
"","474","4","91002","100","80011","0","0","8","532004",""
"","475","5","91002","100","80011","0","0","8","532005",""
"","476","6","91002","100","80011","0","0","8","532006",""
"","477","7","91002","100","80011","0","0","8","532007",""
"","478","8","91002","100","80011","0","0","8","532008",""
"","479","9","91002","100","80011","0","0","8","532009",""
"","480","10","91002","100","80011","0","0","8","532010",""
"","481","11","91002","100","80011","0","0","8","532011",""
"","482","12","91002","100","80011","0","0","8","532012",""
"","483","13","91002","100","80011","0","0","8","532013",""
"","484","14","91002","100","80011","0","0","8","532014",""
"","485","15","91002","100","80011","0","0","8","532015",""
"","488","1","91002","500","40015","0","0","8","0",""
"","489","2","90008","3000","40015","0","0","2","0",""
"","490","3","91002","500","40015","0","0","8","0",""
"","491","4","90008","3000","40015","0","0","2","0",""
"","492","5","91002","1000","40015","0","0","8","0",""
"","493","1","91002","1000","70013","0","0","8","0",""
"","494","1","91002","500","70014","0","0","8","0",""
"","495","1","41000","1","70015","0","0","2","0",""
"","496","1","91002","100","80012","0","0","8","530208",""
"","497","2","91002","100","80012","0","0","8","530209",""
"","498","3","91002","100","80012","0","0","8","530210",""
"","499","4","91002","100","80012","0","0","8","530211",""
"","500","5","91002","100","80012","0","0","8","530212",""
"","501","6","91002","100","80012","0","0","8","530213",""
"","502","7","91002","100","80012","0","0","8","530214",""
"","503","8","91002","100","80012","0","0","8","530215",""
"","504","1","91002","50","70016","0","0","8","0",""
"","505","1","25011","10000","40015","0","0","2","0",""
"","506","1","25021","3000","40015","0","0","2","0",""
"","507","2","25012","10000","40015","0","0","2","0",""
"","508","2","25021","3000","40015","0","0","2","0",""
"","509","3","25013","10000","40015","0","0","2","0",""
"","510","3","25021","3000","40015","0","0","2","0",""
"","511","4","25014","10000","40015","0","0","2","0",""
"","512","4","25021","3000","40015","0","0","2","0",""
"","513","5","25015","10000","40015","0","0","2","0",""
"","514","5","25021","3000","40015","0","0","2","0",""
