7d9389f5e25ae82d44c2d2a7d74b6c65c1b4aee12e716b15b551ec5f7d7a56b7,66c893741b0bbb4d0c3b6f2bb401a4c7e7cf13bc30713d34e067e7c89b7a55e0,b819dc7670bd7429cc4b8ccf1693a822b6d49befd838ac7d7d4d46199d168b40,230c22565dba90a19ab6913eebf4fa7d742c98e2c8ed1325b9f6c3bef8f01b24,49cc60b7f922f1cb2cb365f3b595641cff363ec2863479fa76494a18771adc8a,1f81138bed1b6b56a14fe2011a2b4e5d268a241cde01435bdd297733f68a7573,b6010060a19fe98be633ed005f12324f80ccb87cf30be15b05ddf3722bf2f511,aa66a155675ca8bedb1cdfdb8db5a5bc401114fd0f19c22e1452eb884d534a41,d7db04ed4e176ab9d899bc3fa306eed20e2c6891e43c8ab8cd51a31e4480830c,003bb8dd7a78560d2e13180b3c529a36148628b395d95b7513235cf227161349,d10a6b96baa3d215bca304c76012ac74ca1c6864f593df0af1846baf44d7478c,8b64d322639a6710de2b3f880605b5884bacea7a9b3ea9e07bae2d49fc14b101,c30a76403f878a5b6b77dff3868272a2448363e136d3b4c5b787dcb6a4e1e096,d3e639e7c5153018ef945d0412ec6e2a6092b4b75afaafa8518953f9cd405526,97b872da88e5e00d2c61b17e2841d6765c58370b25cb17844d4139782a199a42,9bb8e9368e6e1ac190ba129092c60e6545245ffe4a033bc9acf21b1d41407725,cac72626c45eb3f19ff5309106e8d119bd01e6310f0d5d527845bdbfd337e0bc,361d0f30e8679c18e215315288135ed0cd8196b11e253d7f0f295485a2bbfbd4,6e50f309aca412d0b9cb2a854f43ccdb663148ffa920f0a8d94011f2c800bf55,0bba7efa54de4f6781d9073d0c54fd4f1142bdd011e8fa95e077121b8c3574ed,2043d0b2285d9cde63ef6aaae03060c2264d22bac51428ecff1a1822cfc498b6,f5881c5f43e7413215b8a5bd125b1c569439b8abf27835a49deb81176ccb43ff,580ade2fa3d887010085503a1280fec0df692e0161b0d108671ac424cbbbb57d,cdd2615b03458ce3fe8cadfadb4665206c1ab5fbb7386b59d86e20ecd775e0bf,fc3babf5dbf650e27899e975eb5419debf6c4c50153c8d53f8de7f85edf6a70b,0f4d080a1c57e8a5bbe9e245216074b5ebc27a8a22830cd37ccc4d72e0cbab83,afddbbc3bc8177fccc53b85c95fc1441aafbcdc6609083edbf074cbe9df7549a,f5de29e972bb77e23330b5bee38dc9703e81a26410b93dc5d7a7e658b1e4ba7d,684865e4c25de330f6cc8f294b717e122917b14da369f88c2a45e4930bd33ceb
"-50","0","0","8","0","0","0","0","94002","31003","bgm_M06","1.2","0.85","90","1","0","99002","3100305","bgm_M06","0","40001","0","0","31003008","0","100296","0","0","100296"
"-50","0","0","9","0","0","0","300","94002","31003","bgm_M06","1.2","0.85","90","1","0","90002","3100307","bgm_M06","99002","40004","0","0","31003009","90005","100297","0","0","100297"
"-50","0","0","10","0","0","0","300","94002","31003","bgm_M63","1.2","1","90","3","0","90002","3100306","bgm_M63","99002","40004","0","0","31003010","0","100313","501010031","0","100313"
"-50","0","0","1","0","0","0","400","94002","31004","bgm_M06","1.2","0.7","90","1","0","90002","3100401","bgm_M06","99002","40004","0","0","31004001","0","100271","0","0","100271"
"-50","0","0","2","0","0","0","400","94002","31004","bgm_M06","1.2","0.85","90","1","0","90002","3100401","bgm_M06","99002","40004","0","0","31004002","0","100273","0","0","100273"
"-50","0","0","3","0","0","0","400","94002","31004","bgm_M06","1.2","0.9","90","1","0","90002","3100401","bgm_M06","99002","40004","0","0","31004003","0","100274","0","0","100274"
"-50","0","0","4","0","0","0","400","94002","31004","bgm_M06","1.2","1","90","1","0","90002","3100403","bgm_M06","99002","40004","0","0","31004004","90005","100277","0","0","100277"
"-50","0","0","5","0","0","0","400","94002","31004","bgm_M63","1.2","1","90","3","0","90002","3100402","bgm_M63","99002","40004","0","0","31004005","0","100283","501010041","0","100283"
"-50","0","0","1","0","0","0","500","94002","31005","bgm_M06","1.2","0.7","90","1","0","90002","3100501","bgm_M06","99002","40004","0","0","31005001","140001","101601","0","0","101601"
"-50","0","0","2","0","0","0","500","94002","31005","bgm_M06","1.2","0.85","90","1","0","90002","3100501","bgm_M06","99002","40004","0","0","31005002","140001","101601","0","0","101601"
"-50","0","0","3","0","0","0","600","94002","31005","bgm_M06","1.2","0.9","90","1","0","90002","3100501","bgm_M06","99002","40004","0","0","31005003","140001","101602","0","0","101602"
"-50","0","0","4","0","0","0","600","94002","31005","bgm_M06","1.2","1","90","1","0","90002","3100502","bgm_M06","99002","40004","0","90005","31005004","140001","101602","0","0","101602"
"-50","0","0","5","0","0","0","300","94002","31005","bgm_M63","1.6","1","90","3","0","90002","3100503","bgm_M63","99002","40004","0","0","31005005","140001","101611","501010051","0","101611"
"-50","94002","0","1","0","0","0","600","90002","31006","bgm_M06","1.2","0.7","90","1","0","99002","3100601","bgm_M06","20000","40004","0","25001","31006001","140001","102171","0","0","102171"
"-50","94002","0","2","0","0","0","600","90002","31006","bgm_M06","1.2","0.85","90","1","0","99002","3100601","bgm_M06","20000","40004","0","25001","31006002","140001","102172","0","0","102172"
"-50","94002","0","3","0","0","0","800","90002","31006","bgm_M06","1.2","0.9","90","1","0","99002","3100601","bgm_M06","20000","40004","0","25001","31006003","140001","102173","0","0","102173"
"-50","90005","0","4","0","0","0","800","90002","31006","bgm_M06","1.2","1","90","1","0","99002","3100602","bgm_M06","20000","40004","0","25001","31006004","140001","102172","0","0","102172"
"-50","94002","0","5","0","0","0","400","90002","31006","bgm_M63","1.3","1","90","3","0","99002","3100603","bgm_M63","20000","40004","0","25001","31006005","140001","102174","501010061","0","102174"
"-50","94002","0","1","0","0","0","700","90002","31007","bgm_M06","1.2","0.7","90","1","0","99002","3100701","bgm_M06","20000","40004","0","25001","31007001","140001","102741","0","0","102741"
"-50","94002","0","2","0","0","0","700","90002","31007","bgm_M06","1.2","0.85","90","1","0","99002","3100701","bgm_M06","20000","40004","0","25001","31007002","140001","102742","0","0","102742"
"-50","94002","0","3","0","0","0","1000","90002","31007","bgm_M06","1.2","0.9","90","1","0","99002","3100701","bgm_M06","20000","40004","0","25001","31007003","140001","102743","0","0","102743"
"-50","90005","0","4","0","0","0","1000","90002","31007","bgm_M06","1.2","1","90","1","0","99002","3100702","bgm_M06","20000","40004","0","25001","31007004","140001","102742","0","0","102742"
"-50","94002","1","5","0","0","0","500","90002","31007","bgm_M63","0.5","1","90","3","0","99002","3100703","bgm_M63","20000","40004","5.1","25001","31007005","140001","102751","501010071","1","102751"
"-50","94002","0","1","0","0","0","800","90002","31008","bgm_M06","1.2","0.7","90","1","0","99002","3100801","bgm_M06","20000","40004","0","25001","31008001","140001","103002","0","0","103002"
"-50","94002","0","2","0","0","0","800","90002","31008","bgm_M06","1.2","0.85","90","1","0","99002","3100801","bgm_M06","20000","40004","0","25001","31008002","140001","103002","0","0","103002"
"-50","94002","0","3","0","0","0","1200","90002","31008","bgm_M06","1.2","0.9","90","1","0","99002","3100801","bgm_M06","20000","40004","0","25001","31008003","140001","103002","0","0","103002"
"-50","90005","0","4","0","0","0","1200","90002","31008","bgm_M06","1.2","1","90","1","0","99002","3100802","bgm_M06","20000","40004","0","25001","31008004","140001","103002","0","0","103002"
"-50","94002","1","5","0","0","0","600","90002","31008","bgm_M63","1.3","1","90","4","0","99002","3100803","bgm_M63","20000","40004","2.9","25001","31008005","140001","103001","0","1","103001"
"-50","94002","0","1","0","0","0","900","90002","31009","bgm_M06","1.2","0.7","90","1","0","99002","3100901","bgm_M06","20000","40004","0","25001","31009001","140001","103222","0","0","103222"
"-50","94002","0","2","0","0","0","900","90002","31009","bgm_M06","1.2","0.85","90","1","0","99002","3100901","bgm_M06","20000","40004","0","25001","31009002","140001","103221","0","0","103221"
"-50","94002","0","3","0","0","0","1400","90002","31009","bgm_M06","1.2","0.9","90","1","0","99002","3100901","bgm_M06","20000","40004","0","25001","31009003","140001","103213","0","0","103213"
"-50","90005","0","4","0","0","0","1400","90002","31009","bgm_M06","1.2","1","90","1","0","99002","3100902","bgm_M06","20000","40004","0","25001","31009004","140001","103211","0","0","103211"
"-50","94002","0","5","1","0","0","700","90002","31009","bgm_M63","1.3","1","90","6","0","99002","3100903","bgm_M63","20000","40004","2.9","25001","31009005","140001","103232","0","1","103232"
"-50","94002","0","1","1","0","0","1400","90002","31010","bgm_M06","1.1","1","90","3","0","99002","3101001","bgm_M06","20000","40004","0","25001","31010001","140001","103371","501010105","1","103371"
"-50","94002","0","2","1","0","0","1400","90002","31010","bgm_M06","1.2","1","90","3","0","99002","3101001","bgm_M06","20000","40004","0","25001","31010002","140001","103372","501010106","1","103372"
"-50","94002","0","3","1","0","0","1400","90002","31010","bgm_M06","1.6","1","90","3","0","99002","3101001","bgm_M06","20000","40004","0","25001","31010003","140001","103373","501010107","1","103373"
"-50","90005","0","4","1","0","0","1400","90002","31010","bgm_M06","1.1","1","90","3","0","99002","3101002","bgm_M06","20000","40004","0","25001","31010004","140001","103374","501010108","1","103374"
"-50","94002","0","5","1","0","0","800","90002","31010","bgm_M63","1.3","1","90","6","0","99002","3101003","bgm_M63","20000","40004","0","25001","31010005","140001","103371","0","1","103371"
