0d711057c9c3868bf278a42185a50ff23b978068924172682f2ea626f0a3e4dd,bed21c3d6fdd9bc2e327d11c89677da49efa7bcaf430efbdd9d579e95eaa8230,367d24bddc2f390cc97559bb3865f5901c24cffe4e79d81ff8449739513b5d84,3841ffa463404b82df7687a8e77402f790ba2a5555c4844b8af797b2037bfebb,2a787d507a1e562c2bca5e259d054cd884a1e15fc4bb9d159a793964665184f9,df47169af690065c757ec56aaaa002e941525edc7712340ec53fb122bf9fa96b,22a78ae58951f95e7772e21d7090856a3bd22840227b946a170ff515fac4a8e2,2add04b464f0f7dad90047755c490667edeb96ad2900977da927e0ab39d9cc7d,733caf96d84b806e7a43f5d41e510b3773b9426f4fb4df6f662c8dc03302a219,8fdef3896b305fb1be1c93610e3784f943299644a636beaab2ceba9034dc88a5,80257b355b37ee01aa2ee5d9810339402f6c02ead2ac7e7190fc20af6430f56b
"10201","","0","3","100","idle_single","1","1102010032","0","0","spit_out"
"10201","","","93","1.4","","","1102010033","","","0"
"10201","","0","3","100","idle_single","1","1102010034","0.2","0","joy_single"
"10201","","","93","0.1","","","1102010035","","","0"
"10201","","","32","3","","","1102010036","","","1"
"10201","","","93","0.5","","","1102010037","","","0"
"10201","","","21","vo_caravan","0","","1102010038","","0","vo_caravan_event_002_002"
"10201","","","93","1.3","","","1102010039","","","0"
"10201","","","101","1102010041","","","1102010040","","","0"
"10201","","","35","4","","","1102010041","","","1"
"10201","","","32","4","","","1102010042","","","1"
"10201","","","32","20","","","1102010043","","","1"
"10201","","","32","1","","","1102010044","","","0"
"10201","","","93","0.4","","","1102010045","","","0"
"10201","","","92","","","","1102010046","","",""
"10201","","","35","30","","","1102010047","","","1"
"10201","","","32","30","","","1102010048","","","1"
"10201","","","93","0.2","","","1102010049","","","0"
"10201","","0","6","1","1","0","1102010050","0","1","1"
"10201","","0","6","2","1","0","1102010051","0","1","1"
"10201","","0","6","100","1","0","1102010052","0","1","1"
"10201","","","32","0","","","1102010053","","","0"
"10201","","","32","2","","","1102010054","","","0"
"10201","","","32","3","","","1102010055","","","0"
"10201","","","32","4","","","1102010056","","","0"
"10201","","","32","10","","","1102010057","","","0"
"10201","","","93","0.3","","","1102010058","","","0"
"10202","empty","0","5","2","-205","-325","1102020001","0.9","50","1"
"10202","empty","0","5","102000","-205","-325","1102020002","0.9","58","2"
"10202","idle_single","0","5","100","1500","-263","1102020003","0.6","54","100"
"10202","","","31","102000","0","1","1102020004","0","0","0"
"10202","","","31","102001","-263","1","1102020005","0","1500","1"
"10202","","","31","102002","0","1","1102020006","0","0","2"
"10202","","","31","102003","-136","1","1102020007","0","-132","3"
"10202","","","31","102005","0","1","1102020008","0","0","4"
"10202","","","31","1","0","1","1102020009","0","0","10"
"10202","","","31","2","0","1","1102020010","0","0","20"
"10202","","","31","3","0","1","1102020011","0","0","30"
"10202","","","91","0","","","1102020012","","","0"
"10202","","","32","0","","","1102020013","","","1"
"10202","","","32","10","","","1102020014","","","1"
"10202","","","23","se_caravan","","","1102020015","","0","se_caravan_dice_get_intro"
"10202","","","3","1","","","1102020016","0","1","getDice_idle"
"10202","","0","3","100","eat_loop","1","1102020017","0","0","run_getDice"
"10202","","","32","1","","","1102020018","","","1"
"10202","","","2","100","2","11","1102020019","","-263","344"
"10202","","","33","1","2","11","1102020020","","-263","344"
"10202","","","32","2","","","1102020021","","","1"
"10202","","","93","1.7","","","1102020022","","","0"
"10202","","0","3","1","","","1102020023","0.2","1","getDice_curious"
"10202","","","21","vo_caravan","0","","1102020024","","0","vo_caravan_event_003_000"
"10202","","","93","1.5","","","1102020025","","","0"
"10202","","","23","se_caravan","","","1102020026","","0","se_caravan_dice_get_outro_2"
"10202","","","21","vo_caravan","0","","1102020027","","0","vo_caravan_event_003_001"
"10202","","0","3","100","idle_single","1","1102020028","0.1","0","spit_in"
"10202","","","3","2","","","1102020029","0","0","getDice_2"
"10202","","","3","1","","","1102020030","0.1","0","getDice_panic_2"
"10202","","","93","2.5","","","1102020031","","","0"
"10202","","0","3","100","idle_single","1","1102020032","0.2","0","joy_single"
"10202","","","93","0.5","","","1102020033","","","0"
"10202","","","21","vo_caravan","0.1","","1102020034","","0","vo_caravan_event_003_002"
"10202","","","93","0.1","","","1102020035","","","0"
"10202","","","32","3","","","1102020036","","","1"
"10202","","","93","1.6","","","1102020037","","","0"
"10202","","","101","1102020039","","","1102020038","","","0"
"10202","","","35","4","","","1102020039","","","1"
"10202","","","32","4","","","1102020040","","","1"
"10202","","","32","20","","","1102020041","","","1"
"10202","","","32","1","","","1102020042","","","0"
"10202","","","93","0.4","","","1102020043","","","0"
"10202","","","92","","","","1102020044","","",""
"10202","","","35","30","","","1102020045","","","1"
"10202","","","32","30","","","1102020046","","","1"
"10202","","","93","0.2","","","1102020047","","","0"
"10202","","0","6","1","1","0","1102020048","0","1","1"
"10202","","0","6","2","1","0","1102020049","0","1","1"
"10202","","0","6","100","1","0","1102020050","0","1","1"
"10202","","","32","0","","","1102020051","","","0"
"10202","","","32","2","","","1102020052","","","0"
"10202","","","32","3","","","1102020053","","","0"
"10202","","","32","4","","","1102020054","","","0"
"10202","","","32","10","","","1102020055","","","0"
"10202","","","32","20","","","1102020056","","","0"
"10202","","","93","0.3","","","1102020057","","","0"
"10301","magicitem_1","0","5","1","0","0","1103010001","1","20","1"
"10301","magicitem_2","0","5","2","0","0","1103010002","1","19","2"
"10301","magicitem_3","0","5","3","0","0","1103010003","1","18","3"
"10301","magicitem_kyaru","0","5","103000","0","0","1103010004","1","21","4"
"10301","","","31","103000","0","1","1103010005","0","0","10"
"10301","","","31","103001","0","1","1103010006","0","0","11"
"10301","","","31","103002","0","1","1103010007","0","0","12"
"10301","","","31","103003","0","1","1103010008","0","0","13"
"10301","","","31","103007","0","1","1103010009","0","0","14"
"10301","","","31","103011","0","1","1103010010","0","0","19"
"10301","","","31","1","0","1","1103010011","1","0","15"
"10301","","","31","2","0","1","1103010012","0","0","16"
"10301","","","31","3","0","1","1103010013","0","0","17"
"10301","","","31","4","0","1","1103010014","0","0","18"
"10301","","","35","18","0","1","1103010015","1","0","0"
"10301","","","32","18","","","1103010016","","","1"
"10301","","","91","0","","","1103010017","","","0"
"10301","","","32","10","","","1103010018","","","1"
"10301","","","32","11","","","1103010019","","","1"
"10301","","","32","12","","","1103010020","","","1"
"10301","","","32","13","","","1103010021","","","1"
"10301","","","32","19","","","1103010022","","","1"
"10301","","","3","1","","","1103010023","0","0","magicitem_1"
"10301","","","3","2","","","1103010024","0","0","magicitem_2"
"10301","","","3","3","","","1103010025","0","0","magicitem_3"
"10301","","","3","4","","","1103010026","0","0","magicitem_kyaru"
"10301","","","21","vo_caravan","2.17","","1103010027","","0","vo_caravan_event_004_000"
"10301","","","21","vo_caravan","3.2","","1103010028","","1","vo_caravan_event_004_001"
"10301","","","21","vo_caravan","4.9","","1103010029","","2","vo_caravan_event_004_002"
"10301","","","93","7","","","1103010030","","","0"
"10301","","","32","18","","","1103010031","","","0"
"10301","","","93","0.67","","","1103010032","","","0"
"10301","","","101","1103010034","","","1103010033","","","1"
"10301","","","35","14","","","1103010034","","","1"
"10301","","","32","14","","","1103010035","","","1"
"10301","","","32","16","","","1103010036","","","1"
"10301","","","32","19","","","1103010037","","","0"
"10301","","","35","18","","","1103010038","","","1"
"10301","","","93","0.4","","","1103010039","","","0"
"10301","","","92","","","","1103010040","","",""
"10301","","","35","17","","","1103010041","","","1"
"10301","","","32","17","","","1103010042","","","1"
"10301","","","93","0.2","","","1103010043","","","0"
"10301","","0","6","1","0","0","1103010044","0.01","0","0"
"10301","","0","6","2","0","0","1103010045","0.01","0","0"
"10301","","0","6","3","0","0","1103010046","0.01","0","0"
"10301","","0","6","4","0","0","1103010047","0.01","0","0"
"10301","","","32","10","","","1103010048","","","0"
"10301","","","32","11","","","1103010049","","","0"
"10301","","","32","12","","","1103010050","","","0"
"10301","","","32","13","","","1103010051","","","0"
"10301","","","32","14","","","1103010052","","","0"
"10301","","","32","15","","","1103010053","","","0"
"10301","","","32","16","","","1103010054","","","0"
"10301","","","32","18","","","1103010055","","","0"
"10301","","","93","0.3","","","1103010056","","","0"
"10302","magicitem_1","0","5","4","0","0","1103020001","1","20","1"
"10302","magicitem_2","0","5","3","0","0","1103020002","1","19","2"
"10302","magicitem_3","0","5","1","0","0","1103020003","1","18","3"
"10302","magicitem_pekorine","0","5","103000","0","0","1103020004","1","21","4"
"10302","","","31","103000","0","1","1103020005","0","0","10"
"10302","","","31","103001","0","1","1103020006","0","0","11"
"10302","","","31","103002","0","1","1103020007","0","0","12"
"10302","","","31","103004","9","1","1103020008","0","-25","13"
"10302","","","31","103008","0","1","1103020009","0","0","14"
"10302","","","31","103011","0","1","1103020010","0","0","19"
"10302","","","31","1","0","1","1103020011","1","0","15"
"10302","","","31","2","0","1","1103020012","0","0","16"
"10302","","","31","3","0","1","1103020013","0","0","17"
"10302","","","31","4","0","1","1103020014","0","0","18"
"10302","","","35","18","0","1","1103020015","1","0","0"
"10302","","","32","18","","","1103020016","","","1"
"10302","","","91","0","","","1103020017","","","0"
"10302","","","32","10","","","1103020018","","","1"
"10302","","","32","11","","","1103020019","","","1"
"10302","","","32","12","","","1103020020","","","1"
"10302","","","32","13","","","1103020021","","","1"
"10302","","","32","19","","","1103020022","","","1"
"10302","","","3","1","","","1103020023","0","0","magicitem_1"
"10302","","","3","2","","","1103020024","0","0","magicitem_2"
"10302","","","3","3","","","1103020025","0","0","magicitem_3"
"10302","","","3","4","","","1103020026","0","0","magicitem_pekorine"
"10302","","","21","vo_caravan","2.17","","1103020027","","0","vo_caravan_event_006_000"
"10302","","","21","vo_caravan","3.2","","1103020028","","1","vo_caravan_event_006_001"
"10302","","","21","vo_caravan","4.9","","1103020029","","2","vo_caravan_event_006_002"
"10302","","","93","7","","","1103020030","","","0"
"10302","","","32","18","","","1103020031","","","0"
"10302","","","93","0.67","","","1103020032","","","0"
"10302","","","101","1103020034","","","1103020033","","","1"
"10302","","","35","14","","","1103020034","","","1"
"10302","","","32","14","","","1103020035","","","1"
"10302","","","32","16","","","1103020036","","","1"
"10302","","","32","19","","","1103020037","","","0"
"10302","","","35","18","","","1103020038","","","1"
"10302","","","93","0.4","","","1103020039","","","0"
"10302","","","92","","","","1103020040","","",""
"10302","","","35","17","","","1103020041","","","1"
"10302","","","32","17","","","1103020042","","","1"
"10302","","","93","0.2","","","1103020043","","","0"
"10302","","0","6","1","0","0","1103020044","0.01","0","0"
"10302","","0","6","2","0","0","1103020045","0.01","0","0"
"10302","","0","6","3","0","0","1103020046","0.01","0","0"
"10302","","0","6","4","0","0","1103020047","0.01","0","0"
"10302","","","32","10","","","1103020048","","","0"
"10302","","","32","11","","","1103020049","","","0"
"10302","","","32","12","","","1103020050","","","0"
"10302","","","32","13","","","1103020051","","","0"
"10302","","","32","14","","","1103020052","","","0"
"10302","","","32","15","","","1103020053","","","0"
"10302","","","32","16","","","1103020054","","","0"
"10302","","","32","18","","","1103020055","","","0"
"10302","","","93","0.3","","","1103020056","","","0"
"10303","magicitem_1","0","5","3","0","0","1103030001","1","20","1"
"10303","magicitem_2","0","5","1","0","0","1103030002","1","19","2"
"10303","magicitem_3","0","5","2","0","0","1103030003","1","18","3"
"10303","magicitem_kokkoro","0","5","103000","0","0","1103030004","1","21","4"
"10303","","","31","103000","0","1","1103030005","0","0","10"
"10303","","","31","103001","0","1","1103030006","0","0","11"
"10303","","","31","103002","0","1","1103030007","0","0","12"
"10303","","","31","103005","-35","1","1103030008","0","8","13"
"10303","","","31","103009","0","1","1103030009","0","0","14"
"10303","","","31","103012","0","1","1103030010","0","0","19"
"10303","","","31","1","0","1","1103030011","1","0","15"
"10303","","","31","2","0","1","1103030012","0","0","16"
"10303","","","31","3","0","1","1103030013","0","0","17"
"10303","","","31","4","0","1","1103030014","0","0","18"
"10303","","","35","18","0","1","1103030015","1","0","0"
"10303","","","32","18","","","1103030016","","","1"
"10303","","","91","0","","","1103030017","","","0"
"10303","","","32","10","","","1103030018","","","1"
"10303","","","32","11","","","1103030019","","","1"
"10303","","","32","12","","","1103030020","","","1"
"10303","","","32","13","","","1103030021","","","1"
"10303","","","32","19","","","1103030022","","","1"
"10303","","","3","1","","","1103030023","0","0","magicitem_1"
"10303","","","3","2","","","1103030024","0","0","magicitem_2"
"10303","","","3","3","","","1103030025","0","0","magicitem_3"
"10303","","","3","4","","","1103030026","0","0","magicitem_kokkoro"
"10303","","","21","vo_caravan","2.17","","1103030027","","0","vo_caravan_event_005_000"
"10303","","","21","vo_caravan","3.2","","1103030028","","1","vo_caravan_event_005_001"
"10303","","","21","vo_caravan","4.9","","1103030029","","2","vo_caravan_event_005_002"
"10303","","","93","7","","","1103030030","","","0"
"10303","","","32","18","","","1103030031","","","0"
"10303","","","93","0.67","","","1103030032","","","0"
"10303","","","101","1103030034","","","1103030033","","","1"
"10303","","","35","14","","","1103030034","","","1"
"10303","","","32","14","","","1103030035","","","1"
"10303","","","32","16","","","1103030036","","","1"
"10303","","","32","19","","","1103030037","","","0"
"10303","","","35","18","","","1103030038","","","1"
"10303","","","93","0.4","","","1103030039","","","0"
"10303","","","92","","","","1103030040","","",""
"10303","","","35","17","","","1103030041","","","1"
"10303","","","32","17","","","1103030042","","","1"
"10303","","","93","0.2","","","1103030043","","","0"
"10303","","0","6","1","0","0","1103030044","0.01","0","0"
"10303","","0","6","2","0","0","1103030045","0.01","0","0"
"10303","","0","6","3","0","0","1103030046","0.01","0","0"
"10303","","0","6","4","0","0","1103030047","0.01","0","0"
"10303","","","32","10","","","1103030048","","","0"
"10303","","","32","11","","","1103030049","","","0"
"10303","","","32","12","","","1103030050","","","0"
"10303","","","32","13","","","1103030051","","","0"
"10303","","","32","14","","","1103030052","","","0"
"10303","","","32","15","","","1103030053","","","0"
"10303","","","32","16","","","1103030054","","","0"
"10303","","","32","18","","","1103030055","","","0"
"10303","","","93","0.3","","","1103030056","","","0"
"10304","magicitem_1","0","5","1","0","0","1103040001","1","20","1"
"10304","magicitem_2","0","5","2","0","0","1103040002","1","19","2"
"10304","magicitem_3","0","5","4","0","0","1103040003","1","18","3"
"10304","magicitem_kyaru","0","5","103000","0","0","1103040004","1","21","4"
"10304","","","31","103000","0","1","1103040005","0","0","10"
"10304","","","31","103001","0","1","1103040006","0","0","11"
"10304","","","31","103002","0","1","1103040007","0","0","12"
"10304","","","31","103006","0","1","1103040008","0","0","13"
"10304","","","31","103010","0","1","1103040009","0","0","14"
"10304","","","31","103011","0","1","1103040010","0","0","19"
"10304","","","31","1","0","1","1103040011","1","0","15"
"10304","","","31","2","0","1","1103040012","0","0","16"
"10304","","","31","3","0","1","1103040013","0","0","17"
"10304","","","31","4","0","1","1103040014","0","0","18"
"10304","","","35","18","0","1","1103040015","1","0","0"
"10304","","","32","18","","","1103040016","","","1"
"10304","","","91","0","","","1103040017","","","0"
"10304","","","32","10","","","1103040018","","","1"
"10304","","","32","11","","","1103040019","","","1"
"10304","","","32","12","","","1103040020","","","1"
"10304","","","32","13","","","1103040021","","","1"
"10304","","","32","19","","","1103040022","","","1"
"10304","","","3","1","","","1103040023","0","0","magicitem_1"
"10304","","","3","2","","","1103040024","0","0","magicitem_2"
"10304","","","3","3","","","1103040025","0","0","magicitem_3"
"10304","","","3","4","","","1103040026","0","0","magicitem_kyaru2"
"10304","","","21","vo_caravan","2.17","","1103040027","","0","vo_caravan_event_007_000"
"10304","","","21","vo_caravan","3.2","","1103040028","","1","vo_caravan_event_007_001"
"10304","","","21","vo_caravan","4.9","","1103040029","","2","vo_caravan_event_007_002"
"10304","","","93","7","","","1103040030","","","0"
"10304","","","32","18","","","1103040031","","","0"
"10304","","","93","0.67","","","1103040032","","","0"
"10304","","","101","1103040034","","","1103040033","","","1"
"10304","","","35","14","","","1103040034","","","1"
"10304","","","32","14","","","1103040035","","","1"
"10304","","","32","16","","","1103040036","","","1"
"10304","","","32","19","","","1103040037","","","0"
"10304","","","35","18","","","1103040038","","","1"
"10304","","","93","0.4","","","1103040039","","","0"
"10304","","","92","","","","1103040040","","",""
"10304","","","35","17","","","1103040041","","","1"
"10304","","","32","17","","","1103040042","","","1"
"10304","","","93","0.2","","","1103040043","","","0"
"10304","","0","6","1","0","0","1103040044","0.01","0","0"
"10304","","0","6","2","0","0","1103040045","0.01","0","0"
"10304","","0","6","3","0","0","1103040046","0.01","0","0"
"10304","","0","6","4","0","0","1103040047","0.01","0","0"
"10304","","","32","10","","","1103040048","","","0"
"10304","","","32","11","","","1103040049","","","0"
"10304","","","32","12","","","1103040050","","","0"
"10304","","","32","13","","","1103040051","","","0"
"10304","","","32","14","","","1103040052","","","0"
"10304","","","32","15","","","1103040053","","","0"
"10304","","","32","16","","","1103040054","","","0"
"10304","","","32","18","","","1103040055","","","0"
"10304","","","93","0.3","","","1103040056","","","0"
"10401","empty","0","5","3","-250","-270","1104010001","0.95","55","1"
"10401","empty","0","5","104000","-250","-270","1104010002","0.95","57","2"
"10401","empty","0","5","5","150","-260","1104010003","0.95","50","3"
"10401","empty","0","5","5","150","-260","1104010004","0.95","52","4"
"10401","","","31","104000","0","1","1104010005","0","220","0"
"10401","","","31","104001","0","1","1104010006","0","0","1"
"10401","","","31","104002","-235","1","1104010007","0","-225","2"
"10401","","","31","104003","0","1","1104010008","0","0","3"
"10401","","","31","104004","0","1","1104010009","0","0","4"
"10401","","","31","104006","0","1","1104010010","0","400","6"
"10401","","","31","1","0","1","1104010011","0","0","10"
"10401","","","31","2","0","1","1104010012","0","0","20"
"10401","","","31","3","0","1","1104010013","0","0","30"
"10401","","","31","5","0","1","1104010014","0","0","50"
"10401","","","91","0","","","1104010015","","","0"
"10401","","","32","50","","","1104010016","","","1"
"10401","","","32","0","","","1104010017","","","1"
"10401","","","32","10","","","1104010018","","","1"
"10401","","","93","0.5","","","1104010019","","","0"
"10401","","","23","se_caravan","","","1104010020","","0","se_caravan_event_kyaru_A"
"10401","","","21","vo_caravan","0.2","","1104010021","","0","vo_caravan_event_98011_000"
"10401","","","32","6","","","1104010022","","","1"
"10401","","0","3","3","","","1104010023","0","0","turnSkip_1_karin"
"10401","","0","3","4","","","1104010024","0","0","turnSkip_1_pen"
"10401","","0","3","1","","","1104010025","0","0","turnSkip_1"
"10401","","0","3","2","","","1104010026","0","0","turnSkip_1"
"10401","","","33","0","0.7","8","1104010027","","0","0"
"10401","","","2","3","0.7","8","1104010028","","-260","-250"
"10401","","","2","4","0.7","8","1104010029","","-260","-250"
"10401","","","33","6","0.7","8","1104010030","","0","0"
"10401","","","93","4.3","","","1104010031","","","0"
"10401","","","23","se_caravan","","","1104010032","","0","se_caravan_event_kyaru_1turn_B"
"10401","","","21","vo_caravan","0.533","","1104010033","","0","vo_caravan_event_98011_001"
"10401","","","93","0.833","","","1104010034","","","0"
"10401","","","32","3","","","1104010035","","","1"
"10401","","","93","0.3003","","","1104010036","","","0"
"10401","","","32","1","","","1104010037","","","1"
"10401","","","93","1.0337","","","1104010038","","","0"
"10401","","","21","vo_caravan","","","1104010039","","0","vo_caravan_event_98011_002"
"10401","","","32","2","","","1104010040","","","1"
"10401","","","93","0.833","","","1104010041","","","0"
"10401","","","101","1104010043","","","1104010042","","","0"
"10401","","","35","4","","","1104010043","","","1"
"10401","","","32","4","","","1104010044","","","1"
"10401","","","32","20","","","1104010045","","","1"
"10401","","","93","0.4","","","1104010046","","","0"
"10401","","","92","","","","1104010047","","",""
"10401","","","35","30","","","1104010048","","","1"
"10401","","","32","30","","","1104010049","","","1"
"10401","","","93","0.2","","","1104010050","","","0"
"10401","","0","6","1","1","0","1104010051","0","1","1"
"10401","","0","6","2","1","0","1104010052","0","1","1"
"10401","","0","6","3","1","0","1104010053","0","1","1"
"10401","","0","6","4","1","0","1104010054","0","1","1"
"10401","","","32","0","","","1104010055","","","0"
"10401","","","32","1","","","1104010056","","","0"
"10401","","","32","2","","","1104010057","","","0"
"10401","","","32","3","","","1104010058","","","0"
"10401","","","32","4","","","1104010059","","","0"
"10401","","","32","6","","","1104010060","","","0"
"10401","","","32","10","","","1104010061","","","0"
"10401","","","32","20","","","1104010062","","","0"
"10401","","","32","50","","","1104010063","","","0"
"10401","","","93","0.3","","","1104010064","","","0"
"10402","empty","0","5","3","-250","-270","1104020001","0.95","55","1"
"10402","empty","0","5","104000","-250","-270","1104020002","0.95","57","2"
"10402","empty","0","5","5","100","-260","1104020003","0.95","50","3"
"10402","empty","0","5","5","100","-260","1104020004","0.95","52","4"
"10402","","","31","104000","0","1","1104020005","0","220","0"
"10402","","","31","104001","0","1","1104020006","0","0","1"
"10402","","","31","104002","-245","1","1104020007","0","-205","2"
"10402","","","31","104003","0","1","1104020008","0","0","3"
"10402","","","31","104005","0","1","1104020009","0","0","5"
"10402","","","31","104006","0","1","1104020010","0","265","6"
"10402","","","31","1","0","1","1104020011","0","0","10"
"10402","","","31","2","0","1","1104020012","0","0","20"
"10402","","","31","3","0","1","1104020013","0","0","30"
"10402","","","31","5","0","1","1104020014","0","0","50"
"10402","","","91","0","","","1104020015","","","0"
"10402","","","32","50","","","1104020016","","","1"
"10402","","","32","0","","","1104020017","","","1"
"10402","","","32","10","","","1104020018","","","1"
"10402","","","93","0.5","","","1104020019","","","0"
"10402","","","23","se_caravan","","","1104020020","","0","se_caravan_event_kyaru_A"
"10402","","","21","vo_caravan","0.2","","1104020021","","0","vo_caravan_event_98012_000"
"10402","","","32","6","","","1104020022","","","1"
"10402","","0","3","3","","","1104020023","0","0","turnSkip_2_karin"
"10402","","0","3","4","","","1104020024","0","0","turnSkip_2_pen"
"10402","","0","3","1","","","1104020025","0","0","turnSkip_2"
"10402","","0","3","2","","","1104020026","0","0","turnSkip_2"
"10402","","","33","0","0.7","8","1104020027","","0","0"
"10402","","","2","3","0.7","8","1104020028","","-260","-250"
"10402","","","2","4","0.7","8","1104020029","","-260","-250"
"10402","","","33","6","0.7","8","1104020030","","0","0"
"10402","","","93","4.3","","","1104020031","","","0"
"10402","","","23","se_caravan","","","1104020032","","0","se_caravan_event_kyaru_2turn_B"
"10402","","","21","vo_caravan","0.63","","1104020033","","0","vo_caravan_event_98012_001"
"10402","","","21","vo_caravan","2.2","","1104020034","","0","vo_caravan_event_98012_002"
"10402","","","93","2.5","","","1104020035","","","0"
"10402","","","32","3","","","1104020036","","","1"
"10402","","","93","0.3","","","1104020037","","","0"
"10402","","","32","1","","","1104020038","","","1"
"10402","","","93","1.067","","","1104020039","","","0"
"10402","","","21","vo_caravan","","","1104020040","","0","vo_caravan_event_98012_003"
"10402","","","32","2","","","1104020041","","","1"
"10402","","","93","0.933","","","1104020042","","","0"
"10402","","","101","1104020044","","","1104020043","","","0"
"10402","","","35","5","","","1104020044","","","1"
"10402","","","32","5","","","1104020045","","","1"
"10402","","","32","20","","","1104020046","","","1"
"10402","","","93","0.4","","","1104020047","","","0"
"10402","","","92","","","","1104020048","","",""
"10402","","","35","30","","","1104020049","","","1"
"10402","","","32","30","","","1104020050","","","1"
