d831a0d868c402cbdf5306fa27a2f183615ca9751bbc435a4d76f26a16edb01f,bdb6329e9cbe311be3d84237def530468e069be55c032d3e95b70c0a69560b21,9aed3f3c0d599114ff7678250fb63b9ac035f8d19221dc83e90ddc7356ad6a99,f7d0810332e24ea71ffc3a20201eb69e82e1d7b4db5197afa8d519b8fb537e9f,79aa7f69d8cbd42e8b1dcf50737aa725b3d344f86e0f6295289c0985f54fa96d,e7b36fccfcdfce337ffd0aa0321c2c04259930d1ae9118aac1b2c75ddedf0e88,6815679f82da39039e57ebb322532d11d44d3b42dc8e0d54485d2f2b00a02946,7dbdc3fc178b805b093fe08d649f838ffa918025c42bb53af7909df65de45a33,ee2c20fd493aba136f17d0e28ce866ac6e7f7f996deeee8cbca6b79b17f8ac2a,833852a05dceb3fcfea7972ef0d4c836df4f1df1ebfa5710248c313611e34f2f,037d381a45de4ed26022d224c9f6baf98b06bfad2242ff757fc0d55a6fcd4b3d,3d7391fbcf1f3691db850cea5e1d34cb1d520ae0e763deab42eae8d02b74318a,8b31fe08aa9815d4aa0541e965736b5e6049485da6dee52c94c2bc7d9aad9d56,a7bac1b4f3ff14fd7940790d21ced1246d041751069e3d48112d54837b53997a,db65fc5241ee85dc1dd50faca0ec3052a2218c3350e8c106724bf414fdbed46e,9c5415a4c168438764e0124f429ad4c855703ae3274c1640e33868e9f97baf46,51ab019352402b121441df151e94ce2c83e35d81baea207b7002243c59d644f2,2002120d6726067178fa8cb4484d59809cbfd192a2f10594f47a40a37d7ff078
"54","8600","8600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"55","8700","8700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"56","8800","8800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"57","8900","8900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"58","9000","9000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"59","9100","9100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"60","9200","9200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"61","9300","9300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"62","9400","9400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"63","9500","9500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"64","9600","9600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"65","9700","9700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"66","9800","9800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"67","9900","9900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"68","10000","10000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"69","10100","10100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"70","10200","10200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"71","10300","10300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"72","10400","10400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"73","10500","10500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"74","10600","10600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"75","10700","10700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"76","10800","10800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"77","10900","10900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"78","11000","11000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"79","11100","11100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"80","11200","11200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"81","11300","11300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"82","11400","11400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"83","11500","11500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"84","11600","11600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"85","11700","11700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"86","11800","11800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"87","11900","11900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"88","12000","12000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"89","12100","12100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"90","12200","12200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"91","12300","12300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"92","12400","12400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"93","12500","12500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"94","12600","12600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"95","12700","12700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"96","12800","12800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"97","12900","12900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"98","13000","13000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"99","13100","13100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"100","13200","13200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"101","13300","13300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"102","13400","13400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"103","13500","13500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"104","13600","13600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"105","13700","13700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"106","13800","13800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"107","13900","13900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"108","14000","14000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"109","14100","14100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"110","14200","14200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"111","14300","14300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"112","14400","14400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"113","14500","14500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"114","14600","14600","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"115","14700","14700","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"116","14800","14800","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"117","14900","14900","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"118","15000","15000","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
