2a4191afe52db3fc7238dafed1b811c34bb42a3c24832db669aff9199b4dc84c,3d83b1a51379fd74add4fc65cc0e927a347a3af434c0db349bf1e41686ec00b1,a17a4d513ee429757ec75b01a4b0180dbe00a79d43c8d3322867e6b725e0f6ed,d70d0c333e893be4f8666f8a7ba5577450213f98700d834dcc69c69a3b4dd638,98407e90075362dea6e92240e453dcd3034fe4902305ffe3f97326402d51af33,ae3d2f95dc987c762fdff16c5c46f0ac4886f68f7e91e503350e8832bd1f7594,6f965a6737ec77356b1c9ba62a8d0221704c48b4e3870d6d4e7db4c703eb08f8,f8ad7b9dd4d7a0b57652a1ae674386a29473444310ba302e9646f0846f4f3f4f,1be0a9432a92f51ccfb41b1d45aaf375d36c31ac09ddb0b8990ee9841ad263cf,02fb9a4eb5e0670b8460a0de597e53cafd0c091fecec2c5a1202f8138a387ecd,2e4ae164101f34dbe0677d660ab666b1e5328364d50b674e90290b1e9eff2d77,0efadb3822eb74b86cc309e8c46999258fa2b7fa3ead70aff22a0afbc1073466,c0564d458ed4e93aeb1e44fe03f4f3258befe7065b42879930983a0f81df6d6e,d3ecd8112cb8c79566c5c974fd710f55856242182b498a4e61bbb5702e2ee2a0,20c9e050583e032eaea6d214b1cec01b2442141ca4c52de6386c1f15b9960ad9,72bc0049984fbf1b812bdf1f216d1d9125da1780dd595d4d38fe78816b1b063a,4643c8fa26d6c90dc64457064ce12b5889a2b4a54e18e9fde64cc2cb7faa74ca,b4424a1ff24c05b586dc0f56dbd53810946850fb29c266b04f21eb9654424d4b,fe66c5c8278dbe426799e6d142891f18b73edb36c15d911910c8b95ea73c1e39,641f430d1946faff09835c7d67f3bd69603e2dc069a85d3177d9a46df15b3899,1c278ce345adef9d960fdba89245b10a6913328c8867ba130aea80e86b0fc845,f462b1f9b37bce4921e539345f72a684ed7e5fb243100feffb3dcfc15532baeb,c078b01bdde1e2b272c2398f66498f2655e46a76b0c8bc3ec9996a7cc7815112,5d7b515290cd60a9e416e3756b3b14164cfe948beb2f8ea471b334bec3c31161,93a83fdfee48eeebc6765091476d15d49b0dd5e8d0e031deeca20701c603381a,4cb6260c7c725f673829853c8fedd2930023ca017ce9a865cd1189ae78709fbf,908974d54ca9a14feadcf1e009f6910f0e737ff2d2c1e70a592a48020f18a23b,1cdb58e49b6b8fd4560d48cc012b4d409e01fce284fa82ad390a0347c76d4611,0b02381d33c408a2ac42247ea71bb97ee0349f3a054f4d2d0d5346207c0b4360,2b58e18ace1234d0434be3c0d8d6f46a1c8b8621be9c166c963e9b595a9e15db,d1423693978c99ac74f8e5da67f0a62ff6903d48655dbd785ec6d0d8d4be015b,938a4dc94266ad51ca10b7994127790c03ba19b665cb833520fe7d8f42acba7a,c795f52ab12327f7bd19ac1ebdc93ece906f8076e3915e8698478f853e088af2,dd672cb605ee7188ee88eef26a7fad76468a1d3d186e344bcb1c17666d7632b2,a22e254303cbcf0e8b252efc41feb52fb403e9a2c284873205a723183b394e5a,21fb9f92074eabdc0ec43771351a8a33d7f5ae8faaa9cd30a432363463f6518b,c889f2c482669d29ef8cf9b7e22ab6d63a9ad66f9c28bb810f9970a409be7e63,7e7f2c1a3d0c91bf658adbde82c1e2275a93cd3f8e1eb5fc2afbeb3dfaff5f14,38150faf545f6d399ab72ec45d867c23235c351cdc60f4918605db34051a2706,a6e6c1f2acf7896d716493720bf66430f106de080ebaac56b25fb932ce938043,24099c933215a1e4ccc8ec3ba219820fa8204bf41fa5dfaad2370784989073bd,8093bf15fa351ae946655846d4c0fbfc54c5f73e83e97b7d7a5ccaf0ebc68a67,018d3aa3ef8257bfb0373435d8298296b7505b1033e6d5ca1d677dc14af7a3ff,525374a22d00e39faaa0dca04bf9ef324bac1e7c1b4dd6251e7f96032dae0af8
"-1","0","710021","1","0","10140105","401041221","2","38","3","2.5","0","0","1004107","1004108","0.06","100000","0","2","401041241","10140103","401041211","0","0","10140102","401041251","0","1014","401041231","0","1004106","2","11","3","10140101","0","0","2.5","10140104","0","1004110","1004109","12","0"
"1","0","710031","1","0","10150105","401041271","1","39","1.5","1.3","0","0","1004102","1004103","0.03","100000","0","1","401041291","10150103","401041261","0","0","10150102","401041301","0","1015","401041281","0","1004101","1","1","1","10150101","0","0","1.3","10150104","0","1004105","1004104","2","0"
"3","0","710031","1","0","10150105","401041271","1","40","1.5","1.3","0","0","1004107","1004108","0.03","100000","0","1","401041291","10150103","401041261","0","0","10150102","401041301","0","1015","401041281","0","1004106","1","2","1","10150101","0","0","1.3","10150104","0","1004110","1004109","2","0"
"10","0","710031","1","0","10150105","401041321","2","41","2","1.8","0","0","1004102","1004103","0.06","100000","0","1.4","401041341","10150103","401041311","0","0","10150102","401041351","0","1015","401041331","0","1004101","1.4","4","2","10150101","0","0","1.8","10150104","0","1004105","1004104","5","0"
"-1","0","710031","1","0","10150105","401041371","2","42","3","2.5","0","0","1004107","1004108","0.06","100000","0","2","401041391","10150103","401041361","0","0","10150102","401041401","0","1015","401041381","0","1004106","2","11","3","10150101","0","0","2.5","10150104","0","1004110","1004109","12","0"
"1","0","710041","1","0","10160105","401041571","1","43","1.5","1.3","0","0","1004102","1004103","0.03","100000","0","1","401041591","10160103","401041561","0","0","10160102","401041601","0","1016","401041581","0","1004101","1","1","1","10160101","0","0","1.3","10160104","0","1004105","1004104","2","0"
"3","0","710041","1","0","10160105","401041571","2","44","2","1.8","0","0","1004107","1004108","0.06","100000","0","1.4","401041591","10160103","401041561","0","0","10160102","401041601","0","1016","401041581","0","1004106","1.4","2","2","10160101","0","0","1.8","10160104","0","1004110","1004109","3","0"
"4","0","710041","1","0","10160105","401041621","2","45","2","1.8","0","0","1004112","1004113","0.06","100000","0","1.4","401041641","10160103","401041611","0","0","10160102","401041651","0","1016","401041631","0","1004111","1.4","4","3","10160101","0","0","1.8","10160104","0","1004115","1004114","5","0"
"-1","0","710041","1","0","10160105","401041671","2","46","3","2.5","0","0","1004116","1004116","0.06","100000","0","2","401041691","10160103","401041661","0","0","10160102","401041701","0","1016","401041681","0","1004116","2","5","3","10160101","0","0","2.5","10160104","0","1004116","1004116","5","0"
"1","0","710051","1","0","10170105","401041721","1","47","1.5","1.3","0","0","1004102","1004103","0.03","100000","0","1","401041741","10170103","401041711","0","0","10170102","401041751","0","1017","401041731","0","1004101","1","1","1","10170101","0","0","1.3","10170104","0","1004105","1004104","2","0"
"3","0","710051","1","0","10170105","401041721","1","48","1.5","1.3","0","0","1004107","1004108","0.03","100000","0","1","401041741","10170103","401041711","0","0","10170102","401041751","0","1017","401041731","0","1004106","1","2","2","10170101","0","0","1.3","10170104","0","1004110","1004109","3","0"
"10","0","710051","1","0","10170105","401041771","2","49","2","1.8","0","0","1004107","1004108","0.06","100000","0","1.4","401041791","10170103","401041761","0","0","10170102","401041801","0","1017","401041781","0","1004106","1.4","4","3","10170101","0","0","1.8","10170104","0","1004110","1004109","6","0"
"-1","0","710051","1","0","10170105","401041821","2","50","3","2.5","0","0","1004107","1004108","0.06","100000","0","2","401041841","10170103","401041811","0","0","10170102","401041851","0","1017","401041831","0","1004106","2","11","4","10170101","0","0","2.5","10170104","0","1004110","1004109","9","0"
"1","0","710061","1","0","10180105","401041871","1","51","1.5","1.3","0","0","1004102","1004103","0.03","100000","0","1","401041891","10180103","401041861","0","0","10180102","401041901","0","1018","401041881","0","1004101","1","1","1","10180101","0","0","1.3","10180104","0","1004105","1004104","2","0"
"3","0","710061","1","0","10180105","401041871","1","52","1.5","1.3","0","0","1004107","1004108","0.03","100000","0","1","401041891","10180103","401041861","0","0","10180102","401041901","0","1018","401041881","0","1004106","1","2","2","10180101","0","0","1.3","10180104","0","1004110","1004109","3","0"
"10","0","710061","1","0","10180105","401041921","2","53","2","1.8","0","0","1004107","1004108","0.06","100000","0","1.4","401041941","10180103","401041911","0","0","10180102","401041951","0","1018","401041931","0","1004106","1.4","4","3","10180101","0","0","1.8","10180104","0","1004110","1004109","6","0"
"-1","0","710061","1","0","10180105","401041971","2","54","3","2.5","0","0","1004107","1004108","0.06","100000","0","2","401041991","10180103","401041961","0","0","10180102","401042001","0","1018","401041981","0","1004106","2","11","4","10180101","0","0","2.5","10180104","0","1004110","1004109","9","0"
"1","0","710071","1","0","10190105","401042321","1","55","1.5","1.3","0","0","1004102","1004103","0.03","1000000","0","1","401042341","10190103","401042311","0","0","10190102","401042351","0","1019","401042331","0","1004101","1","1","1","10190101","0","0","1.3","10190104","0","1004105","1004104","2","0"
"3","0","710071","1","0","10190105","401042371","2","57","2","1.8","0","0","1004107","1004108","0.06","1000000","0","1.4","401042391","10190103","401042361","0","0","10190102","401042401","0","1019","401042381","0","1004106","1.4","2","2","10190101","0","0","1.8","10190104","0","1004110","1004109","3","0"
"4","0","710071","1","0","10190105","401042421","2","58","2","1.8","0","0","1004112","1004113","0.06","1000000","0","1.4","401042441","10190103","401042411","0","0","10190102","401042451","0","1019","401042431","0","1004111","1.4","4","3","10190101","0","0","1.8","10190104","0","1004115","1004114","5","0"
"-1","0","710071","1","0","10190105","401042421","2","59","3","2.5","0","0","1004116","1004116","0.06","1000000","0","2","401042441","10190103","401042411","0","0","10190102","401042451","0","1019","401042431","0","1004116","2","5","3","10190101","0","0","2.5","10190104","0","1004116","1004116","5","0"
"1","0","710081","1","0","10200105","401042621","1","60","1.5","1.3","0","0","1005102","1005103","0.03","1000000","0","1","401042641","10200103","401042611","0","0","10200102","401042651","0","1020","401042631","0","1005101","1","1","1","10200101","0","0","1.3","10200104","0","1005105","1005104","2","0"
"3","0","710081","1","0","10200105","401042671","2","61","2","1.8","0","0","1005107","1005108","0.06","1000000","0","1.4","401042691","10200103","401042661","0","0","10200102","401042701","0","1020","401042681","0","1005106","1.4","2","2","10200101","0","0","1.8","10200104","0","1005110","1005109","3","0"
"4","0","710081","1","0","10200105","401042721","2","62","2","1.8","0","0","1005112","1005113","0.06","1000000","0","1.4","401042741","10200103","401042711","0","0","10200102","401042751","0","1020","401042731","0","1005111","1.4","4","3","10200101","0","0","1.8","10200104","0","1005115","1005114","5","0"
"-1","0","710081","1","0","10200105","401042721","2","63","3","2.5","0","0","1005116","1005116","0.06","1000000","0","2","401042741","10200103","401042711","0","0","10200102","401042751","0","1020","401042731","0","1005116","2","5","3","10200101","0","0","2.5","10200104","0","1005116","1005116","5","0"
"1","0","710091","1","0","10210105","401042921","1","64","1.5","1.3","0","0","1006102","1006103","0.03","1000000","0","1","401042941","10210103","401042911","0","0","10210102","401042951","0","1021","401042931","0","1006101","1","1","1","10210101","0","0","1.3","10210104","0","1006105","1006104","2","0"
"3","0","710091","1","0","10210105","401042971","2","65","2","1.8","0","0","1006107","1006108","0.06","1000000","0","1.4","401042991","10210103","401042961","0","0","10210102","401043001","0","1021","401042981","0","1006106","1.4","2","2","10210101","0","0","1.8","10210104","0","1006110","1006109","3","0"
"4","0","710091","1","0","10210105","401043021","2","66","2","1.8","0","0","1006112","1006113","0.06","1000000","0","1.4","401043041","10210103","401043011","0","0","10210102","401043051","0","1021","401043031","0","1006111","1.4","4","3","10210101","0","0","1.8","10210104","0","1006115","1006114","5","0"
"-1","0","710091","1","0","10210105","401043021","2","67","3","2.5","0","0","1006116","1006116","0.06","1000000","0","2","401043041","10210103","401043011","0","0","10210102","401043051","0","1021","401043031","0","1006116","2","5","3","10210101","0","0","2.5","10210104","0","1006116","1006116","5","0"
"1","0","710101","1","0","10220105","401043271","1","68","1.5","1.3","0","0","1007102","1007103","0.03","1000000","0","1.2","401043291","10220103","401043261","0","0","10220102","401043301","0","1022","401043281","0","1007101","1.2","1","1","10220101","0","0","1.4","10220104","0","1007105","1007104","2","0"
"3","0","710101","1","0","10220105","401043321","2","69","2","1.8","0","0","1007107","1007108","0.06","1000000","0","1.6","401043341","10220103","401043311","0","0","10220102","401043351","0","1022","401043331","0","1007106","1.6","2","2","10220101","0","0","1.9","10220104","0","1007110","1007109","3","0"
"4","0","710101","1","0","10220105","401043371","2","70","2.6","2.4","0","0","1007112","1007113","0.06","1000000","0","2","401043391","10220103","401043361","0","0","10220102","401043401","0","1022","401043381","0","1007111","2","4","3","10220101","0","0","2.4","10220104","0","1007115","1007114","5","0"
"-1","0","710101","1","0","10220105","401043371","2","71","2.6","2.4","0","0","1007116","1007116","0.06","1000000","0","2","401043391","10220103","401043361","0","0","10220102","401043401","0","1022","401043381","0","1007116","2","5","3","10220101","0","0","2.4","10220104","0","1007116","1007116","5","0"
"1","0","710111","1","0","10230105","401043621","1","72","1.5","1.3","0","0","1008102","1008103","0.03","1000000","0","1.2","401043641","10230103","401043611","0","0","10230102","401043651","0","1023","401043631","0","1008101","1.2","1","1","10230101","0","0","1.4","10230104","0","1008105","1008104","2","0"
"3","0","710111","1","0","10230105","401043671","2","73","2","1.8","0","0","1008107","1008108","0.06","1000000","0","1.6","401043691","10230103","401043661","0","0","10230102","401043701","0","1023","401043681","0","1008106","1.6","2","2","10230101","0","0","1.9","10230104","0","1008110","1008109","3","0"
"4","0","710111","1","0","10230105","401043721","2","74","2.6","2.4","0","0","1008112","1008113","0.06","1000000","0","2","401043741","10230103","401043711","0","0","10230102","401043751","0","1023","401043731","0","1008111","2","4","3","10230101","0","0","2.4","10230104","0","1008115","1008114","5","0"
"-1","0","710111","1","0","10230105","401043721","2","75","2.6","2.4","0","0","1008116","1008116","0.06","1000000","0","2","401043741","10230103","401043711","0","0","10230102","401043751","0","1023","401043731","0","1008116","2","5","3","10230101","0","0","2.4","10230104","0","1008116","1008116","5","0"
"1","0","710121","1","0","10240105","401043971","1","76","1.5","1.3","0","0","1009102","1009103","0.03","1000000","0","1.2","401043991","10240103","401043961","0","0","10240102","401044001","0","1024","401043981","0","1009101","1.2","1","1","10240101","0","0","1.4","10240104","0","1009105","1009104","1","0"
"3","0","710121","1","0","10240105","401044021","2","77","1.5","1.3","0","0","1009107","1009108","0.06","1000000","0","1.2","401044041","10240103","401044011","0","0","10240102","401044051","0","1024","401044031","0","1009106","1.2","2","2","10240101","0","0","1.4","10240104","0","1009110","1009109","2","0"
"4","0","710121","1","0","10240105","401044071","2","78","2","1.8","0","0","1009112","1009113","0.06","1000000","0","1.6","401044091","10240103","401044061","0","0","10240102","401044101","0","1024","401044081","0","1009111","1.6","4","3","10240101","0","0","1.9","10240104","0","1009115","1009114","4","0"
