89e3f16b2aaefc3a52fd8a7dc1e768c7c914a6c0193acea9074eb391e98a4ae8,21fc91f20c42b4133c68819cce9309b1a90187d51f3b5d686d6489ca248f45e1,5b58e35d930111f23d00dd4eb5c905d1fd22877c6ab632b97e355d0f5eea7bcb,d5fd4ca4f75455ce099b5878621b05e218fe31380aff4285c58268ac9f39c23c,4e83117088315c61172520fa66ca2e2c393c67da567b520ea82e1fe8ffc18459,adf18cbd27fe873bc8934d6d865540ecc0585883269daa280baf3de91e3bd2c0,b2b7530e350c5d5c84d111776e9b6c620f962fda3878a7da4ace96d9de57fd28,665a23618a60f949c603de1fe2c60e9d3a5ac9496fd79bab82daa4080133c216,74b334f90fec22fb53eb52eb51959fd9f85faf8bfae256077abbd4a09cf07e33,b158d122d48b5c493670f7b263224fad04fd2503c8bab9f8e73176da1f55cca7,82c0bffc270c0773020ee52f22cba7231cb4c628fbe44063ad1556a87fa0a7a1,43558620a837f4760369b6903f31de2c433e7e099fb3772da41cc57272c06a42,b1aab50063861f2620cd764f0e84b2d1cdff0c74469a74941edcafe9f0f3f203,26b1b9218e2899b956eeb97bcb63a891be88d941a5c2cfe994d4406b5f6daa67,e35fb4b771227c39ec27b288af4cdeae228ba27ee6a652fac703a9186770e47f,f1a61ca483b53203d5fbafcadc175531e39ef353e89db252d88958566e97d912,4e0b036da51111903d144c15f5f19efc29d0c484077cf9420b5a53e205f253c5,260385591ef221dce23061e4b44efdc39b19c1a420d497bca7602b046bde6aa6,d2d415383c1098717df02d52db2a8d41a1d1753ca4d5ce756e348872fcdfefe6,1ac0d408be67696e4da6b2aa1dc78745b43cd3e0f25710c08cc985e5440d0053,b1ce5ba48c730099dbd78391d016b59a6f24e32b1d48ba44517529a7fbedf9a3,9b83f2ef2da4503e67605202c42948e0da83caae41014b1cc791f4f360ff2a51,0818cdd6c5415fae5b64fdd38f025d4997f763d5b2249803c2c6d57b92ce6951,6f5b14eaa2d42f2dcf0809e87326d4e0c2949a1079ca32250be5d190abbb6654,b6ff60a261b21fef977145e5847cb64a978ceb97e36b8794a86a32c56c8c2be8,baa91703f1e93978a664e73d688242e50b23756e192706f2d7a3903f36b9e982
"","105650201","","105650204","","0","150650021","105650202","90","bgm_MC022","0","0","0","15065002","0","0","105650203","","bgm_MC022","0","103171","0","105650205","1","0","0"
"","105650301","","105650304","","0","150650031","105650302","90","bgm_MC022","0","0","0","15065003","0","0","105650303","","bgm_MC022","0","103171","0","105650305","1","0","0"
"","105650401","","105650404","","0","150650041","105650402","90","bgm_MC022","0","0","0","15065004","0","0","105650403","","bgm_MC022","0","103171","0","105650405","1","0","0"
"","105650501","","105650504","","0","150650051","105650502","90","bgm_MC022","0","0","0","15065005","0","0","105650503","","bgm_MC022","0","103171","0","105650505","1","0","0"
"","105650602","","0","","0","150650061","105650601","90","bgm_MC022","0","0","0","15065006","0","0","0","","bgm_MC022","0","103201","0","0","1","0","0"
"","105660101","","105660104","","0","150660011","105660102","90","bgm_MC022","0","0","0","15066001","0","0","105660103","","bgm_MC022","0","103171","0","105660105","1","0","0"
"","105660201","","105660204","","0","150660021","105660202","90","bgm_MC022","0","0","0","15066002","0","0","105660203","","bgm_MC022","0","103171","0","105660205","1","0","0"
"","105660301","","0","","0","150660031","0","90","bgm_MC081_Fubuki","0","9066158","0","15066003","9066157","0","0","","bgm_MC081","0","103201","0","0","1","0","0"
"","105660401","","105660404","","0","150660041","105660402","90","bgm_MC022","0","0","0","15066004","0","0","105660403","","bgm_MC022","0","103171","0","105660405","1","0","0"
"","105660501","","105660504","","0","150660051","105660502","90","bgm_MC022","0","0","0","15066005","0","0","105660503","","bgm_MC022","0","103171","0","105660505","1","0","0"
"","105660601","","105660604","","0","150660061","105660602","90","bgm_MC022","0","0","0","15066006","0","0","105660603","","bgm_MC022","0","103171","0","105660605","1","0","0"
"","105660701","","0","","0","150660071","105660702","90","bgm_MC022","0","0","0","15066007","0","0","105660703","","bgm_MC022","0","103201","0","0","1","0","0"
"","105670101","","105670104","","0","150670011","105670102","90","bgm_MC086","0","0","0","15067001","0","0","105670103","","bgm_MC086","0","103331","0","105670105","1","0","0"
"","105670201","","105670204","","0","150670021","105670202","90","bgm_MC086","0","0","0","15067002","0","0","105670203","","bgm_MC086","0","103331","0","105670205","1","0","0"
"","105670301","","0","","0","150670031","0","90","bgm_MC081_Wakana","0","9067158","0","15067003","9067157","0","0","","bgm_MC081","0","103361","0","0","1","0","0"
"","105670401","","105670404","","0","150670041","105670402","90","bgm_MC086","0","0","0","15067004","0","0","105670403","","bgm_MC086","0","103331","0","105670405","1","0","0"
"","105670501","","105670504","","0","150670051","105670502","90","bgm_MC086","0","0","0","15067005","0","0","105670503","","bgm_MC086","0","103331","0","105670505","1","0","0"
"","105670602","","0","","0","150670061","105670601","90","bgm_MC086","0","0","0","15067006","0","0","0","","bgm_MC086","0","103331","0","0","1","0","0"
"","105680101","","105680104","","0","150680011","105680102","90","bgm_MC086","0","0","0","15068001","0","0","105680103","","bgm_MC086","0","103331","0","105680105","1","0","0"
"","105680201","","105680204","","0","150680021","105680202","90","bgm_MC086","0","0","0","15068002","0","0","105680203","","bgm_MC086","0","103331","0","105680205","1","0","0"
"","105680301","","0","","0","150680031","0","90","bgm_MC081_Yamato","0","9068158","0","15068003","9068157","0","0","","bgm_MC081","0","103361","0","0","1","0","0"
"","105680401","","105680404","","0","150680041","105680402","90","bgm_MC086","0","0","0","15068004","0","0","105680403","","bgm_MC086","0","103331","0","105680405","1","0","0"
"","105680501","","105680504","","0","150680051","105680502","90","bgm_MC086","0","0","0","15068005","0","0","105680503","","bgm_MC086","0","103361","0","105680505","1","0","0"
"","105680601","","105680604","","0","150680061","105680602","90","bgm_MC086","0","0","0","15068006","0","0","105680603","","bgm_MC086","0","103361","0","0","1","0","0"
"","105690101","","105690104","","0","150690011","105690102","90","bgm_MC086","0","0","0","15069001","0","0","105690103","","bgm_MC086","0","103331","0","105690105","1","0","0"
"","105690201","","105690204","","0","150690021","105690202","90","bgm_MC086","0","0","0","15069002","0","0","105690203","","bgm_MC086","0","103361","0","105690205","1","0","0"
"","105690301","","0","","0","150690031","105690302","90","bgm_MC086","0","0","0","15069003","0","0","105690303","","bgm_MC086","0","103361","0","0","1","0","0"
"","105690401","","105690404","","0","150690041","105690402","90","bgm_MC086","0","0","0","15069004","0","0","105690403","","bgm_MC086","0","103361","0","105690405","1","0","0"
"","105690501","","105690504","","0","150690051","105690502","90","bgm_MC086","0","0","0","15069005","0","0","105690503","","bgm_MC086","0","103331","0","105690505","1","0","0"
"","105690601","","105690604","","0","150690061","105690602","90","bgm_MC086","0","0","0","15069006","0","0","105690603","","bgm_MC086","0","103331","0","0","1","0","0"
"","105700101","","105700104","","0","150700011","105700102","90","bgm_MC086","0","0","0","15070001","0","0","105700103","","bgm_MC086","0","103361","0","105700105","1","0","0"
"","105700201","","105700204","","0","150700021","105700202","90","bgm_MC086","0","0","0","15070002","0","0","105700203","","bgm_MC086","0","103361","0","105700205","1","0","0"
"","105700301","","0","","0","150700031","105700302","90","bgm_MC086","0","0","0","15070003","0","0","105700303","","bgm_MC086","0","103331","0","0","1","0","0"
"","105700401","","105700404","","0","150700041","105700402","90","bgm_MC086","0","0","0","15070004","0","0","105700403","","bgm_MC086","0","103331","0","105700405","1","0","0"
"","105700501","","105700504","","0","150700051","105700502","90","bgm_MC086","0","0","0","15070005","0","0","105700503","","bgm_MC086","0","103331","0","105700505","1","0","0"
"","105700601","","105700604","","0","150700061","105700602","90","bgm_MC086","0","0","0","15070006","0","0","105700603","","bgm_MC086","0","103331","0","0","1","0","0"
"","105710101","","105710104","","0","150710011","105710102","90","bgm_MC086","0","0","0","15071001","0","0","105710103","","bgm_MC086","0","103331","0","105710105","1","0","0"
"","105710201","","105710204","","0","150710021","105710202","90","bgm_MC086","0","0","0","15071002","0","0","105710203","","bgm_MC086","0","103361","0","105710205","1","0","0"
"","105710301","","0","","0","150710031","105710302","90","bgm_MC086","0","0","0","15071003","0","0","105710303","","bgm_MC086","0","103361","0","0","1","0","0"
"","105710401","","105710404","","0","150710041","105710402","90","bgm_MC086","0","0","0","15071004","0","0","105710403","","bgm_MC086","0","103361","0","105710405","1","0","0"
"","105710501","","105710504","","0","150710051","105710502","90","bgm_MC086","0","0","0","15071005","0","0","105710503","","bgm_MC086","0","103361","0","105710505","1","0","0"
"","105710601","","105710604","","0","150710061","105710602","90","bgm_MC086","0","0","0","15071006","0","0","105710603","","bgm_MC086","0","103361","0","0","1","0","0"
"","105720101","","105720104","","0","150720011","105720102","90","bgm_MC086","0","0","0","15072001","0","0","105720103","","bgm_MC086","0","103331","0","105720105","1","0","0"
"","105720201","","105720204","","0","150720021","105720202","90","bgm_MC086","0","0","0","15072002","0","0","105720203","","bgm_MC086","0","103361","0","105720205","1","0","0"
"","105720301","","105720304","","0","150720031","105720302","90","bgm_MC086","0","0","0","15072003","0","0","105720303","","bgm_MC086","0","103331","0","0","1","0","0"
"","105720401","","105720404","","0","150720041","105720402","90","bgm_MC086","0","0","0","15072004","0","0","105720403","","bgm_MC086","0","103361","0","105720405","1","0","0"
"","105720501","","105720504","","0","150720051","105720502","90","bgm_MC086","0","0","0","15072005","0","0","105720503","","bgm_MC086","0","103361","0","105720505","1","0","0"
"","105720601","","105720604","","0","150720061","105720602","90","bgm_MC086","0","0","0","15072006","0","0","105720603","","bgm_MC086","0","103331","0","0","1","0","0"
"","105730101","","105730104","","0","150730011","105730102","90","bgm_MC202","0","0","0","15073001","0","0","105730103","","bgm_MC202","0","103581","0","105730105","1","0","0"
"","105730201","","105730204","","0","150730021","105730202","90","bgm_MC202","0","0","0","15073002","0","0","105730203","","bgm_MC202","0","103601","0","105730205","1","0","0"
"","105730301","","0","","0","150730031","105730302","90","bgm_MC202","0","0","0","15073003","0","0","105730303","","bgm_MC202","0","103581","0","0","1","0","0"
"","105730401","","105730404","","0","150730041","105730402","90","bgm_MC202","0","0","0","15073004","0","0","105730403","","bgm_MC202","0","103581","0","105730405","1","0","0"
"","105730501","","105730504","","0","150730051","105730502","90","bgm_MC202","0","0","0","15073005","0","0","105730503","","bgm_MC202","0","103602","0","105730505","1","0","0"
"","105740101","","105740104","","0","150740011","105740102","90","bgm_MC202","0","0","0","15074001","0","0","105740103","","bgm_MC202","0","103601","0","105740105","1","0","0"
"","105740201","","105740204","","0","150740021","105740202","90","bgm_MC202","0","0","0","15074002","0","0","105740203","","bgm_MC202","0","103601","0","105740205","1","0","0"
"","105740301","","0","","0","150740031","105740302","90","bgm_MC202","0","0","0","15074003","0","0","105740303","","bgm_MC202","0","103581","0","0","1","0","0"
"","105740401","","105740404","","0","150740041","105740402","90","bgm_MC202","0","0","0","15074004","0","0","105740403","","bgm_MC202","0","103601","0","105740405","1","0","0"
"","105740501","","105740504","","0","150740051","105740502","90","bgm_MC202","0","0","0","15074005","0","0","105740503","","bgm_MC202","0","103581","0","105740505","1","0","0"
"","105750101","","105750104","","0","150750011","105750102","90","bgm_MC202","0","0","0","15075001","0","0","105750103","","bgm_MC202","0","103581","0","105750105","1","0","0"
"","105750201","","0","","0","150750021","105750202","90","bgm_MC202","0","0","0","15075002","0","0","105750203","","bgm_MC202","0","103601","0","0","1","0","0"
"","105750301","","105750304","","0","150750031","105750302","90","bgm_MC202","0","0","0","15075003","0","0","105750303","","bgm_MC202","0","103601","0","105750305","1","0","0"
"","105750402","","0","","0","150750041","105750401","90","bgm_MC202","0","0","0","15075004","0","0","105750403","","bgm_MC202","0","103581","0","0","1","0","0"
"","105760101","","105760104","","0","150760011","105760102","90","bgm_MC202","0","0","0","15076001","0","0","105760103","","bgm_MC202","0","103601","0","105760105","1","0","0"
"","105760201","","105760204","","0","150760021","105760202","90","bgm_MC202","0","0","0","15076002","0","0","105760203","","bgm_MC202","0","103581","0","105760205","1","0","0"
"","105760301","","0","","0","150760031","105760302","90","bgm_MC202","0","0","0","15076003","0","0","105760303","","bgm_MC202","0","103581","0","0","1","0","0"
"","105760401","","105760404","","0","150760041","105760402","90","bgm_MC202","0","0","0","15076004","0","0","105760403","","bgm_MC202","0","103601","0","105760405","1","0","0"
"","105760501","","105760504","","0","150760051","105760502","90","bgm_MC202","0","0","0","15076005","0","0","105760503","","bgm_MC202","0","103601","0","105760505","1","0","0"
"","105770101","","105770104","","0","150770011","105770102","90","bgm_MC202","0","0","0","15077001","0","0","105770103","","bgm_MC202","0","103581","0","105770105","1","0","0"
"","105770201","","0","","0","150770021","105770202","90","bgm_MC202","0","0","0","15077002","0","0","105770203","","bgm_MC202","0","103581","0","0","1","0","0"
"","105770301","","105770304","","0","150770031","105770302","90","bgm_MC202","0","0","0","15077003","0","0","105770303","","bgm_MC202","0","103581","0","105770305","1","0","0"
"","105770401","","105770404","","0","150770041","105770402","90","bgm_MC202","0","0","0","15077004","0","0","105770403","","bgm_MC202","0","103581","0","105770405","1","0","0"
"","105770501","","0","","0","150770051","105770502","90","bgm_MC202","0","0","0","15077005","0","0","105770503","","bgm_MC202","0","103581","0","0","1","0","0"
