58450da8f90a92fe9e2eeb1fad48b6e19823f05b7c23d9f588635151f4ed5c61,2e342f865e7ebea3960c853c9e5a5515ec063b7a99caa43f49b51618fc453df7,af54c6e6de9f4d1a95d953442999776fb8a2ba4e02c950e613d3e1639bb03cf4,54829c10f1fd98a446b71acc17ac9367fabc3c6e9c50a53dcd4fbeb443af643b,8a226a0eb433f2476aaa5cd13bdeeb3b07a4ddb21858c0865eae5d98f50bcded,4e48540bf9156169ce974fdd6dd2626cd9cd5235b254c11d60470a0b238266bc
"4","2816","2","-1014","1171","-1014"
"4","2816","2","-973","1181","-1014"
"4","2816","2","-932","1191","-973"
"4","2816","2","-891","1201","-932"
"4","2816","2","-891","1211","-891"
"4","2816","2","-891","1221","-891"
"4","2816","2","-891","1231","-891"
"4","2816","2","-850","1241","-891"
"4","2816","2","-809","1251","-850"
"4","2816","2","-809","1261","-809"
"4","2816","2","-809","1271","-809"
"4","2816","2","-768","1281","-809"
"4","2816","2","-727","1291","-768"
"4","2816","2","-686","1301","-727"
"4","2816","2","-686","1311","-686"
"4","2816","2","-645","1321","-686"
"4","2816","2","-604","1331","-645"
"4","2816","2","-563","1341","-604"
"4","2816","2","-522","1351","-563"
"4","2816","2","-439","1361","-522"
"5","2816","2","-1166","1371","-1230"
"5","2816","2","-1129","1381","-1166"
"5","2816","2","-1129","1391","-1129"
"5","2816","2","-1129","1401","-1129"
"5","2816","2","-1129","1411","-1129"
"5","2816","2","-1092","1421","-1129"
"5","2816","2","-1092","1431","-1092"
"5","2816","2","-1055","1441","-1092"
"5","2816","2","-1018","1451","-1055"
"5","2816","2","-981","1461","-1018"
"5","2816","2","-981","1471","-981"
"5","2816","2","-944","1481","-981"
"5","2816","2","-907","1491","-944"
"5","2816","2","-870","1501","-907"
"5","2816","2","-833","1511","-870"
"5","2816","2","-796","1521","-833"
"5","2816","2","-759","1531","-796"
"5","2816","2","-722","1541","-759"
"5","2816","2","-722","1551","-722"
"5","2816","2","-722","1561","-722"
"5","2816","2","-685","1571","-722"
"5","2816","2","-648","1581","-685"
"5","2816","2","-611","1591","-648"
"5","2816","2","-574","1601","-611"
"5","2816","2","-574","1611","-574"
"5","2816","2","-537","1621","-574"
"5","2816","2","-500","1631","-537"
"5","2816","2","-500","1641","-500"
"5","2816","2","-500","1651","-500"
"5","2816","2","-500","1661","-500"
"5","2816","2","-436","1671","-500"
"6","2816","2","-1115","1681","-1230"
"6","2816","2","-1035","1691","-1115"
"6","2816","2","-955","1701","-1035"
"6","2816","2","-875","1711","-955"
"6","2816","2","-795","1721","-875"
"6","2816","2","-715","1731","-795"
"6","2816","2","-715","1741","-715"
"6","2816","2","-635","1751","-715"
"6","2816","2","-635","1761","-635"
"6","2816","2","-635","1771","-635"
"6","2816","2","-635","1781","-635"
"6","2816","2","-635","1782","-635"
"6","2816","2","-555","1791","-635"
"6","2816","2","-440","1801","-555"
"7","2816","2","-1225","1811","-1225"
"7","2816","2","-1135","1821","-1225"
"7","2816","2","-1080","1831","-1135"
"7","2816","2","-1025","1841","-1080"
"7","2816","2","-970","1851","-1025"
"7","2816","2","-915","1861","-970"
"7","2816","2","-860","1871","-915"
"7","2816","2","-860","1881","-860"
"7","2816","2","-805","1891","-860"
"7","2816","2","-750","1901","-805"
"7","2816","2","-695","1911","-750"
"7","2816","2","-695","1921","-695"
"7","2816","2","-640","1931","-695"
"7","2816","2","-640","1941","-640"
"7","2816","2","-585","1951","-640"
"7","2816","2","-530","1961","-585"
"7","2816","2","-440","1971","-530"
"7","2816","2","-440","1981","-440"
"8","2816","1","-1380","1991","-1480"
"8","2816","1","-1380","2001","-1380"
"8","2816","1","-1325","2011","-1380"
"8","2816","1","-1270","2021","-1325"
"8","2816","1","-1270","2031","-1270"
"8","2816","1","-1215","2041","-1270"
"8","2816","1","-1215","2051","-1215"
"8","2816","1","-1160","2061","-1215"
"8","2816","1","-1105","2071","-1160"
"8","2816","1","-1050","2081","-1105"
"8","2816","1","-995","2091","-1050"
"8","2816","1","-995","2101","-995"
"8","2816","1","-940","2111","-995"
"8","2816","1","-885","2121","-940"
"8","2816","1","-885","2131","-885"
"8","2816","1","-830","2141","-885"
"8","2816","1","-775","2151","-830"
"8","2816","1","-720","2161","-775"
"8","2816","1","-720","2171","-720"
"8","2816","1","-665","2181","-720"
"8","2816","1","-610","2191","-665"
"8","2816","1","-610","2201","-610"
"8","2816","1","-555","2211","-610"
"8","2816","1","-500","2221","-555"
"8","2816","1","-445","2231","-500"
"8","2816","1","-390","2241","-445"
"8","2816","1","-335","2251","-390"
"8","2816","1","-280","2261","-335"
"8","2816","1","-280","2271","-280"
"8","2816","1","-230","2281","-280"
"9","2816","2","-1192","2291","-1240"
"9","2816","2","-1148","2301","-1192"
"9","2816","2","-1105","2311","-1148"
"9","2816","2","-1105","2321","-1105"
"9","2816","2","-1062","2331","-1105"
"9","2816","2","-1019","2341","-1062"
"9","2816","2","-976","2351","-1019"
"9","2816","2","-976","2361","-976"
"9","2816","2","-976","2371","-976"
"9","2816","2","-976","2381","-976"
"9","2816","2","-934","2391","-976"
"9","2816","2","-892","2401","-934"
"9","2816","2","-892","2411","-892"
"9","2816","2","-892","2421","-892"
"9","2816","2","-850","2431","-892"
"9","2816","2","-808","2441","-850"
"9","2816","2","-766","2451","-808"
"9","2816","2","-766","2461","-766"
"9","2816","2","-766","2471","-766"
"9","2816","2","-766","2481","-766"
"9","2816","2","-766","2491","-766"
"9","2816","2","-724","2501","-766"
"9","2816","2","-682","2511","-724"
"9","2816","2","-682","2521","-682"
"9","2816","2","-682","2531","-682"
"9","2816","2","-640","2541","-682"
"9","2816","2","-598","2551","-640"
"9","2816","2","-556","2561","-598"
"9","2816","2","-514","2571","-556"
"9","2816","2","-472","2581","-514"
"9","2816","2","-430","2591","-472"
"10","2816","1","-1440","2601","-1440"
"10","2816","1","-1440","2611","-1440"
"10","2816","1","-1440","2621","-1440"
"10","2816","1","-1440","2622","-1440"
"10","2816","1","-1440","2623","-1440"
"10","2816","1","-1373","2631","-1440"
"10","2816","1","-1308","2641","-1373"
"10","2816","1","-1244","2651","-1308"
"10","2816","1","-1181","2661","-1244"
"10","2816","1","-1118","2671","-1181"
"10","2816","1","-1055","2681","-1118"
"10","2816","1","-992","2691","-1055"
"10","2816","1","-992","2701","-992"
"10","2816","1","-929","2711","-992"
"10","2816","1","-866","2721","-929"
"10","2816","1","-803","2731","-866"
"10","2816","1","-740","2741","-803"
"10","2816","1","-677","2751","-740"
"10","2816","1","-614","2761","-677"
"10","2816","1","-551","2771","-614"
"10","2816","1","-551","2781","-551"
"10","2816","1","-551","2791","-551"
"10","2816","1","-551","2801","-551"
"10","2816","1","-551","2811","-551"
"10","2816","1","-551","2821","-551"
"10","2816","1","-551","2831","-551"
"10","2816","1","-551","2841","-551"
"10","2816","1","-488","2851","-551"
"10","2816","1","-425","2861","-488"
"10","2816","1","-361","2871","-425"
"10","2816","1","-296","2881","-361"
"10","2816","1","-230","2891","-296"
"11","2816","2","-1240","2901","-1240"
"11","2816","2","-1203","2911","-1240"
"11","2816","2","-1168","2921","-1203"
"11","2816","2","-1133","2931","-1168"
"11","2816","2","-1098","2941","-1133"
"11","2816","2","-1063","2951","-1098"
"11","2816","2","-1028","2961","-1063"
"11","2816","2","-993","2971","-1028"
"11","2816","2","-958","2981","-993"
"11","2816","2","-923","2991","-958"
"11","2816","2","-888","3001","-923"
"11","2816","2","-888","3011","-888"
"11","2816","2","-853","3021","-888"
"11","2816","2","-853","3031","-853"
"11","2816","2","-818","3041","-853"
"11","2816","2","-783","3051","-818"
"11","2816","2","-748","3061","-783"
"11","2816","2","-713","3071","-748"
"11","2816","2","-678","3081","-713"
"11","2816","2","-643","3091","-678"
"11","2816","2","-608","3101","-643"
"11","2816","2","-608","3111","-608"
"11","2816","2","-573","3121","-608"
"11","2816","2","-573","3131","-573"
"11","2816","2","-573","3141","-573"
"11","2816","2","-573","3151","-573"
"11","2816","2","-538","3161","-573"
"11","2816","2","-538","3171","-538"
"11","2816","2","-503","3181","-538"
"11","2816","2","-468","3191","-503"
"11","2816","2","-430","3201","-468"
"12","2816","2","-1240","3211","-1240"
"12","2816","2","-1240","3221","-1240"
"12","2816","2","-1240","3231","-1240"
"12","2816","2","-1194","3241","-1240"
"12","2816","2","-1150","3251","-1194"
"12","2816","2","-1108","3261","-1150"
"12","2816","2","-1066","3271","-1108"
"12","2816","2","-1024","3281","-1066"
"12","2816","2","-982","3291","-1024"
"12","2816","2","-940","3301","-982"
"12","2816","2","-898","3311","-940"
"12","2816","2","-898","3321","-898"
"12","2816","2","-856","3331","-898"
"12","2816","2","-814","3341","-856"
"12","2816","2","-772","3351","-814"
"12","2816","2","-730","3361","-772"
"12","2816","2","-688","3371","-730"
"12","2816","2","-688","3381","-688"
"12","2816","2","-688","3391","-688"
"12","2816","2","-646","3401","-688"
"12","2816","2","-604","3411","-646"
"12","2816","2","-562","3421","-604"
"12","2816","2","-562","3431","-562"
"12","2816","2","-562","3441","-562"
"12","2816","2","-519","3451","-562"
"12","2816","2","-519","3461","-519"
"12","2816","2","-519","3471","-519"
"12","2816","2","-475","3481","-519"
"12","2816","2","-475","3491","-475"
"12","2816","2","-475","3501","-475"
"12","2816","2","-430","3511","-475"
"13","2816","2","-1190","3521","-1240"
"13","2816","2","-1190","3531","-1190"
"13","2816","2","-1190","3541","-1190"
"13","2816","2","-1190","3551","-1190"
"13","2816","2","-1190","3561","-1190"
"13","2816","2","-1190","3571","-1190"
"13","2816","2","-1190","3581","-1190"
"13","2816","2","-1141","3591","-1190"
"13","2816","2","-1094","3601","-1141"
"13","2816","2","-1047","3611","-1094"
"13","2816","2","-1000","3621","-1047"
"13","2816","2","-953","3631","-1000"
"13","2816","2","-906","3641","-953"
"13","2816","2","-859","3651","-906"
"13","2816","2","-812","3661","-859"
"13","2816","2","-765","3671","-812"
"13","2816","2","-718","3681","-765"
"13","2816","2","-718","3691","-718"
"13","2816","2","-718","3701","-718"
"13","2816","2","-671","3711","-718"
"13","2816","2","-624","3721","-671"
"13","2816","2","-577","3731","-624"
"13","2816","2","-577","3741","-577"
"13","2816","2","-577","3751","-577"
"13","2816","2","-529","3761","-577"
"13","2816","2","-480","3771","-529"
"13","2816","2","-430","3781","-480"
"13","2816","2","-430","3791","-430"
"14","2816","1","-1440","3801","-1440"
"14","2816","1","-1440","3811","-1440"
"14","2816","1","-1440","3821","-1440"
"14","2816","1","-1362","3831","-1440"
"14","2816","1","-1285","3841","-1362"
"14","2816","1","-1209","3851","-1285"
"14","2816","1","-1209","3861","-1209"
"14","2816","1","-1134","3871","-1209"
"14","2816","1","-1059","3881","-1134"
"14","2816","1","-1059","3891","-1059"
"14","2816","1","-984","3901","-1059"
"14","2816","1","-984","3911","-984"
"14","2816","1","-984","3921","-984"
"14","2816","1","-984","3931","-984"
"14","2816","1","-984","3941","-984"
"14","2816","1","-984","3951","-984"
"14","2816","1","-984","3961","-984"
"14","2816","1","-984","3971","-984"
"14","2816","1","-909","3981","-984"
"14","2816","1","-834","3991","-909"
"14","2816","1","-759","4001","-834"
"14","2816","1","-684","4011","-759"
"14","2816","1","-684","4021","-684"
"14","2816","1","-684","4031","-684"
"14","2816","1","-609","4041","-684"
"14","2816","1","-534","4051","-609"
"14","2816","1","-459","4061","-534"
"14","2816","1","-384","4071","-459"
"14","2816","1","-308","4081","-384"
"14","2816","1","-230","4091","-308"
"1","2816","1","-200","4092","-200"
