3018753dff11bfa08ebd40ffe12ec795b4acbea3ad7b0d0f26709c6e469e3a74,ef8dcb9af88809de0974312adf684db5a71a8995c6a62ec8cdd5b0de2f841b13,de860380395793cfb951884db9fd4bb3f941b265cea09e83931ea3275b975660,0b9a436e140805c93237df73fd5d4e3dfa22f534ed77c9b0c1949a0eb702156c,041b32aec498f3f3d1d3c64758b576393f20195cf6ec4b5ee06dfc5ef15268f3,8cab3e5106f6b4d2f8ccfd41314174cd1248f4efcbb22b1bb07319ac31e08d38,5facf179ad1dc06e04b23133bec11644d415a4692733477d417f7bde574af48a,b31465b1d49e6eb131c693666f4a6a97ebfabe7a927624c876ed5df7e251ba3c,11490831f972fa83c2e6402f58699e9f2032699176bf2926d1408686e31aa05c,77ee5d5d7487ba22bf2d5c622d6d412bafee4e554fc949bb7e782028e442a71f,cf0c547761043a68280f524471ab6527067c0d5ec00941116630841640ee7008
"0","","","","0","10201","","1102010038","vo_caravan_event_002_002","vo_caravan","21"
"","","","","","10201","","1102010039","0","1.3","93"
"","","","","","10201","","1102010040","0","1102010041","101"
"","","","","","10201","","1102010041","1","4","35"
"","","","","","10201","","1102010042","1","4","32"
"","","","","","10201","","1102010043","1","20","32"
"","","","","","10201","","1102010044","0","1","32"
"","","","","","10201","","1102010045","0","0.4","93"
"","","","","","10201","","1102010046","","","92"
"","","","","","10201","","1102010047","1","30","35"
"","","","","","10201","","1102010048","1","30","32"
"","","","","","10201","","1102010049","0","0.2","93"
"1","0","0","","1","10201","0","1102010050","1","1","6"
"1","0","0","","1","10201","0","1102010051","1","2","6"
"1","0","0","","1","10201","0","1102010052","1","100","6"
"","","","","","10201","","1102010053","0","0","32"
"","","","","","10201","","1102010054","0","2","32"
"","","","","","10201","","1102010055","0","3","32"
"","","","","","10201","","1102010056","0","4","32"
"","","","","","10201","","1102010057","0","10","32"
"","","","","","10201","","1102010058","0","0.3","93"
"50","0.9","0","empty","-205","10202","-325","1102020001","1","2","5"
"58","0.9","0","empty","-205","10202","-325","1102020002","2","102000","5"
"54","0.6","0","idle_single","1500","10202","-263","1102020003","100","100","5"
"0","0","","","0","10202","1","1102020004","0","102000","31"
"1500","0","","","-263","10202","1","1102020005","1","102001","31"
"0","0","","","0","10202","1","1102020006","2","102002","31"
"-132","0","","","-136","10202","1","1102020007","3","102003","31"
"0","0","","","0","10202","1","1102020008","4","102005","31"
"0","0","","","0","10202","1","1102020009","10","1","31"
"0","0","","","0","10202","1","1102020010","20","2","31"
"0","0","","","0","10202","1","1102020011","30","3","31"
"","","","","","10202","","1102020012","0","0","91"
"","","","","","10202","","1102020013","1","0","32"
"","","","","","10202","","1102020014","1","10","32"
"0","","","","","10202","","1102020015","se_caravan_dice_get_intro","se_caravan","23"
"1","0","","","","10202","","1102020016","getDice_idle","1","3"
"0","0","0","","eat_loop","10202","1","1102020017","run_getDice","100","3"
"","","","","","10202","","1102020018","1","1","32"
"-263","","","","2","10202","11","1102020019","344","100","2"
"-263","","","","2","10202","11","1102020020","344","1","33"
"","","","","","10202","","1102020021","1","2","32"
"","","","","","10202","","1102020022","0","1.7","93"
"1","0.2","0","","","10202","","1102020023","getDice_curious","1","3"
"0","","","","0","10202","","1102020024","vo_caravan_event_003_000","vo_caravan","21"
"","","","","","10202","","1102020025","0","1.5","93"
"0","","","","","10202","","1102020026","se_caravan_dice_get_outro_2","se_caravan","23"
"0","","","","0","10202","","1102020027","vo_caravan_event_003_001","vo_caravan","21"
"0","0.1","0","","idle_single","10202","1","1102020028","spit_in","100","3"
"0","0","","","","10202","","1102020029","getDice_2","2","3"
"0","0.1","","","","10202","","1102020030","getDice_panic_2","1","3"
"","","","","","10202","","1102020031","0","2.5","93"
"0","0.2","0","","idle_single","10202","1","1102020032","joy_single","100","3"
"","","","","","10202","","1102020033","0","0.5","93"
"0","","","","0.1","10202","","1102020034","vo_caravan_event_003_002","vo_caravan","21"
"","","","","","10202","","1102020035","0","0.1","93"
"","","","","","10202","","1102020036","1","3","32"
"","","","","","10202","","1102020037","0","1.6","93"
"","","","","","10202","","1102020038","0","1102020039","101"
"","","","","","10202","","1102020039","1","4","35"
"","","","","","10202","","1102020040","1","4","32"
"","","","","","10202","","1102020041","1","20","32"
"","","","","","10202","","1102020042","0","1","32"
"","","","","","10202","","1102020043","0","0.4","93"
"","","","","","10202","","1102020044","","","92"
"","","","","","10202","","1102020045","1","30","35"
"","","","","","10202","","1102020046","1","30","32"
"","","","","","10202","","1102020047","0","0.2","93"
"1","0","0","","1","10202","0","1102020048","1","1","6"
"1","0","0","","1","10202","0","1102020049","1","2","6"
"1","0","0","","1","10202","0","1102020050","1","100","6"
"","","","","","10202","","1102020051","0","0","32"
"","","","","","10202","","1102020052","0","2","32"
"","","","","","10202","","1102020053","0","3","32"
"","","","","","10202","","1102020054","0","4","32"
"","","","","","10202","","1102020055","0","10","32"
"","","","","","10202","","1102020056","0","20","32"
"","","","","","10202","","1102020057","0","0.3","93"
"20","1","0","magicitem_1","0","10301","0","1103010001","1","1","5"
"19","1","0","magicitem_2","0","10301","0","1103010002","2","2","5"
"18","1","0","magicitem_3","0","10301","0","1103010003","3","3","5"
"21","1","0","magicitem_kyaru","0","10301","0","1103010004","4","103000","5"
"0","0","","","0","10301","1","1103010005","10","103000","31"
"0","0","","","0","10301","1","1103010006","11","103001","31"
"0","0","","","0","10301","1","1103010007","12","103002","31"
"0","0","","","0","10301","1","1103010008","13","103003","31"
"0","0","","","0","10301","1","1103010009","14","103007","31"
"0","0","","","0","10301","1","1103010010","19","103011","31"
"0","1","","","0","10301","1","1103010011","15","1","31"
"0","0","","","0","10301","1","1103010012","16","2","31"
"0","0","","","0","10301","1","1103010013","17","3","31"
"0","0","","","0","10301","1","1103010014","18","4","31"
"0","1","","","0","10301","1","1103010015","0","18","35"
"","","","","","10301","","1103010016","1","18","32"
"","","","","","10301","","1103010017","0","0","91"
"","","","","","10301","","1103010018","1","10","32"
"","","","","","10301","","1103010019","1","11","32"
"","","","","","10301","","1103010020","1","12","32"
"","","","","","10301","","1103010021","1","13","32"
"","","","","","10301","","1103010022","1","19","32"
"0","0","","","","10301","","1103010023","magicitem_1","1","3"
"0","0","","","","10301","","1103010024","magicitem_2","2","3"
"0","0","","","","10301","","1103010025","magicitem_3","3","3"
"0","0","","","","10301","","1103010026","magicitem_kyaru","4","3"
"0","","","","2.17","10301","","1103010027","vo_caravan_event_004_000","vo_caravan","21"
"1","","","","3.2","10301","","1103010028","vo_caravan_event_004_001","vo_caravan","21"
"2","","","","4.9","10301","","1103010029","vo_caravan_event_004_002","vo_caravan","21"
"","","","","","10301","","1103010030","0","7","93"
"","","","","","10301","","1103010031","0","18","32"
"","","","","","10301","","1103010032","0","0.67","93"
"","","","","","10301","","1103010033","1","1103010034","101"
"","","","","","10301","","1103010034","1","14","35"
"","","","","","10301","","1103010035","1","14","32"
"","","","","","10301","","1103010036","1","16","32"
"","","","","","10301","","1103010037","0","19","32"
"","","","","","10301","","1103010038","1","18","35"
"","","","","","10301","","1103010039","0","0.4","93"
"","","","","","10301","","1103010040","","","92"
"","","","","","10301","","1103010041","1","17","35"
"","","","","","10301","","1103010042","1","17","32"
"","","","","","10301","","1103010043","0","0.2","93"
"0","0.01","0","","0","10301","0","1103010044","0","1","6"
"0","0.01","0","","0","10301","0","1103010045","0","2","6"
"0","0.01","0","","0","10301","0","1103010046","0","3","6"
"0","0.01","0","","0","10301","0","1103010047","0","4","6"
"","","","","","10301","","1103010048","0","10","32"
"","","","","","10301","","1103010049","0","11","32"
"","","","","","10301","","1103010050","0","12","32"
"","","","","","10301","","1103010051","0","13","32"
"","","","","","10301","","1103010052","0","14","32"
"","","","","","10301","","1103010053","0","15","32"
"","","","","","10301","","1103010054","0","16","32"
"","","","","","10301","","1103010055","0","18","32"
"","","","","","10301","","1103010056","0","0.3","93"
"20","1","0","magicitem_1","0","10302","0","1103020001","1","4","5"
"19","1","0","magicitem_2","0","10302","0","1103020002","2","3","5"
"18","1","0","magicitem_3","0","10302","0","1103020003","3","1","5"
"21","1","0","magicitem_pekorine","0","10302","0","1103020004","4","103000","5"
"0","0","","","0","10302","1","1103020005","10","103000","31"
"0","0","","","0","10302","1","1103020006","11","103001","31"
"0","0","","","0","10302","1","1103020007","12","103002","31"
"-25","0","","","9","10302","1","1103020008","13","103004","31"
"0","0","","","0","10302","1","1103020009","14","103008","31"
"0","0","","","0","10302","1","1103020010","19","103011","31"
"0","1","","","0","10302","1","1103020011","15","1","31"
"0","0","","","0","10302","1","1103020012","16","2","31"
"0","0","","","0","10302","1","1103020013","17","3","31"
"0","0","","","0","10302","1","1103020014","18","4","31"
"0","1","","","0","10302","1","1103020015","0","18","35"
"","","","","","10302","","1103020016","1","18","32"
"","","","","","10302","","1103020017","0","0","91"
"","","","","","10302","","1103020018","1","10","32"
"","","","","","10302","","1103020019","1","11","32"
"","","","","","10302","","1103020020","1","12","32"
"","","","","","10302","","1103020021","1","13","32"
"","","","","","10302","","1103020022","1","19","32"
"0","0","","","","10302","","1103020023","magicitem_1","1","3"
"0","0","","","","10302","","1103020024","magicitem_2","2","3"
"0","0","","","","10302","","1103020025","magicitem_3","3","3"
"0","0","","","","10302","","1103020026","magicitem_pekorine","4","3"
"0","","","","2.17","10302","","1103020027","vo_caravan_event_006_000","vo_caravan","21"
"1","","","","3.2","10302","","1103020028","vo_caravan_event_006_001","vo_caravan","21"
"2","","","","4.9","10302","","1103020029","vo_caravan_event_006_002","vo_caravan","21"
"","","","","","10302","","1103020030","0","7","93"
"","","","","","10302","","1103020031","0","18","32"
"","","","","","10302","","1103020032","0","0.67","93"
"","","","","","10302","","1103020033","1","1103020034","101"
"","","","","","10302","","1103020034","1","14","35"
"","","","","","10302","","1103020035","1","14","32"
"","","","","","10302","","1103020036","1","16","32"
"","","","","","10302","","1103020037","0","19","32"
"","","","","","10302","","1103020038","1","18","35"
"","","","","","10302","","1103020039","0","0.4","93"
"","","","","","10302","","1103020040","","","92"
"","","","","","10302","","1103020041","1","17","35"
"","","","","","10302","","1103020042","1","17","32"
"","","","","","10302","","1103020043","0","0.2","93"
"0","0.01","0","","0","10302","0","1103020044","0","1","6"
"0","0.01","0","","0","10302","0","1103020045","0","2","6"
"0","0.01","0","","0","10302","0","1103020046","0","3","6"
"0","0.01","0","","0","10302","0","1103020047","0","4","6"
"","","","","","10302","","1103020048","0","10","32"
"","","","","","10302","","1103020049","0","11","32"
"","","","","","10302","","1103020050","0","12","32"
"","","","","","10302","","1103020051","0","13","32"
"","","","","","10302","","1103020052","0","14","32"
"","","","","","10302","","1103020053","0","15","32"
"","","","","","10302","","1103020054","0","16","32"
"","","","","","10302","","1103020055","0","18","32"
"","","","","","10302","","1103020056","0","0.3","93"
"20","1","0","magicitem_1","0","10303","0","1103030001","1","3","5"
"19","1","0","magicitem_2","0","10303","0","1103030002","2","1","5"
"18","1","0","magicitem_3","0","10303","0","1103030003","3","2","5"
"21","1","0","magicitem_kokkoro","0","10303","0","1103030004","4","103000","5"
"0","0","","","0","10303","1","1103030005","10","103000","31"
"0","0","","","0","10303","1","1103030006","11","103001","31"
"0","0","","","0","10303","1","1103030007","12","103002","31"
"8","0","","","-35","10303","1","1103030008","13","103005","31"
"0","0","","","0","10303","1","1103030009","14","103009","31"
"0","0","","","0","10303","1","1103030010","19","103012","31"
"0","1","","","0","10303","1","1103030011","15","1","31"
"0","0","","","0","10303","1","1103030012","16","2","31"
"0","0","","","0","10303","1","1103030013","17","3","31"
"0","0","","","0","10303","1","1103030014","18","4","31"
"0","1","","","0","10303","1","1103030015","0","18","35"
"","","","","","10303","","1103030016","1","18","32"
"","","","","","10303","","1103030017","0","0","91"
"","","","","","10303","","1103030018","1","10","32"
"","","","","","10303","","1103030019","1","11","32"
"","","","","","10303","","1103030020","1","12","32"
"","","","","","10303","","1103030021","1","13","32"
"","","","","","10303","","1103030022","1","19","32"
"0","0","","","","10303","","1103030023","magicitem_1","1","3"
"0","0","","","","10303","","1103030024","magicitem_2","2","3"
"0","0","","","","10303","","1103030025","magicitem_3","3","3"
"0","0","","","","10303","","1103030026","magicitem_kokkoro","4","3"
"0","","","","2.17","10303","","1103030027","vo_caravan_event_005_000","vo_caravan","21"
"1","","","","3.2","10303","","1103030028","vo_caravan_event_005_001","vo_caravan","21"
"2","","","","4.9","10303","","1103030029","vo_caravan_event_005_002","vo_caravan","21"
"","","","","","10303","","1103030030","0","7","93"
"","","","","","10303","","1103030031","0","18","32"
"","","","","","10303","","1103030032","0","0.67","93"
"","","","","","10303","","1103030033","1","1103030034","101"
"","","","","","10303","","1103030034","1","14","35"
"","","","","","10303","","1103030035","1","14","32"
"","","","","","10303","","1103030036","1","16","32"
"","","","","","10303","","1103030037","0","19","32"
"","","","","","10303","","1103030038","1","18","35"
"","","","","","10303","","1103030039","0","0.4","93"
"","","","","","10303","","1103030040","","","92"
"","","","","","10303","","1103030041","1","17","35"
"","","","","","10303","","1103030042","1","17","32"
"","","","","","10303","","1103030043","0","0.2","93"
"0","0.01","0","","0","10303","0","1103030044","0","1","6"
"0","0.01","0","","0","10303","0","1103030045","0","2","6"
"0","0.01","0","","0","10303","0","1103030046","0","3","6"
"0","0.01","0","","0","10303","0","1103030047","0","4","6"
"","","","","","10303","","1103030048","0","10","32"
"","","","","","10303","","1103030049","0","11","32"
"","","","","","10303","","1103030050","0","12","32"
"","","","","","10303","","1103030051","0","13","32"
"","","","","","10303","","1103030052","0","14","32"
"","","","","","10303","","1103030053","0","15","32"
"","","","","","10303","","1103030054","0","16","32"
"","","","","","10303","","1103030055","0","18","32"
"","","","","","10303","","1103030056","0","0.3","93"
"20","1","0","magicitem_1","0","10304","0","1103040001","1","1","5"
"19","1","0","magicitem_2","0","10304","0","1103040002","2","2","5"
"18","1","0","magicitem_3","0","10304","0","1103040003","3","4","5"
"21","1","0","magicitem_kyaru","0","10304","0","1103040004","4","103000","5"
"0","0","","","0","10304","1","1103040005","10","103000","31"
"0","0","","","0","10304","1","1103040006","11","103001","31"
"0","0","","","0","10304","1","1103040007","12","103002","31"
"0","0","","","0","10304","1","1103040008","13","103006","31"
"0","0","","","0","10304","1","1103040009","14","103010","31"
"0","0","","","0","10304","1","1103040010","19","103011","31"
"0","1","","","0","10304","1","1103040011","15","1","31"
"0","0","","","0","10304","1","1103040012","16","2","31"
"0","0","","","0","10304","1","1103040013","17","3","31"
"0","0","","","0","10304","1","1103040014","18","4","31"
"0","1","","","0","10304","1","1103040015","0","18","35"
"","","","","","10304","","1103040016","1","18","32"
"","","","","","10304","","1103040017","0","0","91"
"","","","","","10304","","1103040018","1","10","32"
"","","","","","10304","","1103040019","1","11","32"
"","","","","","10304","","1103040020","1","12","32"
"","","","","","10304","","1103040021","1","13","32"
"","","","","","10304","","1103040022","1","19","32"
"0","0","","","","10304","","1103040023","magicitem_1","1","3"
"0","0","","","","10304","","1103040024","magicitem_2","2","3"
"0","0","","","","10304","","1103040025","magicitem_3","3","3"
"0","0","","","","10304","","1103040026","magicitem_kyaru2","4","3"
"0","","","","2.17","10304","","1103040027","vo_caravan_event_007_000","vo_caravan","21"
"1","","","","3.2","10304","","1103040028","vo_caravan_event_007_001","vo_caravan","21"
"2","","","","4.9","10304","","1103040029","vo_caravan_event_007_002","vo_caravan","21"
"","","","","","10304","","1103040030","0","7","93"
"","","","","","10304","","1103040031","0","18","32"
"","","","","","10304","","1103040032","0","0.67","93"
"","","","","","10304","","1103040033","1","1103040034","101"
"","","","","","10304","","1103040034","1","14","35"
"","","","","","10304","","1103040035","1","14","32"
"","","","","","10304","","1103040036","1","16","32"
"","","","","","10304","","1103040037","0","19","32"
"","","","","","10304","","1103040038","1","18","35"
"","","","","","10304","","1103040039","0","0.4","93"
"","","","","","10304","","1103040040","","","92"
"","","","","","10304","","1103040041","1","17","35"
"","","","","","10304","","1103040042","1","17","32"
"","","","","","10304","","1103040043","0","0.2","93"
"0","0.01","0","","0","10304","0","1103040044","0","1","6"
"0","0.01","0","","0","10304","0","1103040045","0","2","6"
"0","0.01","0","","0","10304","0","1103040046","0","3","6"
"0","0.01","0","","0","10304","0","1103040047","0","4","6"
"","","","","","10304","","1103040048","0","10","32"
"","","","","","10304","","1103040049","0","11","32"
"","","","","","10304","","1103040050","0","12","32"
"","","","","","10304","","1103040051","0","13","32"
"","","","","","10304","","1103040052","0","14","32"
"","","","","","10304","","1103040053","0","15","32"
"","","","","","10304","","1103040054","0","16","32"
"","","","","","10304","","1103040055","0","18","32"
"","","","","","10304","","1103040056","0","0.3","93"
"55","0.95","0","empty","-250","10401","-270","1104010001","1","3","5"
"57","0.95","0","empty","-250","10401","-270","1104010002","2","104000","5"
"50","0.95","0","empty","150","10401","-260","1104010003","3","5","5"
"52","0.95","0","empty","150","10401","-260","1104010004","4","5","5"
"220","0","","","0","10401","1","1104010005","0","104000","31"
"0","0","","","0","10401","1","1104010006","1","104001","31"
"-225","0","","","-235","10401","1","1104010007","2","104002","31"
"0","0","","","0","10401","1","1104010008","3","104003","31"
"0","0","","","0","10401","1","1104010009","4","104004","31"
"400","0","","","0","10401","1","1104010010","6","104006","31"
"0","0","","","0","10401","1","1104010011","10","1","31"
"0","0","","","0","10401","1","1104010012","20","2","31"
"0","0","","","0","10401","1","1104010013","30","3","31"
"0","0","","","0","10401","1","1104010014","50","5","31"
"","","","","","10401","","1104010015","0","0","91"
"","","","","","10401","","1104010016","1","50","32"
"","","","","","10401","","1104010017","1","0","32"
"","","","","","10401","","1104010018","1","10","32"
"","","","","","10401","","1104010019","0","0.5","93"
"0","","","","","10401","","1104010020","se_caravan_event_kyaru_A","se_caravan","23"
"0","","","","0.2","10401","","1104010021","vo_caravan_event_98011_000","vo_caravan","21"
"","","","","","10401","","1104010022","1","6","32"
"0","0","0","","","10401","","1104010023","turnSkip_1_karin","3","3"
"0","0","0","","","10401","","1104010024","turnSkip_1_pen","4","3"
"0","0","0","","","10401","","1104010025","turnSkip_1","1","3"
"0","0","0","","","10401","","1104010026","turnSkip_1","2","3"
"0","","","","0.7","10401","8","1104010027","0","0","33"
"-260","","","","0.7","10401","8","1104010028","-250","3","2"
"-260","","","","0.7","10401","8","1104010029","-250","4","2"
"0","","","","0.7","10401","8","1104010030","0","6","33"
"","","","","","10401","","1104010031","0","4.3","93"
"0","","","","","10401","","1104010032","se_caravan_event_kyaru_1turn_B","se_caravan","23"
"0","","","","0.533","10401","","1104010033","vo_caravan_event_98011_001","vo_caravan","21"
"","","","","","10401","","1104010034","0","0.833","93"
"","","","","","10401","","1104010035","1","3","32"
"","","","","","10401","","1104010036","0","0.3003","93"
"","","","","","10401","","1104010037","1","1","32"
"","","","","","10401","","1104010038","0","1.0337","93"
"0","","","","","10401","","1104010039","vo_caravan_event_98011_002","vo_caravan","21"
"","","","","","10401","","1104010040","1","2","32"
"","","","","","10401","","1104010041","0","0.833","93"
"","","","","","10401","","1104010042","0","1104010043","101"
"","","","","","10401","","1104010043","1","4","35"
"","","","","","10401","","1104010044","1","4","32"
"","","","","","10401","","1104010045","1","20","32"
"","","","","","10401","","1104010046","0","0.4","93"
"","","","","","10401","","1104010047","","","92"
"","","","","","10401","","1104010048","1","30","35"
"","","","","","10401","","1104010049","1","30","32"
"","","","","","10401","","1104010050","0","0.2","93"
"1","0","0","","1","10401","0","1104010051","1","1","6"
"1","0","0","","1","10401","0","1104010052","1","2","6"
"1","0","0","","1","10401","0","1104010053","1","3","6"
"1","0","0","","1","10401","0","1104010054","1","4","6"
"","","","","","10401","","1104010055","0","0","32"
"","","","","","10401","","1104010056","0","1","32"
"","","","","","10401","","1104010057","0","2","32"
"","","","","","10401","","1104010058","0","3","32"
"","","","","","10401","","1104010059","0","4","32"
"","","","","","10401","","1104010060","0","6","32"
"","","","","","10401","","1104010061","0","10","32"
"","","","","","10401","","1104010062","0","20","32"
"","","","","","10401","","1104010063","0","50","32"
"","","","","","10401","","1104010064","0","0.3","93"
"55","0.95","0","empty","-250","10402","-270","1104020001","1","3","5"
"57","0.95","0","empty","-250","10402","-270","1104020002","2","104000","5"
"50","0.95","0","empty","100","10402","-260","1104020003","3","5","5"
"52","0.95","0","empty","100","10402","-260","1104020004","4","5","5"
"220","0","","","0","10402","1","1104020005","0","104000","31"
"0","0","","","0","10402","1","1104020006","1","104001","31"
"-205","0","","","-245","10402","1","1104020007","2","104002","31"
"0","0","","","0","10402","1","1104020008","3","104003","31"
"0","0","","","0","10402","1","1104020009","5","104005","31"
"265","0","","","0","10402","1","1104020010","6","104006","31"
"0","0","","","0","10402","1","1104020011","10","1","31"
"0","0","","","0","10402","1","1104020012","20","2","31"
"0","0","","","0","10402","1","1104020013","30","3","31"
"0","0","","","0","10402","1","1104020014","50","5","31"
"","","","","","10402","","1104020015","0","0","91"
"","","","","","10402","","1104020016","1","50","32"
"","","","","","10402","","1104020017","1","0","32"
"","","","","","10402","","1104020018","1","10","32"
"","","","","","10402","","1104020019","0","0.5","93"
"0","","","","","10402","","1104020020","se_caravan_event_kyaru_A","se_caravan","23"
"0","","","","0.2","10402","","1104020021","vo_caravan_event_98012_000","vo_caravan","21"
"","","","","","10402","","1104020022","1","6","32"
"0","0","0","","","10402","","1104020023","turnSkip_2_karin","3","3"
"0","0","0","","","10402","","1104020024","turnSkip_2_pen","4","3"
"0","0","0","","","10402","","1104020025","turnSkip_2","1","3"
"0","0","0","","","10402","","1104020026","turnSkip_2","2","3"
"0","","","","0.7","10402","8","1104020027","0","0","33"
"-260","","","","0.7","10402","8","1104020028","-250","3","2"
"-260","","","","0.7","10402","8","1104020029","-250","4","2"
"0","","","","0.7","10402","8","1104020030","0","6","33"
"","","","","","10402","","1104020031","0","4.3","93"
"0","","","","","10402","","1104020032","se_caravan_event_kyaru_2turn_B","se_caravan","23"
"0","","","","0.63","10402","","1104020033","vo_caravan_event_98012_001","vo_caravan","21"
"0","","","","2.2","10402","","1104020034","vo_caravan_event_98012_002","vo_caravan","21"
"","","","","","10402","","1104020035","0","2.5","93"
"","","","","","10402","","1104020036","1","3","32"
"","","","","","10402","","1104020037","0","0.3","93"
"","","","","","10402","","1104020038","1","1","32"
"","","","","","10402","","1104020039","0","1.067","93"
"0","","","","","10402","","1104020040","vo_caravan_event_98012_003","vo_caravan","21"
"","","","","","10402","","1104020041","1","2","32"
"","","","","","10402","","1104020042","0","0.933","93"
"","","","","","10402","","1104020043","0","1104020044","101"
"","","","","","10402","","1104020044","1","5","35"
"","","","","","10402","","1104020045","1","5","32"
"","","","","","10402","","1104020046","1","20","32"
"","","","","","10402","","1104020047","0","0.4","93"
"","","","","","10402","","1104020048","","","92"
"","","","","","10402","","1104020049","1","30","35"
