00637310c10fedb2e59bf1b6ff58d41b619dc594b25dbd2e7e14d7bc0995478f,9a4db82a1a1cc1bd5d46e32d9b11131623a403aa92cf96003ce016d159bd4df0,93456fa9b77731d7c263bd23d30ff2031833e378e8939b6db874e0e9638b830b,e09abb2ac85d2b71708e269d48f7102b0b0e7a746e0e75ad359d7dbecefb001f,857ed8b6e4dd3e76c463bc8b18be06512cac24d8deca24365b28a366b54ada72
"81001008","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100100801","火屬性獎勵特大幅度提升"
"81001008","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100100802","深域怪物"
"81001008","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100100803","賦予TP上升上限"
"81001008","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100100804","提升物理防禦力（不可降低）"
"81001008","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100100805","提升魔法防禦力（不可降低）"
"81001008","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100100806","降低HP吸收"
"81001009","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100100901","火屬性獎勵特大幅度提升"
"81001009","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100100902","深域怪物"
"81001009","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100100903","賦予TP上升上限"
"81001009","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100100904","提升物理防禦力（不可降低）"
"81001009","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100100905","提升魔法防禦力（不可降低）"
"81001009","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100100906","降低HP吸收"
"81001010","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100101001","火屬性獎勵特大幅度提升"
"81001010","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100101002","深域怪物"
"81001010","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100101003","賦予TP上升上限"
"81001010","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100101004","提升物理防禦力（不可降低）"
"81001010","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100101005","提升魔法防禦力（不可降低）"
"81001010","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100101006","降低HP吸收"
"81001010","boss_tp_down_cut","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","100101007","減少TP下降"
"81001010","1","戰鬥開始時，使全體角色火傷。","100101008","賦予火傷"
"81001011","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100101101","火屬性獎勵特大幅度提升"
"81001011","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100101102","深域怪物"
"81001011","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100101103","賦予TP上升上限"
"81001011","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100101104","提升物理防禦力（不可降低）"
"81001011","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100101105","提升魔法防禦力（不可降低）"
"81001011","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100101106","降低HP吸收"
"81001012","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100101201","火屬性獎勵特大幅度提升"
"81001012","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100101202","深域怪物"
"81001012","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100101203","賦予TP上升上限"
"81001012","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100101204","提升物理防禦力（不可降低）"
"81001012","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100101205","提升魔法防禦力（不可降低）"
"81001012","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100101206","降低HP吸收"
"81001013","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100101301","火屬性獎勵特大幅度提升"
"81001013","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100101302","深域怪物"
"81001013","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100101303","賦予TP上升上限"
"81001013","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100101304","提升物理防禦力（不可降低）"
"81001013","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100101305","提升魔法防禦力（不可降低）"
"81001013","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100101306","降低HP吸收"
"81001014","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100101401","火屬性獎勵特大幅度提升"
"81001014","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100101402","深域怪物"
"81001014","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100101403","賦予TP上升上限"
"81001014","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100101404","提升物理防禦力（不可降低）"
"81001014","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100101405","提升魔法防禦力（不可降低）"
"81001014","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100101406","降低HP吸收"
"81001015","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100101501","火屬性獎勵特大幅度提升"
"81001015","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100101502","深域怪物"
"81001015","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100101503","賦予TP上升上限"
"81001015","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100101504","提升物理防禦力（不可降低）"
"81001015","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100101505","提升魔法防禦力（不可降低）"
"81001015","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100101506","降低HP吸收"
"81001016","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100101601","火屬性獎勵特大幅度提升"
"81001016","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100101602","深域怪物"
"81001016","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100101603","賦予TP上升上限"
"81001016","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100101604","提升物理防禦力（不可降低）"
"81001016","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100101605","提升魔法防禦力（不可降低）"
"81001016","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100101606","降低HP吸收"
"81001017","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100101701","火屬性獎勵特大幅度提升"
"81001017","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100101702","深域怪物"
"81001017","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100101703","賦予TP上升上限"
"81001017","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100101704","提升物理防禦力（不可降低）"
"81001017","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100101705","提升魔法防禦力（不可降低）"
"81001017","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100101706","降低HP吸收"
"81001018","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100101801","火屬性獎勵特大幅度提升"
"81001018","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100101802","深域怪物"
"81001018","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100101803","賦予TP上升上限"
"81001018","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100101804","提升物理防禦力（不可降低）"
"81001018","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100101805","提升魔法防禦力（不可降低）"
"81001018","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100101806","降低HP吸收"
"81001019","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100101901","火屬性獎勵特大幅度提升"
"81001019","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100101902","深域怪物"
"81001019","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100101903","賦予TP上升上限"
"81001019","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100101904","提升物理防禦力（不可降低）"
"81001019","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100101905","提升魔法防禦力（不可降低）"
"81001019","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100101906","降低HP吸收"
"81001020","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100102001","火屬性獎勵特大幅度提升"
"81001020","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100102002","深域怪物"
"81001020","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100102003","賦予TP上升上限"
"81001020","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100102004","提升物理防禦力（不可降低）"
"81001020","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100102005","提升魔法防禦力（不可降低）"
"81001020","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100102006","降低HP吸收"
"81001020","boss_tp_down_cut","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","100102007","減少TP下降"
"81001020","7","戰鬥開始時，大幅度降低全體角色的物理防禦力。","100102008","降低物理防禦力"
"81001021","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100102101","火屬性獎勵特大幅度提升"
"81001021","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100102102","深域怪物"
"81001021","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100102103","賦予TP上升上限"
"81001021","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100102104","提升物理防禦力（不可降低）"
"81001021","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100102105","提升魔法防禦力（不可降低）"
"81001021","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100102106","降低HP吸收"
"81001022","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100102201","火屬性獎勵特大幅度提升"
"81001022","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100102202","深域怪物"
"81001022","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100102203","賦予TP上升上限"
"81001022","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100102204","提升物理防禦力（不可降低）"
"81001022","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100102205","提升魔法防禦力（不可降低）"
"81001022","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100102206","降低HP吸收"
"81001023","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100102301","火屬性獎勵特大幅度提升"
"81001023","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100102302","深域怪物"
"81001023","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100102303","賦予TP上升上限"
"81001023","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100102304","提升物理防禦力（不可降低）"
"81001023","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100102305","提升魔法防禦力（不可降低）"
"81001023","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100102306","降低HP吸收"
"81001024","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100102401","火屬性獎勵特大幅度提升"
"81001024","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100102402","深域怪物"
"81001024","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100102403","賦予TP上升上限"
"81001024","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100102404","提升物理防禦力（不可降低）"
"81001024","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100102405","提升魔法防禦力（不可降低）"
"81001024","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100102406","降低HP吸收"
"81001025","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100102501","火屬性獎勵特大幅度提升"
"81001025","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100102502","深域怪物"
"81001025","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100102503","賦予TP上升上限"
"81001025","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100102504","提升物理防禦力（不可降低）"
"81001025","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100102505","提升魔法防禦力（不可降低）"
"81001025","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100102506","降低HP吸收"
"81001026","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100102601","火屬性獎勵特大幅度提升"
"81001026","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100102602","深域怪物"
"81001026","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100102603","賦予TP上升上限"
"81001026","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100102604","提升物理防禦力（不可降低）"
"81001026","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100102605","提升魔法防禦力（不可降低）"
"81001026","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100102606","降低HP吸收"
"81001027","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100102701","火屬性獎勵特大幅度提升"
"81001027","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100102702","深域怪物"
"81001027","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100102703","賦予TP上升上限"
"81001027","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100102704","提升物理防禦力（不可降低）"
"81001027","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100102705","提升魔法防禦力（不可降低）"
"81001027","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100102706","降低HP吸收"
"81001028","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100102801","火屬性獎勵特大幅度提升"
"81001028","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100102802","深域怪物"
"81001028","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100102803","賦予TP上升上限"
"81001028","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100102804","提升物理防禦力（不可降低）"
"81001028","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100102805","提升魔法防禦力（不可降低）"
"81001028","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100102806","降低HP吸收"
"81001029","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100102901","火屬性獎勵特大幅度提升"
"81001029","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100102902","深域怪物"
"81001029","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100102903","賦予TP上升上限"
"81001029","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100102904","提升物理防禦力（不可降低）"
"81001029","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100102905","提升魔法防禦力（不可降低）"
"81001029","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100102906","降低HP吸收"
"81001030","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100103001","火屬性獎勵特大幅度提升"
"81001030","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100103002","深域怪物"
"81001030","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100103003","賦予TP上升上限"
"81001030","boss_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100103004","提升物理防禦力（不可降低）"
"81001030","boss_magic_def_lower_limit","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100103005","提升魔法防禦力（不可降低）"
"81001030","9","戰鬥開始時，大幅度降低全體角色的HP吸收。","100103006","降低HP吸收"
"81001030","boss_tp_down_cut","戰鬥開始時，所有怪物的TP下降為\n減少100％的狀態。","100103007","減少TP下降"
"81001030","2","戰鬥開始時，特大幅度減少全體角色的HP回復量。","100103008","降低HP恢復量"
"81001031","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100103101","火屬性獎勵特大幅度提升"
"81001031","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100103102","深域怪物"
"81001031","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100103103","賦予TP上升上限"
"81001031","boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100103104","提升物理防禦力（不可降低）"
"81001031","boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100103105","提升魔法防禦力（不可降低）"
"81001031","9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","100103106","降低HP吸收"
"81001032","12","當編成4名以上火屬性角色時，屬性獎勵數值將會強化，火屬性以外的屬性獎勵將會無效。","100103201","火屬性獎勵特大幅度提升"
"81001032","11","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","100103202","深域怪物"
"81001032","17","戰鬥開始時，將全體角色TP上升的上限值提升至150。","100103203","賦予TP上升上限"
"81001032","boss_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","100103204","提升物理防禦力（不可降低）"
"81001032","boss_magic_def_lower_limit","戰鬥開始時，大幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","100103205","提升魔法防禦力（不可降低）"
"81001032","9","戰鬥開始時，特大幅度降低全體角色的HP吸收。","100103206","降低HP吸收"
