2820f74c2f6078f7cf4a9fd5a90f749465de7506b68efdfc5f6e86a93ac8b34b,601c31706992839f78455d0b37dcd4574467a102bed1ad803d6b3ddead228f4b,db3c666602bd6b6cc5b8236bd81c2f15d3a14de6d9bb533d677e94e2159498cd,834aab46f5dc45eaf3e67b978129834521205a7630074398bcbd8635bdf96cc1,e820b2ffb246dddc3bec5dfc808a7a6e2b034fd391d948796c5fa932b990830f
"9","601000105","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76010001"
"boss_tp_down_cut","601000106","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","76010001"
"18","601000201","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76010002"
"17","601000202","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76010002"
"boss_def_lower_limit","601000203","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76010002"
"boss_magic_def_lower_limit","601000204","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76010002"
"9","601000205","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76010002"
"boss_tp_down_cut","601000206","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","76010002"
"18","601000301","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76010003"
"17","601000302","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76010003"
"boss_def_lower_limit","601000303","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76010003"
"boss_magic_def_lower_limit","601000304","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76010003"
"9","601000305","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76010003"
"boss_tp_down_cut","601000306","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","76010003"
"18","601000401","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76010004"
"17","601000402","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76010004"
"boss_def_lower_limit","601000403","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76010004"
"boss_magic_def_lower_limit","601000404","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76010004"
"9","601000405","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76010004"
"boss_tp_down_cut","601000406","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","76010004"
"18","601000501","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76010005"
"17","601000502","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76010005"
"boss_def_lower_limit","601000503","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76010005"
"boss_magic_def_lower_limit","601000504","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76010005"
"9","601000505","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76010005"
"boss_tp_down_cut","601000506","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","76010005"
"33","601000601","全屬性獎勵特大幅度提升","編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","76010006"
"25","601000602","危險領域","戰鬥中，發動「戰鬥中提升持續物理攻擊力」、「戰鬥中提升持續魔法攻擊力」效果。","76010006"
"18","601000603","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76010006"
"17","601000604","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76010006"
"boss_def_lower_limit","601000605","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76010006"
"boss_magic_def_lower_limit","601000606","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76010006"
"9","601000607","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76010006"
"boss_tp_down_cut","601000608","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","76010006"
"boss_atk_up","601000609","戰鬥中提升持續物理攻擊力","戰鬥開始後每隔一定時間，全體怪物的物理攻擊力中幅度提升。","76010006"
"34","601000610","戰鬥中提升持續魔法攻擊力","戰鬥開始後每隔一定時間，全體怪物的魔法攻擊力中幅度提升。","76010006"
"33","601000701","全屬性獎勵特大幅度提升","編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","76010007"
"25","601000702","危險領域","戰鬥中，發動「戰鬥中提升持續物理攻擊力」、「戰鬥中提升持續魔法攻擊力」效果。","76010007"
"18","601000703","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76010007"
"17","601000704","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76010007"
"boss_def_lower_limit","601000705","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76010007"
"boss_magic_def_lower_limit","601000706","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76010007"
"9","601000707","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76010007"
"boss_tp_down_cut","601000708","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","76010007"
"boss_atk_up","601000709","戰鬥中提升持續物理攻擊力","戰鬥開始後每隔一定時間，全體怪物的物理攻擊力中幅度提升。","76010007"
"34","601000710","戰鬥中提升持續魔法攻擊力","戰鬥開始後每隔一定時間，全體怪物的魔法攻擊力中幅度提升。","76010007"
"33","601000801","全屬性獎勵特大幅度提升","編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","76010008"
"25","601000802","危險領域","戰鬥中，發動「戰鬥中提升持續物理攻擊力」、「戰鬥中提升持續魔法攻擊力」效果。","76010008"
"18","601000803","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76010008"
"17","601000804","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76010008"
"boss_def_lower_limit","601000805","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76010008"
"boss_magic_def_lower_limit","601000806","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76010008"
"9","601000807","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76010008"
"boss_tp_down_cut","601000808","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","76010008"
"boss_atk_up","601000809","戰鬥中提升持續物理攻擊力","戰鬥開始後每隔一定時間，全體怪物的物理攻擊力中幅度提升。","76010008"
"34","601000810","戰鬥中提升持續魔法攻擊力","戰鬥開始後每隔一定時間，全體怪物的魔法攻擊力中幅度提升。","76010008"
"33","601000901","全屬性獎勵特大幅度提升","編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","76010009"
"25","601000902","危險領域","戰鬥中，發動「戰鬥中提升持續物理攻擊力」、「戰鬥中提升持續魔法攻擊力」效果。","76010009"
"18","601000903","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76010009"
"17","601000904","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76010009"
"boss_def_lower_limit","601000905","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76010009"
"boss_magic_def_lower_limit","601000906","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76010009"
"9","601000907","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76010009"
"boss_tp_down_cut","601000908","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","76010009"
"boss_atk_up","601000909","戰鬥中提升持續物理攻擊力","戰鬥開始後每隔一定時間，全體怪物的物理攻擊力中幅度提升。","76010009"
"34","601000910","戰鬥中提升持續魔法攻擊力","戰鬥開始後每隔一定時間，全體怪物的魔法攻擊力中幅度提升。","76010009"
"33","601001001","全屬性獎勵特大幅度提升","編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","76010010"
"25","601001002","危險領域","戰鬥中，發動「戰鬥中提升持續物理攻擊力」、「戰鬥中提升持續魔法攻擊力」效果。","76010010"
"18","601001003","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76010010"
"17","601001004","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76010010"
"boss_def_lower_limit","601001005","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76010010"
"boss_magic_def_lower_limit","601001006","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76010010"
"9","601001007","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76010010"
"boss_tp_down_cut","601001008","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","76010010"
"boss_atk_up","601001009","戰鬥中提升持續物理攻擊力","戰鬥開始後每隔一定時間，全體怪物的物理攻擊力中幅度提升。","76010010"
"34","601001010","戰鬥中提升持續魔法攻擊力","戰鬥開始後每隔一定時間，全體怪物的魔法攻擊力中幅度提升。","76010010"
"18","602000101","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76020001"
"17","602000102","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76020001"
"boss_def_lower_limit","602000103","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76020001"
"boss_magic_def_lower_limit","602000104","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76020001"
"9","602000105","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76020001"
"boss_tp_down_cut","602000106","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","76020001"
"18","602000201","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76020002"
"17","602000202","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76020002"
"boss_def_lower_limit","602000203","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76020002"
"boss_magic_def_lower_limit","602000204","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76020002"
"9","602000205","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76020002"
"boss_tp_down_cut","602000206","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","76020002"
"18","602000301","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76020003"
"17","602000302","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76020003"
"boss_def_lower_limit","602000303","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76020003"
"boss_magic_def_lower_limit","602000304","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76020003"
"9","602000305","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76020003"
"boss_tp_down_cut","602000306","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","76020003"
"18","602000401","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76020004"
"17","602000402","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76020004"
"boss_def_lower_limit","602000403","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76020004"
"boss_magic_def_lower_limit","602000404","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76020004"
"9","602000405","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76020004"
"boss_tp_down_cut","602000406","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少100％的狀態。","76020004"
"18","602000501","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76020005"
"17","602000502","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76020005"
"boss_def_lower_limit","602000503","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76020005"
"boss_magic_def_lower_limit","602000504","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76020005"
"9","602000505","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76020005"
"boss_tp_down_cut","602000506","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","76020005"
"33","602000601","全屬性獎勵特大幅度提升","編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","76020006"
"25","602000602","危險領域","戰鬥中，發動「戰鬥中提升持續物理攻擊力」效果。","76020006"
"18","602000603","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76020006"
"17","602000604","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76020006"
"boss_def_lower_limit","602000605","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76020006"
"boss_magic_def_lower_limit","602000606","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76020006"
"9","602000607","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76020006"
"boss_tp_down_cut","602000608","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","76020006"
"boss_atk_up","602000609","戰鬥中提升持續物理攻擊力","戰鬥開始後每隔一定時間，全體怪物的物理攻擊力中幅度提升。","76020006"
"33","602000701","全屬性獎勵特大幅度提升","編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","76020007"
"25","602000702","危險領域","戰鬥中，發動「戰鬥中提升持續物理攻擊力」效果。","76020007"
"18","602000703","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76020007"
"17","602000704","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76020007"
"boss_def_lower_limit","602000705","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76020007"
"boss_magic_def_lower_limit","602000706","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76020007"
"9","602000707","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76020007"
"boss_tp_down_cut","602000708","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","76020007"
"boss_atk_up","602000709","戰鬥中提升持續物理攻擊力","戰鬥開始後每隔一定時間，全體怪物的物理攻擊力中幅度提升。","76020007"
"33","602000801","全屬性獎勵特大幅度提升","編組４位以上的同屬性角色時，會強化角色的屬性獎勵。","76020008"
