059d38e829ec2a289efde84689c8d31cd1d8793f0bd0852f760a38465c37bc06,fb692c91a458780dc63591783e9206a81428d0bb9d40a6173308287211717e2a,9f79d4adb4461767e930115a3a2c7aeae141bf812d9a07426640bf89d9bcb66a,5ffd8798ed0dbf6ad76acb80173cc6d80cdd483540eaf41925bf7003ba9c7da8,b032cc8056b4bff193dd9873419901e2cde0d921dc061258f5f225707617786e,b42cd0d71305173f166113cabb6aa4917b0ce30e4d53689432258d8d0d5a15f4,c70924df1e1d1286a022ba3494fe1a5b52dafde295d866cb33238ad90d093fbd,cf64b525a215d710d537e5773208fe0fe9c921819cddd16bc5ef38daaeb5bf8e
"710003404","710000034","710100341","710003401","100","710003403","710003405","710003402"
"710003501","710000035","710100351","710003504","100","710003503","710003505","710003502"
"710003601","710000036","710100361","710003604","100","710003603","710003605","710003602"
"710003704","710000037","710100371","710003702","100","710003703","710003705","710003701"
"710003801","710000038","710100381","710003802","100","710003803","710003805","710003804"
"710003902","710000039","710100391","710003905","100","710003903","710003904","710003901"
"710004002","710000040","710100401","710004001","100","710004002","0","710004003"
"710004102","710000041","710100411","710004101","100","710004103","710004105","710004104"
"710004203","710000042","710100421","710004201","100","710004204","710004205","710004202"
"710004304","710000043","710100431","710004301","100","710004303","710004305","710004302"
"710004402","710000044","710100441","710004404","100","710004401","710004405","710004403"
"710004501","710000045","710100451","710004504","100","710004503","710004505","710004502"
"710004604","710000046","710100461","710004601","100","710004603","710004605","710004602"
"710004701","710000047","710100471","710004704","100","710004703","710004705","710004702"
"710004801","710000048","710100481","710004803","100","710004805","710004804","710004802"
"710004904","710000049","710100491","710004902","100","710004903","710004905","710004901"
"710005002","710000050","710100501","710005001","100","710005002","710005004","710005003"
"710005102","710000051","710100511","710005101","100","710005104","710005105","710005103"
"710005202","710000052","710100521","710005201","100","710005203","710005205","710005204"
"710005301","710000053","710100531","710005305","100","710005302","710005304","710005303"
"710005402","710000054","710100541","710005403","100","710005405","710005404","710005401"
"710005504","710000055","710100551","710005501","100","710005503","710005505","710005502"
"710005601","710000056","710100561","710005605","100","710005602","710005604","710005603"
"710005701","710000057","710100571","710005704","100","710005703","710005705","710005702"
"710005801","710000058","710100581","710005802","100","710005803","710005805","710005804"
"710005902","710000059","710100591","710005901","100","710005904","710005905","710005903"
"710006002","710000060","710100601","710006001","100","710006002","710006004","710006003"
"710006101","710000061","710100611","710006102","100","710006103","710006105","710006104"
"710006203","710000062","710100621","710006202","100","710006205","710006204","710006201"
"710006301","710000063","710100631","710006305","100","710006304","710006303","710006302"
"710006404","710000064","710100641","710006402","100","710006403","710006405","710006401"
"710006502","710000065","710100651","710006505","100","710006503","710006504","710006501"
"710006604","710000066","710100661","710006602","100","710006601","710006605","710006603"
"710006703","710000067","710100671","710006701","100","710006704","710006702","710006705"
"710006803","710000068","710100681","710006801","100","710006805","710006804","710006802"
"710006903","710000069","710100691","710006902","100","710006904","710006905","710006901"
"710007002","710000070","710100701","710007001","100","710007002","710007003","710007004"
"710007102","710000071","710200711","710007104","100","710007101","710007105","710007103"
"710007202","710000072","710200721","710007204","100","710007201","710007205","710007203"
"710007302","710000073","710200731","710007304","100","710007301","710007305","710007303"
"710007402","710000074","710200741","710007404","100","710007401","710007405","710007403"
"710007503","710000075","710200751","710007504","100","710007501","710007505","710007502"
"710007602","710000076","710200761","710007604","100","710007601","710007605","710007603"
"710007701","710000077","710200771","710007704","100","710007702","710007705","710007703"
"710007802","710000078","710200781","710007804","100","710007801","710007805","710007803"
"710007903","710000079","710200791","710007904","100","710007901","710007905","710007902"
"710008001","710000080","710200801","710008003","100","710008001","710008004","710008002"
"710008102","710000081","710200811","710008104","100","710008101","710008105","710008103"
"710008202","710000082","710200821","710008204","100","710008201","710008205","710008203"
"710008302","710000083","710200831","710008304","100","710008301","710008305","710008303"
"710008402","710000084","710200841","710008404","100","710008401","710008405","710008403"
"710008502","710000085","710200851","710008504","100","710008501","710008505","710008503"
"710008602","710000086","710200861","710008604","100","710008601","710008605","710008603"
"710008703","710000087","710200871","710008704","100","710008701","710008705","710008702"
"710008802","710000088","710200881","710008804","100","710008801","710008805","710008803"
"710008902","710000089","710200891","710008904","100","710008901","710008905","710008903"
"710009001","710000090","710200901","710009003","100","710009001","710009004","710009002"
"710009102","710000091","710200911","710009104","100","710009101","710009105","710009103"
"710009202","710000092","710200921","710009204","100","710009201","710009205","710009203"
"710009302","710000093","710200931","710009303","100","710009301","710009305","710009304"
"710009402","710000094","710200941","710009404","100","710009401","710009405","710009403"
"710009504","710000095","710200951","710009503","100","710009501","710009505","710009502"
"710009602","710000096","710200961","710009604","100","710009601","710009605","710009603"
"710009702","710000097","710200971","710009704","100","710009701","710009705","710009703"
"710009802","710000098","710200981","710009804","100","710009803","710009805","710009801"
"710009902","710000099","710200991","710009904","100","710009901","710009905","710009903"
"710010001","710000100","710201001","710010004","100","710010001","710010003","710010002"
"710010102","710000101","710201011","710010104","100","710010101","710010105","710010103"
"710010203","710000102","710201021","710010204","100","710010201","710010205","710010202"
"710010302","710000103","710201031","710010304","100","710010301","710010305","710010303"
"710010402","710000104","710201041","710010404","100","710010401","710010405","710010403"
"710010502","710000105","710201051","710010504","100","710010501","710010505","710010503"
"710010602","710000106","710201061","710010604","100","710010601","710010605","710010603"
"710010701","710000107","710201071","710010702","100","710010704","710010705","710010703"
"710010802","710000108","710201081","710010804","100","710010801","710010805","710010803"
"710010902","710000109","710201091","710010904","100","710010901","710010905","710010903"
"710011001","710000110","710201101","710011003","100","710011001","710011004","710011002"
"710011103","710000111","710301111","710011102","100","710011101","710011105","710011104"
"710011201","710000112","710301121","710011204","100","710011203","710011205","710011202"
"710011301","710000113","710301131","710011302","100","710011303","710011305","710011304"
"710011401","710000114","710301141","710011404","100","710011402","710011405","710011403"
"710011503","710000115","710301151","710011502","100","710011501","710011505","710011504"
"710011603","710000116","710301161","710011604","100","710011601","710011605","710011602"
"710011703","710000117","710301171","710011704","100","710011701","710011705","710011702"
"710011802","710000118","710301181","710011804","100","710011801","710011805","710011803"
"710011903","710000119","710301191","710011902","100","710011901","710011905","710011904"
"710012001","710000120","710301201","710012003","100","710012001","710012004","710012002"
"710012104","710000121","710301211","710012102","100","710012101","710012103","710012105"
"710012201","710000122","710301221","710012204","100","710012203","710012205","710012202"
"710012302","710000123","710301231","710012304","100","710012301","710012305","710012303"
"710012402","710000124","710301241","710012404","100","710012401","710012403","710012405"
"710012502","710000125","710301251","710012505","100","710012501","710012504","710012503"
"710012604","710000126","710301261","710012602","100","710012601","710012605","710012603"
"710012702","710000127","710301271","710012704","100","710012701","710012705","710012703"
"710012803","710000128","710301281","710012802","100","710012801","710012805","710012804"
"710012904","710000129","710301291","710012902","100","710012903","710012905","710012901"
"710013001","710000130","710301301","710013003","100","710013001","710013004","710013002"
"710013102","710000131","710401311","710013104","100","710013101","710013105","710013103"
"710013202","710000132","710401321","710013204","100","710013201","710013205","710013203"
"710013302","710000133","710401331","710013304","100","710013301","710013305","710013303"
"710013402","710000134","710401341","710013404","100","710013401","710013405","710013403"
"710013502","710000135","710401351","710013504","100","710013501","710013505","710013503"
"710013602","710000136","710401361","710013604","100","710013601","710013605","710013603"
"710013702","710000137","710401371","710013704","100","710013701","710013705","710013703"
"710013802","710000138","710401381","710013805","100","710013801","710013803","710013804"
"710013902","710000139","710401391","710013904","100","710013901","710013905","710013903"
"710014001","710000140","710401401","710014003","100","710014001","710014004","710014002"
"710014102","710000141","710401411","710014104","100","710014101","710014105","710014103"
"710014201","710000142","710401421","710014203","100","710014204","710014205","710014202"
"710014304","710000143","710401431","710014303","100","710014301","710014305","710014302"
"710014402","710000144","710401441","710014404","100","710014401","710014405","710014403"
"710014503","710000145","710401451","710014504","100","710014501","710014505","710014502"
"710014602","710000146","710401461","710014604","100","710014601","710014605","710014603"
"710014702","710000147","710401471","710014704","100","710014701","710014705","710014703"
"710014802","710000148","710401481","710014804","100","710014801","710014805","710014803"
"710014902","710000149","710401491","710014904","100","710014901","710014905","710014903"
"710015001","710000150","710401501","710015003","100","710015001","710015004","710015002"
"710015103","710000151","710501511","710015104","100","710015102","710015105","710015101"
"710015204","710000152","710501521","710015203","100","710015202","710015205","710015201"
"710015302","710000153","710501531","710015304","100","710015301","710015305","710015303"
"710015402","710000154","710501541","710015404","100","710015401","710015405","710015403"
"710015503","710000155","710501551","710015502","100","710015501","710015504","710015505"
"710015602","710000156","710501561","710015603","100","710015601","710015605","710015604"
"710015701","710000157","710501571","710015704","100","710015703","710015705","710015702"
"710015804","710000158","710501581","710015805","100","710015801","710015803","710015802"
"710015902","710000159","710501591","710015904","100","710015901","710015905","710015903"
"710016001","710000160","710501601","710016003","100","710016001","710016004","710016002"
"710016102","710000161","710501611","710016103","100","710016101","710016105","710016104"
"710016202","710000162","710501621","710016204","100","710016201","710016205","710016203"
"710016302","710000163","710501631","710016304","100","710016301","710016305","710016303"
"710016402","710000164","710501641","710016404","100","710016401","710016405","710016403"
"710016501","710000165","710501651","710016504","100","710016502","710016505","710016503"
"710016603","710000166","710501661","710016605","100","710016601","710016604","710016602"
"710016701","710000167","710501671","710016704","100","710016702","710016705","710016703"
"710016802","710000168","710501681","710016804","100","710016801","710016805","710016803"
"710016903","710000169","710501691","710016904","100","710016901","710016905","710016902"
"710017001","710000170","710501701","710017003","100","710017001","710017004","710017002"
"710017101","710000171","710601711","710017104","100","710017103","710017105","710017102"
"710017201","710000172","710601721","710017202","100","710017203","710017205","710017204"
"710017303","710000173","710601731","710017302","100","710017301","710017305","710017304"
"710017403","710000174","710601741","710017404","100","710017401","710017405","710017402"
"710017501","710000175","710601751","710017504","100","710017503","710017505","710017502"
"710017601","710000176","710601761","710017602","100","710017603","710017605","710017604"
"710017701","710000177","710601771","710017702","100","710017703","710017705","710017704"
"710017801","710000178","710601781","710017804","100","710017803","710017805","710017802"
"710017904","710000179","710601791","710017902","100","710017903","710017905","710017901"
"710018004","710000180","710601801","710018003","100","710018001","710018002","710018005"
"710018103","710000181","710601811","710018102","100","710018103","710018104","710018101"
"710018204","710000182","710601821","710018202","100","710018203","710018205","710018201"
"710018303","710000183","710601831","710018302","100","710018303","710018304","710018301"
"710018401","710000184","710601841","710018404","100","710018403","710018405","710018402"
"710018501","710000185","710601851","710018504","100","710018503","710018505","710018502"
"710018601","710000186","710601861","710018602","100","710018603","710018605","710018604"
"710018701","710000187","710601871","710018702","100","710018703","710018705","710018704"
"710018801","710000188","710601881","710018802","100","710018803","710018805","710018804"
"710018901","710000189","710601891","710018902","100","710018903","710018905","710018904"
"710019001","710000190","710601901","710019003","100","710019004","710019005","710019002"
"710019102","710000191","710701911","710019104","100","710019101","710019105","710019103"
"710019202","710000192","710701921","710019204","100","710019201","710019205","710019203"
"710019302","710000193","710701931","710019304","100","710019301","710019305","710019303"
"710019402","710000194","710701941","710019404","100","710019401","710019405","710019403"
"710019502","710000195","710701951","710019504","100","710019501","710019505","710019503"
"710019602","710000196","710701961","710019604","100","710019601","710019605","710019603"
"710019702","710000197","710701971","710019704","100","710019701","710019705","710019703"
"710019802","710000198","710701981","710019804","100","710019801","710019805","710019803"
"710019902","710000199","710701991","710019904","100","710019901","710019905","710019903"
"710020002","710000200","710702001","710020004","100","710020001","710020005","710020003"
"710020102","710000201","710702011","710020104","100","710020101","710020105","710020103"
"710020202","710000202","710702021","710020204","100","710020201","710020205","710020203"
"710020302","710000203","710702031","710020304","100","710020301","710020305","710020303"
"710020402","710000204","710702041","710020404","100","710020401","710020405","710020403"
"710020502","710000205","710702051","710020504","100","710020501","710020505","710020503"
"710020602","710000206","710702061","710020604","100","710020601","710020605","710020603"
"710020702","710000207","710702071","710020704","100","710020701","710020705","710020703"
"710020802","710000208","710702081","710020804","100","710020801","710020805","710020803"
"710020902","710000209","710702091","710020904","100","710020901","710020905","710020903"
"710021002","710000210","710702101","710021004","100","710021001","710021005","710021003"
"710021102","710000211","710802111","710021104","100","710021101","710021105","710021103"
"710021202","710000212","710802121","710021204","100","710021201","710021205","710021203"
"710021302","710000213","710802131","710021304","100","710021301","710021305","710021303"
"710021402","710000214","710802141","710021404","100","710021401","710021405","710021403"
"710021502","710000215","710802151","710021504","100","710021501","710021505","710021503"
"710021602","710000216","710802161","710021604","100","710021601","710021605","710021603"
"710021702","710000217","710802171","710021704","100","710021701","710021705","710021703"
"710021802","710000218","710802181","710021804","100","710021801","710021805","710021803"
"710021902","710000219","710802191","710021904","100","710021901","710021905","710021903"
"710022003","710000220","710802201","710022004","100","710022002","0","710022001"
"710022102","710000221","710802211","710022104","100","710022101","710022105","710022103"
"710022202","710000222","710802221","710022204","100","710022201","710022205","710022203"
"710022302","710000223","710802231","710022304","100","710022301","710022305","710022303"
"710022402","710000224","710802241","710022404","100","710022401","710022405","710022403"
"710022502","710000225","710802251","710022504","100","710022501","710022505","710022503"
"710022602","710000226","710802261","710022604","100","710022601","710022605","710022603"
"710022702","710000227","710802271","710022704","100","710022701","710022705","710022703"
"710022802","710000228","710802281","710022804","100","710022801","710022805","710022803"
"710022902","710000229","710802291","710022904","100","710022901","710022905","710022903"
"710023002","710000230","710802301","710023004","100","710023003","0","710023001"
"710023102","710000231","710902311","710023104","100","710023101","710023105","710023103"
"710023202","710000232","710902321","710023204","100","710023201","710023205","710023203"
"710023302","710000233","710902331","710023304","100","710023301","710023305","710023303"
"710023402","710000234","710902341","710023404","100","710023401","710023405","710023403"
"710023502","710000235","710902351","710023504","100","710023501","710023505","710023503"
"710023602","710000236","710902361","710023604","100","710023601","710023605","710023603"
"710023702","710000237","710902371","710023704","100","710023701","710023705","710023703"
"710023802","710000238","710902381","710023804","100","710023801","710023805","710023803"
"710023902","710000239","710902391","710023904","100","710023901","710023905","710023903"
"710024002","710000240","710902401","710024004","100","710024001","0","710024003"
"710024102","710000241","710902411","710024104","100","710024101","710024105","710024103"
"710024202","710000242","710902421","710024204","100","710024201","710024205","710024203"
"710024302","710000243","710902431","710024304","100","710024301","710024305","710024303"
"710024402","710000244","710902441","710024404","100","710024401","710024405","710024403"
"710024502","710000245","710902451","710024504","100","710024501","710024505","710024503"
"710024602","710000246","710902461","710024604","100","710024601","710024605","710024603"
"710024702","710000247","710902471","710024704","100","710024701","710024705","710024703"
"710024802","710000248","710902481","710024804","100","710024801","710024805","710024803"
"710024902","710000249","710902491","710024904","100","710024901","710024905","710024903"
"710025002","710000250","710902501","710025004","100","710025001","0","710025003"
"710025102","710000251","711002511","710025104","100","710025101","710025105","710025103"
"710025202","710000252","711002521","710025204","100","710025201","710025205","710025203"
"710025302","710000253","711002531","710025304","100","710025301","710025305","710025303"
"710025402","710000254","711002541","710025404","100","710025401","710025405","710025403"
"710025502","710000255","711002551","710025504","100","710025501","710025505","710025503"
"710025602","710000256","711002561","710025604","100","710025601","710025605","710025603"
"710025702","710000257","711002571","710025704","100","710025701","710025705","710025703"
"710025802","710000258","711002581","710025804","100","710025801","710025805","710025803"
"710025902","710000259","711002591","710025904","100","710025901","710025905","710025903"
"710026002","710000260","711002601","710026004","100","710026001","0","710026003"
"710026102","710000261","711002611","710026104","100","710026101","710026105","710026103"
"710026202","710000262","711002621","710026204","100","710026201","710026205","710026203"
"710026301","710000263","711002631","710026304","100","710026302","710026305","710026303"
"710026402","710000264","711002641","710026404","100","710026401","710026405","710026403"
"710026502","710000265","711002651","710026503","100","710026501","710026505","710026504"
"710026602","710000266","711002661","710026604","100","710026601","710026605","710026603"
"710026702","710000267","711002671","710026704","100","710026701","710026705","710026703"
"710026802","710000268","711002681","710026804","100","710026801","710026805","710026803"
"710026902","710000269","711002691","710026904","100","710026901","710026905","710026903"
"710027002","710000270","711002701","710027004","100","710027001","710027005","710027003"
"710027102","710000271","711102711","710027103","100","710027101","710027105","710027104"
"710027202","710000272","711102721","710027205","100","710027201","710027204","710027203"
"710027302","710000273","711102731","710027304","100","710027301","710027305","710027303"
"710027402","710000274","711102741","710027404","100","710027401","710027405","710027403"
"710027503","710000275","711102751","710027504","100","710027501","710027505","710027502"
"710027601","710000276","711102761","710027603","100","710027602","710027605","710027604"
"710027702","710000277","711102771","710027703","100","710027701","710027705","710027704"
"710027802","710000278","711102781","710027804","100","710027801","710027805","710027803"
"710027901","710000279","711102791","710027905","100","710027901","710027902","710027904"
"710028002","710000280","711102801","710028004","100","710028001","0","710028003"
"710028102","710000281","711102811","710028104","100","710028101","710028105","710028103"
"710028203","710000282","711102821","710028204","100","710028201","710028205","710028202"
"710028304","710000283","711102831","710028302","100","710028303","710028305","710028301"
"710028402","710000284","711102841","710028403","100","710028401","710028405","710028404"
"710028501","710000285","711102851","710028502","100","710028503","710028505","710028504"
"710028603","710000286","711102861","710028605","100","710028601","710028604","710028602"
"710028703","710000287","711102871","710028702","100","710028701","710028705","710028704"
"710028803","710000288","711102881","710028804","100","710028801","710028805","710028802"
"710028902","710000289","711102891","710028903","100","710028901","710028905","710028904"
"710029002","710000290","711102901","710029004","100","710029001","710029005","710029003"
"710029102","710000291","711202911","710029103","100","710029101","710029105","710029104"
"710029202","710000292","711202921","710029203","100","710029201","710029205","710029204"
"710029302","710000293","711202931","710029304","100","710029301","710029305","710029303"
"710029402","710000294","711202941","710029404","100","710029401","710029405","710029403"
"710029502","710000295","711202951","710029504","100","710029501","710029505","710029503"
"710029602","710000296","711202961","710029604","100","710029601","710029605","710029603"
"710029702","710000297","711202971","710029704","100","710029701","710029705","710029703"
"710029802","710000298","711202981","710029803","100","710029801","710029805","710029804"
"710029904","710000299","711202991","710029902","100","710029901","710029903","710029905"
"710030002","710000300","711203001","710030001","100","710030004","0","710030003"
"710030102","710000301","711203011","710030103","100","710030101","710030105","710030104"
"710030203","710000302","711203021","710030202","100","710030201","710030205","710030204"
"710030303","710000303","711203031","710030302","100","710030301","710030305","710030304"
"710030402","710000304","711203041","710030404","100","710030401","710030405","710030403"
"710030501","710000305","711203051","710030502","100","710030503","710030505","710030504"
"710030601","710000306","711203061","710030604","100","710030602","710030605","710030603"
"710030703","710000307","711203071","710030702","100","710030701","710030705","710030704"
"710030802","710000308","711203081","710030804","100","710030801","710030805","710030803"
"710030902","710000309","711203091","710030904","100","710030901","710030905","710030903"
"710031001","710000310","711203101","710031003","100","710031004","710031005","710031002"
"710031104","710000311","711303111","710031103","100","710031101","710031105","710031102"
"710031202","710000312","711303121","710031204","100","710031201","710031205","710031203"
"710031302","710000313","711303131","710031303","100","710031301","710031305","710031304"
"710031402","710000314","711303141","710031403","100","710031401","710031405","710031404"
"710031503","710000315","711303151","710031504","100","710031501","710031505","710031502"
"710031601","710000316","711303161","710031603","100","710031602","710031605","710031604"
"710031702","710000317","711303171","710031703","100","710031701","710031705","710031704"
"710031801","710000318","711303181","710031805","100","710031802","710031804","710031803"
"710031904","710000319","711303191","710031905","100","710031901","710031903","710031902"
"710032002","710000320","711303201","710032004","100","710032001","0","710032003"
"710032102","710000321","711303211","710032104","100","710032101","710032105","710032103"
"710032203","710000322","711303221","710032202","100","710032201","710032205","710032204"
"710032301","710000323","711303231","710032304","100","710032303","710032305","710032302"
"710032402","710000324","711303241","710032403","100","710032401","710032405","710032404"
"710032504","710000325","711303251","710032502","100","710032503","710032505","710032501"
"710032602","710000326","711303261","710032604","100","710032601","710032605","710032603"
"710032703","710000327","711303271","710032704","100","710032701","710032705","710032702"
"710032801","710000328","711303281","710032803","100","710032802","710032805","710032804"
"710032902","710000329","711303291","710032904","100","710032901","710032905","710032903"
"710033002","710000330","711303301","710033004","100","710033001","710033003","710033005"
"710033101","710000331","711403311","710033104","100","710033103","710033105","710033102"
"710033201","710000332","711403321","710033202","100","710033203","710033205","710033204"
"710033301","710000333","711403331","710033304","100","710033303","710033305","710033302"
"710033403","710000334","711403341","710033402","100","710033401","710033405","710033404"
"710033504","710000335","711403351","710033502","100","710033503","710033505","710033501"
"710033601","710000336","711403361","710033604","100","710033603","710033605","710033602"
"710033701","710000337","711403371","710033704","100","710033703","710033705","710033702"
"710033804","710000338","711403381","710033802","100","710033803","710033805","710033801"
"710033904","710000339","711403391","710033902","100","710033903","710033905","710033901"
"710034005","710000340","711403401","710034002","100","710034001","0","710034003"
"710034104","710000341","711403411","710034102","100","710034103","710034105","710034101"
"710034201","710000342","711403421","710034202","100","710034203","710034205","710034204"
"710034301","710000343","711403431","710034302","100","710034303","710034305","710034304"
"710034401","710000344","711403441","710034402","100","710034403","710034405","710034404"
"710034503","710000345","711403451","710034502","100","710034503","710034504","710034501"
"710034601","710000346","711403461","710034602","100","710034603","710034605","710034604"
"710034701","710000347","711403471","710034702","100","710034703","710034705","710034704"
"710034801","710000348","711403481","710034802","100","710034803","710034805","710034804"
"710034901","710000349","711403491","710034902","100","710034903","710034905","710034904"
"710035001","710000350","711403501","710035003","100","710035004","710035005","710035002"
"710035103","710000351","711503511","710035102","100","710035101","710035105","710035104"
"710035201","710000352","711503521","710035202","100","710035203","710035205","710035204"
"710035301","710000353","711503531","710035305","100","710035303","710035302","710035304"
"710035401","710000354","711503541","710035402","100","710035403","710035405","710035404"
"710035501","710000355","711503551","710035504","100","710035503","710035505","710035502"
"710035601","710000356","711503561","710035602","100","710035603","710035605","710035604"
"710035703","710000357","711503571","710035705","100","710035701","710035702","710035704"
"710035801","710000358","711503581","710035802","100","710035803","710035805","710035804"
"710035901","710000359","711503591","710035905","100","710035903","710035902","710035904"
"710036001","710000360","711503601","710036003","100","710036004","710036005","710036002"
"710036101","710000361","711603611","710036105","100","710036103","710036102","710036104"
"710036201","710000362","711603621","710036202","100","710036203","710036205","710036204"
"710036301","710000363","711603631","710036305","100","710036303","710036302","710036304"
"710036401","710000364","711603641","710036404","100","710036403","710036405","710036402"
"710036504","710000365","711603651","710036502","100","710036503","710036505","710036501"
"710036601","710000366","711603661","710036604","100","710036603","710036605","710036602"
"710036703","710000367","711603671","710036704","100","710036701","710036705","710036702"
"710036804","710000368","711603681","710036802","100","710036803","710036805","710036801"
"710036904","710000369","711603691","710036902","100","710036903","710036905","710036901"
"710037004","710000370","711603701","710037003","100","710037001","710037005","710037002"
"710037103","710000371","711703711","710037102","100","710037101","710037105","710037104"
"710037203","710000372","711703721","710037202","100","710037201","710037205","710037204"
"710037301","710000373","711703731","710037302","100","710037303","710037305","710037304"
"710037401","710000374","711703741","710037402","100","710037403","710037405","710037404"
"710037501","710000375","711703751","710037502","100","710037503","710037505","710037504"
"710037601","710000376","711703761","710037602","100","710037603","710037605","710037604"
"710037701","710000377","711703771","710037704","100","710037703","710037705","710037702"
"710037801","710000378","711703781","710037802","100","710037803","710037805","710037804"
"710037901","710000379","711703791","710037902","100","710037903","710037905","710037904"
"710038004","710000380","711703801","710038003","100","710038001","710038002","710038005"
"710038101","710000381","711803811","710038105","100","710038103","710038102","710038104"
"710038203","710000382","711803821","710038201","100","710038203","710038202","710038204"
"710038301","710000383","711803831","710038302","100","710038303","710038305","710038304"
"710038401","710000384","711803841","710038402","100","710038403","710038405","710038404"
"710038501","710000385","711803851","710038502","100","710038503","710038505","710038504"
"710038601","710000386","711803861","710038602","100","710038603","710038605","710038604"
"710038701","710000387","711803871","710038702","100","710038703","710038705","710038704"
"710038803","710000388","711803881","710038802","100","710038801","710038805","710038804"
"710038903","710000389","711803891","710038904","100","710038901","710038905","710038902"
"710039004","710000390","711803901","710039003","100","710039001","710039005","710039002"
"710039101","710000391","711903911","710039105","100","710039103","710039102","710039104"
"710039201","710000392","711903921","710039202","100","710039203","710039205","710039204"
"710039304","710000393","711903931","710039302","100","710039303","710039305","710039301"
"710039401","710000394","711903941","710039402","100","710039403","710039405","710039404"
"710039504","710000395","711903951","710039502","100","710039503","710039505","710039501"
"710039601","710000396","711903961","710039604","100","710039603","710039605","710039602"
"710039701","710000397","711903971","710039704","100","710039703","710039705","710039702"
"710039801","710000398","711903981","710039802","100","710039803","710039805","710039804"
"710039904","710000399","711903991","710039905","100","710039903","710039902","710039901"
"710040001","710000400","711904001","710040003","100","710040004","710040002","710040005"
"710040101","710000401","712004011","710040102","100","710040103","710040105","710040104"
"710040201","710000402","712004021","710040205","100","710040203","710040202","710040204"
"710040304","710000403","712004031","710040302","100","710040303","710040305","710040301"
"710040404","710000404","712004041","710040402","100","710040403","710040405","710040401"
"710040501","710000405","712004051","710040504","100","710040503","710040505","710040502"
"710040604","710000406","712004061","710040602","100","710040603","710040605","710040601"
"710040703","710000407","712004071","710040702","100","710040701","710040705","710040704"
"710040801","710000408","712004081","710040804","100","710040803","710040805","710040802"
"710040904","710000409","712004091","710040902","100","710040903","710040905","710040901"
"710041001","710000410","712004101","710041003","100","710041004","710041002","710041005"
"710041101","710000411","712104111","710041104","100","710041103","710041105","710041102"
"710041203","710000412","712104121","710041202","100","710041201","710041205","710041204"
"710041304","710000413","712104131","710041302","100","710041303","710041305","710041301"
"710041404","710000414","712104141","710041405","100","710041403","710041402","710041401"
"710041504","710000415","712104151","710041502","100","710041503","710041505","710041501"
"710041601","710000416","712104161","710041602","100","710041603","710041605","710041604"
"710041701","710000417","712104171","710041704","100","710041703","710041705","710041702"
"710041803","710000418","712104181","710041802","100","710041801","710041805","710041804"
