d0fdad1ed2bc77438d7bde8243e842053122569cc618380fcd126c1f30200149,f13d4917c144e9879e8612e057aaec170acb64fc43c3a5a6cd4ebab8b36aba60,474c846e137c28ede850d5c506591aa74e3ede32b46ac25a80f6d7bc3a8c954b,9e2711b653f770a64e6005b77e213d65a25d2e0f137b309a77e61b384d5f23b3,7308d44d2aa025e866dad6829bfe366b317ba794b85c4429219a71ca2841d5e5,9d60a6aa0cdf021f49e485cf584ab08e9dd314a6f202436c7679ec275ea25a7e,9438027e7e18168ad9e2ff20a007736d80fce3acf74a4b1415f5adce3a53c8ab,be113c6d063ec637d8b76b1b30df6544ae73f991e4d90a9657d90edd4009d5f9
"36000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升。","1006","100605","10416000000000","提升魔法攻擊90秒","100605"
"36000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1006","100606","9920000000000","提升物理攻擊90秒","100606"
"36000","1","戰鬥開始90秒內，每秒恢復我方的HP。","1006","100607","9548000000000","每秒HP恢復90秒","100607"
"36000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1006","100608","9176000000000","提升物理攻擊90秒","100608"
"36000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1006","100609","8680000000000","提升物理攻擊90秒","100609"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1006","100610","8308000000000","降低魔法防禦90秒","100610"
"36000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升。","1006","100611","7936000000000","提升魔法攻擊90秒","100611"
"36000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1006","100612","7440000000000","提升物理攻擊90秒","100612"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1006","100613","7068000000000","降低物理防禦90秒","100613"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1006","100614","6696000000000","降低魔法防禦90秒","100614"
"36000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升。","1006","100615","6324000000000","提升魔法攻擊90秒","100615"
"36000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1006","100616","5828000000000","提升物理攻擊90秒","100616"
"36000","1","戰鬥開始90秒內，每秒恢復我方的HP。","1006","100617","5456000000000","每秒HP恢復90秒","100617"
"36000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1006","100618","5084000000000","提升物理攻擊90秒","100618"
"36000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1006","100619","4588000000000","提升物理攻擊90秒","100619"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1006","100620","4216000000000","降低魔法防禦90秒","100620"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1006","100621","3844000000000","降低物理防禦90秒","100621"
"36000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升。","1006","100622","3348000000000","提升魔法攻擊90秒","100622"
"36000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1006","100623","2976000000000","提升物理攻擊90秒","100623"
"36000","1","戰鬥開始90秒內，每秒恢復我方的HP。","1006","100624","2604000000000","每秒HP恢復90秒","100624"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1006","100625","2232000000000","降低魔法防禦90秒","100625"
"36000","1","戰鬥開始時，我方的TP提升150。","1006","100626","1736000000000","TP提升150","100626"
"36000","1","戰鬥開始10秒內，我方進入無敵狀態。","1006","100627","1364000000000","無敵10秒","100627"
"36000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升。","1006","100628","992000000000","提升魔法攻擊90秒","100628"
"36000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1006","100629","496000000000","提升物理攻擊90秒","100629"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1006","100630","124000000000","降低魔法防禦90秒","100630"
"36000","1","戰鬥開始90秒內，每秒提升我方的TP。","1007","100701","7469000000000","每秒TP提升90秒","100701"
"36000","1","戰鬥開始時，我方的TP提升50。","1007","100702","7161000000000","TP提升50","100702"
"36000","1","戰鬥開始10秒內，敵人陷入火傷狀態。","1007","100703","6930000000000","火傷傷害10秒","100703"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1007","100704","6699000000000","降低物理防禦90秒","100704"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1007","100705","6468000000000","降低物理防禦90秒","100705"
"36000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1007","100706","6160000000000","提升物理攻擊90秒","100706"
"36000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升。","1007","100707","5929000000000","提升魔法攻擊90秒","100707"
"36000","1","戰鬥開始10秒內，敵人陷入火傷狀態。","1007","100708","5698000000000","火傷傷害10秒","100708"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1007","100709","5390000000000","降低物理防禦90秒","100709"
"36000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1007","100710","5159000000000","提升物理攻擊90秒","100710"
"36000","1","戰鬥開始90秒內，每秒提升我方的TP。","1007","100711","4928000000000","每秒TP提升90秒","100711"
"36000","1","戰鬥開始10秒內，敵人陷入火傷狀態。","1007","100712","4620000000000","火傷傷害10秒","100712"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1007","100713","4389000000000","降低物理防禦90秒","100713"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1007","100714","4158000000000","降低魔法防禦90秒","100714"
"36000","1","戰鬥開始90秒內，使我方的魔法攻擊力提升。","1007","100715","3927000000000","提升魔法攻擊90秒","100715"
"36000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1007","100716","3619000000000","提升物理攻擊90秒","100716"
"36000","1","戰鬥開始時，我方的TP提升100。","1007","100717","3388000000000","TP提升100","100717"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1007","100718","3157000000000","降低物理防禦90秒","100718"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1007","100719","2849000000000","降低魔法防禦90秒","100719"
"36000","1","戰鬥開始90秒內，使我方的物理攻擊力提升。","1007","100720","2618000000000","提升物理攻擊90秒","100720"
"36000","1","戰鬥開始90秒內，每秒提升我方的TP。","1007","100721","2387000000000","每秒TP提升90秒","100721"
"36000","1","戰鬥開始時，我方的TP提升150。","1007","100722","2079000000000","TP提升150","100722"
"36000","1","戰鬥開始10秒內，敵人陷入火傷狀態。","1007","100723","1848000000000","火傷傷害10秒","100723"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1007","100724","1617000000000","降低物理防禦90秒","100724"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1007","100725","1386000000000","降低魔法防禦90秒","100725"
"36000","1","戰鬥開始時，我方的TP提升150。","1007","100726","1078000000000","TP提升150","100726"
"36000","1","戰鬥開始10秒內，我方進入無敵狀態。","1007","100727","847000000000","無敵10秒","100727"
"36000","1","戰鬥開始10秒內，敵人陷入火傷狀態。","1007","100728","616000000000","火傷傷害10秒","100728"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1007","100729","308000000000","降低物理防禦90秒","100729"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1007","100730","77000000000","降低魔法防禦90秒","100730"
"36000","1","戰鬥開始10秒內，敵人陷入中毒狀態。","1008","100801","12028000000000","毒傷害10秒","100801"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1008","100802","11532000000000","降低物理攻擊90秒","100802"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1008","100803","11160000000000","降低物理攻擊90秒","100803"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1008","100804","10788000000000","降低物理防禦90秒","100804"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1008","100805","10416000000000","降低物理防禦90秒","100805"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1008","100806","9920000000000","降低物理攻擊90秒","100806"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1008","100807","9548000000000","降低物理攻擊90秒","100807"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1008","100808","9176000000000","降低物理防禦90秒","100808"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1008","100809","8680000000000","降低物理防禦90秒","100809"
"36000","1","戰鬥開始90秒內，使敵人的魔法攻擊力下降。","1008","100810","8308000000000","降低魔法攻擊90秒","100810"
"36000","1","戰鬥開始10秒內，敵人陷入中毒狀態。","1008","100811","7936000000000","毒傷害10秒","100811"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1008","100812","7440000000000","降低物理攻擊90秒","100812"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1008","100813","7068000000000","降低物理攻擊90秒","100813"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1008","100814","6696000000000","降低物理防禦90秒","100814"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1008","100815","6324000000000","降低魔法防禦90秒","100815"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1008","100816","5828000000000","降低物理攻擊90秒","100816"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1008","100817","5456000000000","降低物理攻擊90秒","100817"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1008","100818","5084000000000","降低物理防禦90秒","100818"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1008","100819","4588000000000","降低魔法防禦90秒","100819"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1008","100820","4216000000000","降低物理攻擊90秒","100820"
"36000","1","戰鬥開始10秒內，敵人陷入中毒狀態。","1008","100821","3844000000000","毒傷害10秒","100821"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1008","100822","3348000000000","降低物理攻擊90秒","100822"
"36000","1","戰鬥開始90秒內，使敵人的物理攻擊力下降。","1008","100823","2976000000000","降低物理攻擊90秒","100823"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1008","100824","2604000000000","降低物理防禦90秒","100824"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1008","100825","2232000000000","降低物理防禦90秒","100825"
"36000","1","戰鬥開始時，我方的TP提升150。","1008","100826","1736000000000","TP提升150","100826"
"36000","1","戰鬥開始10秒內，我方進入無敵狀態。","1008","100827","1364000000000","無敵10秒","100827"
"36000","1","戰鬥開始90秒內，使敵人的物理防禦力下降。","1008","100828","992000000000","降低物理防禦90秒","100828"
"36000","1","戰鬥開始90秒內，使敵人的魔法防禦力下降。","1008","100829","496000000000","降低魔法防禦90秒","100829"
"36000","1","戰鬥開始10秒內，敵人陷入中毒狀態。","1008","100830","124000000000","毒傷害10秒","100830"
