644c6dc4f7597ed1c5dc9a687d64aefebce3ed0b8b2c78947b88268196d4a59e,a7b4ea8492588c38ea9c3550f67f4fe2910cd4e099830752e1670135b5b4e625,21da92cc2afe1d95606ca2d174614c207759b69429b1851d9bf746ea54c688e5,aba4ddcaccd4bfa74669bb95f3a7a5d86b2721a66823d3df59366ab4ebd34680,769feaf10a2416a740bfb3e41835f73e988a8ce76cce85bc137769e84c9c9205,7fa0c0d1ee737ee2d40ff9c7dea955d30daa32a9b1fc4aaf21a36873dd31600d,f9af8e3465e4f3335e3dacc78d196939c522f00da5eb42a8b33551b63e04629d,3df51f6a20c19138eb5168fdfa0462ba303e88e892f92f6a7ca98599f9d58177
"1005","36000","100521","降低物理攻擊90秒","2387000000000","戰鬥開始90秒內，使敵人的物理攻擊力下降。","100521","1"
"1005","36000","100522","降低物理攻擊90秒","2079000000000","戰鬥開始90秒內，使敵人的物理攻擊力下降。","100522","1"
"1005","36000","100523","降低物理防禦90秒","1848000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100523","1"
"1005","36000","100524","降低魔法防禦90秒","1617000000000","戰鬥開始90秒內，使敵人的魔法防禦力下降。","100524","1"
"1005","36000","100525","降低物理攻擊90秒","1386000000000","戰鬥開始90秒內，使敵人的物理攻擊力下降。","100525","1"
"1005","36000","100526","TP提升150","1078000000000","戰鬥開始時，我方的TP提升150。","100526","1"
"1005","36000","100527","無敵10秒","847000000000","戰鬥開始10秒內，我方進入無敵狀態。","100527","1"
"1005","36000","100528","降低物理攻擊90秒","616000000000","戰鬥開始90秒內，使敵人的物理攻擊力下降。","100528","1"
"1005","36000","100529","降低物理防禦90秒","308000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100529","1"
"1005","36000","100530","降低魔法防禦90秒","77000000000","戰鬥開始90秒內，使敵人的魔法防禦力下降。","100530","1"
"1006","36000","100601","提升魔法攻擊90秒","12028000000000","戰鬥開始90秒內，使我方的魔法攻擊力提升。","100601","1"
"1006","36000","100602","提升物理攻擊90秒","11532000000000","戰鬥開始90秒內，使我方的物理攻擊力提升。","100602","1"
"1006","36000","100603","降低物理防禦90秒","11160000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100603","1"
"1006","36000","100604","降低魔法防禦90秒","10788000000000","戰鬥開始90秒內，使敵人的魔法防禦力下降。","100604","1"
"1006","36000","100605","提升魔法攻擊90秒","10416000000000","戰鬥開始90秒內，使我方的魔法攻擊力提升。","100605","1"
"1006","36000","100606","提升物理攻擊90秒","9920000000000","戰鬥開始90秒內，使我方的物理攻擊力提升。","100606","1"
"1006","36000","100607","每秒HP恢復90秒","9548000000000","戰鬥開始90秒內，每秒恢復我方的HP。","100607","1"
"1006","36000","100608","提升物理攻擊90秒","9176000000000","戰鬥開始90秒內，使我方的物理攻擊力提升。","100608","1"
"1006","36000","100609","提升物理攻擊90秒","8680000000000","戰鬥開始90秒內，使我方的物理攻擊力提升。","100609","1"
"1006","36000","100610","降低魔法防禦90秒","8308000000000","戰鬥開始90秒內，使敵人的魔法防禦力下降。","100610","1"
"1006","36000","100611","提升魔法攻擊90秒","7936000000000","戰鬥開始90秒內，使我方的魔法攻擊力提升。","100611","1"
"1006","36000","100612","提升物理攻擊90秒","7440000000000","戰鬥開始90秒內，使我方的物理攻擊力提升。","100612","1"
"1006","36000","100613","降低物理防禦90秒","7068000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100613","1"
"1006","36000","100614","降低魔法防禦90秒","6696000000000","戰鬥開始90秒內，使敵人的魔法防禦力下降。","100614","1"
"1006","36000","100615","提升魔法攻擊90秒","6324000000000","戰鬥開始90秒內，使我方的魔法攻擊力提升。","100615","1"
"1006","36000","100616","提升物理攻擊90秒","5828000000000","戰鬥開始90秒內，使我方的物理攻擊力提升。","100616","1"
"1006","36000","100617","每秒HP恢復90秒","5456000000000","戰鬥開始90秒內，每秒恢復我方的HP。","100617","1"
"1006","36000","100618","提升物理攻擊90秒","5084000000000","戰鬥開始90秒內，使我方的物理攻擊力提升。","100618","1"
"1006","36000","100619","提升物理攻擊90秒","4588000000000","戰鬥開始90秒內，使我方的物理攻擊力提升。","100619","1"
"1006","36000","100620","降低魔法防禦90秒","4216000000000","戰鬥開始90秒內，使敵人的魔法防禦力下降。","100620","1"
"1006","36000","100621","降低物理防禦90秒","3844000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100621","1"
"1006","36000","100622","提升魔法攻擊90秒","3348000000000","戰鬥開始90秒內，使我方的魔法攻擊力提升。","100622","1"
"1006","36000","100623","提升物理攻擊90秒","2976000000000","戰鬥開始90秒內，使我方的物理攻擊力提升。","100623","1"
"1006","36000","100624","每秒HP恢復90秒","2604000000000","戰鬥開始90秒內，每秒恢復我方的HP。","100624","1"
"1006","36000","100625","降低魔法防禦90秒","2232000000000","戰鬥開始90秒內，使敵人的魔法防禦力下降。","100625","1"
"1006","36000","100626","TP提升150","1736000000000","戰鬥開始時，我方的TP提升150。","100626","1"
"1006","36000","100627","無敵10秒","1364000000000","戰鬥開始10秒內，我方進入無敵狀態。","100627","1"
"1006","36000","100628","提升魔法攻擊90秒","992000000000","戰鬥開始90秒內，使我方的魔法攻擊力提升。","100628","1"
"1006","36000","100629","提升物理攻擊90秒","496000000000","戰鬥開始90秒內，使我方的物理攻擊力提升。","100629","1"
"1006","36000","100630","降低魔法防禦90秒","124000000000","戰鬥開始90秒內，使敵人的魔法防禦力下降。","100630","1"
"1007","36000","100701","每秒TP提升90秒","7469000000000","戰鬥開始90秒內，每秒提升我方的TP。","100701","1"
"1007","36000","100702","TP提升50","7161000000000","戰鬥開始時，我方的TP提升50。","100702","1"
"1007","36000","100703","火傷傷害10秒","6930000000000","戰鬥開始10秒內，敵人陷入火傷狀態。","100703","1"
"1007","36000","100704","降低物理防禦90秒","6699000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100704","1"
"1007","36000","100705","降低物理防禦90秒","6468000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100705","1"
"1007","36000","100706","提升物理攻擊90秒","6160000000000","戰鬥開始90秒內，使我方的物理攻擊力提升。","100706","1"
"1007","36000","100707","提升魔法攻擊90秒","5929000000000","戰鬥開始90秒內，使我方的魔法攻擊力提升。","100707","1"
"1007","36000","100708","火傷傷害10秒","5698000000000","戰鬥開始10秒內，敵人陷入火傷狀態。","100708","1"
"1007","36000","100709","降低物理防禦90秒","5390000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100709","1"
"1007","36000","100710","提升物理攻擊90秒","5159000000000","戰鬥開始90秒內，使我方的物理攻擊力提升。","100710","1"
"1007","36000","100711","每秒TP提升90秒","4928000000000","戰鬥開始90秒內，每秒提升我方的TP。","100711","1"
"1007","36000","100712","火傷傷害10秒","4620000000000","戰鬥開始10秒內，敵人陷入火傷狀態。","100712","1"
"1007","36000","100713","降低物理防禦90秒","4389000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100713","1"
"1007","36000","100714","降低魔法防禦90秒","4158000000000","戰鬥開始90秒內，使敵人的魔法防禦力下降。","100714","1"
"1007","36000","100715","提升魔法攻擊90秒","3927000000000","戰鬥開始90秒內，使我方的魔法攻擊力提升。","100715","1"
"1007","36000","100716","提升物理攻擊90秒","3619000000000","戰鬥開始90秒內，使我方的物理攻擊力提升。","100716","1"
"1007","36000","100717","TP提升100","3388000000000","戰鬥開始時，我方的TP提升100。","100717","1"
"1007","36000","100718","降低物理防禦90秒","3157000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100718","1"
"1007","36000","100719","降低魔法防禦90秒","2849000000000","戰鬥開始90秒內，使敵人的魔法防禦力下降。","100719","1"
"1007","36000","100720","提升物理攻擊90秒","2618000000000","戰鬥開始90秒內，使我方的物理攻擊力提升。","100720","1"
"1007","36000","100721","每秒TP提升90秒","2387000000000","戰鬥開始90秒內，每秒提升我方的TP。","100721","1"
"1007","36000","100722","TP提升150","2079000000000","戰鬥開始時，我方的TP提升150。","100722","1"
"1007","36000","100723","火傷傷害10秒","1848000000000","戰鬥開始10秒內，敵人陷入火傷狀態。","100723","1"
"1007","36000","100724","降低物理防禦90秒","1617000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100724","1"
"1007","36000","100725","降低魔法防禦90秒","1386000000000","戰鬥開始90秒內，使敵人的魔法防禦力下降。","100725","1"
"1007","36000","100726","TP提升150","1078000000000","戰鬥開始時，我方的TP提升150。","100726","1"
"1007","36000","100727","無敵10秒","847000000000","戰鬥開始10秒內，我方進入無敵狀態。","100727","1"
"1007","36000","100728","火傷傷害10秒","616000000000","戰鬥開始10秒內，敵人陷入火傷狀態。","100728","1"
"1007","36000","100729","降低物理防禦90秒","308000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100729","1"
"1007","36000","100730","降低魔法防禦90秒","77000000000","戰鬥開始90秒內，使敵人的魔法防禦力下降。","100730","1"
"1008","36000","100801","毒傷害10秒","12028000000000","戰鬥開始10秒內，敵人陷入中毒狀態。","100801","1"
"1008","36000","100802","降低物理攻擊90秒","11532000000000","戰鬥開始90秒內，使敵人的物理攻擊力下降。","100802","1"
"1008","36000","100803","降低物理攻擊90秒","11160000000000","戰鬥開始90秒內，使敵人的物理攻擊力下降。","100803","1"
"1008","36000","100804","降低物理防禦90秒","10788000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100804","1"
"1008","36000","100805","降低物理防禦90秒","10416000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100805","1"
"1008","36000","100806","降低物理攻擊90秒","9920000000000","戰鬥開始90秒內，使敵人的物理攻擊力下降。","100806","1"
"1008","36000","100807","降低物理攻擊90秒","9548000000000","戰鬥開始90秒內，使敵人的物理攻擊力下降。","100807","1"
"1008","36000","100808","降低物理防禦90秒","9176000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100808","1"
"1008","36000","100809","降低物理防禦90秒","8680000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100809","1"
"1008","36000","100810","降低魔法攻擊90秒","8308000000000","戰鬥開始90秒內，使敵人的魔法攻擊力下降。","100810","1"
"1008","36000","100811","毒傷害10秒","7936000000000","戰鬥開始10秒內，敵人陷入中毒狀態。","100811","1"
"1008","36000","100812","降低物理攻擊90秒","7440000000000","戰鬥開始90秒內，使敵人的物理攻擊力下降。","100812","1"
"1008","36000","100813","降低物理攻擊90秒","7068000000000","戰鬥開始90秒內，使敵人的物理攻擊力下降。","100813","1"
"1008","36000","100814","降低物理防禦90秒","6696000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100814","1"
"1008","36000","100815","降低魔法防禦90秒","6324000000000","戰鬥開始90秒內，使敵人的魔法防禦力下降。","100815","1"
"1008","36000","100816","降低物理攻擊90秒","5828000000000","戰鬥開始90秒內，使敵人的物理攻擊力下降。","100816","1"
"1008","36000","100817","降低物理攻擊90秒","5456000000000","戰鬥開始90秒內，使敵人的物理攻擊力下降。","100817","1"
"1008","36000","100818","降低物理防禦90秒","5084000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100818","1"
"1008","36000","100819","降低魔法防禦90秒","4588000000000","戰鬥開始90秒內，使敵人的魔法防禦力下降。","100819","1"
"1008","36000","100820","降低物理攻擊90秒","4216000000000","戰鬥開始90秒內，使敵人的物理攻擊力下降。","100820","1"
"1008","36000","100821","毒傷害10秒","3844000000000","戰鬥開始10秒內，敵人陷入中毒狀態。","100821","1"
"1008","36000","100822","降低物理攻擊90秒","3348000000000","戰鬥開始90秒內，使敵人的物理攻擊力下降。","100822","1"
"1008","36000","100823","降低物理攻擊90秒","2976000000000","戰鬥開始90秒內，使敵人的物理攻擊力下降。","100823","1"
"1008","36000","100824","降低物理防禦90秒","2604000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100824","1"
"1008","36000","100825","降低物理防禦90秒","2232000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100825","1"
"1008","36000","100826","TP提升150","1736000000000","戰鬥開始時，我方的TP提升150。","100826","1"
"1008","36000","100827","無敵10秒","1364000000000","戰鬥開始10秒內，我方進入無敵狀態。","100827","1"
"1008","36000","100828","降低物理防禦90秒","992000000000","戰鬥開始90秒內，使敵人的物理防禦力下降。","100828","1"
"1008","36000","100829","降低魔法防禦90秒","496000000000","戰鬥開始90秒內，使敵人的魔法防禦力下降。","100829","1"
"1008","36000","100830","毒傷害10秒","124000000000","戰鬥開始10秒內，敵人陷入中毒狀態。","100830","1"
