502c9b18a15c9b307285cc31cdb7d7e214b1e494e1772953e9162c217127211d,68cf001ea6944ed2ed872471be68eac3d70a3738441536b84766321f34d508b7,606e630c37a08bd162c0c099f39e424cabc2beabd7bdcbd0f46bb9a15efe5e74,51e79e384d70b32e67bcb4a2cc0f28d07a5b847c843bafe3de9a49534b190586,ddbfe82a5caee3b5aa4e7d3fb14330ad6542bd814acb6438b1b300b033946022,6fd743b7d1ed35d34334fda78985f945b9aaff56f727dccee01790f23b63fcf4,a7ba325cbca75244af9fbf5a805172e45ef21b217d584382361b79b53a90779a,7fdc5ee9c44ff6a93e14493ce08bdb72cb4edb57a60614aec6d0fd0304ec1315,7a7c8fe22f5f4a37a411e6f2260afd31ff0c270838762a231035e676a6815ba6
"129","4","讓風屬性的屬性等級提升到400","1003","4008","20022","400","2008","3"
"129","4","讓風屬性的屬性等級提升到450","1003","4009","20022","450","2009","3"
"129","4","讓風屬性的屬性等級提升到500","1003","4010","20022","500","2010","3"
"129","4","讓風屬性的屬性等級提升到550","1003","4011","20022","550","2006","3"
"129","4","讓風屬性的屬性等級提升到600","1003","4012","20022","600","2007","3"
"129","4","讓風屬性的屬性等級提升到650","1003","4013","20022","650","2008","3"
"129","4","讓風屬性的屬性等級提升到700","1003","4014","20022","700","2009","3"
"129","4","讓風屬性的屬性等級提升到750","1003","4015","20022","750","2010","3"
"129","4","讓風屬性的屬性等級提升到800","1003","4016","20022","800","2015","3"
"129","4","讓風屬性的屬性等級提升到900","1003","4017","20022","900","2015","3"
"129","4","讓風屬性的屬性等級提升到1000","1003","4018","20022","1000","2015","3"
"129","5","讓光屬性的屬性等級提升到50","1003","5001","20022","50","2001","4"
"129","5","讓光屬性的屬性等級提升到100","1003","5002","20022","100","2002","4"
"129","5","讓光屬性的屬性等級提升到150","1003","5003","20022","150","2003","4"
"129","5","讓光屬性的屬性等級提升到200","1003","5004","20022","200","2004","4"
"129","5","讓光屬性的屬性等級提升到250","1003","5005","20022","250","2005","4"
"129","5","讓光屬性的屬性等級提升到300","1003","5006","20022","300","2006","4"
"129","5","讓光屬性的屬性等級提升到350","1003","5007","20022","350","2007","4"
"129","5","讓光屬性的屬性等級提升到400","1003","5008","20022","400","2008","4"
"129","5","讓光屬性的屬性等級提升到450","1003","5009","20022","450","2009","4"
"129","5","讓光屬性的屬性等級提升到500","1003","5010","20022","500","2010","4"
"129","5","讓光屬性的屬性等級提升到550","1003","5011","20022","550","2006","4"
"129","5","讓光屬性的屬性等級提升到600","1003","5012","20022","600","2007","4"
"129","5","讓光屬性的屬性等級提升到650","1003","5013","20022","650","2008","4"
"129","5","讓光屬性的屬性等級提升到700","1003","5014","20022","700","2009","4"
"129","5","讓光屬性的屬性等級提升到750","1003","5015","20022","750","2010","4"
"129","5","讓光屬性的屬性等級提升到800","1003","5016","20022","800","2015","4"
"129","5","讓光屬性的屬性等級提升到900","1003","5017","20022","900","2015","4"
"129","5","讓光屬性的屬性等級提升到1000","1003","5018","20022","1000","2015","4"
"129","6","讓闇屬性的屬性等級提升到50","1003","6001","20022","50","2001","5"
"129","6","讓闇屬性的屬性等級提升到100","1003","6002","20022","100","2002","5"
"129","6","讓闇屬性的屬性等級提升到150","1003","6003","20022","150","2003","5"
"129","6","讓闇屬性的屬性等級提升到200","1003","6004","20022","200","2004","5"
"129","6","讓闇屬性的屬性等級提升到250","1003","6005","20022","250","2005","5"
"129","6","讓闇屬性的屬性等級提升到300","1003","6006","20022","300","2006","5"
"129","6","讓闇屬性的屬性等級提升到350","1003","6007","20022","350","2007","5"
"129","6","讓闇屬性的屬性等級提升到400","1003","6008","20022","400","2008","5"
"129","6","讓闇屬性的屬性等級提升到450","1003","6009","20022","450","2009","5"
"129","6","讓闇屬性的屬性等級提升到500","1003","6010","20022","500","2010","5"
"129","6","讓闇屬性的屬性等級提升到550","1003","6011","20022","550","2006","5"
"129","6","讓闇屬性的屬性等級提升到600","1003","6012","20022","600","2007","5"
"129","6","讓闇屬性的屬性等級提升到650","1003","6013","20022","650","2008","5"
"129","6","讓闇屬性的屬性等級提升到700","1003","6014","20022","700","2009","5"
"129","6","讓闇屬性的屬性等級提升到750","1003","6015","20022","750","2010","5"
"129","6","讓闇屬性的屬性等級提升到800","1003","6016","20022","800","2015","5"
"129","6","讓闇屬性的屬性等級提升到900","1003","6017","20022","900","2015","5"
"129","6","讓闇屬性的屬性等級提升到1000","1003","6018","20022","1000","2015","5"
"129","7","完成強化10個節點","1004","7001","20023","10","7001","0"
"129","7","完成強化20個節點","1004","7002","20023","20","7002","0"
"129","7","完成強化30個節點","1004","7003","20023","30","7003","0"
"129","7","完成強化40個節點","1004","7004","20023","40","7004","0"
"129","7","完成強化50個節點","1004","7005","20023","50","7005","0"
"129","7","完成強化60個節點","1004","7006","20023","60","7006","0"
"129","7","完成強化70個節點","1004","7007","20023","70","7007","0"
"129","7","完成強化80個節點","1004","7008","20023","80","7008","0"
"129","7","完成強化90個節點","1004","7009","20023","90","7009","0"
"129","7","完成強化100個節點","1004","7010","20023","100","7010","0"
"129","7","完成強化110個節點","1004","7011","20023","110","7011","0"
"129","7","完成強化120個節點","1004","7012","20023","120","7012","0"
"129","7","完成強化130個節點","1004","7013","20023","130","7013","0"
"129","7","完成強化140個節點","1004","7014","20023","140","7014","0"
"129","7","完成強化150個節點","1004","7015","20023","150","7015","0"
"129","7","完成強化160個節點","1004","7016","20023","160","7016","0"
"129","7","完成強化170個節點","1004","7017","20023","170","7017","0"
"129","7","完成強化180個節點","1004","7018","20023","180","7018","0"
"129","7","完成強化190個節點","1004","7019","20023","190","7019","0"
"129","7","完成強化200個節點","1004","7020","20023","200","7020","0"
"129","7","完成強化210個節點","1004","7021","20023","210","7021","0"
"129","7","完成強化222個節點","1004","7022","20023","222","7022","0"
"129","7","完成強化250個節點","1004","7023","20023","250","7022","0"
"129","7","完成強化275個節點","1004","7024","20023","275","7022","0"
"129","7","完成強化300個節點","1004","7025","20023","300","7022","0"
"129","7","完成強化325個節點","1004","7026","20023","325","7022","0"
"129","7","完成強化350個節點","1004","7027","20023","350","7022","0"
"129","7","完成強化375個節點","1004","7028","20023","375","7022","0"
"129","7","完成強化400個節點","1004","7029","20023","400","7022","0"
"129","7","完成強化430個節點","1004","7030","20023","430","7022","0"
"129","7","完成強化500個節點","1004","7031","20023","500","7022","0"
"129","7","完成強化550個節點","1004","7032","20023","550","7022","0"
"129","7","完成強化600個節點","1004","7033","20023","600","7022","0"
"129","7","完成強化638個節點","1004","7034","20023","638","7022","0"
"129","8","完成強化5個節點","1005","8001","20024","5","8001","0"
"129","8","完成強化10個節點","1005","8002","20024","10","8002","0"
"129","8","完成強化15個節點","1005","8003","20024","15","8003","0"
"129","8","完成強化20個節點","1005","8004","20024","20","8004","0"
"129","8","完成強化25個節點","1005","8005","20024","25","8005","0"
"129","8","完成強化33個節點","1005","8006","20024","33","8006","0"
"129","8","完成強化40個節點","1005","8007","20024","40","8007","0"
"129","8","完成強化50個節點","1005","8008","20024","50","8007","0"
"129","8","完成強化60個節點","1005","8009","20024","60","8007","0"
"129","8","完成強化66個節點","1005","8010","20024","66","8007","0"
"129","8","完成強化80個節點","1005","8011","20024","80","8007","0"
"129","8","完成強化90個節點","1005","8012","20024","90","8007","0"
"129","8","完成強化96個節點","1005","8013","20024","96","8007","0"
"129","8","完成強化110個節點","1005","8014","20024","110","8007","0"
"129","8","完成強化126個節點","1005","8015","20024","126","8007","0"
"129","9","讓４個攻擊者專精提升到等級１以上","1012","9101","20031","4","9001","1"
"129","9","讓４個攻擊者專精提升到等級２以上","1012","9102","20031","4","9002","2"
"129","9","讓４個攻擊者專精提升到等級３以上","1012","9103","20031","4","9003","3"
"129","9","讓４個攻擊者專精提升到等級４以上","1012","9104","20031","4","9004","4"
"129","9","讓４個攻擊者專精提升到等級５以上","1012","9105","20031","4","9005","5"
"129","10","讓４個破防者專精提升到等級１以上","1012","9201","20032","4","9001","1"
"129","10","讓４個破防者專精提升到等級２以上","1012","9202","20032","4","9002","2"
"129","10","讓４個破防者專精提升到等級３以上","1012","9203","20032","4","9003","3"
"129","10","讓４個破防者專精提升到等級４以上","1012","9204","20032","4","9004","4"
"129","10","讓４個破防者專精提升到等級５以上","1012","9205","20032","4","9005","5"
"129","11","讓４個增益者專精提升到等級１以上","1012","9301","20033","4","9001","1"
"129","11","讓４個增益者專精提升到等級２以上","1012","9302","20033","4","9002","2"
"129","11","讓４個增益者專精提升到等級３以上","1012","9303","20033","4","9003","3"
"129","11","讓４個增益者專精提升到等級４以上","1012","9304","20033","4","9004","4"
"129","11","讓４個增益者專精提升到等級５以上","1012","9305","20033","4","9005","5"
"129","12","讓４個減益者專精提升到等級１以上","1012","9401","20034","4","9001","1"
"129","12","讓４個減益者專精提升到等級２以上","1012","9402","20034","4","9002","2"
"129","12","讓４個減益者專精提升到等級３以上","1012","9403","20034","4","9003","3"
"129","12","讓４個減益者專精提升到等級４以上","1012","9404","20034","4","9004","4"
"129","12","讓４個減益者專精提升到等級５以上","1012","9405","20034","4","9005","5"
"129","13","讓４個增幅者專精提升到等級１以上","1012","9501","20035","4","9001","1"
"129","13","讓４個增幅者專精提升到等級２以上","1012","9502","20035","4","9002","2"
"129","13","讓４個增幅者專精提升到等級３以上","1012","9503","20035","4","9003","3"
"129","13","讓４個增幅者專精提升到等級４以上","1012","9504","20035","4","9004","4"
"129","13","讓４個增幅者專精提升到等級５以上","1012","9505","20035","4","9005","5"
"129","14","讓４個治療者專精提升到等級１以上","1012","9601","20036","4","9001","1"
"129","14","讓４個治療者專精提升到等級２以上","1012","9602","20036","4","9002","2"
"129","14","讓４個治療者專精提升到等級３以上","1012","9603","20036","4","9003","3"
"129","14","讓４個治療者專精提升到等級４以上","1012","9604","20036","4","9004","4"
"129","14","讓４個治療者專精提升到等級５以上","1012","9605","20036","4","9005","5"
"129","15","讓４個掩護者專精提升到等級１以上","1012","9701","20037","4","9001","1"
"129","15","讓４個掩護者專精提升到等級２以上","1012","9702","20037","4","9002","2"
"129","15","讓４個掩護者專精提升到等級３以上","1012","9703","20037","4","9003","3"
"129","15","讓４個掩護者專精提升到等級４以上","1012","9704","20037","4","9004","4"
"129","15","讓４個掩護者專精提升到等級５以上","1012","9705","20037","4","9005","5"
"129","16","讓４個妨礙者專精提升到等級１以上","1012","9801","20038","4","9001","1"
"129","16","讓４個妨礙者專精提升到等級２以上","1012","9802","20038","4","9002","2"
"129","16","讓４個妨礙者專精提升到等級３以上","1012","9803","20038","4","9003","3"
"129","16","讓４個妨礙者專精提升到等級４以上","1012","9804","20038","4","9004","4"
"129","16","讓４個妨礙者專精提升到等級５以上","1012","9805","20038","4","9005","5"
