47bd596422f28692d2ef3fa6fcdc71613979f0cbec9adf65eae3b121d226371f,89d217e4134c2e6a3f12ca625cf5c17b00b628c2f17319f96b50649c21a32d16,8c2e420605f9af3834bfb2aaa398a908b6e107dcdceb462561977fa97d60cdf6,0234666dd4e82b350f696f099b587ff90976134ca9c0e43883c57ab6527feca1,17c3f74aa228d197afc5b7ba4ebf627659b2a236be00379af2c1c2db7b937b6a,c165c49bc3e6960a4d43ed9dfd7478689815278743f555239bb8f47db0c08866,ababf45a32f314ff2630510e91d7e2b520291d281714dc93ca7024132b4b5839,d85a59b54fcd72a501eb872c1c5a94c92417ceb030105cfb718e48e9d7c2a763,7f16e974c284692e2e7fb8fdc9caf3c8e0aea8ad6ce37b92e8c76cb505f0d6df,f272dbd4260613d9a1821ff999d6f404112644d96f2219dd0d4c8a72e9019761,e07b5ca06562e1a8192253e5c688c36f7064c44c764460bf6083a3779b41f22c
"","91","0","5146061","","","61026","","","",""
"","32","2","5146061","","","61027","","","1",""
"","37","2","5146061","","","61028","","","fade105_in",""
"","4","106011","5146061","","","61029","","","0",""
"","4","1060","5146061","","","61030","","","0",""
"","3","106011","5146061","","","61031","0.5","","sad_idle_dere_shy","1"
"","3","1060","5146061","","","61032","0.5","","sad_idle_dere_shy","1"
"0","21","vo_apg","5146061","","","61033","","","vo_apg_0102","0"
"","3","201","5146061","","","61034","0","","0102_in","0"
"","93","4.6","5146061","","","61035","","","1",""
"","3","201","5146061","","","61036","0","","0102_mid","0"
"","92","","5146061","","","61037","","","",""
"","3","201","5146061","","","61038","0","","0102_out","0"
"","93","0.2","5146061","","","61039","","","0",""
"kyaru_smile_idle","3","106011","5146061","1","","61040","0.2","0","kyaru_smile_in","0"
"kyaru_smile_idle","3","1060","5146061","1","","61041","0.2","0","kyaru_smile_in","0"
"0","21","vo_apg","5146061","","","61042","","","vo_apg_0103","0"
"","3","201","5146061","","","61043","0","","0103_in","0"
"","93","5.4","5146061","","","61044","","","1",""
"","3","201","5146061","","","61045","0","","0103_mid","0"
"","92","","5146061","","","61046","","","",""
"","3","201","5146061","","","61047","0","","0103_out","0"
"","93","0.2","5146061","","","61048","","","0",""
"","37","2","5146061","","","61049","","","fade105_out",""
"","4","105811","5146061","","","61050","","","1",""
"","4","1058","5146061","","","61051","","","1",""
"","3","105811","5146061","","","61052","0.2","","surprise_talk","1"
"","3","1058","5146061","","","61053","0.2","","surprise_talk","1"
"0","21","vo_apg","5146061","","","61054","","","vo_apg_0104","0"
"1","11","105811","5146061","1","0","61055","0","0","……小凱留，\n不想被拍進照片嗎……？","7"
"","91","0","5146061","","","61056","","","",""
"","3","105811","5146061","","","61057","0.2","","surprise_idle_talk1R","1"
"","3","1058","5146061","","","61058","0.2","","surprise_idle_talk1R","1"
"","3","105911","5146061","","","61059","0.2","","kokkoro_surprise_talk","1"
"","3","1059","5146061","","","61060","0.2","","kokkoro_surprise_talk","1"
"0","21","vo_apg","5146061","","","61061","","","vo_apg_0105","0"
"1","11","105911","5146061","1","0","61062","0","0","是的，\n看來是這樣沒錯。","7"
"","91","0","5146061","","","61063","","","",""
"","3","105911","5146061","","","61064","0.2","","kokkoro_idle_normal","1"
"","3","1059","5146061","","","61065","0.2","","kokkoro_idle_normal","1"
"","3","105811","5146061","","","61066","0.2","","idle_normal_talk1R","1"
"","3","1058","5146061","","","61067","0.2","","idle_normal_talk1R","1"
"","4","105811","5146061","","","61068","","","0",""
"","4","1058","5146061","","","61069","","","0",""
"","4","106011","5146061","","","61070","","","1",""
"","4","1060","5146061","","","61071","","","1",""
"cool_talk_sing_shy","3","106011","5146061","1","","61072","0.2","0","cool_in_sing_shy","0"
"cool_talk_sing_shy","3","1060","5146061","1","","61073","0.2","0","cool_in_sing_shy","0"
"0","21","vo_apg","5146061","","","61074","","","vo_apg_0106","0"
"1","11","106011","5146061","1","0","61075","0","0","喂，我們快點去搭啦～\n唉～討厭討厭……呵呵呵。","10"
"","91","0","5146061","","","61076","","","",""
"","22","0","5146061","","","61077","","","0",""
"","3","106011","5146061","","","61078","0.2","","walk_kyapi_shy","1"
"","3","1060","5146061","","","61079","0.2","","walk_kyapi_shy","1"
"","3","105811","5146061","","","61080","0.2","","walk_furimuki","1"
"","3","1058","5146061","","","61081","0.2","","walk_furimuki","1"
"","3","105911","5146061","","","61082","0.2","","kokkoro_walk_surprise","1"
"","3","1059","5146061","","","61083","0.2","","kokkoro_walk_surprise","1"
"2","2","106011","5146061","0","","61084","","","149","-278"
"2","2","1060","5146061","0","","61085","","","149","-278"
"2","2","105811","5146061","0","","61086","","","-54","-278"
"2","2","1058","5146061","0","","61087","","","-54","-278"
"2","2","105911","5146061","0","","61088","","","-214","-288"
"2","2","1059","5146061","0","","61089","","","-214","-288"
"","93","1","5146061","","","61090","","","0",""
"","37","2","5146061","","","61091","","","iris_in",""
"","93","2","5146061","","","61092","","","0",""
"","23","se_10055900","5146061","","","61093","","","se_10055900_coaster_02","1"
"","32","10","5146061","","","61094","","","1",""
"","122","30","5146061","","","61095","","","30","0.5"
"0","21","vo_apg","5146061","","","61096","","","vo_apg_0107","0"
"","3","202","5146061","","","61097","0","","0107_in","0"
"","93","0.7","5146061","","","61098","","","1",""
"","3","202","5146061","","","61099","0","","0107_mid","0"
"","92","","5146061","","","61100","","","",""
"","3","202","5146061","","","61101","0","","0107_out","0"
"","93","0.2","5146061","","","61102","","","0",""
"0","2","202","5146061","0","","61103","","","0","-211"
"","122","30","5146061","","","61104","","","30","0.5"
"0","21","vo_apg","5146061","","","61105","","","vo_apg_0108","0"
"","3","203","5146061","","","61106","0","","0108_in","0"
"","93","0.8","5146061","","","61107","","","1",""
"","3","203","5146061","","","61108","0","","0108_mid","0"
"","92","","5146061","","","61109","","","",""
"","3","203","5146061","","","61110","0","","0108_out","0"
"","93","0.2","5146061","","","61111","","","0",""
"0","2","201","5146061","0","","61112","","","315","16"
"","122","30","5146061","","","61113","","","30","0.5"
"0","21","vo_apg","5146061","","","61114","","","vo_apg_0109","0"
"","3","201","5146061","","","61115","0","","0109_in","0"
"","93","1.1","5146061","","","61116","","","1",""
"","3","201","5146061","","","61117","0","","0109_mid","0"
"","92","","5146061","","","61118","","","",""
"","3","201","5146061","","","61119","0","","0109_out","0"
"","93","0.2","5146061","","","61120","","","0",""
"","122","30","5146061","","","61121","","","30","0.5"
"0","21","vo_apg","5146061","","","61122","","","vo_apg_0110","0"
"","3","202","5146061","","","61123","0","","0107_in","0"
"","3","203","5146061","","","61124","0","","0108_in","0"
"","3","201","5146061","","","61125","0","","0109_in","0"
"","93","1.1","5146061","","","61126","","","1",""
"","3","202","5146061","","","61127","0","","0107_mid","0"
"","3","203","5146061","","","61128","0","","0108_mid","0"
"","3","201","5146061","","","61129","0","","0109_mid","0"
"","92","","5146061","","","61130","","","",""
"","3","202","5146061","","","61131","0","","0107_out","0"
"","3","203","5146061","","","61132","0","","0108_out","0"
"","3","201","5146061","","","61133","0","","0109_out","0"
"","93","0.2","5146061","","","61134","","","0",""
"0","2","201","5146061","0","","61135","","","216","0"
"0","21","vo_apg","5146061","","","61136","","","vo_apg_0111","0"
"","3","201","5146061","","","61137","0","","0111_in","0"
"","93","1.8","5146061","","","61138","","","1",""
"","3","201","5146061","","","61139","0","","0111_mid","0"
"","92","","5146061","","","61140","","","",""
"","3","201","5146061","","","61141","0","","0111_out","0"
"","93","0.2","5146061","","","61142","","","0",""
"","22","0","5146061","","","61143","","","0",""
"","93","0.5","5146061","","","61144","","","",""
"","32","11","5146061","","","61145","","","1",""
"","23","se_10055900","5146061","","","61146","","","se_10055900_camera","0"
"","93","0.2","5146061","","","61147","","","0",""
"","32","10","5146061","","","61148","","","0",""
"","93","1.8","5146061","","","61149","","","0",""
"","24","se_10055900_coaster_02","5146061","","","61150","","","0.5",""
"","37","2","5146061","","","61151","","","iris_out",""
"0","2","106011","5146061","0","","61152","","","129","-278"
"0","2","1060","5146061","0","","61153","","","129","-278"
"0","2","105811","5146061","0","","61154","","","-34","-278"
"0","2","1058","5146061","0","","61155","","","-34","-278"
"0","2","105911","5146061","0","","61156","","","-194","-288"
"0","2","1059","5146061","0","","61157","","","-194","-288"
"","3","106011","5146061","","","61158","0.2","","walk_normal_dere2","1"
"","3","1060","5146061","","","61159","0.2","","walk_normal_dere2","1"
"","3","105811","5146061","","","61160","0.2","","walk_normal_joy","1"
"","3","1058","5146061","","","61161","0.2","","walk_normal_joy","1"
"","3","105911","5146061","","","61162","0.2","","kokkoro_walk_normal_dere","1"
"","3","1059","5146061","","","61163","0.2","","kokkoro_walk_normal_dere","1"
"2","2","106011","5146061","0","","61164","","","290","-278"
"2","2","1060","5146061","0","","61165","","","290","-278"
"2","2","105811","5146061","0","","61166","","","-225","-278"
"2","2","1058","5146061","0","","61167","","","-225","-278"
"2","2","105911","5146061","0","","61168","","","-385","-288"
"2","2","1059","5146061","0","","61169","","","-385","-288"
"","4","106011","5146061","","","61170","","","0",""
"","4","1060","5146061","","","61171","","","0",""
"","4","105811","5146061","","","61172","","","1",""
"","4","1058","5146061","","","61173","","","1",""
"","4","105911","5146061","","","61174","","","1",""
"","4","1059","5146061","","","61175","","","1",""
"","93","2","5146061","","","61176","","","0",""
"","4","106011","5146061","","","61177","","","1",""
"","4","1060","5146061","","","61178","","","1",""
"","4","105811","5146061","","","61179","","","0",""
"","4","1058","5146061","","","61180","","","0",""
"","4","105911","5146061","","","61181","","","0",""
"","4","1059","5146061","","","61182","","","0",""
"","3","106011","5146061","","","61183","0.2","","joy_idle_doya_shy","1"
"","3","1060","5146061","","","61184","0.2","","joy_idle_doya_shy","1"
"","3","105811","5146061","","","61185","0.2","","idle_normal","1"
"","3","1058","5146061","","","61186","0.2","","idle_normal","1"
"","3","105911","5146061","","","61187","0.2","","kokkoro_idle_normal_joy","1"
"","3","1059","5146061","","","61188","0.2","","kokkoro_idle_normal_joy","1"
"","93","0.3","5146061","","","61189","","","0",""
"guts2_talk_joy","3","105811","5146061","1","","61190","0.2","0.2","jump_short","0"
"guts2_talk_joy","3","1058","5146061","1","","61191","0.2","0.2","jump_short","0"
"0","21","vo_apg","5146061","","","61192","","","vo_apg_0112","0"
"1","11","105811","5146061","1","0","61193","0","0","哈～♪\n玩得真開心呢──☆","9"
"","91","0","5146061","","","61194","","","",""
"","3","105811","5146061","","","61195","0.2","","idle_normal","1"
"","3","1058","5146061","","","61196","0.2","","idle_normal","1"
"","3","105911","5146061","","","61197","0.2","","kokkoro_talk_normal","1"
"","3","1059","5146061","","","61198","0.2","","kokkoro_talk_normal","1"
"0","21","vo_apg","5146061","","","61199","","","vo_apg_0113","0"
"1","11","105911","5146061","1","0","61200","0","0","各位，\n照片似乎\n已經洗出來了。","8"
"","91","0","5146061","","","61201","","","",""
"","3","105911","5146061","","","61202","0.2","","kokkoro_idle_normal_joy","1"
"","3","1059","5146061","","","61203","0.2","","kokkoro_idle_normal_joy","1"
"armcrossed_talk_dere_shy","3","106011","5146061","1","","61204","0.2","0","armcrossed_in_dere_shy","0"
"armcrossed_talk_dere_shy","3","1060","5146061","1","","61205","0.2","0","armcrossed_in_dere_shy","0"
"0","21","vo_apg","5146061","","","61206","","","vo_apg_0114","0"
"1","11","106011","5146061","1","0","61207","0","0","唉～糟透了。\n……算了，我就姑且\n看一下拍得如何吧♪","10"
"","91","0","5146061","","","61208","","","",""
"","22","0","5146061","","","61209","","","0",""
"","3","106011","5146061","","","61210","0.2","","armcrossed_idle_anger_lookup","0"
"","3","1060","5146061","","","61211","0.2","","armcrossed_idle_anger_lookup","0"
"","3","105811","5146061","","","61212","0.2","","idle_normal_lookup","1"
"","3","1058","5146061","","","61213","0.2","","idle_normal_lookup","1"
"","3","105911","5146061","","","61214","0.2","","kokkoro_wish_idle_joy_lookup","1"
"","3","1059","5146061","","","61215","0.2","","kokkoro_wish_idle_joy_lookup","1"
"","3","21","5146061","","","61216","0","","coaster_1_in","0"
"","23","se_10055900","5146061","","","61217","","","se_10055900_photo","0"
"","93","2.3","5146061","","","61218","","","0",""
"","3","105811","5146061","","","61219","0.2","","idle_normal_surprise","1"
"","3","1058","5146061","","","61220","0.2","","idle_normal_surprise","1"
"","3","105911","5146061","","","61221","0.2","","kokkoro_idle_normal_surprise","1"
"","3","1059","5146061","","","61222","0.2","","kokkoro_idle_normal_surprise","1"
"pointing_loop_noface","3","106011","5146061","1","","61223","0.2","0","pointing_in_noface","0"
"pointing_loop_kyaru","3","1060","5146061","1","","61224","0.2","0","pointing_in_kyaru","0"
"0","21","vo_apg","5146061","","","61225","","","vo_apg_0115","0"
"1","11","106011","5146061","1","0","61226","0","0","呃，這是怎樣啊──！！！\n根本沒拍到我嘛！！？","8"
"","93","0.5","5146061","","","61227","","","1",""
"","122","30","5146061","","","61228","","","30","0.5"
"","91","61226","5146061","","","61229","","","",""
"","3","105811","5146061","","","61230","0.2","","surprise_talk","1"
"","3","1058","5146061","","","61231","0.2","","surprise_talk","1"
"0","21","vo_apg","5146061","","","61232","","","vo_apg_0116","0"
"1","11","105811","5146061","1","0","61233","0","0","……咦？\n小凱留其實\n很想被拍嗎？","7"
"","91","0","5146061","","","61234","","","",""
"","3","105811","5146061","","","61235","0.2","","idle_normal_talk1R","1"
"","3","1058","5146061","","","61236","0.2","","idle_normal_talk1R","1"
"","3","105911","5146061","","","61237","0.2","","kokkoro_sad_talk","1"
"","3","1059","5146061","","","61238","0.2","","kokkoro_sad_talk","1"
"0","21","vo_apg","5146061","","","61239","","","vo_apg_0117","0"
"1","11","105911","5146061","1","0","61240","0","0","在下以為凱留小姐不想被拍，\n就把您遮住了。\n看來似乎是在下多管閒事。","8"
"","91","0","5146061","","","61241","","","",""
"","3","105911","5146061","","","61242","0.2","","kokkoro_idle_normal","1"
"","3","1059","5146061","","","61243","0.2","","kokkoro_idle_normal","1"
"shock_loop_shy_red","3","106011","5146061","1","","61244","0.2","0","shock_in_shy_red","0"
"shock_loop_shy_red","3","1060","5146061","1","","61245","0.2","0","shock_in_shy_red","0"
"0","21","vo_apg","5146061","","","61246","","","vo_apg_0118","0"
"1","11","106011","5146061","1","0","61247","0","0","不……不是，\n也不是那樣的啦！！？","9"
"","91","0","5146061","","","61248","","","",""
"","3","21","5146061","","","61249","0","","coaster_1_out","0"
"","3","105911","5146061","","","61250","0.2","0.2","kokkoro_idle_normal_joy","1"
"","3","1059","5146061","","","61251","0.2","0.2","kokkoro_idle_normal_joy","1"
"","3","105811","5146061","","","61252","0.2","0.2","joy_talk","1"
"","3","1058","5146061","","","61253","0.2","0.2","joy_talk","1"
"0","21","vo_apg","5146061","","","61254","","","vo_apg_0119","0"
"1","11","105811","5146061","1","0","61255","0","0","什麼嘛♪\n那我們就再搭一次吧──♪","9"
"","91","0","5146061","","","61256","","","",""
"","3","105811","5146061","","","61257","0.2","","joy_idle","1"
"","3","1058","5146061","","","61258","0.2","","joy_idle","1"
"","3","105911","5146061","","","61259","0.2","","kokkoro_wish_talk_normal2","1"
"","3","1059","5146061","","","61260","0.2","","kokkoro_wish_talk_normal2","1"
"0","21","vo_apg","5146061","","","61261","","","vo_apg_0120","0"
"1","11","105911","5146061","1","0","61262","0","0","好的，就這麼做吧♪","7"
"","91","0","5146061","","","61263","","","",""
"","22","0","5146061","","","61264","","","0",""
"","3","105911","5146061","","","61265","0.2","","kokkoro_wish_idle_joy","1"
"","3","1059","5146061","","","61266","0.2","","kokkoro_wish_idle_joy","1"
"","3","106011","5146061","","","61267","0.2","","anger_talk_anger2_red","1"
"","3","1060","5146061","","","61268","0.2","","anger_talk_anger2_red","1"
"0","12","106011","5146061","0","0","61269","0","0","2","2"
"0","12","105811","5146061","0","0","61270","0","0","10","2"
"0","12","105911","5146061","0","0","61271","0","0","10","2"
"","93","2","5146061","","","61272","","","0",""
"","101","61274","5146061","","","61273","","","",""
"","22","0","5146061","","","61274","","","0.2",""
"-290","1","1","5146062","-278","idle_normal","62001","1.8","0","100911","103"
"-290","5","3","5146062","-278","idle_normal","62002","1.8","0","1009","104"
"290","1","1","5146062","-278","idle_normal","62003","1.8","1","131011","100"
"","13","100911","5146062","","","62004","","","203",""
"","13","131011","5146062","","","62005","","","200",""
"0","5","7","5146062","-174","idle","62006","0.85","0","7","15"
"-132","5","20","5146062","71","empty","62007","1","0","20","210"
"0","5","22","5146062","-42","empty","62008","1","0","22","210"
"0","5","21","5146062","153","empty","62009","1","0","21","60"
"0","31","1","5146062","1","","62010","1","","1","0"
"-57.7","31","2","5146062","1","","62011","0","","2","0"
"0","31","10","5146062","1","","62012","0","","10","0"
"0","31","11","5146062","1","","62013","0","","11","0"
"-278","31","14","5146062","1","","62014","0","","14","-290"
"0","31","20","5146062","1","","62015","1","","20","0"
"","36","20","5146062","","","62016","","","100911",""
"","36","20","5146062","","","62017","","","20",""
"","36","20","5146062","","","62018","","","22",""
"","91","0","5146062","","","62019","","","0",""
"","102","0","5146062","","","62020","","","0","0"
"","93","1","5146062","","","62021","","","0",""
"cool_talk_dere","3","100911","5146062","1","","62022","0.2","0","cool_in_dere","0"
"cool_talk_dere","3","1009","5146062","1","","62023","0.2","0","cool_in_dere","0"
"0","21","vo_apg","5146062","","","62024","","","vo_apg_0201","0"
"1","11","100911","5146062","1","0","62025","0","0","出發吧，前往極滅禁斷秘儀！\n好，麻煩妳帶路了！","9"
"","91","0","5146062","","","62026","","","",""
"","3","100911","5146062","","","62027","0.2","","cool_idle","1"
"","3","1009","5146062","","","62028","0.2","","cool_idle","1"
"","3","131011","5146062","","","62029","0.2","","wish_talk_joy","1"
"0","21","vo_apg","5146062","","","62030","","","vo_apg_0202","0"
"1","11","131011","5146062","1","0","62031","0","0","杏奈小姐竟然會感興趣，\n人家很高興呢～\n人家會好好為妳帶路的。","8"
"","91","0","5146062","","","62032","","","",""
"","3","131011","5146062","","","62033","0.2","","wish_idle","1"
"sad_talk","3","100911","5146062","1","","62034","0.2","0.2","anna_armcrossed","0"
"sad_talk","3","1009","5146062","1","","62035","0.2","0.2","anna_armcrossed","0"
"0","21","vo_apg","5146062","","","62036","","","vo_apg_0203","0"
"1","11","100911","5146062","1","0","62037","0","0","嗯！吉格魯特他們也\n挑戰過的這場試煉，我冥姬也……\n呃，咦？\n這莫非，是尖叫系設施……？","9"
"","91","0","5146062","","","62038","","","",""
"","3","100911","5146062","","","62039","0.2","","sad_idle","1"
"","3","1009","5146062","","","62040","0.2","","sad_idle","1"
"surprise_talk","3","131011","5146062","1","","62041","0.2","0.2","maho_talk_normal","0"
"0","21","vo_apg","5146062","","","62042","","","vo_apg_0204","0"
"1","11","131011","5146062","1","0","62043","0","0","這是這座遊樂園\n大受歡迎的遊樂設施喔～\n奇怪？怎麼了嗎？\n妳的臉色看起來不太好……","9"
"","91","0","5146062","","","62044","","","",""
"","3","131011","5146062","","","62045","0.2","","surprise_idle","1"
"","3","100911","5146062","","","62046","0.2","","anger_talk_shy","1"
"","3","1009","5146062","","","62047","0.2","","anger_talk_shy","1"
"0","21","vo_apg","5146062","","","62048","","","vo_apg_0205","0"
"1","11","100911","5146062","1","0","62049","0","0","我我我、我才不是感、感到害怕……\n徹徹底底，完全沒問題喔？","9"
"","91","0","5146062","","","62050","","","",""
"","3","100911","5146062","","","62051","0.2","","anger_idle_shy","1"
"","3","1009","5146062","","","62052","0.2","","anger_idle_shy","1"
"","3","131011","5146062","","","62053","0.2","","worry_talk","1"
"0","21","vo_apg","5146062","","","62054","","","vo_apg_0206","0"
"1","11","131011","5146062","1","0","62055","0","0","話雖如此，最好還是不要\n勉強自己比較好吧？","9"
"","91","0","5146062","","","62056","","","",""
"","3","131011","5146062","","","62057","0.2","","wish_idle_shy","1"
"","3","100911","5146062","","","62058","0.2","","anger_talk_pain","1"
"","3","1009","5146062","","","62059","0.2","","anger_talk_pain","1"
"0","21","vo_apg","5146062","","","62060","","","vo_apg_0207","0"
"1","11","100911","5146062","1","0","62061","0","0","沒事！我、我都說沒問題了！\n妳都帶我到這裡了，怎麼能退縮……\n我要上了！突擊────！","9"
"","91","0","5146062","","","62062","","","",""
"","22","0","5146062","","","62063","","","0",""
"","3","100911","5146062","","","62064","0.2","","run_dash_anger2","1"
"","3","1009","5146062","","","62065","0.2","","run_dash_anger2","1"
"","3","131011","5146062","","","62066","0.2","","walk_surprise","1"
"2","2","100911","5146062","0","","62067","","","-129","-278"
"2","2","1009","5146062","0","","62068","","","-129","-278"
"2","2","131011","5146062","0","","62069","","","129","-278"
"","32","14","5146062","","","62070","","","1",""
"","37","14","5146062","","","62071","","","left",""
"2","33","14","5146062","0","","62072","","","-129","-278"
"","93","1","5146062","","","62073","","","0",""
"","32","2","5146062","","","62074","","","1",""
"","93","1.5","5146062","","","62075","","","0",""
"","32","14","5146062","","","62076","","","0",""
"0","2","100911","5146062","0","","62077","","","0","-331"
"","37","20","5146062","","","62078","","","scale15",""
"","23","se_10055900","5146062","","","62079","","","se_10055900_coaster_01","1"
"0","21","vo_apg","5146062","","","62080","","","vo_apg_0208","0"
"","3","22","5146062","","","62081","0","","0208_in","0"
"","93","3.3","5146062","","","62082","","","1",""
"","3","22","5146062","","","62083","0","","0208_mid","0"
"","92","","5146062","","","62084","","","",""
"","3","22","5146062","","","62085","0","","0208_out","0"
"","93","0.2","5146062","","","62086","","","0",""
"","93","0.3","5146062","","","62087","","","0",""
"","37","20","5146062","","","62088","","","scale1",""
"","32","10","5146062","","","62089","","","1",""
"","24","se_10055900_coaster_01","5146062","","","62090","","","0.5",""
"","23","se_10055900","5146062","","","62091","","","se_10055900_coaster_02","1"
"0","2","20","5146062","0","","62092","","","0","0"
"","122","30","5146062","","","62093","","","30","0.5"
"0","21","vo_apg","5146062","","","62094","","","vo_apg_0209","0"
"","3","20","5146062","","","62095","0","","0209_in","0"
"","93","2.6","5146062","","","62096","","","1",""
"","3","20","5146062","","","62097","0","","0209_mid","0"
"","92","","5146062","","","62098","","","",""
"","3","20","5146062","","","62099","0","","0209_out","0"
"","93","0.2","5146062","","","62100","","","0",""
"","122","30","5146062","","","62101","","","30","1"
"0","21","vo_apg","5146062","","","62102","","","vo_apg_0210","0"
"","3","20","5146062","","","62103","0","","0210_in","0"
"","93","2.7","5146062","","","62104","","","1",""
"","3","20","5146062","","","62105","0","","0210_mid","0"
"","92","","5146062","","","62106","","","",""
"","3","20","5146062","","","62107","0","","0210_out","0"
"","93","0.2","5146062","","","62108","","","0",""
"","22","0","5146062","","","62109","","","0",""
"","3","20","5146062","","","62110","0","","empty","1"
"","93","1","5146062","","","62111","","","",""
"","32","11","5146062","","","62112","","","1",""
"","23","se_10055900","5146062","","","62113","","","se_10055900_camera","0"
"","93","0.2","5146062","","","62114","","","0",""
"","32","10","5146062","","","62115","","","0",""
"","93","1.8","5146062","","","62116","","","0",""
"","24","se_10055900_coaster_02","5146062","","","62117","","","0.5",""
"","37","2","5146062","","","62118","","","iris_out",""
"0","2","100911","5146062","0","","62119","","","-129","-278"
"0","2","1009","5146062","0","","62120","","","-129","-278"
"0","2","131011","5146062","0","","62121","","","129","-278"
"","3","100911","5146062","","","62122","0.2","","anna_walk","1"
"","3","1009","5146062","","","62123","0.2","","anna_walk","1"
"","3","131011","5146062","","","62124","0.2","","walk_normal_joy","1"
"2","2","100911","5146062","0","","62125","","","-290","-278"
"2","2","1009","5146062","0","","62126","","","-290","-278"
"2","2","131011","5146062","0","","62127","","","290","-278"
"","4","100911","5146062","","","62128","","","1",""
"","4","1009","5146062","","","62129","","","1",""
"","4","131011","5146062","","","62130","","","0",""
"","93","2","5146062","","","62131","","","0",""
"","4","100911","5146062","","","62132","","","0",""
"","4","1009","5146062","","","62133","","","0",""
"","4","131011","5146062","","","62134","","","1",""
"","3","100911","5146062","","","62135","0.2","","anna_idle","1"
"","3","1009","5146062","0","","62136","0.2","","anna_idle","1"
"","3","131011","5146062","","","62137","0.2","","idle_normal","1"
"","93","0.5","5146062","","","62138","","","0",""
"","3","131011","5146062","","","62139","0.2","","talk_normal_surprise","1"
"0","21","vo_apg","5146062","","","62140","","","vo_apg_0211","0"
"1","11","131011","5146062","1","0","62141","0","0","妳覺得如何呢？\n發出了很響亮的喊叫聲呢。","10"
"","91","0","5146062","","","62142","","","",""
"","3","131011","5146062","","","62143","0.2","","idle_normal_surprise","1"
"anna_kukuku_loop","3","100911","5146062","1","","62144","0.2","0","anna_kukuku_in","0"
"anna_kukuku_loop","3","1009","5146062","1","","62145","0.2","0","anna_kukuku_in","0"
"0","21","vo_apg","5146062","","","62146","","","vo_apg_0212","0"
"1","11","100911","5146062","1","0","62147","20","0","呵、呵呵呵……吉格魯特啊……\n我也，看得見了……時之刻！","12"
"","91","0","5146062","","","62148","","","",""
"","3","21","5146062","","","62149","0","","coaster_2_in","0"
"","23","se_10055900","5146062","","","62150","","","se_10055900_photo","0"
"","93","0.1","5146062","","","62151","","","0",""
"anna_ahaha_loop","3","100911","5146062","1","","62152","0.2","0","anna_ahaha_in","0"
"anna_ahaha_loop","3","1009","5146062","1","","62153","0.2","0","anna_ahaha_in","0"
"0","21","vo_apg","5146062","","","62154","","","vo_apg_0213","0"
"1","11","100911","5146062","1","0","62155","-30","0","此刻，冥姬\n超越了疾風！","8"
"","91","0","5146062","","","62156","","","",""
