52332f0a4ec49ab62d055c083bda24a8c215eb91b6d286629f4fbab44126f315,2a60afaa1a823668dcfdf4026b8355d1491f7849914c237de9c9d21b7bf12b9e,b1651f1ae25756170b40e30b1b151ac3ba85922d1ec0d49501fca317c7dbe4f8,76417679b2ddf078b81ed930053a0ce6338005cac41e3d2a7a15ad967e6ec5e2,3d54a4b8d79480afe234f5e20f4527de3f9c6e496b589cfd243b0413ede679a5,b026e21a28343f6c5ebf42429258cb2f167b7a94f6eddc3e6275fea3816e2f8d,f38a5ff128b89a033283e88112ebd10710e71842017f77ab5f3d844eebc2d99d,b28df31f5dca4c4b8830464efe8c679cd0975e924b7bd3c8307e8759c053efa8,19b7473313c5e6e82e3e30a46ee79da73dd5c0ea23804f084542c8578bdf0eb3,c90af3bf756e7a0d7ec8172e49c6e17868cee8d2a33bf5386e633b2ad89c32d7,22970f7ff8d2af781a138f795281f7525f397d3f4df6e53130cfc31135b9a7ef,4fa5746ac3723b991f8b343cb540c8c2bcaf17c8cc1a68a07edb86334ea6ada6,58721d41be57292ab36a3e9eb981d6c96b56e458175b3398bc9cdf55cab40a96,0e82488e8ac53d9d780c3615f34756a51a908e1948b1db50eef66b21ada69e51,75fef684e5faec1e91b0d4441212ae13ef81893313052a77219fa318805e2d98,21e3739d83627b49335c846371355051e594bde37367230cdfac6d6550203ec9,069a5cf5505368b0b522a4b728fbd0f120090752f15ab691fb64bd0521c4e8f4,b122ca326cd7ed5972e4172f7748ff13c60668674d0a26704ed1401da1cd6edc,8b0622a5944bf5787b88faa813e2aead6bc7aaf3d09c10bfe527ce8c4daacff4,5d65f8bb5b397e9327e1ccb9aa144d2872765bd2fb47c5192efc90eaa557a892,e1fcebde36703e10581647aa6a3c13939eebadf0c01a480d2249f13c3188344b
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","190","0","750000","1025","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","191","0","1000000","1025","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","192","0","10000","1026","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","193","0","250000","1026","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","194","0","500000","1026","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","195","0","750000","1026","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","196","0","1000000","1026","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","197","0","10000","1027","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","198","0","250000","1027","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","199","0","500000","1027","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","200","0","750000","1027","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","201","0","1000000","1027","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","202","0","10000","1028","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","203","0","250000","1028","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","204","0","500000","1028","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","205","0","750000","1028","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","206","0","1000000","1028","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","207","0","10000","1029","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","208","0","250000","1029","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","209","0","500000","1029","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","210","0","750000","1029","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","211","0","1000000","1029","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","212","0","10000","1030","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","213","0","250000","1030","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","214","0","500000","1030","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","215","0","750000","1030","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","216","0","1000000","1030","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","217","0","10000","1031","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","218","0","250000","1031","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","219","0","500000","1031","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","220","0","750000","1031","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","221","0","1000000","1031","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","222","0","10000","1032","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","223","0","250000","1032","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","224","0","500000","1032","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","225","0","750000","1032","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","226","0","1000000","1032","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","227","0","10000","1033","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","228","0","250000","1033","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","229","0","500000","1033","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","230","0","750000","1033","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","231","0","1000000","1033","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","232","0","10000","1034","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","233","0","250000","1034","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","234","0","500000","1034","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","235","0","750000","1034","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","236","0","1000000","1034","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","237","0","10000","1035","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","238","0","250000","1035","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","239","0","500000","1035","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","240","0","750000","1035","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","241","0","1000000","1035","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","242","0","10000","1036","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","243","0","250000","1036","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","244","0","500000","1036","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","245","0","750000","1036","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","246","0","1000000","1036","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","247","0","10000","1037","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","248","0","250000","1037","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","249","0","500000","1037","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","250","0","750000","1037","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","251","0","1000000","1037","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","252","0","10000","1038","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","253","0","250000","1038","4","94002","0"
"2","0","0","22002","22003","0","40","12","0","1","0","3","2","3","254","0","500000","1038","8","94002","0"
"2","0","0","22002","22003","0","60","12","0","1","0","4","2","4","255","0","750000","1038","12","94002","0"
"2","0","0","22002","22003","0","80","12","0","1","0","5","2","-1","256","0","1000000","1038","16","94002","0"
"0","0","0","0","0","0","0","12","0","1","0","1","0","1","257","0","10000","1039","0","94002","0"
"2","0","0","22002","22003","0","20","12","0","1","0","2","2","2","258","0","250000","1039","4","94002","0"
