c0f0f4ec20c1141894d52aae364b1042c67a9bea4bc87945bed98545fdd4489d,f427b6815d639b30e78f4737d0471108277c87a0f0ad4988c345471db3bdcf99,2ddc70e8883d3164233096981ea05e2a34d248767f46403280e67e998a7f8741,eeb5714e010377df35b9279a54e2a2f84283addff01b90a4d461d414597216f4,47637ebb237310002fdcf5917a7280e05fe62ce70057f3988a291d1c6d663573,dfae278525ecbc48d329545b29927dbe635ec72fdd538fb6f130ff5f8bd1edf7
"1","32990","212","250","15","680"
"1","33240","213","250","15","680"
"1","33490","214","250","15","680"
"1","33740","215","250","15","680"
"1","33990","216","250","15","680"
"1","34240","217","250","15","680"
"1","34490","218","250","15","680"
"1","34740","219","250","15","680"
"1","34990","220","250","15","680"
"1","35240","221","250","16","680"
"1","35490","222","250","16","680"
"1","35740","223","250","16","680"
"1","35990","224","250","16","680"
"1","36240","225","250","16","680"
"1","36490","226","250","16","680"
"1","36740","227","250","16","680"
"1","36990","228","250","16","680"
"1","37240","229","250","16","680"
"1","37490","230","250","16","680"
"1","37740","231","250","17","680"
"1","37990","232","250","17","680"
"1","38240","233","250","17","680"
"1","38490","234","250","17","680"
"1","38740","235","250","17","680"
"1","38990","236","250","17","680"
"1","39240","237","250","17","680"
"1","39490","238","250","17","680"
"1","39740","239","250","17","680"
"1","39990","240","250","17","680"
"1","40240","241","250","18","680"
"1","40490","242","250","18","680"
"1","40740","243","250","18","680"
"1","40990","244","250","18","680"
"1","41240","245","250","18","680"
"1","41490","246","250","18","680"
"1","41740","247","250","18","680"
"1","41990","248","250","18","680"
"1","42240","249","250","18","680"
"1","42490","250","250","18","680"
"1","42740","251","250","19","680"
"1","42990","252","250","19","680"
"1","43240","253","250","19","680"
"1","43490","254","250","19","680"
"1","43740","255","250","19","680"
"1","43990","256","250","19","680"
"1","44240","257","250","19","680"
"1","44490","258","250","19","680"
"1","44740","259","250","19","680"
"1","44990","260","250","19","680"
"1","45240","261","250","20","680"
"1","45490","262","250","20","680"
"1","45740","263","250","20","680"
"1","45990","264","250","20","680"
"1","46240","265","250","20","680"
"1","46490","266","250","20","680"
"1","46740","267","250","20","680"
"1","46990","268","250","20","680"
"1","47240","269","250","20","680"
"1","47490","270","250","20","680"
"1","47740","271","250","21","680"
"1","47990","272","250","21","680"
"1","48240","273","250","21","680"
"1","48490","274","250","21","680"
"1","48740","275","250","21","680"
"1","48990","276","250","21","680"
"1","49240","277","250","21","680"
"1","49490","278","250","21","680"
"1","49740","279","250","21","680"
"1","49990","280","250","21","680"
"1","50240","281","250","22","680"
"1","50490","282","250","22","680"
"1","50740","283","250","22","680"
"1","50990","284","250","22","680"
"1","51240","285","250","22","680"
"1","51490","286","250","22","680"
"1","51740","287","250","22","680"
"1","51990","288","250","22","680"
"1","52240","289","250","22","680"
"1","52490","290","250","22","680"
"1","52740","291","250","23","680"
"1","52990","292","250","23","680"
"1","53240","293","250","23","680"
"1","53490","294","250","23","680"
"1","53740","295","250","23","680"
"1","53990","296","250","23","680"
"1","54240","297","250","23","680"
"1","54490","298","250","23","680"
"1","54740","299","250","23","680"
"1","54990","300","250","23","680"
"1","55240","301","250","24","680"
"1","55490","302","250","24","680"
"1","55740","303","250","24","680"
"1","55990","304","250","24","680"
"1","56240","305","250","24","680"
"1","56490","306","250","24","680"
"1","56740","307","250","24","680"
"1","56990","308","250","24","680"
"1","57240","309","250","24","680"
"1","57490","310","250","24","680"
"1","57740","311","250","25","680"
"1","57990","312","250","25","680"
"1","58240","313","250","25","680"
"1","58490","314","250","25","680"
"1","58740","315","250","25","680"
"1","58990","316","250","25","680"
"1","59240","317","250","25","680"
"1","59490","318","250","25","680"
"1","59740","319","250","25","680"
"1","59990","320","250","25","680"
"1","60240","321","250","26","680"
"1","60490","322","250","26","680"
"1","60740","323","250","26","680"
"1","60990","324","250","26","680"
"1","61240","325","250","26","680"
"1","61490","326","250","26","680"
"1","61740","327","250","26","680"
"1","61990","328","250","26","680"
"1","62240","329","250","26","680"
"1","62490","330","250","26","680"
"1","62740","331","250","27","680"
"1","62990","332","250","27","680"
"1","63240","333","250","27","680"
"1","63490","334","250","27","680"
"1","63740","335","250","27","680"
"1","63990","336","250","27","680"
"1","64240","337","250","27","680"
"1","64490","338","250","27","680"
"1","64740","339","250","27","680"
"1","64990","340","250","27","680"
"2","50","0","50","1","200000"
"2","60","1","10","1","500000"
"2","75","2","15","1","500000"
"2","95","3","20","1","500000"
"2","120","4","25","1","500000"
"2","150","5","30","1","500000"
