0350c7d13eca92ded67d0082dfd166447442a4860baa7cb396700293a880cc43,2cb3ec20770a339c86f63adb63c3c0196abf415841bab0e8a2493a8f61e10c53,f06bd6ad977a8987fc9c33de517252eba3a0718cf9e4addfd02c9e2201641aaa,18625dcdf6de7d6fa4156df9120edd5bb02d9c5fdceabfccaef6540ff80ec235,14c429f59ee47d12fda69f83dfbedc744b873c885c9bd06937826874e6ae3f51,918dd81be6c0dabedea0b657b7438e5f79fb0673e411f5f9f6f5dce54b3cc181,1b3ee4d911a19b748023bfacd3617f4e02922b62454980cce54f84e6df6595af,b7c0f024de80995a96ae54bc06ff167c1ba22a901392cd3979d4033d7b284f52,9fee73156f2f54ed20cbabaf5bf64569beb2c3a1f4dec756f49c68a785c50e27,5c019cffd230c52be7ae5d7c43fe75b71788d44a21394ce26efc75de69bc393e,5c4e367581d79f9bc9e75af5bb067e1dd86c27efb0a661b3729cca656dbf72ec,0930dcea7b472d0c2be024e41b2568e43357200276df3915f3213c2b4a3755de,f7004e0c5e94c394fc045b9bfd21bff88208393590a3705cde7528ecd45c5551,5ef7c2f59907f8ef31eea4448db6c3aa1d3f212aa7ae0a24da5e3920fce4cef1,3218c01edcbf4675db4d987359ce9345aa693c5c4d9902f8b2f49d769b89c5b4,272545acbbcef56972e1601ed985679b988d637478933762c7a0066b610ff769,7fcf5efd4278180ddb69db88eb303b6292bda1c1dcdc0e910c3631f0eb8a4f7a,d59e1eb7b049741f840c4fc12d10f2bc5e7495f2761173873c5e60d4807d1256,6279b37776e92445c63101b81d126cc80dcbae261efaf800921e56be66482a45,73603ca90b352a543806cc639f6bd1b200a88adf8a58b647d6356434a19dd3bc,9524250bd0cc258e6d4ea5aac5efde294ed4f9b56fc7ff42946c7b1f60d2e0c1,7283efb177c6f40bd2a31e0a170f572aa3355e67667aa4c3a9b6156daebd0aef,1b75654f5eba37359f9da5365b122b9eebf643774ad46484844001ec6d724911,c74f509f23e7153bdebd127b295578279734bde5ac91b929bb6e8a3a973cfe71,e817da69123cb17f826774567bd05efe8970ad09911eddbb80e940baae974c4a,a6e23832e0049ac7b75e87810cbe2bed916be02e18a0b19f0cd18ac6cb7c70c2,469387ea59d3494702e9649e7fcf99e620991ef000b773b5547201f75709fe60,0b2ad92307d72445f040f7b3e686954f8affc505243a44dd8834b3b0ad759352,9ab4823b9f43b8b5a2fd7962868dceff3ef096ca8eea74fe4be47ba8284c145e,8e30079c5484fb49ca397f409d86dfcc1a0f67dfc41b2d27c633ae4fa8cc6ea9,6bd10b51252d704db43e2fc31d95e2fc13f72997112b50d7c39532bbf58921ec,ee1dc1a95816cb444be9c5aabe9894226cb00b6d1cab292a3f281d5b1643ee20,8b6c559252cae686c1864e6650b791b9e20926e939d80f6fa4f8f6686081f605,fdf748b63bb3820cc67273964b8c68b11a401ad8e7172f5ada39fc9f246c6c9a,cc19e44c9b7043ea7ca4e6d2e8a39fc33230286b417601bcc43bec59e4f9edd0,2f75ebe7c4c97b0887716300e4b36d013c00410aea5a03a76ee593a98bec2838,6bdc6f3f6161fbad2603430dca3d998b4e1b224cb8bc6021086f256bdbd933ed,494701e3735650a98e4dc2b59bea3af0dccf40991d6bb6942a66ddbeeda17360,58752cfc846ebe34b13dfa7a0ee7888a7f559d2398c98aa33884db66ab96dabd,54e33196b8a46ee24a6596a928001612aab6f236bd03de89d5c28be289e13dd4,4ede8ce2927c64f495a1c7e9d75fce71eaeb4e5c26309f0c4a6f4a2bcd853ad4,97678ddfa018bbc1b646f6d142965174dd68688cc30eca06db79f5b38b21b46f,952caea9fafacf660a97349f2c1840553b694235d66699adb962b09a1544c5a2,2257c75a6d9c512cc98c643587e1c25c2085bd4331296d33cdf1f92819d75eb1
"0","49","30","4","10","1","0","0","4","10","4","0","4","200600","0","5","4","4","4","0","0","4","0","4","4","鼠妖","600060004","4","4","0","200000001","4","0","4","1","4","297","0","4","0","4","0","4","1"
"0","203","30","13","10","1","0","0","13","10","13","0","13","200600","0","11","13","13","13","0","0","13","0","13","10","鼠妖","600060013","13","13","0","200000001","13","0","13","1","13","699","0","13","0","13","0","13","1"
"0","260","30","16","10","1","0","0","16","10","16","0","16","200600","0","13","16","16","16","0","0","16","0","16","12","鼠妖","600060016","16","16","0","200000001","16","0","16","1","16","1026","0","16","0","16","0","16","1"
"0","335","30","20","10","1","0","0","20","10","20","0","20","200600","0","16","20","20","20","0","0","20","0","20","15","鼠妖","600060020","20","20","0","200000001","20","0","20","1","20","1462","0","20","0","20","0","20","1"
"23","0","30","1","10","1","0","0","1","10","1","0","1","200700","0","3","1","1","1","0","0","1","0","1","2","木靈","600070001","1","1","0","200000006","1","0","1","1","1","356","0","1","0","1","0","1","1"
"235","0","30","13","10","1","0","0","13","10","13","0","13","200700","0","12","13","13","13","0","0","13","0","13","14","木靈","600070013","13","13","0","200000006","13","0","13","1","13","1229","0","13","0","13","0","13","1"
"358","0","30","22","10","1","0","0","22","10","22","0","22","200700","0","14","22","22","22","0","0","22","0","22","17","木靈","600070022","22","22","0","200000006","22","0","22","1","22","2081","0","22","0","22","0","22","1"
"0","43","30","4","10","1","0","0","4","10","4","0","4","200800","0","6","4","4","4","0","0","4","0","4","4","噬岩怪","600080004","4","4","0","200000006","4","0","4","1","4","409","0","4","0","4","0","4","1"
"0","163","30","16","10","1","0","0","16","10","16","0","16","200800","0","18","16","16","16","0","0","16","0","16","12","噬岩怪","600080016","16","16","0","200000006","16","0","16","1","16","1003","0","16","0","16","0","16","1"
"0","28","30","1","10","1","0","0","1","10","1","0","1","200900","0","3","1","1","1","0","0","1","0","1","2","樹精","600090001","1","1","0","200000001","1","0","1","1","1","301","0","1","0","1","0","1","1"
"0","170","30","13","10","1","0","0","13","10","13","0","13","200900","0","15","13","13","13","0","0","13","0","13","14","樹精","600090013","13","13","0","200000001","13","0","13","1","13","1182","0","13","0","13","0","13","1"
"0","298","30","22","10","1","0","0","22","10","22","0","22","200900","0","22","22","22","22","0","0","22","0","22","21","樹精","600090022","22","22","0","200000001","22","0","22","1","22","2743","0","22","0","22","0","22","1"
"0","307","30","23","10","1","0","0","23","10","23","0","23","200900","0","22","23","23","23","0","0","23","0","23","21","樹精","600090023","23","23","0","200000001","23","0","23","1","23","2878","0","23","0","23","0","23","1"
"0","44","30","3","10","1","0","0","3","10","3","0","3","200901","0","6","3","3","3","0","0","3","0","3","5","擰扭相思樹","600090103","3","3","0","200000001","3","0","3","1","3","665","0","3","0","3","0","3","1"
"0","284","30","14","10","1","0","0","14","10","14","0","14","200901","0","14","14","14","14","0","0","14","0","14","12","擰扭相思樹","600090114","14","14","0","200000001","14","0","14","1","14","1594","0","14","0","14","0","14","1"
"0","455","30","22","10","1","0","0","22","10","22","0","22","200901","0","20","22","22","22","0","0","22","0","22","17","擰扭相思樹","600090122","22","22","0","200000001","22","0","22","1","22","3199","0","22","0","22","0","22","1"
"165","0","30","11","10","1","0","0","11","10","11","0","11","201000","0","10","11","11","11","0","0","11","0","11","12","怨火之顱","600100011","11","11","0","200000010","11","0","11","1","11","769","0","11","0","11","0","11","1"
"285","0","30","19","10","1","0","0","19","10","19","0","19","201000","0","16","19","19","19","0","0","19","0","19","19","怨火之顱","600100019","19","19","0","200000010","19","0","19","1","19","1944","0","19","0","19","0","19","1"
"0","29","30","3","10","1","0","0","3","10","3","0","3","201100","0","5","3","3","3","0","0","3","0","3","4","狗頭人","600110003","3","3","0","200000001","3","0","3","1","3","463","0","3","0","3","0","3","1"
"0","162","30","14","10","1","0","0","14","10","14","0","14","201100","0","12","14","14","14","0","0","14","0","14","11","狗頭人","600110014","14","14","0","200000001","14","0","14","1","14","1265","0","14","0","14","0","14","1"
"0","251","30","22","10","1","0","0","22","10","22","0","22","201100","0","16","22","22","22","0","0","22","0","22","14","狗頭人","600110022","22","22","0","200000001","22","0","22","1","22","2079","0","22","0","22","0","22","1"
"0","266","30","23","10","1","0","0","23","10","23","0","23","201100","0","23","23","23","23","0","0","23","0","23","21","狗頭人","600110023","23","23","0","200000001","23","0","23","1","23","2091","0","23","0","23","0","23","1"
"0","52","30","1","10","1","0","0","1","10","1","0","1","201200","0","102","1","1","1","0","0","1","0","1","3","魔像","600120001","1","1","0","200000001","1","0","1","1","1","231","0","1","0","1","0","1","1"
"0","192","30","12","10","1","0","0","12","10","12","0","12","201200","0","273","12","12","12","0","0","12","0","12","18","魔像","600120012","12","12","0","200000003","12","0","12","1","12","878","0","12","0","12","0","12","1"
"0","413","30","22","10","1","0","0","22","10","22","0","22","201200","0","300","22","22","22","0","0","22","0","22","33","魔像","600120022","22","22","0","200000003","22","0","22","1","22","2461","0","22","0","22","0","22","1"
"0","31","30","1","10","1","0","0","1","10","1","0","1","201300","0","5","1","1","1","0","0","1","0","1","4","岩花","600130001","1","1","0","200000003","1","0","1","1","1","479","0","1","0","1","0","1","1"
"0","137","30","13","10","1","0","0","13","10","13","0","13","201300","0","17","13","13","13","0","0","13","0","13","13","岩花","600130013","13","13","0","200000003","13","0","13","1","13","1088","0","13","0","13","0","13","1"
"0","83","30","10","10","1","0","0","10","10","10","0","10","201301","0","10","10","10","10","0","0","10","0","10","9","癲狂之花","600130110","10","10","0","200000009","10","0","10","1","10","1033","0","10","0","10","0","10","1"
"0","155","30","17","10","1","0","0","17","10","17","0","17","201301","0","16","17","17","17","0","0","17","0","17","14","癲狂之花","600130117","17","17","0","200000009","17","0","17","1","17","2063","0","17","0","17","0","17","1"
"0","166","30","20","10","1","0","0","20","10","20","0","20","201301","0","18","20","20","20","0","0","20","0","20","15","癲狂之花","600130120","20","20","0","200000009","20","0","20","1","20","2504","0","20","0","20","0","20","1"
"114","0","30","10","10","1","0","0","10","10","10","0","10","201400","0","14","10","10","10","0","0","10","0","10","10","雷雲長老","600140010","10","10","0","200000001","10","0","10","1","10","579","0","10","0","10","0","10","1"
"227","0","30","17","10","1","0","0","17","10","17","0","17","201400","0","20","17","17","17","0","0","17","0","17","14","雷雲長老","600140017","17","17","0","200000001","17","0","17","1","17","965","0","17","0","17","0","17","1"
"414","0","30","22","10","1","0","0","22","10","22","0","22","201400","0","27","22","22","22","0","0","22","0","22","19","雷雲長老","600140022","22","22","0","200000001","22","0","22","1","22","2106","0","22","0","22","0","22","1"
"196","0","30","23","10","1","0","0","23","10","23","0","23","201500","0","14","23","23","23","0","0","23","0","23","17","潛陸水母","600150023","23","23","0","200000001","23","0","23","1","23","2420","0","23","0","23","0","23","1"
"17","0","30","3","10","1","0","0","3","10","3","0","3","201600","0","6","3","3","3","0","0","3","0","3","3","森之寧芙","600160003","3","3","0","200000001","3","0","3","1","3","520","0","3","0","3","0","3","1"
"36","0","30","4","10","1","0","0","4","10","4","0","4","201600","0","6","4","4","4","0","0","4","0","4","4","森之寧芙","600160004","4","4","0","200000001","4","0","4","1","4","579","0","4","0","4","0","4","1"
"198","0","30","14","10","1","0","0","14","10","14","0","14","201600","0","10","14","14","14","0","0","14","0","14","11","森之寧芙","600160014","14","14","0","200000001","14","0","14","1","14","2305","0","14","0","14","0","14","1"
"232","0","30","16","10","1","0","0","16","10","16","0","16","201600","0","11","16","16","16","0","0","16","0","16","13","森之寧芙","600160016","16","16","0","200000001","16","0","16","1","16","2723","0","16","0","16","0","16","1"
"0","50","30","4","10","1","0","0","4","10","4","0","4","202101","0","5","4","4","4","0","0","4","0","4","3","紅蕈菇","600210104","4","4","0","200000001","4","0","4","1","4","473","0","4","0","4","0","4","1"
"0","183","30","11","10","1","0","0","11","10","11","0","11","202101","0","10","11","11","11","0","0","11","0","11","9","紅蕈菇","600210111","11","11","0","200000001","11","0","11","1","11","1101","0","11","0","11","0","11","1"
"0","262","30","16","10","1","0","0","16","10","16","0","16","202101","0","15","16","16","16","0","0","16","0","16","13","紅蕈菇","600210116","16","16","0","200000001","16","0","16","1","16","1670","0","16","0","16","0","16","1"
"0","295","30","19","10","1","0","0","19","10","19","0","19","202101","0","16","19","19","19","0","0","19","0","19","13","紅蕈菇","600210119","19","19","0","200000001","19","0","19","1","19","2023","0","19","0","19","0","19","1"
"409","0","30","23","10","1","0","0","23","10","23","0","23","202200","0","21","23","23","23","0","0","23","0","23","29","翼耳兔","600220023","23","23","0","200000001","23","0","23","1","23","2807","0","23","0","23","0","23","1"
"55","0","30","1","10","1","0","0","1","10","1","0","1","202300","0","5","1","1","1","0","0","1","0","1","6","火焰咒士","600230001","1","1","0","200000006","1","0","1","1","1","210","0","1","0","1","0","1","1"
"171","0","30","13","10","1","0","0","13","10","13","0","13","202300","0","13","13","13","13","0","0","13","0","13","16","火焰咒士","600230013","13","13","0","200000006","13","0","13","1","13","981","0","13","0","13","0","13","1"
"252","0","30","18","10","1","0","0","18","10","18","0","18","202300","0","13","18","18","18","0","0","18","0","18","17","火焰咒士","600230018","18","18","0","200000006","18","0","18","1","18","1681","0","18","0","18","0","18","1"
"0","578","30","23","10","1","0","0","23","10","23","0","23","202400","0","33","23","23","23","0","0","23","0","23","18","洞窟猿猴","600240023","23","23","0","200000001","23","0","23","1","23","3490","0","23","0","23","0","23","1"
"129","0","30","10","10","1","0","0","10","10","10","0","10","202500","0","11","10","10","10","0","0","10","0","10","14","洞窟蝙蝠","600250010","10","10","0","200000001","10","0","10","1","10","965","0","10","0","10","0","10","1"
"233","0","30","17","10","1","0","0","17","10","17","0","17","202500","0","17","17","17","17","0","0","17","0","17","23","洞窟蝙蝠","600250017","17","17","0","200000001","17","0","17","1","17","1658","0","17","0","17","0","17","1"
"0","61","30","4","10","1","0","0","4","10","4","0","4","202700","0","8","4","4","4","0","0","4","0","4","5","寄居蟹騎士","600270004","4","4","0","200000001","4","0","4","1","4","503","0","4","0","4","0","4","1"
"0","323","30","16","10","1","0","0","16","10","16","0","16","202700","0","20","16","16","16","0","0","16","0","16","16","寄居蟹騎士","600270016","16","16","0","200000001","16","0","16","1","16","1736","0","16","0","16","0","16","1"
"0","455","30","23","10","1","0","0","23","10","23","0","23","202700","0","26","23","23","23","0","0","23","0","23","19","寄居蟹騎士","600270023","23","23","0","200000001","23","0","23","1","23","2881","0","23","0","23","0","23","1"
"0","310","30","11","10","1","0","0","11","10","11","0","11","202800","0","9","11","11","11","0","0","11","0","11","8","流浪之鴉","600280011","11","11","0","200000006","11","0","11","1","11","4614","0","11","0","11","0","11","1"
"0","486","30","19","10","1","0","0","19","10","19","0","19","202800","0","15","19","19","19","0","0","19","0","19","12","流浪之鴉","600280019","19","19","0","200000006","19","0","19","1","19","5818","0","19","0","19","0","19","1"
"0","552","30","22","10","1","0","0","22","10","22","0","22","202800","0","19","22","22","22","0","0","22","0","22","14","流浪之鴉","600280022","22","22","0","200000006","22","0","22","1","22","6270","0","22","0","22","0","22","1"
"0","37","30","3","10","1","0","0","3","10","3","0","3","202901","0","8","3","3","3","0","0","3","0","3","5","岩石蜥蜴","600290103","3","3","0","200000003","3","0","3","1","3","615","0","3","0","3","0","3","1"
"0","222","30","14","10","1","0","0","14","10","14","0","14","202901","0","18","14","14","14","0","0","14","0","14","12","岩石蜥蜴","600290114","14","14","0","200000003","14","0","14","1","14","1276","0","14","0","14","0","14","1"
"0","366","30","20","10","1","0","0","20","10","20","0","20","202901","0","21","20","20","20","0","0","20","0","20","13","岩石蜥蜴","600290120","20","20","0","200000003","20","0","20","1","20","2932","0","20","0","20","0","20","1"
"0","174","30","10","10","1","0","0","10","10","10","0","10","202902","0","12","10","10","10","0","0","10","0","10","11","翠綠蜥蜴","600290210","10","10","0","200000001","10","0","10","1","10","1294","0","10","0","10","0","10","1"
"0","296","30","17","10","1","0","0","17","10","17","0","17","202902","0","16","17","17","17","0","0","17","0","17","16","翠綠蜥蜴","600290217","17","17","0","200000001","17","0","17","1","17","2625","0","17","0","17","0","17","1"
"45","0","30","3","10","1","0","0","3","10","3","0","3","203000","0","6","3","3","3","0","0","3","0","3","4","軟泥怪","600300003","3","3","0","200000001","3","0","3","1","3","372","0","3","0","3","0","3","1"
"209","0","30","10","10","1","0","0","10","10","10","0","10","203000","0","14","10","10","10","0","0","10","0","10","11","軟泥怪","600300010","10","10","0","200000001","10","0","10","1","10","626","0","10","0","10","0","10","1"
"240","0","30","14","10","1","0","0","14","10","14","0","14","203000","0","16","14","14","14","0","0","14","0","14","13","軟泥怪","600300014","14","14","0","200000001","14","0","14","1","14","904","0","14","0","14","0","14","1"
"304","0","30","17","10","1","0","0","17","10","17","0","17","203000","0","16","17","17","17","0","0","17","0","17","15","軟泥怪","600300017","17","17","0","200000001","17","0","17","1","17","1348","0","17","0","17","0","17","1"
"16","0","30","1","10","1","0","0","1","10","1","0","1","203001","0","4","1","1","1","0","0","1","0","1","2","閃焰軟泥怪","600300101","1","1","0","200000001","1","0","1","1","1","383","0","1","0","1","0","1","1"
"141","0","30","13","10","1","0","0","13","10","13","0","13","203001","0","20","13","13","13","0","0","13","0","13","11","閃焰軟泥怪","600300113","13","13","0","200000005","13","0","13","1","13","1314","0","13","0","13","0","13","1"
"215","0","30","20","10","1","0","0","20","10","20","0","20","203001","0","22","20","20","20","0","0","20","0","20","15","閃焰軟泥怪","600300120","20","20","0","200000005","20","0","20","1","20","2952","0","20","0","20","0","20","1"
"148","0","30","10","10","1","0","0","10","10","10","0","10","203200","0","8","10","10","10","0","0","10","0","10","11","搗蛋惡魔","600320010","10","10","0","200000001","10","0","10","1","10","1128","0","10","0","10","0","10","1"
"268","0","30","17","10","1","0","0","17","10","17","0","17","203200","0","13","17","17","17","0","0","17","0","17","18","搗蛋惡魔","600320017","17","17","0","200000001","17","0","17","1","17","1938","0","17","0","17","0","17","1"
"0","17","30","2","10","1","0","0","2","10","2","0","2","203300","0","150","2","2","2","0","0","2","0","2","28","哥布林護衛","600330002","2","2","0","200000001","2","0","2","1","2","414","0","2","0","2","0","2","1"
"0","136","30","8","10","1","0","0","8","10","8","0","8","203300","0","221","8","8","8","0","0","8","0","8","8","哥布林護衛","600330008","8","8","0","200000001","8","0","8","1","8","934","0","8","0","8","0","8","1"
"0","240","30","14","10","1","0","0","14","10","14","0","14","203300","0","300","14","14","14","0","0","14","0","14","14","哥布林護衛","600330014","14","14","0","200000001","14","0","14","1","14","1341","0","14","0","14","0","14","1"
"0","249","30","15","10","1","0","0","15","10","15","0","15","203300","0","300","15","15","15","0","0","15","0","15","14","哥布林護衛","600330015","15","15","0","200000001","15","0","15","1","15","1539","0","15","0","15","0","15","1"
"126","0","30","3","10","1","0","0","3","10","3","0","3","203400","0","8","3","3","3","0","0","3","0","3","10","鬼燈螢","600340003","3","3","0","200000001","3","0","3","1","3","844","0","3","0","3","0","3","1"
"151","0","30","10","10","1","0","0","10","10","10","0","10","203400","0","10","10","10","10","0","0","10","0","10","13","鬼燈螢","600340010","10","10","0","200000001","10","0","10","1","10","863","0","10","0","10","0","10","1"
"165","0","30","14","10","1","0","0","14","10","14","0","14","203400","0","12","14","14","14","0","0","14","0","14","14","鬼燈螢","600340014","14","14","0","200000001","14","0","14","1","14","874","0","14","0","14","0","14","1"
"220","0","30","17","10","1","0","0","17","10","17","0","17","203400","0","13","17","17","17","0","0","17","0","17","15","鬼燈螢","600340017","17","17","0","200000001","17","0","17","1","17","1522","0","17","0","17","0","17","1"
"0","52","30","4","10","1","0","0","4","10","4","0","4","203700","0","5","4","4","4","0","0","4","0","4","4","堅果射手","600370004","4","4","0","200000006","4","0","4","1","4","633","0","4","0","4","0","4","1"
"0","272","30","16","10","1","0","0","16","10","16","0","16","203700","0","13","16","16","16","0","0","16","0","16","10","堅果射手","600370016","16","16","0","200000006","16","0","16","1","16","2185","0","16","0","16","0","16","1"
"0","36","30","1","10","1","0","0","1","10","1","0","1","203800","0","5","1","1","1","0","0","1","0","1","2","獸人","600380001","1","1","0","200000001","1","0","1","1","1","370","0","1","0","1","0","1","1"
"0","195","30","9","10","1","0","0","9","10","9","0","9","203800","0","14","9","9","9","0","0","9","0","9","8","獸人","600380009","9","9","0","200000001","9","0","9","1","9","1306","0","9","0","9","0","9","1"
"0","234","30","12","10","1","0","0","12","10","12","0","12","203800","0","15","12","12","12","0","0","12","0","12","9","獸人","600380012","12","12","0","200000001","12","0","12","1","12","1416","0","12","0","12","0","12","1"
"0","331","30","16","10","1","0","0","16","10","16","0","16","203800","0","18","16","16","16","0","0","16","0","16","12","獸人","600380016","16","16","0","200000001","16","0","16","1","16","2463","0","16","0","16","0","16","1"
