b2069d2917372f4912840d575cfafd1222c91378936c316176f54991ea00cdf6,0babdff20a66db6eb6e99a8caee2f68797092bc8bb1816962f7046c119c20967,45cfd6c62894fe4c0504a5ce4345c99c14bbef4113fbb0fc6be7cf75ef453900,a6b4bb5cd9beedbc063ac3c7f9bd2293118afc1a111b8e92c1b225446d776ebf,787a6683e5b01c65ec1fb22f102551ec79eeba803d7f4fc7d02ce94954c982be,114b146b9767ff38deb399c7e32254e2970fb31aeffd8a16424ac45ef9c210b4,b4d3bd1064e5ebda05595dcda5073b33e051b8c222f002ef1163bcb408bb36ee,b7d32b18dd067415e8da1212afc19f1a2fa6b344646a37fe0ab64afba343c1e4,6dc6aa4f5df5e809e744854ecd172526d42a90b0e9280694ebe290fa12877094,5f49f9089bb9ff2fc1035f57235c154e662d2b02b9cb363b3f73061811145121,40e4b218d6ea4696504d5003b06afcda14be42a91944a4e3f261ffc19755ca61,96acb87a04d06ec3c159da6ae4c0af27e7efad536e2d4fcfa3f0ece0f779df96,89f875909cf786bf9f930ff4e5dceaee0737857177d5853ab0802967e1e1aa64,90f4715e2e0aada068b72c6ccc33ff2db24eb6b34bde8545e41199b9423ad557,440a39130a9c4fb8cc5a6f4d381c73e532cf1378033ebb4bd977bb9ee1221802,8f471c44e82ffe26ce57bcb3d30e471f9654209b81fad68b46567b8508ee9510,60c7c54ac422b893adc97d34cfe0967f410a28fc72631d1b9eda8ce4f7622d2e,ceac99ace7d823ded739fd1aa365ca26c1c5f0f2aa5d94e1df44d13700d44357,cbe561d8008b11d14acf8654c48caa42281838cfb7f392545a56229b9a510b55,88e6b3ee63f4b15554eceb15cb80b88ac2e690fb7f4f50938efe81aa4e865d73,a172e728a34d8d8528c2005b634114d3b9e1ad8e34c381370e19141f409b435c,413bb8fdffc2cd4b7d9faaaf2abe7aff302ee1f4246696a2b6958cdb55f4230f,5cb14495d2596a16ac7d8a49023d1b0aeefd3502295f319f0184278076d2dea8,8d8602d14491260336c4c774ca80c9309f8a638efa779c59120dcc171219e011,4659b946fe4f4f193e943de6e995af6c721fff631e0b8ed9b78ede1ce907e30f,2c3e00f945979270950aeda14a7d762a7743d90fd8a88751ed2b94e1ed332356,12175aa1298ab94f769709766146830734a403e1120cef11e1c291ac47a0dc55,58f986e5126f702c73c887d1af272d3d44ee4c8c7d212fb2814d49f2969bde87,ea3be65ff6e4e5049f743756569d9d1416526f3f268121d14cab7f4f509c161d,763135d259fe0a5f727ab91682709dde9c1ea2722ad3d98f952d1082fafb8384,b300d1621d3ae09b6a058e277ddbba5b00943d2da228e07165760647564b682b,9c6c6e6d62925d10b0d8c8a819ae0b4cb3e38414121a21820f8e0fe010032c5d,4958a0a3da0bd85092d1f0303fa86f3762427df33cee5805ce44000d9acf6304,d7bea6da004041ae500068e24794b75a303e3e863eb2637713413399c5fff27c
"510062","1.5","bgm_M131","0","14","0.6","1","BOSS戰(HARD)","0","0","0.8","0","81000606","0","0","bgm_M131","2","120","5006302","42","660006002","1","20006","-40","0","650006021","90","81000606","450","2000602","0","20006201","1","0"
"510062","1.5","bgm_M131","0","-60","0.6","1","BOSS戰(VERY HARD)","0","0","0.8","0","81000606","0","0","bgm_M131","3","120","5006308","500","660006003","1","20006","-40","0","650006031","90","81000606","450","2000603","0","20006201","1","0"
"510071","1.3","bgm_M138","0","10","0.6","1","BOSS戰(NORMAL)","-50","0","1","0","81000705","0","0","bgm_M138","1","140","5007301","482","660007001","1","20007","-40","0","650007011","90","81000705","770","2000701","0","20007103","1","0"
"510072","1.3","bgm_M138","0","-186","0.6","1","BOSS戰(HARD)","-50","0","1","0","81000706","0","0","bgm_M138","2","140","5007302","-373","660007002","1","20007","-40","0","650007021","90","81000706","450","2000702","0","20007201","1.3","0"
"510072","1.3","bgm_M138","0","-63","0.6","1","Boss戰(VERYHARD)","-50","0","1","0","81000706","0","0","bgm_M138","3","140","5007308","455","660007003","1","20007","-40","0","650007031","90","81000706","450","2000703","0","20007201","1.3","0"
"510081","1.5","bgm_M165","0","-85","0.6","1","BOSS戰(NORMAL)","-50","0","1","0","81000805","0","0","bgm_M165","1","100","5008301","1400","660008001","1","20008","-40","0","650008011","90","81000805","770","2000801","0","20008101","1","0"
"510082","1.5","bgm_M165","0","-160","0.6","1","BOSS戰(HARD)","-50","0","0.8","0","81000806","0","0","bgm_M165","2","100","5008302","-175","660008002","1","20008","-40","0","650008021","90","81000806","450","2000802","0","20008201","1","0"
"510082","1.5","bgm_M165","0","-80","0.6","1","Boss戰(VERYHARD)","-50","0","0.8","0","81000806","0","0","bgm_M165","3","100","5008308","450","660008003","1","20008","-40","0","650008031","90","81000806","450","2000803","0","20008201","1","0"
"510091","1.5","bgm_M172","0","-56","0.8","1","BOSS戰(NORMAL)","-50","0","0.8","0","81000905","0","0","bgm_M172","1","250","5009301","885","660009001","1","20009","-40","0","650009011","90","81000905","770","2000901","0","20009101","1.1","0"
"510092","1.5","bgm_M172","0","37","0.8","1","BOSS戰(HARD)","-50","0","0.8","0","81000906","0","0","bgm_M172","2","250","5009302","-404","660009002","1","20009","-40","0","650009021","90","81000906","450","2000902","0","20009201","1.1","0"
"510092","1.5","bgm_M172","0","-104","0.8","1","BOSS戰(VERY HARD)","-50","0","0.8","0","81000906","0","0","bgm_M172","3","250","5009308","442","660009003","1","20009","-40","0","650009031","90","81000906","450","2000903","0","20009201","1.1","0"
"510101","1.5","bgm_M183","0","770","0.6","1","BOSS戰(NORMAL)","-50","0","0.8","0","81001005","0","0","bgm_M183","1","200","5010301","450","660010001","1","20010","770","0","650010011","90","81001005","450","2001001","0","20010101","1","0"
"510102","1.5","bgm_M183","0","12","0.6","1","BOSS戰(HARD)","-50","0","0.8","0","81001006","0","0","bgm_M183","2","200","5010302","-173","660010002","1","20010","12","0","650010021","90","81001006","-173","2001002","0","20010201","1.4","0"
"510102","1.5","bgm_M183","0","85","0.6","1","BOSS戰(VERY HARD)","-50","0","0.8","0","81001006","0","0","bgm_M183","3","200","5010308","213","660010003","1","20010","85","0","650010031","90","81001006","213","2001003","0","20010201","1.4","0"
"510111","1.4","bgm_M192","0","-56","0.8","1","BOSS戰(NORMAL)","0","0","0.8","0","81001105","0","0","bgm_M192","1","100","5011301","885","660011001","1","20011","-40","0","650011011","90","81001105","770","2001101","0","20011102","1.1","0"
"510112","1.4","bgm_M192","0","-1","0.8","1","BOSS戰(HARD)","0","0","0.8","0","81001106","0","0","bgm_M192","2","100","5011302","-67","660011002","1","20011","-90","0","650011021","90","81001106","450","2001102","0","20011201","1.1","0"
"510112","1.4","bgm_M192","0","-99","0.8","1","Boss戰(VERYHARD)","0","0","0.8","0","81001106","0","0","bgm_M192","3","100","5011308","395","660011003","1","20011","-55","0","650011031","90","81001106","375","2001103","0","20011201","1.1","0"
"510121","1.5","bgm_M209","0","-40","0.8","1","BOSS戰(NORMAL)","-50","0","0.8","0","81001205","0","0","bgm_M209","1","100","5012301","980","660012001","1","20012","-60","0","650012011","90","81001205","1130","2001201","0","20012101","1.1","0"
"510122","1.5","bgm_M209","0","-175","0.8","1","BOSS戰(HARD)","-50","0","0.8","0","81001206","0","0","bgm_M209","2","100","5012302","-32","660012002","1","20012","-175","0","650012021","90","81001206","-32","2001202","0","20012201","1.1","0"
"510122","1.5","bgm_M209_02","0","-80","0.8","1","BOSS戰(VERY HARD)","-50","0","0.8","0","81001206","0","0","bgm_M209","3","100","5012308","500","660012003","1","20012","-63","0","650012031","90","81001206","510","2001203","0","20012201","1.1","0"
"0","1","bgm_M218","205","29","0.2","1","BOSS戰(NORMAL)","84","0","1","-48","81001305","0","1","bgm_M218","1","120","5013301","313","660013001","1","20013","-40","0","650013011","90","81001305","450","2001301","0","20013102","1.1","0"
"0","1","bgm_M218","73","41","-0.18","1","BOSS戰(HARD)","84","0","1","-41","81001306","0","1","bgm_M218","2","120","5013302","-384","660013002","1","20013","-40","0","650013021","90","81001306","450","2001302","0","20013201","1.1","0"
"0","1","bgm_M218","178","52","0.2","1","Boss戰(VERYHARD)","84","0","1","-40","81001306","0","1","bgm_M218","3","120","5013308","220","660013003","1","20013","-40","0","650013031","90","81001306","450","2001303","0","20013201","1.1","0"
"510141","1.3","bgm_M226","0","-65","0.7","1","BOSS戰(NORMAL)","-50","0","0.7","0","81001505","0","0","bgm_M226","1","100","5015301","963","660014001","1","20014","-95","0","650014011","90","81001505","963","2001401","0","20014101","1","0"
"510142","1.3","bgm_M226","0","-4","0.7","1","BOSS戰(HARD)","-50","0","0.7","0","81001506","0","0","bgm_M226","2","100","5015302","121","660014002","1","20014","-4","0","650014021","90","81001506","121","2001402","0","20014201","1","0"
"510142","1.3","bgm_M226_02","0","23","0.7","1","Boss戰(VERYHARD)","-50","0","0.7","0","81001506","0","0","bgm_M226","3","100","5015308","500","660014003","1","20014","23","0","650014031","90","81001506","500","2001403","0","20014201","1","0"
"510181","1.25","bgm_M240_02","0","-35","0.6","1","BOSS戰(NORMAL)","-50","0","1","0","81001905","0","0","bgm_M240","1","370","5019301","900","660015001","1","20015","-85","0","650015011","90","81001905","800","2001501","0","20015101","1","0"
"510182","1.25","bgm_M240_02","0","40","0.6","1","BOSS戰(HARD)","-50","0","1","0","81001906","0","0","bgm_M240","2","370","5019302","205","660015002","1","20015","-10","0","650015021","90","81001906","145","2001502","0","20015201","1","0"
"510182","1.25","bgm_M240_02","0","-70","0.6","1","BOSS戰(VERY HARD)","-50","0","1","0","81001906","0","0","bgm_M240","3","370","5019308","515","660015003","1","20015","-70","0","650015031","90","81001906","480","2001503","0","20015201","1","0"
"510211","1","bgm_M248","0","-71","0.6","1","BOSS戰(NORMAL)","0","0","1","0","81002101","0","0","bgm_M248","1","300","5021301","1072","660016001","1","20016","-116","0","650016011","90","81002101","1019","2001601","0","20016101","1","0"
"510212","1","bgm_M248","0","65","0.6","1","BOSS戰(HARD)","0","0","1","0","81002102","0","0","bgm_M248","2","300","5021302","233","660016002","1","20016","20","0","650016021","90","81002102","180","2001602","0","20016201","1","0"
"510212","1","bgm_M248_02","0","-65","0.6","1","BOSS戰(VERY HARD)","0","0","1","0","81002102","0","0","bgm_M248","3","300","5021308","515","660016003","1","20016","-40","0","650016031","90","81002102","450","2001603","0","20016201","1","0"
"510231","1.25","bgm_M257","0","0","0.6","1","BOSS戰(NORMAL)","-50","0","1","0","81002301","0","0","bgm_M257","1","170","5023301","780","660017001","1","20017","-50","0","650017011","90","81002301","730","2001701","0","20017101","1","0"
"510232","1.25","bgm_M257","0","70","0.6","1","BOSS戰(HARD)","-50","0","0.8","0","81002302","0","0","bgm_M257","2","170","5023302","210","660017002","1","20017","20","0","650017021","90","81002302","160","2001702","0","20017201","1","0"
"510232","1.25","bgm_M257","0","-35","0.6","1","BOSS戰(VERY HARD)","-50","0","0.8","0","81002302","0","0","bgm_M257","3","170","5023308","510","660017003","1","20017","-85","0","650017031","90","81002302","460","2001703","0","20017201","1","0"
"510251","1.25","bgm_M268","0","0","0.6","1","BOSS戰(NORMAL)","-50","0","1","0","81002501","0","0","bgm_M268","1","240","5025301","458","660018001","1","20018","-85","0","650018011","90","81002501","800","2001801","0","20018102","1","0"
"510252","1.25","bgm_M268","0","8","0.6","1","BOSS戰(HARD)","-50","0","1","0","81002502","0","0","bgm_M268","2","240","5025302","0","660018002","1","20018","-10","0","650018021","90","81002502","145","2001802","0","20018201","1","0"
"510252","1.25","bgm_M268","0","-80","0.6","1","BOSS戰(VERY HARD)","-50","0","1","0","81002502","0","0","bgm_M268","3","240","5025308","490","660018003","1","20018","-70","0","650018031","90","81002502","480","2001803","0","20018201","1","0"
"510271","1.25","bgm_M276","0","0","0.6","1","Boss戰（NORMAL）","-50","0","1","0","81002701","0","0","bgm_M276","1","170","5027301","827","660019001","1","20019","-85","0","650019011","90","81002701","800","2001901","0","20019101","1","0"
"510272","1.25","bgm_M276","0","10","0.6","1","Boss戰（HARD）","-50","0","1","0","81002702","0","0","bgm_M276","2","170","5027302","-43","660019002","1","20019","-10","0","650019021","90","81002702","145","2001902","0","20019201","1","0"
"510272","1.25","bgm_M276","0","-15","0.6","1","Boss戰（VERY HARD）","-50","0","1","0","81002702","0","0","bgm_M276","3","170","5027308","450","660019003","1","20019","-70","0","650019031","90","81002702","480","2001903","0","20019201","1","0"
"510331","1.7","bgm_M284","0","0","0.8","1","Boss戰（NORMAL）","0","0","0.6","0","81002901","0","0","bgm_M284","1","170","5029301","458","660020001","1","20020","-57","0","650020011","90","81002901","820","2002001","0","20020102","1","0"
"510332","1.7","bgm_M284","0","39","0.8","1","Boss戰（HARD）","0","0","0.6","0","81002902","0","0","bgm_M284","2","170","5029302","-38","660020002","1","20020","19","0","650020021","90","81002902","150","2002002","0","20020201","1","0"
"510333","1.7","bgm_M284","0","-40","0.8","1","Boss戰（VERY HARD）","0","0","0.6","0","81002902","0","0","bgm_M284","3","170","5029308","474","660020003","1","20020","-70","0","650020031","90","81002902","480","2002003","0","20020201","1","0"
"510311","1.25","bgm_M297","0","-50","0.6","1","BOSS戰(NORMAL)","-50","0","1","0","81003101","0","0","bgm_M297","1","170","5031301","550","660021001","1","20021","-85","0","650021011","90","81003101","800","2002101","0","20021102","1","0"
"510312","1.25","bgm_M297","0","10","0.6","1","BOSS戰(HARD)","-50","0","1","0","81003102","0","0","bgm_M297","2","170","5031302","-17","660021002","1","20021","-10","0","650021021","90","81003102","145","2002102","0","20021201","1","0"
"510312","1.25","bgm_M297","0","-70","0.6","1","BOSS戰(VERY HARD)","-50","0","1","0","81003102","0","0","bgm_M297","3","170","5031308","516","660021003","1","20021","-70","0","650021031","90","81003102","480","2002103","0","20021201","1","0"
"510331","1.25","bgm_M319","0","-85","0.8","1","Boss戰（NORMAL）","-50","0","0.8","0","81000605","0","0","bgm_M319","1","100","5033301","825","660022001","1","20022","-75","0","650022011","90","81000605","822","2002201","0","20022101","1.1","0"
"510332","1.25","bgm_M319","0","-200","0.8","1","Boss戰（HARD）","-50","0","0.8","0","81003301","0","0","bgm_M319","2","100","5033302","-27","660022002","1","20022","-190","0","650022021","90","81003304","-30","2002202","0","20022201","1.1","0"
"510333","1.25","bgm_M319","0","-70","0.8","1","Boss戰（VERY HARD）","-50","0","0.8","0","81003301","0","0","bgm_M319","3","100","5033308","485","660022003","1","20022","-60","0","650022031","90","81003304","482","2002203","0","20022201","1.1","0"
"510331","1.8","bgm_M346","0","-43","0.8","1","BOSS戰(NORMAL)","-50","0","0.65","0","81003801","0","0","bgm_M346","1","325","5038301","663","660023001","1","20023","-93","0","650023011","90","81003801","613","2002301","0","20023101","0.8","0"
"510332","1.8","bgm_M346","0","29","0.8","1","Boss戰（HARD）","-50","0","0.65","0","81003802","0","0","bgm_M346","2","325","5038302","-12","660023002","1","20023","-21","0","650023021","90","81003803","-62","2002302","0","20023201","0.8","0"
"510333","1.8","bgm_M346","0","-67","0.8","1","Boss戰（VERY HARD）","-50","0","0.65","0","81003802","0","0","bgm_M346","3","325","5038308","517","660023003","1","20023","-117","0","650023031","90","81003803","467","2002303","0","20023201","0.8","0"
"510331","1.7","bgm_M354","0","-35","0.8","1","BOSS戰(NORMAL)","-35","0","0.65","0","81004001","0","0","bgm_M354","1","100","5040301","456","660024001","1","20024","-85","0","650024011","90","81004001","406","2002401","0","20024103","0.8","0"
"510332","1.7","bgm_M354","0","9","0.8","1","Boss戰（HARD）","-35","0","0.65","0","81004002","0","0","bgm_M354","2","100","5040302","99","660024002","1","20024","-41","0","650024021","90","81004002","49","2002402","0","20024201","0.8","0"
"510333","1.7","bgm_M354","0","-59","0.8","1","Boss戰（VERY HARD）","-35","0","0.65","0","81004002","0","0","bgm_M354","3","100","5040308","481","660024003","1","20024","-109","0","650024031","90","81004002","431","2002403","0","20024201","0.8","0"
"510331","1.8","bgm_M378","0","33","0.8","1","BOSS戰(NORMAL)","-50","0","0.65","0","81004201","0","0","bgm_M378","1","140","5042301","1345","660025001","1","20025","-40","0","650025011","90","81004201","770","2002501","0","20025101","0.8","0"
"510332","1.8","bgm_M378","0","-155","0.8","1","Boss戰（HARD）","-50","0","0.65","0","81004202","0","0","bgm_M378","2","140","5042302","160","660025002","1","20025","-40","0","650025021","90","81004202","450","2002502","0","20025201","0.8","0"
"510333","1.8","bgm_M378","0","44","0.8","1","Boss戰（VERY HARD）","-50","0","0.65","0","81004202","0","0","bgm_M378","3","140","5042308","577","660025003","1","20025","-40","0","650025031","90","81004202","450","2002503","0","20025201","0.8","0"
"510331","1.8","bgm_M384","0","-35","0.8","1","BOSS戰(NORMAL)","-54","0","0.65","0","81004401","0","0","bgm_M384","1","140","5044301","482","660026001","1","20026","-85","0","650026011","90","81004401","770","2002601","0","20026102","0.8","0"
"510332","1.8","bgm_M384","0","-22","0.8","1","Boss戰（HARD）","-54","0","0.65","0","81004402","0","0","bgm_M384","2","140","5044302","-37","660026002","1","20026","110","0","650026021","90","81004402","720","2002602","0","20026201","0.8","0"
"510333","1.8","bgm_M384","0","-51","0.8","1","Boss戰（VERY HARD）","-54","0","0.65","0","81004402","0","0","bgm_M384","3","140","5044308","514","660026003","1","20026","-40","0","650026031","90","81004402","490","2002603","0","20026201","0.8","0"
"510331","1.7","bgm_M397","0","80","0.8","1","Boss戰（NORMAL）","-35","0","0.65","0","81004601","0","0","bgm_M397","1","320","5046301","883","660027001","1","20027","6","0","650027011","90","81004601","833","2002701","0","20027101","0.8","0"
"510332","1.7","bgm_M397","0","79","0.8","1","Boss戰（HARD）","-35","0","0.65","0","81004602","0","0","bgm_M397","2","320","5046302","174","660027002","1","20027","29","0","650027021","90","81004602","124","2002702","0","20027201","0.8","0"
"510333","1.7","bgm_M397","0","-7","0.8","1","Boss戰（VERY HARD）","-35","0","0.65","0","81004602","0","0","bgm_M397","3","320","5046308","486","660027003","1","20027","43","0","650027031","90","81004602","436","2002703","0","20027201","0.8","0"
"510331","1.25","bgm_M406","0","-73","0.7","1","BOSS戰(NORMAL)","-35","0","0.75","0","81000605","0","0","bgm_M406","1","100","5048301","828","660028001","1","20028","-176","0","650028011","90","81000605","798","2002801","0","20028101","0.7","0"
"510332","1.25","bgm_M406","0","-210","0.7","1","Boss戰（HARD）","-35","0","0.75","0","81000606","0","0","bgm_M406","2","100","5048302","-13","660028002","1","20028","-260","0","650028021","90","81000606","-63","2002802","0","20028201","0.7","0"
"510333","1.25","bgm_M406","0","-65","0.7","1","Boss戰（VERY HARD）","-35","0","0.75","0","81000606","0","0","bgm_M406","3","100","5048308","482","660028003","1","20028","-115","0","650028031","90","81000606","432","2002803","0","20028201","0.7","0"
"510331","1.7","bgm_M416","0","-25","0.8","1","BOSS戰(NORMAL)","-35","0","0.65","0","81005001","0","0","bgm_M416","1","100","5050301","1029","660029001","1.3","20029","-85","0","650029011","90","81005001","770","2002901","0","20029101","0.8","0"
"510332","1.7","bgm_M416","0","-190","0.8","1","Boss戰（HARD）","-35","0","0.65","0","81005002","0","0","bgm_M416","2","100","5050302","-88","660029002","1.3","20029","110","0","650029021","90","81005002","720","2002902","0","20029201","0.8","0"
"510333","1.7","bgm_M416","0","-65","0.8","1","Boss戰（VERY HARD）","-35","0","0.65","0","81005002","0","0","bgm_M416","3","100","5050308","465","660029003","1.3","20029","-40","0","650029031","90","81005002","490","2002903","0","20029201","0.8","0"
"510331","1.7","bgm_M424","0","-54","0.8","1","BOSS戰(NORMAL)","-75","0","0.65","0","81000605","0","0","bgm_M424","1","260","5052301","842","660030001","1","20030","-85","0","650030011","90","81000605","770","2003001","0","20030101","0.8","0"
"510332","1.7","bgm_M424","0","32","0.8","1","Boss戰（HARD）","-75","0","0.65","0","81003301","0","0","bgm_M424","2","260","5052302","-15","660030002","1","20030","110","0","650030021","90","81003304","720","2003002","0","20030201","0.8","0"
"510333","1.7","bgm_M424","0","-25","0.8","1","Boss戰（VERY HARD）","-75","0","0.65","0","81003301","0","0","bgm_M424","3","260","5052308","514","660030003","1","20030","-40","0","650030031","90","81003304","490","2003003","0","20030201","0.8","0"
"510331","1.7","bgm_M429","0","-25","0.8","1","BOSS戰(NORMAL)","-75","0","0.65","0","81000905","0","0","bgm_M429","1","380","5054301","732","660031001","1","20031","0","0","650031011","90","81000905","698","2003101","0","20031101","0.8","0"
"510332","1.7","bgm_M429","0","-10","0.8","1","Boss戰（HARD）","-75","0","0.65","0","81000906","0","0","bgm_M429","2","380","5054302","-42","660031002","1","20031","110","0","650031021","90","81000906","720","2003102","0","20031201","0.8","0"
"510333","1.7","bgm_M429","0","-63","0.8","1","Boss戰（VERY HARD）","-75","0","0.65","0","81000906","0","0","bgm_M429","3","380","5054308","437","660031003","1","20031","-40","0","650031031","90","81000906","490","2003103","0","20031201","0.8","0"
"510331","2","bgm_M438","0","-30","0.8","1","Boss戰（NORMAL）","-20","0","0.65","0","81005601","0","0","bgm_M438","1","150","5056301","883","660032001","1","20032","-85","0","650032011","90","81005601","800","2003201","0","20032101","0.75","0"
"510332","2","bgm_M438","0","-21","0.8","1","Boss戰（HARD）","-20","0","0.65","0","81005602","0","0","bgm_M438","2","150","5056302","-28","660032002","1","20032","-10","0","650032021","90","81005602","145","2003202","0","20032201","0.75","0"
"510333","2","bgm_M438","0","-15","0.8","1","Boss戰（VERY HARD）","-20","0","0.65","0","81005602","0","0","bgm_M438","3","150","5056308","516","660032003","1","20032","-70","0","650032031","90","81005602","480","2003203","0","20032201","0.75","0"
