dac29008328f87dbe2e179cbdfcb354199ac0bc8f5628abc1505fc5675b92045,47a98c503fd8dd567ea024d781e83c86931348b482b91488e3994257576e26c8,28ef18e9d44f0c090869ec66fbe818a1696d0abfd9c0dd9e240b7a78ff352dbc,aeab7289d439de61f2466ace51dd141324714307f7e128f5615cd47cd55a2896,5c550fbfa22b00f77db9c5f8a7acfcd342cdf60461c2de98279a65f90c319c20,2209f7e5606d0d27e176959d1e01a8d42e9e0c5d0ce4a8ff3ebd13a8a8815d81,07f1a4346edb0c441d187c3fa906a4c85a8058f8c2c742cd0fd4c52662a57acc,3612e2ac627b58403492a56de9892ec93a4c2991c2c62b5c32165ed4ecbacece
"srt_inori_select_2,srt_inori_idle","PLAYER_SELECT_GREAT2","哼哼～♪「{0}」！","","srt_dragon_select_2,srt_dragon_idle","1","correct_030-correct_031,correct_035-correct_036","srt_kaya_react_2,srt_kaya_waiting"
"srt_inori_select_1,srt_inori_idle","PLAYER_SELECT_PRECONNE1","呵呵呵，那就是\n「{0}」了！","","srt_dragon_select_1,srt_dragon_idle","1","correct_028-correct_029,correct_032/correct_033-boss_emote_067-correct_034,correct_037-correct_038","srt_kaya_react_1,srt_kaya_waiting"
"srt_inori_select_2,srt_inori_idle","PLAYER_SELECT_PRECONNE2","腦中靈光一閃！\n是「{0}」呀！","","srt_dragon_select_2,srt_dragon_idle","1","correct_030-correct_031,correct_035-correct_036","srt_kaya_react_2,srt_kaya_waiting"
"","PLAYER_SELECT_WAIT","","","","-1","",""
"srt_inori_miss,srt_inori_thinking","PLAYER_MISS","哇嗚！我、我搞錯了……","","srt_dragon_miss,srt_dragon_thinking","1","mistake_039-mistake_040,mistake_041-mistake_042,mistake_043-mistake_044,mistake_045-mistake_046","srt_kaya_react_3,srt_kaya_waiting"
"srt_inori_shock","PLAYER_SELECT_N","喂喂，尾音是「鼻音」耶……","","","2","out_070","srt_kaya_react_4"
"srt_inori_thinking","INFEVER","我要積極進攻囉！","","srt_dragon_thinking","1","rush","srt_kaya_infever"
"srt_inori_select_1","FEVER_SELECT1","「{0}」！","","srt_dragon_select_1","1","correct_028-correct_029,correct_037-correct_038",""
"srt_inori_select_2","FEVER_SELECT2","是「{0}」呀！","","srt_dragon_select_2","1","correct_030-correct_031,correct_035-correct_036",""
"srt_inori_miss","FEVER_MISS","哇嗚！我、我搞錯了……","","srt_dragon_miss","1","mistake_039-mistake_040,mistake_041-mistake_042,mistake_043-mistake_044,mistake_045-mistake_046,mistake_047-mistake_048",""
"srt_inori_fever_attack","FEVER_DAMAGE","給我覺悟吧！","","srt_dragon_fever_attack","1","rush_attack","srt_kaya_fever_damage"
"srt_inori_win_1","WIN_HP","是我贏了！！","","srt_dragon_win","1","win_005-win_006,win_012-win_013","srt_kaya_lose"
"srt_inori_win_1","WIN_N","是我贏了！！","","srt_dragon_win","1","win_005-win_006,win_012-win_013",""
"srt_inori_lose","LOSE_MISS","嗚嗚……是我輸了……","","srt_dragon_lose","1","lose_017,lose_019,lose_023","srt_kaya_win"
"","LOSE_N","嗚嗚……是我輸了……","","srt_dragon_miss","1","lose_017,lose_019,lose_023",""
"srt_inori_lose","TIMEUP","時、時間到了嗎！？我太大意了…… ","","srt_dragon_lose","1","lose_025/lose_026-boss_emote_068,lose_021","srt_kaya_win"
"srt_inori_lose","LOSE_MISS2","嗚嗚……是我輸了……\n沒想到還有「{0}」可以接……","","srt_dragon_lose","1","lose_017,lose_019,lose_023","srt_kaya_win"
"","LOSE_N2","嗚嗚……是我輸了……\n應該還有「{0}」這個詞可以用……","","srt_dragon_miss","1","lose_017,lose_019,lose_023",""
"srt_inori_lose","TIMEUP2","時、時間到了嗎！？我太大意了…… \n應該要選「{0}」這個詞才對……","","srt_dragon_lose","1","lose_025/lose_026-boss_emote_068,lose_021","srt_kaya_win"
