8a7db9763926cf70af614b460f6e5134eb1d3677a1c3fef8a45d0f36b486e862,7228bb60e9f56b1c3252bc750d388c17bdcd6904c01b286d2eacb0022e237cf3,d5f29505d080894f4e24aabe14ffeb0acb447ffe04328a91db4186e32b42a630,c66c79b54d378204653d37a085f324f9bbeb92f33d83059f05de73ce366e41d9,b6b5e3096953cbc85ce8d512436e5838bc2bd540ef0c1aeaaca57a1f758bedc8,e1ba67ce0b132ebdd3d56211465a6e802120fd291062ed078f30291b1ed62244,517f516b699e1074004f4ea75f52ca04600b358fcf691eff77ad858f598f3611,2900223bc074713a959d0a1c6163f63d2bdf70d1d863c589c7ed256e38d894f8,790ae3f50a21757becd04ac174ff82c6feb0f8c4c24508cdf35fcccc8907b478,6b13c81a2557cdb2d6ef87fb14598b980ef2a593ea878c9c8692186a1a988a00,80a8d927154ffbb004fe41618784ead1536783e85065f929fca971d9f06c22f9
"1013","0","30","0","1","31","31","6","以累積邀請30名以上角色的狀態通關","31","1"
"1013","0","15","0","1","32","32","8","以持有15個以上迷宮遺物的狀態通關","32","1"
"1013","0","20","0","1","33","33","8","以持有20個以上迷宮遺物的狀態通關","33","1"
"1013","0","25","0","1","34","34","8","以持有25個以上迷宮遺物的狀態通關","34","1"
"1014","3","5","1","1","35","35","2","【美食殿堂】通關難度3以上1次","35","2"
"1014","4","5","1","1","36","36","2","【美食殿堂】通關難度4以上1次","36","2"
"1014","5","5","1","1","37","37","2","【美食殿堂】通關難度5 1次","37","2"
"1014","3","5","2","1","38","38","2","【破曉之星】通關難度3以上1次","38","2"
"1014","4","5","2","1","39","39","2","【破曉之星】通關難度4以上1次","39","2"
"1014","5","5","2","1","40","40","2","【破曉之星】通關難度5 1次","40","2"
"1014","3","5","3","1","41","41","2","【咲戀育幼院】通關難度3以上1次","41","2"
"1014","4","5","3","1","42","42","2","【咲戀育幼院】通關難度4以上1次","42","2"
"1014","5","5","3","1","43","43","2","【咲戀育幼院】通關難度5 1次","43","2"
"1014","3","5","4","1","44","44","2","【王宮騎士團】通關難度3以上1次","44","2"
"1014","4","5","4","1","45","45","2","【王宮騎士團】通關難度4以上1次","45","2"
"1014","5","5","4","1","46","46","2","【王宮騎士團】通關難度5 1次","46","2"
"1014","3","5","5","1","47","47","2","【拉比林斯】通關難度3以上1次","47","2"
"1014","4","5","5","1","48","48","2","【拉比林斯】通關難度4以上1次","48","2"
"1014","5","5","5","1","49","49","2","【拉比林斯】通關難度5 1次","49","2"
"1014","3","5","6","1","50","50","2","【慈樂之音】通關難度3以上1次","50","2"
"1014","4","5","6","1","51","51","2","【慈樂之音】通關難度4以上1次","51","2"
"1014","5","5","6","1","52","52","2","【慈樂之音】通關難度5 1次","52","2"
"1014","3","5","7","1","53","53","2","【惡魔偽王國軍】通關難度3以上1次","53","2"
"1014","4","5","7","1","54","54","2","【惡魔偽王國軍】通關難度4以上1次","54","2"
"1014","5","5","7","1","55","55","2","【惡魔偽王國軍】通關難度5 1次","55","2"
"1014","3","5","8","1","56","56","2","【伊麗莎白牧場】通關難度3以上1次","56","2"
"1014","4","5","8","1","57","57","2","【伊麗莎白牧場】通關難度4以上1次","57","2"
"1014","5","5","8","1","58","58","2","【伊麗莎白牧場】通關難度5 1次","58","2"
"1014","3","5","9","1","59","59","2","【墨丘利財團】通關難度3以上1次","59","2"
"1014","4","5","9","1","60","60","2","【墨丘利財團】通關難度4以上1次","60","2"
"1014","5","5","9","1","61","61","2","【墨丘利財團】通關難度5 1次","61","2"
"1014","3","5","10","1","62","62","2","【暮光流星群】通關難度3以上1次","62","2"
"1014","4","5","10","1","63","63","2","【暮光流星群】通關難度4以上1次","63","2"
"1014","5","5","10","1","64","64","2","【暮光流星群】通關難度5 1次","64","2"
