8efafb6263a52a4961347a3f02ae51f1d2e5af0782fac1af89d47fab97156b39,fe6ab3f26de3093adf89624e197778a3b9ebbcc3d1b8bd03d75bd448d56262c9,0a6c4166d5cdb34be60993d73d96aaf768d82926bd5699600ce92dbb5f6b120b,ce9fd719dd40567ef152f2ac9dcdeabdaec94fb99a6634fb457aa19cf0d2212e,beeb0512197d860dc8155feb346a8fcd6997fa8189f9d8b634f1ec7f838b67a0,1ef7229956f2e6cf09df752df6ef88e0dfdc3abbd753017d65d6c672f12595e5,a4f29a172b8eadff71b69d48bc1b69ad5a5316e13ca124db14af98c6686b0f3e,39db24fad965323e8e6e3670eb9f965f9122e733016ae5d8269b4879d578f8e2,2c9442aed321a54ccbb6c499c754140ab6d585162275eec6ebfbbfa572b81b4f,51b699de4ccfe40991e0c82d4cb5b439132c46ef837a53a622f5e8243a32e389,0c0a4236a8eb4400c3d3d817e7b51303d9f56facb93cf6e506a90e6bb91a2239,fe488522d854d8671b7e7ae49324f136472320a86d52eb962693f5b2ec8a6253,8e90f89855debf3d5a071b878e9b69ce56b9eb3813b5db1d0fd85e9c2b41b664,4b37830fc7e97f27fb08050f439eaa7f992fe72672f16b882c276c578a1b773a,f7d759d3a8615b3a7424c8dc7ff75d80df72dc7112ba0f736ff5823395f4beb6,fcfd18e85ba69a027e2f8cabc747b313b2ffe9c22a750df55fe32e66c9e38d64,f861779a6084bfac23b0c712cb8d5086c29b4215730c3d40dd515d73ebe24629,bfd80d55f770f171b87123f3fb85fe0a463709c8c9dadfe4e29c04e9df49deed,340f6b1e1d0944ce808511122a2d9693563c81cfc2440725fd4aabe3700a0938,9c23862c77848286d03781f8684375b13aba35993f7df9f6e2263bfab1fd52e6,a70e20ba2ba07bf2abecf3d099b6054b618ed4b0e47187d88a44c4aa20d35477,f1083413a92ef7ee6fc7b0044515790f71946605816137d9f321a49566f75240,dfba6aa3c46a411551695b96250360b53157ed53e2ccf9ec0ee0aabece0da880,f24de60ecbaa059ad0d051204326ab60ccd7ae15d559005423ce1069174a87b6,045d7c4de3943896d26e37982845eda49d36e6faa5bf7c0bed0e636af1f308b9,aa13bc42ec2f02d2cf8f98227fbb3c00a7bc6d01def0ffe78c84afa077155358,2ae2f7759ddef102e065f0990f2b792309d70619fb8f38534b0b680f66bbde6f,c3b7b3044d744b1f978381abfbe312c2a163ff2646ee0b9c15b22177e340e337,89d2ce50c5594c386fe783a636bb437a92dc8472689f4cdd273c0c3815094b7d
"0.75","bgm_M06","3100304","90","0","0","-50","100294","0","1.2","40001","6","0","99002","31003","0","0","100294","31003006","0","0","0","0","0","0","0","bgm_M06","94002","1"
"0.8","bgm_M06","3100304","90","99002","0","-50","100295","0","1.2","40004","7","0","90002","31003","0","0","100295","31003007","0","300","0","0","0","0","0","bgm_M06","94002","1"
"0.85","bgm_M06","3100305","90","0","0","-50","100296","0","1.2","40001","8","0","99002","31003","0","0","100296","31003008","0","0","0","0","0","0","0","bgm_M06","94002","1"
"0.85","bgm_M06","3100307","90","99002","0","-50","100297","0","1.2","40004","9","0","90002","31003","0","0","100297","31003009","0","300","0","0","90005","0","0","bgm_M06","94002","1"
"1","bgm_M63","3100306","90","99002","0","-50","100313","0","1.2","40004","10","0","90002","31003","0","0","100313","31003010","0","300","0","0","0","0","501010031","bgm_M63","94002","3"
"0.7","bgm_M06","3100401","90","99002","0","-50","100271","0","1.2","40004","1","0","90002","31004","0","0","100271","31004001","0","400","0","0","0","0","0","bgm_M06","94002","1"
"0.85","bgm_M06","3100401","90","99002","0","-50","100273","0","1.2","40004","2","0","90002","31004","0","0","100273","31004002","0","400","0","0","0","0","0","bgm_M06","94002","1"
"0.9","bgm_M06","3100401","90","99002","0","-50","100274","0","1.2","40004","3","0","90002","31004","0","0","100274","31004003","0","400","0","0","0","0","0","bgm_M06","94002","1"
"1","bgm_M06","3100403","90","99002","0","-50","100277","0","1.2","40004","4","0","90002","31004","0","0","100277","31004004","0","400","0","0","90005","0","0","bgm_M06","94002","1"
"1","bgm_M63","3100402","90","99002","0","-50","100283","0","1.2","40004","5","0","90002","31004","0","0","100283","31004005","0","400","0","0","0","0","501010041","bgm_M63","94002","3"
"0.7","bgm_M06","3100501","90","99002","0","-50","101601","0","1.2","40004","1","0","90002","31005","0","0","101601","31005001","0","500","0","0","140001","0","0","bgm_M06","94002","1"
"0.85","bgm_M06","3100501","90","99002","0","-50","101601","0","1.2","40004","2","0","90002","31005","0","0","101601","31005002","0","500","0","0","140001","0","0","bgm_M06","94002","1"
"0.9","bgm_M06","3100501","90","99002","0","-50","101602","0","1.2","40004","3","0","90002","31005","0","0","101602","31005003","0","600","0","0","140001","0","0","bgm_M06","94002","1"
"1","bgm_M06","3100502","90","99002","0","-50","101602","0","1.2","40004","4","0","90002","31005","0","90005","101602","31005004","0","600","0","0","140001","0","0","bgm_M06","94002","1"
"1","bgm_M63","3100503","90","99002","0","-50","101611","0","1.6","40004","5","0","90002","31005","0","0","101611","31005005","0","300","0","0","140001","0","501010051","bgm_M63","94002","3"
"0.7","bgm_M06","3100601","90","20000","0","-50","102171","0","1.2","40004","1","0","99002","31006","0","25001","102171","31006001","0","600","0","94002","140001","0","0","bgm_M06","90002","1"
"0.85","bgm_M06","3100601","90","20000","0","-50","102172","0","1.2","40004","2","0","99002","31006","0","25001","102172","31006002","0","600","0","94002","140001","0","0","bgm_M06","90002","1"
"0.9","bgm_M06","3100601","90","20000","0","-50","102173","0","1.2","40004","3","0","99002","31006","0","25001","102173","31006003","0","800","0","94002","140001","0","0","bgm_M06","90002","1"
"1","bgm_M06","3100602","90","20000","0","-50","102172","0","1.2","40004","4","0","99002","31006","0","25001","102172","31006004","0","800","0","90005","140001","0","0","bgm_M06","90002","1"
"1","bgm_M63","3100603","90","20000","0","-50","102174","0","1.3","40004","5","0","99002","31006","0","25001","102174","31006005","0","400","0","94002","140001","0","501010061","bgm_M63","90002","3"
"0.7","bgm_M06","3100701","90","20000","0","-50","102741","0","1.2","40004","1","0","99002","31007","0","25001","102741","31007001","0","700","0","94002","140001","0","0","bgm_M06","90002","1"
"0.85","bgm_M06","3100701","90","20000","0","-50","102742","0","1.2","40004","2","0","99002","31007","0","25001","102742","31007002","0","700","0","94002","140001","0","0","bgm_M06","90002","1"
"0.9","bgm_M06","3100701","90","20000","0","-50","102743","0","1.2","40004","3","0","99002","31007","0","25001","102743","31007003","0","1000","0","94002","140001","0","0","bgm_M06","90002","1"
"1","bgm_M06","3100702","90","20000","0","-50","102742","0","1.2","40004","4","0","99002","31007","0","25001","102742","31007004","0","1000","0","90005","140001","0","0","bgm_M06","90002","1"
"1","bgm_M63","3100703","90","20000","0","-50","102751","5.1","0.5","40004","5","0","99002","31007","1","25001","102751","31007005","0","500","0","94002","140001","1","501010071","bgm_M63","90002","3"
"0.7","bgm_M06","3100801","90","20000","0","-50","103002","0","1.2","40004","1","0","99002","31008","0","25001","103002","31008001","0","800","0","94002","140001","0","0","bgm_M06","90002","1"
"0.85","bgm_M06","3100801","90","20000","0","-50","103002","0","1.2","40004","2","0","99002","31008","0","25001","103002","31008002","0","800","0","94002","140001","0","0","bgm_M06","90002","1"
"0.9","bgm_M06","3100801","90","20000","0","-50","103002","0","1.2","40004","3","0","99002","31008","0","25001","103002","31008003","0","1200","0","94002","140001","0","0","bgm_M06","90002","1"
"1","bgm_M06","3100802","90","20000","0","-50","103002","0","1.2","40004","4","0","99002","31008","0","25001","103002","31008004","0","1200","0","90005","140001","0","0","bgm_M06","90002","1"
"1","bgm_M63","3100803","90","20000","0","-50","103001","2.9","1.3","40004","5","0","99002","31008","1","25001","103001","31008005","0","600","0","94002","140001","1","0","bgm_M63","90002","4"
"0.7","bgm_M06","3100901","90","20000","0","-50","103222","0","1.2","40004","1","0","99002","31009","0","25001","103222","31009001","0","900","0","94002","140001","0","0","bgm_M06","90002","1"
"0.85","bgm_M06","3100901","90","20000","0","-50","103221","0","1.2","40004","2","0","99002","31009","0","25001","103221","31009002","0","900","0","94002","140001","0","0","bgm_M06","90002","1"
"0.9","bgm_M06","3100901","90","20000","0","-50","103213","0","1.2","40004","3","0","99002","31009","0","25001","103213","31009003","0","1400","0","94002","140001","0","0","bgm_M06","90002","1"
"1","bgm_M06","3100902","90","20000","0","-50","103211","0","1.2","40004","4","0","99002","31009","0","25001","103211","31009004","0","1400","0","90005","140001","0","0","bgm_M06","90002","1"
"1","bgm_M63","3100903","90","20000","1","-50","103232","2.9","1.3","40004","5","0","99002","31009","0","25001","103232","31009005","0","700","0","94002","140001","1","0","bgm_M63","90002","6"
"1","bgm_M06","3101001","90","20000","1","-50","103371","0","1.1","40004","1","0","99002","31010","0","25001","103371","31010001","0","1400","0","94002","140001","1","501010105","bgm_M06","90002","3"
"1","bgm_M06","3101001","90","20000","1","-50","103372","0","1.2","40004","2","0","99002","31010","0","25001","103372","31010002","0","1400","0","94002","140001","1","501010106","bgm_M06","90002","3"
"1","bgm_M06","3101001","90","20000","1","-50","103373","0","1.6","40004","3","0","99002","31010","0","25001","103373","31010003","0","1400","0","94002","140001","1","501010107","bgm_M06","90002","3"
"1","bgm_M06","3101002","90","20000","1","-50","103374","0","1.1","40004","4","0","99002","31010","0","25001","103374","31010004","0","1400","0","90005","140001","1","501010108","bgm_M06","90002","3"
"1","bgm_M63","3101003","90","20000","1","-50","103371","0","1.3","40004","5","0","99002","31010","0","25001","103371","31010005","0","800","0","94002","140001","1","0","bgm_M63","90002","6"
