090106a213296c88aef6a600a7fc1a6f9d724bf67b74d324bc2f8def7ac50f37,387f7ab0f93824ab99b6b33bb62232c7d2e19997a092641988fe50b3eef44f5e,7921fe96324ceb3401691d956f7c27b4fe41d39d09f3babc72529fca95e189aa,263b0cc2139e88863b2f61dd8a9465b6dd3d4b7ce074bd6d5f383adbd9edf884,7aa43d2802a649237985e433082749e98359eaef3db5b8537e96e207a6acf94b,63bce0b2bb0f63f98125c184e209bf6397eae8596735741d9487d0933680bdff
"3014","135301","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/12/01 16:00:00","10207501","10207008"
"3011","106001","戰鬥開始後90秒內，中幅度降低敵方全體\n的物理攻擊力","2025/12/01 16:00:00","10207501","10207009"
"3011","106001","戰鬥開始後90秒內，中幅度降低敵方全體\n的魔法攻擊力","2025/12/01 16:00:00","10207501","10207010"
"3001","103001","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/12/01 16:00:00","10207501","10207011"
"3010","103001","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/12/01 16:00:00","10207501","10207012"
"3005","129701","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","2025/12/01 16:00:00","10207501","10207013"
"3013","129701","戰鬥開始後，\n我方全體無法行動狀態無效2次。","2025/12/01 16:00:00","10207501","10207014"
"3001","125801","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/12/01 16:00:00","10207501","10207015"
"3010","125801","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/12/01 16:00:00","10207501","10207016"
"3003","107801","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2025/12/01 16:00:00","10207501","10207017"
"3010","107801","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/12/01 16:00:00","10207501","10207018"
"3003","137101","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/12/16 16:00:00","10207501","10207019"
"3014","137101","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/12/16 16:00:00","10207501","10207020"
"3001","131601","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/12/01 16:00:00","10207501","10207021"
"3014","131601","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/12/01 16:00:00","10207501","10207022"
"3001","135501","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2026/01/01 16:00:00","10208501","10208001"
"3010","135501","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/01/01 16:00:00","10208501","10208002"
"3001","135601","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2026/01/09 16:00:00","10208501","10208003"
"3010","135601","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/01/09 16:00:00","10208501","10208004"
"3001","100101","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2026/01/01 16:00:00","10208501","10208005"
"3010","100101","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/01/01 16:00:00","10208501","10208006"
"3001","100301","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2026/01/01 16:00:00","10208501","10208007"
"3010","100301","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/01/01 16:00:00","10208501","10208008"
"3001","108701","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2026/01/01 16:00:00","10208501","10208009"
"3014","108701","戰鬥開始後，大幅恢復我方全體的ＴＰ","2026/01/01 16:00:00","10208501","10208010"
"3011","180101","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2026/01/01 16:00:00","10208501","10208011"
"3011","180101","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2026/01/01 16:00:00","10208501","10208012"
"3005","122401","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","2026/01/01 16:00:00","10208501","10208013"
"3013","122401","戰鬥開始後，\n我方全體無法行動狀態無效2次。","2026/01/01 16:00:00","10208501","10208014"
"3011","128701","戰鬥開始後90秒內，中幅度降低敵方全體\n的物理攻擊力","2026/01/01 16:00:00","10208501","10208015"
"3011","128701","戰鬥開始後90秒內，中幅度降低敵方全體\n的魔法攻擊力","2026/01/01 16:00:00","10208501","10208016"
"3010","135701","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","2026/01/17 16:00:00","10208501","10208017"
"3010","135701","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","2026/01/17 16:00:00","10208501","10208018"
"3002","108901","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2026/01/01 16:00:00","10208501","10208019"
"3004","108901","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2026/01/01 16:00:00","10208501","10208020"
"3011","114001","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2026/01/01 16:00:00","10208501","10208021"
"3011","114001","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2026/01/01 16:00:00","10208501","10208022"
"3001","180301","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2026/01/01 16:00:00","10208501","10208023"
"3010","180301","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/01/01 16:00:00","10208501","10208024"
"3001","122501","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2026/01/01 16:00:00","10208501","10208025"
"3014","122501","戰鬥開始後，大幅恢復我方全體的ＴＰ","2026/01/01 16:00:00","10208501","10208026"
"3001","128801","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2026/01/01 16:00:00","10208501","10208027"
"3010","128801","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/01/01 16:00:00","10208501","10208028"
"3001","135901","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2026/02/10 16:00:00","10209501","10209001"
"3010","135901","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/02/10 16:00:00","10209501","10209002"
"3011","135801","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2026/02/01 16:00:00","10209501","10209003"
"3011","135801","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2026/02/01 16:00:00","10209501","10209004"
"3011","133101","戰鬥開始後90秒內，中幅度降低敵方全體\n的物理攻擊力","2026/02/01 16:00:00","10209501","10209005"
"3011","133101","戰鬥開始後90秒內，中幅度降低敵方全體\n的魔法攻擊力","2026/02/01 16:00:00","10209501","10209006"
"3001","133001","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2026/02/01 16:00:00","10209501","10209007"
"3010","133001","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/02/01 16:00:00","10209501","10209008"
"3002","100701","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2026/02/01 16:00:00","10209501","10209009"
"3004","100701","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2026/02/01 16:00:00","10209501","10209010"
"3011","108201","戰鬥開始後90秒內，中幅度降低敵方全體\n的物理攻擊力","2026/02/01 16:00:00","10209501","10209011"
"3011","108201","戰鬥開始後90秒內，中幅度降低敵方全體\n的魔法攻擊力","2026/02/01 16:00:00","10209501","10209012"
"3001","119901","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2026/02/01 16:00:00","10209501","10209013"
"3014","119901","戰鬥開始後，大幅恢復我方全體的ＴＰ","2026/02/01 16:00:00","10209501","10209014"
"3011","136001","戰鬥開始後90秒內，中幅度降低敵方全體\n的物理攻擊力","2026/03/01 16:00:00","10210501","10210001"
"3011","136001","戰鬥開始後90秒內，中幅度降低敵方全體\n的魔法攻擊力","2026/03/01 16:00:00","10210501","10210002"
"3011","101401","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2026/03/01 16:00:00","10210501","10210003"
"3011","101401","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2026/03/01 16:00:00","10210501","10210004"
"3001","136201","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2026/03/16 16:00:00","10210501","10210005"
"3014","136201","戰鬥開始後，大幅恢復我方全體的ＴＰ","2026/03/16 16:00:00","10210501","10210006"
"3011","112201","戰鬥開始後90秒內，中幅度降低敵方全體\n的物理攻擊力","2026/03/01 16:00:00","10210501","10210007"
"3011","112201","戰鬥開始後90秒內，中幅度降低敵方全體\n的魔法攻擊力","2026/03/01 16:00:00","10210501","10210008"
"3003","115701","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2026/03/01 16:00:00","10210501","10210009"
"3014","115701","戰鬥開始後，大幅恢復我方全體的ＴＰ","2026/03/01 16:00:00","10210501","10210010"
"3003","128501","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2026/03/01 16:00:00","10210501","10210011"
"3014","128501","戰鬥開始後，大幅恢復我方全體的ＴＰ","2026/03/01 16:00:00","10210501","10210012"
"3003","137401","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2026/03/04 16:00:00","10210501","10210013"
"3010","137401","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2026/03/04 16:00:00","10210501","10210014"
"3002","134901","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2026/03/01 16:00:00","10210501","10210015"
"3004","134901","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2026/03/01 16:00:00","10210501","10210016"
"3010","129701","戰鬥開始90秒內，\n我方全體中幅度提升ＴＰ上升。","2026/03/01 16:00:00","10210501","10210017"
"3010","129701","戰鬥開始90秒內，\n我方全體大幅度提升行動速度。（可重複）","2026/03/01 16:00:00","10210501","10210018"
"3001","134701","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2026/03/01 16:00:00","10210501","10210019"
"3014","134701","戰鬥開始後，大幅恢復我方全體的ＴＰ","2026/03/01 16:00:00","10210501","10210020"
"3001","134801","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2026/03/01 16:00:00","10210501","10210021"
"3014","134801","戰鬥開始後，大幅恢復我方全體的ＴＰ","2026/03/01 16:00:00","10210501","10210022"
