0fd21f4291d9000d6063d39c76ac2ce00181c3ef1076107e576e39e6a0cce400,3a8ffc5761e99a02eee81e03ac5edb004cc689362821446a9d2b6d4e4bfc97ba,28692a52071d7f7668dcc3d7a0183aee4872e19eed6264356657fd04227af714,e59e2c9d9e36854214ac250934ee7af96ff177e303406de662f5915a4190fe9e,685d511901ac537db731457d653706f20aa0d9e97f815f9083eda028e9f38254,1cec97dc9bafd1c1c9d3592ba54213e38ca58a1207fd2a3cfe5ad9f0a93181ba,f69e8a9eff2e549c59cf90387e185581688f190254fe96dfb1bf92715514bf10
"10138","2","10138","61372","6","1","解放自由的伊甸園　有朝一日重逢的未來"
"10139","2","10139","61382","6","1","解放自由的伊甸園　有朝一日重逢的未來"
"10140","2","10140","61392","6","1","寒冬的盛夏與神聖學院的問題兒童"
"10141","2","10141","61402","6","1","貓與懷舊點心的咖啡廳 歡迎光臨Café Naschkatze"
"10142","2","10142","61412","6","1","冷酷・火爆・新兵訓練營　魔鬼教官和鞭子與……糖果？"
"10143","2","10143","61422","6","1","Dears　歡迎回家與我回來了的約定"
"10144","2","10144","61432","6","1","花開季節的真心"
"10145","2","10145","61442","6","1","Connect‧With‧Blue　直至少女前往天際"
"10146","2","10146","61452","6","1","大夢想樂園大遊行　寶石兔與祕密的夥伴們"
"10147","2","10147","61462","6","1","吸血鬼傳聞錄　黑夜與美麗的饗宴"
"10148","2","10148","61472","6","1","集合吧，做好事社團！　美空的愉快暑假"
"10149","2","10149","61482","6","1","大間的排光海水大作戰　祕密主義者與禁斷之海"
"10150","2","10150","61492","6","1","幻惑的妖精　-於盛夏之園起舞的身影-"
"10151","2","10151","61502","6","1","戰慄幽奇海岸　～夏日度假村驚悚怪談～"
"10152","2","10152","61512","6","1","Re:從零開始享受的異世界夏日"
"10153","2","10153","61522","6","1","Re:從零開始聚集的異世界餐桌"
"10154","2","10154","61532","6","1","望的一日店長記　這裡是阿爾克絲鍊金堂"
"10155","2","10155","61542","6","1","魔法師的青春時日　魔法學園與奇蹟之鐘"
"10156","2","10156","61552","6","1","蠻賊歸來　炎國的無法無天姊妹"
"10157","2","10157","61562","6","1","浪漫薩拉薩利亞　～沙漠的新娘與不可思議的神燈～"
"10158","2","10158","61572","6","1","Love＆Punishment　惡魔送來的聖誕節"
"10159","2","10159","61582","6","1","Criminal Rookie　天使們的悖論"
"10160","2","10160","61592","6","1","迎春吉歐‧格黑納　蛇少女與雙姝劍士"
"10161","2","10161","61602","6","1","聖誕哭泣寶貝　為誰存在的幸福之日"
"10163","2","10163","61622","6","1","迎春夢想家們！　新年隕石碎碎平安！？"
"10164","2","10164","61632","6","1","I Wish　緊握的這雙手"
"10165","2","10165","61642","6","1","I Wish　緊握的這雙手"
"10166","2","10166","61652","6","1","寒冬的盛夏與神聖學院的問題兒童"
"10167","2","10167","61662","6","1","冷酷・火爆・新兵訓練營　魔鬼教官和鞭子與……糖果？"
"10168","2","10168","61672","6","1","花開季節的真心"
"10169","2","10169","61682","6","1","大夢想樂園大遊行　寶石兔與祕密的夥伴們"
"10170","2","10170","61692","6","1","集合吧，做好事社團！　美空的愉快暑假"
"10003","2","19003","60022","5","1","吸血鬼獵人 with伊莉亞"
