8d0803f3465f82d9d74db51d3d97ab3f10906cff0e862d83b1751c3e337bb4e1,8135f366f9672af977f18b4ac7da834460fe7ce6e165996807e2f0df13dce144,8adb4c81c0632d8aa3fcdc37ec9dbf4b70ffbad8e5de59a77f896e18023e1c0c,c636165243efe2d2c032156de98d1cdfcc460d1339e1be6a705b2869e96aa885,438f05d5f23909830f17ad0e63204eacdc6cfccacf3a85208c328951fa744ee3,f0260f7989e86ddee7901c681a1afe6bec7e152d0c2b5509afd1cc7dccfc6468,5d01fa80af2eab4d435fb9e688dba440ffe6cc601c53de9c45041e9ae1be74fd,c5c9d9b7f7eb9b2016625888ff0ee8bba002f368c06cad0d9a8b88e82047eea4,ea4643f8ae45cdf87323b9bd5b1c787a516c7058d699d8cd83f6bdc78153a814,f89ad5d1c5d104888147b8b6c4b628342698b21a6a4a952a02e0f07b2d4811d6,a291064b863ffa1daac22faaa46dd47713f906bb2b118e9f145e130a2f2a978e,9b23f7e92005f84732b47ba78716ef0d018c6a1c22f7e3c34adb9e2c618e43f4,9f5c6fb0df2073b097f5dd77365c0fefe6e7e15b93b9650ed54dae279684ebdd,102a05fbcbf286a8e94517374bf63d46e840f235cbf27a238ca48467606c1d7d,4308f547e8686225f584e1ffb08c09703ed2314d7bf5dc3d65db86e77fe20b8b,b78bb6b176ab19579adf04dc117387c1a1ba2d22f6413c1820cd5b9a3eb270bd
"9101","9105","88","9103","10053","0","91","9102","0","8","5","0","0","1","33","9104"
"9201","9205","89","9203","10064","0","92","9202","0","2","6","0","0","1","34","9204"
"9301","9305","90","9303","10035","0","93","9302","0","5","3","0","0","1","34","9304"
"9401","9405","91","9403","10051","0","94","9402","0","8","5","0","0","1","34","9404"
"9501","9505","92","9503","10033","0","95","9502","0","2","3","0","0","1","35","9504"
"9601","9605","93","9603","10044","0","96","9602","0","5","4","0","0","1","35","9604"
"9701","9705","94","9703","10075","0","97","9702","0","8","7","0","0","1","35","9704"
"9801","9805","95","9803","10032","0","98","9802","0","2","3","0","0","1","36","9804"
"9901","9905","96","9903","10023","0","99","9902","0","5","2","0","0","1","36","9904"
"10001","10005","97","10003","10024","0","100","10002","0","8","2","0","0","1","36","10004"
"10101","10105","98","10103","10051","0","101","10102","0","2","5","0","0","1","37","10104"
"10201","10205","99","10203","10012","0","102","10202","0","5","1","0","0","1","37","10204"
"10301","10305","100","10303","10035","0","103","10302","0","8","3","0","0","1","37","10304"
"10401","10405","101","10403","10063","0","104","10402","0","2","6","0","0","1","38","10404"
"10501","10505","102","10503","10055","0","105","10502","0","5","5","0","0","1","38","10504"
"10601","10605","103","10603","10071","0","106","10602","0","8","7","0","0","1","38","10604"
"10701","10705","104","10703","10052","0","107","10702","0","2","5","0","0","1","39","10704"
"10801","10805","105","10803","10043","0","108","10802","0","5","4","0","0","1","39","10804"
"10901","10905","106","10903","10025","0","109","10902","0","8","2","0","0","1","39","10904"
"11001","11005","107","11003","10076","109","110","11002","0","5","7","0","108","1","40","11004"
"11101","11105","0","11103","10062","0","111","11102","0","2","6","0","0","2","1","11104"
"11201","11205","0","11203","10024","0","112","11202","0","5","2","0","0","2","1","11204"
"11301","11305","0","11303","10045","0","113","11302","0","8","4","0","0","2","1","11304"
"11401","11405","111","11403","10022","0","114","11402","0","2","2","0","0","2","2","11404"
"11501","11505","112","11503","10043","0","115","11502","0","5","4","0","0","2","2","11504"
"11601","11605","113","11603","10074","0","116","11602","0","8","7","0","0","2","2","11604"
"11701","11705","114","11703","10012","0","117","11702","0","2","1","0","0","2","3","11704"
"11801","11805","115","11803","10063","0","118","11802","0","5","6","0","0","2","3","11804"
"11901","11905","116","11903","10035","0","119","11902","0","8","3","0","0","2","3","11904"
"12001","12005","117","12003","10051","0","120","12002","0","2","5","0","0","2","4","12004"
"12101","12105","118","12103","10023","0","121","12102","0","5","2","0","0","2","4","12104"
"12201","0","119","0","11004","0","122","12202","0","8","100","0","0","2","4","0"
"12301","12305","120","12303","10061","0","123","12302","0","2","6","0","0","2","5","12304"
"12401","12405","121","12403","10042","0","124","12402","0","5","4","0","0","2","5","12404"
"12501","12505","122","12503","10073","0","125","12502","0","8","7","0","0","2","5","12504"
"12601","0","123","12603","11015","0","126","12602","0","2","101","0","0","2","6","0"
"12701","12705","124","12703","10033","0","127","12702","0","5","3","0","0","2","6","12704"
"12801","12805","125","12803","10054","0","128","12802","0","8","5","0","0","2","6","12804"
"12901","12905","126","12903","10011","0","129","12902","0","2","1","0","0","2","7","12904"
"13001","13005","127","13003","10052","0","130","13002","0","5","5","0","0","2","7","13004"
"13101","13105","128","13103","10064","0","131","13102","0","8","6","0","0","2","7","13104"
"13201","13205","129","13203","10025","0","132","13202","0","2","2","0","0","2","8","13204"
"13301","0","130","13303","11011","0","133","13302","0","5","101","0","0","2","8","0"
"13401","0","131","0","11014","0","134","0","0","8","101","0","0","2","8","0"
"13501","13505","132","13503","10015","0","135","13502","0","2","1","0","0","2","9","13504"
"13601","13605","133","13603","10041","0","136","13602","0","5","4","0","0","2","9","13604"
"13701","13705","134","13703","10055","0","137","13702","0","8","5","0","0","2","9","13704"
"13801","13805","135","13803","10056","137","138","13802","0","5","5","0","136","2","10","13804"
"13901","13905","138","13903","10063","0","139","13902","0","2","6","0","0","2","11","13904"
"14001","14005","138","14003","10054","0","140","14002","0","5","5","0","0","2","11","14004"
"14101","14105","138","14103","10031","0","141","14102","0","8","3","0","0","2","11","14104"
"14201","14205","139","14203","10022","0","142","14202","0","2","2","0","0","2","12","14204"
"14301","14305","140","14303","10014","0","143","14302","0","5","1","0","0","2","12","14304"
"14401","14405","141","14403","10025","0","144","14402","0","8","2","0","0","2","12","14404"
"14501","14505","142","14503","10071","0","145","14502","0","2","7","0","0","2","13","14504"
"14601","14605","143","14603","10052","0","146","14602","0","5","5","0","0","2","13","14604"
"14701","0","144","0","11013","0","147","14702","0","8","101","0","0","2","13","0"
"14801","0","145","0","11014","0","148","14802","0","2","101","0","0","2","14","0"
"14901","14905","146","14903","10013","0","149","14902","0","5","1","0","0","2","14","14904"
"15001","15005","147","15003","10055","0","150","15002","0","8","5","0","0","2","14","15004"
"15101","15105","148","15103","10051","0","151","15102","0","2","5","0","0","2","15","15104"
"15201","0","149","0","11001","0","152","0","0","5","100","0","0","2","15","0"
"15301","0","150","0","11012","0","153","15302","0","8","101","0","0","2","15","0"
"15401","15405","151","15403","10023","0","154","15402","0","2","2","0","0","2","16","15404"
"15501","15505","152","15503","10054","0","155","15502","0","5","5","0","0","2","16","15504"
"15601","15605","153","15603","10021","0","156","15602","0","8","2","0","0","2","16","15604"
"15701","15705","154","15703","10034","0","157","15702","0","2","3","0","0","2","17","15704"
"15801","15805","155","15803","10065","0","158","15802","0","5","6","0","0","2","17","15804"
"15901","15905","156","15903","10072","0","159","15902","0","8","7","0","0","2","17","15904"
"16001","16005","157","16003","10033","0","160","16002","0","2","3","0","0","2","18","16004"
"16101","0","158","16103","11004","0","161","16102","0","5","100","0","0","2","18","0"
"16201","16205","159","16203","10015","0","162","16202","0","8","1","0","0","2","18","16204"
"16301","16305","160","16303","10032","0","163","16302","0","2","3","0","0","2","19","16304"
"16401","16405","161","16403","10053","0","164","16402","0","5","5","0","0","2","19","16404"
"16501","16505","162","16503","10055","0","165","16502","0","8","5","0","0","2","19","16504"
"16601","16605","163","16603","10036","165","166","16602","0","5","3","0","164","2","20","16604"
"16701","16705","166","16703","10061","0","167","16702","0","2","6","0","0","2","21","16704"
"16801","16805","166","16803","10053","0","168","16802","0","5","5","0","0","2","21","16804"
"16901","16905","166","16903","10044","0","169","16902","0","8","4","0","0","2","21","16904"
"17001","17005","167","17003","10065","0","170","17002","0","2","6","0","0","2","22","17004"
"17101","17105","168","17103","10051","0","171","17102","0","5","5","0","0","2","22","17104"
"17201","17205","169","17203","10041","0","172","17202","0","8","4","0","0","2","22","17204"
"17301","17305","170","17303","10012","0","173","17302","0","2","1","0","0","2","23","17304"
"17401","17405","171","17403","10075","0","174","17402","0","5","7","0","0","2","23","17404"
"17501","17505","172","17503","10031","0","175","17502","0","8","3","0","0","2","23","17504"
"17601","0","173","0","11003","0","176","17602","0","2","100","0","0","2","24","0"
"17701","0","174","17703","11014","0","177","17702","0","5","101","0","0","2","24","0"
"17801","17805","175","17803","10011","0","178","17802","0","8","1","0","0","2","24","17804"
"17901","17905","176","17903","10013","0","179","17902","0","2","1","0","0","2","25","17904"
"18001","18005","177","18003","10034","0","180","18002","0","5","3","0","0","2","25","18004"
"18101","0","178","0","11005","0","181","18102","0","8","100","0","0","2","25","0"
"18201","18205","179","18203","10062","0","182","18202","0","2","6","0","0","2","26","18204"
"18301","18305","180","18303","10043","0","183","18302","0","5","4","0","0","2","26","18304"
"18401","18405","181","18403","10054","0","184","18402","0","8","5","0","0","2","26","18404"
"18501","18505","182","18503","10011","0","185","18502","0","2","1","0","0","2","27","18504"
"18601","18605","183","18603","10014","0","186","18602","0","5","1","0","0","2","27","18604"
"18701","18705","184","18703","10045","0","187","18702","0","8","4","0","0","2","27","18704"
"18801","18805","185","18803","10012","0","188","18802","0","2","1","0","0","2","28","18804"
"18901","0","186","18903","11013","0","189","18902","0","5","101","0","0","2","28","0"
"19001","0","187","0","11001","0","190","19002","0","8","100","0","0","2","28","0"
"19101","19105","188","19103","10042","0","191","19102","0","2","4","0","0","2","29","19104"
"19201","19205","189","19203","10073","0","192","19202","0","5","7","0","0","2","29","19204"
"19301","19305","190","19303","10035","0","193","19302","0","8","3","0","0","2","29","19304"
"19401","19405","191","19403","10026","193","194","19402","0","5","2","0","192","2","30","19404"
"19501","0","194","19503","11001","0","195","19502","0","2","100","0","0","2","31","0"
"19601","19605","194","19603","10033","0","196","19602","0","5","3","0","0","2","31","19604"
"19701","19705","194","19703","10024","0","197","19702","0","8","2","0","0","2","31","19704"
"19801","19805","195","19803","10055","0","198","19802","0","2","5","0","0","2","32","19804"
"19901","0","196","19903","11012","0","199","19902","0","5","101","0","0","2","32","0"
"20001","20005","197","20003","10043","0","200","20002","0","8","4","0","0","2","32","20004"
"20101","20105","198","20103","10045","0","201","20102","0","2","4","0","0","2","33","20104"
"20201","20205","199","20203","10021","0","202","20202","0","5","2","0","0","2","33","20204"
"20301","20305","200","20303","10042","0","203","20302","0","8","4","0","0","2","33","20304"
"20401","0","201","20403","11005","0","204","20402","0","2","100","0","0","2","34","0"
"20501","20505","202","20503","10042","0","205","20502","0","5","4","0","0","2","34","20504"
"20601","20605","203","20603","10024","0","206","20602","0","8","2","0","0","2","34","20604"
"20701","20705","204","20703","10031","0","207","20702","0","2","3","0","0","2","35","20704"
"20801","20805","205","20803","10032","0","208","20802","0","5","3","0","0","2","35","20804"
"20901","0","206","20903","11003","0","209","20902","0","8","100","0","0","2","35","0"
"21001","21005","207","21003","10044","0","210","21002","0","2","4","0","0","2","36","21004"
"21101","21105","208","21103","10041","0","211","21102","0","5","4","0","0","2","36","21104"
"21201","21205","209","21203","10043","0","212","21202","0","8","4","0","0","2","36","21204"
"21301","21305","210","21303","10025","0","213","21302","0","2","2","0","0","2","37","21304"
"21401","21405","211","21403","10032","0","214","21402","0","5","3","0","0","2","37","21404"
"21501","21505","212","21503","10054","0","215","21502","0","8","5","0","0","2","37","21504"
"21601","21605","213","21603","10025","0","216","21602","0","2","2","0","0","2","38","21604"
"21701","0","214","21703","11002","0","217","21702","0","5","100","0","0","2","38","0"
"21801","21805","215","21803","10023","0","218","21802","0","8","2","0","0","2","38","21804"
"21901","21905","216","21903","10034","0","219","21902","0","2","3","0","0","2","39","21904"
"22001","22005","217","22003","10031","0","220","22002","0","5","3","0","0","2","39","22004"
"22101","22105","218","22103","10022","0","221","22102","0","8","2","0","0","2","39","22104"
"22201","22205","219","22203","10046","221","222","22202","0","5","4","0","220","2","40","22204"
"22301","0","0","0","11012","0","223","0","0","2","101","0","0","3","1","0"
"22401","22405","0","22403","10021","0","224","22402","0","5","2","0","0","3","1","22404"
"22501","22505","0","22503","10063","0","225","22502","0","8","6","0","0","3","1","22504"
"22601","22605","223","22603","10025","0","226","22602","0","2","2","0","0","3","2","22604"
"22701","22705","224","22703","10024","0","227","22702","0","5","2","0","0","3","2","22704"
"22801","22805","225","22803","10045","0","228","22802","0","8","4","0","0","3","2","22804"
"22901","0","226","0","11013","0","229","0","0","2","101","0","0","3","3","0"
"23001","23005","227","23003","10044","0","230","23002","0","5","4","0","0","3","3","23004"
"23101","23105","228","23103","10072","0","231","23102","0","8","7","0","0","3","3","23104"
"23201","0","229","0","11015","0","232","0","0","2","101","0","0","3","4","0"
"23301","0","230","0","11003","0","233","0","0","5","100","0","0","3","4","0"
"23401","23405","231","23403","10041","0","234","23402","0","8","4","0","0","3","4","23404"
"23501","23505","232","23503","10016","234","235","23502","0","5","1","0","233","3","5","23504"
"23601","23605","235","23603","10064","0","236","23602","0","2","6","0","0","3","6","23604"
"23701","23705","235","23703","10071","0","237","23702","0","5","7","0","0","3","6","23704"
"23801","23805","235","23803","10023","0","238","23802","0","8","2","0","0","3","6","23804"
"23901","23905","236","23903","10065","0","239","23902","0","2","6","0","0","3","7","23904"
"24001","0","237","0","11013","0","240","0","0","5","101","0","0","3","7","0"
"24101","0","238","0","11011","0","241","0","0","8","101","0","0","3","7","0"
"24201","24205","239","24203","10074","0","242","24202","0","2","7","0","0","3","8","24204"
"24301","0","240","0","11002","0","243","0","0","5","100","0","0","3","8","0"
"24401","24405","241","24403","10024","0","244","24402","0","8","2","0","0","3","8","24404"
"24501","24505","242","24503","10062","0","245","24502","0","2","6","0","0","3","9","24504"
"24601","0","243","0","11005","0","246","0","0","5","100","0","0","3","9","0"
"24701","24705","244","24703","10061","0","247","24702","0","8","6","0","0","3","9","24704"
"24801","24805","245","24803","10056","247","248","24802","0","5","5","0","246","3","10","24804"
"24901","24905","248","24903","10022","0","249","24902","0","2","2","0","0","3","11","24904"
"25001","25005","248","25003","10075","0","250","25002","0","5","7","0","0","3","11","25004"
"25101","25105","248","25103","10044","0","251","25102","0","8","4","0","0","3","11","25104"
"25201","0","249","0","11003","0","252","0","0","2","100","0","0","3","12","0"
"25301","25305","250","25303","10025","0","253","25302","0","5","2","0","0","3","12","25304"
"25401","25405","251","25403","10073","0","254","25402","0","8","7","0","0","3","12","25404"
"25501","0","252","0","11014","0","255","0","0","2","101","0","0","3","13","0"
"25601","25605","253","25603","10064","0","256","25602","0","5","6","0","0","3","13","25604"
"25701","25705","254","25703","10042","0","257","25702","0","8","4","0","0","3","13","25704"
"25801","0","255","0","11002","0","258","0","0","2","100","0","0","3","14","0"
"25901","25905","256","25903","10071","0","259","25902","0","5","7","0","0","3","14","25904"
"26001","0","257","0","11004","0","260","0","0","8","100","0","0","3","14","0"
"26101","26105","258","26103","10036","260","261","26102","0","5","3","0","259","3","15","26104"
"26201","26205","261","26203","10041","0","262","26202","0","2","4","0","0","3","16","26204"
"26301","26305","261","26303","10065","0","263","26302","0","5","6","0","0","3","16","26304"
"26401","0","261","0","11012","0","264","0","0","8","101","0","0","3","16","0"
"26501","26505","262","26503","10025","0","265","26502","0","2","2","0","0","3","17","26504"
"26601","0","263","0","11001","0","266","0","0","5","100","0","0","3","17","0"
"26701","26705","264","26703","10075","0","267","26702","0","8","7","0","0","3","17","26704"
"26801","26805","265","26803","10023","0","268","26802","0","2","2","0","0","3","18","26804"
"26901","0","266","0","11014","0","269","0","0","5","101","0","0","3","18","0"
"27001","27005","267","27003","10021","0","270","27002","0","8","2","0","0","3","18","27004"
"27101","0","268","0","11011","0","271","0","0","2","101","0","0","3","19","0"
"27201","27205","269","27203","10073","0","272","27202","0","5","7","0","0","3","19","27204"
"27301","27305","270","27303","10042","0","273","27302","0","8","4","0","0","3","19","27304"
"27401","27405","271","27403","10056","273","274","27402","0","5","5","0","272","3","20","27404"
"27501","0","274","0","11005","0","275","0","0","2","100","0","0","3","21","0"
"27601","27605","274","27603","10074","0","276","27602","0","5","7","0","0","3","21","27604"
"27701","27705","274","27703","10043","0","277","27702","0","8","4","0","0","3","21","27704"
"27801","0","275","0","11001","0","278","0","0","2","100","0","0","3","22","0"
"27901","27905","276","27903","10063","0","279","27902","0","5","6","0","0","3","22","27904"
"28001","28005","277","28003","10045","0","280","28002","0","8","4","0","0","3","22","28004"
"28101","28105","278","28103","10022","0","281","28102","0","2","2","0","0","3","23","28104"
"28201","0","279","0","11004","0","282","0","0","5","100","0","0","3","23","0"
"28301","0","280","0","11015","0","283","0","0","8","101","0","0","3","23","0"
"28401","28405","281","28403","10061","0","284","28402","0","2","6","0","0","3","24","28404"
"28501","0","282","0","11005","0","285","0","0","5","100","0","0","3","24","0"
"28601","28605","283","28603","10071","0","286","28602","0","8","7","0","0","3","24","28604"
"28701","28705","284","28703","10036","286","287","28702","0","5","3","0","285","3","25","28704"
"28801","28805","287","28803","10065","0","288","28802","0","2","6","0","0","3","26","28804"
"28901","0","287","0","11011","0","289","0","0","5","101","0","0","3","26","0"
"29001","29005","287","29003","10023","0","290","29002","0","8","2","0","0","3","26","29004"
"29101","29105","288","29103","10072","0","291","29102","0","2","7","0","0","3","27","29104"
"29201","0","289","0","11003","0","292","0","0","5","100","0","0","3","27","0"
"29301","29305","290","29303","10044","0","293","29302","0","8","4","0","0","3","27","29304"
"29401","29405","291","29403","10062","0","294","29402","0","2","6","0","0","3","28","29404"
"29501","29505","292","29503","10043","0","295","29502","0","5","4","0","0","3","28","29504"
"29601","29605","293","29603","10063","0","296","29602","0","8","6","0","0","3","28","29604"
"29701","29705","294","29703","10021","0","297","29702","0","2","2","0","0","3","29","29704"
"29801","29805","295","29803","10062","0","298","29802","0","5","6","0","0","3","29","29804"
"29901","0","296","0","11004","0","299","0","0","8","100","0","0","3","29","0"
"30001","30005","297","30003","10016","299","300","30002","0","5","1","0","298","3","30","30004"
"30101","30105","300","30103","10042","0","301","30102","0","2","4","0","0","3","31","30104"
"30201","0","300","0","11013","0","302","0","0","5","101","0","0","3","31","0"
"30301","30305","300","30303","10045","0","303","30302","0","8","4","0","0","3","31","30304"
"30401","30405","301","30403","10023","0","304","30402","0","2","2","0","0","3","32","30404"
"30501","30505","302","30503","10041","0","305","30502","0","5","4","0","0","3","32","30504"
"30601","30605","303","30603","10075","0","306","30602","0","8","7","0","0","3","32","30604"
"30701","0","304","0","11012","0","307","0","0","2","101","0","0","3","33","0"
"30801","30805","305","30803","10024","0","308","30802","0","5","2","0","0","3","33","30804"
"30901","30905","306","30903","10021","0","309","30902","0","8","2","0","0","3","33","30904"
"31001","31005","307","31003","10043","0","310","31002","0","2","4","0","0","3","34","31004"
"31101","31105","308","31103","10061","0","311","31102","0","5","6","0","0","3","34","31104"
"31201","0","309","0","11002","0","312","0","0","8","100","0","0","3","34","0"
"31301","31305","310","31303","10036","312","313","31302","0","5","3","0","311","3","35","31304"
"31401","31405","313","31403","10073","0","314","31402","0","2","7","0","0","3","36","31404"
"31501","31505","313","31503","10041","0","315","31502","0","5","4","0","0","3","36","31504"
"31601","0","313","0","11014","0","316","0","0","8","101","0","0","3","36","0"
"31701","31705","314","31703","10025","0","317","31702","0","2","2","0","0","3","37","31704"
"31801","31805","315","31803","10043","0","318","31802","0","5","4","0","0","3","37","31804"
"31901","0","316","0","11001","0","319","0","0","8","100","0","0","3","37","0"
"32001","32005","317","32003","10022","0","320","32002","0","2","2","0","0","3","38","32004"
