d3bd503d6de37ef9470c5b027b28a3055a6c821c67a43b0cf2524086d7f6c999,2dfb78b18da6aa1e8a51e9f13b8ccc16a1fd4ecbe6cc2040ed927a89c671d328,987f9736b2eeff7c9b06382d2231f79e8b8aa1ca7f5d6b015707cccc2f73f244,b7503e0e5e1901711dd737f7b2b14688febce1951bc3f41e767386eb1f004b70,3f04f41dd24f322f3b2c0da64fdff3c86bb3ad331e51aaa8c6f4a51b801c42f4,17c5977c5fff4df957781fd3c36d3de62c82a4f58630355c02ae1b88f71a36f7,06ebeba7a1acc008d715dec09cec1cbe6eef1e91db7a258bb338646fd6dc32ab,dadcb3866de216532e3dee1c7494fe65090f000bde801a694382200a715031e5,5296733d7458e9a1dd2f89375686047170ef74e4b0203f4b2a08d445e8bc91e9,d6d971ffb86893640ab2729305dd1aa20282a2872fc15ef5233ef5d067fd2f34,030eb4075666e8ebc3f6dfd4945cb167983c555bfc18cd951db4b07aee754ed2,863ad79950499cd0fd53223bcfd813f19a762e066aa701b8b95d70f694d6d098
"vo_won","0","0","1011611539","2","0","0","0","0","39","vo_won_10116115_04","10116115"
"0","0.717","0","1011611540","1","77","0","9","0","40","0","10116115"
"0","0","1.491","1011611541","4","0","1","0","0","41","0","10116115"
"0","2.868","0","1011611542","1","363","0","9","77","42","0","10116115"
"0","0","3.897","1011611543","4","0","1","0","0","43","0","10116115"
"vo_won","0","0","1011611544","2","0","0","0","0","44","vo_won_10116115_05","10116115"
"0","0.179","0","1011611545","1","423","0","9","363","45","0","10116115"
"0","0","0.179","1011611546","4","0","1","0","0","46","0","10116115"
"0","1.979","0","1011611547","1","450","0","10","0","47","0","10116115"
"0","0","2.727","1011611548","4","0","1","0","0","48","0","10116115"
"0","2.432","0","1011611549","1","450","0","10","450","49","0","10116115"
"0","0","2.432","1011611550","4","0","1","0","0","50","0","10116115"
"0","1.321","0","1011611551","1","55","0","11","0","51","0","10116115"
"0","0","2.245","1011611552","4","0","1","0","0","52","0","10116115"
"vo_won","0","0","1011611553","2","0","0","0","0","53","vo_won_10116115_06","10116115"
"0","2.161","0","1011611554","1","360","0","11","55","54","0","10116115"
"0","0","3.392","1011611555","4","0","1","0","0","55","0","10116115"
"vo_won","0","0","1011611556","2","0","0","0","0","56","vo_won_10116115_07","10116115"
"0","0.982","0","1011611557","1","235","0","12","0","57","0","10116115"
"0","0","1.563","1011611558","4","0","1","0","0","58","0","10116115"
"0","1.916","0","1011611559","1","450","0","12","235","59","0","10116115"
"0","0","0.8","1011612501","4","0","1","0","0","1","0","10116125"
"vo_won","0","0","1011612502","2","0","0","0","0","2","vo_won_10116125_01","10116125"
"0","2.458","0","1011612503","1","262","0","1","0","3","0","10116125"
"0","0","3.21","1011612504","4","0","1","0","0","4","0","10116125"
"0","1.255","0","1011612505","1","450","0","1","262","5","0","10116125"
"0","0","1.255","1011612506","4","0","1","0","0","6","0","10116125"
"0","1.63","0","1011612507","1","155","0","2","0","7","0","10116125"
"0","0","2.759","1011612508","4","0","1","0","0","8","0","10116125"
"vo_won","0","0","1011612509","2","0","0","0","0","9","vo_won_10116125_02","10116125"
"0","0.753","0","1011612510","1","220","0","2","155","10","0","10116125"
"0","0","1.229","1011612511","4","0","1","0","0","11","0","10116125"
"0","1.255","0","1011612512","1","450","0","2","220","12","0","10116125"
"0","0","1.255","1011612513","4","0","1","0","0","13","0","10116125"
"0","2.138","0","1011612514","1","430","0","3","0","14","0","10116125"
"0","0","2.985","1011612515","4","0","1","0","0","15","0","10116125"
"0","0.501","0","1011612516","1","430","0","3","430","16","0","10116125"
"0","0","0.501","1011612517","4","0","1","0","0","17","0","10116125"
"0","1.807","0","1011612518","1","0","0","4","0","18","0","10116125"
"0","0","2.584","1011612519","4","0","1","0","0","19","0","10116125"
"0","0.703","0","1011612520","1","72","0","4","0","20","0","10116125"
"0","0","1.405","1011612521","4","0","1","0","0","21","0","10116125"
"0","0.553","0","1011612522","1","175","0","4","72","22","0","10116125"
"0","0","0.553","1011612523","4","0","1","0","0","23","0","10116125"
"0","0.878","0","1011612524","1","175","0","4","175","24","0","10116125"
"0","0","1.279","1011612525","4","0","1","0","0","25","0","10116125"
"0","2.233","0","1011612526","1","450","0","4","175","26","0","10116125"
"0","0","3.38","1011612527","4","0","1","0","0","27","0","10116125"
"vo_won","0","0","1011612528","2","0","0","0","0","28","vo_won_10116125_03","10116125"
"0","2.307","0","1011612529","1","255","0","5","0","29","0","10116125"
"0","0","2.859","1011612530","4","0","1","0","0","30","0","10116125"
"0","1.405","0","1011612531","1","450","0","5","255","31","0","10116125"
"0","0","1.832","1011612532","4","0","1","0","0","32","0","10116125"
"0","3.426","0","1011612533","1","400","0","6","0","33","0","10116125"
"0","0","3.912","1011612534","4","0","1","0","0","34","0","10116125"
"vo_won","0","0","1011612535","2","0","0","0","0","35","vo_won_10116125_04","10116125"
"0","2.534","0","1011612536","1","305","0","7","0","36","0","10116125"
"0","0","3.311","1011612537","4","0","1","0","0","37","0","10116125"
"0","0.979","0","1011612538","1","450","0","7","305","38","0","10116125"
"0","0","1.394","1011612539","4","0","1","0","0","39","0","10116125"
"0","3.346","0","1011612540","1","450","0","8","0","40","0","10116125"
"0","0","3.346","1011612541","4","0","1","0","0","41","0","10116125"
"0","0.828","0","1011612542","1","0","0","9","0","42","0","10116125"
"0","0","2.361","1011612543","4","0","1","0","0","43","0","10116125"
"vo_won","0","0","1011612544","2","0","0","0","0","44","vo_won_10116125_05","10116125"
"0","3.221","0","1011612545","1","260","0","9","0","45","0","10116125"
"0","0","3.999","1011612546","4","0","1","0","0","46","0","10116125"
"0","0.727","0","1011612547","1","420","0","9","260","47","0","10116125"
"0","0","1.405","1011612548","4","0","1","0","0","48","0","10116125"
"0","2.085","0","1011612549","1","175","0","10","0","49","0","10116125"
"0","0","3.523","1011612550","4","0","1","0","0","50","0","10116125"
"vo_won","0","0","1011612551","2","0","0","0","0","51","vo_won_10116125_06","10116125"
"0","0.62","0","1011612552","1","72","0","11","0","52","0","10116125"
"0","0","1.355","1011612553","4","0","1","0","0","53","0","10116125"
"0","2.483","0","1011612554","1","440","0","11","72","54","0","10116125"
"0","0","3.03","1011612555","4","0","1","0","0","55","0","10116125"
"0","1.284","0","1011612556","1","220","0","12","0","56","0","10116125"
"0","0","0.8","1011613501","4","0","1","0","0","1","0","10116135"
"vo_won","0","0","1011613502","2","0","0","0","0","2","vo_won_10116135_01","10116135"
"0","2.046","0","1011613503","1","210","0","1","0","3","0","10116135"
"0","0","2.601","1011613504","4","0","1","0","0","4","0","10116135"
"0","1.646","0","1011613505","1","450","0","1","210","5","0","10116135"
"0","0","2.101","1011613506","4","0","1","0","0","6","0","10116135"
"0","2.992","0","1011613507","1","410","0","2","0","7","0","10116135"
"0","0","4.249","1011613508","4","0","1","0","0","8","0","10116135"
"vo_won","0","0","1011613509","2","0","0","0","0","9","vo_won_10116135_02","10116135"
"0","0.865","0","1011613510","1","210","0","3","0","10","0","10116135"
"0","0","1.349","1011613511","4","0","1","0","0","11","0","10116135"
"0","2.925","0","1011613512","1","450","0","3","210","12","0","10116135"
"0","0","2.925","1011613513","4","0","1","0","0","13","0","10116135"
"0","0.64","0","1011613514","1","0","0","4","0","14","0","10116135"
"0","0","1.089","1011613515","4","0","1","0","0","15","0","10116135"
"0","1.967","0","1011613516","1","210","0","4","0","16","0","10116135"
"0","0","3.198","1011613517","4","0","1","0","0","17","0","10116135"
"vo_won","0","0","1011613518","2","0","0","0","0","18","vo_won_10116135_03","10116135"
"0","1.26","0","1011613519","1","450","0","4","210","19","0","10116135"
"0","0","1.26","1011613520","4","0","1","0","0","20","0","10116135"
"0","1.394","0","1011613521","1","54","0","5","0","21","0","10116135"
"0","0","2.162","1011613522","4","0","1","0","0","22","0","10116135"
"0","2.355","0","1011613523","1","210","0","5","54","23","0","10116135"
"0","0","2.355","1011613524","4","0","1","0","0","24","0","10116135"
"0","1.323","0","1011613525","1","450","0","5","210","25","0","10116135"
"0","0","2","1011613526","4","0","1","0","0","26","0","10116135"
"0","1.323","0","1011613527","1","166","0","6","0","27","0","10116135"
"0","0","2.01","1011613528","4","0","1","0","0","28","0","10116135"
"vo_won","0","0","1011613529","2","0","0","0","0","29","vo_won_10116135_04","10116135"
"0","1.54","0","1011613530","1","450","0","6","166","30","0","10116135"
"0","0","2.182","1011613531","4","0","1","0","0","31","0","10116135"
"0","2.931","0","1011613532","1","188","0","7","0","32","0","10116135"
"0","0","4.229","1011613533","4","0","1","0","0","33","0","10116135"
"vo_won","0","0","1011613534","2","0","0","0","0","34","vo_won_10116135_05","10116135"
"0","0.876","0","1011613535","1","450","0","7","188","35","0","10116135"
"0","0","1.994","1011613536","4","0","1","0","0","36","0","10116135"
"vo_won","0","0","1011613537","2","0","0","0","0","37","vo_won_10116135_06","10116135"
"0","3.336","0","1011613538","1","450","0","8","0","38","0","10116135"
"0","0","3.882","1011613539","4","0","1","0","0","39","0","10116135"
"0","4.02399999999999","0","1011613540","1","450","0","9","0","40","0","10116135"
"0","0","5.214","1011613541","4","0","1","0","0","41","0","10116135"
"vo_won","0","0","1011613542","2","0","0","0","0","42","vo_won_10116135_07","10116135"
"0","0.536","0","1011613543","1","120","0","10","0","43","0","10116135"
"0","0","0.952","1011613544","4","0","1","0","0","44","0","10116135"
"0","1.989","0","1011613545","1","450","0","10","120","45","0","10116135"
"0","0","3.059","1011613546","4","0","1","0","0","46","0","10116135"
"vo_won","0","0","1011613547","2","0","0","0","0","47","vo_won_10116135_08","10116135"
"0","1.83600000000001","0","1011613548","1","187","0","11","0","48","0","10116135"
"0","0","1.83600000000001","1011613549","4","0","1","0","0","49","0","10116135"
"0","2.392","0","1011613550","1","450","0","11","187","50","0","10116135"
"0","0","3.659","1011613551","4","0","1","0","0","51","0","10116135"
"vo_won","0","0","1011613552","2","0","0","0","0","52","vo_won_10116135_09","10116135"
"0","0.558","0","1011613553","1","54","0","12","0","53","0","10116135"
"0","0","0.558","1011613554","4","0","1","0","0","54","0","10116135"
"0","2.208","0","1011613555","1","255","0","12","54","55","0","10116135"
"0","0","3.355","1011613556","4","0","1","0","0","56","0","10116135"
"vo_won","0","0","1011613557","2","0","0","0","0","57","vo_won_10116135_10","10116135"
"0","1.939","0","1011613558","1","450","0","12","255","58","0","10116135"
"0","0","1.939","1011613559","4","0","1","0","0","59","0","10116135"
"0","1.895","0","1011613560","1","207","0","13","0","60","0","10116135"
"0","0","3.56","1011613561","4","0","1","0","0","61","0","10116135"
"vo_won","0","0","1011613562","2","0","0","0","0","62","vo_won_10116135_11","10116135"
"0","1.826","0","1011613563","1","450","0","13","207","63","0","10116135"
"0","0","2.452","1011613564","4","0","1","0","0","64","0","10116135"
"vo_won","0","0","1011613565","2","0","0","0","0","65","vo_won_10116135_12","10116135"
"0","1.196","0","1011613566","1","140","0","14","0","66","0","10116135"
"0","0","1.679","1011613567","4","0","1","0","0","67","0","10116135"
"0","2.542","0","1011613568","1","450","0","14","140","68","0","10116135"
"0","0","0.8","1011621501","4","0","1","0","0","1","0","10116215"
"0","0.388","0","1011621502","1","50","0","1","0","2","0","10116215"
"0","0","0.388","1011621503","4","0","1","0","0","3","0","10116215"
"vo_won","0","0","1011621504","2","0","0","0","0","4","vo_won_10116215_01","10116215"
"0","2.36","0","1011621505","1","320","0","1","50","5","0","10116215"
"0","0","3.141","1011621506","4","0","1","0","0","6","0","10116215"
"vo_won","0","0","1011621507","2","0","0","0","0","7","vo_won_10116215_02","10116215"
"0","1.385","0","1011621508","1","318","0","2","0","8","0","10116215"
"0","0","1.9","1011621509","4","0","1","0","0","9","0","10116215"
"0","1.933","0","1011621510","1","450","0","2","318","10","0","10116215"
"0","0","1.933","1011621511","4","0","1","0","0","11","0","10116215"
"0","1.385","0","1011621512","1","184","0","3","0","12","0","10116215"
"0","0","1.9","1011621513","4","0","1","0","0","13","0","10116215"
"vo_won","0","0","1011621514","2","0","0","0","0","14","vo_won_10116215_03","10116215"
"0","2.347","0","1011621515","1","440","0","3","184","15","0","10116215"
"0","0","2.347","1011621516","4","0","1","0","0","16","0","10116215"
"0","1.01","0","1011621517","1","0","0","4","0","17","0","10116215"
"0","0","1.545","1011621518","4","0","1","0","0","18","0","10116215"
"0","1.84","0","1011621519","1","230","0","4","0","19","0","10116215"
"0","0","2.212","1011621520","4","0","1","0","0","20","0","10116215"
"0","2.516","0","1011621521","1","440","0","4","230","21","0","10116215"
"0","0","2.516","1011621522","4","0","1","0","0","22","0","10116215"
"0","0.416","0","1011621523","1","94","0","5","0","23","0","10116215"
"0","0","1.53","1011621524","4","0","1","0","0","24","0","10116215"
"vo_won","0","0","1011621525","2","0","0","0","0","25","vo_won_10116215_04","10116215"
"0","1.386","0","1011621526","1","316","0","5","94","26","0","10116215"
"0","0","1.878","1011621527","4","0","1","0","0","27","0","10116215"
"0","1.523","0","1011621528","1","440","0","5","316","28","0","10116215"
"0","0","1.523","1011621529","4","0","1","0","0","29","0","10116215"
"0","1.493","0","1011621530","1","265","0","6","0","30","0","10116215"
"0","0","2.416","1011621531","4","0","1","0","0","31","0","10116215"
"vo_won","0","0","1011621532","2","0","0","0","0","32","vo_won_10116215_05","10116215"
"0","0.341","0","1011621533","1","95","0","7","0","33","0","10116215"
"0","0","0.921","1011621534","4","0","1","0","0","34","0","10116215"
"0","3","0","1011621535","1","450","0","7","95","35","0","10116215"
"0","0","3","1011621536","4","0","1","0","0","36","0","10116215"
"0","0.701","0","1011621537","1","72","0","8","0","37","0","10116215"
"0","0","1.45","1011621538","4","0","1","0","0","38","0","10116215"
"vo_won","0","0","1011621539","2","0","0","0","0","39","vo_won_10116215_06","10116215"
"0","0.447","0","1011621540","1","135","0","8","72","40","0","10116215"
"0","0","1.219","1011621541","4","0","1","0","0","41","0","10116215"
"0","3","0","1011621542","1","450","0","8","135","42","0","10116215"
"0","0","3","1011621543","4","0","1","0","0","43","0","10116215"
"0","0.295","0","1011621544","1","71","0","9","0","44","0","10116215"
"0","0","0.769","1011621545","4","0","1","0","0","45","0","10116215"
"0","3.474","0","1011621546","1","430","0","9","71","46","0","10116215"
"0","0","4.818","1011621547","4","0","1","0","0","47","0","10116215"
"vo_won","0","0","1011621548","2","0","0","0","0","48","vo_won_10116215_07","10116215"
"0","2.628","0","1011621549","1","328","0","10","0","49","0","10116215"
"0","0","3.159","1011621550","4","0","1","0","0","50","0","10116215"
"0","1.2","0","1011621551","1","450","0","10","328","51","0","10116215"
"0","0","1.2","1011621552","4","0","1","0","0","52","0","10116215"
"0","1.254","0","1011621553","1","230","0","11","0","53","0","10116215"
"0","0","2.382","1011621554","4","0","1","0","0","54","0","10116215"
"vo_won","0","0","1011621555","2","0","0","0","0","55","vo_won_10116215_08","10116215"
"0","2.514","0","1011621556","1","270","0","12","0","56","0","10116215"
"0","0","3.089","1011621557","4","0","1","0","0","57","0","10116215"
"0","2","0","1011621558","1","450","0","12","270","58","0","10116215"
"0","0","2","1011621559","4","0","1","0","0","59","0","10116215"
"0","0.104","0","1011621560","1","113","0","13","0","60","0","10116215"
"0","0","0.494","1011621561","4","0","1","0","0","61","0","10116215"
"vo_won","0","0","1011621562","2","0","0","0","0","62","vo_won_10116215_09","10116215"
"0","0.799","0","1011621563","1","190","0","13","113","63","0","10116215"
"0","0","0.8","1011622501","4","0","1","0","0","1","0","10116225"
"vo_won","0","0","1011622502","2","0","0","0","0","2","vo_won_10116225_01","10116225"
"0","3.617","0","1011622503","1","430","0","1","0","3","0","10116225"
"0","0","3.913","1011622504","4","0","1","0","0","4","0","10116225"
"0","2.134","0","1011622505","1","250","0","2","0","5","0","10116225"
"0","0","2.83","1011622506","4","0","1","0","0","6","0","10116225"
"0","1.272","0","1011622507","1","450","0","2","250","7","0","10116225"
"0","0","1.697","1011622508","4","0","1","0","0","8","0","10116225"
"0","2.973","0","1011622509","1","450","0","3","0","9","0","10116225"
"0","0","4.106","1011622510","4","0","1","0","0","10","0","10116225"
"vo_won","0","0","1011622511","2","0","0","0","0","11","vo_won_10116225_02","10116225"
"0","3.799","0","1011622512","1","430","0","4","0","12","0","10116225"
"0","0","4.289","1011622513","4","0","1","0","0","13","0","10116225"
"0","3.027","0","1011622514","1","370","0","5","0","14","0","10116225"
"0","0","3.596","1011622515","4","0","1","0","0","15","0","10116225"
"0","2.979","0","1011622516","1","420","0","6","0","16","0","10116225"
"0","0","3.713","1011622517","4","0","1","0","0","17","0","10116225"
"0","3.625","0","1011622518","1","450","0","7","0","18","0","10116225"
"0","0","4.113","1011622519","4","0","1","0","0","19","0","10116225"
"0","4.389","0","1011622520","1","450","0","8","0","20","0","10116225"
"0","0","5.693","1011622521","4","0","1","0","0","21","0","10116225"
"vo_won","0","0","1011622522","2","0","0","0","0","22","vo_won_10116225_03","10116225"
"0","4.285","0","1011622523","1","450","0","9","0","23","0","10116225"
"0","0","4.285","1011622524","4","0","1","0","0","24","0","10116225"
"0","1.638","0","1011622525","1","230","0","10","0","25","0","10116225"
"0","0","2.675","1011622526","4","0","1","0","0","26","0","10116225"
"vo_won","0","0","1011622527","2","0","0","0","0","27","vo_won_10116225_04","10116225"
"0","2.181","0","1011622528","1","450","0","11","0","28","0","10116225"
"0","0","2.757","1011622529","4","0","1","0","0","29","0","10116225"
"0","0.688","0","1011622530","1","50","0","12","0","30","0","10116225"
"0","0","1.004","1011622531","4","0","1","0","0","31","0","10116225"
"0","4.031","0","1011622532","1","450","0","12","50","32","0","10116225"
"0","0","4.031","1011622533","4","0","1","0","0","33","0","10116225"
"0","1.989","0","1011622534","1","280","0","13","0","34","0","10116225"
"0","0","2.935","1011622535","4","0","1","0","0","35","0","10116225"
"vo_won","0","0","1011622536","2","0","0","0","0","36","vo_won_10116225_05","10116225"
"0","1.9","0","1011622537","1","187","0","14","0","37","0","10116225"
"0","0","2.389","1011622538","4","0","1","0","0","38","0","10116225"
"0","1.731","0","1011622539","1","430","0","14","187","39","0","10116225"
"0","0","0.8","1011623501","4","0","1","0","0","1","0","10116235"
"vo_won","0","0","1011623502","2","0","0","0","0","2","vo_won_10116235_01","10116235"
"0","3.959","0","1011623503","1","450","0","1","0","3","0","10116235"
"0","0","4.004","1011623504","4","0","1","0","0","4","0","10116235"
"0","3.661","0","1011623505","1","275","0","2","0","5","0","10116235"
"0","0","4.388","1011623506","4","0","1","0","0","6","0","10116235"
"0","2","0","1011623507","1","450","0","2","275","7","0","10116235"
"0","0","2","1011623508","4","0","1","0","0","8","0","10116235"
"0","2.078","0","1011623509","1","207","0","3","0","9","0","10116235"
"0","0","2.692","1011623510","4","0","1","0","0","10","0","10116235"
"0","1.878","0","1011623511","1","450","0","3","207","11","0","10116235"
"0","0","1.878","1011623512","4","0","1","0","0","12","0","10116235"
"0","1.877","0","1011623513","1","450","0","4","0","13","0","10116235"
"0","0","1.877","1011623514","4","0","1","0","0","14","0","10116235"
"0","0.508","0","1011623515","1","450","0","4","450","15","0","10116235"
"0","0","1.54","1011623516","4","0","1","0","0","16","0","10116235"
"vo_won","0","0","1011623517","2","0","0","0","0","17","vo_won_10116235_02","10116235"
"0","2.822","0","1011623518","1","450","0","5","0","18","0","10116235"
"0","0","2.822","1011623519","4","0","1","0","0","19","0","10116235"
"0","3.483","0","1011623520","1","249","0","6","0","20","0","10116235"
"0","0","3.483","1011623521","4","0","1","0","0","21","0","10116235"
"0","0.916","0","1011623522","1","249","0","6","249","22","0","10116235"
"0","0","1.779","1011623523","4","0","1","0","0","23","0","10116235"
"0","3.202","0","1011623524","1","450","0","6","249","24","0","10116235"
"0","0","3.202","1011623525","4","0","1","0","0","25","0","10116235"
"0","3.61","0","1011623526","1","450","0","7","0","26","0","10116235"
"0","0","4.249","1011623527","4","0","1","0","0","27","0","10116235"
"0","3.269","0","1011623528","1","450","0","8","0","28","0","10116235"
"0","0","3.269","1011623529","4","0","1","0","0","29","0","10116235"
"0","2.274","0","1011623530","1","450","0","8","450","30","0","10116235"
"0","0","2.643","1011623531","4","0","1","0","0","31","0","10116235"
"vo_won","0","0","1011623532","2","0","0","0","0","32","vo_won_10116235_03","10116235"
"0","3.522","0","1011623533","1","255","0","9","0","33","0","10116235"
"0","0","4.483","1011623534","4","0","1","0","0","34","0","10116235"
"0","1.346","0","1011623535","1","450","0","9","255","35","0","10116235"
"0","0","1.414","1011623536","4","0","1","0","0","36","0","10116235"
"0","1.345","0","1011623537","1","210","0","10","0","37","0","10116235"
"0","0","1.414","1011623538","4","0","1","0","0","38","0","10116235"
"0","1.702","0","1011623539","1","380","0","10","210","39","0","10116235"
