8225975ed936fe6ccd9149c4d0f4313614011bcb5f8c5953e54e73ad524837d4,c15cf8429ab3bed8213dd0a516cd44cb4ae46e387c0bf3440ed41a4e29ae1e2e,beaba9b50d476c504916f85cb424f813df3a2cd6b96ea1aa957da7b2a38e9c6b,295ba05bfa83b8a9a0b15a4c401b232ae5aedcc0e38ee15a4e3bddc555cb405f,4b0b98add3be3b8bbf1e74a1848cd404f04db07cba9293110bb923edc999afae,de6a9186514d5a373bb066ad0fa3e39b9e7d2c8c9236715823997eb50adf0027,8c67900927a61fea10ad1f7fc12038ed7376db1310000972a8822a92019db7eb,6b9cd60549a77b3804172b162edf4e498b70808b0c50c4c5cfb6dad71c30893f,6d84fa98e63af0ffa04b9f05310dd4c87230161e470dd017281038be2823bc19,a3f7ba11b7224a471fd0b1a0ca2d626cf766f2f548a13bbeaecfde809e02473d,775434feef4137b2324e7581a30fd7efead3ab5d48a17123b3873ed1660f466b,6effe958d0812465c204c89425117e5ba2043474385eea3c9e20cc66ffac3cba,abf852fe3ee60b565aac051cebefbb37a22faa08d7dcde26d9d9ab34a3f0a6eb,b84255d1221c25f0a61ee712fba625a955fc2324ccc76db9f29b20b02b49cc35,9ed881f63f7334cce2c0a2d69bf7d7a7eb21405066463117a0b52c74bae57450,0cf8542de7fd6d1835a048c8a9efe4f2444d3055b98243f172c647e8aa1e92c5,a1f5dd449188ad61211a15bcd55cf8c81052b69a8cee1be5cd094ed72ad420cf,42af0f801d70bfe6ec509341e96059bf9aa31cbb4fb309254bb7a25b906b3b07,9fb7f33338442cbe5cbd7df3bade37e010b6127ccbb300077e5d6fbe8107c804,e1339e90dbd34209a769696c4756bcc62365c06ac68f59e5a1cf4c357a550388,3bf8642e9754960fc4f6c29649432de150b3fe825d861b72cfd2c1efde061642,242ba0e8e2418366531c84d62cd684cf0cb1010eef8d57cd236208dfd3021a40,2755e15e7fff5609bd81997ad981a3456509dd5c2303dfadb43bb33730a7668d,9bdafb5bf0496e2f450747d8f83ac62d69bdb240d303eaafc88b6375cd594e3c
"0","0","8","300020","-150","91002","0","在戰鬥中獲得勝利。","0","0","-162","0","2","0","11065","0","2015/12/17 15:00:00","0","《EX》成群的危險暗影","0","0","15065003","150","0"
"0","0","8","300010","141","91002","0","在戰鬥中獲得勝利。","2","31049","-109","0","1","5","11065","0","2015/12/17 15:00:00","0","令人興奮的森林野餐！","31037","2","15065004","30","5"
"0","0","8","300010","332","91002","2","在戰鬥中獲得勝利。","2","31055","-34","51012","1","5","11065","0","2015/12/17 15:00:00","1","在甘海高舉大漁旗","31030","2","15065005","30","5"
"0","0","8","300020","640","91002","0","在戰鬥中獲得勝利。","0","0","77","0","2","0","11065","0","2015/12/17 15:00:00","0","《EX》危險的魔物‧狂熊與翼龍","0","0","15065006","150","0"
"0","0","8","300010","-701","91002","2","在戰鬥中獲得勝利。","2","31185","-56","51013","1","5","11066","0","2015/12/17 15:00:00","1","支援背面世界復興總部","31180","2","15066001","30","5"
"0","0","8","300010","-427","91002","0","在戰鬥中獲得勝利。","2","31017","109","0","1","5","11066","0","2015/12/17 15:00:00","0","公主們的泡澡外交","31010","2","15066002","30","5"
"0","0","8","300020","-573","91002","0","在戰鬥中獲得勝利。","0","0","-180","0","2","1","11066","0","2015/12/17 15:00:00","0","《EX》天才發明家三女，襲來","4102402","18","15066003","150","0"
"1","51016","8","300010","-165","91002","2","在戰鬥中獲得勝利。","2","31012","-25","31040","1","5","11066","2","2015/12/17 15:00:00","5","背面世界安全講習會","31015","2","15066004","30","5"
"0","0","8","300010","110","91002","2","在戰鬥中獲得勝利。","2","31054","-88","31042","1","5","11066","0","2015/12/17 15:00:00","5","背面世界登台！","31029","2","15066005","30","5"
"0","0","8","300010","135","91002","0","在戰鬥中獲得勝利。","0","0","97","0","1","10","11066","0","2015/12/17 15:00:00","0","龍族姊妹的請求","90005","2","15066006","30","0"
"0","0","8","300020","443","91002","0","在戰鬥中獲得勝利。","0","0","42","0","2","0","11066","0","2015/12/17 15:00:00","0","《EX》危險暗影與魔物‧雷雷傲M","0","0","15066007","150","0"
"0","0","8","300010","-208","91002","0","在戰鬥中獲得勝利。","2","31008","-32","0","1","5","11067","0","2015/12/17 15:00:00","0","甜蜜又美味的美容法","31258","2","15067001","30","5"
"0","0","8","300010","-58","91002","2","在戰鬥中獲得勝利。","2","31045","44","51017","1","5","11067","0","2015/12/17 15:00:00","1","確保被虐狂與正太","31233","2","15067002","30","5"
"0","0","8","300020","-84","91002","0","在戰鬥中獲得勝利。","0","0","-165","0","2","1","11067","0","2015/12/17 15:00:00","0","《EX》受難體質的次女，遇難","4105402","18","15067003","150","0"
"1","51018","8","300010","425","91002","2","在戰鬥中獲得勝利。","2","31034","90","31059","1","5","11067","2","2015/12/17 15:00:00","5","寵溺的人是誰","31181","2","15067004","30","5"
"0","0","8","300010","551","91002","0","在戰鬥中獲得勝利。","0","0","36","0","1","10","11067","0","2015/12/17 15:00:00","0","餓肚子咕嚕咕嚕二重奏","90005","2","15067005","30","0"
"0","0","8","300020","602","91002","0","在戰鬥中獲得勝利。","0","0","-120","0","2","0","11067","0","2015/12/17 15:00:00","0","《EX》危險的魔物‧大鬼與雷鳥","0","0","15067006","150","0"
"0","0","8","300010","-40","91002","2","在戰鬥中獲得勝利。","2","31014","-20","51021","1","5","11068","0","2015/12/17 15:00:00","1","背面世界也有發生事件的預感","31093","2","15068001","30","5"
"0","0","8","300010","90","91002","0","在戰鬥中獲得勝利。","2","31051","-179","0","1","5","11068","0","2015/12/17 15:00:00","0","如煉獄中盛開的花朵般","31027","2","15068002","30","5"
"0","0","8","300020","245","91002","0","在戰鬥中獲得勝利。","0","0","-171","0","2","1","11068","0","2015/12/17 15:00:00","0","《EX》心胸開闊的長女，狂醉","4101403","18","15068003","150","0"
"0","0","8","300010","643","91002","2","在戰鬥中獲得勝利。","2","31033","44","51022","1","5","11068","0","2015/12/17 15:00:00","1","當心泡昏頭","31032","2","15068004","30","5"
"0","0","8","300010","768","91002","0","在戰鬥中獲得勝利。","0","0","-93","0","1","10","11068","0","2015/12/17 15:00:00","0","在吉歐‧格黑納追兔子","90005","2","15068005","30","0"
"0","0","8","300020","814","91002","0","在戰鬥中獲得勝利。","0","0","91","0","2","0","11068","0","2015/12/17 15:00:00","0","《EX》成群的危險暗影","0","0","15068006","150","0"
"0","0","8","300010","-324","91002","2","在戰鬥中獲得勝利。","2","31020","0","51023","1","5","11069","0","2015/12/17 15:00:00","1","背面世界的走失兒童","31047","2","15069001","30","5"
"0","0","8","300010","-175","91002","0","在戰鬥中獲得勝利。","2","31060","-78","0","1","5","11069","0","2015/12/17 15:00:00","0","吉歐‧格黑納的魔法研究","31016","2","15069002","30","5"
"0","0","8","300020","0","91002","0","在戰鬥中獲得勝利。","0","0","-136","0","2","0","11069","0","2015/12/17 15:00:00","0","《EX》成群的危險暗影","0","0","15069003","150","0"
"0","0","8","300010","411","91002","2","在戰鬥中獲得勝利。","2","31055","-9","51024","1","5","11069","0","2015/12/17 15:00:00","1","活躍於吉歐‧格黑納的忍者們","31096","2","15069004","30","5"
"0","0","8","300010","522","91002","0","在戰鬥中獲得勝利。","2","31063","-167","0","1","5","11069","0","2015/12/17 15:00:00","0","特別讓你成為眷屬！","31223","2","15069005","30","5"
"0","0","8","300020","859","91002","0","在戰鬥中獲得勝利。","0","0","-39","0","2","0","11069","0","2015/12/17 15:00:00","0","《EX》成群的危險暗影","0","0","15069006","150","0"
"0","0","8","300010","-291","91002","0","在戰鬥中獲得勝利。","2","51025","128","0","1","5","11070","0","2015/12/17 15:00:00","0","在吉歐‧格黑納採集植物","31040","2","15070001","30","1"
"0","0","8","300010","-143","91002","0","在戰鬥中獲得勝利。","2","31065","38","0","1","5","11070","0","2015/12/17 15:00:00","0","灼熱的打架時間","31066","2","15070002","30","5"
"0","0","8","300020","0","91002","0","在戰鬥中獲得勝利。","0","0","-14","0","2","0","11070","0","2015/12/17 15:00:00","0","《EX》成群的危險暗影‧偶像","0","0","15070003","150","0"
"0","0","8","300010","434","91002","0","在戰鬥中獲得勝利。","2","51026","38","0","1","5","11070","0","2015/12/17 15:00:00","0","在深淵般的煉獄中邂逅","31009","2","15070004","30","1"
"0","0","8","300010","575","91002","2","在戰鬥中獲得勝利。","2","31261","22","31050","1","5","11070","0","2015/12/17 15:00:00","5","展現大人的從容吧","31004","2","15070005","30","5"
"0","0","8","300020","546","91002","0","在戰鬥中獲得勝利。","0","0","-180","0","2","0","11070","0","2015/12/17 15:00:00","0","《EX》成群的危險暗影‧財團","0","0","15070006","150","0"
"1","51027","8","300010","15","91002","2","在戰鬥中獲得勝利。","2","31180","90","31002","1","5","11071","2","2015/12/17 15:00:00","5","輕快的少女們","31028","2","15071001","30","5"
"0","0","8","300010","-89","91002","0","在戰鬥中獲得勝利。","0","0","-81","0","1","5","11071","0","2015/12/17 15:00:00","0","伊緒老師的背面世界教室","31018","2","15071002","30","0"
"0","0","8","300020","-408","91002","0","在戰鬥中獲得勝利。","0","0","-135","0","2","0","11071","0","2015/12/17 15:00:00","0","《EX》成群的危險暗影‧遊戲","0","0","15071003","150","0"
"1","51028","8","300010","253","91002","2","在戰鬥中獲得勝利。","2","31006","-73","31093","1","5","11071","2","2015/12/17 15:00:00","5","清除傀儡的絲線","31026","2","15071004","30","5"
"0","0","8","300010","383","91002","0","在戰鬥中獲得勝利。","2","31296","-173","0","1","5","11071","0","2015/12/17 15:00:00","0","花瓣與刀刃舞動","31056","2","15071005","30","5"
"0","0","8","300020","622","91002","0","在戰鬥中獲得勝利。","0","0","-173","0","2","0","11071","0","2015/12/17 15:00:00","0","《EX》成群的危險暗影‧獸苑","0","0","15071006","150","0"
"0","0","8","300010","-252","91002","0","在戰鬥中獲得勝利。","2","51029","94","0","1","5","11072","0","2015/12/17 15:00:00","0","降臨煉獄的冰龍","31064","2","15072001","30","1"
"0","0","8","300010","-193","91002","0","在戰鬥中獲得勝利。","2","31008","-111","0","1","5","11072","0","2015/12/17 15:00:00","0","美麗的黑天使群","31258","2","15072002","30","5"
"0","0","8","300020","84","91002","0","在戰鬥中獲得勝利。","0","0","94","0","2","0","11072","0","2015/12/17 15:00:00","0","《EX》成群的危險暗影‧美食","0","0","15072003","150","0"
"0","0","8","300010","277","91002","0","在戰鬥中獲得勝利。","2","51030","-120","0","1","5","11072","0","2015/12/17 15:00:00","0","展現魅力，灼熱的表現風格","31022","2","15072004","30","1"
"0","0","8","300010","510","91002","0","在戰鬥中獲得勝利。","0","0","-106","0","1","5","11072","0","2015/12/17 15:00:00","0","又冷又熱的散步","31064","2","15072005","30","0"
"0","0","8","300020","703","91002","0","在戰鬥中獲得勝利。","0","0","-100","0","2","0","11072","0","2015/12/17 15:00:00","0","《EX》成群的危險暗影‧救護","0","0","15072006","150","0"
"0","0","8","300010","-487","91002","0","在戰鬥中獲得勝利。","2","51031","-188","0","1","5","11073","0","2015/12/17 15:00:00","0","背面世界超級英雄秀","31309","2","15073001","30","1"
"0","0","8","300010","-208","91002","0","在戰鬥中獲得勝利。","2","31185","-190","0","1","5","11073","0","2015/12/17 15:00:00","0","冥府的被虐狂","31045","2","15073002","30","5"
"0","0","8","300020","-133","91002","0","在戰鬥中獲得勝利。","0","0","33","0","2","0","11073","0","2015/12/17 15:00:00","0","《EX》成群的危險暗影‧森精","0","0","15073003","150","0"
"0","0","8","300010","508","91002","0","在戰鬥中獲得勝利。","0","0","37","0","1","1","11073","0","2015/12/17 15:00:00","0","冥界的魔物調查","51032","2","15073004","30","0"
"0","0","8","300020","670","91002","0","在戰鬥中獲得勝利。","0","0","-117","0","2","0","11073","0","2015/12/17 15:00:00","0","《EX》成群的危險暗影‧黃昏","0","0","15073005","150","0"
