592b6396fc1d24e127b4c5b96682c1233e44d511662a3f55eab472ce206a549b,8b27624189dedbb4737518e400747d3a0859daa755e250dcf6a1d2904c57e320,1281de4c9eed8a908e762dc87fae41de9e5365ef2caaf40ed5370435f3d85fb9,f7cd8737f6a8f0c54d969adacb8d13fd7fce73498fe8ea6a108aa3a4ea5a14ef,2f103e0985e1a5263a8c28dc7efd206fd23cc85a51022d53d463da314adfde6a,11f69c1ea028c737426c0ea971da9c6672c819a3129eb95d9bf34fe53cb982ed,e1ea5dcbe5402abfc96ac756dd0d4dc66e7b2d1cb9d2efcae995b08d0e0ee3da,28a07b7dd2ea40907f59c463da08ea5039210bfc2b1aabe95e94529a5e5c910a,0f47c302f29736cb4c714de6c604e6c87aa0b07de1fae0869cb778cb11d83a39,8b0adea92dd091565e026a454e941ce44da02f66759df218541bbf07073039e8,3aa34f293d8061700bf78cd43967fbeccb366114c76b2648f950cc69ca81d729
"106011","4514","1","","4514036","3","","wac_birthday_idle_doya","","0.2",""
"106011","4514","-320","0.01","4514037","2","","180","","",""
"105911","4514","1","","4514038","3","","wac_birthday_idle_wish","","0.2",""
"105911","4514","-360","0.01","4514039","2","","300","","",""
"106431","4514","1","","4514040","3","","wac_birthday_idle_smile","","0.2",""
"106431","4514","-340","0.01","4514041","2","","420","","",""
"0","4514","","","4514042","93","","","","",""
"800","4514","","","4514043","32","","1","","",""
"0.7","4514","","","4514044","93","","","","",""
"702","4514","","","4514045","32","","1","","",""
"0.5","4514","","","4514046","93","","","","",""
"se_common","4514","0","","4514047","23","","se_sys_login_birthday_blow_candle","","",""
"701","4514","","","4514048","32","","0","","",""
"0.4","4514","","","4514049","93","","","","",""
"se_common","4514","0","","4514050","23","","se_sys_login_birthday_cracker","","",""
"700","4514","","","4514051","32","","1","","",""
"se_common","4514","0","","4514052","23","","se_sys_login_birthday_calendar_applause","","",""
"106011","4514","0","wac_birthday_idle_doya","4514053","3","","wac_birthday_clap","1","0.2","0.2"
"0.1","4514","","","4514054","93","","","","",""
"105911","4514","0","wac_birthday_idle_wish","4514055","3","","wac_birthday_clap_to_wish","1","0.2","0.2"
"0.1","4514","","","4514056","93","","","","",""
"106431","4514","0","wac_birthday_idle_smile","4514057","3","","wac_birthday_clap","1","0.2","0.2"
"2","4514","","","4514058","93","","","","",""
"1","4514","","","4514059","131","","","","",""
"vo_wac_04514","4514","0","0","4514060","21","","vo_wac_04514_000","","",""
"105811","4514","10","1","4514061","11","0.5","這是生日蛋糕嗎！？\n謝謝你♪\n看起來好好吃……\n我馬上來大快朵頤囉♪","1","0","0"
"0","4514","","","4514062","91","","","","",""
"105811","4514","1","","4514063","3","","wac_birthday_idle_kyapi","","0.2",""
"106011","4514","1","","4514064","3","","wac_birthday_talk_normal","","0.2",""
"vo_wac_04514","4514","0","0","4514065","21","","vo_wac_04514_001","","",""
"106011","4514","10","1","4514066","11","0.5","慢著慢著，等一下────！！\n蠟燭都還沒拿下來耶！？\n妳這個人真的是一點也沒變啊……\n呵呵，生日快樂。","1","0","0"
"0","4514","","","4514067","91","","","","",""
"106011","4514","1","","4514068","3","","wac_birthday_idle_doya","","0.2",""
"105811","4514","1","","4514069","3","","wac_birthday_talk_kyapi","","0.2",""
"vo_wac_04514","4514","0","0","4514070","21","","vo_wac_04514_002","","",""
"105811","4514","10","1","4514071","11","0.5","嘻嘻，謝謝妳♪\n我會好好品嚐的！\n能夠得到大家的祝福，\n今天是最棒的紀念日♪","1","0","0"
"0","4514","","","4514072","91","","","","",""
"105811","4514","1","","4514073","3","","wac_birthday_talk_wish","","0.2",""
"vo_wac_04514","4514","0","0","4514074","21","","vo_wac_04514_003","","",""
"105811","4514","10","1","4514075","11","0.5","不論是今天、明天，還是遙遠的未來，\n都希望我們可以同桌享用豐盛的餐點♪\n當然，你也要一起喔！\n今後也請多多指教呢！","1","0","0"
"0","4514","","","4514076","91","","","","",""
"0","4514","","","4514077","22","","","","",""
"bgm_M321","4814","","","4814001","25","","bgm_M321_2C","","",""
"1","4814","250","-1000","4814002","1","wac_birthday_idle_normal","102011","-70","2","0"
"1","4814","256","230","4814003","1","wac_birthday_idle_doya","103611","-270","2","1"
"1","4814","257","410","4814004","1","wac_birthday_idle_kyapi","100411","-310","2","1"
"102011","4814","","","4814005","13","","300","","",""
"103611","4814","","","4814006","13","","300","","",""
"600","4814","0","0","4814007","31","","600","1","1",""
"602","4814","0","0","4814008","31","","602","1","0",""
"603","4814","0","0","4814009","31","","603","1","0",""
"604","4814","30","60","4814010","31","","604","1","1",""
"611","4814","0","0","4814011","31","","611","1","1",""
"700","4814","0","0","4814012","31","","700","1","0",""
"701","4814","0","0","4814013","31","","701","1","0",""
"702","4814","0","0","4814014","31","","702","1","0",""
"800","4814","0","0","4814015","31","","800","1","0",""
"901","4814","30","60","4814016","31","","901","1","1",""
"1","4814","","","4814017","93","","","","",""
"100411","4814","0","wac_birthday_reaction_03","4814018","3","","wac_birthday_reaction_02","1","0.2","0.2"
"0.1","4814","","","4814019","93","","","","",""
"103611","4814","0","wac_birthday_reaction_04","4814020","3","","wac_birthday_reaction_01","1","0.2","0.2"
"0.3","4814","","","4814021","93","","","","",""
"102011","4814","1","","4814022","3","","wac_birthday_run_01","","0.2",""
"102011","4814","-70","3","4814023","2","","0","","",""
"2.5","4814","","","4814024","93","","","","",""
"602","4814","","","4814025","32","","1","","",""
"0.6","4814","","","4814026","93","","","","",""
"600","4814","","","4814027","32","","0","","",""
"611","4814","","","4814028","32","","0","","",""
"604","4814","","","4814029","32","","0","","",""
"701","4814","","","4814030","32","","1","","",""
"901","4814","0","0.01","4814031","33","","0","","",""
"102011","4814","0","wac_birthday_wish_02","4814032","3","","wac_birthday_blowout_02","1","0.2","0.2"
"102011","4814","-330","0.01","4814033","2","","-200","","",""
"103611","4814","1","","4814034","3","","wac_birthday_idle_doya","","0.2",""
"103611","4814","-320","0.01","4814035","2","","180","","",""
"100411","4814","1","","4814036","3","","wac_birthday_idle_kyapi","","0.2",""
"100411","4814","-340","0.01","4814037","2","","320","","",""
"0","4814","","","4814038","93","","","","",""
"800","4814","","","4814039","32","","1","","",""
"0.7","4814","","","4814040","93","","","","",""
"702","4814","","","4814041","32","","1","","",""
"0.5","4814","","","4814042","93","","","","",""
"se_common","4814","0","","4814043","23","","se_sys_login_birthday_blow_candle","","",""
"701","4814","","","4814044","32","","0","","",""
"0.4","4814","","","4814045","93","","","","",""
"se_common","4814","0","","4814046","23","","se_sys_login_birthday_cracker","","",""
"700","4814","","","4814047","32","","1","","",""
"se_common","4814","0","","4814048","23","","se_sys_login_birthday_calendar_applause","","",""
"103611","4814","0","wac_birthday_idle_doya","4814049","3","","wac_birthday_clap","1","0.2","0.2"
"0.1","4814","","","4814050","93","","","","",""
"100411","4814","0","wac_birthday_idle_kyapi","4814051","3","","wac_birthday_clap","1","0.2","0.2"
"2","4814","","","4814052","93","","","","",""
"1","4814","","","4814053","131","","","","",""
"vo_wac_04814","4814","0","0","4814054","21","","vo_wac_04814_000","","",""
"102011","4814","10","1","4814055","11","0.5","哇～是蛋糕呢～！\n比店裡賣的還要大個……！\n好厲害好厲害♪","1","0","0"
"0","4814","","","4814056","91","","","","",""
"102011","4814","1","","4814057","3","","wac_birthday_idle_smile","","0.2",""
"103611","4814","1","","4814058","3","","wac_birthday_talk_doya","","0.2",""
"vo_wac_04814","4814","0","0","4814059","21","","vo_wac_04814_001","","",""
"103611","4814","10","1","4814060","11","0.5","這是我們偷偷做的喔！\n雖然中途禊跑來搗蛋，\n弄得一團亂就是了……\n美美，祝妳生日快樂喔♪","1","0","0"
"0","4814","","","4814061","91","","","","",""
"103611","4814","1","","4814062","3","","wac_birthday_idle_doya","","0.2",""
"102011","4814","1","","4814063","3","","wac_birthday_talk_smile","","0.2",""
"vo_wac_04814","4814","0","0","4814064","21","","vo_wac_04814_002","","",""
"102011","4814","10","1","4814065","11","0.5","欸嘿嘿，謝謝你們～\n沒想到能從爸爸媽媽，還有大家那裡\n收到蛋糕，就像做夢一樣……","1","0","0"
"0","4814","","","4814066","91","","","","",""
"102011","4814","1","","4814067","3","","wac_birthday_talk_kyapi","","0.2",""
"vo_wac_04814","4814","0","0","4814068","21","","vo_wac_04814_003","","",""
"102011","4814","10","1","4814069","11","0.5","美美非常幸福呢～♪\n哥哥，也謝謝你！\n等大家生日的時候，\n美美一～定也會幫你們慶祝的♪","1","0","0"
"0","4814","","","4814070","91","","","","",""
"0","4814","","","4814071","22","","","","",""
"bgm_M321","5014","","","5014001","25","","bgm_M321_2C","","",""
"1","5014","250","-1000","5014002","1","wac_birthday_idle_normal","100211","-70","2","0"
"1","5014","256","230","5014003","1","wac_birthday_idle_normal","100311","-270","2","1"
"1","5014","257","410","5014004","1","wac_birthday_idle_smile","100111","-310","2","1"
"100211","5014","","","5014005","13","","300","","",""
"100311","5014","","","5014006","13","","300","","",""
"600","5014","0","0","5014007","31","","600","1","1",""
"602","5014","0","0","5014008","31","","602","1","0",""
"603","5014","0","0","5014009","31","","603","1","0",""
"604","5014","30","60","5014010","31","","604","1","1",""
"611","5014","0","0","5014011","31","","611","1","1",""
"700","5014","0","0","5014012","31","","700","1","0",""
"701","5014","0","0","5014013","31","","701","1","0",""
"702","5014","0","0","5014014","31","","702","1","0",""
"800","5014","0","0","5014015","31","","800","1","0",""
"902","5014","30","60","5014016","31","","902","1","1",""
"1","5014","","","5014017","93","","","","",""
"100111","5014","0","wac_birthday_reaction_03","5014018","3","","wac_birthday_reaction_02","1","0.2","0.2"
"0.1","5014","","","5014019","93","","","","",""
"100311","5014","0","wac_birthday_reaction_04","5014020","3","","wac_birthday_reaction_01","1","0.2","0.2"
"0.3","5014","","","5014021","93","","","","",""
"100211","5014","1","","5014022","3","","wac_birthday_run_01","","0.2",""
"100211","5014","-70","3","5014023","2","","0","","",""
"2.5","5014","","","5014024","93","","","","",""
"602","5014","","","5014025","32","","1","","",""
"0.6","5014","","","5014026","93","","","","",""
"600","5014","","","5014027","32","","0","","",""
"611","5014","","","5014028","32","","0","","",""
"604","5014","","","5014029","32","","0","","",""
"701","5014","","","5014030","32","","1","","",""
"902","5014","0","0.01","5014031","33","","0","","",""
"100211","5014","0","wac_birthday_wish_04","5014032","3","","wac_birthday_blowout_01","1","0.2","0.2"
"100211","5014","-330","0.01","5014033","2","","-200","","",""
"100311","5014","1","","5014034","3","","wac_birthday_idle_normal","","0.2",""
"100311","5014","-320","0.01","5014035","2","","180","","",""
"100111","5014","1","","5014036","3","","wac_birthday_idle_smile","","0.2",""
"100111","5014","-340","0.01","5014037","2","","320","","",""
"0","5014","","","5014038","93","","","","",""
"800","5014","","","5014039","32","","1","","",""
"0.7","5014","","","5014040","93","","","","",""
"702","5014","","","5014041","32","","1","","",""
"0.5","5014","","","5014042","93","","","","",""
"se_common","5014","0","","5014043","23","","se_sys_login_birthday_blow_candle","","",""
"701","5014","","","5014044","32","","0","","",""
"0.4","5014","","","5014045","93","","","","",""
"se_common","5014","0","","5014046","23","","se_sys_login_birthday_cracker","","",""
"700","5014","","","5014047","32","","1","","",""
"se_common","5014","0","","5014048","23","","se_sys_login_birthday_calendar_applause","","",""
"100311","5014","0","wac_birthday_idle_normal","5014049","3","","wac_birthday_clap","1","0.2","0.2"
"0.1","5014","","","5014050","93","","","","",""
"100111","5014","0","wac_birthday_idle_smile","5014051","3","","wac_birthday_clap","1","0.2","0.2"
"2","5014","","","5014052","93","","","","",""
"1","5014","","","5014053","131","","","","",""
"vo_wac_05014","5014","0","0","5014054","21","","vo_wac_05014_000","","",""
"100211","5014","10","1","5014055","11","0.5","這是給我的生日蛋糕嗎！？\n謝、謝謝……！\n……這該不會，\n是你們兩位親手做的吧？","1","0","0"
"0","5014","","","5014056","91","","","","",""
"100211","5014","1","","5014057","3","","wac_birthday_idle_wish","","0.2",""
"100311","5014","1","","5014058","3","","wac_birthday_talk_normal","","0.2",""
"vo_wac_05014","5014","0","0","5014059","21","","vo_wac_05014_001","","",""
"100311","5014","10","1","5014060","11","0.5","嗯，是我跟日和一起做的。\n我們總是受到優衣的幫助，\n想說至少要回個禮給妳。\n……生日快樂，優衣。","1","0","0"
"0","5014","","","5014061","91","","","","",""
"100311","5014","1","","5014062","3","","wac_birthday_idle_normal","","0.2",""
"100211","5014","1","","5014063","3","","wac_birthday_talk_sad","","0.2",""
"vo_wac_05014","5014","0","0","5014064","21","","vo_wac_05014_002","","",""
"100211","5014","10","1","5014065","11","0.5","哪、哪有……我才是老是\n受到你們的幫助……對、對不起！\n你們特地為我慶祝，\n我都開心到要哭了……！","1","0","0"
"0","5014","","","5014066","91","","","","",""
"100211","5014","1","","5014067","3","","wac_birthday_talk_smile","","0.2",""
"vo_wac_05014","5014","0","0","5014068","21","","vo_wac_05014_003","","",""
"100211","5014","10","1","5014069","11","0.5","騎士先生，也很謝謝你。\n能收到大家的祝福，\n我超級幸福的……！\n我會用心品嚐喔！","1","0","0"
"0","5014","","","5014070","91","","","","",""
"0","5014","","","5014071","22","","","","",""
"bgm_M321","5214","","","5214001","25","","bgm_M321_2C","","",""
"1","5214","250","-1000","5214002","1","wac_birthday_idle_normal","105511","-70","2","0"
"1","5214","256","170","5214003","1","wac_birthday_idle_doya","105311","-260","2","1"
"1","5214","259","270","5214004","1","wac_birthday_idle_normal","104511","-310","2","1"
"1","5214","257","410","5214005","1","wac_birthday_idle_wish","100811","-270","2","1"
"1","5214","258","510","5214006","1","wac_birthday_idle_kyapi","103011","-310","2","1"
"105511","5214","","","5214007","13","","300","","",""
"105311","5214","","","5214008","13","","300","","",""
"600","5214","0","0","5214009","31","","600","1","1",""
"602","5214","0","0","5214010","31","","602","1","0",""
"603","5214","0","0","5214011","31","","603","1","0",""
"604","5214","30","60","5214012","31","","604","1","1",""
"611","5214","0","0","5214013","31","","611","1","1",""
"700","5214","0","0","5214014","31","","700","1","0",""
"701","5214","0","0","5214015","31","","701","1","0",""
"702","5214","0","0","5214016","31","","702","1","0",""
"800","5214","0","0","5214017","31","","800","1","0",""
"903","5214","30","60","5214018","31","","903","1","1",""
"1","5214","","","5214019","93","","","","",""
"104511","5214","0","wac_birthday_reaction_03","5214020","3","","wac_birthday_reaction_05","1","0.2","0.2"
"105311","5214","0","wac_birthday_reaction_03","5214021","3","","wac_birthday_reaction_01","1","0.2","0.2"
"0.1","5214","","","5214022","93","","","","",""
"100811","5214","0","wac_birthday_reaction_04","5214023","3","","wac_birthday_reaction_01","1","0.2","0.2"
"103011","5214","0","wac_birthday_reaction_03","5214024","3","","wac_birthday_reaction_02","1","0.2","0.2"
"0.3","5214","","","5214025","93","","","","",""
"105511","5214","1","","5214026","3","","wac_birthday_run_01","","0.2",""
"105511","5214","-70","3","5214027","2","","0","","",""
"2.5","5214","","","5214028","93","","","","",""
"602","5214","","","5214029","32","","1","","",""
"0.6","5214","","","5214030","93","","","","",""
"600","5214","","","5214031","32","","0","","",""
"611","5214","","","5214032","32","","0","","",""
"604","5214","","","5214033","32","","0","","",""
"701","5214","","","5214034","32","","1","","",""
"903","5214","0","0.01","5214035","33","","0","","",""
"105511","5214","0","wac_birthday_wish_04","5214036","3","","wac_birthday_blowout_03","1","0.2","0.2"
"105511","5214","-330","0.01","5214037","2","","-200","","",""
"105311","5214","1","","5214038","3","","wac_birthday_idle_doya","","0.2",""
"105311","5214","-320","0.01","5214039","2","","150","","",""
"104511","5214","1","","5214040","3","","wac_birthday_idle_normal","","0.2",""
"104511","5214","-360","0.01","5214041","2","","260","","",""
"100811","5214","1","","5214042","3","","wac_birthday_idle_wish","","0.2",""
"100811","5214","-320","0.01","5214043","2","","400","","",""
"103011","5214","1","","5214044","3","","wac_birthday_idle_kyapi","","0.2",""
"103011","5214","-340","0.01","5214045","2","","500","","",""
"0","5214","","","5214046","93","","","","",""
"800","5214","","","5214047","32","","1","","",""
"0.7","5214","","","5214048","93","","","","",""
"702","5214","","","5214049","32","","1","","",""
"0.5","5214","","","5214050","93","","","","",""
"se_common","5214","0","","5214051","23","","se_sys_login_birthday_blow_candle","","",""
"701","5214","","","5214052","32","","0","","",""
"0.4","5214","","","5214053","93","","","","",""
"se_common","5214","0","","5214054","23","","se_sys_login_birthday_cracker","","",""
"700","5214","","","5214055","32","","1","","",""
"se_common","5214","0","","5214056","23","","se_sys_login_birthday_calendar_applause","","",""
"105311","5214","0","wac_birthday_idle_doya","5214057","3","","wac_birthday_clap","1","0.2","0.2"
"100811","5214","0","wac_birthday_idle_wish","5214058","3","","wac_birthday_clap_to_wish","1","0.2","0.2"
"0.1","5214","","","5214059","93","","","","",""
"104511","5214","0","wac_birthday_idle_normal","5214060","3","","wac_birthday_clap","1","0.2","0.2"
"0.1","5214","","","5214061","93","","","","",""
"103011","5214","0","wac_birthday_idle_kyapi","5214062","3","","wac_birthday_clap","1","0.2","0.2"
"2","5214","","","5214063","93","","","","",""
"1","5214","","","5214064","131","","","","",""
"vo_wac_05214","5214","0","0","5214065","21","","vo_wac_05214_000","","",""
"105511","5214","10","1","5214066","11","0.5","哇，這是生日蛋糕嗎？\n生日快樂～\n不過是誰的……咦，我、我！？\n你們記得我的生日嗎……？","1","0","0"
"0","5214","","","5214067","91","","","","",""
"105511","5214","1","","5214068","3","","wac_birthday_idle_wish","","0.2",""
"105311","5214","1","","5214069","3","","wac_birthday_talk_smile","","0.2",""
"vo_wac_05214","5214","0","0","5214070","21","","vo_wac_05214_001","","",""
"105311","5214","10","1","5214071","11","0.5","怎麼可能會忘啊！\n步未可是本公會少數的良心……\n不，是重要的存在啊！\n讓我替妳大肆慶祝吧！生日快樂！","1","0","0"
"0","5214","","","5214072","91","","","","",""
"105311","5214","1","","5214073","3","","wac_birthday_idle_doya","","0.2",""
"105511","5214","1","","5214074","3","","wac_birthday_talk_wish","","0.2",""
"vo_wac_05214","5214","0","0","5214075","21","","vo_wac_05214_002","","",""
"105511","5214","10","1","5214076","11","0.5","咦、呃……\n我不是在作夢吧？\n我捏一下臉頰……好痛！\n果然不是夢！","1","0","0"
"0","5214","","","5214077","91","","","","",""
"105511","5214","1","","5214078","3","","wac_birthday_talk_smile","","0.2",""
"vo_wac_05214","5214","0","0","5214079","21","","vo_wac_05214_003","","",""
"105511","5214","10","1","5214080","11","0.5","嗚……謝、謝謝你們！\n還能收到前輩的祝福，\n我真的很開心！\n嘿嘿，我會用心品嚐的……♪","1","0","0"
"0","5214","","","5214081","91","","","","",""
"0","5214","","","5214082","22","","","","",""
"bgm_M321","5514","","","5514001","25","","bgm_M321_2C","","",""
"1","5514","250","-1000","5514002","1","wac_birthday_idle_normal","101611","-70","2","0"
"1","5514","256","230","5514003","1","wac_birthday_idle_normal","105011","-270","2","1"
"1","5514","257","410","5514004","1","wac_birthday_idle_smile","101811","-310","2","1"
"101611","5514","","","5514005","13","","300","","",""
"105011","5514","","","5514006","13","","300","","",""
"600","5514","0","0","5514007","31","","600","1","1",""
"602","5514","0","0","5514008","31","","602","1","0",""
"603","5514","0","0","5514009","31","","603","1","0",""
"604","5514","30","60","5514010","31","","604","1","1",""
"611","5514","0","0","5514011","31","","611","1","1",""
"700","5514","0","0","5514012","31","","700","1","0",""
"701","5514","0","0","5514013","31","","701","1","0",""
"702","5514","0","0","5514014","31","","702","1","0",""
"800","5514","0","0","5514015","31","","800","1","0",""
"904","5514","30","60","5514016","31","","904","1","1",""
"1","5514","","","5514017","93","","","","",""
"101811","5514","0","wac_birthday_reaction_04","5514018","3","","wac_birthday_reaction_01","1","0.2","0.2"
"0.1","5514","","","5514019","93","","","","",""
"105011","5514","0","wac_birthday_reaction_03","5514020","3","","wac_birthday_reaction_05","1","0.2","0.2"
"0.3","5514","","","5514021","93","","","","",""
"101611","5514","1","","5514022","3","","wac_birthday_run_01","","0.2",""
"101611","5514","-70","3","5514023","2","","0","","",""
"2.5","5514","","","5514024","93","","","","",""
"602","5514","","","5514025","32","","1","","",""
"0.6","5514","","","5514026","93","","","","",""
"600","5514","","","5514027","32","","0","","",""
"611","5514","","","5514028","32","","0","","",""
"604","5514","","","5514029","32","","0","","",""
"701","5514","","","5514030","32","","1","","",""
"904","5514","0","0.01","5514031","33","","0","","",""
"101611","5514","0","wac_birthday_wish_03","5514032","3","","wac_birthday_blowout_02","1","0.2","0.2"
"101611","5514","-330","0.01","5514033","2","","-200","","",""
"105011","5514","1","","5514034","3","","wac_birthday_idle_smile","","0.2",""
"105011","5514","-320","0.01","5514035","2","","180","","",""
"101811","5514","1","","5514036","3","","wac_birthday_idle_wish","","0.2",""
"101811","5514","-340","0.01","5514037","2","","320","","",""
"0","5514","","","5514038","93","","","","",""
"800","5514","","","5514039","32","","1","","",""
"0.7","5514","","","5514040","93","","","","",""
"702","5514","","","5514041","32","","1","","",""
"0.5","5514","","","5514042","93","","","","",""
"se_common","5514","0","","5514043","23","","se_sys_login_birthday_blow_candle","","",""
"701","5514","","","5514044","32","","0","","",""
"0.4","5514","","","5514045","93","","","","",""
"se_common","5514","0","","5514046","23","","se_sys_login_birthday_cracker","","",""
"700","5514","","","5514047","32","","1","","",""
"se_common","5514","0","","5514048","23","","se_sys_login_birthday_calendar_applause","","",""
"105011","5514","0","wac_birthday_idle_smile","5514049","3","","wac_birthday_clap","1","0.2","0.2"
"0.1","5514","","","5514050","93","","","","",""
"101811","5514","0","wac_birthday_idle_wish","5514051","3","","wac_birthday_clap_to_wish","1","0.2","0.2"
"2","5514","","","5514052","93","","","","",""
"1","5514","","","5514053","131","","","","",""
"vo_wac_05514","5514","0","0","5514054","21","","vo_wac_05514_000","","",""
"101611","5514","10","1","5514055","11","0.5","哇哇，這是給人家的生日蛋糕？\n沒聽說你們有準備這個啊～！\n人家要感動到哭了啦！","1","0","0"
"0","5514","","","5514056","91","","","","",""
"101611","5514","1","","5514057","3","","wac_birthday_idle_kyapi","","0.2",""
"105011","5514","1","","5514058","3","","wac_birthday_talk_smile","","0.2",""
"vo_wac_05514","5514","0","0","5514059","21","","vo_wac_05514_001","","",""
"105011","5514","10","1","5514060","11","0.5","哼哼，妳可要好好感謝我們啊～\n這可是我跟伊緒熬夜做……不！\n做蛋糕沒花我們什麼力氣啦！\n那個……生日快樂，鈴奈。","1","0","0"
"0","5514","","","5514061","91","","","","",""
"105011","5514","1","","5514062","3","","wac_birthday_idle_smile","","0.2",""
"101611","5514","1","","5514063","3","","wac_birthday_talk_smile","","0.2",""
"vo_wac_05514","5514","0","0","5514064","21","","vo_wac_05514_002","","",""
"101611","5514","10","1","5514065","11","0.5","啊哈哈，嗯，謝謝妳！\n難怪美咲跟小伊緒\n一大早就有一股甜～甜的味道呢～","1","0","0"
"0","5514","","","5514066","91","","","","",""
"101611","5514","1","","5514067","3","","wac_birthday_talk_kyapi","","0.2",""
"vo_wac_05514","5514","0","0","5514068","21","","vo_wac_05514_003","","",""
"101611","5514","10","1","5514069","11","0.5","朋友果然是\n不可或缺的……♪\n好，大家來開派對吧！\n秀才當然也要一起囉！","1","0","0"
"0","5514","","","5514070","91","","","","",""
"0","5514","","","5514071","22","","","","",""
"bgm_M321","6214","","","6214001","25","","bgm_M321_2C","","",""
"1","6214","250","-1000","6214002","1","wac_birthday_idle_normal","106731","-70","2","0"
"1","6214","256","230","6214003","1","wac_birthday_idle_doya","106611","-270","2","1"
"1","6214","257","410","6214004","1","wac_birthday_idle_normal","106511","-310","2","1"
"106731","6214","","","6214005","13","","300","","",""
"106611","6214","","","6214006","13","","300","","",""
"600","6214","0","0","6214007","31","","600","1","1",""
"602","6214","0","0","6214008","31","","602","1","0",""
"603","6214","0","0","6214009","31","","603","1","0",""
"604","6214","30","60","6214010","31","","604","1","1",""
"611","6214","0","0","6214011","31","","611","1","1",""
"700","6214","0","0","6214012","31","","700","1","0",""
"701","6214","0","0","6214013","31","","701","1","0",""
"702","6214","0","0","6214014","31","","702","1","0",""
"800","6214","0","0","6214015","31","","800","1","0",""
"905","6214","30","60","6214016","31","","905","1","1",""
"1","6214","","","6214017","93","","","","",""
"106511","6214","0","wac_birthday_reaction_03","6214018","3","","wac_birthday_reaction_02","1","0.2","0.2"
"0.1","6214","","","6214019","93","","","","",""
"106611","6214","0","wac_birthday_reaction_03","6214020","3","","wac_birthday_reaction_01","1","0.2","0.2"
"0.3","6214","","","6214021","93","","","","",""
"106731","6214","1","","6214022","3","","wac_birthday_run_01","","0.2",""
"106731","6214","-70","3","6214023","2","","0","","",""
"2.5","6214","","","6214024","93","","","","",""
"602","6214","","","6214025","32","","1","","",""
"0.6","6214","","","6214026","93","","","","",""
"600","6214","","","6214027","32","","0","","",""
"611","6214","","","6214028","32","","0","","",""
"604","6214","","","6214029","32","","0","","",""
"701","6214","","","6214030","32","","1","","",""
"905","6214","0","0.01","6214031","33","","0","","",""
