e1c4450a69229507a0ef866f508e0400328edb6a4c69f3fe83ae713dcc56dc96,91ac056b8d1af82333ee0c17e45f1ad5407bb85e7e444b7e436499b5b35eacce,6fa5880f6a0e3d9d83d55638a620b0bdf45df23b35c5121cb001b6bb323434ed,8fd30c3a32f5661c3d5093d4b9bc494ae2ca3f2c4c728e9134517f573af7ce89,9cbf96b29d9421bcfe5a4b4b18e427446252100d457b93651eaf07adb7957c8d,6d358a4f5224a827831dac7e4214197a2e55eb2450a6f227563e627cde8af1a9,5715b300989ad23dbbd77af7ec710eedaa133cd98c1b74173d45c83851e6c579,44f8c6d0f6ae8d2b7fc0643db5c4ff56b9c8dc2723e3206994879148ca73ed61,0c498e90b0d5c4d13f0621b4cc71e0e7e5b9e63d396ed4ad73506d35ea46e6ca
"320030509","148","1.05","1","1","0","0","-10","-15"
"320030510","149","0.43","1","1","0","0","-45","-85"
"320030510","150","0.43","2","2","0","0","-45","85"
"320040106","151","0.7","1","1","0","502004103","49","-74"
"320040106","152","0.85","3","2","0","502004104","67","13"
"320040106","153","0.65","2","3","0","0","11","43.5"
"320040107","154","0.7","1","1","0","502004107","50","59"
"320040107","155","0.85","3","2","0","502004109","62","-4"
"320040107","156","0.65","2","3","0","0","13","-49"
"320040108","157","0.8","1","1","0","0","-10","0"
"320040109","158","0.9","1","1","0","0","20","30"
"320040110","159","1","1","1","0","0","-25","20"
"320040206","160","0.7","1","1","0","502004203","49","-74"
"320040206","161","0.85","3","2","0","502004204","67","13"
"320040206","162","0.65","2","3","0","0","11","43.5"
"320040207","163","0.7","1","1","0","502004207","50","59"
"320040207","164","0.85","3","2","0","502004209","62","-4"
"320040207","165","0.65","2","3","0","0","13","-49"
"320040208","166","0.8","1","1","0","0","-10","0"
"320040209","167","0.9","1","1","0","0","20","30"
"320040210","168","1","1","1","0","0","-25","20"
"320040306","169","0.7","1","1","0","502004303","49","-74"
"320040306","170","0.85","3","2","0","502004304","67","13"
"320040306","171","0.65","2","3","0","0","11","43.5"
"320040307","172","0.7","1","1","0","502004307","50","59"
"320040307","173","0.85","3","2","0","502004309","62","-4"
"320040307","174","0.65","2","3","0","0","13","-49"
"320040308","175","0.8","1","1","0","0","-10","0"
"320040309","176","0.9","1","1","0","0","20","30"
"320040310","177","1","1","1","0","0","-25","20"
"320040406","178","0.7","1","1","0","502004403","49","-74"
"320040406","179","0.85","3","2","0","502004404","67","13"
"320040406","180","0.65","2","3","0","0","11","43.5"
"320040407","181","0.7","1","1","0","502004407","50","59"
"320040407","182","0.85","3","2","0","502004409","62","-4"
"320040407","183","0.65","2","3","0","0","13","-49"
"320040408","184","0.8","1","1","0","0","-10","0"
"320040409","185","0.9","1","1","0","0","20","30"
"320040410","186","1","1","1","0","0","-25","20"
"320040506","187","0.7","1","1","0","502004503","49","-74"
"320040506","188","0.85","3","2","0","502004504","67","13"
"320040506","189","0.65","2","3","0","0","11","43.5"
"320040507","190","0.7","1","1","0","502004507","50","59"
"320040507","191","0.85","3","2","0","502004509","62","-4"
"320040507","192","0.65","2","3","0","0","13","-49"
"320040508","193","0.8","1","1","0","0","-10","0"
"320040509","194","0.9","1","1","0","0","20","30"
"320040510","195","1","1","1","0","0","-25","20"
"320050106","196","0.7","2","1","0","502005101","40","-74"
"320050106","197","1","3","2","0","502005103","67","13"
"320050106","198","0.65","1","3","0","0","11","43.5"
"320050107","199","0.7","2","1","0","502005106","50","59"
"320050107","200","0.9","3","2","0","502005108","62","30"
"320050107","201","0.65","1","3","0","0","13","-49"
"320050108","202","0.75","1","1","0","0","10","5"
"320050109","203","0.75","1","1","0","0","10","-10"
"320050110","204","1","1","1","0","0","-25","20"
"320050206","205","0.7","2","1","0","502005201","40","-74"
"320050206","206","1","3","2","0","502005203","67","13"
"320050206","207","0.65","1","3","0","0","11","43.5"
"320050207","208","0.7","2","1","0","502005206","50","59"
"320050207","209","0.9","3","2","0","502005208","62","30"
"320050207","210","0.65","1","3","0","0","13","-49"
"320050208","211","0.75","1","1","0","0","10","5"
"320050209","212","0.75","1","1","0","0","10","-10"
"320050210","213","1","1","1","0","0","-25","20"
"320050306","214","0.7","2","1","0","502005301","40","-74"
"320050306","215","1","3","2","0","502005303","67","13"
"320050306","216","0.65","1","3","0","0","11","43.5"
"320050307","217","0.7","2","1","0","502005306","50","59"
"320050307","218","0.9","3","2","0","502005308","62","30"
"320050307","219","0.65","1","3","0","0","13","-49"
"320050308","220","0.75","1","1","0","0","10","5"
"320050309","221","0.75","1","1","0","0","10","-10"
"320050310","222","1","1","1","0","0","-25","20"
"320050406","223","0.7","2","1","0","502005401","40","-74"
"320050406","224","1","3","2","0","502005403","67","13"
"320050406","225","0.65","1","3","0","0","11","43.5"
"320050407","226","0.7","2","1","0","502005406","50","59"
"320050407","227","0.9","3","2","0","502005408","62","30"
"320050407","228","0.65","1","3","0","0","13","-49"
"320050408","229","0.75","1","1","0","0","10","5"
"320050409","230","0.75","1","1","0","0","10","-10"
"320050410","231","1","1","1","0","0","-25","20"
"320050506","232","0.7","2","1","0","502005501","40","-74"
"320050506","233","1","3","2","0","502005503","67","13"
"320050506","234","0.65","1","3","0","0","11","43.5"
"320050507","235","0.7","2","1","0","502005506","50","59"
"320050507","236","0.9","3","2","0","502005508","62","30"
"320050507","237","0.65","1","3","0","0","13","-49"
"320050508","238","0.75","1","1","0","0","10","5"
"320050509","239","0.75","1","1","0","0","10","-10"
"320050510","240","1","1","1","0","0","-25","20"
"320060106","241","0.7","2","1","0","502006101","40","-74"
"320060106","242","0.7","3","2","0","502006103","67","13"
"320060106","243","0.65","1","3","0","0","11","43.5"
"320060107","244","0.7","2","1","0","502006106","50","59"
"320060107","245","0.9","3","2","0","502006108","62","30"
"320060107","246","0.65","1","3","0","0","13","-49"
"320060108","247","1","1","1","0","0","10","5"
"320060109","248","1.2","1","1","0","0","10","-10"
"320060110","249","1","1","1","0","0","-25","20"
"320060206","250","0.7","2","1","0","502006201","40","-74"
"320060206","251","0.7","3","2","0","502006203","67","13"
"320060206","252","0.65","1","3","0","0","11","43.5"
"320060207","253","0.7","2","1","0","502006206","50","59"
"320060207","254","0.9","3","2","0","502006208","62","30"
"320060207","255","0.65","1","3","0","0","13","-49"
"320060208","256","1","1","1","0","0","10","5"
"320060209","257","1.2","1","1","0","0","10","-10"
"320060210","258","1","1","1","0","0","-25","20"
"320060306","259","0.7","2","1","0","502006301","40","-74"
"320060306","260","0.7","3","2","0","502006303","67","13"
"320060306","261","0.65","1","3","0","0","11","43.5"
"320060307","262","0.7","2","1","0","502006306","50","59"
"320060307","263","0.9","3","2","0","502006308","62","30"
"320060307","264","0.65","1","3","0","0","13","-49"
"320060308","265","1","1","1","0","0","10","5"
"320060309","266","1.2","1","1","0","0","10","-10"
"320060310","267","1","1","1","0","0","-25","20"
"320060406","268","0.7","2","1","0","502006401","40","-74"
"320060406","269","0.7","3","2","0","502006403","67","13"
"320060406","270","0.65","1","3","0","0","11","43.5"
"320060407","271","0.7","2","1","0","502006406","50","59"
"320060407","272","0.9","3","2","0","502006408","62","30"
"320060407","273","0.65","1","3","0","0","13","-49"
"320060408","274","1","1","1","0","0","10","5"
"320060409","275","1.2","1","1","0","0","10","-10"
"320060410","276","1","1","1","0","0","-25","20"
"320060506","277","0.7","2","1","0","502006501","40","-74"
"320060506","278","0.7","3","2","0","502006503","67","13"
"320060506","279","0.65","1","3","0","0","11","43.5"
"320060507","280","0.7","2","1","0","502006506","50","59"
"320060507","281","0.9","3","2","0","502006508","62","30"
"320060507","282","0.65","1","3","0","0","13","-49"
"320060508","283","1","1","1","0","0","10","5"
"320060509","284","1.2","1","1","0","0","10","-10"
"320060510","285","1","1","1","0","0","-25","20"
"320070106","286","0.7","2","1","0","502007101","40","-74"
"320070106","287","0.7","3","2","0","502007103","67","43"
"320070106","288","0.65","1","3","0","0","11","43.5"
"320070107","289","0.7","2","1","0","502007106","50","59"
"320070107","290","0.9","3","2","0","502007108","62","30"
"320070107","291","0.65","1","3","0","0","13","-49"
"320070108","292","0.9","1","1","0","0","20","5"
"320070109","293","0.9","1","1","0","0","20","0"
"320070110","294","1","1","1","0","0","-20","-20"
"320070206","295","0.7","2","1","0","502007201","40","-74"
"320070206","296","0.7","3","2","0","502007203","67","43"
"320070206","297","0.65","1","3","0","0","11","43.5"
"320070207","298","0.7","2","1","0","502007206","50","59"
"320070207","299","0.9","3","2","0","502007208","62","30"
"320070207","300","0.65","1","3","0","0","13","-49"
"320070208","301","0.9","1","1","0","0","20","5"
"320070209","302","0.9","1","1","0","0","20","0"
"320070210","303","1","1","1","0","0","-20","-20"
"320070306","304","0.7","2","1","0","502007301","40","-74"
"320070306","305","0.7","3","2","0","502007303","67","43"
"320070306","306","0.65","1","3","0","0","11","43.5"
"320070307","307","0.7","2","1","0","502007306","50","59"
"320070307","308","0.9","3","2","0","502007308","62","30"
"320070307","309","0.65","1","3","0","0","13","-49"
"320070308","310","0.9","1","1","0","0","20","5"
"320070309","311","0.9","1","1","0","0","20","0"
"320070310","312","1","1","1","0","0","-20","-20"
"320070406","313","0.7","2","1","0","502007401","40","-74"
"320070406","314","0.7","3","2","0","502007403","67","43"
"320070406","315","0.65","1","3","0","0","11","43.5"
"320070407","316","0.7","2","1","0","502007406","50","59"
"320070407","317","0.9","3","2","0","502007408","62","30"
"320070407","318","0.65","1","3","0","0","13","-49"
"320070408","319","0.9","1","1","0","0","20","5"
"320070409","320","0.9","1","1","0","0","20","0"
"320070410","321","1","1","1","0","0","-20","-20"
"320070506","322","0.7","2","1","0","502007501","40","-74"
"320070506","323","0.7","3","2","0","502007503","67","43"
"320070506","324","0.65","1","3","0","0","11","43.5"
"320070507","325","0.7","2","1","0","502007506","50","59"
"320070507","326","0.9","3","2","0","502007508","62","30"
"320070507","327","0.65","1","3","0","0","13","-49"
"320070508","328","0.9","1","1","0","0","20","5"
"320070509","329","0.9","1","1","0","0","20","0"
"320070510","330","1","1","1","0","0","-20","-20"
"320080106","331","0.7","2","1","0","502008101","40","-74"
"320080106","332","0.9","3","2","0","502008103","67","43"
"320080106","333","0.65","1","3","0","0","11","43.5"
"320080107","334","0.7","2","1","0","502008106","50","59"
"320080107","335","0.9","3","2","0","502008108","62","30"
"320080107","336","0.65","1","3","0","0","13","-49"
"320080108","337","0.8","1","1","0","0","20","5"
"320080109","338","1.1","1","1","0","0","20","0"
"320080110","339","1","1","1","0","0","-20","-20"
"320080206","340","0.7","2","1","0","502008201","40","-74"
"320080206","341","0.9","3","2","0","502008203","67","43"
"320080206","342","0.65","1","3","0","0","11","43.5"
"320080207","343","0.7","2","1","0","502008206","50","59"
"320080207","344","0.9","3","2","0","502008208","62","30"
"320080207","345","0.65","1","3","0","0","13","-49"
"320080208","346","0.8","1","1","0","0","20","5"
"320080209","347","1.1","1","1","0","0","20","0"
"320080210","348","1","1","1","0","0","-20","-20"
"320080306","349","0.7","2","1","0","502008301","40","-74"
"320080306","350","0.9","3","2","0","502008303","67","43"
"320080306","351","0.65","1","3","0","0","11","43.5"
"320080307","352","0.7","2","1","0","502008306","50","59"
"320080307","353","0.9","3","2","0","502008308","62","30"
"320080307","354","0.65","1","3","0","0","13","-49"
"320080308","355","0.8","1","1","0","0","20","5"
"320080309","356","1.1","1","1","0","0","20","0"
"320080310","357","1","1","1","0","0","-20","-20"
"320080406","358","0.7","2","1","0","502008401","40","-74"
"320080406","359","0.9","3","2","0","502008403","67","43"
"320080406","360","0.65","1","3","0","0","11","43.5"
"320080407","361","0.7","2","1","0","502008406","50","59"
"320080407","362","0.9","3","2","0","502008408","62","30"
"320080407","363","0.65","1","3","0","0","13","-49"
"320080408","364","0.8","1","1","0","0","20","5"
"320080409","365","1.1","1","1","0","0","20","0"
"320080410","366","1","1","1","0","0","-20","-20"
"320080506","367","0.7","2","1","0","502008501","40","-74"
"320080506","368","0.9","3","2","0","502008503","67","43"
"320080506","369","0.65","1","3","0","0","11","43.5"
"320080507","370","0.7","2","1","0","502008506","50","59"
"320080507","371","0.9","3","2","0","502008508","62","30"
"320080507","372","0.65","1","3","0","0","13","-49"
"320080508","373","0.8","1","1","0","0","20","5"
"320080509","374","1.1","1","1","0","0","20","0"
"320080510","375","1","1","1","0","0","-20","-20"
"320090106","376","0.7","2","1","0","502009101","40","-74"
"320090106","377","1","3","2","0","502009103","67","13"
"320090106","378","0.65","1","3","0","0","11","43.5"
"320090107","379","0.7","2","1","0","502009106","50","-68"
"320090107","380","0.9","3","2","0","502009108","62","30"
"320090107","381","0.65","1","3","0","0","13","29"
"320090108","382","0.75","1","1","0","0","10","5"
"320090109","383","1","1","1","0","0","10","0"
"320090110","384","1","1","1","0","0","-20","-20"
"320090206","385","0.7","2","1","0","502009201","40","-74"
"320090206","386","1","3","2","0","502009203","67","13"
"320090206","387","0.65","1","3","0","0","11","43.5"
"320090207","388","0.7","2","1","0","502009206","50","-68"
"320090207","389","0.9","3","2","0","502009208","62","30"
"320090207","390","0.65","1","3","0","0","13","29"
"320090208","391","0.75","1","1","0","0","10","5"
"320090209","392","1","1","1","0","0","10","0"
"320090210","393","1","1","1","0","0","-20","-20"
"320090306","394","0.7","2","1","0","502009301","40","-74"
"320090306","395","1","3","2","0","502009303","67","13"
"320090306","396","0.65","1","3","0","0","11","43.5"
"320090307","397","0.7","2","1","0","502009306","50","-68"
"320090307","398","0.9","3","2","0","502009308","62","30"
"320090307","399","0.65","1","3","0","0","13","29"
"320090308","400","0.75","1","1","0","0","10","5"
"320090309","401","1","1","1","0","0","10","0"
"320090310","402","1","1","1","0","0","-20","-20"
"320090406","403","0.7","2","1","0","502009401","40","-74"
"320090406","404","1","3","2","0","502009403","67","13"
"320090406","405","0.65","1","3","0","0","11","43.5"
"320090407","406","0.7","2","1","0","502009406","50","-68"
"320090407","407","0.9","3","2","0","502009408","62","30"
"320090407","408","0.65","1","3","0","0","13","29"
"320090408","409","0.75","1","1","0","0","10","5"
"320090409","410","1","1","1","0","0","10","0"
"320090410","411","1","1","1","0","0","-20","-20"
"320090506","412","0.7","2","1","0","502009501","40","-74"
"320090506","413","1","3","2","0","502009503","67","13"
"320090506","414","0.65","1","3","0","0","11","43.5"
"320090507","415","0.7","2","1","0","502009506","50","-68"
"320090507","416","0.9","3","2","0","502009508","62","30"
"320090507","417","0.65","1","3","0","0","13","29"
"320090508","418","0.75","1","1","0","0","10","5"
"320090509","419","1","1","1","0","0","10","0"
"320090510","420","1","1","1","0","0","-20","-20"
"320100106","421","0.7","2","1","0","502010101","40","-74"
"320100106","422","1","3","2","0","502010103","67","13"
"320100106","423","0.65","1","3","0","0","11","43.5"
"320100107","424","0.7","2","1","0","502010106","50","-68"
"320100107","425","0.9","3","2","0","502010108","62","30"
"320100107","426","0.65","1","3","0","0","13","29"
"320100108","427","0.9","1","1","0","0","60","40"
"320100109","428","1","1","1","0","0","10","0"
"320100110","429","1","1","1","0","0","-35","-20"
"320100206","430","0.7","2","1","0","502010201","40","-74"
"320100206","431","1","3","2","0","502010203","67","13"
"320100206","432","0.65","1","3","0","0","11","43.5"
"320100207","433","0.7","2","1","0","502010206","50","-68"
"320100207","434","0.9","3","2","0","502010208","62","30"
"320100207","435","0.65","1","3","0","0","13","29"
"320100208","436","0.9","1","1","0","0","60","40"
"320100209","437","1","1","1","0","0","10","0"
"320100210","438","1","1","1","0","0","-35","-20"
"320100306","439","0.7","2","1","0","502010301","40","-74"
"320100306","440","1","3","2","0","502010303","67","13"
"320100306","441","0.65","1","3","0","0","11","43.5"
"320100307","442","0.7","2","1","0","502010306","50","-68"
"320100307","443","0.9","3","2","0","502010308","62","30"
"320100307","444","0.65","1","3","0","0","13","29"
"320100308","445","0.9","1","1","0","0","60","40"
"320100309","446","1","1","1","0","0","10","0"
"320100310","447","1","1","1","0","0","-35","-20"
"320100406","448","0.7","2","1","0","502010401","40","-74"
"320100406","449","1","3","2","0","502010403","67","13"
"320100406","450","0.65","1","3","0","0","11","43.5"
"320100407","451","0.7","2","1","0","502010406","50","-68"
"320100407","452","0.9","3","2","0","502010408","62","30"
"320100407","453","0.65","1","3","0","0","13","29"
"320100408","454","0.9","1","1","0","0","60","40"
"320100409","455","1","1","1","0","0","10","0"
"320100410","456","1","1","1","0","0","-35","-20"
"320100506","457","0.7","2","1","0","502010501","40","-74"
"320100506","458","1","3","2","0","502010503","67","13"
"320100506","459","0.65","1","3","0","0","11","43.5"
"320100507","460","0.7","2","1","0","502010506","50","-68"
"320100507","461","0.9","3","2","0","502010508","62","30"
"320100507","462","0.65","1","3","0","0","13","29"
"320100508","463","0.9","1","1","0","0","60","40"
"320100509","464","1","1","1","0","0","10","0"
"320100510","465","1","1","1","0","0","-35","-20"
"320110106","466","0.7","2","1","0","502011101","40","-74"
"320110106","467","1","3","2","0","502011103","67","13"
"320110106","468","0.65","1","3","0","0","11","43.5"
"320110107","469","0.7","2","1","0","502011106","50","-98"
"320110107","470","1.1","3","2","0","502011108","72","0"
"320110107","471","0.65","1","3","0","0","13","49"
"320110108","472","0.75","1","1","0","0","30","-40"
"320110109","473","1.2","1","1","0","0","50","20"
"320110110","474","1.1","1","1","0","0","-35","-20"
"320110206","475","0.7","2","1","0","502011201","40","-74"
"320110206","476","1","3","2","0","502011203","67","13"
"320110206","477","0.65","1","3","0","0","11","43.5"
"320110207","478","0.7","2","1","0","502011206","50","-98"
"320110207","479","1.1","3","2","0","502011208","72","0"
"320110207","480","0.65","1","3","0","0","13","49"
"320110208","481","0.75","1","1","0","0","30","-40"
"320110209","482","1.2","1","1","0","0","50","20"
"320110210","483","1.1","1","1","0","0","-35","-20"
"320110306","484","0.7","2","1","0","502011301","40","-74"
"320110306","485","1","3","2","0","502011303","67","13"
"320110306","486","0.65","1","3","0","0","11","43.5"
"320110307","487","0.7","2","1","0","502011306","50","-98"
"320110307","488","1.1","3","2","0","502011308","72","0"
"320110307","489","0.65","1","3","0","0","13","49"
"320110308","490","0.75","1","1","0","0","30","-40"
"320110309","491","1.2","1","1","0","0","50","20"
"320110310","492","1.1","1","1","0","0","-35","-20"
"320110406","493","0.7","2","1","0","502011401","40","-74"
"320110406","494","1","3","2","0","502011403","67","13"
"320110406","495","0.65","1","3","0","0","11","43.5"
"320110407","496","0.7","2","1","0","502011406","50","-98"
"320110407","497","1.1","3","2","0","502011408","72","0"
"320110407","498","0.65","1","3","0","0","13","49"
"320110408","499","0.75","1","1","0","0","30","-40"
"320110409","500","1.2","1","1","0","0","50","20"
"320110410","501","1.1","1","1","0","0","-35","-20"
"320110506","502","0.7","2","1","0","502011501","40","-74"
"320110506","503","1","3","2","0","502011503","67","13"
"320110506","504","0.65","1","3","0","0","11","43.5"
"320110507","505","0.7","2","1","0","502011506","50","-98"
"320110507","506","1.1","3","2","0","502011508","72","0"
"320110507","507","0.65","1","3","0","0","13","49"
"320110508","508","0.75","1","1","0","0","30","-40"
"320110509","509","1.2","1","1","0","0","50","20"
"320110510","510","1.1","1","1","0","0","-35","-20"
"320120106","511","0.7","2","1","0","502012101","40","-74"
"320120106","512","1","3","2","0","502012103","67","10"
"320120106","513","0.65","1","3","0","0","11","43.5"
"320120107","514","0.7","2","1","0","502012106","50","-98"
"320120107","515","1","3","2","0","502012108","72","0"
"320120107","516","0.65","1","3","0","0","13","49"
"320120108","517","1.2","1","1","0","0","30","10"
"320120109","518","0.9","1","1","0","0","40","40"
"320120110","519","1.1","1","1","0","0","-35","-20"
