daea27b2610ef1113c5abde68d678d68309f08a05dbf935c55e43997383c4791,03cc4b996025b155edd99a8e8e5811ea55aae05ab744ad145873283b8599a460,996f3eae53d81d3a70186f43f10874b09a880de0f39e751cd0f2e5b8cd702a38,c532c47385fe8c9f31b85b2cf47de30e8b7681bdbf4ce6dc83e7e6142330aa51,2cf841a44675aee3a5f18f9234c14c10ac86ab634929a3c5c8aed1b6e4a0942b,f3661724d81972f84188a1889309b37509a9a11026ef29285ff7449cf376efb6
"-1039","2","-1077","2816","3","811"
"-1001","2","-1039","2816","3","821"
"-1001","2","-1001","2816","3","831"
"-963","2","-1001","2816","3","841"
"-963","2","-963","2816","3","851"
"-963","2","-963","2816","3","861"
"-925","2","-963","2816","3","871"
"-887","2","-925","2816","3","881"
"-887","2","-887","2816","3","891"
"-887","2","-887","2816","3","901"
"-849","2","-887","2816","3","911"
"-811","2","-849","2816","3","921"
"-773","2","-811","2816","3","931"
"-735","2","-773","2816","3","941"
"-697","2","-735","2816","3","951"
"-659","2","-697","2816","3","961"
"-621","2","-659","2816","3","971"
"-583","2","-621","2816","3","981"
"-583","2","-583","2816","3","991"
"-583","2","-583","2816","3","1001"
"-583","2","-583","2816","3","1011"
"-545","2","-583","2816","3","1021"
"-507","2","-545","2816","3","1031"
"-507","2","-507","2816","3","1041"
"-507","2","-507","2816","3","1051"
"-434","2","-507","2816","3","1061"
"-1137","2","-1220","2816","4","1071"
"-1096","2","-1137","2816","4","1081"
"-1096","2","-1096","2816","4","1091"
"-1096","2","-1096","2816","4","1101"
"-1096","2","-1096","2816","4","1111"
"-1096","2","-1096","2816","4","1121"
"-1055","2","-1096","2816","4","1131"
"-1014","2","-1055","2816","4","1141"
"-1014","2","-1014","2816","4","1151"
"-1014","2","-1014","2816","4","1161"
"-1014","2","-1014","2816","4","1171"
"-973","2","-1014","2816","4","1181"
"-932","2","-973","2816","4","1191"
"-891","2","-932","2816","4","1201"
"-891","2","-891","2816","4","1211"
"-891","2","-891","2816","4","1221"
"-891","2","-891","2816","4","1231"
"-850","2","-891","2816","4","1241"
"-809","2","-850","2816","4","1251"
"-809","2","-809","2816","4","1261"
"-809","2","-809","2816","4","1271"
"-768","2","-809","2816","4","1281"
"-727","2","-768","2816","4","1291"
"-686","2","-727","2816","4","1301"
"-686","2","-686","2816","4","1311"
"-645","2","-686","2816","4","1321"
"-604","2","-645","2816","4","1331"
"-563","2","-604","2816","4","1341"
"-522","2","-563","2816","4","1351"
"-439","2","-522","2816","4","1361"
"-1166","2","-1230","2816","5","1371"
"-1129","2","-1166","2816","5","1381"
"-1129","2","-1129","2816","5","1391"
"-1129","2","-1129","2816","5","1401"
"-1129","2","-1129","2816","5","1411"
"-1092","2","-1129","2816","5","1421"
"-1092","2","-1092","2816","5","1431"
"-1055","2","-1092","2816","5","1441"
"-1018","2","-1055","2816","5","1451"
"-981","2","-1018","2816","5","1461"
"-981","2","-981","2816","5","1471"
"-944","2","-981","2816","5","1481"
"-907","2","-944","2816","5","1491"
"-870","2","-907","2816","5","1501"
"-833","2","-870","2816","5","1511"
"-796","2","-833","2816","5","1521"
"-759","2","-796","2816","5","1531"
"-722","2","-759","2816","5","1541"
"-722","2","-722","2816","5","1551"
"-722","2","-722","2816","5","1561"
"-685","2","-722","2816","5","1571"
"-648","2","-685","2816","5","1581"
"-611","2","-648","2816","5","1591"
"-574","2","-611","2816","5","1601"
"-574","2","-574","2816","5","1611"
"-537","2","-574","2816","5","1621"
"-500","2","-537","2816","5","1631"
"-500","2","-500","2816","5","1641"
"-500","2","-500","2816","5","1651"
"-500","2","-500","2816","5","1661"
"-436","2","-500","2816","5","1671"
"-1115","2","-1230","2816","6","1681"
"-1035","2","-1115","2816","6","1691"
"-955","2","-1035","2816","6","1701"
"-875","2","-955","2816","6","1711"
"-795","2","-875","2816","6","1721"
"-715","2","-795","2816","6","1731"
"-715","2","-715","2816","6","1741"
"-635","2","-715","2816","6","1751"
"-635","2","-635","2816","6","1761"
"-635","2","-635","2816","6","1771"
"-635","2","-635","2816","6","1781"
"-635","2","-635","2816","6","1782"
"-555","2","-635","2816","6","1791"
"-440","2","-555","2816","6","1801"
"-1225","2","-1225","2816","7","1811"
"-1135","2","-1225","2816","7","1821"
"-1080","2","-1135","2816","7","1831"
"-1025","2","-1080","2816","7","1841"
"-970","2","-1025","2816","7","1851"
"-915","2","-970","2816","7","1861"
"-860","2","-915","2816","7","1871"
"-860","2","-860","2816","7","1881"
"-805","2","-860","2816","7","1891"
"-750","2","-805","2816","7","1901"
"-695","2","-750","2816","7","1911"
"-695","2","-695","2816","7","1921"
"-640","2","-695","2816","7","1931"
"-640","2","-640","2816","7","1941"
"-585","2","-640","2816","7","1951"
"-530","2","-585","2816","7","1961"
"-440","2","-530","2816","7","1971"
"-440","2","-440","2816","7","1981"
"-1380","1","-1480","2816","8","1991"
"-1380","1","-1380","2816","8","2001"
"-1325","1","-1380","2816","8","2011"
"-1270","1","-1325","2816","8","2021"
"-1270","1","-1270","2816","8","2031"
"-1215","1","-1270","2816","8","2041"
"-1215","1","-1215","2816","8","2051"
"-1160","1","-1215","2816","8","2061"
"-1105","1","-1160","2816","8","2071"
"-1050","1","-1105","2816","8","2081"
"-995","1","-1050","2816","8","2091"
"-995","1","-995","2816","8","2101"
"-940","1","-995","2816","8","2111"
"-885","1","-940","2816","8","2121"
"-885","1","-885","2816","8","2131"
"-830","1","-885","2816","8","2141"
"-775","1","-830","2816","8","2151"
"-720","1","-775","2816","8","2161"
"-720","1","-720","2816","8","2171"
"-665","1","-720","2816","8","2181"
"-610","1","-665","2816","8","2191"
"-610","1","-610","2816","8","2201"
"-555","1","-610","2816","8","2211"
"-500","1","-555","2816","8","2221"
"-445","1","-500","2816","8","2231"
"-390","1","-445","2816","8","2241"
"-335","1","-390","2816","8","2251"
"-280","1","-335","2816","8","2261"
"-280","1","-280","2816","8","2271"
"-230","1","-280","2816","8","2281"
"-1192","2","-1240","2816","9","2291"
"-1148","2","-1192","2816","9","2301"
"-1105","2","-1148","2816","9","2311"
"-1105","2","-1105","2816","9","2321"
"-1062","2","-1105","2816","9","2331"
"-1019","2","-1062","2816","9","2341"
"-976","2","-1019","2816","9","2351"
"-976","2","-976","2816","9","2361"
"-976","2","-976","2816","9","2371"
"-976","2","-976","2816","9","2381"
"-934","2","-976","2816","9","2391"
"-892","2","-934","2816","9","2401"
"-892","2","-892","2816","9","2411"
"-892","2","-892","2816","9","2421"
"-850","2","-892","2816","9","2431"
"-808","2","-850","2816","9","2441"
"-766","2","-808","2816","9","2451"
"-766","2","-766","2816","9","2461"
"-766","2","-766","2816","9","2471"
"-766","2","-766","2816","9","2481"
"-766","2","-766","2816","9","2491"
"-724","2","-766","2816","9","2501"
"-682","2","-724","2816","9","2511"
"-682","2","-682","2816","9","2521"
"-682","2","-682","2816","9","2531"
"-640","2","-682","2816","9","2541"
"-598","2","-640","2816","9","2551"
"-556","2","-598","2816","9","2561"
"-514","2","-556","2816","9","2571"
"-472","2","-514","2816","9","2581"
"-430","2","-472","2816","9","2591"
"-1440","1","-1440","2816","10","2601"
"-1440","1","-1440","2816","10","2611"
"-1440","1","-1440","2816","10","2621"
"-1440","1","-1440","2816","10","2622"
"-1440","1","-1440","2816","10","2623"
"-1373","1","-1440","2816","10","2631"
"-1308","1","-1373","2816","10","2641"
"-1244","1","-1308","2816","10","2651"
"-1181","1","-1244","2816","10","2661"
"-1118","1","-1181","2816","10","2671"
"-1055","1","-1118","2816","10","2681"
"-992","1","-1055","2816","10","2691"
"-992","1","-992","2816","10","2701"
"-929","1","-992","2816","10","2711"
"-866","1","-929","2816","10","2721"
"-803","1","-866","2816","10","2731"
"-740","1","-803","2816","10","2741"
"-677","1","-740","2816","10","2751"
"-614","1","-677","2816","10","2761"
"-551","1","-614","2816","10","2771"
"-551","1","-551","2816","10","2781"
"-551","1","-551","2816","10","2791"
"-551","1","-551","2816","10","2801"
"-551","1","-551","2816","10","2811"
"-551","1","-551","2816","10","2821"
"-551","1","-551","2816","10","2831"
"-551","1","-551","2816","10","2841"
"-488","1","-551","2816","10","2851"
"-425","1","-488","2816","10","2861"
"-361","1","-425","2816","10","2871"
"-296","1","-361","2816","10","2881"
"-230","1","-296","2816","10","2891"
"-1240","2","-1240","2816","11","2901"
"-1203","2","-1240","2816","11","2911"
"-1168","2","-1203","2816","11","2921"
"-1133","2","-1168","2816","11","2931"
"-1098","2","-1133","2816","11","2941"
"-1063","2","-1098","2816","11","2951"
"-1028","2","-1063","2816","11","2961"
"-993","2","-1028","2816","11","2971"
"-958","2","-993","2816","11","2981"
"-923","2","-958","2816","11","2991"
"-888","2","-923","2816","11","3001"
"-888","2","-888","2816","11","3011"
"-853","2","-888","2816","11","3021"
"-853","2","-853","2816","11","3031"
"-818","2","-853","2816","11","3041"
"-783","2","-818","2816","11","3051"
"-748","2","-783","2816","11","3061"
"-713","2","-748","2816","11","3071"
"-678","2","-713","2816","11","3081"
"-643","2","-678","2816","11","3091"
"-608","2","-643","2816","11","3101"
"-608","2","-608","2816","11","3111"
"-573","2","-608","2816","11","3121"
"-573","2","-573","2816","11","3131"
"-573","2","-573","2816","11","3141"
"-573","2","-573","2816","11","3151"
"-538","2","-573","2816","11","3161"
"-538","2","-538","2816","11","3171"
"-503","2","-538","2816","11","3181"
"-468","2","-503","2816","11","3191"
"-430","2","-468","2816","11","3201"
"-1240","2","-1240","2816","12","3211"
"-1240","2","-1240","2816","12","3221"
"-1240","2","-1240","2816","12","3231"
"-1194","2","-1240","2816","12","3241"
"-1150","2","-1194","2816","12","3251"
"-1108","2","-1150","2816","12","3261"
"-1066","2","-1108","2816","12","3271"
"-1024","2","-1066","2816","12","3281"
"-982","2","-1024","2816","12","3291"
"-940","2","-982","2816","12","3301"
"-898","2","-940","2816","12","3311"
"-898","2","-898","2816","12","3321"
"-856","2","-898","2816","12","3331"
"-814","2","-856","2816","12","3341"
"-772","2","-814","2816","12","3351"
"-730","2","-772","2816","12","3361"
"-688","2","-730","2816","12","3371"
"-688","2","-688","2816","12","3381"
"-688","2","-688","2816","12","3391"
"-646","2","-688","2816","12","3401"
"-604","2","-646","2816","12","3411"
"-562","2","-604","2816","12","3421"
"-562","2","-562","2816","12","3431"
"-562","2","-562","2816","12","3441"
"-519","2","-562","2816","12","3451"
"-519","2","-519","2816","12","3461"
"-519","2","-519","2816","12","3471"
"-475","2","-519","2816","12","3481"
"-475","2","-475","2816","12","3491"
"-475","2","-475","2816","12","3501"
"-430","2","-475","2816","12","3511"
"-1190","2","-1240","2816","13","3521"
"-1190","2","-1190","2816","13","3531"
"-1190","2","-1190","2816","13","3541"
"-1190","2","-1190","2816","13","3551"
"-1190","2","-1190","2816","13","3561"
"-1190","2","-1190","2816","13","3571"
"-1190","2","-1190","2816","13","3581"
"-1141","2","-1190","2816","13","3591"
"-1094","2","-1141","2816","13","3601"
"-1047","2","-1094","2816","13","3611"
"-1000","2","-1047","2816","13","3621"
"-953","2","-1000","2816","13","3631"
"-906","2","-953","2816","13","3641"
"-859","2","-906","2816","13","3651"
"-812","2","-859","2816","13","3661"
"-765","2","-812","2816","13","3671"
"-718","2","-765","2816","13","3681"
"-718","2","-718","2816","13","3691"
"-718","2","-718","2816","13","3701"
"-671","2","-718","2816","13","3711"
"-624","2","-671","2816","13","3721"
"-577","2","-624","2816","13","3731"
"-577","2","-577","2816","13","3741"
"-577","2","-577","2816","13","3751"
"-529","2","-577","2816","13","3761"
"-480","2","-529","2816","13","3771"
"-430","2","-480","2816","13","3781"
"-430","2","-430","2816","13","3791"
"-1440","1","-1440","2816","14","3801"
"-1440","1","-1440","2816","14","3811"
"-1440","1","-1440","2816","14","3821"
"-1362","1","-1440","2816","14","3831"
"-1285","1","-1362","2816","14","3841"
"-1209","1","-1285","2816","14","3851"
"-1209","1","-1209","2816","14","3861"
"-1134","1","-1209","2816","14","3871"
"-1059","1","-1134","2816","14","3881"
"-1059","1","-1059","2816","14","3891"
"-984","1","-1059","2816","14","3901"
"-984","1","-984","2816","14","3911"
"-984","1","-984","2816","14","3921"
"-984","1","-984","2816","14","3931"
"-984","1","-984","2816","14","3941"
"-984","1","-984","2816","14","3951"
"-984","1","-984","2816","14","3961"
"-984","1","-984","2816","14","3971"
"-909","1","-984","2816","14","3981"
"-834","1","-909","2816","14","3991"
"-759","1","-834","2816","14","4001"
"-684","1","-759","2816","14","4011"
"-684","1","-684","2816","14","4021"
"-684","1","-684","2816","14","4031"
"-609","1","-684","2816","14","4041"
"-534","1","-609","2816","14","4051"
"-459","1","-534","2816","14","4061"
"-384","1","-459","2816","14","4071"
"-308","1","-384","2816","14","4081"
"-230","1","-308","2816","14","4091"
"-200","1","-200","2816","1","4092"
