af0323bd08f890e8645cb80db3805c2f942e4ccca15ca8de772fd57b96eb0f92,ad009e4a26220b67355c0ae2d408868c5e212988240ea1de87b7c69db1cf726d,4181b6d5706da478a3a4f4b2168eaf6b92e3c1d2ea5f5a786ce1dc3af2d62174,49ece901fbb4d641c9470a6be5d2d1012e4a4d168e8603813a3bdd74a4b992a3,e153bfbced1f929dfa6b57ce0768773dc1d2ae67fafd829137f2d1b028877503,614ba8b011bd00528472dba3a8f491a40fc99809435812e73fd4924a6396a886,834b81e356e653d5b57c622d3536fc508bf6227892438ad1baa6935fb589e5eb,07afa2030ba241f55297e1532011501f7c476bd6f9105452cec6a1fe227276e4,6f9944673bbd243e22fa0eaace0efa5b374aedd836ba7a63a1d88cca1b2686be,87ef23f4ea03fd30b4dab9a2bcecc61849f4e935e71432a21868b76d4a66f3e0,d523ea548c66aea52a1e558d0e160a9c7ed146c69122e44c1d31ba4e244cbeb9,c438a68fa295c1b8c2acc7e1abc3523e57d6a473ce3cf5b863734f16f0efbd81,7d27723d0f97eae41e1b8364940b3baec01b2a8dee7346990086aa4fdaaca2f7
"bgm_M113","10020","bgm_M113","380000","20","0","2019/11/15 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M245","10021","bgm_M245","380000","21","0","2019/11/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M121","10022","bgm_M121","380000","22","0","2019/12/15 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M254","10023","bgm_M254","380000","23","0","2019/12/31 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M128","10024","bgm_M128","380000","24","0","2020/01/14 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M265","10025","bgm_M265_Top","380000","25","0","2020/01/31 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M135","10026","bgm_M135","380000","26","0","2020/02/14 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M273","10027","bgm_M273","380000","27","0","2020/02/27 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M162","10028","bgm_M162","380000","28","0","2020/03/13 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M281","10029","bgm_M281","380000","29","0","2020/03/30 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M171","10030","bgm_M171","380000","30","0","2020/04/13 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M294","10031","bgm_M294","380000","31","0","2020/04/30 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M182","10032","bgm_M182","380000","32","0","2020/05/15 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M316","10033","bgm_M316","380000","33","0","2020/06/01 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M189","10034","bgm_M189","380000","34","0","2020/06/15 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M330","10035","bgm_M330","380000","35","0","2020/09/28 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M330","10036","bgm_M330","380000","36","0","2020/09/28 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M206","10037","bgm_M206","380000","37","0","2020/08/14 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M343","10038","bgm_M343","380000","38","0","2020/06/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M215","10039","bgm_M215","380000","39","0","2020/07/13 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M351","10040","bgm_M351","380000","40","0","2020/07/31 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M223","10041","bgm_M223","380000","41","0","2020/09/18 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M375","10042","bgm_M375","380000","42","0","2020/09/01 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M237","10043","bgm_M237","380000","43","0","2020/10/19 18:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M380A","10044","bgm_M380A","380000","44","0","2020/11/02 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M393","10046","bgm_M393","380000","45","0","2020/12/04 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M254","10047","bgm_M254","380000","47","0","2020/12/18 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M403","10048","bgm_M403","380000","48","0","2020/12/28 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M265","10049","bgm_M265_Top","380000","49","0","2021/01/18 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M413","10050","bgm_M413","380000","50","0","2021/02/01 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M421","10052","bgm_M421","380000","52","0","2021/03/02 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"0","10053","0","380000","53","0","2021/04/16 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M426","10054","bgm_M426","380000","54","0","2021/04/01 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M435","10056","bgm_M435","380000","56","0","2021/05/04 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M442A","10058","bgm_M442A","380000","58","0","2021/06/02 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M442B","10059","bgm_M442B","380000","59","0","2021/06/12 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M451","10061","bgm_M451","380000","61","0","2021/07/05 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M457","10064","bgm_M457","380000","64","0","2021/08/02 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M467","10066","bgm_M467","380000","66","0","2021/09/01 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M478","10068","bgm_M478_Lofi","380000","68","0","2021/10/01 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M486","10070","bgm_M486","380000","70","0","2021/11/01 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M496","10072","bgm_M496","380000","72","0","2021/12/02 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M508","10074","bgm_M508","380000","74","0","2022/01/03 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M520","10076","bgm_M520","380000","76","0","2022/02/01 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M527","10078","bgm_M527","380000","78","0","2022/03/01 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M536","10080","bgm_M536","380000","80","0","2022/04/01 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M543","10082","bgm_M543","380000","82","0","2022/05/02 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M552","10084","bgm_M552","380000","84","0","2022/06/01 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M553","10085","bgm_M553","380000","85","0","2022/06/08 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M565","10088","bgm_M565","380000","88","0","2022/07/01 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M574","10090","bgm_M574","380000","90","0","2022/08/01 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M582","10092","bgm_M582","380000","92","0","2022/09/01 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M595","10094","bgm_M595","380000","94","0","2022/10/02 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M601","10096","bgm_M601","380000","96","0","2022/10/30 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M608","10098","bgm_M608","380000","98","0","2022/11/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M618","10100","bgm_M618","380000","100","0","2022/12/30 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M623","10102","bgm_M623","380000","102","0","2023/01/30 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M630","10104","bgm_M630","380000","104","0","2023/02/26 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M638","10106","bgm_M638","380000","106","0","2023/03/30 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M647","10108","bgm_M647","380000","108","0","2023/04/28 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M659","10110","bgm_M659","380000","110","0","2023/05/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M660","10111","bgm_M660","380000","111","0","2023/05/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M668","10114","bgm_M668","380000","114","0","2023/06/28 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC017","10116","bgm_MC017","380000","116","0","2023/07/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC026","10118","bgm_MC026","380000","118","0","2023/08/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC036","10120","bgm_MC036","380000","120","0","2023/09/28 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC046","10122","bgm_MC046","380000","122","0","2023/10/30 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC056","10124","bgm_MC056","380000","124","0","2023/11/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC063","10126","bgm_MC063","380000","126","0","2023/12/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC075","10128","bgm_MC075","380000","128","0","2024/01/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC082","10130","bgm_MC082","380000","130","0","2024/02/27 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC091","10132","bgm_MC091","380000","132","0","2024/03/30 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC099","10134","bgm_MC099","380000","134","0","2024/04/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC110","10136","bgm_MC110","380000","136","0","2024/05/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC111","10137","bgm_MC111","380000","137","0","2024/05/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC124","10140","bgm_MC124","380000","140","0","2024/06/28 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC136","10142","bgm_MC136","380000","142","0","2024/07/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC143","10144","bgm_MC143","380000","144","0","2024/08/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC147","10146","bgm_MC147","380000","146","0","2024/09/28 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC156","10148","bgm_MC156","380000","148","0","2024/10/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC162","10150","bgm_MC162","380000","150","0","2024/11/28 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC172","10152","bgm_MC172_TitleCall","380000","152","0","2024/12/27 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC186","10154","bgm_MC186","380000","154","0","2025/01/29 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC194","10156","bgm_MC194","380000","156","0","2025/02/26 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC213","10158","bgm_MC213","380000","158","0","2025/03/28 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_MC215B","10160","bgm_MC215B","380000","160","0","2025/04/28 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M33","20001","bgm_M33","380000","20001","0","2020/07/02 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M99","20002","bgm_M99","380000","20002","0","2020/08/03 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
"bgm_M107","20003","bgm_M107","380000","20003","0","2020/09/04 16:00:00","1","0","0","380000","2030/03/26 14:59:00","0"
