3b43513c42ce274c6a071cdd692e99800d76625a6b3854f5ffb785cb04da5ced,9b7b8910daba7ac367f0bb7949ea8ae9c1eba1d0b20417c945cc5c74911cad29,37b17cb2c9fad01b8a8e5014f945e8d8b34533cd0a413b0a79c603706d30ee23,3a16e844daf8fb9cdcf63ed2dfaa8bb68e1d1b63fbc505c9510efbf4d2aa6d77,5e6b400f9a9b533dacee041e7a513a22ff0db3ae9ae1abccc87bdf37e51562eb,e1c8b0577bad481242b343129f5c3bc064b260e6bbc3c19321a4b8167404f509,1f7a688d8bdd43c8655dd3f103131bdb467d1a620aed7fb35e8be0be08404854,513deea8e6b684607b134f709e5af5c15db8b61260abfa788c6a7854450c91cc,a5b47ec0459f38e6cc28c28e9826871c9978da82a8629220b5c023e7ddb57580,c8df43b2fe702e437a66107b95d557b39cb6c291b7b768378006d8992ea35126,35cb37616d9c4f657c61741a827dcf0743d59ceff1ca9678758fd00a9245565e,45efb1552949b3a2f35fe918ac1640e03e97c770a6997e45e732174d5a802510,254c37620a151a754c16ef7732c19ce3ab7a42e8203fbee01a5497511e186a77,75645551e877447b3e175b24d96842cb28e590add92ca35f7070009cc1f877b9,1c993cee4a8a2ee5b407845e3c4775e8e9915b1bb61c9341955cb691689c8f45,75a029f6f0b2a0b08481c833ef1153d62ad923556a765d2733c42f6f6cb8201c,178a07fd779aff32f122ab838cb93f80f80827b6db8e79ed5760273736a23ba7,40e1c4648d72ea69158617ec89dbb955ba2269060b70b573875192160d1f426b,40b7926fad2b618af11a17f8aded527da8587231a61d3ac6c5d0d0c68c19d4c8
"4000000000","92408","1000","0","2","1000","25012","25011","2","2","1000","25013","240804","25021","abyss_reward_icon_astralshard","0","2","500","0"
"5000000000","92408","1000","0","2","1000","25014","25021","2","2","1000","25015","240805","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"6000000000","92408","1000","0","2","1000","25012","25011","2","2","1000","25013","240806","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"7000000000","92408","3000","0","2","3000","25014","25021","2","2","1000","25015","240807","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"8000000000","92408","3000","0","2","3000","25012","25011","2","2","3000","25013","240808","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"9000000000","92408","3000","0","2","3000","25014","25021","2","2","1000","25015","240809","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"10000000000","92408","3000","0","2","3000","25011","25021","2","2","1000","25012","240810","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"12000000000","92408","3000","0","2","3000","25013","25021","2","2","1000","25015","240811","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"16000000000","92408","3000","0","2","3000","25012","25011","2","2","3000","25014","240812","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"20000000000","92408","3000","0","2","3000","25014","25013","2","2","3000","25015","240813","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"25000000000","92408","3000","0","2","3000","25012","25011","2","2","3000","25013","240814","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"30000000000","92408","0","0","0","0","0","0","2","0","0","0","240815","90005","abyss_reward_icon_hiseki","0","0","10","0"
"35000000000","92408","0","0","0","0","0","0","2","0","0","0","240816","90005","abyss_reward_icon_hiseki","0","0","20","0"
"40000000000","92408","0","0","0","0","0","0","2","0","0","0","240817","90005","abyss_reward_icon_hiseki","0","0","30","0"
"50000000000","92408","0","0","0","0","0","0","2","0","0","0","240818","90005","abyss_reward_icon_hiseki","0","0","50","0"
"1000000000","92409","1000","0","2","1000","25014","25021","2","2","200","25015","240901","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"2000000000","92409","1000","0","2","1000","25012","25011","2","2","1000","25013","240902","25021","abyss_reward_icon_astralshard","0","2","300","0"
"3000000000","92409","1000","0","2","1000","25014","25021","2","2","500","25015","240903","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"4000000000","92409","1000","0","2","1000","25012","25011","2","2","1000","25013","240904","25021","abyss_reward_icon_astralshard","0","2","500","0"
"5000000000","92409","1000","0","2","1000","25014","25021","2","2","1000","25015","240905","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"6000000000","92409","1000","0","2","1000","25012","25011","2","2","1000","25013","240906","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"7000000000","92409","3000","0","2","3000","25014","25021","2","2","1000","25015","240907","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"8000000000","92409","3000","0","2","3000","25012","25011","2","2","3000","25013","240908","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"9000000000","92409","3000","0","2","3000","25014","25021","2","2","1000","25015","240909","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"10000000000","92409","3000","0","2","3000","25011","25021","2","2","1000","25012","240910","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"12000000000","92409","3000","0","2","3000","25013","25021","2","2","1000","25015","240911","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"16000000000","92409","3000","0","2","3000","25012","25011","2","2","3000","25014","240912","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"20000000000","92409","3000","0","2","3000","25014","25013","2","2","3000","25015","240913","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"25000000000","92409","3000","0","2","3000","25012","25011","2","2","3000","25013","240914","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"30000000000","92409","0","0","0","0","0","0","2","0","0","0","240915","90005","abyss_reward_icon_hiseki","0","0","10","0"
"35000000000","92409","0","0","0","0","0","0","2","0","0","0","240916","90005","abyss_reward_icon_hiseki","0","0","20","0"
"40000000000","92409","0","0","0","0","0","0","2","0","0","0","240917","90005","abyss_reward_icon_hiseki","0","0","30","0"
"50000000000","92409","0","0","0","0","0","0","2","0","0","0","240918","90005","abyss_reward_icon_hiseki","0","0","50","0"
"1000000000","92410","1000","0","2","1000","25014","25021","2","2","200","25015","241001","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"2000000000","92410","1000","0","2","1000","25012","25011","2","2","1000","25013","241002","25021","abyss_reward_icon_astralshard","0","2","300","0"
"3000000000","92410","1000","0","2","1000","25014","25021","2","2","500","25015","241003","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"4000000000","92410","1000","0","2","1000","25012","25011","2","2","1000","25013","241004","25021","abyss_reward_icon_astralshard","0","2","500","0"
"5000000000","92410","1000","0","2","1000","25014","25021","2","2","1000","25015","241005","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"6000000000","92410","1000","0","2","1000","25012","25011","2","2","1000","25013","241006","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"7000000000","92410","3000","0","2","3000","25014","25021","2","2","1000","25015","241007","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"8000000000","92410","3000","0","2","3000","25012","25011","2","2","3000","25013","241008","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"9000000000","92410","3000","0","2","3000","25014","25021","2","2","1000","25015","241009","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"10000000000","92410","3000","0","2","3000","25011","25021","2","2","1000","25012","241010","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"12000000000","92410","3000","0","2","3000","25013","25021","2","2","1000","25015","241011","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"16000000000","92410","3000","0","2","3000","25012","25011","2","2","3000","25014","241012","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"20000000000","92410","3000","0","2","3000","25014","25013","2","2","3000","25015","241013","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"25000000000","92410","3000","0","2","3000","25012","25011","2","2","3000","25013","241014","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"30000000000","92410","0","0","0","0","0","0","2","0","0","0","241015","90005","abyss_reward_icon_hiseki","0","0","10","0"
"35000000000","92410","0","0","0","0","0","0","2","0","0","0","241016","90005","abyss_reward_icon_hiseki","0","0","20","0"
"40000000000","92410","0","0","0","0","0","0","2","0","0","0","241017","90005","abyss_reward_icon_hiseki","0","0","30","0"
"50000000000","92410","0","0","0","0","0","0","2","0","0","0","241018","90005","abyss_reward_icon_hiseki","0","0","50","0"
"60000000000","92410","0","0","0","0","0","0","4","0","0","0","241019","140001","abyss_reward_icon_piece_p_heart","0","0","50","0"
"70000000000","92410","0","0","0","0","0","0","4","0","0","0","241020","140001","abyss_reward_icon_piece_p_heart","0","0","50","0"
"1000000000","92411","1000","0","2","1000","25014","25021","2","2","200","25015","241101","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"2000000000","92411","1000","0","2","1000","25012","25011","2","2","1000","25013","241102","25021","abyss_reward_icon_astralshard","0","2","300","0"
"3000000000","92411","1000","0","2","1000","25014","25021","2","2","500","25015","241103","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"4000000000","92411","1000","0","2","1000","25012","25011","2","2","1000","25013","241104","25021","abyss_reward_icon_astralshard","0","2","500","0"
"5000000000","92411","1000","0","2","1000","25014","25021","2","2","1000","25015","241105","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"6000000000","92411","1000","0","2","1000","25012","25011","2","2","1000","25013","241106","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"7000000000","92411","3000","0","2","3000","25014","25021","2","2","1000","25015","241107","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"8000000000","92411","3000","0","2","3000","25012","25011","2","2","3000","25013","241108","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"9000000000","92411","3000","0","2","3000","25014","25021","2","2","1000","25015","241109","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"10000000000","92411","3000","0","2","3000","25011","25021","2","2","1000","25012","241110","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"12000000000","92411","3000","0","2","3000","25013","25021","2","2","1000","25015","241111","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"16000000000","92411","3000","0","2","3000","25012","25011","2","2","3000","25014","241112","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"20000000000","92411","3000","0","2","3000","25014","25013","2","2","3000","25015","241113","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"25000000000","92411","3000","0","2","3000","25012","25011","2","2","3000","25013","241114","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"30000000000","92411","0","0","0","0","0","0","2","0","0","0","241115","90005","abyss_reward_icon_hiseki","0","0","10","0"
"35000000000","92411","0","0","0","0","0","0","2","0","0","0","241116","90005","abyss_reward_icon_hiseki","0","0","20","0"
"40000000000","92411","0","0","0","0","0","0","2","0","0","0","241117","90005","abyss_reward_icon_hiseki","0","0","30","0"
"50000000000","92411","0","0","0","0","0","0","2","0","0","0","241118","90005","abyss_reward_icon_hiseki","0","0","50","0"
"60000000000","92411","0","0","0","0","0","0","4","0","0","0","241119","140001","abyss_reward_icon_piece_p_heart","0","0","50","0"
"70000000000","92411","0","0","0","0","0","0","4","0","0","0","241120","140001","abyss_reward_icon_piece_p_heart","0","0","50","0"
"1000000000","92412","1000","0","2","1000","25014","25021","2","2","200","25015","241201","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"2000000000","92412","1000","0","2","1000","25012","25011","2","2","1000","25013","241202","25021","abyss_reward_icon_astralshard","0","2","300","0"
"3000000000","92412","1000","0","2","1000","25014","25021","2","2","500","25015","241203","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"4000000000","92412","1000","0","2","1000","25012","25011","2","2","1000","25013","241204","25021","abyss_reward_icon_astralshard","0","2","500","0"
"5000000000","92412","1000","0","2","1000","25014","25021","2","2","1000","25015","241205","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"6000000000","92412","1000","0","2","1000","25012","25011","2","2","1000","25013","241206","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"7000000000","92412","3000","0","2","3000","25014","25021","2","2","1000","25015","241207","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"8000000000","92412","3000","0","2","3000","25012","25011","2","2","3000","25013","241208","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"9000000000","92412","3000","0","2","3000","25014","25021","2","2","1000","25015","241209","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"10000000000","92412","3000","0","2","3000","25011","25021","2","2","1000","25012","241210","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"12000000000","92412","3000","0","2","3000","25013","25021","2","2","1000","25015","241211","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"16000000000","92412","3000","0","2","3000","25012","25011","2","2","3000","25014","241212","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"20000000000","92412","3000","0","2","3000","25014","25013","2","2","3000","25015","241213","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"25000000000","92412","3000","0","2","3000","25012","25011","2","2","3000","25013","241214","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"30000000000","92412","0","0","0","0","0","0","2","0","0","0","241215","90005","abyss_reward_icon_hiseki","0","0","10","0"
"35000000000","92412","0","0","0","0","0","0","2","0","0","0","241216","90005","abyss_reward_icon_hiseki","0","0","20","0"
"40000000000","92412","0","0","0","0","0","0","2","0","0","0","241217","90005","abyss_reward_icon_hiseki","0","0","30","0"
"50000000000","92412","0","0","0","0","0","0","2","0","0","0","241218","90005","abyss_reward_icon_hiseki","0","0","50","0"
"60000000000","92412","0","0","0","0","0","0","4","0","0","0","241219","140001","abyss_reward_icon_piece_p_heart","0","0","50","0"
"70000000000","92412","0","0","0","0","0","0","4","0","0","0","241220","140001","abyss_reward_icon_piece_p_heart","0","0","50","0"
"1000000000","92414","1000","0","2","1000","25014","25021","2","2","200","25015","241401","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"2000000000","92414","1000","0","2","1000","25012","25011","2","2","1000","25013","241402","25021","abyss_reward_icon_astralshard","0","2","300","0"
"3000000000","92414","1000","0","2","1000","25014","25021","2","2","500","25015","241403","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"4000000000","92414","1000","0","2","1000","25012","25011","2","2","1000","25013","241404","25021","abyss_reward_icon_astralshard","0","2","500","0"
"5000000000","92414","1000","0","2","1000","25014","25021","2","2","1000","25015","241405","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"6000000000","92414","1000","0","2","1000","25012","25011","2","2","1000","25013","241406","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"7000000000","92414","3000","0","2","3000","25014","25021","2","2","1000","25015","241407","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"8000000000","92414","3000","0","2","3000","25012","25011","2","2","3000","25013","241408","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"9000000000","92414","3000","0","2","3000","25014","25021","2","2","1000","25015","241409","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"10000000000","92414","3000","0","2","3000","25011","25021","2","2","1000","25012","241410","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"12000000000","92414","3000","0","2","3000","25013","25021","2","2","1000","25015","241411","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"16000000000","92414","3000","0","2","3000","25012","25011","2","2","3000","25014","241412","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"20000000000","92414","3000","0","2","3000","25014","25013","2","2","3000","25015","241413","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"25000000000","92414","3000","0","2","3000","25012","25011","2","2","3000","25013","241414","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"30000000000","92414","0","0","0","0","0","0","2","0","0","0","241415","90005","abyss_reward_icon_hiseki","0","0","10","0"
"35000000000","92414","0","0","0","0","0","0","2","0","0","0","241416","90005","abyss_reward_icon_hiseki","0","0","20","0"
"40000000000","92414","0","0","0","0","0","0","2","0","0","0","241417","90005","abyss_reward_icon_hiseki","0","0","30","0"
"50000000000","92414","0","0","0","0","0","0","2","0","0","0","241418","90005","abyss_reward_icon_hiseki","0","0","50","0"
"60000000000","92414","0","0","0","0","0","0","4","0","0","0","241419","140001","abyss_reward_icon_piece_p_heart","0","0","50","0"
"70000000000","92414","0","0","0","0","0","0","4","0","0","0","241420","140001","abyss_reward_icon_piece_p_heart","0","0","50","0"
"1000000000","92415","1250","0","2","1250","25014","25021","2","2","500","25015","241501","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"2000000000","92415","1250","0","2","1250","25012","25011","2","2","1250","25013","241502","25021","abyss_reward_icon_astralshard","0","2","500","0"
"3000000000","92415","1250","0","2","1250","25014","25021","2","2","500","25015","241503","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"4000000000","92415","1250","0","2","1250","25012","25011","2","2","1250","25013","241504","25021","abyss_reward_icon_astralshard","0","2","500","0"
"5000000000","92415","1250","0","2","1250","25014","25021","2","2","1000","25015","241505","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"6000000000","92415","1250","0","2","1250","25012","25011","2","2","1250","25013","241506","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"7000000000","92415","3000","0","2","3000","25014","25021","2","2","1000","25015","241507","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"8000000000","92415","3000","0","2","3000","25012","25011","2","2","3000","25013","241508","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"9000000000","92415","3000","0","2","3000","25014","25021","2","2","1000","25015","241509","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"10000000000","92415","3000","0","2","3000","25011","25021","2","2","1000","25012","241510","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"12000000000","92415","3000","0","2","3000","25013","25021","2","2","1000","25015","241511","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"16000000000","92415","3000","0","2","3000","25012","25011","2","2","3000","25014","241512","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"20000000000","92415","3000","0","2","3000","25014","25013","2","2","3000","25015","241513","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"25000000000","92415","3000","0","2","3000","25012","25011","2","2","3000","25013","241514","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"30000000000","92415","0","0","0","0","0","0","2","0","0","0","241515","90005","abyss_reward_icon_hiseki","0","0","10","0"
"35000000000","92415","0","0","0","0","0","0","2","0","0","0","241516","90005","abyss_reward_icon_hiseki","0","0","20","0"
"40000000000","92415","0","0","0","0","0","0","2","0","0","0","241517","90005","abyss_reward_icon_hiseki","0","0","30","0"
"50000000000","92415","0","0","0","0","0","0","2","0","0","0","241518","90005","abyss_reward_icon_hiseki","0","0","50","0"
"60000000000","92415","0","0","0","0","0","0","4","0","0","0","241519","140001","abyss_reward_icon_piece_p_heart","0","0","50","0"
"70000000000","92415","0","0","0","0","0","0","4","0","0","0","241520","140001","abyss_reward_icon_piece_p_heart","0","0","50","0"
"1000000000","92416","1250","0","2","1250","25014","25021","2","2","500","25015","241601","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"2000000000","92416","1250","0","2","1250","25012","25011","2","2","1250","25013","241602","25021","abyss_reward_icon_astralshard","0","2","500","0"
"3000000000","92416","1250","0","2","1250","25014","25021","2","2","500","25015","241603","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"4000000000","92416","1250","0","2","1250","25012","25011","2","2","1250","25013","241604","25021","abyss_reward_icon_astralshard","0","2","500","0"
"5000000000","92416","1250","0","2","1250","25014","25021","2","2","1000","25015","241605","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"6000000000","92416","1250","0","2","1250","25012","25011","2","2","1250","25013","241606","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"7000000000","92416","3000","0","2","3000","25014","25021","2","2","1000","25015","241607","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"8000000000","92416","3000","0","2","3000","25012","25011","2","2","3000","25013","241608","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"9000000000","92416","3000","0","2","3000","25014","25021","2","2","1000","25015","241609","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"10000000000","92416","3000","0","2","3000","25011","25021","2","2","1000","25012","241610","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"12000000000","92416","3000","0","2","3000","25013","25021","2","2","1000","25015","241611","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"16000000000","92416","3000","0","2","3000","25012","25011","2","2","3000","25014","241612","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"20000000000","92416","3000","0","2","3000","25014","25013","2","2","3000","25015","241613","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"25000000000","92416","3000","0","2","3000","25012","25011","2","2","3000","25013","241614","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"30000000000","92416","0","0","0","0","0","0","2","0","0","0","241615","90005","abyss_reward_icon_hiseki","0","0","10","0"
"35000000000","92416","0","0","0","0","0","0","2","0","0","0","241616","90005","abyss_reward_icon_hiseki","0","0","20","0"
"40000000000","92416","0","0","0","0","0","0","2","0","0","0","241617","90005","abyss_reward_icon_hiseki","0","0","30","0"
"50000000000","92416","0","0","0","0","0","0","2","0","0","0","241618","90005","abyss_reward_icon_hiseki","0","0","50","0"
"60000000000","92416","0","0","0","0","0","0","4","0","0","0","241619","140001","abyss_reward_icon_piece_p_heart","0","0","50","0"
"70000000000","92416","0","0","0","0","0","0","4","0","0","0","241620","140001","abyss_reward_icon_piece_p_heart","0","0","50","0"
"1000000000","92417","1250","0","2","1250","25014","25021","2","2","500","25015","241701","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"2000000000","92417","1250","0","2","1250","25012","25011","2","2","1250","25013","241702","25021","abyss_reward_icon_astralshard","0","2","500","0"
"3000000000","92417","1250","0","2","1250","25014","25021","2","2","500","25015","241703","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"4000000000","92417","1250","0","2","1250","25012","25011","2","2","1250","25013","241704","25021","abyss_reward_icon_astralshard","0","2","500","0"
"5000000000","92417","1250","0","2","1250","25014","25021","2","2","1000","25015","241705","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"6000000000","92417","1250","0","2","1250","25012","25011","2","2","1250","25013","241706","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"7000000000","92417","3000","0","2","3000","25014","25021","2","2","1000","25015","241707","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"8000000000","92417","3000","0","2","3000","25012","25011","2","2","3000","25013","241708","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"9000000000","92417","3000","0","2","3000","25014","25021","2","2","1000","25015","241709","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"10000000000","92417","3000","0","2","3000","25011","25021","2","2","1000","25012","241710","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"12000000000","92417","3000","0","2","3000","25013","25021","2","2","1000","25015","241711","25102","abyss_reward_icon_masterpieces_piece","0","2","10","0"
"16000000000","92417","3000","0","2","3000","25012","25011","2","2","3000","25014","241712","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"20000000000","92417","3000","0","2","3000","25014","25013","2","2","3000","25015","241713","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"25000000000","92417","3000","0","2","3000","25012","25011","2","2","3000","25013","241714","25021","abyss_reward_icon_astralshard","0","2","1000","0"
"30000000000","92417","0","0","0","0","0","0","2","0","0","0","241715","90005","abyss_reward_icon_hiseki","0","0","10","0"
"35000000000","92417","0","0","0","0","0","0","2","0","0","0","241716","90005","abyss_reward_icon_hiseki","0","0","20","0"
