aa47fe946a5d1754c9ccb7493a5176d5c1a311c74123b0f8b444f11f1da2e51c,be0c8877705cecd7940eb62161ebd7b8a7c918ae2426f1bc6f8e4acb20b2d9e5,d991fa60388179c14da16a3d88b3743d323a0e037e761076666a663f9219667d,2083a59d5e7962d52e43b63ec51796b3c462e9142f1e0aee6050bcf61fd6ef19,29d6b6995dd2886e99fffbdc9d1fb4a41a7103c9416bbcd0402788317941c198,9a7ddf61e9a8d053908bf8d31fa240d67e03e3d86ad5746097caef88395418bd,c1f9550a7db1dccdba70443808b847ce4a2322cff1b49917fe5a7b7f4f40eecc,2006e17b97fc830c12927fcd66cce3c4c3f9a125ecde2fa3f8e10509151de541,cb5d202da12cf2ed514fbe6718fb19d56a37f93d324f2dd7658483a7d8a034d5,905f7018c6202580153c2c4996c536f731da13eff665a76886cf699cf4beaba0,5b6d2d61c75af5b3120c52d5ab00b8c55275ba821c222d42efc5a04c55a9b9e8,1010742e93ce50abca79460357a29065de4f9b9c05c0722ad4cfff9db1802f5c,44744538ffc296243488c82656703c766e189cf791d81c291ff17b12ec6d9788,3bd3472c6b25098fce12d6189b9d778f622127ab07a5af44b9c526f6588d90cc
"王城蘭德索爾","bgm_M316","0","0","20022","87","0","20022101","bgm_M316","0","1","201","0","1"
"王城蘭德索爾","bgm_M316","0","0","20022","0","0","20022201","bgm_M316","0","1","201","0","1"
"聖德蕾莎女子學院","bgm_M343","0","0","20023","45","0","20023101","bgm_M343","0","1","201","0","1"
"聖德蕾莎女子學院","bgm_M343","0","0","20023","0","0","20023201","bgm_M343","0","0","201","0","1"
"伊麗莎白牧場","bgm_M351","0","0","20024","0","0","20024101","bgm_M351","0","1","201","0","1"
"王城蘭德索爾","bgm_M351","0","0","20024","0","0","20024102","bgm_M351","0","2","201","0","1"
"伊麗莎白牧場","bgm_M351","0","0","20024","0","0","20024103","bgm_M351","0","3","201","0","1"
"伊麗莎白牧場","bgm_M351","0","0","20024","0","0","20024201","bgm_M351","0","1","201","0","1"
"不可思議之國","bgm_M375","0","0","20025","200","0","20025101","bgm_M375","0","0","201","0","1"
"不可思議之國","bgm_M375","0","0","20025","100","0","20025201","bgm_M375","0","0","201","0","1"
"祈願海岸周圍","bgm_M380A","0","0","20026","90","0","20026101","bgm_M380A","0","1","201","0","1"
"繁星降臨的銀河","bgm_M380B_02","0","0","20026","0","0","20026102","bgm_M380B","0","2","201","0","1"
"繁星降臨的銀河","bgm_M380B_02","0","0","20026","0","0","20026201","bgm_M380B","0","0","201","0","1"
"海灘運動公園","bgm_M393","0","0","20027","115","0","20027101","bgm_M393","0","0","201","0","1"
"海灘運動公園","bgm_M393","0","0","20027","0","0","20027201","bgm_M393","0","0","201","0","1"
"王城蘭德索爾","bgm_M403","0","0","20028","80","0","20028101","bgm_M403","0","1","201","0","1"
"王城蘭德索爾","bgm_M403","0","0","20028","0","0","20028201","bgm_M403","0","1","201","0","1"
"萬聖節樂園","bgm_M413","0","0","20029","128","0","20029101","bgm_M413","0","0","201","0","1"
"萬聖節樂園","bgm_M413","0","0","20029","0","0","20029201","bgm_M413","0","0","201","0","1"
"王城蘭德索爾","bgm_M421","0","0","20030","80","0","20030101","bgm_M421","0","1","201","0","1"
"王城蘭德索爾","bgm_M421","0","0","20030","0","0","20030201","bgm_M421","0","1","201","0","1"
"名媛初登夢想秘境會場","bgm_M426","0","0","20031","60","0","20031101","bgm_M426","0","1","201","0","1"
"名媛初登夢想秘境會場","bgm_M426","0","0","20031","0","0","20031201","bgm_M426","0","1","201","0","1"
"港小鎮‧大間","bgm_M435","0","0","20032","100","0","20032101","bgm_M435","0","1","201","0","1"
"港小鎮‧大間","bgm_M435","0","0","20032","0","0","20032201","bgm_M435","0","1","201","0","1"
"蘭德索爾近郊","bgm_M442A","0","0","20033","70","0","20033101","bgm_M442A","0","1","201","0","1"
"蘭德索爾近郊","bgm_M442A","0","0","20033","0","0","20033201","bgm_M442A","0","0","201","0","1"
"精靈族之村　純淨的森林","bgm_M442B","0","0","20034","25","0","20034101","bgm_M442B","0","0","201","0","1"
"精靈族之村　純淨的森林","bgm_M442B","0","0","20034","0","0","20034201","bgm_M442B","0","0","201","0","1"
"蘭德索爾近郊","bgm_M451","0","0","20035","0","0","20035101","bgm_M451","0","1","201","0","1"
"邊境之地","bgm_M451","0","0","20035","0","0","20035102","bgm_M451","0","2","201","0","1"
"邊境之地","bgm_M451","0","0","20035","0","0","20035201","bgm_M451","0","0","201","0","1"
"聖德蕾莎女子學院 聖學祭會場","bgm_M457","0","0","20036","91","0","20036101","bgm_M457","0","1","201","0","1"
"聖德蕾莎女子學院 聖學祭會場","bgm_M457","0","0","20036","0","0","20036201","bgm_M457","0","0","201","0","1"
"不同時間軸的蘭德索爾","bgm_M467","0","0","20037","90","0","20037101","bgm_M467","0","1","201","0","1"
"時光隧道","bgm_M467","0","0","20037","0","0","20037102","bgm_M467","0","2","201","0","1"
"時光隧道","bgm_M467","0","0","20037","0","0","20037201","bgm_M467","0","0","201","0","1"
"玩具工廠","bgm_M478_Lofi","0","0","20038","0","0","20038101","bgm_M478","0","1","201","40","1"
"王城蘭德索爾","bgm_M478_Lofi","0","0","20038","0","0","20038102","bgm_M478","0","2","201","0","1"
"王城蘭德索爾","bgm_M478_Lofi","0","0","20038","0","0","20038201","bgm_M478","0","0","201","0","1"
"王城蘭德索爾","bgm_M486","0","0","20039","0","0","20039101","bgm_M486","0","1","201","0","1"
"某座無人島","bgm_M486","0","0","20039","58","0","20039102","bgm_M486","0","2","201","0","1"
"王城蘭德索爾","bgm_M486","0","0","20039","0","0","20039103","bgm_M486","0","3","201","0","1"
"王城蘭德索爾","bgm_M486","0","0","20039","0","0","20039201","bgm_M486","0","0","201","0","1"
"慈樂之音夏日演唱會會場","bgm_M496","0","0","20040","100","0","20040101","bgm_M496","0","1","201","0","1"
"慈樂之音夏日演唱會會場","bgm_M496","0","0","20040","0","0","20040201","bgm_M496","0","0","201","0","1"
"王城蘭德索爾","bgm_M508","0","0","20041","0","0","20041101","bgm_M508","0","1","201","0","1"
"大江戶町","bgm_M508","0","0","20041","45","0","20041102","bgm_M508","0","2","201","0","1"
"大江戶町","bgm_M508","0","0","20041","0","0","20041201","bgm_M508","0","0","201","0","1"
"王城蘭德索爾","bgm_M520","0","0","20042","128","0","20042101","bgm_M520","0","1","201","0","1"
"王城蘭德索爾","bgm_M520","0","0","20042","0","0","20042102","bgm_M520","0","2","201","0","1"
"王城蘭德索爾","bgm_M520","0","0","20042","0","31","20042201","bgm_M520","0","1","201","0","1"
"王城蘭德索爾","bgm_M527","0","0","20043","40","0","20043101","bgm_M527","0","1","201","0","1"
"蘭德索爾近郊","bgm_M527","0","0","20043","0","0","20043102","bgm_M527","0","2","201","0","1"
"蘭德索爾近郊","bgm_M527","0","0","20043","0","0","20043201","bgm_M527","0","0","201","0","1"
"甜點大賽會場","bgm_M536","0","0","20044","70","0","20044101","bgm_M536","0","1","201","0","1"
"甜點大賽會場","bgm_M536","0","0","20044","0","0","20044201","bgm_M536","0","0","201","0","1"
"蘭德索爾近郊","bgm_M543","0","0","20045","0","0","20045101","bgm_M543","0","1","201","0","1"
"港小鎮‧大間","bgm_M543","0","0","20045","0","0","20045102","bgm_M543","0","2","201","0","1"
"塔帕斯海灘 周邊","bgm_M543","0","0","20045","0","0","20045103","bgm_M543","0","3","201","0","1"
"加托羅斯山","bgm_M543","0","0","20045","0","0","20045104","bgm_M543","0","4","201","0","1"
"加托羅斯山","bgm_M543","0","0","20045","0","0","20045201","bgm_M543","0","0","201","0","1"
"王城蘭德索爾","bgm_M552_03","0","0","20046","0","0","20046101","bgm_M552","0","1","201","0","1"
"蘭德索爾近郊","bgm_M552_03","0","0","20046","0","0","20046102","bgm_M552","0","2","201","0","1"
"伊麗絲樹海","bgm_M552_03","0","0","20046","0","0","20046103","bgm_M552","0","3","201","0","1"
"佛洛拉湖畔","bgm_M552_03","0","0","20046","0","0","20046104","bgm_M552","0","4","201","0","1"
"佛洛拉湖畔","bgm_M552_03","0","0","20046","0","0","20046201","bgm_M552","0","0","201","0","1"
"王城蘭德索爾","bgm_M553","0","0","20047","40","0","20047101","bgm_M553","0","1","201","0","1"
"世界之間的夾縫","bgm_M553","0","0","20047","0","0","20047102","bgm_M553","0","2","201","0","1"
"世界之間的夾縫","bgm_M553","0","0","20047","0","0","20047201","bgm_M553","0","0","201","0","1"
"咲戀育幼院內","bgm_M565","0","0","20048","0","0","20048101","bgm_M565","0","1","201","0","1"
"伊麗莎白牧場　牧場溫泉","bgm_M565","0","0","20048","0","0","20048102","bgm_M565","0","2","201","0","1"
"伊麗莎白牧場　牧場溫泉","bgm_M565","0","0","20048","0","0","20048201","bgm_M565","0","0","201","0","1"
"蘭德索爾郊外","bgm_M574","0","0","20049","0","0","20049101","bgm_M574","0","1","201","0","1"
"賭場大廳","bgm_M574","0","0","20049","0","0","20049102","bgm_M574","0","2","201","0","1"
"賭場大廳","bgm_M574","0","0","20049","0","0","20049201","bgm_M574","0","0","201","0","1"
"遭詛咒的海盜島","bgm_M582","0","0","20050","0","0","20050101","bgm_M582","0","1","201","0","1"
"遭詛咒的海盜島","bgm_M582","0","0","20050","0","0","20050201","bgm_M582","0","0","201","0","1"
"露營領域","bgm_M595","0","0","20051","128","0","20051101","bgm_M595","0","1","201","0","1"
"露營領域","bgm_M595","0","0","20051","0","0","20051201","bgm_M595","0","0","201","0","1"
"王城蘭德索爾","bgm_M601","0","0","20052","0","0","20052101","bgm_M601","0","1","201","0","1"
"夏日遊戲度假村","bgm_M601","0","0","20052","80","0","20052102","bgm_M601","0","2","201","0","1"
"夏日遊戲度假村","bgm_M601","0","0","20052","0","0","20052201","bgm_M601","0","0","201","0","1"
"小小邂逅的海岸","bgm_M608","0","0","20053","0","0","20053101","bgm_M608","0","1","201","0","1"
"小小甜心秘密基地附近","bgm_M608","0","0","20053","0","0","20053102","bgm_M608","0","2","201","0","1"
"小小邂逅的海岸","bgm_M608","0","0","20053","0","0","20053103","bgm_M608","0","3","201","0","1"
"小小邂逅的海岸","bgm_M608","0","0","20053","0","0","20053201","bgm_M608","0","0","201","0","1"
"邁向邊境的旅程","bgm_M618","0","0","20054","0","0","20054101","bgm_M618","0","1","201","0","1"
"世界盡頭森林","bgm_M618","0","0","20054","30","0","20054102","bgm_M618","0","2","201","0","1"
"世界盡頭森林","bgm_M618","0","0","20054","0","0","20054201","bgm_M618","0","0","201","0","1"
"蘭祭會場","bgm_M623","0","0","20055","115","0","20055101","bgm_M623","0","1","201","0","1"
"蘭祭會場","bgm_M623","0","0","20055","0","0","20055201","bgm_M623","0","1","201","0","1"
"王城蘭德索爾","bgm_M630","0","0","20056","0","0","20056101","bgm_M630","0","1","201","0","1"
"和平活動之路","bgm_M630","0","0","20056","30","0","20056102","bgm_M630","0","2","201","0","1"
"和平活動之路","bgm_M630","0","0","20056","0","0","20056201","bgm_M630","0","0","201","0","1"
"蘭德索爾 繁華街","bgm_M638","0","0","20057","110","11","20057101","bgm_M638","0","1","201","0","1"
"蘭德索爾 繁華街","bgm_M638","0","0","20057","0","0","20057201","bgm_M638","0","0","201","0","1"
"大江戶町","bgm_M647","0","0","20058","45","0","20058101","bgm_M647","0","1","201","0","1"
"大江戶町","bgm_M647","0","0","20058","0","0","20058201","bgm_M647","0","0","201","0","1"
"王都蘭德索爾 女神祭典","bgm_M659","0","0","20059","85","0","20059101","bgm_M659","0","1","201","0","1"
"王都蘭德索爾 女神祭典","bgm_M659","0","0","20059","0","0","20059201","bgm_M659","0","1","201","0","1"
"王都蘭德索爾 女神祭典","bgm_M660","0","0","20060","0","0","20060101","bgm_M660","0","1","201","0","1"
"回想樂園","bgm_M660","0","0","20060","0","0","20060102","bgm_M660","0","2","201","0","1"
"回想樂園","bgm_M660","0","0","20060","0","0","20060201","bgm_M660","0","0","201","0","1"
"蘭德索爾 市中心","bgm_M668","0","0","20061","108","0","20061101","bgm_M668","0","1","201","0","1"
"蘭德索爾 市中心","bgm_M668","0","0","20061","0","0","20061201","bgm_M668","0","1","201","0","1"
"遊俠集訓所周圍","bgm_MC017","0","0","20062","128","0","20062101","bgm_MC017","0","1","201","0","1"
"遊俠集訓所周圍","bgm_MC017","0","0","20062","0","0","20062201","bgm_MC017","0","0","201","0","1"
"跳蚤市場會場","bgm_MC026","0","0","20063","0","0","20063101","bgm_MC026","0","1","201","0","1"
"智慧森林周圍","bgm_MC026","0","0","20063","110","0","20063102","bgm_MC026","0","2","201","0","1"
"智慧森林周圍","bgm_MC026","0","0","20063","0","0","20063201","bgm_MC026","0","0","201","0","1"
"魔族的城鎮","bgm_MC036","0","0","20064","45","0","20064101","bgm_MC036","0","1","201","0","1"
"魔族的城鎮","bgm_MC036","0","0","20064","0","0","20064201","bgm_MC036","0","0","201","0","1"
"蘭德索爾近郊","bgm_MC046","0","0","20065","0","0","20065101","bgm_MC046","0","1","201","0","1"
"夏日的大間","bgm_MC046","0","0","20065","110","0","20065102","bgm_MC046","0","2","201","0","1"
"夏日的大間","bgm_MC046","0","0","20065","0","0","20065201","bgm_MC046","0","1","201","0","1"
"薇‧蘭德索爾","bgm_MC056","0","0","20066","0","0","20066101","bgm_MC056","0","1","201","0","1"
"薇‧蘭德索爾","bgm_MC056","0","0","20066","110","0","20066102","bgm_MC056","0","2","201","0","1"
"薇‧蘭德索爾","bgm_MC056","0","0","20066","0","0","20066201","bgm_MC056","0","1","201","0","1"
"被染紅的蘭德索爾","bgm_MC110_02","0","0","20067","85","0","20067101","bgm_MC110","0","1","201","0","1"
"被染紅的蘭德索爾","bgm_MC110_02","0","0","20067","0","0","20067201","bgm_MC110","0","1","201","0","1"
"前往漆黑薔薇綻放之處","bgm_MC111","0","0","20068","85","0","20068101","bgm_MC111","0","1","201","0","1"
"前往漆黑薔薇綻放之處","bgm_MC111","0","0","20068","0","0","20068201","bgm_MC111","0","0","201","0","1"
"安布羅斯魔法學園","bgm_MC063","0","0","20069","128","0","20069101","bgm_MC063","0","1","201","0","1"
"安布羅斯魔法學園","bgm_MC063","0","0","20069","0","0","20069201","bgm_MC063","0","0","201","0","1"
"沙漠之國　薩拉薩利亞周圍","bgm_MC075","0","0","20070","128","0","20070101","bgm_MC075","0","1","201","0","1"
"沙漠之國　薩拉薩利亞周圍","bgm_MC075","0","0","20070","0","0","20070201","bgm_MC075","0","0","201","0","1"
"王城蘭德索爾","bgm_MC082","0","0","20071","0","0","20071101","bgm_MC082","0","1","201","0","1"
"王城蘭德索爾","bgm_MC082","0","0","20071","0","0","20071201","bgm_MC082","0","0","201","0","1"
"蘭德索爾 繁華街","bgm_MC091","0","0","20072","50","0","20072101","bgm_MC091","0","1","201","0","1"
"蘭德索爾 繁華街","bgm_MC091","0","0","20072","0","0","20072201","bgm_MC091","0","0","201","0","1"
"精靈之森周圍","bgm_MC099","0","0","20073","0","0","20073101","bgm_MC099","0","1","201","0","1"
"王都蘭德索爾的除夕","bgm_MC099","0","0","20073","0","0","20073102","bgm_MC099","0","2","201","0","1"
"王都蘭德索爾的除夕","bgm_MC099","0","0","20073","0","0","20073201","bgm_MC099","0","0","201","0","1"
"泰美斯銀嶺","bgm_MC124","0","0","20074","0","0","20074101","bgm_MC124","0","1","201","0","1"
"聖德蕾莎女子學院","bgm_MC124","0","0","20074","0","0","20074102","bgm_MC124","0","2","201","0","1"
"聖德蕾莎女子學院","bgm_MC124","0","0","20074","0","0","20074201","bgm_MC124","0","0","201","0","1"
"訓練營地","bgm_MC136","0","0","20075","50","0","20075101","bgm_MC136","0","1","201","0","1"
"訓練營地","bgm_MC136","0","0","20075","0","0","20075201","bgm_MC136","0","0","201","0","1"
"芙菈瓦村周圍","bgm_MC143","0","0","20076","50","0","20076101","bgm_MC143","0","1","201","0","1"
"芙菈瓦村周圍","bgm_MC143","0","0","20076","0","0","20076201","bgm_MC143","0","0","201","0","1"
