f4f4c334166ca0bbc516cb8c23fc4497bf13ba0a4c1cbd69f6d1de03d7f7e816,162cf588ecd92494921909e98de1d935d52382ace08bc93dcf1cb0b032653013,23f288421f6f36699c4015e82111d0e29948187a48c0cb47f4ad76324e59abfb,df3c19182150b440ae96ca781aaf31d7ba8a8f9c21829145da41ce5b3c3d0348,c3f2b69820ddada2cd3eb3f4f232f44428bed0d704560879eac34e5a3ebc4a0b,2e8c854c5ecb93bf70a1283c96328aae1cb18a61624430ef1d0c41025bce20f2,6230ca6c69a2d8fe8fef9f8c0fac1368461c7f98f60d2fe812ce555f0781aed8,527aa59dc19933ccf15147444bd51408ba50f931687b7ec86fd2fda535863d4f,c394da666338537d1608750ed652712146d54d658f0092e7c1ad28bff8c2de8b,6937ea9309d2a1e705c7d87f63e54050e566cd2683f6315fcdb9b5b943c474e2,ad094c0a7921f62b0525e1c47bfa45d7cf5ccee883048fcff4702d9e1230b7a0,39e6189d08086690b55e6217301b9e919a37620e8c5dab2bf77a9b0096309333,1d0d8bb27db026f1b5dcbf303b1701924f9297c856677b794af11f39ab488fb7,155973097b6ceae86d43996d1fa8276e7146d603b421db512a6ccf83f0852f1f,83d10f41b1b129fba85916fec08eebe8e99a69afe9bb9804fb1473e5b2cc1083,2479cec35916c6e93786991ee59a475e88b2e563e0e6e60b01ee552548b778e2,486666cb0ba52f1cbb1d54b1b2178316f73cc73e12c40d05b5a8aee0cb58badd,435f000bef0a41c197f635c145f96bcc3b782876df795e90e8016add23b4bf29,a073b1bbb147ed0e468556298ea78a781e58d4fe8393f8997a34cb7895fb748e,cbcec17234481394fdb423f8fe5f6098c399776a70cb330e74d79ec97645e4ea
"2","1003202","20003","5","0","0","1","0","0","90006","85","2","0","0","0","3100104","1","20","0","0"
"2","1003202","20003","4","0","0","3","0","0","90006","86","2","0","0","0","3100103","2","15","0","0"
"2","1003202","20003","3","0","0","10","0","0","90006","87","2","0","0","0","3100102","4","10","0","0"
"2","1003202","20003","1","0","0","30","0","0","90006","88","2","0","0","0","3100101","11","5","0","0"
"2","1003203","20003","5","0","0","1","0","0","90006","89","2","0","0","0","3100104","1","20","0","0"
"2","1003203","20003","4","0","0","3","0","0","90006","90","2","0","0","0","3100103","2","15","0","0"
"2","1003203","20003","3","0","0","10","0","0","90006","91","2","0","0","0","3100102","4","10","0","0"
"2","1003203","20003","1","0","0","30","0","0","90006","92","2","0","0","0","3100101","11","5","0","0"
"2","1003204","20003","5","0","0","1","0","0","90006","93","2","0","0","0","3100104","1","20","0","0"
"2","1003204","20003","4","0","0","3","0","0","90006","94","2","0","0","0","3100103","2","15","0","0"
"2","1003204","20003","3","0","0","10","0","0","90006","95","2","0","0","0","3100102","4","10","0","0"
"2","1003204","20003","1","0","0","30","0","0","90006","96","2","0","0","0","3100101","11","5","0","0"
"2","1003205","20003","10","0","0","1","0","0","90006","97","2","0","0","0","3100104","1","40","0","0"
"2","1003205","20003","8","0","0","3","0","0","90006","98","2","0","0","0","3100103","2","30","0","0"
"2","1003205","20003","6","0","0","10","0","0","90006","99","2","0","0","0","3100102","4","20","0","0"
"2","1003205","20003","2","0","0","30","0","0","90006","100","2","0","0","0","3100101","11","10","0","0"
"2","1003206","20003","4","0","0","1","0","0","90006","101","2","0","0","0","3100104","1","10","0","0"
"2","1003206","20003","3","0","0","3","0","0","90006","102","2","0","0","0","3100103","2","8","0","0"
"2","1003206","20003","2","0","0","10","0","0","90006","103","2","0","0","0","3100102","4","6","0","0"
"2","1003206","20003","1","0","0","30","0","0","90006","104","2","0","0","0","3100101","11","4","0","0"
"2","1003207","20003","4","0","0","1","0","0","90006","105","2","0","0","0","3100104","1","10","0","0"
"2","1003207","20003","3","0","0","3","0","0","90006","106","2","0","0","0","3100103","2","8","0","0"
"2","1003207","20003","2","0","0","10","0","0","90006","107","2","0","0","0","3100102","4","6","0","0"
"2","1003207","20003","1","0","0","30","0","0","90006","108","2","0","0","0","3100101","11","4","0","0"
"2","1003208","20003","4","0","0","1","0","0","90006","109","2","0","0","0","3100104","1","10","0","0"
"2","1003208","20003","3","0","0","3","0","0","90006","110","2","0","0","0","3100103","2","8","0","0"
"2","1003208","20003","2","0","0","10","0","0","90006","111","2","0","0","0","3100102","4","6","0","0"
"2","1003208","20003","1","0","0","30","0","0","90006","112","2","0","0","0","3100101","11","4","0","0"
"2","1003209","20003","4","0","0","1","0","0","90006","113","2","0","0","0","3100104","1","10","0","0"
"2","1003209","20003","3","0","0","3","0","0","90006","114","2","0","0","0","3100103","2","8","0","0"
"2","1003209","20003","2","0","0","10","0","0","90006","115","2","0","0","0","3100102","4","6","0","0"
"2","1003209","20003","1","0","0","30","0","0","90006","116","2","0","0","0","3100101","11","4","0","0"
"2","1003210","20003","4","0","0","1","0","0","90006","117","2","0","0","0","3100104","1","10","0","0"
"2","1003210","20003","3","0","0","3","0","0","90006","118","2","0","0","0","3100103","2","8","0","0"
"2","1003210","20003","2","0","0","10","0","0","90006","119","2","0","0","0","3100102","4","6","0","0"
"2","1003210","20003","1","0","0","30","0","0","90006","120","2","0","0","0","3100101","11","4","0","0"
"2","1004201","20003","5","0","0","1","0","0","90006","121","2","0","0","0","3100104","1","20","0","0"
"2","1004201","20003","4","0","0","3","0","0","90006","122","2","0","0","0","3100103","2","15","0","0"
"2","1004201","20003","3","0","0","10","0","0","90006","123","2","0","0","0","3100102","4","10","0","0"
"2","1004201","20003","1","0","0","30","0","0","90006","124","2","0","0","0","3100101","11","5","0","0"
"2","1004202","20003","5","0","0","1","0","0","90006","125","2","0","0","0","3100104","1","20","0","0"
"2","1004202","20003","4","0","0","3","0","0","90006","126","2","0","0","0","3100103","2","15","0","0"
"2","1004202","20003","3","0","0","10","0","0","90006","127","2","0","0","0","3100102","4","10","0","0"
"2","1004202","20003","1","0","0","30","0","0","90006","128","2","0","0","0","3100101","11","5","0","0"
"2","1004203","20003","5","0","0","1","0","0","90006","129","2","0","0","0","3100104","1","20","0","0"
"2","1004203","20003","4","0","0","3","0","0","90006","130","2","0","0","0","3100103","2","15","0","0"
"2","1004203","20003","3","0","0","10","0","0","90006","131","2","0","0","0","3100102","4","10","0","0"
"2","1004203","20003","1","0","0","30","0","0","90006","132","2","0","0","0","3100101","11","5","0","0"
"2","1004204","20003","5","0","0","1","0","0","90006","133","2","0","0","0","3100104","1","20","0","0"
"2","1004204","20003","4","0","0","3","0","0","90006","134","2","0","0","0","3100103","2","15","0","0"
"2","1004204","20003","3","0","0","10","0","0","90006","135","2","0","0","0","3100102","4","10","0","0"
"2","1004204","20003","1","0","0","30","0","0","90006","136","2","0","0","0","3100101","11","5","0","0"
"2","1004205","20003","10","0","0","1","0","0","90006","137","2","0","0","0","3100104","1","40","0","0"
"2","1004205","20003","8","0","0","3","0","0","90006","138","2","0","0","0","3100103","2","30","0","0"
"2","1004205","20003","6","0","0","10","0","0","90006","139","2","0","0","0","3100102","4","20","0","0"
"2","1004205","20003","2","0","0","30","0","0","90006","140","2","0","0","0","3100101","11","10","0","0"
"2","1004206","20003","4","0","0","1","0","0","90006","141","2","0","0","0","3100104","1","10","0","0"
"2","1004206","20003","3","0","0","3","0","0","90006","142","2","0","0","0","3100103","2","8","0","0"
"2","1004206","20003","2","0","0","10","0","0","90006","143","2","0","0","0","3100102","4","6","0","0"
"2","1004206","20003","1","0","0","30","0","0","90006","144","2","0","0","0","3100101","11","4","0","0"
"2","1004207","20003","4","0","0","1","0","0","90006","145","2","0","0","0","3100104","1","10","0","0"
"2","1004207","20003","3","0","0","3","0","0","90006","146","2","0","0","0","3100103","2","8","0","0"
"2","1004207","20003","2","0","0","10","0","0","90006","147","2","0","0","0","3100102","4","6","0","0"
"2","1004207","20003","1","0","0","30","0","0","90006","148","2","0","0","0","3100101","11","4","0","0"
"2","1004208","20003","4","0","0","1","0","0","90006","149","2","0","0","0","3100104","1","10","0","0"
"2","1004208","20003","3","0","0","3","0","0","90006","150","2","0","0","0","3100103","2","8","0","0"
"2","1004208","20003","2","0","0","10","0","0","90006","151","2","0","0","0","3100102","4","6","0","0"
"2","1004208","20003","1","0","0","30","0","0","90006","152","2","0","0","0","3100101","11","4","0","0"
"2","1004209","20003","4","0","0","1","0","0","90006","153","2","0","0","0","3100104","1","10","0","0"
"2","1004209","20003","3","0","0","3","0","0","90006","154","2","0","0","0","3100103","2","8","0","0"
"2","1004209","20003","2","0","0","10","0","0","90006","155","2","0","0","0","3100102","4","6","0","0"
"2","1004209","20003","1","0","0","30","0","0","90006","156","2","0","0","0","3100101","11","4","0","0"
"2","1004210","20003","4","0","0","1","0","0","90006","157","2","0","0","0","3100104","1","10","0","0"
"2","1004210","20003","3","0","0","3","0","0","90006","158","2","0","0","0","3100103","2","8","0","0"
"2","1004210","20003","2","0","0","10","0","0","90006","159","2","0","0","0","3100102","4","6","0","0"
"2","1004210","20003","1","0","0","30","0","0","90006","160","2","0","0","0","3100101","11","4","0","0"
