60ae3fb5762e791a0612cbabc8ea06df37fec222fd71e962d6ab188fdfa9f78d,e744b626509ce96daa56138e5ed921dfab0f44b02b1f9f55ced24f2e5afb921c,ec6f32c104241bf0f292081e74243b3a89c451145fae39d868256cea0fa2310e,7ea08c3bd3086995d9d3c776190a12cc3dfc6d5f33554324e49bf8a31d3b8127,e12666d025c8500dc1319c965ec1eeef347e00ac90343fb7a338c6e2c6175f88,241b41b946b1846303e0890fdaffbbdf34ece125bd6ad2f1df8ca5f213b2f263,2e2b63af16ee0af105d9a77456cff5bc24c50351d75195d7253519506a9c445a,4b200259c0185fb8934abde590558628ec9dce58cc38611aba0bd0c1f9c7d22c
"1","2","ㄢ","ㄩ","扮裝道具","用來變裝，拿下後原來是美女的眼鏡。","10011","1001103"
"1","3","ㄨㄚ","ㄧㄥ","花凜的眼鏡","公會小屋的管理員「花凜」戴著的眼鏡。","10011","1001104"
"1","1","ㄤ","ㄧㄥ","放大鏡","為了把小東西放大觀看用的道具。","10012","1001200"
"1","1","ㄧㄥ","ㄧㄢ","鏡片","用在放大鏡或各式物品上，讓光線曲折用的透明物體。","10012","1001201"
"1","2","ㄨ","ㄧㄥ","凸透鏡","具有放大效果的透鏡。","10012","1001202"
"1","3","ㄣ","ㄧㄣ","偵探必備的物品","名偵探「霞」愛用的偵探道具之一。","10012","1001203"
"1","1","ㄡ","ㄡ","肉","拿去烤就會噗滋地流出肉汁，是很棒的食材。","10013","1001300"
"1","2","ㄧㄠ","ㄧ","料理","食材經過巧手烹飪後的完美傑作，讓人忍不住要品嚐美味。","10013","1001301"
"1","2","ㄞ","ㄡ","帶骨肉","帶骨的肉。或是以該狀態料理的食物。光是帶骨就看起來莫名的美味。","10013","1001302"
"1","3","ㄨㄥ","ㄡ","龍肉","這麼棒的帶骨肉，該不會是傳說中存在於艾爾皮斯島上的「龍」吧。","10013","1001303"
"1","1","ㄩㄝ","ㄧㄤ","月亮","在夜空中閃耀著金黃色的美麗星球。","10014","1001400"
"1","1","ㄢ","ㄩㄝ","滿月","渾圓的閃耀著的月亮。","10014","1001401"
"1","2","ㄨ","ㄚ","露娜","「月亮」的拉丁文讀音。","10014","1001402"
"1","2","ㄨㄥ","ㄧㄝ","中秋節","農曆八月十五號。","10014","1001403"
"1","2","ㄨㄟ","ㄧㄥ","衛星","繞著行星公轉的天體。","10014","1001404"
"1","1","ㄧㄢ","ㄨ","蝙蝠","少數會飛行的哺乳類。雖然給人會吸血的印象，但是會吸血的品種非常少。","10015","1001500"
"1","2","ㄜ","ㄚ","德古拉","著名的吸血鬼。","10015","1001501"
"1","3","ㄧ","ㄨ","伊莉亞的眷屬","一份簡單的工作，只要摸摸女孩的頭，或抱抱她就好。","10015","1001502"
"1","1","ㄧㄠ","ㄟ","鳥類","全身覆滿著羽毛，用翅膀飛翔的物種的統稱。","10016","1001600"
"1","2","ㄛ","ㄨ","魔物","在蘭德索爾全境裡出現的怪物總稱。","10016","1001601"
"1","2","ㄕ","ㄧㄠ","始祖鳥","現代鳥類的始祖。","10016","1001602"
"1","2","ㄥ","ㄧㄣ","猛禽","具有攻擊性的鳥類。","10016","1001603"
"1","3","ㄧ","ㄗ","席茲","被封印在書中的鳥型魔物。是初音、栞所擊退的。","10016","1001604"
"1","1","ㄧㄝ","ㄗ","鞋子","穿在腳上之物。能保護腳底免於碰到小石頭或口香糖之類的文明頂端之物。","10017","1001700"
"1","1","ㄨㄢ","ㄩㄝ","短靴","能夠保護到腳踝的鞋子。","10017","1001701"
"1","2","ㄧ","ㄧㄝ","皮鞋","從大叔到女高中生的廣泛客層都愛用的流行物品。不過很可惜，煮了也不能吃。","10017","1001702"
"1","2","ㄩㄝ","ㄗ","靴子","包住腳的長靴。尤其編織款的時尚度無人可及。","10017","1001703"
"1","2","ㄤ","ㄩ","防具","提供防護效果的衣物。","10017","1001704"
"1","1","ㄠ","ㄧ","貓咪","貓科的哺乳類。因為是人類很熟悉的動物，在可愛的牠面前，人類實在無法抵抗。","10018","1001800"
"1","1","ㄨㄚ","ㄠ","花貓","帶有花紋的貓。","10018","1001801"
"1","3","ㄨ","ㄧㄡ","珠希的朋友","是指貓咪們。珠希會餵牠們吃飯，不過花費可不能小覷。","10018","1001802"
"1","1","ㄧㄣ","ㄩ","金魚","觀賞用的紅色小型魚類。在廟會時讓人不能不去撈的邪惡東西。","10019","1001900"
"1","1","ㄧㄠ","ㄩ","小魚","魚類一般的稱呼方式。傳說吃了會變聰明。","10019","1001901"
"1","1","ㄩ","ㄩ","魚","魚類一般的稱呼方式。據說年紀大後，比起肉會更想吃牠。","10019","1001902"
"1","2","ㄨㄢ","ㄩ","觀賞魚","用於觀賞而非食用所飼養的魚。","10019","1001903"
"1","1","ㄠ","ㄨ","老鼠","囓齒類的一種。","10020","1002000"
"1","1","ㄓ","ㄓ","吱吱","老鼠的叫聲，或是暱稱。","10020","1002001"
"1","2","ㄧㄝ","ㄨ","齧齒生物","咬食性哺乳動物的總稱。","10020","1002002"
"1","1","ㄢ","ㄢ","蛋","由鳥類或爬蟲類等的雌性所產下，以殼包覆著的球狀物體。","10021","1002100"
"1","2","ㄨㄢ","ㄨㄢ","卵","雌性生物的生殖細胞。","10021","1002101"
"1","2","ㄧㄠ","ㄠ","鳥巢","鳥類用樹枝築成的家，會在這裡産卵。","10021","1002102"
"1","2","ㄧㄢ","ㄨㄛ","燕窩","燕子所築的巢，中醫認為其有高度營養價值。","10021","1002103"
"1","1","ㄨㄢ","ㄨㄢ","船","載著人或物在水上前進的交通工具。","10022","1002200"
"1","1","ㄩㄣ","ㄧㄢ","軍艦","海軍使用的軍用船隻。","10022","1002201"
"1","2","ㄢ","ㄨㄢ","帆船","張帆後以風力前進的船。","10022","1002202"
"1","2","ㄤ","ㄞ","航海","以大型船隻航海。","10022","1002203"
"1","2","ㄚ","ㄞ","大航海時代","十五世紀歐洲人開始開發遠程海上航線的時代。","10022","1002204"
"1","2","ㄠ","ㄧ","貿易","互通有無的大規模商業行為。","10022","1002205"
"1","1","ㄧㄡ","ㄞ","牛奶","牛所流出的乳汁。除了可以直接飲用，還能加工成起司或奶油，是很棒的東西。","10023","1002300"
"1","2","ㄟ","ㄟ","ㄋㄟㄋㄟ","「牛奶」的別種說法。要說出口有點丟臉。","10023","1002301"
"1","2","ㄨㄢ","ㄞ","酸奶","某些地區是這麼稱呼優酪乳的。","10023","1002302"
"1","3","ㄧ","ㄞ","伊麗莎白","伊麗莎白牧場裡的牛的名字，是真陽的夥伴。","10023","1002303"
"1","1","ㄧㄠ","ㄧ","巧克力","將可可豆加工後的點心。在2月14日會被人大量消耗。","10024","1002400"
"1","2","ㄨ","ㄧ","朱古力","賭神愛吃的甜食。","10024","1002401"
"1","2","ㄧㄢ","ㄕ","甜食","味道是甜的，疲倦時會想吃。","10024","1002402"
"1","3","ㄨㄛ","ㄧ","哆啦喜歡的東西","一旦試過就再也無法放手。","10024","1002403"
"1","1","ㄧㄤ","ㄨㄛ","橡果","堅硬樹木的果實。不適合人類食用，但會刺激小孩子的收集慾望，充滿魅力的樹木的果實。","10025","1002500"
"1","2","ㄨㄛ","ㄕ","果實","會長成樹木的果實。","10025","1002501"
"1","2","ㄧㄢ","ㄨㄛ","堅果","被硬殼包覆著食用的果實。可放入點心或是當成下酒菜，在各處受到重用。","10025","1002502"
"1","3","ㄧㄥ","ㄧㄣ","鈴的點心","雖然不及紅豆麵包，但鈴好像也喜歡的樣子。對戰時丟向敵人能讓其暈眩。","10025","1002503"
"1","1","ㄠ","ㄟ","草莓","小小的又酸酸甜甜的水果。一顆顆的會被以為是種子，其實是果實。","10026","1002600"
"1","2","ㄧㄝ","ㄟ","野莓","在野外自由生長的莓果。","10026","1002601"
"1","2","ㄟ","ㄨㄛ","莓果","一種小的、果肉狀的且可經常食用的水果。","10026","1002602"
"1","1","ㄠ","ㄨ","老虎","大型貓科猛獸，肉食動物。","10027","1002700"
"1","2","ㄥ","ㄡ","猛獸","高攻擊性動物的俗稱，通常是肉食動物。","10027","1002701"
"1","3","ㄛ","ㄧㄥ","茉莉的憧憬","虎虎！","10027","1002702"
"1","3","ㄨ","ㄨ","無敵英雄虎虎","茉莉仰慕的正義英雄。不能吐嘈那名字。","10027","1002703"
"1","1","ㄨ","ㄗ","兔子","有著長長耳朵和短短尾巴的可愛哺乳類。作為寵物也很受歡迎。","10028","1002800"
"1","1","ㄨㄢ","ㄡ","玩偶","將布縫合後裝入棉花，做成像人或動物的形狀的東西。","10028","1002801"
"1","2","ㄨㄚ","ㄨㄚ","娃娃","仿造人或生物製作的東西。有各種材質，可當玩具或作觀賞用、祭祀用等有各種用途。","10028","1002802"
"1","3","ㄧㄚ","ㄜ","亞瑟","真步的一隻玩偶。名稱的意象來自亞瑟王和圓桌騎士。","10028","1002803"
"1","1","ㄚ","ㄢ","炸彈","爆發後會產生熱與衝擊，並破壞、殺傷對方的一種兵器。超危險。","10029","1002900"
"1","2","ㄨㄟ","ㄧㄣ","危險物品","可能會危及生物或環境的物質。操作時可能需要有證照。","10029","1002901"
"1","2","ㄩㄢ","ㄧ","遠距離武器","指可以飛得很遠的攻擊型武器，會爆炸的東西還是丟的遠遠的比較好吧？","10029","1002902"
"1","3","ㄧ","ㄩ","禊的惡作劇道具","還是好好地被罵一次比較好。","10029","1002903"
"1","1","ㄧ","ㄨㄚ","西瓜","瓜科的大型果實。綠色條紋的外皮，紅色果肉與黑色種子令人印象深刻。","10030","1003000"
"1","2","ㄧㄚ","ㄧㄥ","夏天風情","用來表示夏天感覺的東西。除了西瓜，其他還有大海或煙火等。","10030","1003001"
"1","2","ㄧㄥ","ㄨㄛ","清涼退火","某些食物吃了會有消暑的感覺。","10030","1003002"
"1","1","ㄚ","ㄚ","馬","馬科的大型哺乳類。由於力量強大，還能快速跑步，大家很常將其作為家畜或賽馬。","10031","1003100"
"1","1","ㄩ","ㄗ","驢子","馬科的哺乳類。和馬比起來雖然小，但力量強大，作為勞動力很受人重視。","10031","1003101"
"1","2","ㄨㄣ","ㄚ","純種馬","用馬的種類將品種改良成競賽用的類型。","10031","1003102"
"1","3","ㄥ","ㄧㄢ","夢魘","戰隊競賽時登場的馬型魔物。","10031","1003103"
"1","1","ㄧ","ㄗ","椅子","為了坐下用的家具。也有顯示職位、地位的意義。","10032","1003200"
"1","2","ㄧㄚ","ㄩ","家具","放在室內，平時使用的道具總稱。","10032","1003201"
"1","2","ㄧㄠ","ㄧ","小學椅","小學生使用的課桌椅。","10032","1003202"
"1","3","ㄨㄥ","ㄩ","公會小屋道具","放在公會小屋的家具或裝飾品。從豪華的設計到獨特的物品，其變化非常豐富。","10032","1003203"
"1","1","ㄞ","ㄞ","海","在陸地之外的凹陷處會不斷蓄滿水的地方。","10033","1003300"
"1","1","ㄧㄢ","ㄢ","淺灘","陸地和大海相連的地方。","10033","1003301"
"1","2","ㄠ","ㄧ","潮汐","受到月球引力影響，海水往陸地推移或遠離的現象。","10033","1003302"
"1","2","ㄤ","ㄨㄚ","浪花","海浪受岸邊地形影響被打散時所出現的四濺水花。","10033","1003303"
"1","3","ㄚ","ㄢ","瑪爾傑海岸","雖然是可以從蘭德索爾徒步到達的受歡迎海灘，但是常出現魔物，意外的很危險。","10033","1003304"
"1","1","ㄟ","ㄜ","貝殼","包覆在貝類外側的殼。掉在沙灘上會讓人不自覺想收集。","10034","1003400"
"1","2","ㄧㄚ","ㄟ","甲殼類","有著堅硬外骨骼的節肢動物。蝦、蟹，還有水蚤都算在內。","10034","1003401"
"1","3","ㄧ","ㄕ","寄居蟹騎士","蘭德索爾的所到之處出現的魔物。外觀像鎧甲一樣堅硬，是難對付的敵人。","10034","1003402"
"1","1","ㄧ","ㄧ","笛","一般是指木管樂器。分為直笛與橫笛。","10035","1003500"
"1","1","ㄓ","ㄧ","直笛","木管樂器之一。不能用來玩擊劍遊戲。","10035","1003501"
"1","2","ㄨㄢ","ㄧ","管樂器","樂器分類中的一種。吹入氣息，震動管內的空氣來發出聲音。","10035","1003502"
"1","2","ㄨ","ㄧ","豎笛","以直立方式吹奏的笛子。直笛或單簧管等。","10035","1003503"
"1","1","ㄨ","ㄣ","書本","在一疊紙上印刷文字或圖畫後裝訂成冊的東西。","10036","1003600"
"1","1","ㄧ","ㄧ","筆記","寫下文字或圖畫用的文具。","10036","1003601"
"1","2","ㄧㄠ","ㄨㄛ","小說","創作的故事。有戀愛、歷史、推理等，種類繁多。","10036","1003602"
"1","3","ㄞ","ㄨ","凱留的魔導書","是書嗎？還是魔杖？","10036","1003603"
"1","1","ㄩ","ㄩ","魚","魚類一般的稱呼方式。傳說吃了會變聰明。","10037","1003700"
"1","1","ㄧㄠ","ㄩ","小魚","魚類一般的稱呼方式。據說年紀大後，比起肉會更想吃牠。","10037","1003701"
"1","2","ㄨㄟ","ㄩ","鮪魚","魚的一種。又大又美味的高級魚。說到壽司就是這個。","10037","1003702"
"1","2","ㄞ","ㄨ","海洋生物","生活在海洋中的生命體。","10037","1003703"
"1","1","ㄨ","ㄨ","樹","是樹木。","10038","1003800"
"1","2","ㄢ","ㄨ","杉木","用來當聖誕樹的針葉樹。大株的還會長到40公尺。","10038","1003801"
"1","2","ㄥ","ㄧㄝ","聖誕節","雖然不清楚是何時開始及為什麼，但是聖誕老公公送禮的日子。","10038","1003802"
"1","2","ㄧㄝ","ㄨ","耶誕樹","耶誕節時的標誌裝飾物，將燈飾、彩帶等飾品掛在樹上而成。","10038","1003803"
"1","2","ㄧㄥ","ㄧㄝ","平安夜","聖誕節前一天的夜晚，也指聖誕節天亮前的深夜。","10038","1003804"
"1","3","ㄨㄤ","ㄜ","忘却的頌歌","和千歌一起，在聖夜於咲戀育幼院發生的奇蹟故事。","10038","1003805"
"1","1","ㄤ","ㄤ","棒棒糖","有棍子的糖果。","10039","1003900"
"1","2","ㄧㄢ","ㄕ","甜食","甜甜的很好吃，含在口中的感覺最棒了！","10039","1003901"
"1","3","ㄜ","ㄧㄣ","克蘿依的點心","光是拿著，那畫面就像一幅畫。","10039","1003902"
"1","1","ㄨㄢ","ㄨㄟ","玩具槌","上面是柔軟的，用波浪管製成的玩具。被打到會發出滑稽的聲音。","10040","1004000"
"1","2","ㄧㄝ","ㄨㄟ","鐵鎚","上面是由金屬製成的鈍器。被打到會很痛。","10040","1004001"
"1","2","ㄧㄠ","ㄨㄟ","小槌","小槌子。搖晃它可能會出現各種東西，也可能不會出現。","10040","1004002"
"1","3","ㄧ","ㄧ","祈梨的武器","祈梨的武器。動作很可愛，但進行的攻擊很兇狠。","10040","1004003"
"1","1","ㄧㄥ","ㄧㄥ","星星","在夜空發光的天體。","10041","1004100"
"1","2","ㄞ","ㄧㄥ","海星","星形的海洋生物。不適合食用。","10041","1004101"
"1","2","ㄧㄤ","ㄧㄥ","亮晶晶","發光模樣的一種表現。","10041","1004102"
"1","2","ㄧㄡ","ㄧㄥ","流星","初音的必殺技","10041","1004103"
"1","3","ㄢ","ㄨㄤ","蘭德索爾的形狀","不從空中看的話不會知道。","10041","1004104"
"1","1","ㄠ","ㄗ","帽子","戴在頭上的飾品。","10042","1004200"
"1","1","ㄣ","ㄕ","紳士","謹守禮儀的男士，也可以指社經地位高的人士。","10042","1004201"
"1","2","ㄧ","ㄠ","禮帽","「帽子」的種類之一。","10042","1004202"
"1","1","ㄟ","ㄗ","杯子","裝飲料等的容器。","10043","1004300"
"1","1","ㄜ","ㄜ","可可","以可可樹的果實製成的飲品。","10043","1004301"
"1","2","ㄚ","ㄟ","馬克杯","「杯子」的種類之一。","10043","1004302"
"1","2","ㄛ","ㄚ","摩卡","混合巧克力的咖啡。","10043","1004303"
"1","1","ㄡ","ㄡ","狗","會汪汪叫的動物。","10044","1004400"
"1","1","ㄩㄢ","ㄩㄢ","犬","「狗」的別種說法。","10044","1004401"
"1","2","ㄤ","ㄤ","狼","「狗」的同類。野生之力。","10044","1004402"
"1","2","ㄩㄝ","ㄩㄝ","月月","哈士奇的暱稱。","10044","1004403"
"1","2","ㄚ","ㄧ","哈士奇","非常像狼的大型犬種，可以當作寵物，如果你可以接受牠許多讓人哭笑不得的行為。","10044","1004404"
"1","1","ㄧ","ㄗ","旗子","輕飄飄的布。","10045","1004500"
"1","2","ㄢ","ㄧ","戰旗","軍隊在戰鬥時使用的旗子，用以分辨敵我，也可以當作下達指令的工具。","10045","1004501"
"1","2","ㄧㄣ","ㄧ","信號旗","用來傳遞訊息的旗子，通常是透過暗號或旗語來運作。","10045","1004502"
"1","1","ㄢ","ㄠ","蛋糕","很棒的點心。甜甜的很好吃。","10046","1004600"
"1","2","ㄧㄢ","ㄧㄣ","點心","很棒的食物。","10046","1004601"
"1","2","ㄥ","ㄜ","生日快樂","準備好要唱生日快樂歌了嗎？","10046","1004602"
"1","3","ㄧ","ㄨ","羈絆點數","羈絆的深遠不只是共同渡過的時間。卡路里也是羈絆的證明……","10046","1004603"
"1","3","ㄨㄥ","ㄠ","綜合莓果蛋糕","大家的最愛，就不說是什麼了，直接加上30羈絆值。","10046","1004604"
"1","1","ㄞ","ㄥ","麥克風","將聲音轉換成信號的裝置。","10047","1004700"
"1","2","ㄤ","ㄜ","唱歌","麥克風是唱歌的必需品！","10047","1004701"
"1","2","ㄧㄢ","ㄨㄟ","演唱會","在舞台上現場演奏。","10047","1004702"
"1","2","ㄡ","ㄧㄣ","偶像的必備物品","要是沒有這個就無法開始。","10047","1004703"
"1","3","ㄢ","ㄥ","閃耀麥克風","望的專用裝備。有慈樂之音的標誌！","10047","1004704"
"1","1","ㄡ","ㄨㄥ","口紅","能襯出嘴唇的化妝品。","10048","1004800"
"1","1","ㄨㄣ","ㄠ","唇膏","抹在嘴唇上，用來保護嘴唇的保養品。","10048","1004801"
"1","2","ㄨㄚ","ㄧㄣ","化妝品","為了美觀而塗抹在臉上的物品。","10048","1004802"
"1","1","ㄧㄢ","ㄠ","年糕","將穀物蒸煮後的東西。也是吉祥物。","10049","1004900"
"1","1","ㄚ","ㄨ","麻糬","「年糕」的別種說法。","10049","1004901"
"1","2","ㄧㄥ","ㄧㄥ","鏡餅","新年時可以供奉神佛，一大一小相疊的糯米糕。","10049","1004902"
"1","2","ㄢ","ㄨ","碳水化合物","年糕的主要營養素。小心不要吃太多。","10049","1004903"
"1","2","ㄨㄛ","ㄠ","糯米糕","以糯米製成的點心。","10049","1004904"
"1","1","ㄧㄠ","ㄧㄥ","妖精","嬌小又長著翅膀的種族。","10050","1005000"
"1","3","ㄧㄝ","ㄧㄚ","涅比亞","住在公會小屋的惡作劇妖精。","10050","1005001"
"1","1","ㄩ","ㄢ","雨傘","主要是避雨用的傘。","10051","1005100"
"1","2","ㄜ","ㄢ","遮陽傘","主要是遮陽用的傘。","10051","1005101"
"1","2","ㄧㄤ","ㄢ","陽傘","主要是遮陽用的傘。","10051","1005102"
"1","3","ㄢ","ㄖ","貪吃佩可夏日","盛夏時海灘公主的必需品！","10051","1005103"
"1","1","ㄞ","ㄗ","骰子","為了產生亂數用的道具。","10052","1005200"
"1","2","ㄨ","ㄛ","賭博","賭博。骰子上的數字讓人一喜一憂。","10052","1005201"
"1","2","ㄧㄡ","ㄧ","六面體","一般的骰子形狀。","10052","1005202"
"1","2","ㄚ","ㄨㄥ","大富翁","使用骰子的桌遊。","10052","1005203"
"1","2","ㄧ","ㄚ","洗八啦","一種以骰子進行的賭博遊戲，許多香腸攤老闆都對這個遊戲有自己的見解。","10052","1005204"
"1","1","ㄧㄣ","ㄧㄣ","信","將無法言喻的心意化為文字。","10053","1005300"
"1","2","ㄧㄡ","ㄧㄢ","郵件","透過郵遞系統移動的書信或包裹。","10053","1005301"
"1","2","ㄧㄥ","ㄨ","情書","用來傳達愛意的信。","10053","1005302"
"1","2","ㄨ","ㄧㄣ","書信","用來傳遞訊息的文件。","10053","1005303"
"1","2","ㄟ","ㄨ","飛鴿傳書","古代利用鴿子傳遞訊息的方法。","10053","1005304"
"1","1","ㄨ","ㄠ","葡萄","是一串的。旁邊的好像很酸。","10054","1005400"
"1","1","ㄗ","ㄠ","紫葡萄","紫色的葡萄，說到葡萄，還是紫色的最常見。","10054","1005401"
"1","2","ㄩ","ㄥ","巨峰","「葡萄」的種類之一。","10054","1005402"
"1","1","ㄧㄢ","ㄧㄤ","綿羊","有著鬆軟的毛。","10055","1005500"
"1","1","ㄧㄤ","ㄧㄝ","羊咩咩","對小孩子說羊的時候，有時候會這麼說。","10055","1005501"
"1","2","ㄞ","ㄧㄤ","白羊","白色的羊。","10055","1005502"
"1","2","ㄚ","ㄧㄤ","瑪莉有隻小綿羊","真可愛呀～♪","10055","1005503"
"1","1","ㄡ","ㄨ","豆腐","用豆子製成的東國料理。","10056","1005600"
"1","2","ㄨ","ㄨ","木綿豆腐","「豆腐」的種類之一。野性的口感。","10056","1005601"
"1","2","ㄧㄤ","ㄨ","涼拌豆腐","代表性的豆腐料理。","10056","1005602"
"1","2","ㄧㄥ","ㄨ","杏仁豆腐","杏仁做成的形狀像豆腐的甜品。","10056","1005603"
"1","1","ㄧㄚ","ㄗ","鴨子","不會飛的鳥。會嗄嗄的叫。","10057","1005700"
"1","2","ㄧㄠ","ㄟ","鳥類","也有會飛的鳥。也有不會飛的鳥。","10057","1005701"
"1","2","ㄨㄟ","ㄧㄠ","水鳥","依水而生的鳥類。","10057","1005702"
"1","1","ㄧㄥ","ㄧㄥ","蜻蜓","在空中飛的昆蟲。","10058","1005800"
"1","2","ㄧㄢ","ㄧㄥ","晏蜓","「蜻蜓」的種類之一。","10058","1005801"
"1","2","ㄨㄣ","ㄨㄥ","昆蟲","六支腳的動物。","10058","1005802"
"1","2","ㄟ","ㄨㄥ","飛龍","「蜻蜓」的英文稱呼，直譯後的意思，很厲害吧。","10058","1005803"
"1","1","ㄧㄝ","ㄗ","葉子","高等植物的營養器官。","10059","1005900"
"1","1","ㄨ","ㄧㄝ","樹葉","樹木的葉子。","10059","1005901"
"1","2","ㄩ","ㄧㄝ","綠葉","綠色的葉子。","10059","1005902"
"1","3","ㄧ","ㄧㄡ","碧的朋友","碧可以毫無顧慮聊天的少數的朋友。是朋友。","10059","1005903"
"1","1","ㄧㄝ","ㄓ","戒指","戴在手指上的飾品。","10060","1006000"
"1","1","ㄨㄢ","ㄧㄝ","鑽戒","鑲有鑽石的戒指。","10060","1006001"
