bb8f96b96d5f75c9e0e4ccd145f9f8430172baa41d8a430de573358d1b4e79c9,28ba37a92251669f40511945f127148d68d363411f20431a3381490b8ed42758,676a4a3dfe9b59a7366e508b25e1e30b01ef6736a85af2e3408cea342ea2aee3,c3d74fbb99715958d34b5fb8978ff24b86dc139866fea445e55b3c55c153f9f5,e9d27c918c9471bf0e00ba6eed03154103ae156bfd26a65a20a6c0cb2464d2a9,33ce4139336bef47f22f0c4c74a0bd08620499f1ba2ccd2961c1abdb4dec3e91,56fafcdf6df95ba23093afc41f7edd772803069588ef98941d10f905352a1e51,33a79ec52ac937a16ea7622db79420e13a14595dab89b453cf9b7d02e8342f81,dccfadf55132fa2bfc391f970f6d5be48a44932c5e38fcd05b62bb420152d5b0,ac54288dcf2dffb873c60cbd72e875b93f2b49755c2b014d231e8a91b17f5c0a,66d915d8ec031f8cdc9e5231af8baa4f05502697c81bb5561d97504e7c591df5
"122811","","-220","2","","","1009801","0.75","0","100","1009801016"
"122911","","-250","2","","","1009801","0.75","0","270","1009801017"
"122711","0","1","6","","0.4","1009801","1","1","1","1009801018"
"122811","0","1","6","","0.4","1009801","1","1","1","1009801019"
"122911","0","1","6","","0.4","1009801","1","1","1","1009801020"
"2","","","93","","","1009801","","","0","1009801021"
"122911","","1","3","","0.2","1009801","","","lsv_talk_joy1","1009801022"
"vo_lsv","","0","21","","","1009801","0","","vo_lsv_0121","1009801023"
"122911","0","10","11","0","0","1009801","1","1","「小繆快快長大日記」♪\n開始囉開始囉～","1009801024"
"0","","","91","","","1009801","","","","1009801025"
"122911","","1","3","","0.2","1009801","","","lsv_idle_normal_joyR","1009801026"
"122711","","1","3","","0.2","1009801","","","lsv_talk_normal","1009801027"
"vo_lsv","","0","21","","","1009801","0","","vo_lsv_0122","1009801028"
"122711","0","10","11","0","0","1009801","1","1","大家一起寫這本日記，\n留下和小繆的\n回憶吧。","1009801029"
"0","","","91","","","1009801","","","","1009801030"
"122711","","1","3","","0.2","1009801","","","lsv_idle_normal","1009801031"
"122911","","1","3","","0.2","1009801","","","lsv_idle_normal","1009801032"
"122811","0.2","0","3","","0","1009801","lsv_talk_cool_loop","1","lsv_talk_cool","1009801033"
"vo_lsv","","0","21","","","1009801","0","","vo_lsv_0123","1009801034"
"122811","0","10","11","0","0","1009801","1","1","話說回來……\n鏡華連日記都很認真寫呢～\n像要給老師看的一樣！","1009801035"
"0","","","91","","","1009801","","","","1009801036"
"122811","","1","3","","0.2","1009801","","","lsv_talk_bitter","1009801037"
"vo_lsv","","0","21","","","1009801","0","","vo_lsv_0124","1009801038"
"122811","0","10","11","0","0","1009801","1","1","這只有我們會看而已，\n可以寫得再隨興一點嘛～♪","1009801039"
"0","","","91","","","1009801","","","","1009801040"
"122811","","1","3","","0.2","1009801","","","lsv_idle_joy","1009801041"
"122711","","1","3","","0.2","1009801","","","lsv_talk_anger2","1009801042"
"vo_lsv","","0","21","","","1009801","0","","vo_lsv_0125","1009801043"
"122711","0","10","11","0","0","1009801","1","1","寫、寫得隨興一點……！\n這我做不到。","1009801044"
"0","","","91","","","1009801","","","","1009801045"
"122711","","1","3","","0.2","1009801","","","lsv_idle_anger2","1009801046"
"122911","","1","3","","0.2","1009801","","","lsv_talk_normal","1009801047"
"vo_lsv","","0","21","","","1009801","0","","vo_lsv_0126","1009801048"
"122911","0","10","11","0","0","1009801","1","1","不要緊的～\n美美覺得鏡華的日記\n也很棒啊♪","1009801049"
"0","","","91","","","1009801","","","","1009801050"
"122911","","1","3","","0.2","1009801","","","lsv_idle_normal_joyR","1009801051"
"122711","0.2","0","3","","0","1009801","lsv_talk_guts2_anger_loop","1","lsv_talk_guts2_anger","1009801052"
"vo_lsv","","0","21","","","1009801","0","","vo_lsv_0127","1009801053"
"122711","0","10","11","0","0","1009801","1","1","總、總之！\n這本日記也是為了要\n更了解小繆而寫的喔？","1009801054"
"0","","","91","","","1009801","","","","1009801055"
"122711","","1","3","","0.2","1009801","","","lsv_talk_normal_worry","1009801056"
"vo_lsv","","0","21","","","1009801","0","","vo_lsv_0128","1009801057"
"122711","0","10","11","0","0","1009801","1","1","因為如果不曉得是什麼生物，\n養起來會很辛苦……\n可別忘了這點喔？","1009801058"
"0","","","91","","","1009801","","","","1009801059"
"122711","","1","3","","0.2","1009801","","","lsv_idle_normal","1009801060"
"122811","0.2","0","3","","0","1009801","lsv_idle_normal","1","lsv_hello","1009801061"
"122911","0.2","0","3","","0","1009801","lsv_idle_normal_joyR","1","lsv_hello","1009801062"
"vo_lsv","","0","21","","","1009801","0","","vo_lsv_0129","1009801063"
"122811","0","10","11","0","0","1009801","1","1","好──！","1009801064"
"122911","0","10","11","0","0","1009801","1","1","好──！","1009801065"
"0","","","91","","","1009801","","","","1009801066"
"122711","","1","3","","0.2","1009801","","","lsv_idle_normal","1009801067"
"122911","","1","3","","0.2","1009801","","","lsv_talk_surprise","1009801068"
"vo_lsv","","0","21","","","1009801","0","","vo_lsv_0130","1009801069"
"122911","0","10","11","0","0","1009801","1","1","小繆好不可思議喔～\n第一次見到時\n真的嚇了一跳！","1009801070"
"0","","","91","","","1009801","","","","1009801071"
"122911","","1","3","","0.2","1009801","","","lsv_idle_normal_suprise1","1009801072"
"122811","0.2","0","3","","0","1009801","lsv_talk_cool_loop","1","lsv_talk_cool","1009801073"
"vo_lsv","","0","21","","","1009801","0","","vo_lsv_0131","1009801074"
"122811","0","10","11","0","0","1009801","1","1","畢竟蛋也跟石頭很像嘛！\n吶，哥哥覺得\n牠是什麼生物？","1009801075"
"0","","","91","","","1009801","","","","1009801076"
"122711","0.2","0","3","","0","1009801","lsv_look_idle_normal","1","lsv_choice","1009801077"
"122811","0.2","0","3","","0","1009801","lsv_look_idle_normal","1","lsv_choice","1009801078"
"122911","0.2","0","3","","0","1009801","lsv_look_idle_normal","1","lsv_choice","1009801079"
"0.1","","","93","","","1009801","","","0","1009801080"
"122711","0.2","-235","2","","","1009801","0.33","2","-452","1009801081"
"122811","0.2","-220","2","","","1009801","0.33","2","420","1009801082"
"122911","0.2","-250","2","","","1009801","0.33","2","545","1009801083"
"0","","1","22","","0.2","1009801","","","0","1009801084"
"怪獸的寶寶。","","0","103","","","1009801","","","1009801088","1009801085"
"大隻的蛞蝓。","","0","103","","","1009801","","","1009801102","1009801086"
"有毒的生物。","","0","103","","","1009801","","","1009801115","1009801087"
"122711","0.2","0","3","","0","1009801","lsv_idle_normal","1","lsv_choice","1009801088"
"122811","0.2","0","3","","0","1009801","lsv_idle_normal","1","lsv_choice","1009801089"
"122911","0.2","0","3","","0","1009801","lsv_idle_normal","1","lsv_choice","1009801090"
"0.1","","","93","","","1009801","","","0","1009801091"
"122711","0.2","-235","2","","","1009801","0.33","2","-200","1009801092"
"122811","0.2","-220","2","","","1009801","0.33","2","100","1009801093"
"122911","0.2","-250","2","","","1009801","0.33","2","270","1009801094"
"0.7","","","93","","","1009801","","","0","1009801095"
"122911","","1","3","","0.2","1009801","","","lsv_talk_wish_joy","1009801096"
"vo_lsv","","0","21","","","1009801","0","","vo_lsv_0132","1009801097"
"122911","0","10","11","0","0","1009801","1","1","怪獸先生？\n那一定會長很大吧～♪\n會長得比城堡還要大嗎？","1009801098"
"0","","","91","","","1009801","","","","1009801099"
"122911","","1","3","","0.2","1009801","","","lsv_idle_normal","1009801100"
"1009801129","","","101","","","1009801","","","","1009801101"
"122711","0.2","0","3","","0","1009801","lsv_idle_normal","1","lsv_choice","1009801102"
"122811","0.2","0","3","","0","1009801","lsv_idle_normal","1","lsv_choice","1009801103"
"122911","0.2","0","3","","0","1009801","lsv_idle_normal","1","lsv_choice","1009801104"
"0.1","","","93","","","1009801","","","0","1009801105"
"122711","0.2","-235","2","","","1009801","0.33","2","-200","1009801106"
"122811","0.2","-220","2","","","1009801","0.33","2","100","1009801107"
"122911","0.2","-250","2","","","1009801","0.33","2","270","1009801108"
"0.7","","","93","","","1009801","","","0","1009801109"
"122811","","1","3","","0.2","1009801","","","lsv_talk_bitter_sad","1009801110"
"vo_lsv","","0","21","","","1009801","0","","vo_lsv_0133","1009801111"
"122811","0","10","11","0","0","1009801","1","1","咦──蛞蝓～？\n感覺不怎麼帥氣……\n那還是不要讓牠接近鹽好了？","1009801112"
"0","","","91","","","1009801","","","","1009801113"
"1009801129","","","101","","","1009801","","","","1009801114"
"122711","0.2","0","3","","0","1009801","lsv_idle_normal","1","lsv_choice","1009801115"
"122811","0.2","0","3","","0","1009801","lsv_idle_normal","1","lsv_choice","1009801116"
"122911","0.2","0","3","","0","1009801","lsv_idle_normal","1","lsv_choice","1009801117"
"0.1","","","93","","","1009801","","","0","1009801118"
"122711","0.2","-235","2","","","1009801","0.33","2","-200","1009801119"
"122811","0.2","-220","2","","","1009801","0.33","2","100","1009801120"
"122911","0.2","-250","2","","","1009801","0.33","2","270","1009801121"
"0.7","","","93","","","1009801","","","0","1009801122"
"122711","","1","3","","0.2","1009801","","","lsv_talk_normal_worry","1009801123"
"vo_lsv","","0","21","","","1009801","0","","vo_lsv_0134","1009801124"
"122711","0","10","11","0","0","1009801","1","1","大家都一起摸過牠了，\n這不可能啦。\n更何況……牠那麼可愛。","1009801125"
"0","","","91","","","1009801","","","","1009801126"
"122711","","1","3","","0.2","1009801","","","lsv_idle_normal","1009801127"
"1009801129","","","101","","","1009801","","","","1009801128"
"0","","","91","","","1009801","","","","1009801129"
"122811","0.2","0","3","","0","1009801","lsv_talk_arm_crossed_loop_joy","1","lsv_talk_arm_crossed_joy","1009801130"
"vo_lsv","","0","21","","","1009801","0","","vo_lsv_0135","1009801131"
"122811","0","10","11","0","0","1009801","1","1","哎，不管怎麼樣，\n養養看就知道啦！\n那麼，一起加油吧──！","1009801132"
"0","","","91","","","1009801","","","","1009801133"
"122811","0.2","0","3","","0","1009801","lsv_idle_normal_joy","1","lsv_handsup_joy","1009801134"
"122911","0.2","0","3","","0","1009801","lsv_idle_normal_joy","1","lsv_handsup_joy","1009801135"
"122711","0.2","0","3","","0","1009801","lsv_idle_normal_joy","1","lsv_handsup_joy2","1009801136"
"vo_lsv","","0","21","","","1009801","0","","vo_lsv_0136","1009801137"
"122811","0","10","11","0","0","1009801","1","1","喔──！","1009801138"
"122911","0","10","11","0","0","1009801","1","1","喔──！","1009801139"
"122711","0","10","11","0","0","1009801","1","1","喔──！","1009801140"
"0","","","91","","","1009801","","","","1009801141"
"0","","","22","","","1009801","","","0.2","1009801142"
"0.2","","","93","","","1009801","","","","1009801143"
"","","","102","","","1009801","","","","1009801144"
"122911","0","1","12","0","0","1009801","0","0","7","1009801145"
"122911","","1","3","","0.2","1009801","","","lsv_talk_joy3","1009801146"
"3","","","93","","","1009801","","","0","1009801147"
"122911","","1","3","","0.2","1009801","","","lsv_idle_normal_joyR","1009801148"
"122811","0","1","12","0","0","1009801","0","0","6","1009801149"
"122811","0.2","0","3","","0","1009801","lsv_talk_guts1_loop","1","lsv_talk_guts1","1009801150"
"3","","","93","","","1009801","","","0","1009801151"
"122811","","1","3","","0.2","1009801","","","lsv_idle_joy","1009801152"
"122711","0","1","12","0","0","1009801","0","0","10","1009801153"
"122711","","1","3","","0.2","1009801","","","lsv_talk_joy1_normal","1009801154"
"3","","","93","","","1009801","","","0","1009801155"
"122711","","1","3","","0.2","1009801","","","lsv_idle_normal_joy","1009801156"
"1009801145","","","101","","","1009801","","","","1009801157"
"333","0","1","6","","1","1009801","1","0","1","1009801158"
"122711","","","4","","","1009801","","","1","1009801159"
"122711","","1","3","","0.2","1009801","","","lsv_run","1009801160"
"122711","","-235","2","","","1009801","0.8","0","-750","1009801161"
"122811","","","4","","","1009801","","","0","1009801162"
"122811","","1","3","","0.2","1009801","","","lsv_run","1009801163"
"122811","","-220","2","","","1009801","0.8","0","750","1009801164"
"122911","","","4","","","1009801","","","0","1009801165"
"122911","","1","3","","0.2","1009801","","","lsv_run","1009801166"
"122911","","-250","2","","","1009801","0.8","0","850","1009801167"
"0.6","","","93","","","1009801","","","","1009801168"
"122711","0","1","6","","0.2","1009801","1","0","1","1009801169"
"122811","0","1","6","","0.2","1009801","1","0","1","1009801170"
"122911","0","1","6","","0.2","1009801","1","0","1","1009801171"
"0","","","91","","","1009801","","","","1009801172"
"1","0","102","1","lsv_idle_normal","1.95","1009802","-650","-235","122911","1009802001"
"1","1","100","1","lsv_idle_normal","1.95","1009802","650","-220","122811","1009802002"
"1","1","101","1","lsv_idle_normal","1.95","1009802","750","-250","122711","1009802003"
"1","0","0","5","lsv_white_loop","1","1009802","0","0","333","1009802004"
"333","0","1","6","","0","1009802","1","0","1","1009802005"
"122911","0","1","6","","0","1009802","1","0","1","1009802006"
"122811","0","1","6","","0","1009802","1","0","1","1009802007"
"122711","0","1","6","","0","1009802","1","0","1","1009802008"
"1","","","93","","","1009802","","","0","1009802009"
"333","0","1","6","","0.8","1009802","1","0.4","1","1009802010"
"122911","","1","3","","0.2","1009802","","","lsv_walk","1009802011"
"122911","","-235","2","","","1009802","2","0","-200","1009802012"
"122911","0","1","6","","0.4","1009802","1","1","1","1009802013"
"122811","","1","3","","0.2","1009802","","","lsv_walk","1009802014"
"122811","","-220","2","","","1009802","2","0","100","1009802015"
"122811","0","1","6","","0.4","1009802","1","1","1","1009802016"
"122711","","1","3","","0.2","1009802","","","lsv_walk","1009802017"
"122711","","-250","2","","","1009802","2","0","270","1009802018"
"122711","0","1","6","","0.4","1009802","1","1","1","1009802019"
"2","","","93","","","1009802","","","0","1009802020"
"122911","","1","3","","0.2","1009802","","","lsv_idle_normal","1009802021"
"122811","","1","3","","0.2","1009802","","","lsv_idle_normal","1009802022"
"122711","","1","3","","0.2","1009802","","","lsv_idle_normal","1009802023"
"0.6","","","93","","","1009802","","","0","1009802024"
"122811","","1","3","","0.2","1009802","","","lsv_talk_sad_dead","1009802025"
"vo_lsv","","0","21","","","1009802","0","","vo_lsv_0221","1009802026"
"122811","0","10","11","0","0","1009802","1","1","雖然又去了一次海邊，\n還是找不到\n小繆的家人耶。","1009802027"
"0","","","91","","","1009802","","","","1009802028"
"122811","","1","3","","0.2","1009802","","","lsv_idle_sad_talk1","1009802029"
"122711","","1","3","","0.2","1009802","","","lsv_talk_thinking_sadR","1009802030"
"vo_lsv","","0","21","","","1009802","0","","vo_lsv_0222","1009802031"
"122711","0","10","11","0","0","1009802","1","1","嗯，不僅如此，\n搞不懂的事\n又更多了呢。","1009802032"
"0","","","91","","","1009802","","","","1009802033"
"122711","","1","3","","0.2","1009802","","","lsv_idle_normal_suprise1","1009802034"
"122811","","1","3","","0.2","1009802","","","lsv_idle_normal","1009802035"
"122911","","1","3","","0.2","1009802","","","lsv_talk_normal","1009802036"
"vo_lsv","","0","21","","","1009802","0","","vo_lsv_0223","1009802037"
"122911","0","10","11","0","0","1009802","1","1","但知道小繆\n會吃什麼了呢～\n跟我們吃一樣的就行了♪","1009802038"
"0","","","91","","","1009802","","","","1009802039"
"122911","","1","3","","0.2","1009802","","","lsv_idle_normal_joyR","1009802040"
"122711","","1","3","","0.2","1009802","","","lsv_talk_normal","1009802041"
"vo_lsv","","0","21","","","1009802","0","","vo_lsv_0224","1009802042"
"122711","0","10","11","0","0","1009802","1","1","啊，確實如此。\n這件事有搞清楚\n真是太好了。","1009802043"
"0","","","91","","","1009802","","","","1009802044"
"122711","","1","3","","0.2","1009802","","","lsv_idle_normal","1009802045"
"122911","","1","3","","0.2","1009802","","","lsv_talk_surprise","1009802046"
"vo_lsv","","0","21","","","1009802","0","","vo_lsv_0225","1009802047"
"122911","0","10","11","0","0","1009802","1","1","小繆會喜歡\n哪種食物呢～？\n哥哥知道嗎？","1009802048"
"0","","","91","","","1009802","","","","1009802049"
"122911","","1","3","","0.2","1009802","","","lsv_idle_surprise_talkjoy","1009802050"
"122911","0.2","0","3","","0","1009802","lsv_look_idle_normal","1","lsv_choice","1009802051"
"122811","0.2","0","3","","0","1009802","lsv_look_idle_normal","1","lsv_choice","1009802052"
"122711","0.2","0","3","","0","1009802","lsv_look_idle_normal","1","lsv_choice","1009802053"
"0.1","","","93","","","1009802","","","0","1009802054"
"122911","0.2","-235","2","","","1009802","0.33","2","-452","1009802055"
"122811","0.2","-220","2","","","1009802","0.33","2","420","1009802056"
"122711","0.2","-250","2","","","1009802","0.33","2","545","1009802057"
"0","","1","22","","0.2","1009802","","","0","1009802058"
"蛋糕。","","0","103","","","1009802","","","1009802062","1009802059"
"蘋果。","","0","103","","","1009802","","","1009802086","1009802060"
"麵包。","","0","103","","","1009802","","","1009802109","1009802061"
"122911","0.2","0","3","","0","1009802","lsv_idle_normal","1","lsv_choice","1009802062"
"122811","0.2","0","3","","0","1009802","lsv_idle_normal","1","lsv_choice","1009802063"
"122711","0.2","0","3","","0","1009802","lsv_idle_normal","1","lsv_choice","1009802064"
"0.1","","","93","","","1009802","","","0","1009802065"
"122911","0.2","-235","2","","","1009802","0.33","2","-200","1009802066"
"122811","0.2","-220","2","","","1009802","0.33","2","100","1009802067"
"122711","0.2","-250","2","","","1009802","0.33","2","270","1009802068"
"0.7","","","93","","","1009802","","","0","1009802069"
"122911","","1","3","","0.2","1009802","","","lsv_talk_joy3","1009802070"
"vo_lsv","","0","21","","","1009802","0","","vo_lsv_0226","1009802071"
"122911","0","10","11","0","0","1009802","1","1","蛋糕很好吃嘛～\n美美也最～喜歡了♪","1009802072"
"0","","","91","","","1009802","","","","1009802073"
"122911","","1","3","","0.2","1009802","","","lsv_idle_normal_joy","1009802074"
"122811","","1","3","","0.2","1009802","","","lsv_talk_wish_joy","1009802075"
"vo_lsv","","0","21","","","1009802","0","","vo_lsv_0227","1009802076"
"122811","0","10","11","0","0","1009802","1","1","蛋糕……既然如此，\n也來調查牠喜歡哪種蛋糕吧！\n這樣一定更好！","1009802077"
"0","","","91","","","1009802","","","","1009802078"
"122811","","1","3","","0.2","1009802","","","lsv_idle_wish_joy","1009802079"
"122711","0.2","0","3","","0","1009802","lsv_talk_doya_shy_loop","1","lsv_talk_doya_shy","1009802080"
"vo_lsv","","0","21","","","1009802","0","","vo_lsv_0228","1009802081"
"122711","0","10","11","0","0","1009802","1","1","說是這麼說，其實只是\n妳自己想吃各種蛋糕吧……\n不過我也贊成♪","1009802082"
"0","","","91","","","1009802","","","","1009802083"
"122711","","1","3","","0.2","1009802","","","lsv_idle_doya","1009802084"
"1009802133","","","101","","","1009802","","","","1009802085"
"122911","0.2","0","3","","0","1009802","lsv_idle_normal","1","lsv_choice","1009802086"
"122811","0.2","0","3","","0","1009802","lsv_idle_normal","1","lsv_choice","1009802087"
"122711","0.2","0","3","","0","1009802","lsv_idle_normal","1","lsv_choice","1009802088"
"0.1","","","93","","","1009802","","","0","1009802089"
"122911","0.2","-235","2","","","1009802","0.33","2","-200","1009802090"
"122811","0.2","-220","2","","","1009802","0.33","2","100","1009802091"
"122711","0.2","-250","2","","","1009802","0.33","2","270","1009802092"
"0.7","","","93","","","1009802","","","0","1009802093"
"122711","","1","3","","0.2","1009802","","","lsv_talk_thinking_joyR","1009802094"
"vo_lsv","","0","21","","","1009802","0","","vo_lsv_0229","1009802095"
"122711","0","10","11","0","0","1009802","1","1","蘋果……水果啊。\n很健康，我覺得很不錯。","1009802096"
"0","","","91","","","1009802","","","","1009802097"
"122711","","1","3","","0.2","1009802","","","lsv_idle_normal_joy","1009802098"
"122911","0.2","0","3","","0","1009802","lsv_talk_guts2_joy_loop","1","lsv_talk_guts2_joy","1009802099"
"vo_lsv","","0","21","","","1009802","0","","vo_lsv_0230","1009802100"
"122911","0","10","11","0","0","1009802","1","1","美美喜歡切成\n兔子形狀的蘋果～♪","1009802101"
"0","","","91","","","1009802","","","","1009802102"
"122911","","1","3","","0.2","1009802","","","lsv_idle_normal_joyR","1009802103"
"122811","0.2","0","3","","0","1009802","lsv_talk_guts2_loop","1","lsv_talk_guts2","1009802104"
"vo_lsv","","0","21","","","1009802","0","","vo_lsv_0231","1009802105"
"122811","0","10","11","0","0","1009802","1","1","我們也切給牠吃吧！\n雖然好像很難，\n但總會有辦法的！","1009802106"
"0","","","91","","","1009802","","","","1009802107"
"1009802133","","","101","","","1009802","","","","1009802108"
"122911","0.2","0","3","","0","1009802","lsv_idle_normal","1","lsv_choice","1009802109"
"122811","0.2","0","3","","0","1009802","lsv_idle_normal","1","lsv_choice","1009802110"
"122711","0.2","0","3","","0","1009802","lsv_idle_normal","1","lsv_choice","1009802111"
"0.1","","","93","","","1009802","","","0","1009802112"
"122911","0.2","-235","2","","","1009802","0.33","2","-200","1009802113"
"122811","0.2","-220","2","","","1009802","0.33","2","100","1009802114"
"122711","0.2","-250","2","","","1009802","0.33","2","270","1009802115"
"0.7","","","93","","","1009802","","","0","1009802116"
"122811","","1","3","","0.2","1009802","","","lsv_talk_normal_worry","1009802117"
"vo_lsv","","0","21","","","1009802","0","","vo_lsv_0232","1009802118"
"122811","0","10","11","0","0","1009802","1","1","麵包啊……感覺好普通喔──\n我們也每天都在吃。","1009802119"
"0","","","91","","","1009802","","","","1009802120"
"122811","","1","3","","0.2","1009802","","","lsv_idle_normal_suprise1","1009802121"
"122711","","1","3","","0.2","1009802","","","lsv_talk_normal","1009802122"
"vo_lsv","","0","21","","","1009802","0","","vo_lsv_0233","1009802123"
"122711","0","10","11","0","0","1009802","1","1","不過，如果真的討厭\n是沒辦法每天吃的。\n而且也能換換口味。","1009802124"
"0","","","91","","","1009802","","","","1009802125"
"122711","","1","3","","0.2","1009802","","","lsv_idle_normal","1009802126"
"122911","","1","3","","0.2","1009802","","","lsv_talk_wish_joy","1009802127"
"vo_lsv","","0","21","","","1009802","0","","vo_lsv_0234","1009802128"
"122911","0","10","11","0","0","1009802","1","1","如果是三明治，\n我們或許也做得出來！\n來做做看吧～♪","1009802129"
"0","","","91","","","1009802","","","","1009802130"
"122911","","1","3","","0.2","1009802","","","lsv_idle_wish_joyR","1009802131"
"1009802133","","","101","","","1009802","","","","1009802132"
"0","","","91","","","1009802","","","","1009802133"
"","","","102","","","1009802","","","","1009802134"
"0","","","22","","","1009802","","","0.2","1009802135"
"0.2","","","93","","","1009802","","","","1009802136"
"122811","0","1","12","0","0","1009802","0","0","11","1009802137"
"122811","0.2","0","3","","0.2","1009802","lsv_surprise3_kira_loop","1","lsv_surprise3_kira","1009802138"
"3","","","93","","","1009802","","","0","1009802139"
"122811","","1","3","","0.2","1009802","","","lsv_idle_normal_joy","1009802140"
"122711","0","1","12","0","0","1009802","0","0","10","1009802141"
"122711","","1","3","","0.2","1009802","","","lsv_talk_joy3_dere","1009802142"
"3","","","93","","","1009802","","","0","1009802143"
"122711","","1","3","","0.2","1009802","","","lsv_idle_normal_joy","1009802144"
"122911","0","1","12","0","0","1009802","0","0","7","1009802145"
"122911","","1","3","","0.2","1009802","","","lsv_talk_memory","1009802146"
"3","","","93","","","1009802","","","0","1009802147"
"122911","","1","3","","0.2","1009802","","","lsv_idle_normal_joyR","1009802148"
"1009802137","","","101","","","1009802","","","","1009802149"
"333","0","1","6","","1","1009802","1","0","1","1009802150"
"122911","","","4","","","1009802","","","1","1009802151"
"122911","","1","3","","0.2","1009802","","","lsv_run","1009802152"
"122911","","-235","2","","","1009802","0.8","0","-750","1009802153"
"122811","","","4","","","1009802","","","0","1009802154"
"122811","","1","3","","0.2","1009802","","","lsv_run","1009802155"
"122811","","-220","2","","","1009802","0.8","0","750","1009802156"
"122711","","","4","","","1009802","","","0","1009802157"
"122711","","1","3","","0.2","1009802","","","lsv_run","1009802158"
"122711","","-250","2","","","1009802","0.8","0","850","1009802159"
"0.6","","","93","","","1009802","","","","1009802160"
"122911","0","1","6","","0.2","1009802","1","0","1","1009802161"
"122811","0","1","6","","0.2","1009802","1","0","1","1009802162"
"122711","0","1","6","","0.2","1009802","1","0","1","1009802163"
"0","","","91","","","1009802","","","","1009802164"
"1","0","101","1","lsv_idle_normal","1.95","1009803","-700","-220","100411","1009803001"
"1","0","100","1","lsv_idle_normal","1.95","1009803","-550","-235","103611","1009803002"
"1","0","102","1","lsv_idle_normal","1.95","1009803","-800","-250","102011","1009803003"
"1","0","0","5","lsv_white_loop","1","1009803","0","0","333","1009803004"
"333","0","1","6","","0","1009803","1","0","1","1009803005"
"3","","-630","31","","0","1009803","110","1.3","13","1009803006"
"100411","0","1","6","","0","1009803","1","0","1","1009803007"
"103611","0","1","6","","0","1009803","1","0","1","1009803008"
"102011","0","1","6","","0","1009803","1","0","1","1009803009"
"1","","","93","","","1009803","","","0","1009803010"
"333","0","1","6","","0.8","1009803","1","0.4","1","1009803011"
"100411","","1","3","","0.2","1009803","","","lsv_walk_glad","1009803012"
"100411","","-220","2","","","1009803","2","0","-100","1009803013"
"100411","0","1","6","","0.4","1009803","1","1","1","1009803014"
"103611","","1","3","","0.2","1009803","","","lsv_walk_glad2","1009803015"
"103611","","-235","2","","","1009803","2.2","0","100","1009803016"
"103611","0","1","6","","0.4","1009803","1","1","1","1009803017"
"102011","","1","3","","0.2","1009803","","","lsv_walk_glad","1009803018"
"102011","","-250","2","","","1009803","2","0","-270","1009803019"
"102011","0","1","6","","0.4","1009803","1","1","1","1009803020"
"13","","","32","","","1009803","","","1","1009803021"
"13","","110","33","","","1009803","2","0","-180","1009803022"
"2","","","93","","","1009803","","","","1009803023"
"13","","","32","","","1009803","","","0","1009803024"
"100411","","1","3","","0.2","1009803","","","lsv_idle_normal","1009803025"
"102011","","1","3","","0.2","1009803","","","lsv_idle_normal","1009803026"
"0.2","","","93","","","1009803","","","","1009803027"
"103611","","","4","","","1009803","","","1","1009803028"
"103611","","1","3","","0.2","1009803","","","lsv_idle_normal","1009803029"
"0.5","","","93","","","1009803","","","","1009803030"
"100411","0","0.5","12","","0","1009803","","","10","1009803031"
"100411","0.2","0","3","","0","1009803","lsv_idle_normal","1","lsv_smile2","1009803032"
