8904aaef4b1152bac48da4b82c13ad06d8307b5a9bc2931e14786b4a5e3654e2,d1cfa11965e74feba0e8b7de3cab4812ada768b4abbd56a2083b9ad6f6b955ec,6532204909894e1fe8726e93f33483fb6de1769ba941f5edc2f2e639b26f98e6,736d951104819e075def9accf6a6efa73d0843f18ee6616a937cbb8a377b2702,7c3461e19dc24ad95bb5f37c92867d8e847be520f68931e0dc44a01126dc796b,b436c1467de421e277223feeae4a2738f6a80e5e76b2d9c457977943c14d80ac,7bdc7f9b40fad2176ee5fae98a745dffe701799d69b9433d2b4b15edcd24181f,7d572d48d48429242671022602a62509f669e76ea0f53a0051fedf9643812cec,c95cc46b8bdbd3570f53ebf43b69f6596006db07d70dc6450d76c9db7879b42b,bfb8b188656debeba9d9782195b3bcae6493a298f35e91cbfd1cef63e495cad2,917331599bf645a9d8086073adbe1ccdf855083fbea0b2a53dcedc004287f8d4,1b434eb1097d058fd20c7426da30eb2c17dabfe759a9cb9fbf43021cbbbd0798,8eee1e0bcf00660dbe430bb9f5a522f70e79ebe0b6759304ac703ddf427169fc,4e2af8f4617b68762d86f00a59826ef2956370a3c5c861b7ae301618db6ed1be,75f30ec3098664a6a12f3e4ef3df5b1219b04bc55028d5ef9bf395c276e7f071,67418f683e023ecec5105e6a397f1aec2f076729201dd67bbca9b75d94b916f4,42016b985b0513e25416f0f7b6ae6c65f48b5f581da76e09bc7effff31073466,52577970f5e3b7f32063824360b21699438d54bd0252304a3d83f5791f6fff6e,d6bf8727919585cc80180757b74ba69cdef1cf30c9ec86845b00c8dbbac01505,985388628e42b8e19ec60cb7ee188a9d28a5ab540e1ec0b7c775ccb5627af39b,91504a4c5bdeea3c8cb9aa1ed7b7b4792415c29309f29cc224d59abf1d2b3ca9,f5d31e4a4106a9f226b878fad21f4197f00397fd9ddb535a7f3b872d68da8605
"1.8","5","150","101042","1003","bgm_M55","450","1","5","101042","-30","1","1.1","0","-55","0","0","1","10030105","210","-50","1.35"
"0.8","1","250","101161","1004","bgm_M64","-480","1","1","101161","-30","1","0.6","0","-120","10","-30","1","10040101","210","0","0.7"
"1.2","2","0","101161","1004","bgm_M64","-260","1","2","101161","-30","1","0.75","0","-120","10","0","1","10040102","200","0","1"
"1.4","3","100","101161","1004","bgm_M64","-20","1","3","101161","-30","1","0.9","-15","55","0","-10","1","10040103","200","-30","1"
"1.3","4","0","101161","1004","bgm_M64","180","1","4","101161","-30","1","0.9","0","-30","0","0","1","10040104","200","-30","1"
"1.2","5","200","101162","1004","bgm_M55","470","1","5","101162","-30","1","0.9","-40","-60","0","-30","1","10040105","250","-50","0.9"
"0.8","1","250","101161","1005","bgm_M64","-480","1","1","101171","-30","1","0.6","0","-120","10","-30","1","10050101","210","0","0.7"
"1.2","2","0","101161","1005","bgm_M64","-260","1","2","101171","-30","1","0.75","0","-120","10","0","1","10050102","200","0","1"
"1.4","3","100","101161","1005","bgm_M64","-20","1","3","101171","-30","1","0.9","-15","45","0","-10","1","10050103","200","-30","1"
"1","4","0","101161","1005","bgm_M64","190","1","4","101171","-30","1","0.7","0","-70","0","0","1","10050104","200","0","1"
"1.3","5","200","101162","1005","bgm_M55","445","1","5","101172","-30","1","1","-40","-25","0","0","1","10050105","240","-30","1"
"0.8","1","250","101161","1006","bgm_M64","-480","1","1","101191","-30","1","0.6","0","-120","10","-30","1","10060101","210","0","0.7"
"1.2","2","0","101161","1006","bgm_M64","-260","1","2","101191","-30","1","0.75","0","-100","10","0","1","10060102","200","0","1"
"1.1","3","100","101161","1006","bgm_M64","-10","1","3","101191","-30","1","0.8","-15","65","0","-10","1","10060103","200","0","1"
"1.2","4","0","101161","1006","bgm_M64","190","1","4","101191","-30","1","0.8","0","-110","0","0","1","10060104","200","0","1"
"1.15","5","270","101162","1006","bgm_M55","485","1","5","101192","-30","1","0.9","0","-70","-10","-45","1","10060105","280","-50","1"
"0.8","1","250","101161","1007","bgm_M64","-480","1","1","101201","-30","1","0.6","0","-120","10","-30","1","10070101","210","0","0.7"
"1.2","2","120","101161","1007","bgm_M64","-260","1","2","101201","-30","1","0.9","0","-120","10","0","1","10070102","240","0","1"
"1.1","3","100","101161","1007","bgm_M64","-10","1","3","101201","-30","1","0.8","-15","65","0","-10","1","10070103","200","0","1"
"1.2","4","100","101161","1007","bgm_M64","190","1","4","101201","-30","1","0.9","0","-110","0","0","1","10070104","200","0","1"
"1.45","5","270","101162","1007","bgm_M55","475","1","5","101202","-30","1","1","-20","-30","10","-45","1","10070105","250","-50","1"
"0.8","1","250","101161","1008","bgm_M64","-480","1","1","101291","-30","1","0.6","0","-120","10","-30","1","10080101","210","0","0.7"
"1.2","2","120","101161","1008","bgm_M64","-260","1","2","101291","-30","1","0.9","0","-120","10","0","1","10080102","240","0","1"
"1.1","3","100","101161","1008","bgm_M64","-40","1","3","101291","-30","1","0.8","-15","65","0","-10","1","10080103","200","0","1"
"1.3","4","100","101161","1008","bgm_M64","150","1","4","101291","-30","1","0.9","0","-110","0","0","1","10080104","200","0","1.3"
"1.45","5","45","101162","1008","bgm_M55","490","1","5","101292","-30","1","1.1","-20","-15","30","30","1","10080105","230","15","1.3"
"0.8","1","250","101161","1009","bgm_M64","-480","1","1","101301","-30","1","0.6","0","-120","10","-30","1","10090101","210","0","0.7"
"1.2","2","120","101161","1009","bgm_M64","-260","1","2","101301","-30","1","0.75","0","-120","10","0","1","10090102","200","0","1"
"2.3","3","100","101161","1009","bgm_M64","-50","1","3","101301","-30","1","1.55","-15","100","0","-10","1","10090103","200","0","2.2"
"1.3","4","100","101161","1009","bgm_M64","180","1","4","101301","-30","1","1","0","-100","0","0","1","10090104","200","15","1.3"
"1.2","5","200","101162","1009","bgm_M55","470","1","5","101302","-30","1","1","-20","-55","10","-30","1","10090105","270","-15","1.1"
"1","1","170","101161","1010","bgm_M64","-450","1","1","101441","-30","1","0.575","0","-130","10","-30","1","10100101","210","-25","0.9"
"1.2","2","120","101161","1010","bgm_M64","-250","1","2","101441","-30","1","0.75","0","-120","10","0","1","10100102","200","0","1"
"1.1","3","100","101161","1010","bgm_M64","-10","1","3","101441","-30","1","0.8","-15","50","0","-10","1","10100103","200","0","1"
"1.3","4","0","101161","1010","bgm_M64","180","1","4","101441","-30","1","0.9","0","-100","0","0","1","10100104","200","-30","1"
"1.2","5","200","101162","1010","bgm_M55","470","1","5","101442","-30","1","0.95","-20","-70","10","-30","1","10100105","270","-35","1.1"
"1","1","170","101451","1011","bgm_M64","-450","1","1","101451","-30","1","0.575","0","-130","10","-30","1","10110101","210","-25","0.9"
"1.2","2","120","101451","1011","bgm_M64","-250","1","2","101451","-30","1","0.75","0","-120","10","0","1","10110102","200","0","1"
"1.4","3","100","101451","1011","bgm_M64","-20","1","3","101451","-30","1","0.9","-15","50","0","-10","1","10110103","200","-30","1"
"0.9","4","100","101451","1011","bgm_M64","200","1","4","101451","-30","1","0.65","0","-100","0","0","1","10110104","220","20","0.8"
"1.55","5","200","101452","1011","bgm_M55","510","1","5","101452","-30","1","1.25","0","-70","0","-50","1","10110105","290","-35","1.4"
"1","1","170","101451","1012","bgm_M64","-450","1","1","101561","-30","1","0.575","0","-130","10","-30","1","10120101","210","-25","0.9"
"1.2","2","120","101451","1012","bgm_M64","-240","1","2","101561","-30","1","0.9","0","-120","0","0","1","10120102","240","0","1"
"0.9","3","100","101451","1012","bgm_M64","-30","1","3","101561","-30","1","0.6","-5","60","5","-10","1","10120103","200","0","0.8"
"1.5","4","100","101451","1012","bgm_M64","180","1","4","101561","-30","1","0.9","0","-100","0","0","1","10120104","200","-30","1.2"
"1.55","5","400","101452","1012","bgm_M55","460","1","5","101562","-30","1","1.25","0","-70","0","-50","1","10120105","290","-60","1.35"
"0.8","1","250","101001","1013","bgm_M64","-480","1","1","101001","-30","1","0.6","0","-120","10","-30","1","10130101","210","0","0.7"
"1.2","2","0","101001","1013","bgm_M64","-260","1","2","101001","-30","1","0.75","0","-120","10","0","1","10130102","200","0","1"
"1.1","3","100","101001","1013","bgm_M64","-40","1","3","101001","-30","1","0.7","-13","0","0","-10","1","10130103","200","0","1"
"1.2","4","0","101001","1013","bgm_M64","240","1","4","101001","-30","1","0.7","0","-50","0","0","1","10130104","200","0","1"
"1.3","5","200","101011","1013","bgm_M55","480","1","5","101011","-30","1","1.2","0","-40","0","0","1","10130105","250","0","1"
"1","1","170","101041","1014","bgm_M64","-450","1","1","101041","-30","1","0.575","0","-130","10","-30","1","10140101","210","-25","0.9"
"1.2","2","120","101041","1014","bgm_M64","-250","1","2","101041","-30","1","0.75","0","-120","10","0","1","10140102","200","0","1"
"2.3","3","100","101041","1014","bgm_M64","-50","1","3","101041","-30","1","1.55","-15","100","0","-10","1","10140103","200","0","2.2"
"1","4","0","101041","1014","bgm_M64","190","1","4","101041","-30","1","0.7","0","-70","0","0","1","10140104","200","0","1"
"1.8","5","200","101042","1014","bgm_M55","440","1","5","101042","-30","1","1.4","0","0","0","0","1","10140105","250","0","1.6"
"0.8","1","250","101161","1015","bgm_M64","-470","1","1","101041","-30","1","0.6","0","-125","10","-30","1","10150101","210","0","0.7"
"1.2","2","120","101161","1015","bgm_M64","-210","1","2","101041","-30","1","0.75","0","-95","10","0","1","10150102","200","0","1"
"1.4","3","100","101161","1015","bgm_M64","50","1","3","101041","-30","1","0.9","-15","-120","0","-10","1","10150103","200","-30","1"
"1","4","150","101162","1015","bgm_M64","195","1","4","101041","-30","1","0.7","0","35","0","0","1","10150104","200","43","1"
"1.8","5","150","101161","1015","bgm_M55","450","1","5","101042","-30","1","1.1","0","-55","0","0","1","10150105","210","-50","1.35"
"0.8","1","250","101451","1016","bgm_M64","-480","1","1","101161","-30","1","0.6","0","-120","10","0","1","10160101","210","0","0.85"
"1.2","2","0","101451","1016","bgm_M64","-260","1","2","101161","-30","1","0.75","0","-100","10","0","1","10160102","200","0","1.1"
"1.1","3","100","101451","1016","bgm_M64","-10","1","3","101161","-30","1","0.8","-15","65","0","-10","1","10160103","200","0","1"
"1","4","0","101451","1016","bgm_M64","190","1","4","101161","-30","1","0.8","0","-110","0","0","1","10160104","200","0","0.85"
"1.15","5","270","101452","1016","bgm_M55","485","1","5","101162","-30","1","0.9","0","-70","-10","-45","1","10160105","280","-50","1"
"0.8","1","250","101171","1017","bgm_M64","-480","1","1","101171","-30","1","0.6","0","-120","10","-30","1","10170101","210","0","0.7"
"1","2","0","101171","1017","bgm_M64","-260","1","2","101171","-30","1","0.6","0","-120","10","0","1","10170102","240","0","0.7"
"1.4","3","0","101171","1017","bgm_M64","-10","1","3","101171","-30","1","0.9","-15","65","0","-10","1","10170103","200","-30","1"
"1.3","4","100","101171","1017","bgm_M64","190","1","4","101171","-30","1","0.9","0","-110","0","0","1","10170104","200","-30","1"
"1.45","5","270","101172","1017","bgm_M55","475","1","5","101172","-30","1","1","-20","-30","10","0","1","10170105","250","-50","1"
"0.8","1","100","101171","1018","bgm_M64","-480","1","1","101191","-30","1","0.6","0","-120","10","-30","1","10180101","210","0","0.7"
"1.2","2","100","101171","1018","bgm_M64","-260","1","2","101191","-30","1","0.75","0","-100","10","0","1","10180102","200","0","1"
"0.9","3","100","101171","1018","bgm_M64","-10","1","3","101191","-30","1","0.6","-5","65","5","-10","1","10180103","200","0","0.8"
"1.2","4","100","101171","1018","bgm_M64","190","1","4","101191","-30","1","0.9","-30","-110","0","0","1","10180104","200","0","1"
"1.3","5","100","101172","1018","bgm_M55","485","1","5","101192","-30","1","1.1","0","-70","-10","-45","1","10180105","280","-50","1"
"0.8","1","100","101161","1019","bgm_M64","-480","1","1","101201","-30","1","0.6","0","-120","10","0","1","10190101","210","0","0.85"
"1.2","2","100","101161","1019","bgm_M64","-260","1","2","101201","-30","1","0.75","0","-120","10","0","1","10190102","240","0","1.1"
"1.1","3","100","101161","1019","bgm_M64","-10","1","3","101201","-30","1","0.8","-15","65","0","-10","1","10190103","200","0","1"
"1","4","100","101161","1019","bgm_M64","190","1","4","101201","-30","1","0.7","0","-110","0","0","1","10190104","200","43","1"
"1.45","5","100","101162","1019","bgm_M55","475","1","5","101202","-30","1","1","-20","-30","10","-45","1","10190105","250","-50","1"
"0.8","1","100","101161","1020","bgm_M64","-480","1","1","101291","-30","1","0.6","0","-120","10","0","1","10200101","210","0","0.85"
"1.2","2","100","101161","1020","bgm_M64","-260","1","2","101291","-30","1","0.75","0","-120","10","0","1","10200102","240","0","1.1"
"1.1","3","100","101161","1020","bgm_M64","-40","1","3","101291","-30","1","0.8","-15","65","0","-10","1","10200103","200","0","1"
"1.5","4","100","101161","1020","bgm_M64","150","1","4","101291","-30","1","0.8","0","-110","0","0","1","10200104","200","-30","1"
"1.45","5","100","101162","1020","bgm_M55","490","1","5","101292","-30","1","1.1","-20","-15","30","30","1","10200105","230","15","1"
"0.8","1","100","101161","1021","bgm_M64","-480","1","1","101301","-30","1","0.58","0","-120","10","-30","1","10210101","210","0","0.7"
"1.2","2","100","101161","1021","bgm_M64","-260","1","2","101301","-30","1","0.9","0","-120","10","0","1","10210102","200","0","1"
"1.4","3","100","101161","1021","bgm_M64","-50","1","3","101301","-30","1","0.93","0","100","-10","-10","1","10210103","200","-30","1"
"1.3","4","100","101161","1021","bgm_M64","180","1","4","101301","-30","1","0.9","0","-100","0","0","1","10210104","200","15","1.3"
"1.2","5","100","101162","1021","bgm_M55","470","1","5","101302","-30","1","1","-20","-55","10","-30","1","10210105","270","-15","1.1"
"0.8","1","100","101161","1022","bgm_M64","-450","1","1","101441","-30","1","0.575","0","-130","10","0","1","10220101","210","0","0.85"
"1.2","2","100","101161","1022","bgm_M64","-250","1","2","101441","-30","1","0.75","0","-120","10","0","1","10220102","200","0","1.1"
"1.2","3","100","101161","1022","bgm_M64","-10","1","3","101441","-30","1","0.8","-15","50","0","-10","1","10220103","200","0","1.1"
"1.3","4","100","101161","1022","bgm_M64","180","1","4","101441","-30","1","0.9","0","-100","0","0","1","10220104","200","15","1.3"
"1.2","5","100","101162","1022","bgm_M55","470","1","5","101442","-30","1","0.95","-20","-70","10","-30","1","10220105","230","-35","1.1"
"0.8","1","100","101451","1023","bgm_M64","-450","1","1","101451","-30","1","0.58","0","-130","10","-30","1","10230101","210","0","0.7"
"1.2","2","100","101451","1023","bgm_M64","-250","1","2","101451","-30","1","0.9","0","-120","10","0","1","10230102","200","0","1"
"1.4","3","100","101451","1023","bgm_M64","-20","1","3","101451","-30","1","0.9","-15","50","0","-10","1","10230103","200","-30","1"
"1","4","100","101451","1023","bgm_M64","200","1","4","101451","-30","1","0.8","0","-100","0","0","1","10230104","200","0","0.85"
"1.55","5","100","101452","1023","bgm_M55","510","1","5","101452","-30","1","1.25","0","-70","0","-50","1","10230105","290","-35","1.4"
"0.8","1","100","101451","1024","bgm_M64","-450","1","1","101561","-30","1","0.58","0","-130","10","-30","1","10240101","210","0","0.7"
"1.2","2","100","101451","1024","bgm_M64","-240","1","2","101561","-30","1","0.75","0","-120","0","0","1","10240102","240","0","1.1"
"1.1","3","100","101451","1024","bgm_M64","-30","1","3","101561","-30","1","0.65","-5","60","5","-10","1","10240103","200","0","1"
"1.2","4","100","101451","1024","bgm_M64","180","1","4","101561","-30","1","0.7","0","-100","0","0","1","10240104","200","0","1"
"1.55","5","400","101452","1024","bgm_M55","460","1","5","101562","-30","1","1.25","0","-70","0","-50","1","10240105","290","-60","1.35"
"0.8","1","100","101451","1025","bgm_M64","-480","1","1","101001","-30","1","0.58","0","-120","10","-30","1","10250101","210","0","0.7"
"1.2","2","100","101451","1025","bgm_M64","-260","1","2","101001","-30","1","0.75","0","-120","10","0","1","10250102","200","0","1.1"
"0.9","3","100","101451","1025","bgm_M64","-40","1","3","101001","-30","1","0.6","-13","0","0","-10","1","10250103","200","0","0.8"
"1.5","4","100","101451","1025","bgm_M64","240","1","4","101001","-30","1","0.8","0","-50","0","0","1","10250104","200","-30","1"
"1.3","5","100","101452","1025","bgm_M55","480","1","5","101011","-30","1","1.2","0","-40","0","0","1","10250105","250","0","1"
"1","1","170","101021","1026","bgm_M64","-450","1","1","101021","-30","1","0.575","0","-130","10","-30","1","10260101","210","-25","0.9"
"1.2","2","120","101021","1026","bgm_M64","-250","1","2","101021","-30","1","0.75","0","-120","10","0","1","10260102","200","0","1"
"2.3","3","100","101021","1026","bgm_M64","-50","1","3","101021","-30","1","1.55","-15","100","0","-10","1","10260103","200","0","2.2"
"1","4","150","101021","1026","bgm_M64","190","1","4","101021","-30","1","0.7","0","-70","0","0","1","10260104","200","43","1"
"1.8","5","200","101031","1026","bgm_M55","440","1","5","101031","-30","1","1.4","0","0","0","0","1","10260105","220","0","1.6"
"0.8","1","250","101161","1027","bgm_M64","-470","1","1","101041","-30","1","0.6","0","-125","10","-30","1","10270101","210","0","0.7"
"1.2","2","120","101161","1027","bgm_M64","-210","1","2","101041","-30","1","0.75","0","-95","10","0","1","10270102","200","0","1"
"1.2","3","100","101161","1027","bgm_M64","50","1","3","101041","-30","1","0.75","-15","-120","10","-10","1","10270103","200","-10","1"
"1.1","4","100","101162","1027","bgm_M64","195","1","4","101041","-30","1","0.7","0","35","0","0","1","10270104","200","20","1"
"1.8","5","150","101161","1027","bgm_M55","450","1","5","101042","-30","1.3","1.1","0","-55","0","0","1","10270105","210","-50","1.35"
"0.8","1","250","101161","1028","bgm_M64","-480","1","1","101161","-30","1","0.6","0","-120","10","0","1","10280101","210","0","0.85"
"1.2","2","0","101161","1028","bgm_M64","-260","1","2","101161","-30","1","0.75","0","-100","10","0","1","10280102","200","0","1.1"
"1.1","3","100","101161","1028","bgm_M64","-10","1","3","101161","-30","1","0.65","-5","65","5","-10","1","10280103","200","0","1"
"1.35","4","100","101161","1028","bgm_M64","190","1","4","101161","-30","1","0.9","0","-110","0","0","1","10280104","200","0","1.3"
"1.15","5","270","101162","1028","bgm_M55","485","1","5","101162","-30","1.3","0.9","-40","-70","-10","-45","1","10280105","280","-50","1"
"0.8","1","250","101171","1029","bgm_M64","-480","1","1","101171","-30","1","0.6","0","-120","10","-30","1","10290101","210","0","0.7"
"1","2","0","101171","1029","bgm_M64","-260","1","2","101171","-30","1","0.6","0","-120","10","0","1","10290102","240","0","0.7"
"1.4","3","0","101171","1029","bgm_M64","-10","1","3","101171","-30","1","0.9","-15","65","0","-10","1","10290103","200","-30","1"
"1.3","4","100","101171","1029","bgm_M64","190","1","4","101171","-30","1","0.9","0","-110","0","0","1","10290104","200","-30","1"
"1.45","5","270","101172","1029","bgm_M55","475","1","5","101172","-30","1","1","-20","-30","10","0","1","10290105","250","-50","1"
"0.8","1","100","101171","1030","bgm_M64","-480","1","1","101191","-30","1","0.6","0","-120","10","-30","1","10300101","210","0","0.7"
"1.2","2","100","101171","1030","bgm_M64","-260","1","2","101191","-30","1","0.8","0","-100","10","0","1","10300102","200","0","1"
"0.9","3","100","101171","1030","bgm_M64","-10","1","3","101191","-30","1","0.6","-5","65","5","-10","1","10300103","200","0","0.8"
"1.2","4","100","101171","1030","bgm_M64","190","1","4","101191","-30","1","0.9","0","-110","0","0","1","10300104","200","0","1"
"1.3","5","200","101172","1030","bgm_M55","485","1","5","101192","-30","1","1.1","0","-70","-10","-45","1.2","10300105","280","-50","1"
"0.8","1","100","101161","1031","bgm_M64","-480","1","1","101201","-30","1","0.6","0","-120","10","0","1","10310101","210","0","0.85"
"1.2","2","100","101161","1031","bgm_M64","-260","1","2","101201","-30","1","0.75","0","-120","10","0","1","10310102","240","0","1.1"
"1.1","3","100","101161","1031","bgm_M64","-10","1","3","101201","-30","1","0.8","-15","65","0","-10","1","10310103","200","0","1"
"1","4","100","101161","1031","bgm_M64","190","1","4","101201","-30","1","0.7","0","-110","0","0","1","10310104","200","43","1"
"1.45","5","100","101162","1031","bgm_M55","475","1","5","101202","-30","1","1","-20","-30","10","-45","1","10310105","250","-50","1"
"0.8","1","100","101291","1032","bgm_M64","-480","1","1","101291","-30","1","0.6","0","-120","10","0","1","10320101","210","0","0.85"
"1.2","2","100","101291","1032","bgm_M64","-260","1","2","101291","-30","1","0.75","0","-120","10","0","1","10320102","240","0","1.1"
"1.3","3","100","101291","1032","bgm_M64","-40","1","3","101291","-30","1","0.9","-15","65","0","-10","1","10320103","200","0","1"
"1.3","4","100","101291","1032","bgm_M64","150","1","4","101291","-30","1","0.8","0","-110","0","0","1","10320104","200","-30","1"
"1.45","5","100","101292","1032","bgm_M55","490","1","5","101292","-30","1","1.1","-20","-15","30","30","1","10320105","230","15","1"
"0.8","1","100","101301","1033","bgm_M64","-480","1","1","101301","-30","1","0.58","0","-120","10","-30","1","10330101","210","0","0.7"
"1.2","2","100","101301","1033","bgm_M64","-260","1","2","101301","-30","1","0.9","0","-120","10","0","1","10330102","200","0","1"
"1.4","3","200","101301","1033","bgm_M64","-50","1","3","101301","-30","1","0.93","0","100","-10","-10","1","10330103","200","-30","1"
"1.3","4","100","101301","1033","bgm_M64","100","1","4","101301","-30","1","0.9","0","-100","0","0","1","10330104","200","15","1"
"1.2","5","100","101302","1033","bgm_M55","470","1","5","101302","-30","1","1","-20","-55","10","-30","1","10330105","270","-15","1.1"
"0.8","1","100","101161","1034","bgm_M64","-450","1","1","101441","-30","1","0.575","0","-130","10","0","1","10340101","210","0","0.85"
"1","2","200","101161","1034","bgm_M64","-250","1","2","101441","-30","1","0.75","0","-120","10","0","1","10340102","200","0","0.7"
"1.2","3","100","101161","1034","bgm_M64","-10","1","3","101441","-30","1","0.8","-15","50","0","-10","1","10340103","200","0","1.1"
"1","4","150","101161","1034","bgm_M64","180","1","4","101441","-30","1","0.9","0","-100","0","0","1","10340104","200","43","1"
"1.2","5","100","101162","1034","bgm_M55","470","1","5","101442","-30","1","0.95","-20","-70","10","-30","1","10340105","230","-35","1.1"
"0.8","1","100","101451","1035","bgm_M64","-450","1","1","101451","-30","1","0.58","0","-130","10","-30","1","10350101","210","0","0.7"
"1.2","2","100","101451","1035","bgm_M64","-250","1","2","101451","-30","1","0.9","0","-120","10","0","1","10350102","200","0","1"
"1.4","3","100","101451","1035","bgm_M64","-20","1","3","101451","-30","1","0.9","-15","50","0","-10","1","10350103","200","-30","1"
"1","4","100","101451","1035","bgm_M64","200","1","4","101451","-30","1","0.8","0","-100","0","0","1","10350104","200","0","0.85"
"1.55","5","100","101452","1035","bgm_M55","510","1","5","101452","-30","1","1.25","0","-70","0","-50","1.2","10350105","290","-35","1.4"
"0.8","1","100","101451","1036","bgm_M64","-450","1","1","101561","-30","1","0.58","0","-130","10","-30","1","10360101","210","0","0.7"
"1.2","2","100","101451","1036","bgm_M64","-240","1","2","101561","-30","1","0.75","0","-120","0","0","1","10360102","240","0","1.1"
"1.1","3","100","101451","1036","bgm_M64","-30","1","3","101561","-30","1","0.65","-5","60","5","-10","1","10360103","200","0","1"
"1.2","4","100","101451","1036","bgm_M64","180","1","4","101561","-30","1","1.1","0","-100","0","0","1","10360104","200","0","1"
"1.55","5","400","101452","1036","bgm_M55","460","1","5","101562","-30","1","1.25","0","-70","0","-50","1.4","10360105","290","-60","1.35"
"0.8","1","100","101451","1037","bgm_M64","-480","1","1","101001","-30","1","0.58","0","-120","10","-30","1","10370101","210","0","0.7"
"1.2","2","100","101451","1037","bgm_M64","-260","1","2","101001","-30","1","0.75","0","-120","10","0","1","10370102","200","0","1.1"
"0.9","3","150","101451","1037","bgm_M64","-40","1","3","101001","-30","1","0.6","-13","0","0","-60","1.4","10370103","200","-50","0.55"
"1.3","4","100","101451","1037","bgm_M64","240","1","4","101001","-30","1","0.8","0","-50","0","0","1","10370104","200","-30","1"
"1.3","5","100","101452","1037","bgm_M55","480","1","5","101011","-30","1","1.2","0","-40","0","0","1.2","10370105","250","0","1"
"1","1","170","101021","1038","bgm_M64","-450","1","1","101021","-30","1","0.575","0","-110","10","-30","1","10380101","210","-25","0.9"
"1.2","2","120","101021","1038","bgm_M64","-250","1","2","101021","-30","1","0.75","0","-120","10","0","1","10380102","200","0","1"
"1.2","3","100","101021","1038","bgm_M64","-50","1","3","101021","-30","1","0.8","-15","100","0","-10","1","10380103","200","0","1.1"
