5eb755f4cb2aac9d5181519cf21e45e8164571d70c1210ccbf24737894ee66b8,a24b86e88f30900e5fec1173cba3144f409acbf1cbf37c4c99118baed0ac1654,cc53a23529b142a16d3c6354de83582c9d32cda677a39281831dacfec8580613,11fc5b701404bbe6b45a13267919ccbe4e721bd7634f00ff14d549d1fcb2a7d3,8f324dcea11ce625b43c4a6fcd3ae18cc67add22ac4c54811d84cf49720d5450,6562d7d93a7e20e225ea6d1a3850c3334b386cf8241483a692ee880b17111292,46db0a736dc518a11f54e5617c20ab094ef4efd71cc2610f1906870995bb3f61,5cb0b4706c6cfcea0db60fde1aa2806a4526b9de2b924a7169407d206b0b688b,2f4bcdb6d85fe335ecf44bb49fe944f69abc4af49f947a8668d2860ef7ef9d21,c6026b715027fe932cd0d49cefa534a578434e269621d6fa584ede9c3e190198,a1d238257df0310e53546851b7746e46788ec10fb682aa27a93ba1ffb96377c2
"1022","","","32","0","","","10204","","","1010220012"
"1023","","","23","se_travel_finish_ruins_event","","0","se_travel","","","1010230001"
"1023","0","","3","travel_exdrama_r_102_bookFind_B","travel_exdrama_r_102_book","0","1000001","1","0.2","1010230002"
"1023","0","","3","travel_exdrama_r_102_loupeFind_B","travel_exdrama_r_102_loupe","0","1000002","1","0.2","1010230003"
"1023","0","","3","travel_exdrama_r_102_bookFind_B","travel_exdrama_r_102_book","0","1","1","0.2","1010230004"
"1023","0","","3","travel_exdrama_r_102_loupeFind_B","travel_exdrama_r_102_loupe","0","2","1","0.2","1010230005"
"1023","","","3","reliclight_on","","0","5","","","1010230006"
"1023","","","32","1","","","10201","","","1010230007"
"1023","","","32","1","","","10001","","","1010230008"
"1023","","","93","0","","","3","","","1010230009"
"1023","","","32","0","","","10201","","","1010230010"
"1023","","","32","0","","","10001","","","1010230011"
"1023","","","3","reliclight_none","","0","5","","","1010230012"
"1024","0","","4","1","","0","1000002","0","0","1010240001"
"1024","0","","4","1","","0","2","0","0","1010240002"
"1024","0","","3","travel_exdrama_r_finish_A","","0","1000001","0","0","1010240003"
"1024","0","","3","travel_exdrama_r_finish_A_front","","0","1000002","0","0","1010240004"
"1024","0","","3","travel_exdrama_r_102_book_finish","","0","1","0","0","1010240005"
"1024","0","","3","travel_exdrama_r_102_loupe_finish","","0","2","0","0","1010240006"
"1024","","","3","reliclight_none","","0","5","","","1010240007"
"1031","","","31","10300","5","-350","10300","1","1","1010310001"
"1031","","","31","10301","5","-350","10301","1","0","1010310002"
"1031","","","31","10302","5","-350","10302","1","0","1010310003"
"1031","","","31","10002","50","-525","10002","1","0","1010310004"
"1031","0","travel_exdrama_r_103_dig_A","1","1000001","-510","5","1","-200","1.46","1010310005"
"1031","0","travel_exdrama_r_103_dig_B","1","1000002","-400","3","1","-175","1.46","1010310006"
"1031","0","travel_exdrama_r_103_map","1","1000003","-190","1","1","-140","1.46","1010310007"
"1031","0","travel_exdrama_r_103_dig_A","5","1","-510","6","1","-200","1.46","1010310008"
"1031","0","travel_exdrama_r_103_dig_B","5","2","-400","4","1","-175","1.46","1010310009"
"1031","0","travel_exdrama_r_103_map","5","3","-190","2","1","-140","1.46","1010310010"
"1032","","","23","se_travel_finish_dig_rare","","0","se_travel","","","1010320001"
"1032","0.2","","3","travel_exdrama_r_103_surprise_A","travel_exdrama_r_103_dig_A","0","1000001","1","0.2","1010320002"
"1032","0.2","","3","travel_exdrama_r_103_surprise_A","travel_exdrama_r_103_dig_B","0","1000002","1","0.2","1010320003"
"1032","0.2","","3","travel_exdrama_r_103_mapSurprise_A","travel_exdrama_r_103_map","0","1000003","1","0.2","1010320004"
"1032","0.2","","3","travel_exdrama_r_103_surprise_A","travel_exdrama_r_103_dig_A","0","1","1","0.2","1010320005"
"1032","0.2","","3","travel_exdrama_r_103_surprise_A","travel_exdrama_r_103_dig_B","0","2","1","0.2","1010320006"
"1032","0.2","","3","travel_exdrama_r_103_mapSurprise_A","travel_exdrama_r_103_map","0","3","1","0.2","1010320007"
"1032","","","32","1","","","10302","","","1010320008"
"1032","","","93","0","","","1.25","","","1010320009"
"1032","","","32","0","","","10302","","","1010320010"
"1033","","","23","se_travel_finish_dig_event","","0","se_travel","","","1010330001"
"1033","0","","3","travel_exdrama_r_103_surprise_B","travel_exdrama_r_103_dig_A","0","1000001","1","0.2","1010330002"
"1033","0","","3","travel_exdrama_r_103_surprise_B","travel_exdrama_r_103_dig_B","0","1000002","1","0.2","1010330003"
"1033","0","","3","travel_exdrama_r_103_mapSurprise_B","travel_exdrama_r_103_map","0","1000003","1","0.2","1010330004"
"1033","0","","3","travel_exdrama_r_103_surprise_B","travel_exdrama_r_103_dig_A","0","1","1","0.2","1010330005"
"1033","0","","3","travel_exdrama_r_103_surprise_B","travel_exdrama_r_103_dig_B","0","2","1","0.2","1010330006"
"1033","0","","3","travel_exdrama_r_103_mapSurprise_B","travel_exdrama_r_103_map","0","3","1","0.2","1010330007"
"1033","","","32","1","","","10301","","","1010330008"
"1033","","","32","1","","","10002","","","1010330009"
"1033","","","93","0","","","3","","","1010330010"
"1033","","","32","0","","","10301","","","1010330011"
"1033","","","32","0","","","10002","","","1010330012"
"1034","","","4","1","","","1000003","","","1010340001"
"1034","","","4","1","","","3","","","1010340002"
"1034","0","","3","travel_exdrama_r_finish_B","","0","1000001","0","0","1010340003"
"1034","0","","3","travel_exdrama_r_finish_B","","0","1000002","0","0","1010340004"
"1034","0","","3","travel_exdrama_r_finish_A_front","","0","1000003","0","0","1010340005"
"1034","0","","3","travel_exdrama_r_103_shovel","","0","1","0","0","1010340006"
"1034","0","","3","travel_exdrama_r_103_shovel","","0","2","0","0","1010340007"
"1034","0","","3","travel_exdrama_r_103_map_finish","","0","3","0","0","1010340008"
"1041","","","31","10400","5","-350","10400","1","1","1010410001"
"1041","","","31","10401","5","-350","10401","1","1","1010410002"
"1041","","","31","10402","5","-350","10402","1","0","1010410003"
"1041","","","31","10403","5","-350","10403","1","0","1010410004"
"1041","","","31","10001","50","-525","10001","1","0","1010410005"
"1041","0","travel_exdrama_r_104_fishingIdle","1","1000001","-450","12","1","-150","1.46","1010410006"
"1041","0","travel_exdrama_r_104_idle_B","1","1000002","-200","10","1","-125","1.46","1010410007"
"1041","0","travel_exdrama_r_104_fishingIdle","5","1","-450","11","2","-150","1.46","1010410008"
"1041","0","none","5","10","-350","20","4","-150","1","1010410009"
"1042","","","23","se_travel_finish_bridge_rare","","0","se_travel","","","1010420001"
"1042","0.2","","3","travel_exdrama_r_104_fishingCatch","travel_exdrama_r_104_fishingIdle","0","1000001","1","0.2","1010420002"
"1042","0.2","","3","travel_exdrama_r_104_glad_B","travel_exdrama_r_104_idle_B","0","1000002","1","0.2","1010420003"
"1042","0.2","","3","travel_exdrama_r_104_fishingCatch","travel_exdrama_r_104_fishingIdle","0","1","1","0.2","1010420004"
"1042","0","","3","fish","none","0","10","1","0","1010420005"
"1042","","","32","1","","","10402","","","1010420006"
"1042","","","93","0","","","1.25","","","1010420007"
"1042","","","32","0","","","10402","","","1010420008"
"1043","","","23","se_travel_finish_bridge_event","","0","se_travel","","","1010430001"
"1043","0","","3","travel_exdrama_r_104_fishingBig","travel_exdrama_r_104_fishingIdle","0","1000001","1","0","1010430002"
"1043","0","","3","travel_exdrama_r_104_surprise_B","travel_exdrama_r_104_idle_B","0","1000002","1","0","1010430003"
"1043","0","","3","travel_exdrama_r_104_fishingBig","travel_exdrama_r_104_fishingIdle","0","1","1","0","1010430004"
"1043","","","32","1","","","10403","","","1010430005"
"1043","","","32","1","","","10001","","","1010430006"
"1043","","","93","0","","","3","","","1010430007"
"1043","","","32","0","","","10403","","","1010430008"
"1043","","","32","0","","","10001","","","1010430009"
"1044","","","4","1","","","1000002","","","1010440001"
"1044","0","","3","travel_exdrama_r_104_fishing_finish","","0","1000001","0","0","1010440002"
"1044","0","","3","travel_exdrama_r_finish_A_front","","0","1000002","0","0","1010440003"
"1044","0","","3","travel_exdrama_r_104_fishing_finish","","0","1","0","0.2","1010440004"
"1051","","","31","10500","5","-350","10500","1","1","1010510001"
"1051","","","31","10501","-200","-350","10501","1","0","1010510002"
"1051","","","31","10001","50","-525","10001","1","0","1010510003"
"1051","0","travel_exdrama_r_105_netSearch","1","1000001","-470","1","1","-200","1.46","1010510004"
"1051","0","travel_exdrama_r_105_binoculars","1","1000002","-200","2","1","-220","1.46","1010510005"
"1051","0","travel_exdrama_r_105_netSearch","5","1","-470","5","1","-200","1.46","1010510006"
"1051","0","travel_exdrama_r_105_binoculars","5","2","-200","3","1","-220","1.46","1010510007"
"1051","0","idle","5","10","-350","4","3","-230","1.46","1010510008"
"1052","0.1","","3","travel_exdrama_r_105_netFind_A","travel_exdrama_r_105_netSearch","0","1000001","1","0.2","1010520001"
"1052","0.2","","3","travel_exdrama_r_105_binocularsFind_A","travel_exdrama_r_105_binoculars","0","1000002","1","0.2","1010520002"
"1052","0.1","","3","travel_exdrama_r_105_netFind_A","travel_exdrama_r_105_netSearch","0","1","1","0.2","1010520003"
"1052","0.2","","3","travel_exdrama_r_105_binocularsFind_A","travel_exdrama_r_105_binoculars","0","2","1","0.2","1010520004"
"1052","0.2","","3","beetle","idle","0","10","1","0.2","1010520005"
"1052","","","32","1","","","10501","","","1010520006"
"1052","","","93","0","","","1.2","","","1010520007"
"1052","","","32","0","","","10501","","","1010520008"
"1053","","","23","se_travel_finish_insects_event","","0","se_travel","","","1010530001"
"1053","0","","3","travel_exdrama_r_105_netFind_B","travel_exdrama_r_105_netSearch","0","1000001","1","0.2","1010530002"
"1053","0","","3","travel_exdrama_r_105_binocularsFind_B","travel_exdrama_r_105_binoculars","0","1000002","1","0.2","1010530003"
"1053","0","","3","travel_exdrama_r_105_netFind_B","travel_exdrama_r_105_netSearch","0","1","1","0.2","1010530004"
"1053","0","","3","travel_exdrama_r_105_binocularsFind_B","travel_exdrama_r_105_binoculars","0","2","1","0.2","1010530005"
"1053","0","","3","butterfly","idle","0","10","1","0.2","1010530006"
"1053","","","32","1","","","10501","","","1010530007"
"1053","","","32","1","","","10001","","","1010530008"
"1053","","","93","0","","","2.6","","","1010530009"
"1053","","","32","0","","","10501","","","1010530010"
"1053","","","32","1","","","10501","","","1010530011"
"1053","","","93","0","","","0.4","","","1010530012"
"1053","","","32","0","","","10501","","","1010530013"
"1053","","","32","0","","","10001","","","1010530014"
"1054","","","4","1","","","1000002","","","1010540001"
"1054","","","4","1","","","2","","","1010540002"
"1054","0","","3","travel_exdrama_r_finish_B_hand","","0","1000001","0","0","1010540003"
"1054","0","","3","travel_exdrama_r_finish_B","","0","1000002","0","0","1010540004"
"1054","0","","3","travel_exdrama_r_105_net_finish","","0","1","0","0","1010540005"
"1054","0","","3","travel_exdrama_r_105_binoculars_finish","","0","2","0","0","1010540006"
"1054","0","","3","stop","","0","10","0","0","1010540007"
"1061","","","31","10600","5","-350","10600","1","1","1010610001"
"1061","","","31","10601","5","-350","10601","1","0","1010610002"
"1061","","","31","10602","5","-350","10602","1","0","1010610003"
"1061","","","31","10603","5","-350","10603","1","0","1010610004"
"1061","","","31","10604","5","-350","10604","1","1","1010610005"
"1061","","","31","10605","5","-350","10605","1","1","1010610006"
"1061","","","31","10001","50","-525","10001","1","0","1010610007"
"1061","0","travel_exdrama_r_106_idle_A","1","1000001","-497","18","1","-224","1.46","1010610008"
"1061","0","travel_exdrama_r_106_idle_B","1","1000002","-208","2","1","-116","1.46","1010610009"
"1061","0","travel_exdrama_r_106_idle_A","5","1","-497","30","1","-224","1.46","1010610010"
"1061","0","travel_exdrama_r_000_none","5","2","-208","3","1","-116","1.46","1010610011"
"1062","","","23","se_travel_finish_beach_rare","","0","se_travel","","","1010620001"
"1062","0.2","","3","travel_exdrama_r_106_rare_A","travel_exdrama_r_106_idle_A","0","1000001","1","0","1010620002"
"1062","0.2","","3","travel_exdrama_r_106_rare_B","travel_exdrama_r_106_idle_B","0","1000002","1","0","1010620003"
"1062","0.2","","3","travel_exdrama_r_106_rare_A","travel_exdrama_r_106_idle_A","0","1","1","0","1010620004"
"1062","0.2","","3","travel_exdrama_r_106_rare_B","travel_exdrama_r_000_none","0","2","0","0","1010620005"
"1062","","","32","1","","","10603","","","1010620006"
"1062","","","93","0","","","1.2","","","1010620007"
"1062","","","32","0","","","10603","","","1010620008"
"1063","","","23","se_travel_finish_beach_event","","0","se_travel","","","1010630001"
"1063","0","","3","travel_exdrama_r_106_memory_A","travel_exdrama_r_106_idle_A","0","1000001","1","0","1010630002"
"1063","0","","3","travel_exdrama_r_106_memory_B","travel_exdrama_r_106_idle_B","0","1000002","1","0","1010630003"
"1063","0","","3","travel_exdrama_r_106_memory_A","travel_exdrama_r_106_idle_A","0","1","1","0","1010630004"
"1063","","","32","1","","","10601","","","1010630005"
"1063","","","32","1","","","10602","","","1010630006"
"1063","","","32","1","","","10001","","","1010630007"
"1063","","","93","0","","","3","","","1010630008"
"1063","","","32","0","","","10601","","","1010630009"
"1063","","","32","0","","","10602","","","1010630010"
"1063","","","32","0","","","10001","","","1010630011"
"1064","","","4","1","","","1000002","","","1010640001"
"1064","","","4","1","","","1000001","","","1010640002"
"1064","","","4","1","","","2","","","1010640003"
"1064","0","","3","travel_exdrama_r_106_finish_A","","0","1000001","","0","1010640004"
"1064","0","","3","travel_exdrama_r_106_finish_B","","0","1000002","","0","1010640005"
"1064","0","","3","travel_exdrama_r_106_rare_A","","0","1","","0","1010640006"
"1064","0","","3","travel_exdrama_r_000_none","","0","2","","0","1010640007"
"1071","","","31","10700","5","-350","10700","1","1","1010710001"
"1071","","","31","10701","5","-350","10701","1","1","1010710002"
"1071","","","31","10702","5","-350","10702","1","0","1010710003"
"1071","","","31","10703","5","-350","10703","1","0","1010710004"
"1071","","","31","10001","50","-525","10001","1","0","1010710005"
"1071","0","travel_exdrama_r_107_dig_A","1","1000001","-470","32","1","-170","1.46","1010710006"
"1071","1","travel_exdrama_r_107_dig_B","1","1000002","-215","30","1","-170","1.46","1010710007"
"1071","0","travel_exdrama_r_107_dig_A","5","1","-470","33","1","-170","1.46","1010710008"
"1071","1","travel_exdrama_r_107_dig_B","5","10","-215","31","1","-170","1.46","1010710009"
"1072","","","23","se_travel_finish_raredrop","","0","se_travel","","","1010720001"
"1072","0.2","","3","travel_exdrama_r_107_joy","travel_exdrama_r_107_dig_A","0","1000001","1","0.2","1010720002"
"1072","0.2","","3","travel_exdrama_r_107_joy","travel_exdrama_r_107_dig_B","0","1000002","1","0.2","1010720003"
"1072","0.2","","3","travel_exdrama_r_107_joy","travel_exdrama_r_107_dig_A","0","1","1","0.2","1010720004"
"1072","0.2","","3","travel_exdrama_r_107_joy","travel_exdrama_r_107_dig_B","0","10","1","0.2","1010720005"
"1072","","","32","0","","","10701","","","1010720006"
"1072","","","32","1","","","10702","","","1010720007"
"1072","","","93","0","","","1.4","","","1010720008"
"1072","","","32","1","","","10701","","","1010720009"
"1072","","","32","0","","","10702","","","1010720010"
"1073","","","23","se_travel_finish_memory_event","","0","se_travel","","","1010730001"
"1073","0","","3","travel_exdrama_r_107_surprise_A","travel_exdrama_r_107_dig_A","0","1000001","1","0.2","1010730002"
"1073","0","","3","travel_exdrama_r_107_surprise_B","travel_exdrama_r_107_dig_B","0","1000002","1","0.2","1010730003"
"1073","0","","3","travel_exdrama_r_107_surprise_A","travel_exdrama_r_107_dig_A","0","1","1","0.2","1010730004"
"1073","0","","3","travel_exdrama_r_107_surprise_B","travel_exdrama_r_107_dig_B","0","10","1","0.2","1010730005"
"1073","","","32","1","","","10703","","","1010730006"
"1073","","","32","1","","","10001","","","1010730007"
"1073","","","32","0","","","10701","","","1010730008"
"1073","","","93","0","","","3","","","1010730009"
"1073","","","32","0","","","10703","","","1010730010"
"1073","","","32","0","","","10001","","","1010730011"
"1073","","","32","1","","","10701","","","1010730012"
"1074","","","4","1","","","1000002","","","1010740001"
"1074","","","4","1","","","10","","","1010740002"
"1074","0","","3","travel_exdrama_r_finish_B_hand","","0","1000001","0","0","1010740003"
"1074","0","","3","travel_exdrama_r_finish_B_hand","","0","1000002","0","0","1010740004"
"1074","0","","3","travel_exdrama_r_107_finish_A","","0","1","0","0","1010740005"
"1074","0","","3","travel_exdrama_r_107_finish_A","","0","10","0","0","1010740006"
"1074","","","32","0","","","10701","","","1010740007"
"1081","","","31","10800","5","-350","10800","1","1","1010810001"
"1081","","","31","10401","5","-350","10401","1","1","1010810002"
"1081","","","31","10402","5","-350","10402","1","0","1010810003"
"1081","","","31","10403","5","-350","10403","1","0","1010810004"
"1081","","","31","10001","50","-525","10001","1","0","1010810005"
"1081","0","travel_exdrama_r_104_fishingIdle","1","1000001","-450","12","1","-150","1.46","1010810006"
"1081","0","travel_exdrama_r_104_idle_B","1","1000002","-200","10","1","-125","1.46","1010810007"
"1081","0","travel_exdrama_r_104_fishingIdle","5","1","-450","11","2","-150","1.46","1010810008"
"1081","0","none","5","10","-350","20","4","-150","1","1010810009"
"1082","","","23","se_travel_finish_bridge_rare","","0","se_travel","","","1010820001"
"1082","0.2","","3","travel_exdrama_r_104_fishingCatch","travel_exdrama_r_104_fishingIdle","0","1000001","1","0.2","1010820002"
"1082","0.2","","3","travel_exdrama_r_104_glad_B","travel_exdrama_r_104_idle_B","0","1000002","1","0.2","1010820003"
"1082","0.2","","3","travel_exdrama_r_104_fishingCatch","travel_exdrama_r_104_fishingIdle","0","1","1","0.2","1010820004"
"1082","0","","3","fish","none","0","10","1","0","1010820005"
"1082","","","32","1","","","10402","","","1010820006"
"1082","","","93","0","","","1.25","","","1010820007"
"1082","","","32","0","","","10402","","","1010820008"
"1083","","","23","se_travel_finish_bridge_event","","0","se_travel","","","1010830001"
"1083","0","","3","travel_exdrama_r_104_fishingBig","travel_exdrama_r_104_fishingIdle","0","1000001","1","0","1010830002"
"1083","0","","3","travel_exdrama_r_104_surprise_B","travel_exdrama_r_104_idle_B","0","1000002","1","0","1010830003"
"1083","0","","3","travel_exdrama_r_104_fishingBig","travel_exdrama_r_104_fishingIdle","0","1","1","0","1010830004"
