b928180eda125c3c2ef7c864c74c0cd3e60b867b264ec3a6a455b6a12503a496,dbdfd1400e12f3cf0fe01061a1ec6f69ef7f2d46042ed0ad9d3057f0e03af98f,7b10f466527db68b511e2595fe2c7f789f2dd4a4b173faba5d948877e9d7ac4d,1febaa354f4ed12834a589a650750984a20b338d74563b6d1eedb20ecb6acabe,82b2ee6d9b4dd351423051f55712f86226a6b7bf6966fd5317744a45d44a4ba5,58c98b69e31a165c712f3a2b65227a916b50ee8a48607a79c6c0b1d745758632,695ba3082c41231f72aa938f877cefaa624a4036d3c2cdc7d330052607cbcf7a,2dc0c05c3aba9702c543cc1349bb6e6f86032add87e23bd65c7dc2bd2ce2d48f,285a328867c1102392a91e70079638e0c1449ea56260140382a5275cd6db1b7e,377a57787b4c71c02119f5fd04b436720d78f7064ba1bb25a673af2138b62c67,306f1b0f136262eb1f6e55b0822f82f4b7076679367a4e9e41d001499e8899b9,3b5075a6a24407602d74f9d327fad1376cbd5fdec3dfa681a79bbf071e86f41b
"1.616","0","0","1","11","51","0","100580151","0","1005801","0","0"
"0","0","0","4","0","52","0","100580152","0","1005801","4.15","1"
"0","0","vo_ske","2","0","53","0","100580153","vo_ske_0108","1005801","0","0"
"1.198","0","0","1","11","54","142","100580154","0","1005801","0","0"
"0","0","0","4","0","55","0","100580155","0","1005801","2.442","1"
"1.934","142","0","1","11","56","267","100580156","0","1005801","0","0"
"0","0","0","4","0","57","0","100580157","0","1005801","4.434","1"
"0","0","0","4","0","1","0","100580201","0","1005802","0.8","1"
"0","0","vo_ske","2","0","2","0","100580202","vo_ske_0201","1005802","0","0"
"1.122","0","0","1","1","3","202","100580203","0","1005802","0","0"
"0","0","0","4","0","4","0","100580204","0","1005802","1.689","1"
"1.13","202","0","1","1","5","370","100580205","0","1005802","0","0"
"0","0","0","4","0","6","0","100580206","0","1005802","2.883","1"
"0","0","vo_ske","2","0","7","0","100580207","vo_ske_0202","1005802","0","0"
"1.057","0","0","1","2","8","249","100580208","0","1005802","0","0"
"0","0","0","4","0","9","0","100580209","0","1005802","1.962","1"
"1.166","249","0","1","2","10","367","100580210","0","1005802","0","0"
"0","0","0","4","0","11","0","100580211","0","1005802","1.747","1"
"1.216","0","0","1","3","12","78","100580212","0","1005802","0","0"
"0","0","0","4","0","13","0","100580213","0","1005802","1.216","1"
"1.868","78","0","1","3","14","389","100580214","0","1005802","0","0"
"0","0","0","4","0","15","0","100580215","0","1005802","3.78","1"
"0","0","vo_ske","2","0","16","0","100580216","vo_ske_0203","1005802","0","0"
"0.655","0","0","1","4","17","252","100580217","0","1005802","0","0"
"0","0","0","4","0","18","0","100580218","0","1005802","1.632","1"
"1.586","252","0","1","4","19","366","100580219","0","1005802","0","0"
"0","0","0","4","0","20","0","100580220","0","1005802","2.357","1"
"0.386","366","0","1","4","21","366","100580221","0","1005802","0","0"
"0","0","0","4","0","22","0","100580222","0","1005802","0.386","1"
"0.872","0","0","1","5","23","0","100580223","0","1005802","0","0"
"0","0","0","4","0","24","0","100580224","0","1005802","3.189","1"
"0","0","vo_ske","2","0","25","0","100580225","vo_ske_0204","1005802","0","0"
"1.065","0","0","1","5","26","137","100580226","0","1005802","0","0"
"0","0","0","4","0","27","0","100580227","0","1005802","1.882","1"
"0.888","137","0","1","5","28","400","100580228","0","1005802","0","0"
"0","0","0","4","0","29","0","100580229","0","1005802","0.888","1"
"0.607","0","0","1","6","30","0","100580230","0","1005802","0","0"
"0","0","0","4","0","31","0","100580231","0","1005802","1.21","1"
"0.933","0","0","1","6","32","53","100580232","0","1005802","0","0"
"0","0","0","4","0","33","0","100580233","0","1005802","2.332","1"
"1.649","53","0","1","6","34","360","100580234","0","1005802","0","0"
"0","0","0","4","0","35","0","100580235","0","1005802","4.223","1"
"0","0","vo_ske","2","0","36","0","100580236","vo_ske_0205","1005802","0","0"
"0.349","0","0","1","7","37","81","100580237","0","1005802","0","0"
"0","0","0","4","0","38","0","100580238","0","1005802","1.46","1"
"1.532","81","0","1","7","39","350","100580239","0","1005802","0","0"
"0","0","0","4","0","40","0","100580240","0","1005802","2.11","1"
"0.341","350","0","1","7","41","350","100580241","0","1005802","0","0"
"0","0","0","4","0","42","0","100580242","0","1005802","0.341","1"
"1.202","0","0","1","8","43","0","100580243","0","1005802","0","0"
"0","0","0","4","0","44","0","100580244","0","1005802","3.101","1"
"0","0","vo_ske","2","0","45","0","100580245","vo_ske_0206","1005802","0","0"
"0.706","0","0","1","8","46","49","100580246","0","1005802","0","0"
"0","0","0","4","0","47","0","100580247","0","1005802","1.796","1"
"1.854","49","0","1","8","48","377","100580248","0","1005802","0","0"
"0","0","0","4","0","49","0","100580249","0","1005802","2.709","1"
"1.202","0","0","1","9","50","55","100580250","0","1005802","0","0"
"0","0","0","4","0","51","0","100580251","0","1005802","3.52","1"
"0","0","vo_ske","2","0","52","0","100580252","vo_ske_0207","1005802","0","0"
"0.754","55","0","1","9","53","100","100580253","0","1005802","0","0"
"0","0","0","4","0","54","0","100580254","0","1005802","1.291","1"
"0.505","100","0","1","9","55","350","100580255","0","1005802","0","0"
"0","0","0","4","0","56","0","100580256","0","1005802","2.624","1"
"0","0","vo_ske","2","0","57","0","100580257","vo_ske_0208","1005802","0","0"
"1.061","0","0","1","10","58","220","100580258","0","1005802","0","0"
"0","0","0","4","0","59","0","100580259","0","1005802","1.6","1"
"1.645","220","0","1","10","60","380","100580260","0","1005802","0","0"
"0","0","0","4","0","61","0","100580261","0","1005802","2.3","1"
"1.616","0","0","1","11","62","240","100580262","0","1005802","0","0"
"0","0","0","4","0","63","0","100580263","0","1005802","3.913","1"
"0","0","vo_ske","2","0","64","0","100580264","vo_ske_0209","1005802","0","0"
"1.258","0","0","1","12","65","128","100580265","0","1005802","0","0"
"0","0","0","4","0","66","0","100580266","0","1005802","3.579","1"
"0","0","vo_ske","2","0","67","0","100580267","vo_ske_0210","1005802","0","0"
"1.496","0","0","1","13","68","280","100580268","0","1005802","0","0"
"0","0","0","4","0","69","0","100580269","0","1005802","3.996","1"
"0","0","0","4","0","1","0","100580301","0","1005803","0.8","1"
"0","0","vo_ske","2","0","2","0","100580302","vo_ske_0301","1005803","0","0"
"1.797","0","0","1","1","3","160","100580303","0","1005803","0","0"
"0","0","0","4","0","4","0","100580304","0","1005803","2.514","1"
"0.612","160","0","1","1","5","339","100580305","0","1005803","0","0"
"0","0","0","4","0","6","0","100580306","0","1005803","0.612","1"
"0.464","0","0","1","2","7","163","100580307","0","1005803","0","0"
"0","0","0","4","0","8","0","100580308","0","1005803","0.889","1"
"1.164","163","0","1","2","9","163","100580309","0","1005803","0","0"
"0","0","0","4","0","10","0","100580310","0","1005803","2.59","1"
"0","0","vo_ske","2","0","11","0","100580311","vo_ske_0302","1005803","0","0"
"1.185","163","0","1","2","12","421","100580312","0","1005803","0","0"
"0","0","0","4","0","13","0","100580313","0","1005803","1.185","1"
"0.952","0","0","1","3","14","0","100580314","0","1005803","0","0"
"0","0","0","4","0","15","0","100580315","0","1005803","1.747","1"
"0.961","0","0","1","3","16","295","100580316","0","1005803","0","0"
"0","0","0","4","0","17","0","100580317","0","1005803","2.398","1"
"0","0","vo_ske","2","0","18","0","100580318","vo_ske_0303","1005803","0","0"
"1.401","0","0","1","4","19","150","100580319","0","1005803","0","0"
"0","0","0","4","0","20","0","100580320","0","1005803","1.935","1"
"1.288","150","0","1","4","21","356","100580321","0","1005803","0","0"
"0","0","0","4","0","22","0","100580322","0","1005803","2.418","1"
"0","0","vo_ske","2","0","23","0","100580323","vo_ske_0304","1005803","0","0"
"0.619","0","0","1","5","24","0","100580324","0","1005803","0","0"
"0","0","0","4","0","25","0","100580325","0","1005803","1.407","1"
"2.1","0","0","1","5","26","0","100580326","0","1005803","0","0"
"0","0","0","4","0","27","0","100580327","0","1005803","4.561","1"
"0","0","vo_ske","2","0","28","0","100580328","vo_ske_0305","1005803","0","0"
"2.309","0","0","1","5","29","318","100580329","0","1005803","0","0"
"0","0","0","4","0","30","0","100580330","0","1005803","3.378","1"
"0.664","0","0","1","6","31","101","100580331","0","1005803","0","0"
"0","0","0","4","0","32","0","100580332","0","1005803","1.555","1"
"1.706","101","0","1","6","33","366","100580333","0","1005803","0","0"
"0","0","0","4","0","34","0","100580334","0","1005803","4.399","1"
"0","0","vo_ske","2","0","35","0","100580335","vo_ske_0306","1005803","0","0"
"2.137","0","0","1","7","36","209","100580336","0","1005803","0","0"
"0","0","0","4","0","37","0","100580337","0","1005803","3.014","1"
"0.788","209","0","1","7","38","382","100580338","0","1005803","0","0"
"0","0","0","4","0","39","0","100580339","0","1005803","2.288","1"
"0","0","vo_ske","2","0","40","0","100580340","vo_ske_0307","1005803","0","0"
"2.054","0","0","1","8","41","290","100580341","0","1005803","0","0"
"0","0","0","4","0","42","0","100580342","0","1005803","2.931","1"
"0.801","290","0","1","8","43","410","100580343","0","1005803","0","0"
"0","0","0","4","0","44","0","100580344","0","1005803","1.48","1"
"2.75","0","0","1","9","45","347","100580345","0","1005803","0","0"
"0","0","0","4","0","46","0","100580346","0","1005803","5.052","1"
"0","0","vo_ske","2","0","47","0","100580347","vo_ske_0308","1005803","0","0"
"0.527","0","0","1","10","48","60","100580348","0","1005803","0","0"
"0","0","0","4","0","49","0","100580349","0","1005803","1.38","1"
"1.473","60","0","1","10","50","230","100580350","0","1005803","0","0"
"0","0","0","4","0","51","0","100580351","0","1005803","1.759","1"
"0.68","230","0","1","10","52","354","100580352","0","1005803","0","0"
"0","0","0","4","0","53","0","100580353","0","1005803","1.838","1"
"0","0","vo_ske","2","0","54","0","100580354","vo_ske_0309","1005803","0","0"
"0.477","0","0","1","11","55","71","100580355","0","1005803","0","0"
"0","0","0","4","0","56","0","100580356","0","1005803","1.108","1"
"2.144","71","0","1","11","57","323","100580357","0","1005803","0","0"
"0","0","0","4","0","58","0","100580358","0","1005803","3.802","1"
"0","0","vo_ske","2","0","59","0","100580359","vo_ske_0310","1005803","0","0"
"1.251","0","0","1","12","60","93","100580360","0","1005803","0","0"
"0","0","0","4","0","61","0","100580361","0","1005803","2.672","1"
"0.65","93","0","1","12","62","247","100580362","0","1005803","0","0"
"0","0","0","4","0","63","0","100580363","0","1005803","1.349","1"
"0.589","247","0","1","12","64","375","100580364","0","1005803","0","0"
"0","0","0","4","0","65","0","100580365","0","1005803","3.089","1"
"0","0","0","4","0","1","0","100580401","0","1005804","0.8","1"
"0","0","vo_ske","2","0","2","0","100580402","vo_ske_0401","1005804","0","0"
"1.769","0","0","1","1","3","186","100580403","0","1005804","0","0"
"0","0","0","4","0","4","0","100580404","0","1005804","3.723","1"
"0","0","vo_ske","2","0","5","0","100580405","vo_ske_0402","1005804","0","0"
"0.818","0","0","1","2","6","106","100580406","0","1005804","0","0"
"0","0","0","4","0","7","0","100580407","0","1005804","1.553","1"
"1.87","106","0","1","2","8","258","100580408","0","1005804","0","0"
"0","0","0","4","0","9","0","100580409","0","1005804","2.537","1"
"0.487","258","0","1","2","10","410","100580410","0","1005804","0","0"
"0","0","0","4","0","11","0","100580411","0","1005804","0.487","1"
"0.822","0","0","1","3","12","77","100580412","0","1005804","0","0"
"0","0","0","4","0","13","0","100580413","0","1005804","2.459","1"
"1.696","77","0","1","3","14","400","100580414","0","1005804","0","0"
"0","0","0","4","0","15","0","100580415","0","1005804","2.551","1"
"0.688","400","0","1","3","16","400","100580416","0","1005804","0","0"
"0","0","0","4","0","17","0","100580417","0","1005804","1.121","1"
"1.807","0","0","1","4","18","0","100580418","0","1005804","0","0"
"0","0","0","4","0","19","0","100580419","0","1005804","4.87","1"
"0","0","vo_ske","2","0","20","0","100580420","vo_ske_0403","1005804","0","0"
"0.78","0","0","1","4","21","93","100580421","0","1005804","0","0"
"0","0","0","4","0","22","0","100580422","0","1005804","2.288","1"
"1.497","93","0","1","4","23","324","100580423","0","1005804","0","0"
"0","0","0","4","0","24","0","100580424","0","1005804","3.177","1"
"0","0","vo_ske","2","0","25","0","100580425","vo_ske_0404","1005804","0","0"
"0.729","0","0","1","5","26","114","100580426","0","1005804","0","0"
"0","0","0","4","0","27","0","100580427","0","1005804","1.799","1"
"0.823","114","0","1","5","28","192","100580428","0","1005804","0","0"
"0","0","0","4","0","29","0","100580429","0","1005804","1.447","1"
"0.982","192","0","1","5","30","287","100580430","0","1005804","0","0"
"0","0","0","4","0","31","0","100580431","0","1005804","1.587","1"
"0.639","287","0","1","5","32","430","100580432","0","1005804","0","0"
"0","0","0","4","0","33","0","100580433","0","1005804","0.639","1"
"1.712","0","0","1","6","34","0","100580434","0","1005804","0","0"
"0","0","0","4","0","35","0","100580435","0","1005804","3.735","1"
"0","0","vo_ske","2","0","36","0","100580436","vo_ske_0405","1005804","0","0"
"0.793","0","0","1","6","37","201","100580437","0","1005804","0","0"
"0","0","0","4","0","38","0","100580438","0","1005804","2.073","1"
"0.405","201","0","1","6","39","201","100580439","0","1005804","0","0"
"0","0","0","4","0","40","0","100580440","0","1005804","1.081","1"
"0.962","201","0","1","6","41","293","100580441","0","1005804","0","0"
"0","0","0","4","0","42","0","100580442","0","1005804","3.994","1"
"0","0","vo_ske","2","0","43","0","100580443","vo_ske_0406","1005804","0","0"
"0.869","0","0","1","7","44","259","100580444","0","1005804","0","0"
"0","0","0","4","0","45","0","100580445","0","1005804","2.298","1"
"0","0","vo_ske","2","0","46","0","100580446","vo_ske_0407","1005804","0","0"
"1.07","259","0","1","7","47","389","100580447","0","1005804","0","0"
"0","0","0","4","0","48","0","100580448","0","1005804","2.401","1"
"0","0","vo_ske","2","0","49","0","100580449","vo_ske_0408","1005804","0","0"
"0.939","0","0","1","8","50","167","100580450","0","1005804","0","0"
"0","0","0","4","0","51","0","100580451","0","1005804","0.939","1"
"0.816","167","0","1","8","52","167","100580452","0","1005804","0","0"
"0","0","0","4","0","53","0","100580453","0","1005804","2.428","1"
"0","0","vo_ske","2","0","54","0","100580454","vo_ske_0409","1005804","0","0"
"0.626","167","0","1","8","55","211","100580455","0","1005804","0","0"
"0","0","0","4","0","56","0","100580456","0","1005804","1.776","1"
"1.439","211","0","1","8","57","390","100580457","0","1005804","0","0"
"0","0","0","4","0","58","0","100580458","0","1005804","1.439","1"
"0.447","0","0","1","9","59","60","100580459","0","1005804","0","0"
"0","0","0","4","0","60","0","100580460","0","1005804","2.012","1"
"0","0","vo_ske","2","0","61","0","100580461","vo_ske_0410","1005804","0","0"
"0.504","60","0","1","9","62","155","100580462","0","1005804","0","0"
"0","0","0","4","0","63","0","100580463","0","1005804","1.659","1"
"0.488","155","0","1","9","64","335","100580464","0","1005804","0","0"
"0","0","0","4","0","65","0","100580465","0","1005804","3.099","1"
"0","0","vo_ske","2","0","66","0","100580466","vo_ske_0411","1005804","0","0"
"0.743","0","0","1","10","67","93","100580467","0","1005804","0","0"
"0","0","0","4","0","68","0","100580468","0","1005804","1.683","1"
"2.16","93","0","1","10","69","319","100580469","0","1005804","0","0"
"0","0","0","4","0","70","0","100580470","0","1005804","3.689","1"
"1.846","0","0","1","11","71","284","100580471","0","1005804","0","0"
"0","0","0","4","0","72","0","100580472","0","1005804","4.239","1"
"0","0","vo_ske","2","0","73","0","100580473","vo_ske_0412","1005804","0","0"
"0.584","0","0","1","12","74","90","100580474","0","1005804","0","0"
"0","0","0","4","0","75","0","100580475","0","1005804","1.837","1"
"1.393","90","0","1","12","76","330","100580476","0","1005804","0","0"
"0","0","0","4","0","77","0","100580477","0","1005804","3.893","1"
"0","0","0","4","0","1","0","100580501","0","1005805","0.8","1"
"0","0","vo_ske","2","0","2","0","100580502","vo_ske_0501","1005805","0","0"
"1.013","0","0","1","1","3","136","100580503","0","1005805","0","0"
"0","0","0","4","0","4","0","100580504","0","1005805","1.598","1"
"1.062","136","0","1","1","5","399","100580505","0","1005805","0","0"
"0","0","0","4","0","6","0","100580506","0","1005805","2.428","1"
"0","0","vo_ske","2","0","7","0","100580507","vo_ske_0502","1005805","0","0"
"1.244","0","0","1","2","8","137","100580508","0","1005805","0","0"
"0","0","0","4","0","9","0","100580509","0","1005805","1.839","1"
"1.989","137","0","1","2","10","357","100580510","0","1005805","0","0"
"0","0","0","4","0","11","0","100580511","0","1005805","3.898","1"
"0","0","vo_ske","2","0","12","0","100580512","vo_ske_0503","1005805","0","0"
"1.43","0","0","1","3","13","220","100580513","0","1005805","0","0"
"0","0","0","4","0","14","0","100580514","0","1005805","1.915","1"
"0.906","220","0","1","3","15","365","100580515","0","1005805","0","0"
"0","0","0","4","0","16","0","100580516","0","1005805","2.75","1"
"0","0","vo_ske","2","0","17","0","100580517","vo_ske_0504","1005805","0","0"
"1.11","0","0","1","4","18","100","100580518","0","1005805","0","0"
"0","0","0","4","0","19","0","100580519","0","1005805","1.656","1"
"1.445","100","0","1","4","20","320","100580520","0","1005805","0","0"
"0","0","0","4","0","21","0","100580521","0","1005805","1.899","1"
"0.574","320","0","1","4","22","408","100580522","0","1005805","0","0"
"0","0","0","4","0","23","0","100580523","0","1005805","2.491","1"
"0","0","vo_ske","2","0","24","0","100580524","vo_ske_0505","1005805","0","0"
"1.192","0","0","1","5","25","167","100580525","0","1005805","0","0"
"0","0","0","4","0","26","0","100580526","0","1005805","1.943","1"
"0.864","167","0","1","5","27","316","100580527","0","1005805","0","0"
"0","0","0","4","0","28","0","100580528","0","1005805","1.47","1"
"0.713","316","0","1","5","29","376","100580529","0","1005805","0","0"
"0","0","0","4","0","30","0","100580530","0","1005805","3.073","1"
"0","0","vo_ske","2","0","31","0","100580531","vo_ske_0506","1005805","0","0"
"1.159","0","0","1","6","32","139","100580532","0","1005805","0","0"
"0","0","0","4","0","33","0","100580533","0","1005805","1.779","1"
"1.634","139","0","1","6","34","391","100580534","0","1005805","0","0"
"0","0","0","4","0","35","0","100580535","0","1005805","5.206","1"
"0","0","vo_ske","2","0","36","0","100580536","vo_ske_0507","1005805","0","0"
"1.363","0","0","1","7","37","202","100580537","0","1005805","0","0"
"0","0","0","4","0","38","0","100580538","0","1005805","2.334","1"
"1.128","202","0","1","7","39","343","100580539","0","1005805","0","0"
"0","0","0","4","0","40","0","100580540","0","1005805","3.267","1"
"0","0","vo_ske","2","0","41","0","100580541","vo_ske_0508","1005805","0","0"
"2.341","0","0","1","8","42","319","100580542","0","1005805","0","0"
"0","0","0","4","0","43","0","100580543","0","1005805","3.817","1"
"0.614","319","0","1","8","44","413","100580544","0","1005805","0","0"
"0","0","0","4","0","45","0","100580545","0","1005805","1.798","1"
"1.942","0","0","1","9","46","286","100580546","0","1005805","0","0"
"0","0","0","4","0","47","0","100580547","0","1005805","4.447","1"
"0","0","vo_ske","2","0","48","0","100580548","vo_ske_0509","1005805","0","0"
"0.441","0","0","1","10","49","95","100580549","0","1005805","0","0"
"0","0","0","4","0","50","0","100580550","0","1005805","1.691","1"
"2.177","95","0","1","10","51","382","100580551","0","1005805","0","0"
"0","0","0","4","0","52","0","100580552","0","1005805","4.215","1"
"0","0","vo_ske","2","0","53","0","100580553","vo_ske_0510","1005805","0","0"
"1.116","0","0","1","11","54","154","100580554","0","1005805","0","0"
"0","0","0","4","0","55","0","100580555","0","1005805","2.252","1"
"2.025","154","0","1","11","56","380","100580556","0","1005805","0","0"
"0","0","0","4","0","57","0","100580557","0","1005805","4.486","1"
"0","0","vo_ske","2","0","58","0","100580558","vo_ske_0511","1005805","0","0"
"0.473","0","0","1","12","59","93","100580559","0","1005805","0","0"
"0","0","0","4","0","60","0","100580560","0","1005805","1.015","1"
"0.759","93","0","1","12","61","164","100580561","0","1005805","0","0"
"0","0","0","4","0","62","0","100580562","0","1005805","2.172","1"
"2.606","0","0","1","13","63","362","100580563","0","1005805","0","0"
"0","0","0","4","0","64","0","100580564","0","1005805","5.313","1"
"0","0","vo_ske","2","0","65","0","100580565","vo_ske_0512","1005805","0","0"
"1.072","0","0","1","14","66","113","100580566","0","1005805","0","0"
"0","0","0","4","0","67","0","100580567","0","1005805","2.416","1"
"1.331","113","0","1","14","68","362","100580568","0","1005805","0","0"
"0","0","0","4","0","69","0","100580569","0","1005805","3.831","1"
"0","0","0","4","0","1","0","100590101","0","1005901","0.8","1"
"0","0","vo_ske","2","0","2","0","100590102","vo_ske_0601","1005901","0","0"
"1.86","0","0","1","1","3","320","100590103","0","1005901","0","0"
"0","0","0","4","0","4","0","100590104","0","1005901","2.5","1"
"1.2","320","0","1","1","5","380","100590105","0","1005901","0","0"
"0","0","0","4","0","6","0","100590106","0","1005901","3.1","1"
"0","0","vo_ske","2","0","7","0","100590107","vo_ske_0602","1005901","0","0"
"2.2","0","0","1","2","8","287","100590108","0","1005901","0","0"
"0","0","0","4","0","9","0","100590109","0","1005901","3.3","1"
"0.9","287","0","1","2","10","410","100590110","0","1005901","0","0"
"0","0","0","4","0","11","0","100590111","0","1005901","1.5","1"
"1.5","0","0","1","3","12","288","100590112","0","1005901","0","0"
"0","0","0","4","0","13","0","100590113","0","1005901","3.7","1"
"0","0","vo_ske","2","0","14","0","100590114","vo_ske_0603","1005901","0","0"
"1.5","288","0","1","3","15","410","100590115","0","1005901","0","0"
"0","0","0","4","0","16","0","100590116","0","1005901","1.5","1"
"0.3","0","0","1","4","17","87","100590117","0","1005901","0","0"
"0","0","0","4","0","18","0","100590118","0","1005901","1.5","1"
"0.8","87","0","1","4","19","246","100590119","0","1005901","0","0"
"0","0","0","4","0","20","0","100590120","0","1005901","1.5","1"
"1.9","246","0","1","4","21","378","100590121","0","1005901","0","0"
"0","0","0","4","0","22","0","100590122","0","1005901","4.5","1"
"0","0","vo_ske","2","0","23","0","100590123","vo_ske_0604","1005901","0","0"
"2.3","0","0","1","5","24","171","100590124","0","1005901","0","0"
"0","0","0","4","0","25","0","100590125","0","1005901","3.3","1"
"1.1","171","0","1","5","26","309","100590126","0","1005901","0","0"
"0","0","0","4","0","27","0","100590127","0","1005901","1.1","1"
"1.1","309","0","1","5","28","410","100590128","0","1005901","0","0"
"0","0","0","4","0","29","0","100590129","0","1005901","3.9","1"
"0","0","vo_ske","2","0","30","0","100590130","vo_ske_0605","1005901","0","0"
"0.5","0","0","1","6","31","52","100590131","0","1005901","0","0"
"0","0","0","4","0","32","0","100590132","0","1005901","1.7","1"
"1.2","52","0","1","6","33","109","100590133","0","1005901","0","0"
"0","0","0","4","0","34","0","100590134","0","1005901","1.9","1"
"0.9","109","0","1","6","35","292","100590135","0","1005901","0","0"
"0","0","0","4","0","36","0","100590136","0","1005901","2.6","1"
"0","0","vo_ske","2","0","37","0","100590137","vo_ske_0606","1005901","0","0"
"1.6","0","0","1","7","38","180","100590138","0","1005901","0","0"
"0","0","0","4","0","39","0","100590139","0","1005901","2","1"
"1","180","0","1","7","40","350","100590140","0","1005901","0","0"
"0","0","0","4","0","41","0","100590141","0","1005901","1","1"
"1.3","0","0","1","8","42","0","100590142","0","1005901","0","0"
"0","0","0","4","0","43","0","100590143","0","1005901","2.2","1"
"1.4","0","0","1","8","44","372","100590144","0","1005901","0","0"
"0","0","0","4","0","45","0","100590145","0","1005901","4","1"
"0","0","vo_ske","2","0","46","0","100590146","vo_ske_0607","1005901","0","0"
"1.1","0","0","1","9","47","130","100590147","0","1005901","0","0"
"0","0","0","4","0","48","0","100590148","0","1005901","1.8","1"
"1","130","0","1","9","49","253","100590149","0","1005901","0","0"
"0","0","0","4","0","50","0","100590150","0","1005901","2.3","1"
"1.4","253","0","1","9","51","400","100590151","0","1005901","0","0"
"0","0","0","4","0","52","0","100590152","0","1005901","3.4","1"
