741a8d90aadf0752c267ed84cb81490d00f72e70cc213fab05dfe35d9d2a3633,6c9c42c3d13de5613f0b87551e8bfa6abb22fa5a6e38f74aa03d7a45c2052366,0f8c5761ca693d6b802193503c3c8bcb587cd6ad526e35e5c325a426256e5a31,006299c6809942c642402a056e310b7f1ebce5ab8bfaceb609fc00e044d07c1b,b5627378d3450482a014ea195b41200957bf121bc5aea2846eccd21fdf18b8fb,b2e38f54d14204f832123bebb175528488fcc690c274696f549aef67e55f7ffc,eccaa6fdc9e4f1af2d0e230ad0e4f6c6800d86eb7b4f3fcaedbb23f416c840a0,f4cd2525c3e928c62d65a39ca11aa880561f4c7d1374f743806b24d692599fe8,32316951776b45565f9c256c9e110d29f89ab722e23a221175663e7c4d7c42d5,954f0e835d29124e1752bbc6e926b2c67956557670fe3090b77477845d1a4e08,33f6fdf0d57fb87c888a8bd697b1010b91528bee850566ed642a1c38056d9372
"101031","好可愛的雲呀，\n真想一起\n帶回去啊♪","11","","12","10","","1120004","0","0",""
"0","","91","","12","","","1120005","","",""
"101031","03_uek_cmn_idol_def_N","3","0.2","12","1","","1120006","0","",""
"101431","03_uek_talk_normal","3","","12","1","","1120007","0","",""
"101431","再怎麼說\n那未免也\n太困難了吧……？","11","","12","10","","1120008","0","0",""
"0","","91","","12","","","1120009","","",""
"101431","03_uek_cmn_idol_def_N","3","0.2","12","1","","1120010","0","",""
"1","105831","1","1.3","13","100","01_uek_cmn_idol_def_N","1130001","-45","-165","0"
"1","105931","1","1.3","13","100","01_uek_cmn_idol_def_N","1130002","-20","-45","0"
"1","106031","1","1.3","13","100","01_uek_cmn_idol_def_N","1130003","-5","120","1"
"105931","01_uek_talk_normal","3","","13","1","","1130004","1","",""
"105931","已經爬到滿高的\n地方來了呢……","11","","13","10","","1130005","0","0",""
"0","","91","","13","","","1130006","","",""
"105931","01_uek_13_kokkoro","3","0.2","13","0","","1130007","1","01_uek_cmn_idol_def_N",""
"106031","01_uek_13_kyaru","3","","13","0","","1130008","1","01_uek_13_kyaru_loop",""
"106031","根本完全\n看不見頂端啊！\n到底有多高啊！","11","","13","10","","1130009","0","0",""
"0","","91","","13","","","1130010","","",""
"105831","01_uek_13_peco_loop","3","","13","1","","1130011","0","",""
"105831","有什麼關係嘛。\n運動後吃的東西\n會格外美味哦☆","11","","13","10","","1130012","0","0",""
"0","","91","","13","","","1130013","","",""
"1","104031","1","1.3","14","100","03_uek_cmn_idol_def_N","1140001","-25","-86","0"
"1","1","31","1","14","0","","1140002","1","250",""
"104031","03_uek_14_aoi","3","","14","0","","1140003","1","03_uek_14_aoi_loop",""
"104031","嗚嗚，這風是\n對邊緣人的\n猛烈排擠嗎！？","11","","14","10","","1140004","0","0",""
"1","100731","1","1.3","15","100","03_uek_cmn_idol_def_N","1150001","-20","-75","0"
"1","103131","1","1.3","15","100","03_uek_15_father","1150002","10","65","1"
"100731","03_uek_15_miyako","3","","15","1","","1150003","0","",""
"100731","天上好舒服哦～\n這就是所謂的\n幸福到快升天嗎？","11","","15","10","","1150004","0","0",""
"0","","91","","15","","","1150005","","",""
"103131","03_uek_15_father","3","","15","1","","1150006","0","",""
"103131","小鬼妳也是嗎？\n本大爺的身體也\n變得好輕啊！","11","","15","10","","1150007","0","0",""
"0","","91","","15","","","1150008","","",""
"103131","03_uek_talk_normal","3","","15","1","","1150009","0","",""
"103131","宮子\n妳可不能\n真的升天哦……？","11","","15","10","","1150010","0","0",""
"0","","91","","15","","","1150011","","",""
"103131","03_uek_cmn_idol_def_N","3","0.2","15","1","","1150012","0","",""
"1","112431","1","1.3","16","100","01_uek_cmn_idol_def_N","1160001","-45","-110","0"
"1","105831","1","1.3","16","100","01_uek_cmn_idol_def_N","1160002","-15","40","1"
"1","105931","1","1.3","16","100","01_uek_cmn_idol_def_N","1160003","10","140","1"
"105931","01_uek_01_kokkoro","3","","16","0","","1160004","0","01_uek_cmn_idol_def_N",""
"112431","01_uek_01_uduki","3","","16","0","","1160005","1","01_uek_cmn_idol_def_N",""
"105831","01_uek_01_peko","3","","16","0","","1160006","1","01_uek_cmn_idol_def_N",""
"0","","91","","16","","","1160007","","",""
"105931","01_uek_talk_normal","3","","16","1","","1160008","1","",""
"105931","卯月小姐。前路似乎\n還很漫長，\n您不休息沒問題嗎？","11","","16","10","","1160009","0","0",""
"0","","91","","16","","","1160010","","",""
"105931","01_uek_cmn_idol_def_N","3","","16","1","","1160011","1","",""
"112431","01_uek_talk_joy1","3","","16","1","","1160012","","",""
"112431","嗯，沒問題！\n我很樂在其中，\n太讚了吧☆","11","","16","10","","1160013","0","0",""
"1.5","","93","","16","","","1160014","","",""
"112431","01_uek_16_uduki","3","0.2","16","0","","1160015","1","01_uek_16_uduki_loop",""
"1160013","","91","","16","","","1160016","","",""
"105831","01_uek_talk_joy1","3","","16","1","","1160017","","",""
"105831","妳很有活力呢！\n卯月，我們\n一起加油吧～☆","11","","16","10","","1160018","0","0",""
"2.2","","93","","16","","","1160019","","",""
"105831","01_uek_16_peco","3","0.2","16","0","","1160020","1","01_uek_16_uduki_loop",""
"1160018","","91","","16","","","1160021","","",""
"1","102331","1","1.3","17","300","03_uek_cmn_idol_def_N","1170001","10","150","1"
"1","102131","1","1.3","17","100","03_uek_cmn_idol_def_N","1170002","-15","-100","0"
"3","3","31","0","17","20","","1170003","1.3","10",""
"102331","03_uek_17_ayane","3","0.2","17","0","","1170004","1","03_uek_17_ayane_loop","0.2"
"102131","03_uek_cmn_pose05","3","0.2","17","0","","1170005","1","03_uek_cmn_idol_def_N",""
"3","1","32","","17","","","1170006","","",""
"102331","妳看妳看！\n我用雲做出了\n噗吉哦～！","11","","17","10","","1170007","0","0",""
"0","","91","","17","","","1170008","","",""
"102131","03_uek_talk_joy1","3","0.2","17","1","","1170009","","",""
"102131","哇，好厲害～！\n我也想\n做點什麼呢……♪","11","","17","10","","1170010","0","0",""
"0","","91","","17","","","1170011","","",""
"102131","03_uek_cmn_idol_def_N","3","0.2","17","1","","1170012","","",""
"1","112631","1","1.3","18","100","01_uek_cmn_idol_def_N","1180001","45","229","0"
"1","105831","1","1.3","18","110","01_uek_cmn_idol_def_N","1180002","20","170","0"
"1","105931","1","1.3","18","100","01_uek_cmn_idol_def_N","1180003","-10","-85","0"
"112631","01_uek_18_mio","3","","18","0","","1180004","1","01_uek_18_mio_loop",""
"112631","已經爬了很高呢～\n來看看底下的\n景色吧！","11","","18","10","","1180005","0","0",""
"0","","91","","18","","","1180006","","",""
"105831","01_uek_18_mio","3","","18","0","","1180007","1","01_uek_18_mio_loop",""
"105831","是啊！\n嗯，我看看…\n唔，哇哇哇哇！","11","","18","10","","1180008","0","0",""
"3","","93","","18","","","1180009","","",""
"105831","170","2","","18","5","","1180010","1","2",""
"1180008","","91","","18","","","1180011","","",""
"105931","01_uek_18_kokkoro","3","","18","0","","1180012","1","01_uek_cmn_idol_def_N",""
"105931","呵呵，兩位\n嬉嬉鬧鬧的，\n好像很開心呢。","11","","18","10","","1180013","0","0",""
"1","101231","1","1.3","19","100","02_uek_19_hatsune","1190001","110","402","0"
"1","103831","1","1.3","19","100","02_uek_talk_surprise2","1190002","30","166","0"
"103831","02_uek_talk_surprise2","3","0.2","19","1","","1190003","0","",""
"103831","啊！姊姊！\n在這種地方睡著\n很危險的！","11","","19","10","","1190004","0","0",""
"0","","91","","19","","","1190005","","",""
"101231","我好像聽到了\n小栞的聲音……\n呼嚕……☆","11","","19","10","","1190006","0","0",""
"2","105831","1","0.9","20","100","05_idle","1200001","-35","-195","0"
"2","304602","1","1.4","20","1000","304602_idle","1200002","30","150","0"
"102","17","31","1","20","150","","1200003","1","50",""
"103","18","31","1","20","150","","1200004","1","400",""
"1","105931","1","1.3","21","110","01_uek_21_kokkoro_loop","1210001","25","185","0"
"1","112531","1","1.3","21","120","01_uek_21_rin_loop","1210002","-5","65","0"
"1","106031","1","1.3","21","100","01_uek_cmn_idol_def_N","1210003","-35","-140","0"
"105931","風吹得好舒服呢。\n像在溫柔地對我們\n輕聲呢喃一樣。","11","","21","10","","1210004","0","0",""
"0","","91","","21","","","1210005","","",""
"112531","說不定蒼風有什麼話\n想對向上邁進的\n我們說呢……","11","","21","10","","1210006","0","0",""
"0","","91","","21","","","1210007","","",""
"106031","01_uek_21_kyaru","3","","21","0","","1210008","1","01_uek_cmn_idol_def_N",""
"106031","……妳們好像\n在奇妙的地方\n同步了呢。","11","","21","10","","1210009","0","0",""
"0","","91","","21","","","1210010","","",""
"1","105831","1","1.3","22","100","01_uek_cmn_idol_def_N","1220001","40","180","0"
"4","4","31","1","22","420","","1220002","1.3","250",""
"105831","01_uek_cmn_pose03","3","0.2","22","1","","1220003","","",""
"105831","像飯糰的雲\n會是什麼味道呢\n……流口水☆","11","","22","10","","1220004","0","0",""
"0","","91","","22","","","1220005","","",""
"1","105231","1","1.3","23","100","03_uek_cmn_idol_def_N","1230001","5","33","0"
"1","102631","1","1.3","23","1010","03_uek_23_rin","1230002","40","200","0"
"1","103331","1","1.3","23","100","03_uek_cmn_idol_def_N","1230003","-25","-110","0"
"5","5","31","1","23","220","","1230004","1","32",""
"102631","03_uek_23_rin","3","0.2","23","1","","1230005","","",""
"102631","這朵雲軟綿綿的\n好舒服～\n好像能睡得很熟～","11","","23","10","","1230006","0","0",""
"0","","91","","23","","","1230007","","",""
"102631","1100","2","","23","40","","1230008","0","45",""
"5","1120","33","","23","32","","1230009","0","45",""
"105231","03_uek_cmn_pose04","3","0.2","23","1","","1230010","","",""
"103331","03_uek_talk_surprise2","3","0.2","23","1","","1230011","","",""
"105231","鈴睡在上面的\n那朵雲飄走了！\n怎、怎麼辦！","11","","23","10","","1230012","0","0",""
"0","","91","","23","","","1230013","","",""
"103331","乾草比這\n更軟的啦！\n快點回來啦！","11","","23","10","","1230014","0","0",""
"0","","91","","23","","","1230015","","",""
"1","105531","1","1.3","24","10","03_uek_24_ayumi","1240001","-45","-240","0"
"105531","03_uek_24_ayumi","3","","24","1","","1240002","0","",""
"105531","啊，\n前輩在那裡，\n盯……………","11","","24","10","","1240003","0","0",""
"1","103631","1","1.3","25","100","03_uek_cmn_idol_def_N","1250001","15","175","1"
"1","100431","1","1.3","25","100","03_uek_cmn_idol_def_N","1250002","-10","-36","0"
"1","102031","1","1.3","25","100","03_uek_cmn_idol_def_N","1250003","-45","-158","0"
"102031","03_uek_cmn_pose06","3","","25","1","","1250004","0","",""
"102031","在天上玩耍\n真的很舒服呢。\n嚕啦啦～♪","11","","25","10","","1250005","0","0",""
"0","","91","","25","","","1250006","","",""
"100431","03_uek_25_misogi","3","","25","0","","1250007","1","03_uek_25_misogi_loop",""
"100431","對啊！鏡華也\n這樣覺得吧？\n……哇！","11","","25","10","","1250008","0","0",""
"103631","03_uek_25_kyouka","3","","25","1","","1250009","0","03_uek_25_kyouka_loop",""
"0","","91","","25","","","1250010","","",""
"103631","慢著，禊！\n掉下去會很危險，\n妳不要嚇我啦！","11","","25","10","","1250011","0","0",""
"0","","91","","25","","","1250012","","",""
"1","104831","1","1.3","27","100","01_uek_cmn_idol_def_N","1270001","-43","-179","0"
"1","104631","1","1.3","27","100","01_uek_27_tamaki_loop","1270002","-14","0","0"
"1","103231","1","1.3","27","100","01_uek_cmn_idol_def_N","1270003","24","200","1"
"104631","呼呼……\n到、到極限了喵……\n我想回去喵……","11","","27","10","","1270004","0","0",""
"0","","91","","27","","","1270005","","",""
"104831","01_uek_cmn_pose02","3","","27","0","","1270006","1","01_uek_talk_normal",""
"104831","步行只要有效率地\n分配體力，\n這點程度不算什麼。","11","","27","10","","1270007","0","0",""
"0","","91","","27","","","1270008","","",""
"104831","01_uek_cmn_idol_def_N","3","0.3","27","1","","1270009","0","",""
"103231","01_uek_27_akino_loop","3","","27","1","","1270010","0","",""
"103231","喔――呵呵呵！\n風景真不錯！\n之後景色真讓人期待","11","","27","10","","1270011","0","0",""
"1","102931","1","1.3","28","110","04_uek_cmn_idol_def_N","1280001","-10","0","0"
"1","104231","1","1.3","28","120","04_uek_cmn_idol_def_N","1280002","-30","-120","0"
"1","105431","1","1.3","28","100","04_uek_cmn_idol_def_N","1280003","10","120","0"
"6","6","31","0","28","35","","1280004","1.3","10",""
"6","9","31","0","28","-85","","1280005","1.3","-10",""
"6","10","31","0","28","155","","1280006","1.3","30",""
"102931","04_uek_28_nozomi","3","0.2","28","1","","1280007","","",""
"104231","04_uek_28_chika","3","0.2","28","1","","1280008","","",""
"105431","04_uek_28_tsumugi","3","0.2","28","1","","1280009","","",""
"6","1","32","","28","","","1280010","","",""
"9","1","32","","28","","","1280011","","",""
"10","1","32","","28","","","1280012","","",""
"102931","就算在天空上\n慈樂之音也要…\n站上舞台！","11","","28","10","","1280013","0","0",""
"0","","91","","28","","","1280014","","",""
"104231","風吹得真舒服……！\n精靈們好像\n也很開心！","11","","28","10","","1280015","0","0",""
"0","","91","","28","","","1280016","","",""
"105431","太棒了呢！\n就一路嗨到\n安可吧！","11","","28","10","","1280017","0","0",""
"0","","91","","28","","","1280018","","",""
"1","101531","1","1.3","29","100","03_uek_cmn_idol_def_N","1290001","-10","-40","0"
"1","101831","1","1.3","29","100","03_uek_cmn_idol_def_N","1290002","10","95","1"
"101831","03_uek_talk_joy1","3","","29","1","","1290003","0","",""
"101831","真是宜人的地方呢，\n要不要在遠足的時候\n帶學生們來這裡呢？","11","","29","10","","1290004","0","0",""
"0","","91","","29","","","1290005","","",""
"101831","03_uek_cmn_idol_def_N","3","0.3","29","1","","1290006","0","",""
"101531","03_uek_talk_joy1","3","0.3","29","1","","1290007","0","",""
"101531","哎呀哎呀～那還真想\n讓村裡的孩子們\n也一起來呢～","11","","29","10","","1290008","0","0",""
"0","","91","","29","","","1290009","","",""
"101531","03_uek_cmn_idol_def_N","3","0.3","29","1","","1290010","0","",""
"2","105831","1","0.9","30","100","05_idle","1300001","-35","-195","0"
"2","307505","1","1.5","30","1000","307505_idle","1300002","-50","150","0"
"102","19","31","1","30","150","","1300003","1","50",""
"103","20","31","1","30","150","","1300004","1","400",""
"307505","307505_awake","3","0","30","0","","1300005","1","307505_idle",""
"1","105831","1","1.3","31","110","01_uek_cmn_idol_def_N","1310001","10","140","0"
"1","105931","1","1.3","31","110","01_uek_cmn_idol_def_N","1310002","0","20","0"
"1","106031","1","1.3","31","110","01_uek_26_kyaru_loop","1310003","-55","-200","0"
"1","","93","","31","","","1310004","","",""
"105831","1","4","","31","","","1310005","","",""
"105831","01_uek_cmn_pose04","3","0","31","1","","1310006","","",""
"105831","妳們快看！\n是星星的世界！\n好棒的景色呢☆","11","","31","10","","1310007","","",""
"2.3","","93","","31","","","1310008","","",""
"105831","01_uek_cmn_idol_def_N","3","0.2","31","0","","1310009","0","",""
"1310007","","91","","31","","","1310010","","",""
"105831","01_uek_cmn_idol_def_N","3","0.2","31","1","","1310011","0","",""
"105931","01_uek_talk_normal","3","","31","1","","1310012","","",""
"105931","真的是\n很棒的地方呢，\n我們好好享受吧。","11","","31","10","","1310013","","",""
"0","","91","","31","","","1310014","","",""
"105931","01_uek_cmn_idol_def_N","3","0.2","31","1","","1310015","","",""
"106031","妳們也太冷靜了吧！\n這一切都\n太奇怪了吧……！","11","","31","10","","1310016","","",""
"1","104531","1","1.3","32","100","02_uek_32_kuka_loop","1320001","91","255","1"
"1","105331","1","1.3","32","100","02_uek_cmn_idol_def_N","1320002","-29","-97","0"
"1","103031","1","1.3","32","100","02_uek_cmn_idol_def_N","1320003","0","50","0"
"104531","02_uek_32_kuka","3","0.5","32","0","","1320004","0","",""
"105331","02_uek_cmn_shock_def_N","3","0.5","32","0","","1320005","1","02_uek_talk_surprise2",""
"103031","02_uek_cmn_shock_def_N","3","0.5","32","0","","1320006","1","02_uek_talk_surprise2",""
"0","","91","","32","","","1320007","","",""
"103031","02_uek_talk_surprise2","3","0.5","32","1","","1320008","0","",""
"103031","好不容易找到的\n空花\n又要飛走了！","11","","32","10","","1320009","0","0",""
"0","","91","","32","","","1320010","","",""
"105331","02_uek_talk_surprise2","3","0.5","32","1","","1320011","0","",""
"105331","她果然\n很開心的樣子！？","11","","32","10","","1320012","0","0",""
"1","100831","1","1.3","33","100","02_uek_cmn_idol_def_N","1330001","0","0","1"
"7","7","31","1","33","-120","","1330002","1.3","130",""
"100831","02_uek_33_yuki","3","0.2","33","0","","1330003","1","02_uek_33_yuki_loop",""
"100831","沐浴在星星的\n光輝之下，讓我\n顯得更加美麗了…","11","","33","10","","1330004","0","0",""
"0","","91","","33","","","1330005","","",""
"1","100931","1","1.3","34","110","02_uek_cmn_idol_def_N","1340001","0","10","1"
"1","101331","1","1.3","34","110","02_uek_cmn_idol_def_N","1340002","10","180","1"
"1","","93","","34","","","1340003","","",""
"101331","02_uek_cmn_pose01","3","0.2","34","1","","1340004","1","02_uek_cmn_idol_def_N","0.2"
"101331","來到宇宙啦！\n人家超嗨\n爆嗨的啦！","11","","34","10","","1340005","0","0",""
"0","","91","","34","","","1340006","","",""
"100931","02_uek_34_anna","3","0.2","34","0","","1340007","1","02_uek_34_anna_loop","0"
"100931","呵呵呵……我強烈地\n感受到星星之力了！\n覺醒的時刻近了…！","11","","34","10","","1340008","0","0",""
"1","100231","1","1.3","35","100","01_uek_cmn_idol_def_N","1350001","-60","-200","1"
"1","100331","1","1.3","35","100","01_uek_cmn_idol_def_N","1350002","10","0","1"
"1","100131","1","1.3","35","100","01_uek_cmn_idol_def_N","1350003","20","200","1"
"8","8","31","1","35","0","","1350004","1","270",""
"100231","01_uek_35_yui","3","0.2","35","0","","1350005","1","01_uek_35_yui_loop","0.2"
"100331","01_uek_35_rei","3","0.2","35","0","","1350006","1","01_uek_35_rei_loop","0.2"
"100131","01_uek_cmn_pose03","3","0.2","35","1","","1350007","","",""
"100231","快看，是流星…！\n大家一起\n許願吧！","11","","35","10","","1350008","0","0",""
"0","","91","","35","","","1350009","","",""
"100331","嗯，是呀。\n這個情境\n很適合我們呢。","11","","35","10","","1350010","0","0",""
"0","","91","","35","","","1350011","","",""
"100131","贊成！\n那麼我要許……\n嗯、嗯……！","11","","35","10","","1350012","0","0",""
"0","","91","","35","","","1350013","","",""
"1","102531","1","1.3","36","110","03_uek_cmn_idol_def_N","1360001","5","105","0"
