5b535cba2ab921f8f0d71ed2f0cb1dfc4eaef44fc00816abe9410af4cc020f31,9e9ad6374caa2bd157ceb6a52be01c5478e42373478bcf7c4f3a0b4d86843508,ccf73441228daf5dd2b3d32493b24f2ed161dbc30d5a653c091a4b9bb70a26b2,b94ce8b35634f5c7636770f58c977294131416b535680d8c3006fe2fa443a12c,fc588e6aa15dad426a0cac1210cd46a926ffa15b65b4d73dddf9449adc40eec0,c0fb672546856868ceee2563e280c7d66269aa988ba63ab6a2c5cb3a5149684a
"2","40","2","610112702","1","10112"
"2","-70","3","610112703","1","10112"
"2","40","4","610112704","1","10112"
"2","-15","5","610112705","1","10112"
"2","-70","6","610112706","1","10112"
"2","40","7","610112707","1","10112"
"2","-15","8","610112708","1","10112"
"2","-70","9","610112709","1","10112"
"2","-100","10","610112710","1","10112"
"1","-500","0","610113501","0","10113"
"1","-220","0","610113502","0","10113"
"1","-50","0","610113503","0","10113"
"1","-350","0","610113504","0","10113"
"1","-400","0","610114501","1","10114"
"1","-300","0","610114502","1","10114"
"1","-200","0","610114503","1","10114"
"1","-100","0","610114504","1","10114"
"1","20","1","610115404","1","10115"
"1","140","2","610115405","1","10115"
"1","300","3","610115406","1","10115"
"1","20","0","610117501","1","10117"
"1","140","0","610117502","1","10117"
"1","300","0","610117503","1","10117"
"1","20","1","610119404","1","10119"
"1","140","2","610119405","1","10119"
"1","300","3","610119406","1","10119"
"2","-150","0","610119501","0","10119"
"2","250","0","610119502","0","10119"
"2","50","0","610119503","0","10119"
"2","450","0","610119504","0","10119"
"2","-275","0","610120501","0","10120"
"2","-45","0","610120502","0","10120"
"2","115","0","610120503","0","10120"
"2","175","0","610120504","0","10120"
"1","-150","1","610121501","1","10121"
"1","250","2","610121502","1","10121"
"1","50","3","610121503","1","10121"
"1","450","4","610121504","1","10121"
"2","-220","0","610122403","0","10122"
"2","-110","0","610122404","0","10122"
"2","0","0","610122405","0","10122"
"2","-180","0","610123501","0","10123"
"2","80","0","610123502","0","10123"
"2","-145","0","610123503","0","10123"
"1","-220","0","610124407","0","10124"
"1","-110","0","610124408","0","10124"
"1","0","0","610124409","0","10124"
"2","-180","0","610125501","0","10125"
"2","-25","0","610125502","0","10125"
"2","280","0","610125503","0","10125"
"2","-40","0","610125601","0","10125"
"2","80","0","610125602","0","10125"
"2","180","0","610125603","0","10125"
"2","280","0","610125604","0","10125"
"2","-300","0","610126404","0","10155"
"2","-200","0","610126405","0","10155"
"2","20","0","610126406","0","10155"
"2","80","0","610126407","0","10155"
"1","-150","0","610127501","0","10127"
"1","250","0","610127502","0","10127"
"1","50","0","610127503","0","10127"
"1","450","0","610127504","0","10127"
"1","-220","0","610128402","1","10157"
"1","-110","0","610128403","1","10157"
"1","0","0","610128404","1","10157"
"2","-180","0","610129501","0","10129"
"2","-145","0","610129502","0","10129"
"2","80","0","610129503","0","10129"
"2","-180","0","610129601","0","10129"
"2","-145","0","610129602","0","10129"
"2","80","0","610129603","0","10129"
"2","-100","0","610130502","0","10159"
"2","100","0","610130503","0","10159"
"2","220","0","610130504","0","10159"
"1","-110","0","610131501","0","10131"
"1","0","0","610131502","0","10131"
"1","-200","0","610131503","0","10131"
"1","-220","0","610132601","1","10132"
"1","-140","0","610132602","1","10132"
"1","-60","0","610132603","1","10132"
"1","0","0","610132604","1","10132"
"1","-220","0","610132701","1","10132"
"1","-140","0","610132702","1","10132"
"1","-60","0","610132703","1","10132"
"1","0","0","610132704","1","10132"
"2","-180","0","610133501","0","10133"
"2","-145","0","610133502","0","10133"
"2","80","0","610133503","0","10133"
"2","150","0","610133601","1","10133"
"2","-50","0","610133602","1","10133"
"2","-300","0","610133603","1","10133"
"2","-220","0","610134602","1","10134"
"2","-140","0","610134603","1","10134"
"2","-60","0","610134604","1","10134"
"2","0","0","610134605","1","10134"
"2","-220","0","610134702","1","10134"
"2","-140","0","610134703","1","10134"
"2","-60","0","610134704","1","10134"
"2","0","0","610134705","1","10134"
"1","-180","0","610136601","0","10136"
"1","80","0","610136602","0","10136"
"1","-145","0","610136603","0","10136"
"2","0","0","610136604","0","10136"
"1","-180","0","610136701","0","10136"
"1","80","0","610136702","0","10136"
"1","-145","0","610136703","0","10136"
"2","0","0","610136704","0","10136"
"1","-200","0","610138501","0","10138"
"1","-100","0","610138502","0","10138"
"1","0","0","610138503","0","10138"
"1","100","0","610138504","0","10138"
"2","-120","0","610139501","0","10139"
"2","-40","0","610139502","0","10139"
"2","40","0","610139503","0","10139"
"1","-400","0","610141501","1","10141"
"1","-300","0","610141502","1","10141"
"1","-200","0","610141503","1","10141"
"1","-100","0","610141504","1","10141"
"2","-200","0","610142601","0","10142"
"2","-140","0","610142602","0","10142"
"2","-60","0","610142603","0","10142"
"2","0","0","610142604","0","10142"
"2","-200","0","610142701","0","10142"
"2","-140","0","610142702","0","10142"
"2","-60","0","610142703","0","10142"
"2","0","0","610142704","0","10142"
"2","-200","0","610144601","0","10144"
"2","-140","0","610144602","0","10144"
"2","-60","0","610144603","0","10144"
"2","0","0","610144604","0","10144"
"2","-200","0","610144701","0","10144"
"2","-140","0","610144702","0","10144"
"2","-60","0","610144703","0","10144"
"2","0","0","610144704","0","10144"
"1","-250","0","610146601","0","10146"
"1","-180","0","610146602","0","10146"
"1","100","0","610146603","0","10146"
"1","150","0","610146604","0","10146"
"1","-250","0","610146701","0","10146"
"1","-180","0","610146702","0","10146"
"1","100","0","610146703","0","10146"
"1","150","0","610146704","0","10146"
"2","-275","0","610147501","0","10147"
"2","-45","0","610147502","0","10147"
"2","115","0","610147503","0","10147"
"2","175","0","610147504","0","10147"
"1","-220","0","610148601","0","10148"
"1","-100","0","610148602","0","10148"
"1","0","0","610148603","0","10148"
"1","-220","0","610148701","0","10148"
"1","-100","0","610148702","0","10148"
"1","0","0","610148703","0","10148"
"2","-220","0","610149403","0","10149"
"2","-110","0","610149404","0","10149"
"2","0","0","610149405","0","10149"
"1","-220","0","610151407","0","10151"
"1","-110","0","610151408","0","10151"
"1","0","0","610151409","0","10151"
"1","-480","0","610152601","1","10152"
"1","-440","0","610152602","1","10152"
"1","-320","0","610152603","1","10152"
"1","-260","0","610152604","1","10152"
"1","-480","0","610152701","1","10152"
"1","-440","0","610152702","1","10152"
"1","-320","0","610152703","1","10152"
"1","-260","0","610152704","1","10152"
"1","-180","0","610153501","0","10153"
"1","-80","0","610153502","0","10153"
"2","-200","0","610154601","0","10154"
"2","-140","0","610154602","0","10154"
"2","-60","0","610154603","0","10154"
"2","-200","0","610154701","0","10154"
"2","-140","0","610154702","0","10154"
"2","-60","0","610154703","0","10154"
"2","-200","0","610156601","0","10156"
"2","-140","0","610156602","0","10156"
"2","-60","0","610156603","0","10156"
"2","0","0","610156604","0","10156"
"2","-200","0","610156701","0","10156"
"2","-140","0","610156702","0","10156"
"2","-60","0","610156703","0","10156"
"2","0","0","610156704","0","10156"
"2","-200","0","610158601","0","10158"
"2","-140","0","610158602","0","10158"
"2","-60","0","610158603","0","10158"
"2","0","0","610158604","0","10158"
"2","-200","0","610158701","0","10158"
"2","-140","0","610158702","0","10158"
"2","-60","0","610158703","0","10158"
"2","0","0","610158704","0","10158"
"1","-200","0","610160601","1","10160"
"1","-140","0","610160602","1","10160"
"1","-60","0","610160603","1","10160"
"1","0","0","610160604","1","10160"
"1","-200","0","610160701","1","10160"
"1","-140","0","610160702","1","10160"
"1","-60","0","610160703","1","10160"
"1","0","0","610160704","1","10160"
