b93fccd973e8721605b1a7c7421b64d479906a1a2d58fc599a2a0b4b7a7fd7ea,b1228f4298a8ae766c5cfed79d723bdfd955bf06f5f7932c5b6ff52a345dd7f7,c14e69c7af0f69d9b75d5618851903b87c8a9e285cd2cbd3f0c63f5c0ea584b9,b93f225dc03e241c053c3b7ef405fac149b39d395a435f361f73cb67527ea939,f4a7d442f068cc0ad818058511d92bb03f2128def26f3305dfd0cdb7eb2e39bf,1cd171554aa6862e9fbd9f10af88da05b7c599a20db1f870d5466d6e0dca0e81,1486233184c61e828ad818afe7bab5d65a5bc4aad3974a05e860bf1a930b50b2,00cc269b5fa5d101cfe7b304e66046a9ffd69e179aec744df0da98ebc01736e5,768fa4629d41fe0bbdcdcb5123e0ebfd832d8ef5043cfa57c4ee911d4ed08775,72c34cf7c7c961a4cfb90a80fd5fe727bc5e224bac8dbe1ca1838228be79f3b1,a2acfd5fad7e7100dd4ea95f64081a62a25769e150a957da87547cbb8fbe1b3a,594e7f758a2c0b5f37d75518d193afa8ed56e320df61bf54c50d141f198e8977,1bd0eef3f2e344c79be0323031b2e6172909140bdfa77fabba80e89b631eef38,7b93aa8d515ced0435ee34ad6e6c8e92b75c031946b43e134a34a1c984d6a411,a551aaa982f58ccf06d3b7740abc1f005ba762c6a3ab7d89537894cb7ebd6f32,caf0d87636a9f33bd0848500a248bdc03ff3661f5d82a164cf9de1bdb27db757,a8ce3b2583c4a90272eb418da128a4c395c711bff7001e579d71af1b541c4443,8c80059e51235e041f1bd0cb9e69c3f58f9dbb33f9ca818fd06cab3214540824,2708edde26427ab06cbc8bbba1b18030e2859e2f5803d4dd3ca64dff98d232a3,f5c0118114d917615c7184d3655042468e795410a9080751ce8ec03b4118f37a,f827b1e8001463456b9e935d0e0bc7343abc5bcfe0163d4869eef5727f13ff78,b437a4952f1341cdce8751c7d0695ea8ddfba21c7947bb94fb2c72625f0ba900,cfe106d98c3688a8b328271e2e7bd0d3ae415cca37e7df1929e2fc6e853e0ae7,8973289630b981b4b35c44e01096b39d3534f8da1e5e89adafb35b555489b4cb
"0","2015/12/17 15:00:00","2","2","91002","-442","0","31006","1","0","妹妹們的照顧之戰","在戰鬥中獲得勝利。","300010","30","31011","-123","5","5","11065","5","8","31022","15065001","2"
"2","2015/12/17 15:00:00","2","2","91002","-289","1","31052","1","51011","背面世界開拓記","在戰鬥中獲得勝利。","300010","30","31026","117","5","5","11065","5","8","31033","15065002","2"
"0","2015/12/17 15:00:00","0","0","91002","-150","0","0","2","0","《EX》成群的危險暗影","在戰鬥中獲得勝利。","300020","150","0","-162","0","0","11065","0","8","0","15065003","0"
"0","2015/12/17 15:00:00","0","2","91002","141","0","31037","1","0","令人興奮的森林野餐！","在戰鬥中獲得勝利。","300010","30","0","-109","5","5","11065","0","8","31049","15065004","2"
"0","2015/12/17 15:00:00","2","2","91002","332","0","31030","1","0","在甘海高舉大漁旗","在戰鬥中獲得勝利。","300010","30","51012","-34","5","5","11065","1","8","31055","15065005","2"
"0","2015/12/17 15:00:00","0","0","91002","640","0","0","2","0","《EX》危險的魔物‧狂熊與翼龍","在戰鬥中獲得勝利。","300020","150","0","77","0","0","11065","0","8","0","15065006","0"
"0","2015/12/17 15:00:00","2","2","91002","-701","0","31180","1","0","支援背面世界復興總部","在戰鬥中獲得勝利。","300010","30","51013","-56","5","5","11066","1","8","31185","15066001","2"
"0","2015/12/17 15:00:00","0","2","91002","-427","0","31010","1","0","公主們的泡澡外交","在戰鬥中獲得勝利。","300010","30","0","109","5","5","11066","0","8","31017","15066002","2"
"0","2015/12/17 15:00:00","0","0","91002","-573","0","4102402","2","0","《EX》天才發明家三女，襲來","在戰鬥中獲得勝利。","300020","150","0","-180","0","1","11066","0","8","0","15066003","18"
"2","2015/12/17 15:00:00","2","2","91002","-165","1","31015","1","51016","背面世界安全講習會","在戰鬥中獲得勝利。","300010","30","31040","-25","5","5","11066","5","8","31012","15066004","2"
"0","2015/12/17 15:00:00","2","2","91002","110","0","31029","1","0","背面世界登台！","在戰鬥中獲得勝利。","300010","30","31042","-88","5","5","11066","5","8","31054","15066005","2"
"0","2015/12/17 15:00:00","0","0","91002","135","0","90005","1","0","龍族姊妹的請求","在戰鬥中獲得勝利。","300010","30","0","97","0","10","11066","0","8","0","15066006","2"
"0","2015/12/17 15:00:00","0","0","91002","443","0","0","2","0","《EX》危險暗影與魔物‧雷雷傲M","在戰鬥中獲得勝利。","300020","150","0","42","0","0","11066","0","8","0","15066007","0"
"0","2015/12/17 15:00:00","0","2","91002","-208","0","31258","1","0","甜蜜又美味的美容法","在戰鬥中獲得勝利。","300010","30","0","-32","5","5","11067","0","8","31008","15067001","2"
"0","2015/12/17 15:00:00","2","2","91002","-58","0","31233","1","0","確保被虐狂與正太","在戰鬥中獲得勝利。","300010","30","51017","44","5","5","11067","1","8","31045","15067002","2"
"0","2015/12/17 15:00:00","0","0","91002","-84","0","4105402","2","0","《EX》受難體質的次女，遇難","在戰鬥中獲得勝利。","300020","150","0","-165","0","1","11067","0","8","0","15067003","18"
"2","2015/12/17 15:00:00","2","2","91002","425","1","31181","1","51018","寵溺的人是誰","在戰鬥中獲得勝利。","300010","30","31059","90","5","5","11067","5","8","31034","15067004","2"
"0","2015/12/17 15:00:00","0","0","91002","551","0","90005","1","0","餓肚子咕嚕咕嚕二重奏","在戰鬥中獲得勝利。","300010","30","0","36","0","10","11067","0","8","0","15067005","2"
"0","2015/12/17 15:00:00","0","0","91002","602","0","0","2","0","《EX》危險的魔物‧大鬼與雷鳥","在戰鬥中獲得勝利。","300020","150","0","-120","0","0","11067","0","8","0","15067006","0"
"0","2015/12/17 15:00:00","2","2","91002","-40","0","31093","1","0","背面世界也有發生事件的預感","在戰鬥中獲得勝利。","300010","30","51021","-20","5","5","11068","1","8","31014","15068001","2"
"0","2015/12/17 15:00:00","0","2","91002","90","0","31027","1","0","如煉獄中盛開的花朵般","在戰鬥中獲得勝利。","300010","30","0","-179","5","5","11068","0","8","31051","15068002","2"
"0","2015/12/17 15:00:00","0","0","91002","245","0","4101403","2","0","《EX》心胸開闊的長女，狂醉","在戰鬥中獲得勝利。","300020","150","0","-171","0","1","11068","0","8","0","15068003","18"
"0","2015/12/17 15:00:00","2","2","91002","643","0","31032","1","0","當心泡昏頭","在戰鬥中獲得勝利。","300010","30","51022","44","5","5","11068","1","8","31033","15068004","2"
"0","2015/12/17 15:00:00","0","0","91002","768","0","90005","1","0","在吉歐‧格黑納追兔子","在戰鬥中獲得勝利。","300010","30","0","-93","0","10","11068","0","8","0","15068005","2"
"0","2015/12/17 15:00:00","0","0","91002","814","0","0","2","0","《EX》成群的危險暗影","在戰鬥中獲得勝利。","300020","150","0","91","0","0","11068","0","8","0","15068006","0"
"0","2015/12/17 15:00:00","2","2","91002","-324","0","31047","1","0","背面世界的走失兒童","在戰鬥中獲得勝利。","300010","30","51023","0","5","5","11069","1","8","31020","15069001","2"
"0","2015/12/17 15:00:00","0","2","91002","-175","0","31016","1","0","吉歐‧格黑納的魔法研究","在戰鬥中獲得勝利。","300010","30","0","-78","5","5","11069","0","8","31060","15069002","2"
"0","2015/12/17 15:00:00","0","0","91002","0","0","0","2","0","《EX》成群的危險暗影","在戰鬥中獲得勝利。","300020","150","0","-136","0","0","11069","0","8","0","15069003","0"
"0","2015/12/17 15:00:00","2","2","91002","411","0","31096","1","0","活躍於吉歐‧格黑納的忍者們","在戰鬥中獲得勝利。","300010","30","51024","-9","5","5","11069","1","8","31055","15069004","2"
"0","2015/12/17 15:00:00","0","2","91002","522","0","31223","1","0","特別讓你成為眷屬！","在戰鬥中獲得勝利。","300010","30","0","-167","5","5","11069","0","8","31063","15069005","2"
"0","2015/12/17 15:00:00","0","0","91002","859","0","0","2","0","《EX》成群的危險暗影","在戰鬥中獲得勝利。","300020","150","0","-39","0","0","11069","0","8","0","15069006","0"
"0","2015/12/17 15:00:00","0","2","91002","-291","0","31040","1","0","在吉歐‧格黑納採集植物","在戰鬥中獲得勝利。","300010","30","0","128","1","5","11070","0","8","51025","15070001","2"
"0","2015/12/17 15:00:00","0","2","91002","-143","0","31066","1","0","灼熱的打架時間","在戰鬥中獲得勝利。","300010","30","0","38","5","5","11070","0","8","31065","15070002","2"
"0","2015/12/17 15:00:00","0","0","91002","0","0","0","2","0","《EX》成群的危險暗影‧偶像","在戰鬥中獲得勝利。","300020","150","0","-14","0","0","11070","0","8","0","15070003","0"
"0","2015/12/17 15:00:00","0","2","91002","434","0","31009","1","0","在深淵般的煉獄中邂逅","在戰鬥中獲得勝利。","300010","30","0","38","1","5","11070","0","8","51026","15070004","2"
"0","2015/12/17 15:00:00","2","2","91002","575","0","31004","1","0","展現大人的從容吧","在戰鬥中獲得勝利。","300010","30","31050","22","5","5","11070","5","8","31261","15070005","2"
"0","2015/12/17 15:00:00","0","0","91002","546","0","0","2","0","《EX》成群的危險暗影‧財團","在戰鬥中獲得勝利。","300020","150","0","-180","0","0","11070","0","8","0","15070006","0"
"2","2015/12/17 15:00:00","2","2","91002","15","1","31028","1","51027","輕快的少女們","在戰鬥中獲得勝利。","300010","30","31002","90","5","5","11071","5","8","31180","15071001","2"
"0","2015/12/17 15:00:00","0","0","91002","-89","0","31018","1","0","伊緒老師的背面世界教室","在戰鬥中獲得勝利。","300010","30","0","-81","0","5","11071","0","8","0","15071002","2"
"0","2015/12/17 15:00:00","0","0","91002","-408","0","0","2","0","《EX》成群的危險暗影‧遊戲","在戰鬥中獲得勝利。","300020","150","0","-135","0","0","11071","0","8","0","15071003","0"
"2","2015/12/17 15:00:00","2","2","91002","253","1","31026","1","51028","清除傀儡的絲線","在戰鬥中獲得勝利。","300010","30","31093","-73","5","5","11071","5","8","31006","15071004","2"
"0","2015/12/17 15:00:00","0","2","91002","383","0","31056","1","0","花瓣與刀刃舞動","在戰鬥中獲得勝利。","300010","30","0","-173","5","5","11071","0","8","31296","15071005","2"
"0","2015/12/17 15:00:00","0","0","91002","622","0","0","2","0","《EX》成群的危險暗影‧獸苑","在戰鬥中獲得勝利。","300020","150","0","-173","0","0","11071","0","8","0","15071006","0"
