dc4cbae37bf844d36dc4bf47e063c16b1d5116d05df179dde9b35db2115ecd2b,2b1585b9e4f2c09878fa925fafdd0fd95c31e567ef2a985f3e3ba7688f71281f,adefaaad54929935d6370255055df7d0405d8f2b188960cb01da981697c10f51,58523c9dd9eb113bb137962af4dff4f439651be9af098e7fd78e653d6aa90998,d0ccfd5f64c46211ce4a282a8b85ddf9bf2460d48c776b9e904af6ea541089d1,601e238ea8d52564ac1041748c5b0068e22e22373d19e817356d0e7aea32a8c6,2f4bb94d322781eb591dd77b16ca764b01459827929b642f66c27efce1692c2e,5cd72204c6bd1eea8f026bbac39a99abd02992b76c6a267b01e4fc58d43fa4fa,b3c412602bc8718a19e30a5f26965df0f215124817800f6c31d39cd2c7c7a34e,4c39ccb9dda670254fac7156cf92d7c03ea0c52ba9983e6b3195df0d7fe6dfc5,9362bcea2648602e97ac4c624a1e771bd4a43bd5a1c6269f616ccdbe7d726f03
"1.2","100","1","212001","nop_idle_joy1","1","101831","0","212","60","1"
"1.2","101","1","212002","nop_idle_joy_normal","0","101611","0","212","-60","1"
"1.2","102","1","212003","nop_idle_joy_normal","0","105011","-5","212","-130","1"
"1.2","100","1","213001","nop_idle_normal_joy","1","105331","0","213","60","1"
"1.2","101","1","213002","nop_13_kuka_idle_memory2","0","104511","0","213","-60","1"
"1.2","102","1","213003","nop_idle_joy1","0","103031","-5","213","-130","1"
"1.2","103","1","213004","nop_idle_thinking","0","100811","-20","213","-200","1"
"1.2","104","1","213005","nop_idle_sad","1","105511","-20","213","130","1"
"1.2","100","1","214001","nop_idle_normal","1","106831","0","214","60","1"
"1.2","101","1","214002","nop_idle_normal","0","101131","0","214","-60","1"
"1.2","103","1","214003","nop_idle_normal","0","104931","-5","214","-130","1"
"1.2","100","1","215001","nop_idle_joy1","1","102931","0","215","60","1"
"1.2","101","1","215002","nop_idle_wish","0","104211","0","215","-60","1"
"1.2","102","1","215003","nop_idle_normal","0","105411","-5","215","-130","1"
"1.2","100","1","216001","nop_idle_normal","1","106731","0","216","60","1"
"1.2","101","1","216002","nop_idle_joy1","0","106631","0","216","-60","1"
"1.2","103","1","216003","nop_16_kaya_idle_normal2","0","106531","-5","216","-130","1"
"1.2","101","5","216004","nop_rago_idle","1","2","0","216","140","1"
"1.2","100","1","217001","nop_idle_normal","1","111031","0","217","60","1"
"1.2","101","1","217002","nop_idle_joy2","0","110931","0","217","-60","1"
"1.2","103","1","217003","nop_17_chloe_idle_normal2","0","110831","-5","217","-130","1"
"1.2","102","5","217004","NoItem_idle","0","1","0","217","-60","1"
"1.2","100","1","218001","nop_18_muimi_idle_joy_normal","1","114711","0","218","-40","1"
"1.2","101","1","218002","nop_18_karin_idle_normal","0","118511","0","218","40","1"
"1.2","102","1","218003","nop_idle_normal","0","115031","-5","218","-130","1"
"1.2","103","1","218004","nop_idle_joy1","1","118031","-5","218","130","1"
"0.2","1","3","301001","","","nop_talk_joy1","","301","","111831"
"0","5","11","301002","0.5","0","接下來要吃什麼呢？\n小凱留想吃什麼？","0","301","0","111831"
"","","91","301003","","","","","301","","301002"
"0.2","1","3","301004","","","nop_idle_joy_normal","","301","","111831"
"0.2","0","3","301005","","0.3","nop_18_neneka_humu","1","301","nop_idle_doya","112031"
"0","7","11","301006","0.5","0","這個嘛～\n要不要來吃平常吃不到的稀奇料理？","0","301","0","112031"
"","","91","301007","","","","","301","","301006"
"0.2","0","3","301008","","0","nop_talk_arm_crossed","1","301","nop_talk_arm_crossed_loop","120831"
"0","6","11","301009","0.5","0","那這道菜如何？\n這在東國也是\n不怎麼常見的珍品喔。","0","301","0","120831"
"","","91","301010","","","","","301","","301009"
"0.2","1","3","301011","","","nop_idle_arm_crossed","","301","","120831"
"0.2","0","3","301012","","0","nop_11_anna_huhuStand_in","1","301","nop_11_anna_huhuStand_loop","120931"
"0","7","11","301013","0.5","0","呵呵呵，全身充滿了力量啊。\n這就是年菜的力量嗎！","0","301","0","120931"
"","","93","301014","","","0","","301","","1"
"0.2","0","3","301015","","0","nop_11_anna_ahahaStand_in","1","301","nop_11_anna_ahahaStand_loop","120931"
"","","91","301016","","","","","301","","301013"
"0.2","1","3","301017","","","nop_11_anna_ahahaStand_loop","1","301","","120931"
"0.2","0","3","301018","","0","nop_01_coccoro_an_in","1","301","nop_01_coccoro_an_loop","111931"
"0","5","11","301019","0.5","0","雪菲小姐，請用。\n來，啊～","0","301","0","111931"
"","","93","301020","","","0","","301","","0.2"
"","","4","301021","","","0","","301","","120731"
"","","93","301022","","","0","","301","","0.8"
"0.2","0","3","301023","","0.2","nop_surprise","1","301","nop_idle_shy","120731"
"","","91","301024","","","","","301","","301019"
"0.2","1","3","301025","","","nop_talk_shy","","301","","120731"
"0","8","11","301026","0.5","0","可、可可蘿小姐……\n這樣好讓人害臊……","0","301","0","120731"
"","","91","301027","","","","","301","","301026"
"0.2","1","3","301028","","","nop_idle_shy","","301","","120731"
"","","93","301029","","","0","","301","","0.5"
"0.2","0","3","301030","","0","nop_01_coccoro_an_out","1","301","nop_idle_normal","111931"
"","","93","301031","","","0","","301","","1"
"","","4","301032","","","1","","301","","120731"
"0.2","1","3","301033","","","nop_idle_joy1","","301","","120731"
"0","6","11","302001","0.5","0","騎士先生\n難得找我們來，\n要好好享受才行！","0","302","0","108831"
"0.2","1","3","302002","","","nop_talk_joy3_blink","","302","","108831"
"","","93","302003","","","1","","302","","2.75"
"0.2","1","3","302004","","","nop_talk_joy1_normal","","302","","108831"
"","","91","302005","","","","","302","","302001"
"0.2","1","3","302006","","","nop_idle_joy_normal","1","302","","108831"
"0","9","11","302007","0.5","0","得讓今年也成為美好的一年啊。","0","302","0","108931"
"0.2","1","3","302008","","","nop_talk_joy1_normal","","302","","108931"
"","","91","302009","","","","","302","","302007"
"0.2","1","3","302010","","","nop_idle_normal","","302","","108931"
"0","7","11","302011","0.5","0","只要有大家在，一定沒問題的！","0","302","0","108731"
"0.2","1","3","302012","","","nop_talk_joy2","","302","","108731"
"","","91","302013","","","","","302","","302011"
"0.2","1","3","302014","","","nop_idle_joy1","1","302","","108731"
"","","91","302015","","","","","302","","0"
"0","6","11","303001","0.5","0","哇！好大的會場喔！\n料理也好多！","0","303","0","102011"
"0.2","1","3","303002","","","nop_talk_joy2","","303","","102011"
"","","91","303003","","","","","303","","303001"
"0.2","1","3","303004","","","nop_idle_joy1","1","303","","102011"
"0","6","11","303005","0.5","0","嘿嘿嘿，\n這樣很值得來惡作劇耶～","0","303","0","100411"
"0.2","1","3","303006","","","nop_talk_joy2","","303","","100411"
"","","91","303007","","","","","303","","303005"
"0.2","1","3","303008","","","nop_idle_normal","1","303","","100411"
"0","6","11","303009","0.5","0","變態可疑分子……\n不對，那個人在哪裡呢？","0","303","0","103631"
"0.2","1","3","303010","","","nop_talk_wish","","303","","103631"
"","","91","303011","","","","","303","","303009"
"0.2","1","3","303012","","","nop_idle_wish","","303","","103631"
"0","11","11","304001","0.5","0","這場新年會真是富麗堂皇。\n大家都笑容滿面的，這樣真棒。","0","304","0","101511"
"0.2","1","3","304002","","","nop_talk_normal","","304","","101511"
"","","93","304003","","","0","","304","","1.5"
"0.2","1","3","304004","","","nop_talk_joy3","","304","","101511"
"","","91","304005","","","","","304","","304001"
"0.2","1","3","304006","","","nop_idle_joy1","","304","","101511"
"0","7","11","304007","0.5","0","那道料理看起來好好吃！\n也把這件事跟小栞說吧。","0","304","0","101231"
"0.2","1","3","304008","","","nop_idle_surprise_kira","","304","","101231"
"","","93","304009","","","0","","304","","1.5"
"0.2","1","3","304010","","","nop_talk_joy2","","304","","101231"
"","","91","304011","","","","","304","","304007"
"0.2","1","3","304012","","","nop_idle_joy_normal","","304","","101231"
"0","6","11","304013","0.5","0","啊哇哇……\n有好多閃閃發亮的人～！","0","304","0","104011"
"0.2","1","3","304014","","","nop_idle_surprise2","","304","","104011"
"","","91","304015","","","","","304","","304013"
"0.2","1","3","304016","","","nop_idle_normal","1","304","","104011"
"0.2","1","3","304017","","","nop_idle_normal","","304","","101511"
"0.2","1","3","304018","","","nop_idle_normal","","304","","101231"
"0","6","11","305001","0.5","0","布丁布丁……布丁在哪裡？\n快給人家布丁～！","0","305","0","100711"
"0.2","1","3","305002","","","nop_05_miyako_talk_anger","","305","","100711"
"","","91","305003","","","","","305","","305001"
"0.2","1","3","305004","","","nop_05_miyako_idle_anger","1","305","","100711"
"0","7","11","305005","0.5","0","爸爸，你別因為這裡有很多\n漂亮的女性，就造成別人的困擾喔。","0","305","0","103111"
"0.2","1","3","305006","","","nop_talk_worry","","305","","103111"
"","","91","305007","","","","","305","","305005"
"0.2","1","3","305008","","","nop_idle_worry","1","305","","103111"
"0","7","11","305009","0.5","0","哇，年菜的份量好驚人♪\n這樣茜里的肚子會被填得滿滿的呢～","0","305","0","100611"
"0.2","1","3","305010","","","nop_talk_surprise_kira","","305","","100611"
"","","93","305011","","","0","","305","","2"
"0.2","1","3","305012","","","nop_talk_memory","","305","","100611"
"","","91","305013","","","","","305","","305009"
"0.2","1","3","305014","","","nop_idle_memory2","","305","","100611"
"0","6","11","305015","0.5","0","不知道他做的料理是哪一道……\n我、我之所以會找，\n可不是因為想吃喔？","0","305","0","102211"
"0.2","1","3","305016","","","nop_talk_sad","","305","","102211"
"","","93","305017","","","0","","305","","2.8"
"0.2","1","3","305018","","","nop_talk_anger2","","305","","102211"
"","","91","305019","","","","","305","","305015"
"0.2","1","3","305020","","","nop_idle_anger2","1","305","","102211"
"0","6","11","306001","0.5","0","哈～哈哈哈！\n這種豪華的地方\n才與我克莉絲提娜姐姐般配啊。","0","306","0","107131"
"0.2","0","3","306002","","0","nop_06_cris_ahaha_in","1","306","nop_06_cris_ahaha_loop","107131"
"","","93","306003","","","0","","306","","1.5"
"0.2","0","3","306004","","0.2","nop_talk_arm_crossed","1","306","nop_talk_arm_crossed_loop","107131"
"","","91","306005","","","","","306","","306001"
"0.2","1","3","306006","","","nop_idle_arm_crossed","1","306","","107131"
"0","6","11","306007","0.5","0","有好多看起很好吃的料理！\n小智姐，\n我們接下來去吃那個！","0","306","0","100511"
"0.2","1","3","306008","","","nop_talk_surprise_kira","","306","","100511"
"","","93","306009","","","0","","306","","4.5"
"0.2","1","3","306010","","","nop_talk_joy2","","306","","100511"
"","","91","306011","","","","","306","","306007"
"0.2","1","3","306012","","","nop_idle_normal","","306","","100511"
"0","6","11","306013","0.5","0","茉莉，妳冷靜一點吧？\n料理是不會逃跑的。","0","306","0","103731"
"0.2","1","3","306014","","","nop_talk_worry","","306","","103731"
"","","91","306015","","","","","306","","306013"
"0.2","1","3","306016","","","nop_idle_worry","1","306","","103731"
"0","6","11","306017","0.5","0","大家好像都很享受啊。\n和平果然是最棒的。","0","306","0","104731"
"0.2","1","3","306018","","","nop_talk_arm_crossed_loop","","306","","104731"
"","","91","306019","","","","","306","","306017"
"0.2","1","3","306020","","","nop_idle_arm_crossed","1","306","","104731"
"0","7","11","307001","0.5","0","這個人數好驚人啊。\n會場很大，\n大家要小心別迷路了喔？","0","307","0","102831"
"0.2","1","3","307002","","","nop_talk_surprise1","","307","","102831"
"","","93","307003","","","0","","307","","1.2"
"0.2","1","3","307004","","","nop_talk_joy1_normal","","307","","102831"
"","","91","307005","","","","","307","","307001"
"0.2","1","3","307006","","","nop_idle_normal","1","307","","102831"
"0","6","11","307007","0.5","0","好～咲戀媽媽！\n大家都有當個乖孩子喔。","0","307","0","102111"
"0.2","1","3","307008","","","nop_talk_joy3_dere","","307","","102111"
"","","93","307009","","","0","","307","","1.7"
"0.2","1","3","307010","","","nop_talk_wish","","307","","102111"
"","","91","307011","","","","","307","","307007"
"0","8","11","307012","0.5","0","大小姐！\n我、我也會陪著大家，\n不會有事的！","0","307","0","102511"
"0.2","0","3","307013","","0","nop_talk_guts3_NoBlink","1","307","nop_talk_guts3_loop","102511"
"","","91","307014","","","","","307","","307012"
"0","7","11","307015","0.5","0","雖然妳這麼說，\n但鈴莓好像會變成\n第一個迷路的人……","0","307","0","102311"
"0.2","1","3","307016","","","nop_talk_worry","","307","","102311"
"","","91","307017","","","","","307","","307015"
"0.2","1","3","307018","","","nop_idle_normal","","307","","102311"
"0.2","1","3","307019","","","nop_idle_normal","1","307","","102111"
"0.2","1","3","307020","","","nop_idle_normal","1","307","","102511"
"0","8","11","308001","0.5","0","真是豪華的新年會呀。\n到處都是看似很美味的料理，\n人家快要眼花撩亂了呢～","0","308","0","101011"
"0.2","1","3","308002","","","nop_talk_joy3_blink2","","308","","101011"
"","1","93","308003","","","1","","308","","1.5"
"0.2","1","3","308004","","","nop_talk_joy1","","308","","101011"
"","","91","308005","","","","","308","","308001"
"0.2","1","3","308006","","","nop_idle_joy_normal","1","308","","101011"
"0","7","11","308007","0.5","0","喔，那道料理，\n我家的店裡也能賣賣看嗎？\n再多吃一點試試吧……","0","308","0","104331"
"0.2","0","3","308008","","0.2","nop_talk_arm_crossed2","1","308","nop_talk_arm_crossed_loop2","104331"
"","1","93","308009","","","1","","308","","3"
"0.2","1","3","308010","","","nop_talk_thinking","","308","","104331"
"","","91","308011","","","","","308","","308007"
"0.2","1","3","308012","","","nop_idle_thinking","1","308","","104331"
"0","7","11","308013","0.5","0","這場新年會充滿了熱鬧又快樂的氣氛呢～\n覺得有點想跳舞了哪～","0","308","0","101711"
"0.2","1","3","308014","","","nop_talk_joy1_wink","","308","","101711"
"","1","93","308015","","","1","","308","","2.5"
"0.2","1","3","308016","","","nop_talk_joy2","","308","","101711"
"","","91","308017","","","","","308","","308013"
"0.2","1","3","308018","","","nop_idle_joy1","1","308","","101711"
"0","7","11","308019","0.5","0","事件發生的徵兆……看來是沒有呢。\n嗯，實在有些可惜呀。","0","308","0","101431"
"0.2","1","3","308020","","","nop_talk_joy3_blink2","","308","","101431"
"","1","93","308021","","","1","","308","","3"
"0.2","0","3","308022","","0.2","nop_talk_arm_crossed","1","308","nop_talk_arm_crossed_loop","101431"
"","","91","308023","","","","","308","","308019"
"0.2","1","3","308024","","","nop_idle_arm_crossed","","308","","101431"
"","1","91","308025","","","","","308","","0"
"0","6","11","309001","0.5","0","我想到新年第一笑的哽了！\n有誰想聽的嗎？","0","309","0","103311"
"0.2","0","3","309002","","0.2","nop_talk_guts2","1","309","nop_talk_guts2_loop","103311"
"","","93","309003","","","1","","309","","2.5"
"0.2","1","3","309004","","","nop_talk_joy2","","309","","103311"
"","","91","309005","","","","","309","","309001"
"0.2","1","3","309006","","","nop_idle_joy1","1","309","","103311"
"0","8","11","309007","0.5","0","這裡像是會舉辦舞會的場地呢。\n好棒呀。","0","309","0","105211"
"0.2","1","3","309008","","","nop_talk_joy1_normal","","309","","105211"
"","","93","309009","","","1","","309","","2"
"0.2","1","3","309010","","","nop_talk_memory","","309","","105211"
"","","91","309011","","","","","309","","309007"
"0.2","1","3","309012","","","nop_idle_memory","1","309","","105211"
"0","6","11","309013","0.5","0","人太多了，好累哦～\n莉瑪～背我嘛～","0","309","0","102611"
"0.2","1","3","309014","","","nop_talk_sad2","","309","","102611"
"","","93","309015","","","1","","309","","1.5"
"0.2","1","3","309016","","","nop_talk_worry","","309","","102611"
"","","91","309017","","","","","309","","309013"
"0.2","1","3","309018","","","nop_idle_worry","1","309","","102611"
"0","6","11","309019","0.5","0","那道料理看起來很好吃的樣子……\n得告訴姊姊才行。","0","309","0","103811"
"0.2","1","3","309020","","","nop_talk_joy3_blink","","309","","103811"
"","","91","309021","","","","","309","","309019"
"0.2","1","3","309022","","","nop_idle_normal_joy","","309","","103811"
"","","91","309023","","","","","309","","0"
"0","7","11","310001","0.5","0","像這樣和一大群人一起過的新年，\n真是太熱鬧、太棒了！","0","310","0","103231"
"0.2","1","3","310002","","","nop_talk_joy1","","310","","103231"
"","","91","310003","","","","","310","","310001"
"0.2","1","3","310004","","","nop_idle_joy1","1","310","","103231"
"0","7","11","310005","0.5","0","有好多非常少見的年菜喵。\n能不能成為研發\n鯛魚燒新菜單的靈感呢喵？","0","310","0","104611"
"0.2","1","3","310006","","","nop_talk_joy2","","310","","104611"
"","","93","310007","","","1","","310","","2.5"
"0.2","1","3","310008","","","nop_talk_thinking","","310","","104611"
"","","91","310009","","","","","310","","310005"
"0.2","1","3","310010","","","nop_idle_thinking","","310","","104611"
"0","6","11","310011","0.5","0","大家～新年快熱～！\n開玩笑的。嗝。","0","310","0","103411"
"0.2","1","3","310012","","","nop_10_yukari_04","","310","","103411"
"0.2","1","3","310013","","","nop_10_yukari_04","","310","","11"
"","","93","310014","","","1","","310","","2.5"
"0.2","0","3","310015","","0.5","nop_10_yukari_06","1","310","nop_10_yukari_02","103411"
"0.2","0","3","310016","","0.5","nop_10_yukari_06","1","310","nop_10_yukari_02","11"
"","","91","310017","","","","","310","","310011"
"0","5","11","310018","0.5","0","咦？優花梨？\n已經醉成這樣了……","0","310","0","104811"
"0.2","1","3","310019","","","nop_talk_surprise1","","310","","104811"
"","","4","310020","","","0","","310","","104811"
"","","93","310021","","","1","","310","","1"
"0.2","1","3","310022","","","nop_talk_worry","","310","","104811"
"","","91","310023","","","","","310","","310018"
"0.2","1","3","310024","","","nop_idle_worry","1","310","","104811"
"","","91","310025","","","","","310","","0"
"0.2","1","3","311001","","","nop_talk_wish","","311","","102711"
"0","7","11","311002","0.5","0","我能感覺到那位大人\n就身在這寬廣會場的某處……","0","311","0","102711"
"","","91","311003","","","","","311","","311002"
"0.2","1","3","311004","","","nop_idle_wish","","311","","102711"
"0.2","0","3","311005","","0","nop_11_anna_huhuStand_in","1","311","nop_11_anna_huhuStand_loop","100911"
"0","8","11","311006","0.5","0","好痛……好痛啊！\n我的魔眼正祝賀著這新的一年……！","0","311","0","100911"
"","","91","311007","","","","","311","","311006"
"0.2","1","3","311008","","","nop_11_anna_huhuStand_loop","","311","","100911"
"0.2","1","3","311009","","","nop_talk_joy2","","311","","101311"
"0","6","11","311010","0.5","0","杏奈美眉杏奈美眉！\n年菜看起來好好吃哦！\n來，開吃吧！！","0","311","0","101311"
"","","91","311011","","","","","311","","311010"
"0.2","1","3","311012","","","nop_idle_joy_normal","","311","","101311"
