8782b824d25f0d6b35d027080e1ca4ace683de92a97c14f11285e08f44bef5f3,700003d0c68493109027501aa6089ad749840b217fb2e057d0cc4be6dae1d221,c9a51b319c802088ec12022cc91cd2f9d3dad5e90e36df632cea2a56fbcb4d26,a1d8c96bb8dcf5a2df16d8b0441c24a96262dd1e4d22968dcdf1f0ffcf7458d7,37be08c2c21a82f53b2738ff9c86794fbfa49aa3c6b08eea1dbe36fc27856ff2,e1d9f071226d0ef0247cd8f7cf2688da59dd10dad962a5b7b959cf5fe8312855,4dfffefcdf15b3cdec3f6c8d8ebf3ae6144e594a8c7b8819b7b0b9345ac76848,dbc3d8ab56db3fa6018db81082b53aba87258f1b0400f75b0baa5ba1fac2f518,df7eaef3589ebb9546ddc8adb3f01b51addd83802b26f9c59c918cea7f5b67b6,d773c6931d4514e61f281dd6bd1bf610339cd65a48fd8af373d13cbc65dd6c59,dc31ec58f65fc3d3a7a7c9143cf1c762299b3c9b4df90202e0ca67ada0a27616,8bb7250ced9c63d716d40a229ffffe7967cfa68edb82c1166df2664242756645,58645335342c715b3e17141c6bb8b378082947a4f1c62d61ee16ad76a003b564,d0300e7ceac166f3dee174d1d9f4923d6fd0d4f168505e178243733657409171,79ba16bcdc5001a067478f74de217e5387331b32814d42f04ace12e9462abb13,b6f87ee6d63fc7b5f198986388ab55ccd9ea76d6e41ad75b36f26f7fb575ada3,e7b3aae5a3beffb4a90843f2736b860d6b2daf4ea2306a00ffd7ffcf1f94c34c,d3ce85ea80912d6d178eeac6372792c8aac44a451b1820e22b82e15c8ef03c1c,f562bf78be90001d75502b9d48ab58026c00c32c0bf0fb15276037cac79b8f2e,76921919cc8058d095feedfc95aeda4957bb54d32b0fd95487de9bf8b6c8b55c,d370576acd3508e046cd0a55de0a636f6a8d283a38974676dffdc25a018244e7
"0","AccelBoardA","AccelBoardA","EnemyB","3300","NONE","600","2300","NONE","NONE","NONE","1400","0","NONE","0","TrapA","1016","0","NONE","0","0"
"3300","WholeCake","AccelBoardA","EnemyB","2500","NONE","400","1600","NONE","TrapA","NONE","1200","0","NONE","0","AccelBoardA","1017","0","NONE","0","0"
"2400","Balloon","TrapA","TrapA","1900","NONE","600","1100","NONE","EnemyA_NoColl","NONE","900","0","EnemyB_NoColl","0","EnemyB_NoColl","1018","2900","NONE","0","0"
"3000","TrapA","TrapA","TrapA","2500","NONE","500","2000","NONE","AccelBoardA","NONE","1200","0","TrapA","0","EnemyA","1019","3800","NONE","0","0"
"2700","TrapA","AccelBoardA","JumpBoard","2300","NONE","400","1900","EnemyH","TrapA","NONE","900","0","EnemyH","3700","TrapA","1020","3100","NONE","0","0"
"3400","EnemyA_NoColl","EnemyB","Balloon","2400","NONE","400","1550","NONE","AccelBoardA","NONE","700","0","NONE","0","TrapA_NoCall","1021","0","NONE","0","0"
"3400","TrapA","EnemyC","TrapA","2500","NONE","800","1800","NONE","SpeedTerritoryA","NONE","1200","0","NONE","0","AccelBoardA","1022","0","NONE","0","0"
"3000","JumpOverEnemyC","EnemyD","TrapA","2000","NONE","500","1500","NONE","TrapA","NONE","1000","0","TrapA","0","WholeCake","1023","3500","NONE","0","0"
"2300","EnemyA_NoColl","EnemyC","Balloon","1800","NONE","400","1300","JumpOverEnemyC","EnemyB_NoColl","NONE","600","0","TrapA","3700","SpeedTerritoryA_NoColl","1024","3200","NONE","0","0"
"3400","AccelBoardA","EnemyB","AccelBoardA","2700","NONE","900","2000","NONE","AccelBoardA","NONE","1300","0","NONE","0","AccelBoardA","1025","0","NONE","0","0"
"0","WholeCake","EnemyB","AccelBoardA","2500","NONE","400","1500","NONE","NONE","NONE","800","0","NONE","0","JumpBoard","1026","0","NONE","0","0"
"2600","Balloon","SpeedTerritoryA","TrapA","1700","NONE","400","700","NONE","EnemyA_NoColl","NONE","630","0","JumpBoard","0","EnemyB_NoColl","1027","3100","NONE","0","0"
"3200","EnemyH","SpeedTerritoryA","AccelBoardA","2700","NONE","600","2300","NONE","AccelBoardA","NONE","1400","0","NONE","0","TrapA","1028","0","NONE","0","0"
"0","SpeedTerritoryA","EnemyD","TrapA","2500","NONE","500","1700","NONE","NONE","NONE","1000","0","NONE","0","WarpGateA","1029","0","NONE","0","0"
"2800","AccelBoardA","WholeCake","AccelBoardA","2500","NONE","500","2000","NONE","TrapA","NONE","1500","0","SpeedTerritoryA","0","TrapA","1030","3500","NONE","0","0"
"3200","SpeedTerritoryA_NoColl","Balloon","SpeedTerritoryA_NoColl","2900","NONE","350","2200","NONE","EnemyH","NONE","1200","0","AccelBoardA","0","TrapA","1031","3500","NONE","0","0"
"0","EnemyA","AccelBoardA","EnemyA","0","NONE","700","3000","NONE","NONE","NONE","1500","0","NONE","0","NONE","1032","0","NONE","0","0"
"0","EnemyA","TrapA","AccelBoardA","3100","NONE","700","2200","NONE","NONE","NONE","1400","0","NONE","0","SpeedTerritoryA","1033","0","NONE","0","0"
"3000","JumpOverEnemyC","TrapA","JumpOverTrap","2500","NONE","500","2000","NONE","JumpOverEnemyA","NONE","1000","0","SpeedTerritoryB","0","JumpOverEnemyD","1034","3500","NONE","0","0"
"2300","TrapA","JumpOverTrap","EnemyD","1500","NONE","400","1200","EnemyB_NoColl","EnemyB_NoColl","NONE","800","0","TrapA_NoCall","3100","Balloon","1035","2700","NONE","0","0"
"0","TrapA","AccelBoardA","SpeedTerritoryA","0","NONE","500","2700","NONE","NONE","NONE","1200","0","NONE","0","NONE","1036","0","NONE","0","0"
"0","TrapA","EnemyH","AccelBoardA","3000","NONE","500","2000","NONE","NONE","NONE","1000","0","NONE","0","AccelBoardA","1037","0","NONE","0","0"
"3000","AccelBoardA","SpeedTerritoryB","WholeCake","2700","NONE","500","2200","NONE","AccelBoardA","NONE","1000","0","AccelBoardA","0","EnemyB","1038","3500","NONE","0","0"
"3100","WarpGateA","SpeedTerritoryA","TrapA","2400","NONE","800","2500","NONE","NONE","NONE","1700","0","NONE","0","NONE","1039","0","NONE","0","0"
"2500","JumpOverEnemyA","EnemyB","EnemyD","1800","NONE","500","1400","NONE","WarpGateA","NONE","1000","0","NONE","0","JumpOverEnemyA","1040","0","NONE","0","0"
"3300","AccelBoardA","TrapA","TrapA","2800","NONE","1000","2000","NONE","AccelBoardA","NONE","1500","0","NONE","0","EnemyD","1041","0","NONE","0","0"
"2700","AccelBoardA","TrapA","TrapA","1800","NONE","500","1300","NONE","JumpOverEnemyA","NONE","900","0","AccelBoardA","0","WholeCake","1042","3300","NONE","0","0"
"2700","AccelBoardA","AccelBoardA","EnemyC","2200","NONE","500","1500","NONE","TrapA","NONE","1100","0","NONE","0","EnemyD","1043","0","NONE","0","0"
"0","JumpBoard","AccelBoardA","EnemyC","3300","NONE","500","2300","NONE","NONE","NONE","1400","0","NONE","0","SpeedTerritoryB","1044","0","NONE","0","0"
"0","AccelBoardA","EnemyB","AccelBoardA","2700","NONE","1280","2300","NONE","NONE","NONE","1900","0","NONE","0","AccelBoardA","1045","0","NONE","0","0"
"2500","AccelBoardA","AccelBoardA","AccelBoardA","2000","NONE","400","1300","NONE","JumpBoard","NONE","900","0","NONE","0","EnemyB","1046","0","NONE","0","0"
"0","WarpGateA","SpeedTerritoryB","AccelBoardA","0","NONE","700","2400","NONE","NONE","NONE","1500","0","NONE","0","NONE","1047","0","NONE","0","0"
"0","TrapA","EnemyH","AccelBoardA","3100","NONE","550","2500","NONE","NONE","NONE","1600","0","NONE","0","TrapA","1048","0","NONE","0","0"
"3000","AccelBoardA","SpeedTerritoryB","WholeCake","2500","NONE","500","2000","NONE","TrapA","NONE","1000","0","TrapA","0","JumpOverTrap","1049","3500","NONE","0","0"
"3000","JumpOverTrap","JumpOverTrap","JumpOverTrap","2400","NONE","600","1800","NONE","JumpOverTrap","NONE","1200","0","JumpOverTrap","0","JumpOverTrap","1050","3600","NONE","0","0"
"0","JumpBoard","JumpBoard","JumpBoard","3000","NONE","500","2200","NONE","NONE","NONE","1300","0","NONE","0","JumpBoard","1051","0","NONE","0","0"
"0","JumpBoard","JumpBoard","JumpBoard","3500","NONE","300","2100","NONE","NONE","NONE","1200","0","NONE","0","SpeedTerritoryA","1052","0","NONE","0","0"
"3000","JumpOverTrap","JumpOverTrap","JumpOverTrap","2400","NONE","600","1800","NONE","TrapA","NONE","1200","0","TrapA","0","TrapA","1053","3600","NONE","0","0"
"0","NONE","JumpBoard","NONE","0","NONE","500","0","NONE","NONE","NONE","0","0","NONE","0","NONE","1054","0","NONE","0","0"
"0","JumpBoard","JumpBoard","JumpBoard","3500","NONE","300","2100","NONE","NONE","NONE","1200","0","NONE","0","EnemyB","1055","0","NONE","0","0"
"3000","JumpOverTrap","JumpOverTrap","JumpOverTrap","2400","NONE","600","1800","NONE","JumpOverTrap","NONE","1200","0","TrapA","0","JumpOverTrap","1056","3600","NONE","0","0"
"0","JumpBoard","JumpBoard","JumpBoard","0","NONE","500","2500","NONE","NONE","NONE","1500","0","NONE","0","NONE","1057","0","NONE","0","0"
"0","JumpBoard","JumpBoard","JumpBoard","3500","NONE","300","2100","NONE","NONE","NONE","1200","0","NONE","0","EnemyD","1058","0","NONE","0","0"
"3000","JumpOverTrap","JumpOverTrap","JumpOverTrap","2400","NONE","600","1800","NONE","TrapA","NONE","1200","0","TrapA","0","JumpOverTrap","1059","3600","NONE","0","0"
"0","NONE","JumpBoard","JumpBoard","0","NONE","1300","0","NONE","NONE","NONE","2500","0","NONE","0","NONE","1060","0","NONE","0","0"
"0","JumpBoard","JumpBoard","JumpBoard","3500","NONE","300","2100","NONE","NONE","NONE","1200","0","NONE","0","JumpOverEnemyB","1061","0","NONE","0","0"
"3300","AccelBoardA","EnemyH","TrapA","2600","NONE","500","1800","NONE","JumpOverTrap","NONE","1200","0","NONE","0","JumpOverTrap","1062","0","NONE","0","0"
"0","AccelBoardA","JumpBoard","SpeedTerritoryB","0","NONE","700","3300","NONE","NONE","NONE","2300","0","NONE","0","NONE","1063","0","NONE","0","0"
"2400","StoneFlyingItem","SpeedTerritoryB","Onigiri","2000","NONE","600","1600","StoneFlyingItem","StoneFlyingItem","NONE","1200","0","EnemyI","3200","EnemyB","1064","2800","NONE","0","0"
"2000","Onigiri","EnemyH","TrapA","1600","NONE","400","1200","StoneFlyingItem","StoneFlyingItem","EnemyI","800","3200","EnemyA","2800","EnemyB","1065","2400","EnemyI","0","3600"
"2400","EnemyI","JumpBoard","EnemyA_NoColl","2000","NONE","400","1600","EnemyI","EnemyB","NONE","800","3600","EnemyD","3200","Onigiri","1066","2800","EnemyI","0","0"
"2800","AccelBoardA","AccelBoardA","AccelBoardA","2400","NONE","400","1800","EnemyA","Onigiri","NONE","1100","0","EnemyB","3600","SpeedTerritoryA","1067","3200","NONE","0","0"
"0","WholeCake","WholeCake","WholeCake","2700","NONE","300","2000","NONE","NONE","NONE","1300","0","NONE","0","Onigiri","1068","0","NONE","0","0"
"0","WholeCake","WholeCake","WholeCake","3200","NONE","300","2200","NONE","NONE","NONE","1200","0","NONE","0","WholeCake","1069","0","NONE","0","0"
"0","WholeCake","WholeCake","WholeCake","2550","NONE","300","1850","NONE","NONE","NONE","1150","0","NONE","0","Onigiri","1070","0","NONE","0","0"
"0","WholeCake","WholeCake","WholeCake","2400","NONE","300","1700","NONE","NONE","NONE","1000","0","NONE","0","Onigiri","1071","0","NONE","0","0"
"0","EnemyA","TrapA","SpeedTerritoryB","1600","NONE","400","1200","NONE","NONE","NONE","800","0","NONE","0","WholeCake","1072","0","NONE","0","0"
"0","EnemyC","TrapA","SpeedTerritoryB","1600","NONE","400","1200","NONE","NONE","NONE","800","0","NONE","0","Balloon","1073","0","NONE","0","0"
"0","EnemyD","TrapA","SpeedTerritoryB","1600","NONE","400","1200","NONE","NONE","NONE","800","0","NONE","0","JumpBoard","1074","0","NONE","0","0"
"0","EnemyH","TrapA","SpeedTerritoryB","1600","NONE","400","1200","NONE","NONE","NONE","800","0","NONE","0","Onigiri","1075","0","NONE","0","0"
"2400","EnemyB","EnemyH","JumpOverEnemyC","1800","NONE","400","1200","EnemyI","EnemyB","NONE","800","0","StoneFlyingItem","3600","Onigiri","1076","3000","NONE","0","0"
"2600","SpeedTerritoryA","SpeedTerritoryA","WholeCake","2000","NONE","400","1600","EnemyI","EnemyD","NONE","800","0","EnemyB","3600","Onigiri","1077","3200","NONE","0","0"
"2800","EnemyC","Surf","StoneFlyingItem","2000","NONE","400","1600","NONE","JumpOverTrap","NONE","800","0","EnemyI","3600","EnemyI","1078","3600","NONE","0","0"
"2000","TrapA","TrapA","JumpOverTrap","1600","NONE","400","1200","EnemyC","StoneFlyingItem","NONE","800","0","StoneFlyingItem","2800","Surf","1079","2400","NONE","0","0"
"1600","TrapA_NoCall","JumpBoard","EnemyA_NoColl","1300","NONE","400","1000","EnemyC","EnemyD","EnemyC","700","2800","Surf","2400","EnemyC","1080","2000","StoneFlyingItem","0","3200"
"2000","StoneFlyingItem","EnemyA","Surf","1600","NONE","400","1200","JumpOverTrap","EnemyC","NONE","800","0","TrapA","3600","EnemyC","1081","2800","NONE","0","0"
"2400","TrapA","SurfB","StoneFlyingItem","2000","NONE","400","1600","JumpOverTrap","EnemyC","NONE","800","0","EnemyC","3600","SurfB","1082","3200","NONE","0","0"
"2000","StoneFlyingItem","SpeedTerritoryA","SurfB","1800","NONE","400","1100","StoneFlyingItem","Surf","NONE","800","3400","EnemyD","3000","EnemyC","1083","2600","EnemyI","0","0"
"2500","StoneFlyingItem","Surf","EnemyB","1800","NONE","300","1500","EnemyD","SurfB","NONE","800","0","EnemyI","3600","EnemyD","1084","2800","NONE","0","0"
"2500","JumpOverTrap","SurfB","EnemyB","1800","NONE","300","1500","EnemyD","SurfB","NONE","800","0","EnemyI","3600","EnemyD","1085","2800","NONE","0","0"
"2500","StoneFlyingItem","Surf","EnemyB","1800","NONE","300","1500","JumpOverTrap","SurfB","NONE","800","0","EnemyI","3600","EnemyD","1086","2800","NONE","0","0"
"2500","StoneFlyingItem","Surf","EnemyB","1800","NONE","300","1500","TrapA","SurfB","NONE","800","0","EnemyI","3600","EnemyD","1087","2800","NONE","0","0"
"0","NONE","Carpet500","NONE","0","NONE","400","0","NONE","NONE","NONE","0","0","NONE","0","NONE","1088","0","NONE","0","0"
"2600","TrapA","EnemyA","EnemyC","2100","NONE","500","1500","JumpOverEnemyA","AccelBoardA","NONE","1000","0","JumpOverTrap","3500","JumpOverTrap","1089","3000","NONE","0","0"
"2300","JumpOverEnemyA","TrapA","SpeedTerritoryA","1900","NONE","400","1500","TrapA","EnemyC","NONE","900","0","EnemyD","3300","AccelBoardA","1090","2800","NONE","0","0"
"3200","EnemyA","WholeCake","TrapA","2700","NONE","500","2200","NONE","EnemyA","NONE","1500","0","NONE","0","EnemyC","1091","0","NONE","0","0"
"2600","TrapA","JumpOverTrap","EnemyA","2200","NONE","600","1700","NONE","SpeedTerritoryA","NONE","1100","0","TrapA","0","JumpOverEnemyA","1092","3300","NONE","0","0"
"3000","StoneFlyingItem","Surf","EnemyB","2600","NONE","500","1500","NONE","EnemyI","NONE","900","0","EnemyD","0","Onigiri","1093","3400","NONE","0","0"
"2700","Onigiri","EnemyD","JumpOverTrap","2000","NONE","400","1300","NONE","EnemyI","NONE","800","0","EnemyD","0","EnemyB","1094","3400","NONE","0","0"
"2800","SpeedTerritoryA","TrapA","WholeCake","2300","NONE","500","1900","NONE","EnemyD","NONE","1000","0","StoneFlyingItem","0","Onigiri","1095","3300","NONE","0","0"
"3000","EnemyC","JumpOverEnemyA","JumpBoard","2500","NONE","400","1800","NONE","StoneFlyingItem","NONE","900","0","EnemyD","0","Onigiri","1096","3500","NONE","0","0"
"2200","AccelBoardA","EnemyA","SpeedTerritoryA","1900","NONE","400","1400","EnemyA","AccelBoardA","NONE","800","0","EnemyC","3400","EnemyD","1097","3000","NONE","0","0"
"2400","EnemyC","TrapA","AccelBoardA","1900","NONE","500","1500","TrapA","EnemyD","NONE","900","0","EnemyC","3300","TrapA","1098","3000","NONE","0","0"
"2500","EnemyD","EnemyC","TrapA","1900","NONE","400","1400","NONE","EnemyA","NONE","800","0","EnemyC","0","AccelBoardA","1099","3000","NONE","0","0"
"2300","AccelBoardA","EnemyA","TrapA","1900","NONE","500","1300","EnemyC","EnemyH","NONE","900","0","TrapA","3400","SpeedTerritoryA","1100","3000","NONE","0","0"
"2700","SpeedTerritoryA","EnemyA","TrapA","2100","NONE","600","1600","NONE","EnemyC","NONE","1000","0","TrapA","0","EnemyC","1101","3300","NONE","0","0"
"2300","AccelBoardA","TrapA","EnemyA","1900","NONE","500","1500","EnemyA","EnemyD","NONE","900","3400","TrapA","3000","EnemyC","1102","2700","EnemyC","0","0"
"2800","TrapA","EnemyC","EnemyD","1900","NONE","600","1500","EnemyD","EnemyC","NONE","1100","0","SpeedTerritoryA","3600","SpeedTerritoryA","1103","3300","NONE","0","0"
"2200","TrapA","TrapA","EnemyH","1800","NONE","600","1400","SpeedTerritoryA","AccelBoardA","NONE","1000","3300","EnemyA","2900","EnemyA","1104","2600","EnemyD","0","0"
"2400","EnemyD","JumpOverEnemyA","JumpOverEnemyD","1900","NONE","500","1500","EnemyH","EnemyH","NONE","1000","3500","JumpOverEnemyC","3100","EnemyA","1105","2800","EnemyA","0","0"
"2500","JumpOverEnemyB","JumpOverEnemyC","EnemyA","2000","NONE","500","1500","EnemyD","JumpOverEnemyB","NONE","900","0","EnemyH","3500","EnemyH","1106","3100","NONE","0","0"
"2800","JumpOverEnemyC","EnemyA","JumpOverEnemyC","2300","NONE","600","1800","NONE","EnemyA","NONE","1200","0","JumpOverEnemyB","0","JumpOverEnemyA","1107","3400","NONE","0","0"
"2900","JumpOverEnemyA","JumpOverEnemyB","EnemyH","2400","NONE","500","1700","NONE","EnemyA","NONE","1000","0","EnemyC","0","JumpOverEnemyC","1108","3500","NONE","0","0"
"3000","EnemyC","SurfC","StoneFlyingItem","2000","NONE","700","1300","NONE","EnemyI","NONE","1000","0","NONE","0","EnemyI","8001","0","NONE","0","0"
"3000","EnemyB","SurfC","EnemyA","2000","NONE","700","1300","NONE","EnemyI","NONE","1000","0","NONE","0","EnemyA","8002","0","NONE","0","0"
"2200","JumpOverEnemyA","SurfB","EnemyA","1900","NONE","300","1600","SpeedTerritoryB","JumpOverTrap","NONE","1300","3100","SpeedTerritoryA","2800","TrapA","8003","2500","AccelBoardA","0","0"
"2200","EnemyA_NoColl","SurfB","JumpBoard","1800","NONE","300","1600","NONE","WarpGateA","NONE","1300","0","WholeCake","0","SpeedTerritoryA_NoColl","8004","3200","NONE","0","0"
"0","EnemyA_NoColl","SurfB","Balloon","2400","NONE","300","2000","NONE","NONE","NONE","1300","0","NONE","0","SpeedTerritoryA_NoColl","8005","0","NONE","0","0"
"1200","JumpOverEnemyA","NONE","EnemyA","900","NONE","0","600","SpeedTerritoryB","JumpOverTrap","SurfB","300","2100","SpeedTerritoryA","1800","TrapA","8006","1500","AccelBoardA","0","3000"
"1200","EnemyA_NoColl","NONE","JumpBoard","800","NONE","0","600","SurfB","WarpGateA","NONE","300","0","WholeCake","3000","SpeedTerritoryA_NoColl","8007","2200","NONE","0","0"
"3000","EnemyA_NoColl","NONE","Balloon","1300","NONE","0","1000","NONE","SurfB","NONE","300","0","NONE","0","SpeedTerritoryA_NoColl","8008","0","NONE","0","0"
"3000","NONE","NONE","NONE","1300","NONE","0","1000","NONE","NONE","NONE","300","0","NONE","0","NONE","8009","0","NONE","0","0"
"0","WarpGateA","AccelBoardA","AccelBoardA","3100","NONE","500","2000","NONE","NONE","NONE","1000","0","NONE","0","JumpBoard","9990","0","NONE","0","0"
"2500","TrapA","AccelBoardA","TrapA","2000","NONE","500","1300","NONE","EnemyB","NONE","800","0","NONE","0","JumpOverEnemyB","9991","3000","NONE","0","0"
"2800","JumpOverEnemyB","AccelBoardA","EnemyD","2100","NONE","500","1400","NONE","AccelBoardA","NONE","1100","0","TrapA","0","EnemyB","9992","3300","NONE","0","0"
"3000","EnemyA","AccelBoardA","JumpOverEnemyA","2500","NONE","500","2000","EnemyA","EnemyC","NONE","1200","0","EnemyA","3600","AccelBoardA","9993","3300","NONE","0","0"
"2500","AccelBoardA","WholeCake","AccelBoardA","2000","NONE","300","1500","NONE","AccelBoardA","NONE","1000","0","AccelBoardA","0","AccelBoardA","9994","3000","NONE","0","0"
"2600","JumpOverTrap","JumpOverEnemyA","EnemyB","1700","NONE","500","1400","NONE","JumpOverTrap","NONE","900","0","JumpOverEnemyA","0","SpeedTerritoryA","9995","3000","NONE","0","0"
"0","AccelBoardA","JumpOverEnemyB","WarpGateA","2700","NONE","400","1900","NONE","NONE","NONE","700","0","NONE","0","AccelBoardA","9996","0","NONE","0","0"
"3600","EnemyA","Onigiri","StoneFlyingItem","2700","NONE","400","1900","NONE","StoneFlyingItem","NONE","700","0","NONE","0","StoneFlyingItem","9997","0","NONE","0","0"
