9ff4105762cd5e2a0513f71dbddd7eb9d97bda3be510bec6db801e00fe17e567,78ef925cb59a01745b9767d9c146fe0f922d6cc326a65dbe678a6e8b1f88d820,49677597b59a26d29cba0869501d87aa07d6975ec080dcf9eb441db0c7a6a2a1,fee98282fcc12e2e03d21dc12c9a26e6ccbfa9d3da84f7ad89f9935fa58b2d72,6a45aec62e8e63989c8314d9a404ac31dd0a4ae7808cbaf8f01467d7c8f50004,97b87aeb982a3be13b553a0d417008dd631c58e63c4cbd1e1bb6c06448ed29ec,88b8f7a5f6b7f1446db08bdc968aa7f90041f697db7daec5f345e8104f932673,6415df43de954ffd6e858b8fb530db248dfc5d7a711eb21b3df44b8abdf280ef
"710401411","100","710014105","710014102","710014104","710000141","710014103","710014101"
"710401421","100","710014205","710014201","710014203","710000142","710014202","710014204"
"710401431","100","710014305","710014304","710014303","710000143","710014302","710014301"
"710401441","100","710014405","710014402","710014404","710000144","710014403","710014401"
"710401451","100","710014505","710014503","710014504","710000145","710014502","710014501"
"710401461","100","710014605","710014602","710014604","710000146","710014603","710014601"
"710401471","100","710014705","710014702","710014704","710000147","710014703","710014701"
"710401481","100","710014805","710014802","710014804","710000148","710014803","710014801"
"710401491","100","710014905","710014902","710014904","710000149","710014903","710014901"
"710401501","100","710015004","710015001","710015003","710000150","710015002","710015001"
"710501511","100","710015105","710015103","710015104","710000151","710015101","710015102"
"710501521","100","710015205","710015204","710015203","710000152","710015201","710015202"
"710501531","100","710015305","710015302","710015304","710000153","710015303","710015301"
"710501541","100","710015405","710015402","710015404","710000154","710015403","710015401"
"710501551","100","710015504","710015503","710015502","710000155","710015505","710015501"
"710501561","100","710015605","710015602","710015603","710000156","710015604","710015601"
"710501571","100","710015705","710015701","710015704","710000157","710015702","710015703"
"710501581","100","710015803","710015804","710015805","710000158","710015802","710015801"
"710501591","100","710015905","710015902","710015904","710000159","710015903","710015901"
"710501601","100","710016004","710016001","710016003","710000160","710016002","710016001"
"710501611","100","710016105","710016102","710016103","710000161","710016104","710016101"
"710501621","100","710016205","710016202","710016204","710000162","710016203","710016201"
"710501631","100","710016305","710016302","710016304","710000163","710016303","710016301"
"710501641","100","710016405","710016402","710016404","710000164","710016403","710016401"
"710501651","100","710016505","710016501","710016504","710000165","710016503","710016502"
"710501661","100","710016604","710016603","710016605","710000166","710016602","710016601"
"710501671","100","710016705","710016701","710016704","710000167","710016703","710016702"
"710501681","100","710016805","710016802","710016804","710000168","710016803","710016801"
"710501691","100","710016905","710016903","710016904","710000169","710016902","710016901"
"710501701","100","710017004","710017001","710017003","710000170","710017002","710017001"
"710601711","100","710017105","710017101","710017104","710000171","710017102","710017103"
"710601721","100","710017205","710017201","710017202","710000172","710017204","710017203"
"710601731","100","710017305","710017303","710017302","710000173","710017304","710017301"
"710601741","100","710017405","710017403","710017404","710000174","710017402","710017401"
"710601751","100","710017505","710017501","710017504","710000175","710017502","710017503"
"710601761","100","710017605","710017601","710017602","710000176","710017604","710017603"
"710601771","100","710017705","710017701","710017702","710000177","710017704","710017703"
"710601781","100","710017805","710017801","710017804","710000178","710017802","710017803"
"710601791","100","710017905","710017904","710017902","710000179","710017901","710017903"
"710601801","100","710018002","710018004","710018003","710000180","710018005","710018001"
"710601811","100","710018104","710018103","710018102","710000181","710018101","710018103"
"710601821","100","710018205","710018204","710018202","710000182","710018201","710018203"
"710601831","100","710018304","710018303","710018302","710000183","710018301","710018303"
"710601841","100","710018405","710018401","710018404","710000184","710018402","710018403"
"710601851","100","710018505","710018501","710018504","710000185","710018502","710018503"
"710601861","100","710018605","710018601","710018602","710000186","710018604","710018603"
"710601871","100","710018705","710018701","710018702","710000187","710018704","710018703"
"710601881","100","710018805","710018801","710018802","710000188","710018804","710018803"
"710601891","100","710018905","710018901","710018902","710000189","710018904","710018903"
"710601901","100","710019005","710019001","710019003","710000190","710019002","710019004"
"710701911","100","710019105","710019102","710019104","710000191","710019103","710019101"
"710701921","100","710019205","710019202","710019204","710000192","710019203","710019201"
"710701931","100","710019305","710019302","710019304","710000193","710019303","710019301"
"710701941","100","710019405","710019402","710019404","710000194","710019403","710019401"
"710701951","100","710019505","710019502","710019504","710000195","710019503","710019501"
"710701961","100","710019605","710019602","710019604","710000196","710019603","710019601"
"710701971","100","710019705","710019702","710019704","710000197","710019703","710019701"
"710701981","100","710019805","710019802","710019804","710000198","710019803","710019801"
"710701991","100","710019905","710019902","710019904","710000199","710019903","710019901"
"710702001","100","710020005","710020002","710020004","710000200","710020003","710020001"
"710702011","100","710020105","710020102","710020104","710000201","710020103","710020101"
"710702021","100","710020205","710020202","710020204","710000202","710020203","710020201"
"710702031","100","710020305","710020302","710020304","710000203","710020303","710020301"
"710702041","100","710020405","710020402","710020404","710000204","710020403","710020401"
"710702051","100","710020505","710020502","710020504","710000205","710020503","710020501"
"710702061","100","710020605","710020602","710020604","710000206","710020603","710020601"
"710702071","100","710020705","710020702","710020704","710000207","710020703","710020701"
"710702081","100","710020805","710020802","710020804","710000208","710020803","710020801"
"710702091","100","710020905","710020902","710020904","710000209","710020903","710020901"
"710702101","100","710021005","710021002","710021004","710000210","710021003","710021001"
"710802111","100","710021105","710021102","710021104","710000211","710021103","710021101"
"710802121","100","710021205","710021202","710021204","710000212","710021203","710021201"
"710802131","100","710021305","710021302","710021304","710000213","710021303","710021301"
"710802141","100","710021405","710021402","710021404","710000214","710021403","710021401"
"710802151","100","710021505","710021502","710021504","710000215","710021503","710021501"
"710802161","100","710021605","710021602","710021604","710000216","710021603","710021601"
"710802171","100","710021705","710021702","710021704","710000217","710021703","710021701"
"710802181","100","710021805","710021802","710021804","710000218","710021803","710021801"
"710802191","100","710021905","710021902","710021904","710000219","710021903","710021901"
"710802201","100","0","710022003","710022004","710000220","710022001","710022002"
"710802211","100","710022105","710022102","710022104","710000221","710022103","710022101"
"710802221","100","710022205","710022202","710022204","710000222","710022203","710022201"
"710802231","100","710022305","710022302","710022304","710000223","710022303","710022301"
"710802241","100","710022405","710022402","710022404","710000224","710022403","710022401"
"710802251","100","710022505","710022502","710022504","710000225","710022503","710022501"
"710802261","100","710022605","710022602","710022604","710000226","710022603","710022601"
"710802271","100","710022705","710022702","710022704","710000227","710022703","710022701"
"710802281","100","710022805","710022802","710022804","710000228","710022803","710022801"
"710802291","100","710022905","710022902","710022904","710000229","710022903","710022901"
"710802301","100","0","710023002","710023004","710000230","710023001","710023003"
"710902311","100","710023105","710023102","710023104","710000231","710023103","710023101"
"710902321","100","710023205","710023202","710023204","710000232","710023203","710023201"
"710902331","100","710023305","710023302","710023304","710000233","710023303","710023301"
"710902341","100","710023405","710023402","710023404","710000234","710023403","710023401"
"710902351","100","710023505","710023502","710023504","710000235","710023503","710023501"
"710902361","100","710023605","710023602","710023604","710000236","710023603","710023601"
"710902371","100","710023705","710023702","710023704","710000237","710023703","710023701"
"710902381","100","710023805","710023802","710023804","710000238","710023803","710023801"
"710902391","100","710023905","710023902","710023904","710000239","710023903","710023901"
"710902401","100","0","710024002","710024004","710000240","710024003","710024001"
"710902411","100","710024105","710024102","710024104","710000241","710024103","710024101"
"710902421","100","710024205","710024202","710024204","710000242","710024203","710024201"
"710902431","100","710024305","710024302","710024304","710000243","710024303","710024301"
"710902441","100","710024405","710024402","710024404","710000244","710024403","710024401"
"710902451","100","710024505","710024502","710024504","710000245","710024503","710024501"
"710902461","100","710024605","710024602","710024604","710000246","710024603","710024601"
"710902471","100","710024705","710024702","710024704","710000247","710024703","710024701"
"710902481","100","710024805","710024802","710024804","710000248","710024803","710024801"
"710902491","100","710024905","710024902","710024904","710000249","710024903","710024901"
"710902501","100","0","710025002","710025004","710000250","710025003","710025001"
"711002511","100","710025105","710025102","710025104","710000251","710025103","710025101"
"711002521","100","710025205","710025202","710025204","710000252","710025203","710025201"
"711002531","100","710025305","710025302","710025304","710000253","710025303","710025301"
"711002541","100","710025405","710025402","710025404","710000254","710025403","710025401"
"711002551","100","710025505","710025502","710025504","710000255","710025503","710025501"
"711002561","100","710025605","710025602","710025604","710000256","710025603","710025601"
"711002571","100","710025705","710025702","710025704","710000257","710025703","710025701"
"711002581","100","710025805","710025802","710025804","710000258","710025803","710025801"
"711002591","100","710025905","710025902","710025904","710000259","710025903","710025901"
"711002601","100","0","710026002","710026004","710000260","710026003","710026001"
"711002611","100","710026105","710026102","710026104","710000261","710026103","710026101"
"711002621","100","710026205","710026202","710026204","710000262","710026203","710026201"
"711002631","100","710026305","710026301","710026304","710000263","710026303","710026302"
"711002641","100","710026405","710026402","710026404","710000264","710026403","710026401"
"711002651","100","710026505","710026502","710026503","710000265","710026504","710026501"
"711002661","100","710026605","710026602","710026604","710000266","710026603","710026601"
"711002671","100","710026705","710026702","710026704","710000267","710026703","710026701"
"711002681","100","710026805","710026802","710026804","710000268","710026803","710026801"
"711002691","100","710026905","710026902","710026904","710000269","710026903","710026901"
"711002701","100","710027005","710027002","710027004","710000270","710027003","710027001"
"711102711","100","710027105","710027102","710027103","710000271","710027104","710027101"
"711102721","100","710027204","710027202","710027205","710000272","710027203","710027201"
"711102731","100","710027305","710027302","710027304","710000273","710027303","710027301"
"711102741","100","710027405","710027402","710027404","710000274","710027403","710027401"
"711102751","100","710027505","710027503","710027504","710000275","710027502","710027501"
"711102761","100","710027605","710027601","710027603","710000276","710027604","710027602"
"711102771","100","710027705","710027702","710027703","710000277","710027704","710027701"
"711102781","100","710027805","710027802","710027804","710000278","710027803","710027801"
"711102791","100","710027902","710027901","710027905","710000279","710027904","710027901"
"711102801","100","0","710028002","710028004","710000280","710028003","710028001"
"711102811","100","710028105","710028102","710028104","710000281","710028103","710028101"
"711102821","100","710028205","710028203","710028204","710000282","710028202","710028201"
"711102831","100","710028305","710028304","710028302","710000283","710028301","710028303"
"711102841","100","710028405","710028402","710028403","710000284","710028404","710028401"
"711102851","100","710028505","710028501","710028502","710000285","710028504","710028503"
"711102861","100","710028604","710028603","710028605","710000286","710028602","710028601"
"711102871","100","710028705","710028703","710028702","710000287","710028704","710028701"
"711102881","100","710028805","710028803","710028804","710000288","710028802","710028801"
"711102891","100","710028905","710028902","710028903","710000289","710028904","710028901"
"711102901","100","710029005","710029002","710029004","710000290","710029003","710029001"
"711202911","100","710029105","710029102","710029103","710000291","710029104","710029101"
"711202921","100","710029205","710029202","710029203","710000292","710029204","710029201"
"711202931","100","710029305","710029302","710029304","710000293","710029303","710029301"
"711202941","100","710029405","710029402","710029404","710000294","710029403","710029401"
"711202951","100","710029505","710029502","710029504","710000295","710029503","710029501"
"711202961","100","710029605","710029602","710029604","710000296","710029603","710029601"
"711202971","100","710029705","710029702","710029704","710000297","710029703","710029701"
"711202981","100","710029805","710029802","710029803","710000298","710029804","710029801"
"711202991","100","710029903","710029904","710029902","710000299","710029905","710029901"
"711203001","100","0","710030002","710030001","710000300","710030003","710030004"
"711203011","100","710030105","710030102","710030103","710000301","710030104","710030101"
"711203021","100","710030205","710030203","710030202","710000302","710030204","710030201"
"711203031","100","710030305","710030303","710030302","710000303","710030304","710030301"
"711203041","100","710030405","710030402","710030404","710000304","710030403","710030401"
"711203051","100","710030505","710030501","710030502","710000305","710030504","710030503"
"711203061","100","710030605","710030601","710030604","710000306","710030603","710030602"
"711203071","100","710030705","710030703","710030702","710000307","710030704","710030701"
"711203081","100","710030805","710030802","710030804","710000308","710030803","710030801"
"711203091","100","710030905","710030902","710030904","710000309","710030903","710030901"
"711203101","100","710031005","710031001","710031003","710000310","710031002","710031004"
"711303111","100","710031105","710031104","710031103","710000311","710031102","710031101"
"711303121","100","710031205","710031202","710031204","710000312","710031203","710031201"
"711303131","100","710031305","710031302","710031303","710000313","710031304","710031301"
"711303141","100","710031405","710031402","710031403","710000314","710031404","710031401"
"711303151","100","710031505","710031503","710031504","710000315","710031502","710031501"
"711303161","100","710031605","710031601","710031603","710000316","710031604","710031602"
"711303171","100","710031705","710031702","710031703","710000317","710031704","710031701"
"711303181","100","710031804","710031801","710031805","710000318","710031803","710031802"
"711303191","100","710031903","710031904","710031905","710000319","710031902","710031901"
"711303201","100","0","710032002","710032004","710000320","710032003","710032001"
"711303211","100","710032105","710032102","710032104","710000321","710032103","710032101"
"711303221","100","710032205","710032203","710032202","710000322","710032204","710032201"
"711303231","100","710032305","710032301","710032304","710000323","710032302","710032303"
"711303241","100","710032405","710032402","710032403","710000324","710032404","710032401"
"711303251","100","710032505","710032504","710032502","710000325","710032501","710032503"
"711303261","100","710032605","710032602","710032604","710000326","710032603","710032601"
"711303271","100","710032705","710032703","710032704","710000327","710032702","710032701"
"711303281","100","710032805","710032801","710032803","710000328","710032804","710032802"
"711303291","100","710032905","710032902","710032904","710000329","710032903","710032901"
"711303301","100","710033003","710033002","710033004","710000330","710033005","710033001"
"711403311","100","710033105","710033101","710033104","710000331","710033102","710033103"
"711403321","100","710033205","710033201","710033202","710000332","710033204","710033203"
"711403331","100","710033305","710033301","710033304","710000333","710033302","710033303"
"711403341","100","710033405","710033403","710033402","710000334","710033404","710033401"
"711403351","100","710033505","710033504","710033502","710000335","710033501","710033503"
"711403361","100","710033605","710033601","710033604","710000336","710033602","710033603"
"711403371","100","710033705","710033701","710033704","710000337","710033702","710033703"
"711403381","100","710033805","710033804","710033802","710000338","710033801","710033803"
"711403391","100","710033905","710033904","710033902","710000339","710033901","710033903"
"711403401","100","0","710034005","710034002","710000340","710034003","710034001"
"711403411","100","710034105","710034104","710034102","710000341","710034101","710034103"
"711403421","100","710034205","710034201","710034202","710000342","710034204","710034203"
"711403431","100","710034305","710034301","710034302","710000343","710034304","710034303"
"711403441","100","710034405","710034401","710034402","710000344","710034404","710034403"
"711403451","100","710034504","710034503","710034502","710000345","710034501","710034503"
"711403461","100","710034605","710034601","710034602","710000346","710034604","710034603"
"711403471","100","710034705","710034701","710034702","710000347","710034704","710034703"
"711403481","100","710034805","710034801","710034802","710000348","710034804","710034803"
"711403491","100","710034905","710034901","710034902","710000349","710034904","710034903"
"711403501","100","710035005","710035001","710035003","710000350","710035002","710035004"
"711503511","100","710035105","710035103","710035102","710000351","710035104","710035101"
"711503521","100","710035205","710035201","710035202","710000352","710035204","710035203"
"711503531","100","710035302","710035301","710035305","710000353","710035304","710035303"
"711503541","100","710035405","710035401","710035402","710000354","710035404","710035403"
"711503551","100","710035505","710035501","710035504","710000355","710035502","710035503"
"711503561","100","710035605","710035601","710035602","710000356","710035604","710035603"
"711503571","100","710035702","710035703","710035705","710000357","710035704","710035701"
"711503581","100","710035805","710035801","710035802","710000358","710035804","710035803"
"711503591","100","710035902","710035901","710035905","710000359","710035904","710035903"
"711503601","100","710036005","710036001","710036003","710000360","710036002","710036004"
"711603611","100","710036102","710036101","710036105","710000361","710036104","710036103"
"711603621","100","710036205","710036201","710036202","710000362","710036204","710036203"
"711603631","100","710036302","710036301","710036305","710000363","710036304","710036303"
"711603641","100","710036405","710036401","710036404","710000364","710036402","710036403"
"711603651","100","710036505","710036504","710036502","710000365","710036501","710036503"
"711603661","100","710036605","710036601","710036604","710000366","710036602","710036603"
"711603671","100","710036705","710036703","710036704","710000367","710036702","710036701"
"711603681","100","710036805","710036804","710036802","710000368","710036801","710036803"
"711603691","100","710036905","710036904","710036902","710000369","710036901","710036903"
"711603701","100","710037005","710037004","710037003","710000370","710037002","710037001"
"711703711","100","710037105","710037103","710037102","710000371","710037104","710037101"
"711703721","100","710037205","710037203","710037202","710000372","710037204","710037201"
"711703731","100","710037305","710037301","710037302","710000373","710037304","710037303"
"711703741","100","710037405","710037401","710037402","710000374","710037404","710037403"
"711703751","100","710037505","710037501","710037502","710000375","710037504","710037503"
"711703761","100","710037605","710037601","710037602","710000376","710037604","710037603"
"711703771","100","710037705","710037701","710037704","710000377","710037702","710037703"
"711703781","100","710037805","710037801","710037802","710000378","710037804","710037803"
"711703791","100","710037905","710037901","710037902","710000379","710037904","710037903"
"711703801","100","710038002","710038004","710038003","710000380","710038005","710038001"
"711803811","100","710038102","710038101","710038105","710000381","710038104","710038103"
"711803821","100","710038202","710038203","710038201","710000382","710038204","710038203"
"711803831","100","710038305","710038301","710038302","710000383","710038304","710038303"
"711803841","100","710038405","710038401","710038402","710000384","710038404","710038403"
"711803851","100","710038505","710038501","710038502","710000385","710038504","710038503"
"711803861","100","710038605","710038601","710038602","710000386","710038604","710038603"
"711803871","100","710038705","710038701","710038702","710000387","710038704","710038703"
"711803881","100","710038805","710038803","710038802","710000388","710038804","710038801"
"711803891","100","710038905","710038903","710038904","710000389","710038902","710038901"
"711803901","100","710039005","710039004","710039003","710000390","710039002","710039001"
"711903911","100","710039102","710039101","710039105","710000391","710039104","710039103"
"711903921","100","710039205","710039201","710039202","710000392","710039204","710039203"
"711903931","100","710039305","710039304","710039302","710000393","710039301","710039303"
"711903941","100","710039405","710039401","710039402","710000394","710039404","710039403"
"711903951","100","710039505","710039504","710039502","710000395","710039501","710039503"
"711903961","100","710039605","710039601","710039604","710000396","710039602","710039603"
"711903971","100","710039705","710039701","710039704","710000397","710039702","710039703"
"711903981","100","710039805","710039801","710039802","710000398","710039804","710039803"
"711903991","100","710039902","710039904","710039905","710000399","710039901","710039903"
"711904001","100","710040002","710040001","710040003","710000400","710040005","710040004"
"712004011","100","710040105","710040101","710040102","710000401","710040104","710040103"
"712004021","100","710040202","710040201","710040205","710000402","710040204","710040203"
"712004031","100","710040305","710040304","710040302","710000403","710040301","710040303"
"712004041","100","710040405","710040404","710040402","710000404","710040401","710040403"
"712004051","100","710040505","710040501","710040504","710000405","710040502","710040503"
"712004061","100","710040605","710040604","710040602","710000406","710040601","710040603"
"712004071","100","710040705","710040703","710040702","710000407","710040704","710040701"
"712004081","100","710040805","710040801","710040804","710000408","710040802","710040803"
"712004091","100","710040905","710040904","710040902","710000409","710040901","710040903"
"712004101","100","710041002","710041001","710041003","710000410","710041005","710041004"
"712104111","100","710041105","710041101","710041104","710000411","710041102","710041103"
"712104121","100","710041205","710041203","710041202","710000412","710041204","710041201"
"712104131","100","710041305","710041304","710041302","710000413","710041301","710041303"
"712104141","100","710041402","710041404","710041405","710000414","710041401","710041403"
"712104151","100","710041505","710041504","710041502","710000415","710041501","710041503"
"712104161","100","710041605","710041601","710041602","710000416","710041604","710041603"
