7d0d3aeb694582b21b1f422c1ed71e8d33833112fff2fd72926f9439d9ac6aaa,bdcf5f465bf878227483b1d1331e465d5749111d4d645c804864af1946289dc8,3e918ad77029e4849b94be6891e6c759ce722e89a6b8c155535356d830ed9ce4,71bdda6e1bee810e479ea7ab794f2e1369cc279a35f812b6e32a181676a495e3,4e4a3b6a798f7cfe79c8265d2f072c86557e5786fe8a5f5252063df357a512dc,914127a92e4562ad6ee0c1ba103178bc6dd37cb012fb7a8d591806fcd12cbcc3,369ed30d629b5bbf34896d3e5e601830a9f84a6bc806d78bf086cee951dea130,e059966d9d93a2fee31619859fe336fb1e63c0d62d70bec1815779ec0519d7df,f660724cbee69b0db80544f12420465ed5d382a9efb0a5b726292705a39e99a5,226f99f8c5180868c13d458d241257227aaca0f1bd41c1ba437c629091bfb28f,9978988d6e86340e0273388919990a0323c28761f7c96548f07bf8c5946e21ff,7e40413dde3256ad55f19df2baf2c1eac4eb7ba98925c904d7ee025fb7c428be,b20520164ae315b5fb8c785f963d33a4b58738628e7df1bb96751eb67eed75e2,c68bea5ea7b8fd5dfb8e0bb9eaa1ed721ccaa5b020164f0ac4d1b74a5c2705b1,70640d73862e107653dd5871cb050f21ccc7bf08cdc3b62b3bc243cf27613b53,288cf795f5c5e601abef2609d09f912ccff10653882741bb97a1e80041fd45f8,b445064d8b0ec893a2bc97ee104a282379dcca641c24955b25abb1abca9526b0,bdf9a1f2c125e8c39c0453f54f58e8bc3f1d442ecebdeff87a2c8466955c8d59,1d9b29749e74310129dc40ad630955136dc6e0c5625a82b234b37df499789ad0,1053b3fe7575413fe84a1ff8dcd5cd70f6a8eb26d192fda7714269b5b1b65f45,f9506fcefccd270a239b7b5824a548847abe2c702a2f5a0278547b6c08b5a8fa,8eb796781179199bc8a3a3fd0315070f419a3f9174ff3481c635e4dbf5e0852e,6996b258c89ceff5abe5753e90cf250369c1892862954d47417cbc3fe09b4e5d,5ef5d92df5b3254f337ae4d8ebc58b80ec881efe6a1a9c1b2e0a84f7d75af4a0,41f7a69db475e615193374345a180cf69523a38ea6619d64ae813192ac00a2f9,192f3bb1916d715a703a6c3b37abef09d9fbe93973e1120b442681d5d9becd5f,1a356f3df6a1db400e8bd3a4af5d4e3c15e14c85ce507003d012c1078760f48a,02e2ceb83059dfb24534467893c57de503e00909fd10f23ea626d5a0b49d6297,5d683b1822bef301293f427d1835b542e7a5dc11fe0e954c4cbe5bec3f66bb01,93d9d1447682a0b607eb2be9f121aeb8ca6ee4534d45967524b8bdac5ee2ce0b,a8bcaddc1162889b6cef51db232d34ebf59491f846096912d48b23ef4af67b18,b51b8ca3b90d7ae929137e91391ef7399bfde02fd794c70bf41b8ae37dba0732,72dea7907b727a9036db5f84f5331ec2a9ad8323efd3647957854c51f28ece09,45e9b874d4f5c36e0e0cbfb3686e1bebd3ea3dda91524da8a9f3a446183c9cfa,443017bb8a2655a0d4a835d9ac3e733cbf4db1e34a74c850df76017bab4768ab,bdf33468beeb784df185a35b5ccceeea26c978430f025d22b0d412f52707b81c,e26942d8fb3a033adffdf74f17f09e06326921cd07eb736952491bf8e09659d7,2ec65c71ce5d468d973696e176d71d7e3cbe3f7f689b1959a726cd74f867f93c,ddad3c10ac8750bfce0f7f75bdeffbaf9dd06d62f69aeb9644107ea54bd0c911,94098801113eff35111a053ad7902b7e7fa367dbb188b1220136dc86cc4ba8fb,3bf92076b752f06ffe12a930bd8b4413c8aaa000453edb2f3a9e17571d6d342f,d651662e5d234485ffc19021bd23180b4b2eff6ed37a493cb6b8d49a39a14e25,8d1d53f87979af0367643610551b01dd640ab4d28f5e6223ef16c40bcea4a821,66657401b9465e119203b346469d745865bfa93a3e4ccee2bd42664f239d9aeb
"11","200000010","11","0","11","11","0","0","165","11","201000","11","10","0","0","11","0","11","11","1","0","0","12","1","600100011","0","1","11","30","0","11","0","769","11","0","11","11","11","11","0","10","10","怨火之顱","11"
"19","200000010","19","0","19","19","0","0","285","19","201000","19","10","0","0","19","0","19","19","1","0","0","19","1","600100019","0","1","19","30","0","19","0","1944","19","0","19","19","19","19","0","16","10","怨火之顱","19"
"3","200000001","3","0","3","3","0","0","0","3","201100","3","10","0","0","3","0","3","3","1","0","0","4","1","600110003","29","1","3","30","0","3","0","463","3","0","3","3","3","3","0","5","10","狗頭人","3"
"14","200000001","14","0","14","14","0","0","0","14","201100","14","10","0","0","14","0","14","14","1","0","0","11","1","600110014","162","1","14","30","0","14","0","1265","14","0","14","14","14","14","0","12","10","狗頭人","14"
"22","200000001","22","0","22","22","0","0","0","22","201100","22","10","0","0","22","0","22","22","1","0","0","14","1","600110022","251","1","22","30","0","22","0","2079","22","0","22","22","22","22","0","16","10","狗頭人","22"
"23","200000001","23","0","23","23","0","0","0","23","201100","23","10","0","0","23","0","23","23","1","0","0","21","1","600110023","266","1","23","30","0","23","0","2091","23","0","23","23","23","23","0","23","10","狗頭人","23"
"1","200000001","1","0","1","1","0","0","0","1","201200","1","10","0","0","1","0","1","1","1","0","0","3","1","600120001","52","1","1","30","0","1","0","231","1","0","1","1","1","1","0","102","10","魔像","1"
"12","200000003","12","0","12","12","0","0","0","12","201200","12","10","0","0","12","0","12","12","1","0","0","18","1","600120012","192","1","12","30","0","12","0","878","12","0","12","12","12","12","0","273","10","魔像","12"
"22","200000003","22","0","22","22","0","0","0","22","201200","22","10","0","0","22","0","22","22","1","0","0","33","1","600120022","413","1","22","30","0","22","0","2461","22","0","22","22","22","22","0","300","10","魔像","22"
"1","200000003","1","0","1","1","0","0","0","1","201300","1","10","0","0","1","0","1","1","1","0","0","4","1","600130001","31","1","1","30","0","1","0","479","1","0","1","1","1","1","0","5","10","岩花","1"
"13","200000003","13","0","13","13","0","0","0","13","201300","13","10","0","0","13","0","13","13","1","0","0","13","1","600130013","137","1","13","30","0","13","0","1088","13","0","13","13","13","13","0","17","10","岩花","13"
"10","200000009","10","0","10","10","0","0","0","10","201301","10","10","0","0","10","0","10","10","1","0","0","9","1","600130110","83","1","10","30","0","10","0","1033","10","0","10","10","10","10","0","10","10","癲狂之花","10"
"17","200000009","17","0","17","17","0","0","0","17","201301","17","10","0","0","17","0","17","17","1","0","0","14","1","600130117","155","1","17","30","0","17","0","2063","17","0","17","17","17","17","0","16","10","癲狂之花","17"
"20","200000009","20","0","20","20","0","0","0","20","201301","20","10","0","0","20","0","20","20","1","0","0","15","1","600130120","166","1","20","30","0","20","0","2504","20","0","20","20","20","20","0","18","10","癲狂之花","20"
"10","200000001","10","0","10","10","0","0","114","10","201400","10","10","0","0","10","0","10","10","1","0","0","10","1","600140010","0","1","10","30","0","10","0","579","10","0","10","10","10","10","0","14","10","雷雲長老","10"
"17","200000001","17","0","17","17","0","0","227","17","201400","17","10","0","0","17","0","17","17","1","0","0","14","1","600140017","0","1","17","30","0","17","0","965","17","0","17","17","17","17","0","20","10","雷雲長老","17"
"22","200000001","22","0","22","22","0","0","414","22","201400","22","10","0","0","22","0","22","22","1","0","0","19","1","600140022","0","1","22","30","0","22","0","2106","22","0","22","22","22","22","0","27","10","雷雲長老","22"
"23","200000001","23","0","23","23","0","0","196","23","201500","23","10","0","0","23","0","23","23","1","0","0","17","1","600150023","0","1","23","30","0","23","0","2420","23","0","23","23","23","23","0","14","10","潛陸水母","23"
"3","200000001","3","0","3","3","0","0","17","3","201600","3","10","0","0","3","0","3","3","1","0","0","3","1","600160003","0","1","3","30","0","3","0","520","3","0","3","3","3","3","0","6","10","森之寧芙","3"
"4","200000001","4","0","4","4","0","0","36","4","201600","4","10","0","0","4","0","4","4","1","0","0","4","1","600160004","0","1","4","30","0","4","0","579","4","0","4","4","4","4","0","6","10","森之寧芙","4"
"14","200000001","14","0","14","14","0","0","198","14","201600","14","10","0","0","14","0","14","14","1","0","0","11","1","600160014","0","1","14","30","0","14","0","2305","14","0","14","14","14","14","0","10","10","森之寧芙","14"
"16","200000001","16","0","16","16","0","0","232","16","201600","16","10","0","0","16","0","16","16","1","0","0","13","1","600160016","0","1","16","30","0","16","0","2723","16","0","16","16","16","16","0","11","10","森之寧芙","16"
"4","200000001","4","0","4","4","0","0","0","4","202101","4","10","0","0","4","0","4","4","1","0","0","3","1","600210104","50","1","4","30","0","4","0","473","4","0","4","4","4","4","0","5","10","紅蕈菇","4"
"11","200000001","11","0","11","11","0","0","0","11","202101","11","10","0","0","11","0","11","11","1","0","0","9","1","600210111","183","1","11","30","0","11","0","1101","11","0","11","11","11","11","0","10","10","紅蕈菇","11"
"16","200000001","16","0","16","16","0","0","0","16","202101","16","10","0","0","16","0","16","16","1","0","0","13","1","600210116","262","1","16","30","0","16","0","1670","16","0","16","16","16","16","0","15","10","紅蕈菇","16"
"19","200000001","19","0","19","19","0","0","0","19","202101","19","10","0","0","19","0","19","19","1","0","0","13","1","600210119","295","1","19","30","0","19","0","2023","19","0","19","19","19","19","0","16","10","紅蕈菇","19"
"23","200000001","23","0","23","23","0","0","409","23","202200","23","10","0","0","23","0","23","23","1","0","0","29","1","600220023","0","1","23","30","0","23","0","2807","23","0","23","23","23","23","0","21","10","翼耳兔","23"
"1","200000006","1","0","1","1","0","0","55","1","202300","1","10","0","0","1","0","1","1","1","0","0","6","1","600230001","0","1","1","30","0","1","0","210","1","0","1","1","1","1","0","5","10","火焰咒士","1"
"13","200000006","13","0","13","13","0","0","171","13","202300","13","10","0","0","13","0","13","13","1","0","0","16","1","600230013","0","1","13","30","0","13","0","981","13","0","13","13","13","13","0","13","10","火焰咒士","13"
"18","200000006","18","0","18","18","0","0","252","18","202300","18","10","0","0","18","0","18","18","1","0","0","17","1","600230018","0","1","18","30","0","18","0","1681","18","0","18","18","18","18","0","13","10","火焰咒士","18"
"23","200000001","23","0","23","23","0","0","0","23","202400","23","10","0","0","23","0","23","23","1","0","0","18","1","600240023","578","1","23","30","0","23","0","3490","23","0","23","23","23","23","0","33","10","洞窟猿猴","23"
"10","200000001","10","0","10","10","0","0","129","10","202500","10","10","0","0","10","0","10","10","1","0","0","14","1","600250010","0","1","10","30","0","10","0","965","10","0","10","10","10","10","0","11","10","洞窟蝙蝠","10"
"17","200000001","17","0","17","17","0","0","233","17","202500","17","10","0","0","17","0","17","17","1","0","0","23","1","600250017","0","1","17","30","0","17","0","1658","17","0","17","17","17","17","0","17","10","洞窟蝙蝠","17"
"4","200000001","4","0","4","4","0","0","0","4","202700","4","10","0","0","4","0","4","4","1","0","0","5","1","600270004","61","1","4","30","0","4","0","503","4","0","4","4","4","4","0","8","10","寄居蟹騎士","4"
"16","200000001","16","0","16","16","0","0","0","16","202700","16","10","0","0","16","0","16","16","1","0","0","16","1","600270016","323","1","16","30","0","16","0","1736","16","0","16","16","16","16","0","20","10","寄居蟹騎士","16"
"23","200000001","23","0","23","23","0","0","0","23","202700","23","10","0","0","23","0","23","23","1","0","0","19","1","600270023","455","1","23","30","0","23","0","2881","23","0","23","23","23","23","0","26","10","寄居蟹騎士","23"
"11","200000006","11","0","11","11","0","0","0","11","202800","11","10","0","0","11","0","11","11","1","0","0","8","1","600280011","310","1","11","30","0","11","0","4614","11","0","11","11","11","11","0","9","10","流浪之鴉","11"
"19","200000006","19","0","19","19","0","0","0","19","202800","19","10","0","0","19","0","19","19","1","0","0","12","1","600280019","486","1","19","30","0","19","0","5818","19","0","19","19","19","19","0","15","10","流浪之鴉","19"
"22","200000006","22","0","22","22","0","0","0","22","202800","22","10","0","0","22","0","22","22","1","0","0","14","1","600280022","552","1","22","30","0","22","0","6270","22","0","22","22","22","22","0","19","10","流浪之鴉","22"
"3","200000003","3","0","3","3","0","0","0","3","202901","3","10","0","0","3","0","3","3","1","0","0","5","1","600290103","37","1","3","30","0","3","0","615","3","0","3","3","3","3","0","8","10","岩石蜥蜴","3"
"14","200000003","14","0","14","14","0","0","0","14","202901","14","10","0","0","14","0","14","14","1","0","0","12","1","600290114","222","1","14","30","0","14","0","1276","14","0","14","14","14","14","0","18","10","岩石蜥蜴","14"
"20","200000003","20","0","20","20","0","0","0","20","202901","20","10","0","0","20","0","20","20","1","0","0","13","1","600290120","366","1","20","30","0","20","0","2932","20","0","20","20","20","20","0","21","10","岩石蜥蜴","20"
"10","200000001","10","0","10","10","0","0","0","10","202902","10","10","0","0","10","0","10","10","1","0","0","11","1","600290210","174","1","10","30","0","10","0","1294","10","0","10","10","10","10","0","12","10","翠綠蜥蜴","10"
"17","200000001","17","0","17","17","0","0","0","17","202902","17","10","0","0","17","0","17","17","1","0","0","16","1","600290217","296","1","17","30","0","17","0","2625","17","0","17","17","17","17","0","16","10","翠綠蜥蜴","17"
"3","200000001","3","0","3","3","0","0","45","3","203000","3","10","0","0","3","0","3","3","1","0","0","4","1","600300003","0","1","3","30","0","3","0","372","3","0","3","3","3","3","0","6","10","軟泥怪","3"
"10","200000001","10","0","10","10","0","0","209","10","203000","10","10","0","0","10","0","10","10","1","0","0","11","1","600300010","0","1","10","30","0","10","0","626","10","0","10","10","10","10","0","14","10","軟泥怪","10"
"14","200000001","14","0","14","14","0","0","240","14","203000","14","10","0","0","14","0","14","14","1","0","0","13","1","600300014","0","1","14","30","0","14","0","904","14","0","14","14","14","14","0","16","10","軟泥怪","14"
"17","200000001","17","0","17","17","0","0","304","17","203000","17","10","0","0","17","0","17","17","1","0","0","15","1","600300017","0","1","17","30","0","17","0","1348","17","0","17","17","17","17","0","16","10","軟泥怪","17"
"1","200000001","1","0","1","1","0","0","16","1","203001","1","10","0","0","1","0","1","1","1","0","0","2","1","600300101","0","1","1","30","0","1","0","383","1","0","1","1","1","1","0","4","10","閃焰軟泥怪","1"
"13","200000005","13","0","13","13","0","0","141","13","203001","13","10","0","0","13","0","13","13","1","0","0","11","1","600300113","0","1","13","30","0","13","0","1314","13","0","13","13","13","13","0","20","10","閃焰軟泥怪","13"
"20","200000005","20","0","20","20","0","0","215","20","203001","20","10","0","0","20","0","20","20","1","0","0","15","1","600300120","0","1","20","30","0","20","0","2952","20","0","20","20","20","20","0","22","10","閃焰軟泥怪","20"
"10","200000001","10","0","10","10","0","0","148","10","203200","10","10","0","0","10","0","10","10","1","0","0","11","1","600320010","0","1","10","30","0","10","0","1128","10","0","10","10","10","10","0","8","10","搗蛋惡魔","10"
"17","200000001","17","0","17","17","0","0","268","17","203200","17","10","0","0","17","0","17","17","1","0","0","18","1","600320017","0","1","17","30","0","17","0","1938","17","0","17","17","17","17","0","13","10","搗蛋惡魔","17"
"2","200000001","2","0","2","2","0","0","0","2","203300","2","10","0","0","2","0","2","2","1","0","0","28","1","600330002","17","1","2","30","0","2","0","414","2","0","2","2","2","2","0","150","10","哥布林護衛","2"
"8","200000001","8","0","8","8","0","0","0","8","203300","8","10","0","0","8","0","8","8","1","0","0","8","1","600330008","136","1","8","30","0","8","0","934","8","0","8","8","8","8","0","221","10","哥布林護衛","8"
"14","200000001","14","0","14","14","0","0","0","14","203300","14","10","0","0","14","0","14","14","1","0","0","14","1","600330014","240","1","14","30","0","14","0","1341","14","0","14","14","14","14","0","300","10","哥布林護衛","14"
"15","200000001","15","0","15","15","0","0","0","15","203300","15","10","0","0","15","0","15","15","1","0","0","14","1","600330015","249","1","15","30","0","15","0","1539","15","0","15","15","15","15","0","300","10","哥布林護衛","15"
"3","200000001","3","0","3","3","0","0","126","3","203400","3","10","0","0","3","0","3","3","1","0","0","10","1","600340003","0","1","3","30","0","3","0","844","3","0","3","3","3","3","0","8","10","鬼燈螢","3"
"10","200000001","10","0","10","10","0","0","151","10","203400","10","10","0","0","10","0","10","10","1","0","0","13","1","600340010","0","1","10","30","0","10","0","863","10","0","10","10","10","10","0","10","10","鬼燈螢","10"
"14","200000001","14","0","14","14","0","0","165","14","203400","14","10","0","0","14","0","14","14","1","0","0","14","1","600340014","0","1","14","30","0","14","0","874","14","0","14","14","14","14","0","12","10","鬼燈螢","14"
"17","200000001","17","0","17","17","0","0","220","17","203400","17","10","0","0","17","0","17","17","1","0","0","15","1","600340017","0","1","17","30","0","17","0","1522","17","0","17","17","17","17","0","13","10","鬼燈螢","17"
"4","200000006","4","0","4","4","0","0","0","4","203700","4","10","0","0","4","0","4","4","1","0","0","4","1","600370004","52","1","4","30","0","4","0","633","4","0","4","4","4","4","0","5","10","堅果射手","4"
"16","200000006","16","0","16","16","0","0","0","16","203700","16","10","0","0","16","0","16","16","1","0","0","10","1","600370016","272","1","16","30","0","16","0","2185","16","0","16","16","16","16","0","13","10","堅果射手","16"
"1","200000001","1","0","1","1","0","0","0","1","203800","1","10","0","0","1","0","1","1","1","0","0","2","1","600380001","36","1","1","30","0","1","0","370","1","0","1","1","1","1","0","5","10","獸人","1"
"9","200000001","9","0","9","9","0","0","0","9","203800","9","10","0","0","9","0","9","9","1","0","0","8","1","600380009","195","1","9","30","0","9","0","1306","9","0","9","9","9","9","0","14","10","獸人","9"
"12","200000001","12","0","12","12","0","0","0","12","203800","12","10","0","0","12","0","12","12","1","0","0","9","1","600380012","234","1","12","30","0","12","0","1416","12","0","12","12","12","12","0","15","10","獸人","12"
"16","200000001","16","0","16","16","0","0","0","16","203800","16","10","0","0","16","0","16","16","1","0","0","12","1","600380016","331","1","16","30","0","16","0","2463","16","0","16","16","16","16","0","18","10","獸人","16"
