6cea621f4cddf29fd503bd9964c0b3963f72835f7496d4d26cd0469c52c6359e,38623cfc33567dafcc93d48f5252d33ab9819031a740a2b5c2d2d19e7932e5b9,eb1e5bb6c61ecc43e7e6c8b15149a7c7b6af680873564c2bed01ea31ffb39731,568b63a90d0724452eca238d721add74a6d1b5101140240cd688972ce9647580,bf220db7f930cfb251e393cd430b181dedb0624d82175fb79b52d046a2b27a57,16b01a686661204898fffe9f89c91a9249ae1ed04cdd84f5565ca1c374cc9af1,6f45125eef25204d690a3db16b7d53ecc165626389dcfd1299aa856c8da39c2b,6a41ff6e5aa8634ab0072fc503eed588b52f50ffa43695956da58ec445af506e,148134fdfd9dcc332cb5e03f53f1215ff539dd1e5dfa436230bcedabd463681c
"100500001","1","0","1005","3","4101","100501","3","累積獲得3個★"
"100500002","2","0","1005","6","4101","100502","6","累積獲得6個★"
"100500003","3","1","1005","9","4101","100503","9","累積獲得9個★"
"100500004","4","0","1005","12","4101","100504","12","累積獲得12個★"
"100500005","5","0","1005","15","4101","100505","15","累積獲得15個★"
"100500006","6","0","1005","18","4101","100506","18","累積獲得18個★"
"100500007","7","1","1005","21","4101","100507","21","累積獲得21個★"
"100500008","8","0","1005","24","4101","100508","24","累積獲得24個★"
"100500009","9","1","1005","27","4101","100509","27","累積獲得27個★"
"100500010","10","0","1005","30","4101","100510","30","累積獲得30個★"
"100500011","11","0","1005","33","4101","100511","33","累積獲得33個★"
"100500012","12","1","1005","36","4101","100512","36","累積獲得36個★"
"100500013","13","0","1005","39","4101","100513","39","累積獲得39個★"
"100500014","14","0","1005","42","4101","100514","42","累積獲得42個★"
"100500015","15","1","1005","45","4101","100515","45","累積獲得45個★"
"100500016","16","0","1005","48","4101","100516","48","累積獲得48個★"
"100500017","17","1","1005","51","4101","100517","51","累積獲得51個★"
"100500018","18","0","1005","54","4101","100518","54","累積獲得54個★"
"100600001","1","0","1006","3","4101","100601","3","累積獲得3個★"
"100600002","2","0","1006","6","4101","100602","6","累積獲得6個★"
"100600003","3","1","1006","9","4101","100603","9","累積獲得9個★"
"100600004","4","0","1006","12","4101","100604","12","累積獲得12個★"
"100600005","5","0","1006","15","4101","100605","15","累積獲得15個★"
"100600006","6","0","1006","18","4101","100606","18","累積獲得18個★"
"100600007","7","1","1006","21","4101","100607","21","累積獲得21個★"
"100600008","8","0","1006","24","4101","100608","24","累積獲得24個★"
"100600009","9","1","1006","27","4101","100609","27","累積獲得27個★"
"100600010","10","0","1006","30","4101","100610","30","累積獲得30個★"
"100600011","11","0","1006","33","4101","100611","33","累積獲得33個★"
"100600012","12","1","1006","36","4101","100612","36","累積獲得36個★"
"100600013","13","0","1006","39","4101","100613","39","累積獲得39個★"
"100600014","14","0","1006","42","4101","100614","42","累積獲得42個★"
"100600015","15","1","1006","45","4101","100615","45","累積獲得45個★"
"100600016","16","0","1006","48","4101","100616","48","累積獲得48個★"
"100600017","17","1","1006","51","4101","100617","51","累積獲得51個★"
"100600018","18","0","1006","54","4101","100618","54","累積獲得54個★"
"100700001","1","0","1007","3","4101","100701","3","累積獲得3個★"
"100700002","2","0","1007","6","4101","100702","6","累積獲得6個★"
"100700003","3","1","1007","9","4101","100703","9","累積獲得9個★"
"100700004","4","0","1007","12","4101","100704","12","累積獲得12個★"
"100700005","5","0","1007","15","4101","100705","15","累積獲得15個★"
"100700006","6","0","1007","18","4101","100706","18","累積獲得18個★"
"100700007","7","1","1007","21","4101","100707","21","累積獲得21個★"
"100700008","8","0","1007","24","4101","100708","24","累積獲得24個★"
"100700009","9","1","1007","27","4101","100709","27","累積獲得27個★"
"100700010","10","0","1007","30","4101","100710","30","累積獲得30個★"
"100700011","11","0","1007","33","4101","100711","33","累積獲得33個★"
"100700012","12","1","1007","36","4101","100712","36","累積獲得36個★"
"100700013","13","0","1007","39","4101","100713","39","累積獲得39個★"
"100700014","14","0","1007","42","4101","100714","42","累積獲得42個★"
"100700015","15","1","1007","45","4101","100715","45","累積獲得45個★"
"100700016","16","0","1007","48","4101","100716","48","累積獲得48個★"
"100700017","17","1","1007","51","4101","100717","51","累積獲得51個★"
"100700018","18","0","1007","54","4101","100718","54","累積獲得54個★"
"100800001","1","0","1008","3","4101","100801","3","累積獲得3個★"
"100800002","2","0","1008","6","4101","100802","6","累積獲得6個★"
"100800003","3","1","1008","9","4101","100803","9","累積獲得9個★"
"100800004","4","0","1008","12","4101","100804","12","累積獲得12個★"
"100800005","5","0","1008","15","4101","100805","15","累積獲得15個★"
"100800006","6","0","1008","18","4101","100806","18","累積獲得18個★"
"100800007","7","1","1008","21","4101","100807","21","累積獲得21個★"
"100800008","8","0","1008","24","4101","100808","24","累積獲得24個★"
"100800009","9","1","1008","27","4101","100809","27","累積獲得27個★"
"100800010","10","0","1008","30","4101","100810","30","累積獲得30個★"
"100800011","11","0","1008","33","4101","100811","33","累積獲得33個★"
"100800012","12","1","1008","36","4101","100812","36","累積獲得36個★"
"100800013","13","0","1008","39","4101","100813","39","累積獲得39個★"
"100800014","14","0","1008","42","4101","100814","42","累積獲得42個★"
"100800015","15","1","1008","45","4101","100815","45","累積獲得45個★"
"100800016","16","0","1008","48","4101","100816","48","累積獲得48個★"
"100800017","17","1","1008","51","4101","100817","51","累積獲得51個★"
"100800018","18","0","1008","54","4101","100818","54","累積獲得54個★"
"100900001","1","0","1009","3","4101","100901","3","累積獲得3個★"
"100900002","2","0","1009","6","4101","100902","6","累積獲得6個★"
"100900003","3","1","1009","9","4101","100903","9","累積獲得9個★"
"100900004","4","0","1009","12","4101","100904","12","累積獲得12個★"
"100900005","5","0","1009","15","4101","100905","15","累積獲得15個★"
"100900006","6","0","1009","18","4101","100906","18","累積獲得18個★"
"100900007","7","1","1009","21","4101","100907","21","累積獲得21個★"
"100900008","8","0","1009","24","4101","100908","24","累積獲得24個★"
"100900009","9","1","1009","27","4101","100909","27","累積獲得27個★"
"100900010","10","0","1009","30","4101","100910","30","累積獲得30個★"
"100900011","11","0","1009","33","4101","100911","33","累積獲得33個★"
"100900012","12","1","1009","36","4101","100912","36","累積獲得36個★"
"100900013","13","0","1009","39","4101","100913","39","累積獲得39個★"
"100900014","14","0","1009","42","4101","100914","42","累積獲得42個★"
"100900015","15","1","1009","45","4101","100915","45","累積獲得45個★"
"100900016","16","0","1009","48","4101","100916","48","累積獲得48個★"
"100900017","17","1","1009","51","4101","100917","51","累積獲得51個★"
"100900018","18","0","1009","54","4101","100918","54","累積獲得54個★"
"101000001","1","0","1010","3","4101","101001","3","累積獲得3個★"
"101000002","2","0","1010","6","4101","101002","6","累積獲得6個★"
"101000003","3","1","1010","9","4101","101003","9","累積獲得9個★"
"101000004","4","0","1010","12","4101","101004","12","累積獲得12個★"
"101000005","5","0","1010","15","4101","101005","15","累積獲得15個★"
"101000006","6","0","1010","18","4101","101006","18","累積獲得18個★"
"101000007","7","1","1010","21","4101","101007","21","累積獲得21個★"
"101000008","8","0","1010","24","4101","101008","24","累積獲得24個★"
"101000009","9","1","1010","27","4101","101009","27","累積獲得27個★"
"101000010","10","0","1010","30","4101","101010","30","累積獲得30個★"
"101000011","11","0","1010","33","4101","101011","33","累積獲得33個★"
"101000012","12","1","1010","36","4101","101012","36","累積獲得36個★"
"101000013","13","0","1010","39","4101","101013","39","累積獲得39個★"
"101000014","14","0","1010","42","4101","101014","42","累積獲得42個★"
"101000015","15","1","1010","45","4101","101015","45","累積獲得45個★"
"101000016","16","0","1010","48","4101","101016","48","累積獲得48個★"
"101000017","17","1","1010","51","4101","101017","51","累積獲得51個★"
"101000018","18","0","1010","54","4101","101018","54","累積獲得54個★"
"101100001","1","0","1011","3","4101","101101","3","累積獲得3個★"
"101100002","2","0","1011","6","4101","101102","6","累積獲得6個★"
"101100003","3","1","1011","9","4101","101103","9","累積獲得9個★"
"101100004","4","0","1011","12","4101","101104","12","累積獲得12個★"
"101100005","5","0","1011","15","4101","101105","15","累積獲得15個★"
"101100006","6","0","1011","18","4101","101106","18","累積獲得18個★"
"101100007","7","1","1011","21","4101","101107","21","累積獲得21個★"
"101100008","8","0","1011","24","4101","101108","24","累積獲得24個★"
"101100009","9","1","1011","27","4101","101109","27","累積獲得27個★"
"101100010","10","0","1011","30","4101","101110","30","累積獲得30個★"
"101100011","11","0","1011","33","4101","101111","33","累積獲得33個★"
"101100012","12","1","1011","36","4101","101112","36","累積獲得36個★"
"101100013","13","0","1011","39","4101","101113","39","累積獲得39個★"
"101100014","14","0","1011","42","4101","101114","42","累積獲得42個★"
"101100015","15","1","1011","45","4101","101115","45","累積獲得45個★"
"101100016","16","0","1011","48","4101","101116","48","累積獲得48個★"
"101100017","17","1","1011","51","4101","101117","51","累積獲得51個★"
"101100018","18","0","1011","54","4101","101118","54","累積獲得54個★"
"101200001","1","0","1012","3","4101","101201","3","累積獲得3個★"
"101200002","2","0","1012","6","4101","101202","6","累積獲得6個★"
"101200003","3","1","1012","9","4101","101203","9","累積獲得9個★"
"101200004","4","0","1012","12","4101","101204","12","累積獲得12個★"
"101200005","5","0","1012","15","4101","101205","15","累積獲得15個★"
"101200006","6","0","1012","18","4101","101206","18","累積獲得18個★"
"101200007","7","1","1012","21","4101","101207","21","累積獲得21個★"
"101200008","8","0","1012","24","4101","101208","24","累積獲得24個★"
"101200009","9","1","1012","27","4101","101209","27","累積獲得27個★"
"101200010","10","0","1012","30","4101","101210","30","累積獲得30個★"
"101200011","11","0","1012","33","4101","101211","33","累積獲得33個★"
"101200012","12","1","1012","36","4101","101212","36","累積獲得36個★"
"101200013","13","0","1012","39","4101","101213","39","累積獲得39個★"
"101200014","14","0","1012","42","4101","101214","42","累積獲得42個★"
"101200015","15","1","1012","45","4101","101215","45","累積獲得45個★"
"101200016","16","0","1012","48","4101","101216","48","累積獲得48個★"
"101200017","17","1","1012","51","4101","101217","51","累積獲得51個★"
"101200018","18","0","1012","54","4101","101218","54","累積獲得54個★"
"101300001","1","0","1013","3","4101","101301","3","累積獲得3個★"
"101300002","2","0","1013","6","4101","101302","6","累積獲得6個★"
"101300003","3","1","1013","9","4101","101303","9","累積獲得9個★"
"101300004","4","0","1013","12","4101","101304","12","累積獲得12個★"
"101300005","5","0","1013","15","4101","101305","15","累積獲得15個★"
"101300006","6","0","1013","18","4101","101306","18","累積獲得18個★"
"101300007","7","1","1013","21","4101","101307","21","累積獲得21個★"
"101300008","8","0","1013","24","4101","101308","24","累積獲得24個★"
"101300009","9","1","1013","27","4101","101309","27","累積獲得27個★"
"101300010","10","0","1013","30","4101","101310","30","累積獲得30個★"
"101300011","11","0","1013","33","4101","101311","33","累積獲得33個★"
"101300012","12","1","1013","36","4101","101312","36","累積獲得36個★"
"101300013","13","0","1013","39","4101","101313","39","累積獲得39個★"
"101300014","14","0","1013","42","4101","101314","42","累積獲得42個★"
"101300015","15","1","1013","45","4101","101315","45","累積獲得45個★"
"101300016","16","0","1013","48","4101","101316","48","累積獲得48個★"
"101300017","17","1","1013","51","4101","101317","51","累積獲得51個★"
"101300018","18","0","1013","54","4101","101318","54","累積獲得54個★"
"101400001","1","0","1014","3","4101","101401","3","累積獲得3個★"
"101400002","2","0","1014","6","4101","101402","6","累積獲得6個★"
"101400003","3","1","1014","9","4101","101403","9","累積獲得9個★"
"101400004","4","0","1014","12","4101","101404","12","累積獲得12個★"
"101400005","5","0","1014","15","4101","101405","15","累積獲得15個★"
"101400006","6","0","1014","18","4101","101406","18","累積獲得18個★"
"101400007","7","1","1014","21","4101","101407","21","累積獲得21個★"
"101400008","8","0","1014","24","4101","101408","24","累積獲得24個★"
"101400009","9","1","1014","27","4101","101409","27","累積獲得27個★"
"101400010","10","0","1014","30","4101","101410","30","累積獲得30個★"
"101400011","11","0","1014","33","4101","101411","33","累積獲得33個★"
"101400012","12","1","1014","36","4101","101412","36","累積獲得36個★"
"101400013","13","0","1014","39","4101","101413","39","累積獲得39個★"
"101400014","14","0","1014","42","4101","101414","42","累積獲得42個★"
"101400015","15","1","1014","45","4101","101415","45","累積獲得45個★"
"101400016","16","0","1014","48","4101","101416","48","累積獲得48個★"
"101400017","17","1","1014","51","4101","101417","51","累積獲得51個★"
"101400018","18","0","1014","54","4101","101418","54","累積獲得54個★"
"101500001","1","0","1015","3","4101","101501","3","累積獲得3個★"
"101500002","2","0","1015","6","4101","101502","6","累積獲得6個★"
"101500003","3","1","1015","9","4101","101503","9","累積獲得9個★"
"101500004","4","0","1015","12","4101","101504","12","累積獲得12個★"
"101500005","5","0","1015","15","4101","101505","15","累積獲得15個★"
"101500006","6","0","1015","18","4101","101506","18","累積獲得18個★"
"101500007","7","1","1015","21","4101","101507","21","累積獲得21個★"
"101500008","8","0","1015","24","4101","101508","24","累積獲得24個★"
"101500009","9","1","1015","27","4101","101509","27","累積獲得27個★"
"101500010","10","0","1015","30","4101","101510","30","累積獲得30個★"
"101500011","11","0","1015","33","4101","101511","33","累積獲得33個★"
"101500012","12","1","1015","36","4101","101512","36","累積獲得36個★"
"101500013","13","0","1015","39","4101","101513","39","累積獲得39個★"
"101500014","14","0","1015","42","4101","101514","42","累積獲得42個★"
"101500015","15","1","1015","45","4101","101515","45","累積獲得45個★"
"101500016","16","0","1015","48","4101","101516","48","累積獲得48個★"
"101500017","17","1","1015","51","4101","101517","51","累積獲得51個★"
"101500018","18","0","1015","54","4101","101518","54","累積獲得54個★"
"101600001","1","0","1016","3","4101","101601","3","累積獲得3個★"
"101600002","2","0","1016","6","4101","101602","6","累積獲得6個★"
"101600003","3","1","1016","9","4101","101603","9","累積獲得9個★"
"101600004","4","0","1016","12","4101","101604","12","累積獲得12個★"
"101600005","5","0","1016","15","4101","101605","15","累積獲得15個★"
"101600006","6","0","1016","18","4101","101606","18","累積獲得18個★"
"101600007","7","1","1016","21","4101","101607","21","累積獲得21個★"
"101600008","8","0","1016","24","4101","101608","24","累積獲得24個★"
"101600009","9","1","1016","27","4101","101609","27","累積獲得27個★"
"101600010","10","0","1016","30","4101","101610","30","累積獲得30個★"
"101600011","11","0","1016","33","4101","101611","33","累積獲得33個★"
"101600012","12","1","1016","36","4101","101612","36","累積獲得36個★"
"101600013","13","0","1016","39","4101","101613","39","累積獲得39個★"
"101600014","14","0","1016","42","4101","101614","42","累積獲得42個★"
"101600015","15","1","1016","45","4101","101615","45","累積獲得45個★"
"101600016","16","0","1016","48","4101","101616","48","累積獲得48個★"
"101600017","17","1","1016","51","4101","101617","51","累積獲得51個★"
"101600018","18","0","1016","54","4101","101618","54","累積獲得54個★"
"101700001","1","0","1017","3","4101","101701","3","累積獲得3個★"
"101700002","2","0","1017","6","4101","101702","6","累積獲得6個★"
"101700003","3","1","1017","9","4101","101703","9","累積獲得9個★"
"101700004","4","0","1017","12","4101","101704","12","累積獲得12個★"
"101700005","5","0","1017","15","4101","101705","15","累積獲得15個★"
"101700006","6","0","1017","18","4101","101706","18","累積獲得18個★"
"101700007","7","1","1017","21","4101","101707","21","累積獲得21個★"
"101700008","8","0","1017","24","4101","101708","24","累積獲得24個★"
"101700009","9","1","1017","27","4101","101709","27","累積獲得27個★"
"101700010","10","0","1017","30","4101","101710","30","累積獲得30個★"
"101700011","11","0","1017","33","4101","101711","33","累積獲得33個★"
"101700012","12","1","1017","36","4101","101712","36","累積獲得36個★"
"101700013","13","0","1017","39","4101","101713","39","累積獲得39個★"
"101700014","14","0","1017","42","4101","101714","42","累積獲得42個★"
"101700015","15","1","1017","45","4101","101715","45","累積獲得45個★"
"101700016","16","0","1017","48","4101","101716","48","累積獲得48個★"
"101700017","17","1","1017","51","4101","101717","51","累積獲得51個★"
"101700018","18","0","1017","54","4101","101718","54","累積獲得54個★"
"101800001","1","0","1018","3","4101","101801","3","累積獲得3個★"
"101800002","2","0","1018","6","4101","101802","6","累積獲得6個★"
"101800003","3","1","1018","9","4101","101803","9","累積獲得9個★"
"101800004","4","0","1018","12","4101","101804","12","累積獲得12個★"
"101800005","5","0","1018","15","4101","101805","15","累積獲得15個★"
"101800006","6","0","1018","18","4101","101806","18","累積獲得18個★"
"101800007","7","1","1018","21","4101","101807","21","累積獲得21個★"
"101800008","8","0","1018","24","4101","101808","24","累積獲得24個★"
"101800009","9","1","1018","27","4101","101809","27","累積獲得27個★"
"101800010","10","0","1018","30","4101","101810","30","累積獲得30個★"
"101800011","11","0","1018","33","4101","101811","33","累積獲得33個★"
"101800012","12","1","1018","36","4101","101812","36","累積獲得36個★"
"101800013","13","0","1018","39","4101","101813","39","累積獲得39個★"
"101800014","14","0","1018","42","4101","101814","42","累積獲得42個★"
"101800015","15","1","1018","45","4101","101815","45","累積獲得45個★"
"101800016","16","0","1018","48","4101","101816","48","累積獲得48個★"
"101800017","17","1","1018","51","4101","101817","51","累積獲得51個★"
"101800018","18","0","1018","54","4101","101818","54","累積獲得54個★"
"101900001","1","0","1019","3","4101","101901","3","累積獲得3個★"
"101900002","2","0","1019","6","4101","101902","6","累積獲得6個★"
"101900003","3","1","1019","9","4101","101903","9","累積獲得9個★"
"101900004","4","0","1019","12","4101","101904","12","累積獲得12個★"
"101900005","5","0","1019","15","4101","101905","15","累積獲得15個★"
"101900006","6","0","1019","18","4101","101906","18","累積獲得18個★"
"101900007","7","1","1019","21","4101","101907","21","累積獲得21個★"
"101900008","8","0","1019","24","4101","101908","24","累積獲得24個★"
"101900009","9","1","1019","27","4101","101909","27","累積獲得27個★"
"101900010","10","0","1019","30","4101","101910","30","累積獲得30個★"
"101900011","11","0","1019","33","4101","101911","33","累積獲得33個★"
"101900012","12","1","1019","36","4101","101912","36","累積獲得36個★"
"101900013","13","0","1019","39","4101","101913","39","累積獲得39個★"
"101900014","14","0","1019","42","4101","101914","42","累積獲得42個★"
"101900015","15","1","1019","45","4101","101915","45","累積獲得45個★"
"101900016","16","0","1019","48","4101","101916","48","累積獲得48個★"
"101900017","17","1","1019","51","4101","101917","51","累積獲得51個★"
"101900018","18","0","1019","54","4101","101918","54","累積獲得54個★"
"102000001","1","0","1020","3","4101","102001","3","累積獲得3個★"
"102000002","2","0","1020","6","4101","102002","6","累積獲得6個★"
"102000003","3","1","1020","9","4101","102003","9","累積獲得9個★"
"102000004","4","0","1020","12","4101","102004","12","累積獲得12個★"
"102000005","5","0","1020","15","4101","102005","15","累積獲得15個★"
"102000006","6","0","1020","18","4101","102006","18","累積獲得18個★"
"102000007","7","1","1020","21","4101","102007","21","累積獲得21個★"
"102000008","8","0","1020","24","4101","102008","24","累積獲得24個★"
"102000009","9","1","1020","27","4101","102009","27","累積獲得27個★"
"102000010","10","0","1020","30","4101","102010","30","累積獲得30個★"
"102000011","11","0","1020","33","4101","102011","33","累積獲得33個★"
"102000012","12","1","1020","36","4101","102012","36","累積獲得36個★"
"102000013","13","0","1020","39","4101","102013","39","累積獲得39個★"
"102000014","14","0","1020","42","4101","102014","42","累積獲得42個★"
"102000015","15","1","1020","45","4101","102015","45","累積獲得45個★"
"102000016","16","0","1020","48","4101","102016","48","累積獲得48個★"
"102000017","17","1","1020","51","4101","102017","51","累積獲得51個★"
"102000018","18","0","1020","54","4101","102018","54","累積獲得54個★"
