5cdd864dafd54e7ee886ebae3ef1f3c30e9692d737c398b9e920b487209ef8ee,e4639da514bb9174af89e85ab66cef38b0c76c56d76c41d86f0952e40a63116d,418b4db12b59e719631952055cfc980fd70d7559c0c5b437089fd46bb72efc33,0776ff711607f988282fd6946129079afa8750a5cca0ef4dc1055edf9ce0658d,7d3a7453769c8ad25fcd5b570d5c2d1494b5705ccf4d9b2a38f8e4dd7960831e,18d39722ed5b288912b8d793bed6f33fb1c53b181ce4717d755054969aa5e673,668b8664a6df9b754f3659d35851c8bba4e9e9e49983f58003adfd743a55af90,e7694cbdab76ec36b5d2e7707d8fa8b98dae236dea8439c0921e9fbb95e31860,7f1c5c7cebe7228d833d0830389723a8ab39acb3e776732266dfd8f07459ef10,c1fad82bb4ee159b39e544f0ce88dfc122fc2e50ffdaa526f7f11930149ffc23,7955bab090f520f857ec61fb6981e465358dabb31f90bcf71d823ebe8915efb2,b78a76634d6c87999b97ad9ffffc745ead499e5c4735fbbb31a4c1fd299fa901,dfe8b2e7491d5b89b3a629230cf714a04427ed190a5f6c5c56b2d4dcf3582b4b,2ca9e99b8fe6f66db4937a613bc8b436b4d8e15a7fa2c508f5c70b5c7e15bc60,e63015b7f7eb8b16112395d185f32106f0de7df24541cbea4de2c4de20d54491,87de074287bca4aa7f3f45ae25a24439e5f60be6206fa1267e5ba04ec7e1a298,e934c1ee9fa4cfab106da2f887f947d9e825fa6ab8a685c5b6288cb287d84a3a,2998a8f1ba7d709caeec9960f86a3b79009c3cf85cbf4a310a3a00e7cccb6251,834a666bc6a422afb1c0a9b5631aed7fca55f263a034b9abca3f5626a62a2b83,ccfc718678328939b80c77988336d12cf6a84d751583789f1474628559b424a8,4b61fbe802079fdd4758795e9b410ecf8370369ab95f2dc103fea3f4e31f316c,814dfdef90a285988fb9ced0446b28c840fc047432a7a4a6911b4278c00865b2,014ec5b955ecde7218b1553a0e2b651b3fcf706fa9152162d8832df824136172,d8062d23e9515f398a983ea235bffa0cc17a8c32e6d705768b9b32c6d76b0ec9,64d0e8708e214b68f45b2fb0a2f61ccb1110d811aaa285a6d09d60b9740795e0,ca8da64d24f05820bc28b3e82699aed6e9a1d9b5d422054fbb70c0be175ae19d,14c9eb571b12127467e8624aa6f87ac08dc4a9c5dd0f15320a83421b462b3d63,003dd2f2bc4341f9d928f6a7c7f2719dd970ebb1010900ff6db8898f389b53f0,551973ae5a73cd6c6336d4101b5b6c9d016d9a8eae5e724c0633a1982d2be75d,19f5d632a65dcb4b487f40cc037c36597a6306a8212be382b63838a130e98a66,d971f9d7d2e324baa4ebf008d3458ece98022f98615e95f636671a85ceb28feb,d43b9e6d0d351158a634ea3c8868fc931342f47aad8567a20b08617c2d81b0d1,c06084079231292052456ecd91be80fef12176c3aa6dc2b7466de5216d1435c1,3aa22535e8532b2cd25cc44f05e7e0329be987e74e0822cf8b6fd9b190110fb2,c02252203faa392ba61962ffe4cd39079e3ff7a0974c35cc08e5c8f1fffde2bd,ac7140f1bf29c1eb39542b41c57913a944fba2ae852fe28184b748d55d8a15cb,ef1846abd6900a57a175568dc1f74952720e7ddc3ab8d759731b8f019620f971,6ba2ec3fac6c4c469a3f8400df574480883acd89cf4f4619ce877681f460b720,7516e57d9841664b0628461a5d38dee434739042d29db95e352417e3e50edcad,eb63b8e78a7c576f9dd35ecc109440fb20d0840660ab74e04154f0fa5c4a28af,07694ce197afa51486339b15bb4302e37de648ac2c75291446200006446f22b8
"20001","1","0","0","1","18","0","0","1","620060017","0","0","620130017","61001004","1","0","61001007","0","0","0","0","1","620090017","0","0","0","0","375","61001005","36","20001","0","30","0","0","0","0","0","600000020","0","600110201"
"21001","1","0","0","1","18","0","0","1","620060018","0","0","620130018","61001004","1","0","61001007","0","0","0","0","1","620090018","0","0","0","0","381","61001005","36","21001","0","30","0","0","0","0","0","600000021","0","600110211"
"22001","1","0","0","1","18","0","0","1","620060019","0","0","620130019","61001004","1","0","61001007","0","0","0","0","1","620090019","0","0","0","0","386","61001005","36","22001","0","30","0","0","0","0","0","600000022","0","600110221"
"23001","1","0","0","1","18","0","0","1","620060020","0","0","620130020","61001004","1","0","61001007","0","0","0","0","1","620090020","0","0","0","0","390","61001005","36","23001","0","30","0","0","0","0","0","600000023","0","600110231"
"24001","1","0","0","1","18","0","0","1","620060021","0","0","620130021","61001004","1","0","61001007","0","0","0","0","1","620090021","0","0","0","0","396","61001005","36","24001","0","30","0","0","0","0","0","600000024","0","600110241"
"25001","1","0","0","1","18","0","0","1","620060022","0","0","620130022","61001004","1","0","61001007","0","0","0","0","1","620090022","0","0","0","0","401","61001005","36","25001","0","30","0","0","0","0","0","600000025","0","600110251"
"26001","1","0","0","1","18","0","0","1","620060023","0","0","620130023","61001004","1","0","61001007","0","0","0","0","1","620090023","0","0","0","0","405","61001005","36","26001","0","30","0","0","0","0","0","600000026","0","600110261"
"27001","1","0","0","1","18","0","0","1","620060024","0","0","620130024","61001004","1","0","61001007","0","0","0","0","1","620090024","0","0","0","0","411","61001005","36","27001","0","30","0","0","0","0","0","600000027","0","600110271"
"28001","1","0","0","1","18","0","0","1","620060025","0","0","620130025","61001004","1","0","61001007","0","0","0","0","1","620090025","0","0","0","0","417","61001005","36","28001","0","30","0","0","0","0","0","600000028","0","600110281"
"29001","1","0","0","1","18","0","0","1","620060026","0","0","620130026","61001004","1","0","61001007","0","0","0","0","1","620090026","0","0","0","0","422","61001005","36","29001","0","30","0","0","0","0","0","600000029","0","600110291"
"30001","1","0","0","1","18","0","0","1","620060027","0","0","620130027","61001004","1","0","61001007","0","0","0","0","1","620090027","0","0","0","0","427","61001005","36","30001","0","30","0","0","0","0","0","600000030","0","600110301"
"31001","1","0","0","1","18","0","0","1","620060028","0","0","620130028","61001004","1","0","61001007","0","0","0","0","1","620090028","0","0","0","0","433","61001005","36","31001","0","30","0","0","0","0","0","600000031","0","600110311"
"32001","1","0","0","1","18","0","0","1","620060029","0","0","620130029","61001004","1","0","61001007","0","0","0","0","1","620090029","0","0","0","0","442","61001005","36","32001","0","30","0","0","0","0","0","600000032","0","600110321"
"33001","1","0","0","1","18","0","0","1","620060030","0","0","620130030","61001004","1","0","61001007","0","0","0","0","1","620090030","0","0","0","0","455","61001005","36","33001","0","30","0","0","0","0","0","600000033","0","600110331"
"34001","1","0","0","1","18","0","0","1","620060031","0","0","620130031","61001004","1","0","61001007","0","0","0","0","1","620090031","0","0","0","0","460","61001005","36","34001","0","30","0","0","0","0","0","600000034","0","600110341"
"35001","1","0","0","1","18","0","0","1","620060032","0","0","620130032","61001004","1","0","61001007","0","0","0","0","1","620090032","0","0","0","0","464","61001005","36","35001","0","30","0","0","0","0","0","600000035","0","600110351"
"36001","1","0","0","1","18","0","0","1","620060033","0","0","620130033","61001004","1","0","61001007","0","0","0","0","1","620090033","0","0","0","0","476","61001005","36","36001","0","30","0","0","0","0","0","600000036","0","600110361"
"37001","1","0","0","1","18","0","0","1","620060034","0","0","620130034","61001004","1","0","61001007","0","0","0","0","1","620090034","0","0","0","0","482","61001005","36","37001","0","30","0","0","0","0","0","600000037","0","600110371"
"38001","1","0","0","1","18","0","0","1","620060035","0","0","620130035","61001004","1","0","61001007","0","0","0","0","1","620090035","0","0","0","0","492","61001005","36","38001","0","30","0","0","0","0","0","600000038","0","600110381"
"39001","1","0","0","1","18","0","0","1","620060036","0","0","620130036","61001004","1","0","61001007","0","0","0","0","1","620090036","0","0","0","0","500","61001005","36","39001","0","30","0","0","0","0","0","600000039","0","600110391"
"40001","1","0","0","1","18","0","0","1","620060037","0","0","620130037","61001004","1","0","61001007","0","0","0","0","1","620090037","0","0","0","0","514","61001005","36","40001","0","30","0","0","0","0","0","600000040","0","600110401"
"41001","1","0","0","1","18","0","0","1","620060038","0","0","620130038","61001004","1","0","61001007","0","0","0","0","1","620090038","0","0","0","0","518","61001005","36","41001","0","30","0","0","0","0","0","600000041","0","600110411"
"42001","1","0","0","1","18","0","0","1","620060039","0","0","620130039","61001004","1","0","61001007","0","0","0","0","1","620090039","0","0","0","0","523","61001005","36","42001","0","30","0","0","0","0","0","600000042","0","600110421"
"43001","1","0","0","1","18","0","0","1","620060040","0","0","620130040","61001004","1","0","61001007","0","0","0","0","1","620090040","0","0","0","0","538","61001005","36","43001","0","30","0","0","0","0","0","600000043","0","600110431"
"44001","1","0","0","1","18","0","0","1","620060041","0","0","620130041","61001004","1","0","61001007","0","0","0","0","1","620090041","0","0","0","0","551","61001005","36","44001","0","30","0","0","0","0","0","600000044","0","600110441"
"45001","1","0","0","1","18","0","0","1","620060042","0","0","620130042","61001004","1","0","61001007","0","0","0","0","1","620090042","0","0","0","0","565","61001005","36","45001","0","30","0","0","0","0","0","600000045","0","600110451"
"46001","1","0","0","1","18","0","0","1","620060043","0","0","620130043","61001004","1","0","61001007","0","0","0","0","1","620090043","0","0","0","0","574","61001005","36","46001","0","30","0","0","0","0","0","600000046","0","600110461"
"47001","1","0","0","1","18","0","0","1","620060044","0","0","620130044","61001004","1","0","61001007","0","0","0","0","1","620090044","0","0","0","0","577","61001005","36","47001","0","30","0","0","0","0","0","600000047","0","600110471"
"48001","1","0","0","1","18","0","0","1","620060045","0","0","620130045","61001004","1","0","61001007","0","0","0","0","1","620090045","0","0","0","0","587","61001005","36","48001","0","30","0","0","0","0","0","600000048","0","600110481"
"49001","1","0","0","1","18","0","0","1","620060046","0","0","620130046","61001004","1","0","61001007","0","0","0","0","1","620090046","0","0","0","0","598","61001005","36","49001","0","30","0","0","0","0","0","600000049","0","600110491"
"50001","1","0","0","1","18","0","0","1","620060047","0","0","620130047","61001004","1","0","61001007","0","0","0","0","1","620090047","0","0","0","0","614","61001005","36","50001","0","30","0","0","0","0","0","600000050","0","600110501"
"51001","1","0","0","1","18","0","0","1","620060048","0","0","620130048","61001004","1","0","61001007","0","0","0","0","1","620090048","0","0","0","0","621","61001005","36","51001","0","30","0","0","0","0","0","600000051","0","600110511"
"52001","1","0","0","1","18","0","0","1","620060049","0","0","620130049","61001004","1","0","61001007","0","0","0","0","1","620090049","0","0","0","0","629","61001005","36","52001","0","30","0","0","0","0","0","600000052","0","600110521"
"53001","1","0","0","1","18","0","0","1","620060050","0","0","620130050","61001004","1","0","61001007","0","0","0","0","1","620090050","0","0","0","0","640","61001005","36","53001","0","30","0","0","0","0","0","600000053","0","600110531"
"54001","1","0","0","1","18","0","0","1","620060051","0","0","620130051","61001004","1","0","61001007","0","0","0","0","1","620090051","0","0","0","0","647","61001005","36","54001","0","30","0","0","0","0","0","600000054","0","600110541"
"55001","1","0","0","1","18","0","0","1","620060052","0","0","620130052","61001004","1","0","61001007","0","0","0","0","1","620090052","0","0","0","0","652","61001005","36","55001","0","30","0","0","0","0","0","600000055","0","600110551"
"56001","1","0","0","1","18","0","0","1","620060053","0","0","620130053","61001004","1","0","61001007","0","0","0","0","1","620090053","0","0","0","0","659","61001005","36","56001","0","30","0","0","0","0","0","600000056","0","600110561"
"57001","1","0","0","1","18","0","0","1","620060054","0","0","620130054","61001004","1","0","61001007","0","0","0","0","1","620090054","0","0","0","0","662","61001005","36","57001","0","30","0","0","0","0","0","600000057","0","600110571"
"58001","1","0","0","1","18","0","0","1","620060055","0","0","620130055","61001004","1","0","61001007","0","0","0","0","1","620090055","0","0","0","0","667","61001005","36","58001","0","30","0","0","0","0","0","600000058","0","600110581"
"59001","1","0","0","1","18","0","0","1","620060056","0","0","620130056","61001004","1","0","61001007","0","0","0","0","1","620090056","0","0","0","0","679","61001005","36","59001","0","30","0","0","0","0","0","600000059","0","600110591"
"60001","1","0","0","1","18","0","0","1","620060057","0","0","620130057","61001004","1","0","61001007","0","0","0","0","1","620090057","0","0","0","0","683","61001005","36","60001","0","30","0","0","0","0","0","600000060","0","600110601"
"61001","1","0","0","1","18","0","0","1","620060058","0","0","620130058","61001004","1","0","61001007","0","0","0","0","1","620090058","0","0","0","0","692","61001005","36","61001","0","30","0","0","0","0","0","600000061","0","600110611"
"62001","1","0","0","1","18","0","0","1","620060059","0","0","620130059","61001004","1","0","61001007","0","0","0","0","1","620090059","0","0","0","0","698","61001005","36","62001","0","30","0","0","0","0","0","600000062","0","600110621"
"63001","1","0","0","1","18","0","0","1","620060060","0","0","620130060","61001004","1","0","61001007","0","0","0","0","1","620090060","0","0","0","0","703","61001005","36","63001","0","30","0","0","0","0","0","600000063","0","600110631"
"64001","1","0","0","1","18","0","0","1","620060061","0","0","620130061","61001004","1","0","61001007","0","0","0","0","1","620090061","0","0","0","0","713","61001005","36","64001","0","30","0","0","0","0","0","600000064","0","600110641"
"65001","1","0","0","1","18","0","0","1","620060062","0","0","620130062","61001004","1","0","61001007","0","0","0","0","1","620090062","0","0","0","0","722","61001005","36","65001","0","30","0","0","0","0","0","600000065","0","600110651"
"66001","1","0","0","1","18","0","0","1","620060063","0","0","620130063","61001004","1","0","61001007","0","0","0","0","1","620090063","0","0","0","0","733","61001005","36","66001","0","30","0","0","0","0","0","600000066","0","600110661"
"67001","1","0","0","1","18","0","0","1","620060064","0","0","620130064","61001004","1","0","61001007","0","0","0","0","1","620090064","0","0","0","0","741","61001005","36","67001","0","30","0","0","0","0","0","600000067","0","600110671"
"68001","1","0","0","1","18","0","0","1","620060065","0","0","620130065","61001004","1","0","61001007","0","0","0","0","1","620090065","0","0","0","0","750","61001005","36","68001","0","30","0","0","0","0","0","600000068","0","600110681"
"69001","1","0","0","1","18","0","0","1","620060066","0","0","620130066","61001004","1","0","61001007","0","0","0","0","1","620090066","0","0","0","0","762","61001005","36","69001","0","30","0","0","0","0","0","600000069","0","600110691"
"3001","1","0","0","1","18","0","0","1","620090101","0","0","620110001","61001004","1","0","61001007","0","0","0","0","1","620300001","0","0","0","0","258","61001005","36","3001","0","30","0","0","0","0","0","600000074","0","600110031"
"4001","1","0","0","1","18","0","0","1","620090101","0","0","620110001","61001004","1","0","61001007","0","0","0","0","1","620300001","0","0","0","0","258","61001005","36","4001","0","30","0","0","0","0","0","600000075","0","600110041"
"5001","1","0","0","1","18","0","0","1","620090102","0","0","620110002","61001004","1","0","61001007","0","0","0","0","1","620300002","0","0","0","0","268","61001005","36","5001","0","30","0","0","0","0","0","600000076","0","600110051"
"6001","1","0","0","1","18","0","0","1","620090103","0","0","620110003","61001004","1","0","61001007","0","0","0","0","1","620300003","0","0","0","0","273","61001005","36","6001","0","30","0","0","0","0","0","600000077","0","600110061"
"7001","1","0","0","1","18","0","0","1","620090104","0","0","620110004","61001004","1","0","61001007","0","0","0","0","1","620300004","0","0","0","0","281","61001005","36","7001","0","30","0","0","0","0","0","600000078","0","600110071"
"8001","1","0","0","1","18","0","0","1","620090105","0","0","620110005","61001004","1","0","61001007","0","0","0","0","1","620300005","0","0","0","0","288","61001005","36","8001","0","30","0","0","0","0","0","600000079","0","600110081"
"9001","1","0","0","1","18","0","0","1","620090106","0","0","620110006","61001004","1","0","61001007","0","0","0","0","1","620300006","0","0","0","0","298","61001005","36","9001","0","30","0","0","0","0","0","600000080","0","600110091"
"10001","1","0","0","1","18","0","0","1","620090107","0","0","620110007","61001004","1","0","61001007","0","0","0","0","1","620300007","0","0","0","0","309","61001005","36","10001","0","30","0","0","0","0","0","600000081","0","600110101"
"11001","1","0","0","1","18","0","0","1","620090108","0","0","620110008","61001004","1","0","61001007","0","0","0","0","1","620300008","0","0","0","0","313","61001005","36","11001","0","30","0","0","0","0","0","600000082","0","600110111"
"12001","1","0","0","1","18","0","0","1","620090109","0","0","620110009","61001004","1","0","61001007","0","0","0","0","1","620300009","0","0","0","0","321","61001005","36","12001","0","30","0","0","0","0","0","600000083","0","600110121"
"13001","1","0","0","1","18","0","0","1","620090110","0","0","620110010","61001004","1","0","61001007","0","0","0","0","1","620300010","0","0","0","0","326","61001005","36","13001","0","30","0","0","0","0","0","600000084","0","600110131"
"14001","1","0","0","1","18","0","0","1","620090111","0","0","620110011","61001004","1","0","61001007","0","0","0","0","1","620300011","0","0","0","0","336","61001005","36","14001","0","30","0","0","0","0","0","600000085","0","600110141"
"15001","1","0","0","1","18","0","0","1","620090112","0","0","620110012","61001004","1","0","61001007","0","0","0","0","1","620300012","0","0","0","0","341","61001005","36","15001","0","30","0","0","0","0","0","600000086","0","600110151"
"16001","1","0","0","1","18","0","0","1","620090113","0","0","620110013","61001004","1","0","61001007","0","0","0","0","1","620300013","0","0","0","0","351","61001005","36","16001","0","30","0","0","0","0","0","600000087","0","600110161"
"17001","1","0","0","1","18","0","0","1","620090114","0","0","620110014","61001004","1","0","61001007","0","0","0","0","1","620300014","0","0","0","0","356","61001005","36","17001","0","30","0","0","0","0","0","600000088","0","600110171"
"18001","1","0","0","1","18","0","0","1","620090115","0","0","620110015","61001004","1","0","61001007","0","0","0","0","1","620300015","0","0","0","0","366","61001005","36","18001","0","30","0","0","0","0","0","600000089","0","600110181"
"19001","1","0","0","1","18","0","0","1","620090116","0","0","620110016","61001004","1","0","61001007","0","0","0","0","1","620300016","0","0","0","0","371","61001005","36","19001","0","30","0","0","0","0","0","600000090","0","600110191"
"20001","1","0","0","1","18","0","0","1","620090117","0","0","620110017","61001004","1","0","61001007","0","0","0","0","1","620300017","0","0","0","0","375","61001005","36","20001","0","30","0","0","0","0","0","600000091","0","600110201"
"21001","1","0","0","1","18","0","0","1","620090118","0","0","620110018","61001004","1","0","61001007","0","0","0","0","1","620300018","0","0","0","0","381","61001005","36","21001","0","30","0","0","0","0","0","600000092","0","600110211"
"22001","1","0","0","1","18","0","0","1","620090119","0","0","620110019","61001004","1","0","61001007","0","0","0","0","1","620300019","0","0","0","0","386","61001005","36","22001","0","30","0","0","0","0","0","600000093","0","600110221"
"23001","1","0","0","1","18","0","0","1","620090120","0","0","620110020","61001004","1","0","61001007","0","0","0","0","1","620300020","0","0","0","0","390","61001005","36","23001","0","30","0","0","0","0","0","600000094","0","600110231"
"24001","1","0","0","1","18","0","0","1","620090121","0","0","620110021","61001004","1","0","61001007","0","0","0","0","1","620300021","0","0","0","0","396","61001005","36","24001","0","30","0","0","0","0","0","600000095","0","600110241"
"25001","1","0","0","1","18","0","0","1","620090122","0","0","620110022","61001004","1","0","61001007","0","0","0","0","1","620300022","0","0","0","0","401","61001005","36","25001","0","30","0","0","0","0","0","600000096","0","600110251"
"26001","1","0","0","1","18","0","0","1","620090123","0","0","620110023","61001004","1","0","61001007","0","0","0","0","1","620300023","0","0","0","0","405","61001005","36","26001","0","30","0","0","0","0","0","600000097","0","600110261"
"27001","1","0","0","1","18","0","0","1","620090124","0","0","620110024","61001004","1","0","61001007","0","0","0","0","1","620300024","0","0","0","0","411","61001005","36","27001","0","30","0","0","0","0","0","600000098","0","600110271"
"28001","1","0","0","1","18","0","0","1","620090125","0","0","620110025","61001004","1","0","61001007","0","0","0","0","1","620300025","0","0","0","0","417","61001005","36","28001","0","30","0","0","0","0","0","600000099","0","600110281"
"29001","1","0","0","1","18","0","0","1","620090126","0","0","620110026","61001004","1","0","61001007","0","0","0","0","1","620300026","0","0","0","0","422","61001005","36","29001","0","30","0","0","0","0","0","600000100","0","600110291"
"30001","1","0","0","1","18","0","0","1","620090127","0","0","620110027","61001004","1","0","61001007","0","0","0","0","1","620300027","0","0","0","0","427","61001005","36","30001","0","30","0","0","0","0","0","600000101","0","600110301"
"31001","1","0","0","1","18","0","0","1","620090128","0","0","620110028","61001004","1","0","61001007","0","0","0","0","1","620300028","0","0","0","0","433","61001005","36","31001","0","30","0","0","0","0","0","600000102","0","600110311"
"32001","1","0","0","1","18","0","0","1","620090129","0","0","620110029","61001004","1","0","61001007","0","0","0","0","1","620300029","0","0","0","0","442","61001005","36","32001","0","30","0","0","0","0","0","600000103","0","600110321"
"33001","1","0","0","1","18","0","0","1","620090130","0","0","620110030","61001004","1","0","61001007","0","0","0","0","1","620300030","0","0","0","0","455","61001005","36","33001","0","30","0","0","0","0","0","600000104","0","600110331"
"34001","1","0","0","1","18","0","0","1","620090131","0","0","620110031","61001004","1","0","61001007","0","0","0","0","1","620300031","0","0","0","0","460","61001005","36","34001","0","30","0","0","0","0","0","600000105","0","600110341"
"35001","1","0","0","1","18","0","0","1","620090132","0","0","620110032","61001004","1","0","61001007","0","0","0","0","1","620300032","0","0","0","0","464","61001005","36","35001","0","30","0","0","0","0","0","600000106","0","600110351"
"36001","1","0","0","1","18","0","0","1","620090133","0","0","620110033","61001004","1","0","61001007","0","0","0","0","1","620300033","0","0","0","0","476","61001005","36","36001","0","30","0","0","0","0","0","600000107","0","600110361"
"37001","1","0","0","1","18","0","0","1","620090134","0","0","620110034","61001004","1","0","61001007","0","0","0","0","1","620300034","0","0","0","0","482","61001005","36","37001","0","30","0","0","0","0","0","600000108","0","600110371"
"38001","1","0","0","1","18","0","0","1","620090135","0","0","620110035","61001004","1","0","61001007","0","0","0","0","1","620300035","0","0","0","0","492","61001005","36","38001","0","30","0","0","0","0","0","600000109","0","600110381"
