abc60927bb4ddabedb4620c0d39796453931ec59c82f6a4bd30672bd02380932,917138dda9fbf00ac5d05b81de67b74d7631981336f1093d4f5f0aa01570d0db,009475c1cecb5911d790be9cb3f5fac2b5223816ecada297a6a062b1cecba1c8,6e9ea07d2aee012b15f622c44270943fc72b6afa2965edf885a5907accad8193,6457094942763ba57d94ecee5aeac2b0556dacc0f552ff2294f48ed1335a5942,3ee20c15fb15ceaabfc1a821461142b8aabc2343802c6b1f6db38b2e32c90f67,1155c0d55ade81adc906eb90953125e39d33d88b580451be41a14a1e0c1683f8,ec25b0497640b0d371c84db5870a9c4ed99a2726d6e663a74c456f3067c2368a,d90898321b7c198cc33010b7dcd2e4830738cffde195673ba48fafab113e0c65,d04ef1edac847e6f5ef655f98e4d5f57addbb71d5b075517e9ef55b8e41fc933,fbada68e01ea90a57e45782f3cbc7892f6e31f0b1cf01a9e8f723dd2105d8a1e
"0","1","5","有很多奇特的\n路線呢。\n要選哪個呢……？","122611","11","0","4004","1","4","0"
"","","","","0","91","","4005","","4",""
"","","1","sjr_talk_idle","122611","3","0.2","4006","","4",""
"-194","sjr_talk_idle","100","122611","1","1","1.65","5001","40","5","1"
"1","","0","sjr_talk_guts2_anger","122611","3","0.2","5002","sjr_talk_guts2_anger_loop","5","0"
"","","0","vo_minigame_1010_top_talk_1_005","vo_minigame_1010","21","","5003","0","5",""
"0","1","6","怜與\n日和……\n為了不輸給她們，\n我也會盡全力的……！","122611","11","0","5004","1","5","0"
"","","","","0","91","","5005","","5",""
"","","1","sjr_talk_idle","122611","3","0.2","5006","","5",""
"-194","sjr_talk_idle","100","122511","1","1","1.65","6001","40","6","1"
"1","","0","sjr_talk_arm_crossed_joy_look","122511","3","0.2","6002","sjr_talk_arm_crossed_look_loop","6","0"
"","","0","vo_minigame_1010_top_talk_1_006","vo_minigame_1010","21","","6003","0","6",""
"0","1","5","像這樣彼此競賽\n很不錯呢。\n也麻煩你\n替我加油囉。","122511","11","0","6004","1","6","0"
"","","","","0","91","","6005","","6",""
"","","1","sjr_talk_idle","122511","3","0.2","6006","","6",""
"-194","sjr_talk_idle","100","122511","1","1","1.65","7001","40","7","1"
"","","1","sjr_talk_mouth_hidden2_shy","122511","3","0.2","7002","","7",""
"","","0","vo_minigame_1010_top_talk_1_007","vo_minigame_1010","21","","7003","0","7",""
"0","1","4","穿這樣跑\n好羞恥啊……\n別盯著我看……","122511","11","0","7004","1","7","0"
"","","","","0","91","","7005","","7",""
"","","1","sjr_talk_idle","122511","3","0.2","7006","","7",""
"-194","sjr_talk_idle","100","122511","1","1","1.65","8001","40","8","1"
"","","1","sjr_talk_mouth_hidden","122511","3","0.2","8002","","8",""
"","","0","vo_minigame_1010_top_talk_1_008","vo_minigame_1010","21","","8003","0","8",""
"0","1","5","哦，看來強者\n雲集啊。\n這下我也得\n使出全力了……！","122511","11","0","8004","1","8","0"
"","","","","0","91","","8005","","8",""
"","","1","sjr_talk_idle","122511","3","0.2","8006","","8",""
"-194","sjr_talk_idle","100","122511","1","1","1.65","9001","40","9","1"
"","","1","sjr_talk_stepback_surprise","122511","3","0.2","9002","","9",""
"","","0","vo_minigame_1010_top_talk_1_009","vo_minigame_1010","21","","9003","0","9",""
"0","1","5","路線中有障礙物\n與魔物……？\n沙灘搶旗\n是這樣的比賽嗎？","122511","11","0","9004","1","9","0"
"","","","","0","91","","9005","","9",""
"","","1","sjr_talk_idle","122511","3","0.2","9006","","9",""
"-194","sjr_talk_idle","100","122511","1","1","1.65","10001","40","10","1"
"","","1","sjr_talk_thinking_blink","122511","3","0.2","10002","","10",""
"","","0","vo_minigame_1010_top_talk_1_010","vo_minigame_1010","21","","10003","0","10",""
"0","1","4","優衣不要緊吧？\n雖然日和好像\n很高興……\n不，得相信她們呢。","122511","11","0","10004","1","10","0"
"","","","","0","91","","10005","","10",""
"","","1","sjr_talk_idle","122511","3","0.2","10006","","10",""
"-194","sjr_talk_idle","100","122411","1","1","1.65","11001","40","11","1"
"1","","0","sjr_talk_eieio","122411","3","0.2","11002","sjr_talk_eieio_loop","11","0"
"","","0","vo_minigame_1010_top_talk_1_011","vo_minigame_1010","21","","11003","0","11",""
"0","1","5","暖身運動也很完美！\n我會第一個\n搶到的──！","122411","11","0","11004","1","11","0"
"","","","","0","91","","11005","","11",""
"","","1","sjr_talk_idle","122411","3","0.2","11006","","11",""
"-194","sjr_talk_idle","100","122411","1","1","1.65","12001","40","12","1"
"","","1","sjr_talk_arm_opened_wink","122411","3","0.2","12002","","12",""
"","","0","vo_minigame_1010_top_talk_1_012","vo_minigame_1010","21","","12003","0","12",""
"0","1","6","欸嘿嘿──！\n穿泳裝方便活動，\n不錯呢──！\n進入狀況囉──！","122411","11","0","12004","1","12","0"
"","","","","0","91","","12005","","12",""
"","","1","sjr_talk_idle","122411","3","0.2","12006","","12",""
"-194","sjr_talk_idle","100","122411","1","1","1.65","13001","40","13","1"
"1","","0","sjr_talk_doya","122411","3","0.2","13002","sjr_talk_doya_loop","13","0"
"","","0","vo_minigame_1010_top_talk_1_013","vo_minigame_1010","21","","13003","0","13",""
"0","1","8","啊，發現\n有困難的人！\n有困難的時候就要\n互相幫助幫助♪","122411","11","0","13004","1","13","0"
"","","","","0","91","","13005","","13",""
"","","1","sjr_talk_idle","122411","3","0.2","13006","","13",""
"-194","sjr_talk_idle","100","122411","1","1","1.65","14001","40","14","1"
"1","","0","sjr_talk_watch_arm_opened","122411","3","0.2","14002","sjr_talk_swing_joy","14","0"
"","","0","vo_minigame_1010_top_talk_1_014","vo_minigame_1010","21","","14003","0","14",""
"0","1","6","要跑哪條路線呢──♪\n好像都很有趣～！\n我躍躍欲試了──！","122411","11","0","14004","1","14","0"
"","","","","0","91","","14005","","14",""
"","","1","sjr_talk_idle","122411","3","0.2","14006","","14",""
"-194","sjr_talk_idle","100","122411","1","1","1.65","15001","40","15","1"
"","","1","sjr_talk_wish_doya","122411","3","0.2","15002","","15",""
"","","0","vo_minigame_1010_top_talk_1_015","vo_minigame_1010","21","","15003","0","15",""
"0","1","5","好想和優衣與怜\n她們兩人一起\n競爭呢！","122411","11","0","15004","1","15","0"
"","","","","0","91","","15005","","15",""
"","","1","sjr_talk_idle","122411","3","0.2","15006","","15",""
"-194","sjr_talk_idle","100","122611","1","1","1.65","16001","72","16","1"
"-194","sjr_talk_idle","100","122511","1","1","1.65","16002","-72","16","0"
"","","1","sjr_talk_wish_doya","122611","3","0.2","16003","","16",""
"","","0","vo_minigame_1010_top_talk_2_001","vo_minigame_1010","21","","16004","0","16",""
"0","1","4","怜，\n彼此都要盡全力跑喔！\n我會以真本事挑戰的。","122611","11","0","16005","1","16","0"
"","","","","0","91","","16006","","16",""
"","","1","sjr_talk_idle","122611","3","0.2","16007","","16",""
"1","","0","sjr_talk_arm_crossed_normal_joy","122511","3","0.2","16008","sjr_talk_arm_crossed_joy_loop","16","0"
"","","0","vo_minigame_1010_top_talk_2_002","vo_minigame_1010","21","","16009","0","16",""
"0","0.5","5","優衣……\n有說到做到呢。\n呵呵，既然如此，\n我也要回應那股氣勢！","122511","11","0","16010","1","16","0"
"","","","","0","91","","16011","","16",""
"","","1","sjr_talk_idle","122511","3","0.2","16012","","16",""
"-194","sjr_talk_idle","100","122611","1","1","1.65","17001","72","17","1"
"-194","sjr_talk_idle","100","122511","1","1","1.65","17002","-72","17","0"
"","","1","sjr_talk_worry_shy","122511","3","0.2","17003","","17",""
"","","0","vo_minigame_1010_top_talk_2_003","vo_minigame_1010","21","","17004","0","17",""
"0","0.5","7","我說優衣，\n要穿著泳裝跑步\n是不是有點……","122511","11","0","17005","1","17","0"
"","","","","0","91","","17006","","17",""
"","","1","sjr_talk_idle","122511","3","0.2","17007","","17",""
"","","1","sjr_talk_wish_shy","122611","3","0.2","17008","","17",""
"","","0","vo_minigame_1010_top_talk_2_004","vo_minigame_1010","21","","17009","0","17",""
"0","0.5","5","嗯，很害羞吧。\n一想到會被騎士先生\n看到就……\n……嗚嗚～～～！","122611","11","0","17010","1","17","0"
"","","","","0","91","","17011","","17",""
"","","1","sjr_talk_idle","122611","3","0.2","17012","","17",""
"1","","0","sjr_talk_thinking_blink_light","122511","3","0.2","17013","sjr_talk_thinking_light","17","0"
"","","0","vo_minigame_1010_top_talk_2_005","vo_minigame_1010","21","","17014","0","17",""
"0","0.5","6","不，等等……\n優衣害羞的時候\n逃跑速度就會變快……\n如果利用這點……！","122511","11","0","17015","1","17","0"
"","","","","0","91","","17016","","17",""
"","","1","sjr_talk_idle","122511","3","0.2","17017","","17",""
"-194","sjr_talk_idle","100","122611","1","1","1.65","18001","72","18","1"
"-194","sjr_talk_idle","100","122511","1","1","1.65","18002","-72","18","0"
"","","1","sjr_talk_wish_surprise","122611","3","0.2","18003","","18",""
"","","0","vo_minigame_1010_top_talk_2_006","vo_minigame_1010","21","","18004","0","18",""
"0","0.5","6","總覺得所有路線\n都很厲害呢……\n是怎麼做出來\n的呢……","122611","11","0","18005","1","18","0"
"","","","","0","91","","18006","","18",""
"","","1","sjr_talk_idle","122611","3","0.2","18007","","18",""
"1","","0","sjr_talk_arm_crossed_normal2","122511","3","0.2","18008","sjr_talk_arm_crossed_normal2_loop","18","0"
"","","0","vo_minigame_1010_top_talk_2_007","vo_minigame_1010","21","","18009","0","18",""
"0","0.5","6","不能在意喔！\n這種時候坦率地\n享受是最好的！","122511","11","0","18010","1","18","0"
"","","","","0","91","","18011","","18",""
"","","1","sjr_talk_idle","122511","3","0.2","18012","","18",""
"-194","sjr_talk_idle","100","122611","1","1","1.65","19001","72","19","1"
"-194","sjr_talk_idle","100","122411","1","1","1.65","19002","-72","19","0"
"1","","0","sjr_talk_wave_hand","122611","3","0.2","19003","sjr_talk_idle_joy","19","0"
"","","0","vo_minigame_1010_top_talk_2_008","vo_minigame_1010","21","","19004","0","19",""
"0","0.5","8","日和\n覺得享受嗎？","122611","11","0","19005","1","19","0"
"","","","","0","91","","19006","","19",""
"","","1","sjr_talk_idle","122611","3","0.2","19007","","19",""
"1","","0","sjr_talk_fun","122411","3","0.2","19008","sjr_talk_swing_joy2","19","0"
"","","0","vo_minigame_1010_top_talk_2_009","vo_minigame_1010","21","","19009","0","19",""
"0","0.5","7","那當然！\n這麼有趣的事\n不好好享受\n就太浪費啦──！","122411","11","0","19010","1","19","0"
"","","","","0","91","","19011","","19",""
"","","1","sjr_talk_idle","122411","3","0.2","19012","","19",""
"","","1","sjr_talk_laugh","122611","3","0.2","19013","","19",""
"","","0","vo_minigame_1010_top_talk_2_010","vo_minigame_1010","21","","19014","0","19",""
"0","0.5","7","妳說得對。\n呵呵，我也\n要向日和\n學習才行……！","122611","11","0","19015","1","19","0"
"","","","","0","91","","19016","","19",""
"","","1","sjr_talk_idle","122611","3","0.2","19017","","19",""
"-194","sjr_talk_idle","100","122611","1","1","1.65","20001","72","20","1"
"-194","sjr_talk_idle","100","122411","1","1","1.65","20002","-72","20","0"
"1","","0","sjr_talk_guts2","122411","3","0.2","20003","sjr_talk_guts2_loop","20","0"
"","","0","vo_minigame_1010_top_talk_2_011","vo_minigame_1010","21","","20004","0","20",""
"0","0.5","6","優衣！\n妳剛剛好厲害喔！\n我根本追不上妳──","122411","11","0","20005","1","20","0"
"","","","","0","91","","20006","","20",""
"","","1","sjr_talk_idle","122411","3","0.2","20007","","20",""
"1","","0","sjr_talk_mouth_hidden_dere_guru","122611","3","0.2","20008","sjr_talk_mouth_hidden_guru","20","0"
"","","0","vo_minigame_1010_top_talk_2_012","vo_minigame_1010","21","","20009","0","20",""
"0","0.5","5","埋首於奔跑之中，\n總覺得\n心情變好了……\n呵呵，呵呵呵……","122611","11","0","20010","1","20","0"
"","","","","0","91","","20011","","20",""
"1","","0","sjr_talk_shock","122411","3","0.2","20012","sjr_talk_shock_loop","20","0"
"","","0","vo_minigame_1010_top_talk_2_013","vo_minigame_1010","21","","20013","0","20",""
"0","0.5","15","哇──！？\n優衣！？\n妳眼睛在轉喔──！？","122411","11","0","20014","1","20","0"
"","","","","0","91","","20015","","20",""
"","","1","sjr_talk_idle","122611","3","0.2","20016","","20",""
"","","1","sjr_talk_idle","122411","3","0.2","20017","","20",""
"-194","sjr_talk_idle","100","122611","1","1","1.65","21001","72","21","1"
"-194","sjr_talk_idle","100","122411","1","1","1.65","21002","-72","21","0"
"","","1","sjr_talk_worry_sad","122611","3","0.2","21003","","21",""
"","","0","vo_minigame_1010_top_talk_2_014","vo_minigame_1010","21","","21004","0","21",""
"0","0.5","6","日和，妳一直在跑，\n不要緊吧？\n不好好補充水分\n不行喔？","122611","11","0","21005","1","21","0"
"","","","","0","91","","21006","","21",""
"","","1","sjr_talk_idle","122611","3","0.2","21007","","21",""
"0","","0","sjr_talk_laugh_guts","122411","3","0.2","21008","sjr_talk_guts2_joy_loop","21","0"
"","","0","vo_minigame_1010_top_talk_2_015","vo_minigame_1010","21","","21009","0","21",""
"0","0.5","5","妳真愛操心呢，\n優衣──\n啊，不然我們一起\n去吃刨冰吧──♪","122411","11","0","21010","1","21","0"
"","","","","0","91","","21011","","21",""
"","","1","sjr_talk_idle","122411","3","0.2","21012","","21",""
"-194","sjr_talk_idle","100","122511","1","1","1.65","22001","72","22","1"
"-194","sjr_talk_idle","100","122411","1","1","1.65","22002","-72","22","0"
"1","","0","sjr_talk_arm_crossed_normal","122511","3","0.2","22003","sjr_talk_arm_crossed_normal_loop","22","0"
"","","0","vo_minigame_1010_top_talk_2_016","vo_minigame_1010","21","","22004","0","22",""
"0","0.5","5","就算對手是日和，\n我也沒打算輸喔。","122511","11","0","22005","1","22","0"
"","","","","0","91","","22006","","22",""
"","","1","sjr_talk_idle","122511","3","0.2","22007","","22",""
"1","","0","sjr_talk_guts","122411","3","0.2","22008","sjr_talk_guts_loop","22","0"
"","","0","vo_minigame_1010_top_talk_2_017","vo_minigame_1010","21","","22009","0","22",""
"0","0.5","6","對手是怜的話，\n我也會\n火力全開喔！","122411","11","0","22010","1","22","0"
"","","","","0","91","","22011","","22",""
"","","1","sjr_talk_idle","122411","3","0.2","22012","","22",""
"-194","sjr_talk_idle","100","122511","1","1","1.65","23001","72","23","1"
"-194","sjr_talk_idle","100","122411","1","1","1.65","23002","-72","23","0"
"1","","0","sjr_talk_fun_eieio","122411","3","0.2","23003","sjr_talk_eieio_loop","23","0"
"","","0","vo_minigame_1010_top_talk_2_018","vo_minigame_1010","21","","23004","0","23",""
"0","0.5","5","夏天就是要吃刨冰！\n糖漿……是全都加的\n禁忌口味喔！","122411","11","0","23005","1","23","0"
"","","","","0","91","","23006","","23",""
"","","1","sjr_talk_idle","122411","3","0.2","23007","","23",""
"","","1","sjr_talk_mouth_hidden_sad","122511","3","0.2","23008","","23",""
"","","0","vo_minigame_1010_top_talk_2_019","vo_minigame_1010","21","","23009","0","23",""
"0","0.5","6","老是吃那麼\n冰的東西……\n到時要是跑不動，\n我可不管喔？","122511","11","0","23010","1","23","0"
"","","","","0","91","","23011","","23",""
"","","1","sjr_talk_idle","122511","3","0.2","23012","","23",""
"1","","0","sjr_talk_arm_opened_joy_guru","122411","3","0.2","23013","sjr_talk_arm_opened_guru","23","0"
"","","0","vo_minigame_1010_top_talk_2_020","vo_minigame_1010","21","","23014","0","23",""
"0","0.5","4","沒事沒事♪\n……咦？\n好像一陣頭痛，\n好痛痛痛痛──！？","122411","11","0","23015","1","23","0"
"","","","","0","91","","23016","","23",""
"","","1","sjr_talk_idle","122411","3","0.2","23017","","23",""
"-194","sjr_talk_idle","100","122511","1","1","1.65","24001","72","24","1"
"-194","sjr_talk_idle","100","122411","1","1","1.65","24002","-72","24","0"
"","","1","sjr_talk_mouth_hidden_sad","122411","3","0.2","24003","","24",""
"","","0","vo_minigame_1010_top_talk_2_021","vo_minigame_1010","21","","24004","0","24",""
"0","1","5","優衣不要緊吧～？\n希望她別跌倒\n就好了……","122411","11","0","24005","1","24","0"
"","","","","0","91","","24006","","24",""
"","","1","sjr_talk_idle","122411","3","0.2","24007","","24",""
"0","","0","sjr_talk_arm_crossed_normal_joy","122511","3","0.2","24008","sjr_talk_arm_crossed_joy_loop","24","0"
"","","0","vo_minigame_1010_top_talk_2_022","vo_minigame_1010","21","","24009","0","24",""
"0","0.5","4","不必擔心。\n優衣已經變強了。\n搞不好反倒是\n我們會輸呢。","122511","11","0","24010","1","24","0"
"","","","","0","91","","24011","","24",""
"","","1","sjr_talk_idle","122511","3","0.2","24012","","24",""
"","","1","sjr_talk_laugh","122411","3","0.2","24013","","24",""
"","","0","vo_minigame_1010_top_talk_2_023","vo_minigame_1010","21","","24014","0","24",""
"0","0.5","6","欸嘿嘿，說得也是！\n好期待能一起\n跑步喔──♪","122411","11","0","24015","1","24","0"
"","","","","0","91","","24016","","24",""
"","","1","sjr_talk_idle","122411","3","0.2","24017","","24",""
