606630ab10aecc25b86f31814b5e36f487f14dfe78b42b1c2a653f0a03a74af7,47851471880fe9137d3865d9ac4fbfb2b77f633ed0f5a69601aa221ec437ccbb,bd616a06153cdb2ea89ba4c9c567b8b02613c2efae73016f4a75b245b000fed5,5d412987f01311c34d7c3d46c836ea18924199c6387f00aa39241e520538be5f,9c17f9a5a12c16e629aee38ef77b10d48ba35676d7cde822b1f0f328876e6f6b,021cc9b6594b29d38db2e87f4a49a6fd2969df341325696ca9134ad712fa6f02,747adf985b8e274f20f4fceb3eb409b8a334f9720dd76043b6cf9f0993cb3f6a,4179fa1258742019f4be0664c34b25286d94cf57858aefa2d855c407a6d38b7e,d164e2ed3ec24dae102de4e33865aeec9e603a64c6f2715c28c095add5c09dd6,599ed16f4949c0603e3b6a779a51f8d638f68266b702d2ca27deaddefcf86496
"0","暝","1","2121004","0","姬","疾","風","0","0"
"0","1000000","1","2121005","0","100000000","1000","10000000","0","0"
"0","Sophisticated","1","2130004","0","Senior","Aged","Outdated","0","0"
"0","Ostracize","1","2130005","0","Exonerate","Outside","Exempt","0","0"
"0","故國的哀思 ","1","2130006","0","飢荒的悲嘆","喪子的悲痛","運蹇的無奈","0","0"
"0","地「氈」／「饘」粥糊口","1","2130007","0","「鵪」鶉／「閹」然媚世","「岈」然／驚「訝」不已","「佚」名／瓜「瓞」綿綿","0","0"
"0","水果刀","1","2130008","0","鵝蛋臉","老爺車","牛肉麵","0","0"
"0","床","1","2130009","0","尾","原","病","0","0"
"0","南","1","2130011","0","北","西","東","0","0"
"0","廚房","1","2130014","0","儲物間","客廳","廁所","0","0"
"0","九","1","2130015","0","八","六","七","0","0"
"0","花生醬恐懼症","1","2130016","0","廁所恐懼症","衣服恐懼症","香蕉恐懼症","0","0"
"0","天衣無逢","1","2130018","0","馬耳東風","千變萬化","三番五次","0","0"
"0","詠絮之才／不櫛進士 ","1","2130019","0","折節下士／櫛風沐雨","虛與委蛇／緣木求魚","絕妙好辭／鉤章棘句","0","0"
"0","秋荼春「薺」／光風「霽」月","1","2130020","0","修「葺」補漏／擊「楫」中流","不「悱」不發／「蜚」短流長","狼「嗥」鬼叫／「皋」魚之泣","0","0"
"0","羊頭苦肉","1","2130021","0","洗刷汙名","光吃不做","泛而不精","0","0"
"0","Accent","1","2130022","0","Overwhelm","Overlook","Consent","0","0"
"0","Mediocre","1","2130023","0","Extreme","Occasion","Superb","0","0"
"0","Conference","1","2130024","0","Consumption","Contention","Conservation","0","0"
"0","Desirable","1","2130025","0","Attempt","Obsession","Addiction","0","0"
"0","木乃伊","1","2130026","0","乃伊木","木伊乃","伊乃木","0","0"
"0","Confine","1","2130027","0","Austere","Precise","Stern","0","0"
"0","啟發","1","2130028","0","讓其迎向光明","讓其減輕","讓其發亮","0","0"
"0","嬌小的","1","2130029","0","可憎的","舒服的","漂亮的","0","0"
"0","過於謹慎","1","2130030","0","平凡","疏失","大膽","0","0"
"0","圍棋","1","2130031","0","雙六棋","麻將","將棋","0","0"
"0","釣魚","1","2130033","0","女性","飲食","賭博","0","0"
"0","寬敞的","1","2130034","0","特別的","有嫌疑的","太空的","0","0"
"0","Straight","1","2130035","0","Stretch","Strict","Strength","0","0"
"0","蓮","1","2130036","0","百合","薔薇","菊花","0","0"
"0","Descent","1","2130037","0","Desiccant","Descend","Descant","0","0"
"0","Lessen","1","2130039","0","Lissen","Lesion","Listen","0","0"
"0","Waste","1","2130041","0","Wreck","Write","Wrist","0","0"
"0","Vain","1","2130044","0","Vent","Vine","Van","0","0"
"0","使頭髮蓬鬆","1","2130045","0","修剪","使分散","使髒亂","0","0"
"0","心如木石","1","2130046","0","堅定不移","心如鐵石","欺霜傲雪","0","0"
"0","標新立異","1","2130047","0","滌故更新","破舊立新","自我作古","0","0"
"0","苔","1","2130048","0","芽","草","黴","0","0"
"0","明哲保身","1","2130049","0","趁人之危","暗箭傷人","落井下石","0","0"
"0","翼","1","2130050","0","獅","車","刀","0","0"
"0","全身遠害","1","2130052","0","謹言慎行","如臨深淵","如履薄冰","0","0"
"0","火山矽肺症","1","2130053","0","嚴重急性呼吸道症候群","嚴重特殊傳染性肺炎","非典型肺炎","0","0"
"0","青陽","1","2130054","0","玄英","素節","朱明","0","0"
"0","詩人","1","2130055","0","寫詩","詩","詩集","0","0"
"0","高商","1","2130058","0","陽中","安寧","昊天","0","0"
"0","孫","1","2130059","0","父","兄","子","0","0"
"0","指鹿為馬","1","2130061","0","張牙舞爪","指手畫腳","指天畫地","0","0"
"0","藍","1","2131001","0","灰","黃","紅","0","0"
"0","666","1","2131002","0","999","888","777","0","0"
"0","公雞報喜","1","2131003","0","百人一首","氣數已盡","互不來往","0","0"
"0","本命任務","1","2131004","0","訴說愛意","勞動工作","絢爛煙火","0","0"
"0","露營","1","2131005","0","賽跑","戰鬥","巡遊","0","0"
"0","蝌蚪","1","2210001","0","日本大龍蝨","水蠆","日本錦蛇","0","0"
"0","角","1","2210003","0","耳","尾巴","翼","0","0"
"0","蚱蜢","1","2210004","0","蟬","蜻蜓","蟋蟀","0","0"
"0","烏鴉","1","2210005","0","鸚鵡","東方白鸛","鵜鶘","0","0"
"0","薑汁","1","2210006","0","薑黃","洋蔥","大蒜","0","0"
"0","酪梨","1","2210007","0","紅毛丹","榴槤","芒果","0","0"
"0","香菜","1","2210008","0","派西","珍珠","三色堇","0","0"
"0","紅蘿蔔","1","2210009","0","黃瓜","大白菜","青椒","0","0"
"0","魚類","1","2210011","0","爬蟲類","鳥類","哺乳類","0","0"
"0","免疫","1","2210012","0","自我防衛","習慣","罷免","0","0"
"0","耳朵","1","2210013","0","眼睛","嘴","鼻子","0","0"
"0","鼬科","1","2210015","0","貓科","犬科","松鼠科","0","0"
"0","媽媽","1","2210016","0","奶奶","爺爺","爸爸","0","0"
"0","鼻子","1","2210018","0","眼睛","耳朵","嘴","0","0"
"0","大馬哈魚","1","2210019","0","鯉魚","香魚","鯖魚","0","0"
"0","駱駝","1","2210020","0","猩猩","綿羊","貓熊","0","0"
"0","獵豹","1","2210021","0","老虎","獅子","鴕鳥","0","0"
"0","鸚鵡","1","2210022","0","貓頭鷹","啄木鳥","大杜鵑","0","0"
"0","智齒","1","2210024","0","虎牙","不知世事","不懂感情","0","0"
"0","孔雀","1","2210025","0","雷鳥","東方白鸛","紅鸛","0","0"
"0","鱈場蟹","1","2210026","0","日本絨螯蟹","高腳蟹","松葉蟹","0","0"
"0","葡萄糖","1","2210027","0","草莓糖","檸檬糖","橘子糖","0","0"
"0","袖長","1","2210029","0","舞菇","香菇","松茸","0","0"
"0","松露","1","2210030","0","肉豆蔻","魚子醬","肥肝","0","0"
"0","軟體動物","1","2210032","0","變體動物","解體動物","剛體動物","0","0"
"0","青椒","1","2210034","0","高麗菜","萵苣","豆芽菜","0","0"
"0","蠶豆","1","2210035","0","黑豆","刀豆","豌豆","0","0"
"0","上臂二頭肌","1","2210037","0","上臂五頭肌","比目魚肌","上臂一頭肌","0","0"
"0","紅色","1","2210040","0","綠色","黃色","藍色","0","0"
"0","一隻","1","2210041","0","十隻","五隻","二十隻","0","0"
"0","耳朵","1","2210042","0","尾巴","前線","鼻子","0","0"
"0","海","1","2210045","0","池塘","湖","河川","0","0"
"0","喙會膨脹","1","2210046","0","啄樹木來挖洞","頭會360度旋轉","在地表高速奔跑","0","0"
"0","貝殼","1","2210047","0","小石子","民宿","珊瑚","0","0"
"0","櫻花","1","2210048","0","菊花","茶梅","牽牛花","0","0"
"0","打呼","1","2210049","0","打哈欠","打噴嚏","打嗝","0","0"
"0","頭蓋骨","1","2210050","0","頭空骨","頭挨骨","頭頭骨","0","0"
"0","36℃左右","1","2210051","0","56℃左右","46℃左右","26℃左右","0","0"
"0","變色龍","1","2210052","0","日本虎甲蟲","灶馬","螽斯","0","0"
"0","山椒魚","1","2210054","0","七味辣椒魚","塔巴斯科辣椒魚","胡椒魚","0","0"
"0","黑啄木鳥","1","2210056","0","棕熊","亞洲黑熊","北極熊","0","0"
"0","燙","1","2210057","0","甜","鹹","苦","0","0"
"0","螢火蟲","1","2210058","0","蜜蜂","蜻蜓","蟬","0","0"
"0","Bulldog","1","2210059","0","Corn Dog","Hot Dog","Salty Dog","0","0"
"0","銀杏","1","2210060","0","野漆","杜鵑花","日本紅楓","0","0"
"0","優妮","1","2211001","0","美美","鏡華","禊","0","0"
"0","二","1","2211002","0","一","三","四","0","0"
"0","凱留","1","2211003","0","雪菲","可可蘿","貪吃佩可","0","0"
"0","小伊緒","1","2211004","0","伊緒大人","伊緒老師","伊緒寶","0","0"
"0","美空","1","2211005","0","普蕾西亞","可璃亞","莉莉","0","0"
"0","小丑魚","1","2220001","0","墨魚","儒艮","木魚","0","0"
"0","茶梅","1","2220002","0","牽牛花","繡球花","蒲公英","0","0"
"0","８隻","1","2220005","0","12隻","６隻","10隻","0","0"
"0","茄科","1","2220006","0","瓜科","芸香科","薔薇科","0","0"
"0","棱皮龜","1","2220007","0","婆婆龜","殿下龜","爺爺龜","0","0"
"0","奇異","1","2220008","0","芒果","鳳梨","木瓜","0","0"
"0","蘆葦","1","2220009","0","鼠尾草","龍舌蘭","蘆薈","0","0"
"0","沒有功用","1","2220010","0","解毒","製造血液","消化食物","0","0"
"0","日本獼猴","1","2220012","0","紅毛猩猩","黑猩猩","猩猩","0","0"
"0","鯡魚","1","2220015","0","鱸魚","鯖魚","鮭魚","0","0"
"0","赫克力士大兜蟲","1","2220016","0","柏修斯大兜蟲","亞馬遜大兜蟲","阿基里斯大兜蟲","0","0"
"0","４個","1","2220017","0","沒有區分","３個","２個","0","0"
"0","北極熊","1","2220018","0","美洲黑熊","棕熊","亞洲黑熊","0","0"
"0","螳螂","1","2220019","0","蟬","瓢蟲","鍬形蟲","0","0"
"0","頰囊","1","2220020","0","頰冠","儲頰","肌頰","0","0"
"0","蝴蝶蘭","1","2220021","0","牡丹金梅草","鹿子百合","紅龍吐珠","0","0"
"0","細胞","1","2220022","0","棍棒","心房","脂肪","0","0"
"0","蟋蟀","1","2220023","0","螞蟻","蝗蟲","螽斯","0","0"
"0","河豚","1","2220024","0","虎鯨","鯊魚","鮟鱇","0","0"
"0","疣","1","2220025","0","耳","眼","手","0","0"
"0","水母","1","2220026","0","章魚","烏賊","海膽","0","0"
"0","海膽","1","2220027","0","章魚","烏賊","水母","0","0"
"0","牛","1","2220028","0","駱駝","羊","狗","0","0"
"0","蛹","1","2220030","0","樹葉","腐木","卵","0","0"
"0","鱷魚","1","2220031","0","河馬","變色龍","蛇","0","0"
"0","阿拉伯狒狒","1","2220033","0","紅毛猩猩","黑猩猩","猩猩","0","0"
"0","鍬形蟲","1","2220034","0","螳螂","金龜子","獨角仙","0","0"
"0","七年後","1","2220038","0","七天後","七週後","七個月後","0","0"
"0","梅","1","2220040","0","波斯菊","繡球花","向日葵","0","0"
"0","腳","1","2220042","0","腰","頭部","手","0","0"
"0","學名","1","2220043","0","實名","俗名","本名","0","0"
"0","智人","1","2220044","0","直立人","巧人","猿人","0","0"
"0","蜻蜓","1","2220046","0","鈴蟲","獨角仙","蟬","0","0"
"0","種子植物","1","2220047","0","芥子植物","束子植物","玻璃植物","0","0"
"0","毛細血管","1","2220048","0","毛深血管","毛頭血管","毛樣血管","0","0"
"0","貝殼類","1","2220049","0","魚類","兩生類","鳥類","0","0"
"0","水母","1","2220050","0","藤壺","螃蟹","蝦子","0","0"
"0","犰狳","1","2220051","0","大食蟻獸","豪豬","刺蝟","0","0"
"0","水","1","2220052","0","碳水化合物","脂質","蛋白質","0","0"
"0","台灣野豬","1","2220054","0","鴛鴦","黑面琵鷺","石虎","0","0"
"0","皮膚","1","2220056","0","脂肪","骨頭","毛","0","0"
"0","呼吸系統","1","2220057","0","消化系統","泌尿系統","循環系統","0","0"
"0","海膽","1","2220058","0","蝦子","烏賊","章魚","0","0"
"0","孢子","1","2220059","0","豆子","種子","莢子","0","0"
"0","木質部","1","2220060","0","木栓層","綠皮層","韌皮部","0","0"
"0","美美","1","2221001","0","祈梨","莉莉","鏡華","0","0"
"0","虎虎","1","2221002","0","虎獅","三重岩","鱈虎","0","0"
"0","怪奇怪靈","1","2221003","0","怪其怪靈","怪奇怪鈴","怪奇怪零","0","0"
"0","宮子","1","2221004","0","胡桃","美咲","智","0","0"
"0","泥巴鱷","1","2221005","0","奉鱷","鱷魚泥巴巴","鱷魚龍","0","0"
"0","碳酸鈣粉","1","2230001","0","矽酸鈣粉","磷酸鈣粉","硫酸鈣粉","0","0"
"0","Shivering","1","2230003","0","Shirring","Traveling","Idling","0","0"
"0","胰臟","1","2230005","0","心臟","腎臟","肝臟","0","0"
"0","Peahen","1","2230007","0","Peach","Peanut","Peeler","0","0"
"0","紅血球","1","2230008","0","巨噬细胞","T細胞","白血球","0","0"
"0","鼠鯊科","1","2230010","0","真鯊科","狗鯊科","虎鯊目","0","0"
"0","迷迭香","1","2230012","0","迷蝶香","彌迭香","謎迭香","0","0"
"0","頰囊","1","2230013","0","硬頰","顴骨","眉骨","0","0"
"0","繡球花","1","2230014","0","枝垂櫻","藤花","菫","0","0"
"0","果實","1","2230015","0","莖","根","葉子","0","0"
"0","火龍果","1","2230016","0","山竹","鳳梨","奇異果","0","0"
"0","細胞壁","1","2230017","0","細胞質","細胞膜","細胞核","0","0"
"0","鱗片大","1","2230018","0","尾鰭深分叉","橢圓形","體側扁","0","0"
"0","一樣多","1","2230019","0","個體間有所差距","人類較多","長頸鹿較多","0","0"
"0","靈貓科","1","2230021","0","靈馬科","靈熊科","靈犬科","0","0"
"0","唇形科","1","2230022","0","禾本科","繖形科","菊科","0","0"
"0","白色","1","2230023","0","紅色","棕色","黑色","0","0"
"0","水豚","1","2230024","0","絨毛絲鼠","海狸鼠","河狸","0","0"
"0","皇帶魚","1","2230026","0","鮪魚","大西洋鯡魚","鰻魚","0","0"
"0","麝香貓","1","2230027","0","台灣黑熊","石虎","水獺","0","0"
"0","家蠶","1","2230028","0","鍬形","獨角仙","蜻蜓","0","0"
"0","鰻魚","1","2230029","0","鮪魚","鰆魚","櫻鱒","0","0"
"0","３顆","1","2230030","0","５顆","１顆","２顆","0","0"
"0","腔棘魚","1","2230031","0","擬態章魚","大白鯊","魔鬼魚","0","0"
"0","斜方肌","1","2230032","0","正圓肌","正方肌","斜圓肌","0","0"
"0","鱗片","1","2230033","0","嘴","尾鰭","眼睛","0","0"
"0","XY","1","2230034","0","XZ","YY","XX","0","0"
"0","０根","1","2230036","0","23根","７根","15根","0","0"
"0","象魚","1","2230037","0","鯉魚","鯨魚","鯊魚","0","0"
"0","鼬科","1","2230038","0","貓科","犬科","松鼠科","0","0"
"0","犬科","1","2230040","0","靈貓科","豬科","貓科","0","0"
"0","孑孓","1","2230043","0","蟻蛉","水蠆","毛毛蟲","0","0"
"0","螳螂","1","2230044","0","鍬形蟲","獨角仙","蜘蛛","0","0"
"0","抽筋","1","2230045","0","縮肌","增肌","拉筋","0","0"
"0","禾本科","1","2230046","0","百合科","堇菜科","杜鵑花科","0","0"
"0","落葉樹","1","2230048","0","常綠樹","闊葉樹","針葉樹","0","0"
"0","Chlorophyll","1","2230049","0","Lycopene","Anthocyanidin","Lutein","0","0"
"0","貓頭鷹","1","2230050","0","鴿子","公雞","大杜鵑","0","0"
"0","月見草","1","2230051","0","星夜草","星見草","月夜草","0","0"
"0","鸚鵡螺","1","2230052","0","麻雀螺","樹鶯螺","烏鴉螺","0","0"
"0","電鈴","1","2230053","0","煙火","電影","動漫","0","0"
"0","比目魚肌","1","2230055","0","鮪魚肌","鰹魚肌","蝗蟲肌","0","0"
"0","脂肪","1","2230058","0","夢","石油","水","0","0"
"0","貓","1","2230059","0","狐狸","狸貓","狗","0","0"
"0","刺山柑","1","2230061","0","山蘇","過山貓","椪柑","0","0"
"0","聖女假面","1","2231001","0","白銀面具","聖誕淑女","面具‧D‧純","0","0"
"0","碧","1","2231002","0","伊莉亞","可可蘿","綾音","0","0"
"0","鈴鼓","1","2231003","0","沙鈴","響板","太鼓","0","0"
"0","優妮","1","2231004","0","碧","克蘿依","琪愛兒","0","0"
"0","鈴奈","1","2231005","0","凱留","妮諾","惠理子","0","0"
"0","１","1","2310002","0","0.5","２","０","0","0"
"0","月球","1","2310003","0","水星","火星","太陽","0","0"
"0","土星","1","2310005","0","金星","火星","水星","0","0"
"0","紅寶石","1","2310006","0","珍珠","綠松石","綠寶石","0","0"
"0","熱帶低氣壓","1","2310009","0","乾燥帶低氣壓","寒帶低氣壓","溫帶低氣壓","0","0"
"0","分貝","1","2310010","0","公斤","毫巴","百帕斯卡","0","0"
"0","卡路里","1","2310011","0","公升","公斤","公尺","0","0"
"0","6","1","2310012","0","9","24","12","0","0"
"0","24小時","1","2310014","0","48小時","36小時","12小時","0","0"
"0","一樣重","1","2310015","0","1公斤的棉花","1公斤的沙子","1公斤的鐵","0","0"
"0","1440分鐘","1","2310016","0","1600分鐘","1520分鐘","1360分鐘","0","0"
"0","M","1","2310017","0","W","E","N","0","0"
"0","白晝","1","2310018","0","紅晝","黃晝","黑晝","0","0"
"0","黑色","1","2310019","0","粉紅色","白色","紅色","0","0"
"0","45度","1","2310020","0","90度","60度","30度","0","0"
"0","黑洞","1","2310021","0","白洞","藍洞","紅洞","0","0"
"0","720度","1","2310023","0","540度","360度","180度","0","0"
"0","21","1","2310024","0","23","22","20","0","0"
"0","天河","1","2310025","0","運河","泥河","熱河","0","0"
"0","樸素","1","2310026","0","碳","氫","氮","0","0"
"0","0.01公尺","1","2310027","0","100公尺","10公尺","0.1公尺","0","0"
"0","赫茲","1","2310028","0","哇茲","帕茲","瓦茲","0","0"
"0","颮","1","2310030","0","颱風","豪大雨","颶風","0","0"
"0","與隕石相撞","1","2310031","0","在地表發生的爆炸","與人工衛星相撞","與火箭相撞","0","0"
"0","365.24天","1","2310032","0","465.24天","165.24天","265.24天","0","0"
"0","約29.5天","1","2310034","0","約59.5天","約49.5天","約39.5天","0","0"
"0","斷層","1","2310035","0","高層","割層","切層","0","0"
"0","沸騰","1","2310036","0","液化","氧化","爆炸","0","0"
"0","冰點","1","2310037","0","冷點","寒點","固點","0","0"
"0","２公斤","1","2310038","0","８公斤","６公斤","４公斤","0","0"
"0","0","1","2310039","0","-500","5050","50","0","0"
"0","日全食","1","2310041","0","全日食","日環食","日偏食","0","0"
"0","電阻","1","2310042","0","對立","反推","反抗","0","0"
"0","線圈","1","2310043","0","美甲","英里","金屬箔","0","0"
"0","公釐","1","2310044","0","公秉","分升","毫升","0","0"
"0","200","1","2310045","0","155","150","160","0","0"
"0","３×２","1","2310047","0","２＋３","３÷２","３＋２","0","0"
"0","滿月","1","2310049","0","新月","娥眉月","半月","0","0"
"0","錢","1","2310051","0","鐵","銅","銀","0","0"
"0","半導體","1","2310052","0","中緣體","未絕體","不導體","0","0"
"0","P波","1","2310053","0","S波","R波","Q波","0","0"
"0","１公升的水","1","2310054","0","100萬日圓份量的１萬日圓鈔票","１合的米","１日元硬幣100枚","0","0"
"0","乾潮","1","2310056","0","滿潮","黑潮","赤潮","0","0"
"0","圓周率","1","2310059","0","２","高度","底邊","0","0"
"0","霜","1","2310060","0","冰雹","霰","雷","0","0"
"0","1200","1","2311001","0","1000","1100","1480","0","0"
"0","630","1","2311002","0","540","700","460","0","0"
"0","6400","1","2311003","0","7980","5400","1600","0","0"
"0","蘭德索爾","1","2311004","0","珊托魯斯","東國","大間","0","0"
"0","1100盧幣","1","2311005","0","950盧幣","1150盧幣","1000盧幣","0","0"
"0","90度","1","2320001","0","360度","180度","０度","0","0"
"0","５根","1","2320004","0","９根","７根","２根","0","0"
"0","心宿二","1","2320005","0","軒轅十四","南河三","畢宿五","0","0"
"0","魯米諾","1","2320006","0","二苯蒽","石蕊","壬烯醛","0","0"
"0","6000℃","1","2320008","0","60000℃","600℃","60℃","0","0"
