3d8910c4511d040423c46b38469cbe8eb53329f4953de995666540c81dc5a12d,0add9dcee2f6408749144eeb453a4c953701fbfe8403713ecbdb6508d84bd368,49bd3e52cb88475f591ba6db80a9214a7a58299b9fae11618b02a9cbc657ec37,06725a5e4816516185d73c9e40a19f2ab6525140a1def9c63621c3d9c4f44b98,216041547ec386158ca3c6cc576b501920aa8ddd1a49318656fb1b2d90f33e10,ccb2ca2394dc1517a77dc570af973ade361d8df1b8bbec1ef54ad095b09bfae7,702e547446575b62e26ce0705ed670ad529765f62e58fe66d07e52b501fb7e2b,e3fbe01f46158e624651dbb3b8cb126454e3379f68fc031c541f3dd907f778ef,660cb85592804074acb7ee206c283c3f4be6216572a67835d5333c30539ab356,e7b2b68f8ccd2081615373e2d4b4ec93c6ddb0630fd8d83f6609123e547c109f,7e2de7d430a114f3922670c95f2f14d0d73e92291b2e1dc178452b77e0525435,b53cf8b8a453e84bb6c3573493d6c62cd6e2f4a925673a240d4f0539164df835,99fbd47e2504df5c321be5a663d765e7e09918751be19aa55c048e9331d5c322,d4f924445acbdb2552f182601471919edf214b47887ec8037a6ff71c1fe5a93b
"0","2","10142","205","1","你們還是不成氣候的訓練兵，\n不必對失敗耿耿於懷。\n不過面臨實戰可就不能這樣了呢。\n下次要重新打起精神挑戰喔！","24","129801","2024/08/01 16:00:00","10.3","2030/12/17 14:59:59","真琴","205","0"
"0","1","10142","206","6","這就是你們的全力？\n不不不，不該是這樣吧。\n你們肯定能變得更強！\n我都這麼說了，肯定不會錯！","24","129801","2024/08/01 16:00:00","2.93","2030/12/17 14:59:59","真琴","206","0"
"0","1","10142","207","3","考慮到你們的實力，\n這個成績算不上是竭盡全力。\n那麼，接下來該做的事情已經決定了。\n轉換心情，重新鍛鍊！","24","129801","2024/08/01 16:00:00","9.3","2030/12/17 14:59:59","真琴","207","0"
"0","1","10142","208","4","還有很多課題尚待改善呢～\n拖沓的動作，慢半拍的判斷……\n只要好好改進這些部分，\n紀錄肯定也能更進一步提升。","24","129801","2024/08/01 16:00:00","6.9","2030/12/17 14:59:59","真琴","208","0"
"0","2","10142","209","2","能夠一路來到這個地方，你們及格了！\n不如說，回想起一開始不靠譜的樣子，\n你們已經有了驚人的成長吧？\n我認為這是值得自豪的結果啊！","24","129801","2024/08/01 16:00:00","0","2030/12/17 14:59:59","真琴","209","0"
"0","2","10142","210","1","雖然這次的訓練挺艱辛的，\n但大家都能確實地跟上呢。\n你們展現了腳踏實地持續進行\n基礎訓練的成果，這就是證據。","24","129801","2024/08/01 16:00:00","5.95","2030/12/17 14:59:59","真琴","210","0"
"0","1","10142","211","2","你們這次訓練也很努力呢！\n好好休息，為下次做好準備喔！\n該怎麼說，看著學生持續在成長，\n我覺得很開心呢……","24","129801","2024/08/01 16:00:00","6.73","2030/12/17 14:59:59","真琴","211","0"
"0","2","10142","212","2","你們幾個，太厲害了！\n我看這下啊，已經不能說你們是\n菜鳥新兵了呢。就算是在騎士團，\n你們肯定也能大為活躍喔！","24","129801","2024/08/01 16:00:00","0","2030/12/17 14:59:59","真琴","212","0"
"0","2","10142","213","1","與敵人的戰鬥方式，正確的狀況判斷，\n最重要的毅力……全都棒極了！\n要是一不留神，連身為教官的我\n都可能會被你們超越呢……嘿嘿。","24","129801","2024/08/01 16:00:00","6.65","2030/12/17 14:59:59","真琴","213","0"
"0","1","10142","214","6","我的指導很出色？\n不不不，能夠變強到這個地步，\n全是因為你們自己的努力。\n我重新再說一次……恭喜你們！","24","129801","2024/08/01 16:00:00","3.05","2030/12/17 14:59:59","真琴","214","0"
