70c72f33b4a85f8f2c36ff094934e57232351781d2669bb937cddff85793f51f,1de487c0ae39f73bcf32017b9d0f124c280ed6ae19bae5df82c4f997bbd08464,18fc0dea86013f09a2703b66abbe28b80c499c9bdf80c758ab2cbc1b21ecae78,9dac428aedbbc7a6438b0cc488669737575b83b3ca753e54bbce384d60d83d1e,e766e9362241e75d3f54009179b37acff8c4cd263e345b0cc4ff98585f12cb2d,f191c2c5b93a476183b3017a21d899d351eb2fad3459ee582768284f0fba9a4e,471b147c3d05e59d616d8577a4fe1d4d198216f3460932d03370c90aee79ae36,48dad9e9d1b7d1d9c4de1a1dcae93c5b0c978502d44f206a993362d6c30b8eb6,b779d87d03a87b6a0b5885075ba4269d4c74c3caecea4f4db0e982f70e1b577e,5079864a54594f626382ebdd6c82191dd1ae675a8089bee200241f9af6ba21ba,3826f0ae08000ec74401a19670bf3d01f29a7cbbac42cac4521ef24fc1781e04,40a6443ddfcee76bcde956efa00afcc0c4aef45ddd6f75193eee08f343f8f15f,df24063f131bc3cb3c0336bf2e74bdd59227770b4155241174085a5ba59cf04f,43c666fbf94a9881bc42add2345b37ad502f715c543676f683fbb0a8494f8ecd,5125063a55ea5b68435813fb3a145c93a29d2d714845d03a89188065cb0a9522
"20021","9001","99001047","2020/05/05 16:00:00","1","1","0","0","6007","660021201","601","打倒 1 隻山神大人（HARD限定）","1005711","2030/04/01 14:59:59","99001047"
"20021","9001","99001048","2020/05/05 16:00:00","1","1","0","0","6010","660021301","601","打倒 1 隻山神大人（VERY HARD限定）","1005712","2030/04/01 14:59:59","99001048"
"10057","9001","99001049","2020/05/05 16:00:00","1","1","0","0","6011","610057401","601","打倒 1 隻山神大人（SPECIAL限定）","1005713","2030/04/01 14:59:59","99001049"
"20022","9001","99001051","2020/06/03 16:00:00","1","1","0","0","6006","660022101","601","打倒 1 隻反逆獸（NORMAL限定）","1006010","2030/04/01 14:59:59","99001051"
"20022","9001","99001052","2020/06/03 16:00:00","1","1","0","0","6007","660022201","601","打倒 1 隻反逆獸（HARD限定）","1006011","2030/04/01 14:59:59","99001052"
"20022","9001","99001053","2020/06/03 16:00:00","1","1","0","0","6010","660022301","601","打倒 1 隻反逆獸（VERY HARD限定）","1006012","2030/04/01 14:59:59","99001053"
"10060","9001","99001054","2020/06/03 16:00:00","1","1","0","0","6011","610060401","601","打倒 1 隻反逆獸（SPECIAL限定）","1006013","2030/04/01 14:59:59","99001054"
"10062","9001","99001055","2020/09/30 16:00:00","1","1","0","0","6006","610062101","601","打倒 1 隻喧囂獨角兔（NORMAL限定）","1006210","2030/04/01 14:59:59","99001055"
"10062","9001","99001056","2020/09/30 16:00:00","1","1","0","0","6007","610062201","601","打倒 1 隻喧囂獨角兔（HARD限定）","1006211","2030/04/01 14:59:59","99001056"
"10062","9001","99001057","2020/09/30 16:00:00","1","1","0","0","6010","610062301","601","打倒 1 隻喧囂獨角兔（VERY HARD限定）","1006212","2030/04/01 14:59:59","99001057"
"10062","9001","99001058","2020/09/30 16:00:00","1","1","0","0","6011","610062401","601","打倒 1 隻喧囂獨角兔（SPECIAL限定）","1006213","2030/04/01 14:59:59","99001058"
"10063","9001","99001059","2020/10/12 16:00:00","1","1","0","0","6006","610063101","601","打倒 1 隻糾結的盆栽小花（NORMAL限定）","1006310","2030/04/01 14:59:59","99001059"
"10063","9001","99001060","2020/10/12 16:00:00","1","1","0","0","6007","610063201","601","打倒 1 隻糾結的盆栽小花（HARD限定）","1006311","2030/04/01 14:59:59","99001060"
"10063","9001","99001061","2020/10/12 16:00:00","1","1","0","0","6010","610063301","601","打倒 1 隻糾結的盆栽小花（VERY HARD限定）","1006312","2030/04/01 14:59:59","99001061"
"10063","9001","99001062","2020/10/12 16:00:00","1","1","0","0","6011","610063401","601","打倒 1 隻糾結的盆栽小花（SPECIAL限定）","1006313","2030/04/01 14:59:59","99001062"
"20023","9001","99001063","2020/07/02 16:00:00","1","1","0","0","6006","660023101","601","打倒 1 隻好朋友X（NORMAL限定）","1006510","2030/04/01 14:59:59","99001063"
"20023","9001","99001064","2020/07/02 16:00:00","1","1","0","0","6007","660023201","601","打倒 1 隻好朋友X（HARD限定）","1006511","2030/04/01 14:59:59","99001064"
"20023","9001","99001065","2020/07/02 16:00:00","1","1","0","0","6010","660023301","601","打倒 1 隻好朋友X（VERY HARD限定）","1006512","2030/04/01 14:59:59","99001065"
"10065","9001","99001066","2020/07/02 16:00:00","1","1","0","0","6011","610065401","601","打倒 1 隻好朋友X（SPECIAL限定）","1006513","2030/04/01 14:59:59","99001066"
"20024","9001","99001067","2020/08/03 16:00:00","1","1","0","0","6006","660024101","601","打倒 1 隻忍者首領半藏（NORMAL限定）","1006710","2030/04/01 14:59:59","99001067"
"20024","9001","99001068","2020/08/03 16:00:00","1","1","0","0","6007","660024201","601","打倒 1 隻忍者首領半藏（HARD限定）","1006711","2030/04/01 14:59:59","99001068"
"20024","9001","99001069","2020/08/03 16:00:00","1","1","0","0","6010","660024301","601","打倒 1 隻忍者首領半藏（VERY HARD限定）","1006712","2030/04/01 14:59:59","99001069"
"10067","9001","99001070","2020/08/03 16:00:00","1","1","0","0","6011","610067401","601","打倒 1 隻忍者首領半藏（SPECIAL限定）","1006713","2030/04/01 14:59:59","99001070"
"10040","0","99001071","2029/04/01 15:00:00","1","1","0","0","6001","0","601","啾啾大恐慌！　保衛起司大作戰！累計分數超過192000分","14","2030/04/01 14:59:59","99001071"
"10040","0","99001072","2029/04/01 15:00:00","1","1","0","0","6001","0","601","啾啾大恐慌！　保衛起司大作戰！累計分數超過480000分","14","2030/04/01 14:59:59","99001072"
"10040","0","99001073","2029/04/01 15:00:00","1","1","0","0","6001","0","601","啾啾大恐慌！　保衛起司大作戰！累計獲得超過5000個硬幣","15","2030/04/01 14:59:59","99001073"
"20025","9001","99001074","2020/09/04 16:00:00","1","1","0","0","6006","660025101","601","打倒 1 隻賈巴沃克（NORMAL限定）","1006910","2030/04/01 14:59:59","99001074"
"20025","9001","99001075","2020/09/04 16:00:00","1","1","0","0","6007","660025201","601","打倒 1 隻賈巴沃克（HARD限定）","1006911","2030/04/01 14:59:59","99001075"
"20025","9001","99001076","2020/09/04 16:00:00","1","1","0","0","6010","660025301","601","打倒 1 隻賈巴沃克（VERY HARD限定）","1006912","2030/04/01 14:59:59","99001076"
"10069","9001","99001077","2020/09/04 16:00:00","1","1","0","0","6011","610069401","601","打倒 1 隻賈巴沃克（SPECIAL限定）","1006913","2030/04/01 14:59:59","99001077"
"20026","9001","99001078","2020/11/02 16:00:00","1","1","0","0","6006","660026101","601","打倒 1 隻覺醒‧花心星（NORMAL限定）","1007110","2030/04/01 14:59:59","99001078"
"20026","9001","99001079","2020/11/02 16:00:00","1","1","0","0","6007","660026201","601","打倒 1 隻覺醒‧花心星（HARD限定）","1007111","2030/04/01 14:59:59","99001079"
"20026","9001","99001080","2020/11/02 16:00:00","1","1","0","0","6010","660026301","601","打倒 1 隻覺醒‧花心星（VERY HARD限定）","1007112","2030/04/01 14:59:59","99001080"
"10071","9001","99001081","2020/11/02 16:00:00","1","1","0","0","6011","610071401","601","打倒 1 隻覺醒‧花心星（SPECIAL限定）","1007113","2030/04/01 14:59:59","99001081"
"20027","9001","99001082","2020/12/04 16:00:00","1","1","0","0","6006","660027101","601","打倒 1 隻海岸暴君‧鮫吉（NORMAL限定）","1007310","2030/04/01 14:59:59","99001082"
"20027","9001","99001083","2020/12/04 16:00:00","1","1","0","0","6007","660027201","601","打倒 1 隻海岸暴君‧鮫吉（HARD限定）","1007311","2030/04/01 14:59:59","99001083"
"20027","9001","99001084","2020/12/04 16:00:00","1","1","0","0","6010","660027301","601","打倒 1 隻海岸暴君‧鮫吉（VERY HARD限定）","1007312","2030/04/01 14:59:59","99001084"
"10073","9001","99001085","2020/12/04 16:00:00","1","1","0","0","6011","610073401","601","打倒 1 隻海岸暴君‧鮫吉（SPECIAL限定）","1007313","2030/04/01 14:59:59","99001085"
"10021","0","99001086","2020/12/04 16:00:00","1","1","0","0","6001","0","601","猛訓打擊道！ 美里的全壘打訓練場中累計分數超過50000分","14","2030/04/01 14:59:59","99001086"
"10021","0","99001087","2020/12/04 16:00:00","1","1","0","0","6001","0","601","猛訓打擊道！ 美里的全壘打訓練場中達成NORMAL的條件","14","2030/04/01 14:59:59","99001087"
"10021","0","99001088","2020/12/04 16:00:00","1","1","0","0","6001","0","601","猛訓打擊道！ 美里的全壘打訓練場中達成HARD的條件","14","2030/04/01 14:59:59","99001088"
"10021","0","99001089","2020/12/04 16:00:00","1","1","0","0","6001","0","601","猛訓打擊道！ 美里的全壘打訓練場中達成VERY HARD的條件","14","2030/04/01 14:59:59","99001089"
"10021","0","99001090","2020/12/04 16:00:00","1","1","0","0","6001","0","601","猛訓打擊道！ 美里的全壘打訓練場中達成EXTRA的條件","14","2030/04/01 14:59:59","99001090"
"20028","9001","99001091","2020/12/31 16:00:00","1","1","0","0","6006","660028101","601","打倒 1 隻失控的純潔之弓（NORMAL限定）","1007510","2030/04/01 14:59:59","99001091"
"20028","9001","99001092","2020/12/31 16:00:00","1","1","0","0","6007","660028201","601","打倒 1 隻失控的純潔之弓（HARD限定）","1007511","2030/04/01 14:59:59","99001092"
"20028","9001","99001093","2020/12/31 16:00:00","1","1","0","0","6010","660028301","601","打倒 1 隻失控的純潔之弓（VERY HARD限定）","1007512","2030/04/01 14:59:59","99001093"
"10075","9001","99001094","2020/12/31 16:00:00","1","1","0","0","6011","610075401","601","打倒 1 隻失控的純潔之弓（SPECIAL限定）","1007513","2030/04/01 14:59:59","99001094"
"20029","9001","99001095","2021/02/01 16:00:00","1","1","0","0","6006","660029101","601","打倒1隻驚叫鬼魂教父（NORMAL限定）","1007710","2030/04/01 14:59:59","99001095"
"20029","9001","99001096","2021/02/01 16:00:00","1","1","0","0","6007","660029201","601","打倒1隻驚叫鬼魂教父（HARD限定）","1007711","2030/04/01 14:59:59","99001096"
"20029","9001","99001097","2021/02/01 16:00:00","1","1","0","0","6010","660029301","601","打倒1隻驚叫鬼魂教父（VERY HARD限定）","1007712","2030/04/01 14:59:59","99001097"
"10077","9001","99001098","2021/02/01 16:00:00","1","1","0","0","6011","610077401","601","打倒1隻驚叫鬼魂教父（SPECIAL限定）","1007713","2030/04/01 14:59:59","99001098"
"20030","9001","99001099","2021/03/02 16:00:00","1","1","0","0","6006","660030101","601","打倒1隻反逆獸 de M（NORMAL限定）","1007910","2030/04/01 14:59:59","99001099"
"20030","9001","99001100","2021/03/02 16:00:00","1","1","0","0","6007","660030201","601","打倒1隻反逆獸 de M（HARD限定）","1007911","2030/04/01 14:59:59","99001100"
"20030","9001","99001101","2021/03/02 16:00:00","1","1","0","0","6010","660030301","601","打倒1隻反逆獸 de M（VERY HARD限定）","1007912","2030/04/01 14:59:59","99001101"
"10079","9001","99001102","2021/03/02 16:00:00","1","1","0","0","6011","610079401","601","打倒1隻反逆獸 de M（SPECIAL限定）","1007913","2030/04/01 14:59:59","99001102"
"20031","9001","99001103","2021/04/01 16:00:00","1","1","0","0","6006","660031101","601","打倒1隻被操控的雪人（NORMAL限定）","1008110","2030/04/01 14:59:59","99001103"
"20031","9001","99001104","2021/04/01 16:00:00","1","1","0","0","6007","660031201","601","打倒1隻被操控的雪人（HARD限定）","1008111","2030/04/01 14:59:59","99001104"
"20031","9001","99001105","2021/04/01 16:00:00","1","1","0","0","6010","660031301","601","打倒1隻被操控的雪人（VERY HARD限定）","1008112","2030/04/01 14:59:59","99001105"
"10081","9001","99001106","2021/04/01 16:00:00","1","1","0","0","6011","610081401","601","打倒1隻被操控的雪人（SPECIAL限定）","1008113","2030/04/01 14:59:59","99001106"
"20032","9001","99001107","2021/05/04 16:00:00","1","1","0","0","6006","660032101","601","打倒 1 隻究極金槍鮪（NORMAL限定）","1008310","2030/04/01 14:59:59","99001107"
"20032","9001","99001108","2021/05/04 16:00:00","1","1","0","0","6007","660032201","601","打倒 1 隻究極金槍鮪（HARD限定）","1008311","2030/04/01 14:59:59","99001108"
"20032","9001","99001109","2021/05/04 16:00:00","1","1","0","0","6010","660032301","601","打倒 1 隻究極金槍鮪（VERY HARD限定）","1008312","2030/04/01 14:59:59","99001109"
"10083","9001","99001110","2021/05/04 16:00:00","1","1","0","0","6011","610083401","601","打倒 1 隻究極金槍鮪（SPECIAL限定）","1008313","2030/04/01 14:59:59","99001110"
"20033","9001","99001111","2021/06/02 16:00:00","1","1","0","0","6006","660033101","601","打倒 1 隻角鹿將軍（NORMAL限定）","1008610","2030/04/01 14:59:59","99001111"
"20033","9001","99001112","2021/06/02 16:00:00","1","1","0","0","6007","660033201","601","打倒 1 隻角鹿將軍（HARD限定）","1008611","2030/04/01 14:59:59","99001112"
"20033","9001","99001113","2021/06/02 16:00:00","1","1","0","0","6010","660033301","601","打倒 1 隻角鹿將軍（VERY HARD限定）","1008612","2030/04/01 14:59:59","99001113"
"10086","9001","99001114","2021/06/02 16:00:00","1","1","0","0","6011","610086401","601","打倒 1 隻角鹿將軍（SPECIAL限定）","1008613","2030/04/01 14:59:59","99001114"
"20034","9001","99001115","2021/06/12 16:00:00","1","1","0","0","6006","660034101","601","打倒 1 隻黑風之精靈（NORMAL限定）","1008710","2030/04/01 14:59:59","99001115"
"20034","9001","99001116","2021/06/12 16:00:00","1","1","0","0","6007","660034201","601","打倒 1 隻黑風之精靈（HARD限定）","1008711","2030/04/01 14:59:59","99001116"
"20034","9001","99001117","2021/06/12 16:00:00","1","1","0","0","6010","660034301","601","打倒 1 隻黑風之精靈（VERY HARD限定）","1008712","2030/04/01 14:59:59","99001117"
"10087","9001","99001118","2021/06/12 16:00:00","1","1","0","0","6011","610087401","601","打倒 1 隻黑風之精靈（SPECIAL限定）","1008713","2030/04/01 14:59:59","99001118"
"20035","9001","99001119","2021/07/05 16:00:00","1","1","0","0","6006","660035101","601","打倒 1 隻魔物的公主（NORMAL限定）","1008910","2030/04/01 14:59:59","99001119"
"20035","9001","99001120","2021/07/05 16:00:00","1","1","0","0","6007","660035201","601","打倒 1 隻魔物的公主（HARD限定）","1008911","2030/04/01 14:59:59","99001120"
"20035","9001","99001121","2021/07/05 16:00:00","1","1","0","0","6010","660035301","601","打倒 1 隻魔物的公主（VERY HARD限定）","1008912","2030/04/01 14:59:59","99001121"
"10089","9001","99001122","2021/07/05 16:00:00","1","1","0","0","6011","610089401","601","打倒 1 隻魔物的公主（SPECIAL限定）","1008913","2030/04/01 14:59:59","99001122"
"20036","9001","99001123","2021/08/02 16:00:00","1","1","0","0","6006","660036101","601","打倒 1 隻無名的藝術（NORMAL限定）","1009110","2030/04/01 14:59:59","99001123"
"20036","9001","99001124","2021/08/02 16:00:00","1","1","0","0","6007","660036201","601","打倒 1 隻無名的藝術（HARD限定）","1009111","2030/04/01 14:59:59","99001124"
"20036","9001","99001125","2021/08/02 16:00:00","1","1","0","0","6010","660036301","601","打倒 1 隻無名的藝術（VERY HARD限定）","1009112","2030/04/01 14:59:59","99001125"
"10091","9001","99001126","2021/08/02 16:00:00","1","1","0","0","6011","610091401","601","打倒 1 隻無名的藝術（SPECIAL限定）","1009113","2030/04/01 14:59:59","99001126"
"20037","9001","99001127","2021/09/01 16:00:00","1","1","0","0","6006","660037101","601","打倒1隻爆裂‧時間儀（NORMAL限定）","1009310","2030/04/01 14:59:59","99001127"
"20037","9001","99001128","2021/09/01 16:00:00","1","1","0","0","6007","660037201","601","打倒1隻爆裂‧時間儀（HARD限定）","1009311","2030/04/01 14:59:59","99001128"
"20037","9001","99001129","2021/09/01 16:00:00","1","1","0","0","6010","660037301","601","打倒1隻爆裂‧時間儀（VERY HARD限定）","1009312","2030/04/01 14:59:59","99001129"
"10093","9001","99001130","2021/09/01 16:00:00","1","1","0","0","6011","610093401","601","打倒1隻爆裂‧時間儀（SPECIAL限定）","1009313","2030/04/01 14:59:59","99001130"
"10066","0","99001131","2029/09/01 16:00:00","1","1","0","0","6001","0","601","龍人們的接龍競賽的字彙圖鑑收集728個字彙","15","2030/04/01 14:59:59","99001131"
"20038","9001","99001132","2021/10/01 16:00:00","1","1","0","0","6006","660038101","601","打倒 1 隻究極機械玩具王（NORMAL限定）","1009510","2030/04/01 14:59:59","99001132"
"20038","9001","99001133","2021/10/01 16:00:00","1","1","0","0","6007","660038201","601","打倒 1 隻究極機械玩具王（HARD限定）","1009511","2030/04/01 14:59:59","99001133"
"20038","9001","99001134","2021/10/01 16:00:00","1","1","0","0","6010","660038301","601","打倒 1 隻究極機械玩具王（VERY HARD限定）","1009512","2030/04/01 14:59:59","99001134"
"10095","9001","99001135","2021/10/01 16:00:00","1","1","0","0","6011","610095401","601","打倒 1 隻究極機械玩具王（SPECIAL限定）","1009513","2030/04/01 14:59:59","99001135"
"20039","9001","99001136","2021/11/01 16:00:00","1","1","0","0","6006","660039101","601","完成1次擅長的作業","1009710","2030/04/01 14:59:59","99001136"
"20039","9001","99001137","2021/11/01 16:00:00","1","1","0","0","6007","660039201","601","完成1次有些棘手的作業","1009711","2030/04/01 14:59:59","99001137"
"20039","9001","99001138","2021/11/01 16:00:00","1","1","0","0","6010","660039301","601","完成1次非常棘手的作業","1009712","2030/04/01 14:59:59","99001138"
"10097","9001","99001139","2021/11/01 16:00:00","1","1","0","0","6011","610097401","601","完成1次留到暑假最後一天的作業","1009713","2030/04/01 14:59:59","99001139"
"10097","0","99001140","2029/04/01 16:00:00","1","1","0","0","6001","0","601","閱覽所有暑假圖畫日記","15","2030/04/01 14:59:59","99001140"
"20040","9001","99001142","2021/12/02 16:00:00","1","1","0","0","6006","660040101","601","打倒1隻女王歌唱水母（NORMAL限定）","1009910","2030/04/01 14:59:59","99001142"
"20040","9001","99001143","2021/12/02 16:00:00","1","1","0","0","6007","660040201","601","打倒1隻女王歌唱水母（HARD限定）","1009911","2030/04/01 14:59:59","99001143"
"20040","9001","99001144","2021/12/02 16:00:00","1","1","0","0","6010","660040301","601","打倒1隻女王歌唱水母（VERY HARD限定）","1009912","2030/04/01 14:59:59","99001144"
"10099","9001","99001145","2021/12/02 16:00:00","1","1","0","0","6011","610099401","601","打倒1隻女王歌唱水母（SPECIAL限定）","1009913","2030/04/01 14:59:59","99001145"
"10072","0","99001146","2029/04/01 15:00:00","1","1","0","0","6001","0","601","在周邊區獲得所有周邊的50%","14","2030/04/01 14:59:59","99001146"
"10072","0","99001147","2029/04/01 15:00:00","1","1","0","0","6001","0","601","在周邊區獲得所有種類的周邊","14","2030/04/01 14:59:59","99001147"
"20041","9001","99001148","2022/01/03 16:00:00","1","1","0","0","6006","660041101","601","打倒1隻基古魯博士（NORMAL限定）","1010110","2030/04/01 14:59:59","99001148"
"20041","9001","99001149","2022/01/03 16:00:00","1","1","0","0","6007","660041201","601","打倒1隻基古魯博士（HARD限定）","1010111","2030/04/01 14:59:59","99001149"
"20041","9001","99001150","2022/01/03 16:00:00","1","1","0","0","6010","660041301","601","打倒1隻基古魯博士（VERY HARD限定）","1010112","2030/04/01 14:59:59","99001150"
"10101","9001","99001151","2022/01/03 16:00:00","1","1","0","0","6011","610101401","601","打倒1隻基古魯博士（SPECIAL限定）","1010113","2030/04/01 14:59:59","99001151"
"20042","9001","99001152","2022/02/01 16:00:00","1","1","0","0","6006","660042101","601","打倒1隻哀暴小棉花糖（NORMAL限定）","1010310","2030/04/01 14:59:59","99001152"
"20042","9001","99001153","2022/02/01 16:00:00","1","1","0","0","6007","660042201","601","打倒1隻哀暴小棉花糖（HARD限定）","1010311","2030/04/01 14:59:59","99001153"
"20042","9001","99001154","2022/02/01 16:00:00","1","1","0","0","6010","660042301","601","打倒1隻哀暴小棉花糖（VERY HARD限定）","1010312","2030/04/01 14:59:59","99001154"
"10103","9001","99001155","2022/02/01 16:00:00","1","1","0","0","6011","610103401","601","打倒1隻哀暴小棉花糖（SPECIAL限定）","1010313","2030/04/01 14:59:59","99001155"
