7a2043c68e9ffa45ea24219dec7ed74aec30d0c2c4f799217f0f7ef797169c91,44dd5c501d3ba2401d24ee09ef3aca2e644c797a12131d3712353988645983ff,ec1f2c3a4168be95df0260bb1fafb7bd2053f4f63ea12c7877cb4532fa993201,a323feb5a6c2702a0e49ad1300a1ca6fad05c97a384c66747eba89229d8eff71,5d3ea91e11d20385044f08d8f3e2234f6215114797a14702927044a772a08c2a,3964969a54e74ded6b431b1d2d8d09cdaccfd3e220bc3196f69b7948cc75c217
"2","1","140","10052","0","610052402"
"3","1","300","10052","0","610052403"
"0","1","-180","10053","0","610053501"
"0","1","-80","10053","0","610053502"
"0","2","-180","10054","0","610054501"
"0","2","20","10054","0","610054502"
"0","2","150","10054","0","610054503"
"0","1","-120","10055","0","610055501"
"0","1","-10","10055","0","610055502"
"0","1","30","10055","0","610055503"
"0","1","-120","10057","0","610057501"
"0","1","-40","10057","0","610057502"
"0","1","10","10057","0","610057503"
"0","1","50","10057","0","610057504"
"1","1","20","10058","1","610058501"
"2","1","140","10058","1","610058502"
"3","1","300","10058","1","610058503"
"0","1","200","10058","0","610058601"
"0","1","-200","10058","0","610058602"
"0","2","40","10059","0","610059501"
"0","2","-15","10059","0","610059502"
"0","2","-90","10059","0","610059503"
"0","2","200","10059","0","610059504"
"0","1","-120","10060","0","610060501"
"0","1","-10","10060","0","610060502"
"0","1","30","10060","0","610060503"
"0","1","-80","10060","0","610060504"
"0","1","-200","10061","0","610061501"
"0","1","-80","10061","0","610061502"
"0","1","100","10061","0","610061503"
"0","1","10","10062","0","610062501"
"0","1","-120","10062","0","610062502"
"0","1","90","10062","0","610062503"
"0","1","-220","10062","0","610062601"
"0","1","100","10062","0","610062603"
"0","1","150","10062","0","610062604"
"0","1","-120","10065","0","610065501"
"0","1","-40","10065","0","610065502"
"0","1","10","10065","0","610065503"
"0","1","50","10065","0","610065504"
"0","2","-220","10066","0","610066501"
"0","2","60","10066","0","610066502"
"0","2","89","10066","0","610066503"
"0","1","-205","10067","0","610067501"
"0","1","122","10067","0","610067502"
"0","1","25","10067","0","610067503"
"0","1","295","10067","0","610067504"
"0","2","-180","10068","0","610068501"
"0","2","20","10068","0","610068502"
"0","2","150","10068","0","610068503"
"0","2","-170","10069","0","610069501"
"0","2","-80","10069","0","610069502"
"0","2","120","10069","0","610069503"
"0","2","350","10070","0","610070506"
"0","2","250","10070","0","610070507"
"0","1","250","10070","0","610070640"
"0","1","350","10070","0","610070641"
"0","1","700","10070","0","610070642"
"0","1","800","10070","0","610070643"
"1","1","20","10072","1","610072501"
"2","1","140","10072","1","610072502"
"3","1","300","10072","1","610072503"
"0","2","-180","10072","0","610072601"
"0","2","-145","10072","0","610072602"
"0","2","80","10072","0","610072603"
"0","1","-275","10073","0","610073404"
"0","1","-45","10073","0","610073405"
"0","1","115","10073","0","610073406"
"0","1","175","10073","0","610073407"
"0","1","250","10074","0","610074501"
"0","1","380","10074","0","610074502"
"0","1","-100","10074","0","610074503"
"0","1","480","10074","0","610074504"
"1","2","20","10074","1","610074601"
"2","2","140","10074","1","610074602"
"3","2","300","10074","1","610074603"
"0","2","-150","10075","0","610075601"
"0","2","-145","10075","0","610075602"
"0","2","-180","10076","0","610076601"
"0","2","-145","10076","0","610076602"
"0","2","150","10076","0","610076603"
"1","1","20","10077","1","610077404"
"2","1","140","10077","1","610077405"
"3","1","300","10077","1","610077406"
"1","1","20","10079","0","610079401"
"2","1","140","10079","0","610079402"
"3","1","300","10079","0","610079403"
"0","2","-220","10080","0","610080601"
"0","2","-110","10080","0","610080602"
"0","2","0","10080","0","610080603"
"0","2","-180","10081","0","610081501"
"0","2","20","10081","0","610081502"
"0","2","150","10081","0","610081503"
"0","1","20","10082","1","610082501"
"0","1","140","10082","1","610082502"
"0","1","300","10082","1","610082503"
"0","1","-120","10083","0","610083501"
"0","1","-10","10083","0","610083502"
"0","1","30","10083","0","610083503"
"0","1","-150","10084","0","610084601"
"0","1","250","10084","0","610084602"
"0","1","50","10084","0","610084603"
"0","1","450","10084","0","610084604"
"1","2","-15","10084","1","610084701"
"2","2","40","10084","1","610084702"
"3","2","-70","10084","1","610084703"
"4","2","40","10084","1","610084704"
"5","2","-15","10084","1","610084705"
"6","2","-70","10084","1","610084706"
"7","2","40","10084","1","610084707"
"8","2","-15","10084","1","610084708"
"9","2","-70","10084","1","610084709"
"10","2","-100","10084","1","610084710"
"0","1","-500","10085","0","610085501"
"0","1","-220","10085","0","610085502"
"0","1","-50","10085","0","610085503"
"0","1","-350","10085","0","610085504"
"1","1","20","10086","1","610086501"
"2","1","140","10086","1","610086502"
"3","1","300","10086","1","610086503"
"0","1","200","10086","0","610086601"
"0","1","-200","10086","0","610086602"
"0","2","40","10087","0","610087501"
"0","2","-15","10087","0","610087502"
"0","2","-90","10087","0","610087503"
"0","2","200","10087","0","610087504"
"1","1","20","10088","1","610088404"
"2","1","100","10088","1","610088405"
"3","1","150","10088","1","610088406"
"4","1","200","10088","1","610088407"
"5","1","250","10088","1","610088408"
"6","1","300","10088","1","610088409"
"0","1","-200","10089","0","610089501"
"0","1","-80","10089","0","610089502"
"0","1","100","10089","0","610089503"
"1","1","20","10092","1","610092404"
"2","1","140","10092","1","610092405"
"3","1","300","10092","1","610092406"
"0","2","-150","10092","0","610092501"
"0","2","250","10092","0","610092502"
"0","2","50","10092","0","610092503"
"0","2","450","10092","0","610092504"
"0","1","-170","10093","0","610093501"
"0","1","20","10093","0","610093502"
"0","1","49","10093","0","610093503"
"1","1","-150","10094","1","610094501"
"2","1","250","10094","1","610094502"
"3","1","50","10094","1","610094503"
"4","1","450","10094","1","610094504"
"0","2","-180","10095","0","610095501"
"0","2","20","10095","0","610095502"
"0","2","150","10095","0","610095503"
"0","2","-180","10096","0","610096501"
"0","2","80","10096","0","610096502"
"0","2","-145","10096","0","610096503"
"0","2","350","10097","0","610097506"
"0","2","250","10097","0","610097507"
"0","1","250","10097","0","610097640"
"0","1","350","10097","0","610097641"
"0","1","700","10097","0","610097642"
"0","1","800","10097","0","610097643"
"0","2","-180","10098","0","610098501"
"0","2","-25","10098","0","610098502"
"0","2","280","10098","0","610098503"
"0","2","-40","10098","0","610098601"
"0","2","80","10098","0","610098602"
"0","2","180","10098","0","610098603"
"0","2","280","10098","0","610098604"
"1","1","20","10099","1","610099501"
"2","1","140","10099","1","610099502"
"3","1","300","10099","1","610099503"
"0","2","-180","10099","0","610099601"
"0","2","-145","10099","0","610099602"
"0","2","80","10099","0","610099603"
"0","1","-150","10100","0","610100501"
"0","1","0","10100","0","610100502"
"0","1","300","10100","0","610100503"
"0","1","150","10100","0","610100504"
"0","1","250","10101","0","610101501"
"0","1","380","10101","0","610101502"
"0","1","-100","10101","0","610101503"
"0","1","480","10101","0","610101504"
"1","2","20","10101","1","610101601"
"2","2","140","10101","1","610101602"
"3","2","300","10101","1","610101603"
"0","2","-180","10102","0","610102501"
"0","2","50","10102","0","610102502"
"0","2","180","10102","0","610102503"
"0","2","-180","10103","0","610103601"
"0","2","-145","10103","0","610103602"
"0","2","150","10103","0","610103603"
"0","1","-110","10104","0","610104501"
"0","1","0","10104","0","610104502"
"0","1","-200","10104","0","610104503"
"0","2","150","10106","1","610106601"
"0","2","-50","10106","1","610106602"
"0","2","-300","10106","1","610106603"
"0","2","-220","10107","0","610107601"
"0","2","-110","10107","0","610107602"
"0","2","0","10107","0","610107603"
"0","1","20","10109","1","610109501"
"0","1","140","10109","1","610109502"
"0","1","300","10109","1","610109503"
"0","1","-200","10110","0","610110501"
"0","1","-100","10110","0","610110502"
"0","1","0","10110","0","610110503"
"0","1","100","10110","0","610110504"
"0","2","-120","10111","0","610111501"
"0","2","-40","10111","0","610111502"
"0","2","40","10111","0","610111503"
"0","1","-150","10112","0","610112601"
"0","1","250","10112","0","610112602"
"0","1","50","10112","0","610112603"
"0","1","450","10112","0","610112604"
"1","2","-15","10112","1","610112701"
"2","2","40","10112","1","610112702"
"3","2","-70","10112","1","610112703"
"4","2","40","10112","1","610112704"
"5","2","-15","10112","1","610112705"
"6","2","-70","10112","1","610112706"
"7","2","40","10112","1","610112707"
"8","2","-15","10112","1","610112708"
"9","2","-70","10112","1","610112709"
"10","2","-100","10112","1","610112710"
"0","1","-500","10113","0","610113501"
"0","1","-220","10113","0","610113502"
"0","1","-50","10113","0","610113503"
"0","1","-350","10113","0","610113504"
"0","1","-400","10114","1","610114501"
"0","1","-300","10114","1","610114502"
"0","1","-200","10114","1","610114503"
"0","1","-100","10114","1","610114504"
"1","1","20","10115","1","610115404"
"2","1","140","10115","1","610115405"
"3","1","300","10115","1","610115406"
"0","1","20","10117","1","610117501"
"0","1","140","10117","1","610117502"
"0","1","300","10117","1","610117503"
"1","1","20","10119","1","610119404"
"2","1","140","10119","1","610119405"
"3","1","300","10119","1","610119406"
"0","2","-150","10119","0","610119501"
"0","2","250","10119","0","610119502"
"0","2","50","10119","0","610119503"
"0","2","450","10119","0","610119504"
"0","2","-275","10120","0","610120501"
"0","2","-45","10120","0","610120502"
"0","2","115","10120","0","610120503"
"0","2","175","10120","0","610120504"
"1","1","-150","10121","1","610121501"
"2","1","250","10121","1","610121502"
"3","1","50","10121","1","610121503"
"4","1","450","10121","1","610121504"
"0","2","-220","10122","0","610122403"
"0","2","-110","10122","0","610122404"
"0","2","0","10122","0","610122405"
"0","2","-180","10123","0","610123501"
"0","2","80","10123","0","610123502"
"0","2","-145","10123","0","610123503"
"0","1","-220","10124","0","610124407"
"0","1","-110","10124","0","610124408"
"0","1","0","10124","0","610124409"
"0","2","-180","10125","0","610125501"
"0","2","-25","10125","0","610125502"
"0","2","280","10125","0","610125503"
"0","2","-40","10125","0","610125601"
"0","2","80","10125","0","610125602"
"0","2","180","10125","0","610125603"
"0","2","280","10125","0","610125604"
"0","2","-300","10126","0","610126404"
"0","2","-200","10126","0","610126405"
"0","2","20","10126","0","610126406"
"0","2","80","10126","0","610126407"
"0","1","-150","10127","0","610127501"
"0","1","250","10127","0","610127502"
"0","1","50","10127","0","610127503"
"0","1","450","10127","0","610127504"
"0","1","-220","10128","1","610128402"
"0","1","-110","10128","1","610128403"
"0","1","0","10128","1","610128404"
"0","2","-180","10129","0","610129501"
"0","2","-145","10129","0","610129502"
"0","2","80","10129","0","610129503"
"0","2","-180","10129","0","610129601"
"0","2","-145","10129","0","610129602"
"0","2","80","10129","0","610129603"
"0","2","-100","10130","0","610130502"
"0","2","100","10130","0","610130503"
"0","2","220","10130","0","610130504"
"0","1","-110","10131","0","610131501"
"0","1","0","10131","0","610131502"
"0","1","-200","10131","0","610131503"
"0","1","-220","10132","1","610132601"
"0","1","-140","10132","1","610132602"
"0","1","-60","10132","1","610132603"
"0","1","0","10132","1","610132604"
"0","1","-220","10132","1","610132701"
"0","1","-140","10132","1","610132702"
"0","1","-60","10132","1","610132703"
"0","1","0","10132","1","610132704"
"0","2","-180","10133","0","610133501"
"0","2","-145","10133","0","610133502"
"0","2","80","10133","0","610133503"
"0","2","150","10133","1","610133601"
"0","2","-50","10133","1","610133602"
"0","2","-300","10133","1","610133603"
"0","2","-220","10134","1","610134602"
"0","2","-140","10134","1","610134603"
"0","2","-60","10134","1","610134604"
"0","2","0","10134","1","610134605"
"0","2","-220","10134","1","610134702"
"0","2","-140","10134","1","610134703"
"0","2","-60","10134","1","610134704"
"0","2","0","10134","1","610134705"
"0","1","-180","10136","0","610136601"
"0","1","80","10136","0","610136602"
"0","1","-145","10136","0","610136603"
"0","2","0","10136","0","610136604"
"0","1","-180","10136","0","610136701"
"0","1","80","10136","0","610136702"
"0","1","-145","10136","0","610136703"
"0","2","0","10136","0","610136704"
"0","1","-200","10138","0","610138501"
"0","1","-100","10138","0","610138502"
"0","1","0","10138","0","610138503"
"0","1","100","10138","0","610138504"
"0","2","-120","10139","0","610139501"
"0","2","-40","10139","0","610139502"
"0","2","40","10139","0","610139503"
"0","1","-400","10141","1","610141501"
"0","1","-300","10141","1","610141502"
"0","1","-200","10141","1","610141503"
"0","1","-100","10141","1","610141504"
"0","2","-200","10142","0","610142601"
"0","2","-140","10142","0","610142602"
"0","2","-60","10142","0","610142603"
"0","2","0","10142","0","610142604"
"0","2","-200","10142","0","610142701"
"0","2","-140","10142","0","610142702"
"0","2","-60","10142","0","610142703"
"0","2","0","10142","0","610142704"
"0","2","-200","10144","0","610144601"
"0","2","-140","10144","0","610144602"
"0","2","-60","10144","0","610144603"
"0","2","0","10144","0","610144604"
"0","2","-200","10144","0","610144701"
"0","2","-140","10144","0","610144702"
"0","2","-60","10144","0","610144703"
"0","2","0","10144","0","610144704"
"0","1","-250","10146","0","610146601"
"0","1","-180","10146","0","610146602"
"0","1","100","10146","0","610146603"
"0","1","150","10146","0","610146604"
"0","1","-250","10146","0","610146701"
"0","1","-180","10146","0","610146702"
"0","1","100","10146","0","610146703"
"0","1","150","10146","0","610146704"
"0","2","-275","10147","0","610147501"
"0","2","-45","10147","0","610147502"
"0","2","115","10147","0","610147503"
"0","2","175","10147","0","610147504"
"0","1","-220","10148","0","610148601"
"0","1","-100","10148","0","610148602"
"0","1","0","10148","0","610148603"
"0","1","-220","10148","0","610148701"
"0","1","-100","10148","0","610148702"
"0","1","0","10148","0","610148703"
"0","2","-220","10149","0","610149403"
"0","2","-110","10149","0","610149404"
"0","2","0","10149","0","610149405"
"0","1","-220","10151","0","610151407"
"0","1","-110","10151","0","610151408"
"0","1","0","10151","0","610151409"
"0","1","-480","10152","1","610152601"
"0","1","-440","10152","1","610152602"
"0","1","-320","10152","1","610152603"
"0","1","-260","10152","1","610152604"
"0","1","-480","10152","1","610152701"
"0","1","-440","10152","1","610152702"
"0","1","-320","10152","1","610152703"
"0","1","-260","10152","1","610152704"
"0","1","-180","10153","0","610153501"
"0","1","-80","10153","0","610153502"
