415c7653b2be7ea05da274cb28d9e153c527f7d44c5272fc0b0d2d033b99d1ee,b8524909dfe4ed3bd104c5cf0881979bfd0f6174b5f0b60f9821fbed7fd2e629,edc098bc21c87acdf8ef546a825c6f9c69ad63a311ec1d9e3fc58a650a3da1d2,b109d05c0fcf364e82c2b274a1d7548d72af9c1452be7ec477b0ff3a82b4aa44,39221369e00576858d6d8d6271d17a9cd57c460c0bf0b66582c66ac7f5f9cdb3,e572d525d22ee1905e3327f386bd8078fbbcca9e3abfecd84a4a81843a098dcc,fad93a187393e13a41abe002e015845c701efe38dd015bdbb648105d5c52635f,d5d08e5c3d7a681e3d37bfc97b862220883196ff5c43edf3ea145022a0b0eee3,bd604638b43ade941a3020bc52bade3f358c6d5b2f18a5b0594555866739ea24,44b073eaf0cfc8363673dcfbd52cf73c443c3da3b95d725dd7fa1d7e34745016,4226c31f9815f95384808a923f6e5a989864b2b3d7ca851a109e737fc22c01b5
"0","1.05","123","1.05","3000","","1.05","7.4","130000003","1.05",""
"0.2","","3","1000001","3000","","0","","130000004","wait",""
"","","35","2","3000","","","","130000005","1",""
"","","93","4.9","3000","","","","130000006","0",""
"0","0.95","123","0.95","3000","","0.95","0.4","130000007","0.95",""
"","","32","300000","3000","","","","130000008","1",""
"","","93","0.1","3000","","","","130000009","0",""
"","","32","2","3000","","","","130000010","0",""
"","","93","0.1","3000","","","","130000011","0",""
"","","32","996","3000","","","","130000012","1",""
"0","","3","1000001","3000","","0","","130000013","joy_from_wait",""
"","","93","1.9","3000","","","","130000014","0",""
"0","","3","1000001","3000","","0","","130000015","glad_from_joy",""
"","","93","1.5","3000","","","","130000016","0",""
"0.2","","3","1000001","3000","","1","","130000017","run_gatein",""
"","","23","se_travel","3000","","","","130000018","se_travel_treasure_cha_run",""
"","1","2","1000001","3000","","-195","0","130000019","450",""
"","","93","0.5","3000","","","","130000020","1",""
"0.4","1","6","1000001","3000","","1","0","130000021","1","0"
"","","93","0.4","3000","","","","130000022","0",""
"","","113","1","3000","","","","130000023","",""
"0","0","31","300100","3001","","345.4","1","130010001","300100",""
"1","0","31","990001","3001","","345.4","1","130010002","990001",""
"","","91","0","3001","","","","130010003","",""
"0","1.05","123","1.05","3001","","1.05","7.4","130010004","1.05",""
"0.2","","3","1000001","3001","","0","","130010005","wait",""
"","","35","2","3001","","","","130010006","1",""
"","","93","5.4","3001","","","","130010007","0",""
"0","0.95","123","0.95","3001","","0.95","0.4","130010008","0.95",""
"0.2","","3","1000001","3001","","0","","130010009","glad",""
"","","32","300100","3001","","","","130010010","1",""
"","","32","996","3001","","","","130010011","1",""
"","","93","0.1","3001","","","","130010012","0",""
"","","32","2","3001","","","","130010013","0",""
"","","32","3","3001","","","","130010014","0",""
"","","93","1.5","3001","","","","130010015","0",""
"0.2","","3","1000001","3001","","0","","130010016","joy",""
"","","93","1.7","3001","","","","130010017","0",""
"0","","3","1000001","3001","","1","","130010018","run_gatein",""
"","1","2","1000001","3001","","-195","0","130010019","450",""
"","","93","0.5","3001","","","","130010020","1",""
"0.4","1","6","1000001","3001","","1","0","130010021","1","0"
"","","93","0.4","3001","","","","130010022","0",""
"","","113","1","3001","","","","130010023","",""
"0","0","31","300100","3002","","345.4","1","130020001","300100",""
"1","0","31","990002","3002","","345.4","1","130020002","990002",""
"","","91","0","3002","","","","130020003","",""
"0","1.05","123","1.05","3002","","1.05","7.4","130020004","1.05",""
"0.2","","3","1000001","3002","","0","","130020005","wait",""
"","","35","2","3002","","","","130020006","1",""
"","","93","5.4","3002","","","","130020007","0",""
"0","0.95","123","0.95","3002","","0.95","0.4","130020008","0.95",""
"0.2","","3","1000001","3002","","0","","130020009","glad",""
"","","32","300100","3002","","","","130020010","1",""
"","","32","996","3002","","","","130020011","1",""
"","","93","0.1","3002","","","","130020012","0",""
"","","32","2","3002","","","","130020013","0",""
"","","32","3","3002","","","","130020014","0",""
"","","93","1.5","3002","","","","130020015","0",""
"0.2","","3","1000001","3002","","0","","130020016","joy",""
"","","93","1.7","3002","","","","130020017","0",""
"0","","3","1000001","3002","","1","","130020018","run_gatein",""
"","1","2","1000001","3002","","-195","0","130020019","450",""
"","","93","0.5","3002","","","","130020020","1",""
"0.4","1","6","1000001","3002","","1","0","130020021","1","0"
"","","93","0.4","3002","","","","130020022","0",""
"","","113","1","3002","","","","130020023","",""
"0","0","31","6","3011","","345.4","1","130110001","6",""
"0","0","31","8","3011","","345.4","1","130110002","8",""
"0","0","31","301100","3011","","345.4","1","130110003","301100",""
"","","91","0","3011","","","","130110004","",""
"0","1.05","123","1.05","3011","","1.05","7.4","130110005","1.05",""
"0.2","","3","1000001","3011","","0","","130110006","wait",""
"","","35","2","3011","","","","130110007","1",""
"","","93","4.9","3011","","","","130110008","0",""
"0","0.95","123","0.95","3011","","0.95","0.3","130110009","0.95",""
"","","23","se_travel","3011","","0","","130110010","se_travel_treasure_ghost_success",""
"","","32","8","3011","","","","130110011","1",""
"","","35","8","3011","","","","130110012","0",""
"","","32","6","3011","","","","130110013","1",""
"","","93","0.1","3011","","","","130110014","0",""
"","","32","2","3011","","","","130110015","0",""
"","","32","3","3011","","","","130110016","0",""
"","","3","1000001","3011","","0","","130110017","dotEyes",""
"","","93","0.87","3011","","","","130110018","0",""
"0.2","","3","1000001","3011","","0","","130110019","glad",""
"","","32","301100","3011","","","","130110020","1",""
"","","35","8","3011","","","","130110021","1",""
"","","93","0.6","3011","","","","130110022","0",""
"","","32","996","3011","","","","130110023","1",""
"","","93","0.5","3011","","","","130110024","0",""
"","","3","1000001","3011","","0","","130110025","joy",""
"","","93","1.67","3011","","","","130110026","0",""
"0","","3","1000001","3011","","1","","130110027","run_gatein",""
"","1","2","1000001","3011","","-195","0","130110028","450",""
"","","93","0.5","3011","","","","130110029","1",""
"0.4","1","6","1000001","3011","","1","0","130110030","1","0"
"","","93","0.4","3011","","","","130110031","0",""
"","","113","1","3011","","","","130110032","",""
"0.2","","3","1000001","3012","","1","","130120001","idle",""
"0","0","31","301200","3012","","0","1","130120002","13",""
"0","0","31","101","3012","","0","1","130120003","14",""
"0","-150","31","301204","3012","","260","1","130120004","16",""
"0","0","31","301205","3012","","0","1","130120005","17",""
"0","0","31","6","3012","","345.4","1","130120006","18",""
"0","0","31","301201","3012","","345.4","1","130120007","20",""
"0","0","31","301202","3012","","345.4","1","130120008","21",""
"1","9340","5","1","3012","round_monster_walk","55","-234","130120009","3","0"
"","","91","0","3012","","","","130120010","",""
"0","1","6","3","3012","","1","0","130120011","1","0"
"0","0","2","3","3012","","-234","0","130120012","345","0"
"0","1.05","123","1.05","3012","","1.05","7.4","130120013","1.05","0"
"0.2","","3","1000001","3012","","0","","130120014","wait",""
"","","35","2","3012","","","","130120015","1",""
"0","0","31","301203","3012","","0","1","130120016","15",""
"0.89","9340","1","2","3012","<weapon>_run","57","-250","130120017","1000002","0"
"","","93","4.3","3012","","","","130120018","0",""
"0","0.95","123","0.95","3012","","0.95","0.4","130120019","0.95",""
"","","32","21","3012","","","","130120020","1",""
"","","35","21","3012","","","","130120021","0",""
"","","23","se_travel","3012","","","","130120022","se_travel_treasure_success_monster_helper_1",""
"","","32","18","3012","","","","130120023","1",""
"","","93","0.1","3012","","","","130120024","0",""
"","","32","2","3012","","","","130120025","0",""
"0.3","1","6","3","3012","","1","1","130120026","1","0"
"","","32","13","3012","","","","130120027","1",""
"","","3","3","3012","","0","","130120028","round_monster_appear",""
"","","3","1000001","3012","","0","","130120029","back",""
"","","93","0.67","3012","","","","130120030","0",""
"0.2","","3","3","3012","","0","","130120031","round_monster_walk",""
"","1.4","2","3","3012","","-234","0","130120032","220",""
"","","32","20","3012","","","","130120033","1",""
"","","93","0.1","3012","","","","130120034","0",""
"","","32","18","3012","","","","130120035","0",""
"","","93","0.5","3012","","","","130120036","0",""
"","","4","1000002","3012","","","","130120037","1",""
"","0","2","1000002","3012","","-240","0","130120038","1445",""
"","","93","0.5","3012","","","","130120039","0",""
"0.3","","3","3","3012","","0","","130120040","round_monster_attack",""
"","","93","0.5","3012","","","","130120041","0",""
"","","32","17","3012","","","","130120042","1",""
"0.1","","3","1000001","3012","","0","","130120043","back_loop",""
"","","93","0.5","3012","","","","130120044","0",""
"","0","2","1000002","3012","","-240","0","130120045","950",""
"","0.16","2","1000002","3012","","-240","0","130120046","650",""
"0.2","","3","1000002","3012","","0","","130120047","<weapon>_run",""
"","","93","0.16","3012","","","","130120048","0",""
"0.2","","3","1000002","3012","","0","","130120049","<weapon>_attack_skipQuest",""
"","","93","0.1","3012","","","","130120050","0",""
"","0","2","3","3012","","-234","0","130120051","280",""
"","","4","3","3012","","","","130120052","1",""
"0.2","","3","3","3012","","0","","130120053","round_monster_die",""
"","","32","16","3012","","","","130120054","1",""
"","","93","0.5","3012","","","","130120055","0",""
"","0","2","1000001","3012","","-240","0","130120056","20",""
"0","","3","1000001","3012","","0","","130120057","back_origin",""
"0.2","","3","1000001","3012","","0","","130120058","surprise",""
"0.2","","3","1000002","3012","","1","","130120059","<weapon>_idle",""
"","","93","0.66","3012","","","","130120060","0",""
"","","32","15","3012","","","","130120061","1",""
"","","32","996","3012","","","","130120062","1",""
"0.6","1","6","3","3012","","1","0","130120063","1",""
"0.2","","3","1000001","3012","","0","","130120064","joy_short",""
"","","32","18","3012","","","","130120065","1",""
"","","93","0.02","3012","","","","130120066","0",""
"","","32","20","3012","","","","130120067","0",""
"","","32","21","3012","","","","130120068","0",""
"","","93","1.5","3012","","","","130120069","0",""
"0.2","","3","1000001","3012","","0","","130120070","smile",""
"0","","3","1000002","3012","","1","","130120071","<weapon>_run",""
"","","4","1000002","3012","","","","130120072","0",""
"","2","2","1000002","3012","","-250","0","130120073","1500",""
"","","93","1","3012","","","","130120074","0",""
"0.2","1","6","1000002","3012","","1","0","130120075","1",""
"0.2","","3","1000001","3012","","1","","130120076","run_gatein",""
"","1","2","1000001","3012","","-200","0","130120077","360",""
"","","93","0.5","3012","","","","130120078","0",""
"0.4","1","6","1000001","3012","","1","0","130120079","1",""
"","","93","0.4","3012","","","","130120080","0",""
"","","113","1","3012","","","","130120081","0",""
"0","0","31","301300","3013","","345.4","1","130130001","301300",""
"","","91","0","3013","","","","130130002","",""
"0.2","","3","1000001","3013","","0","","130130003","wait_gradeUp",""
"","","32","301300","3013","","","","130130004","1",""
"","","93","0.1","3013","","","","130130005","0",""
"","","32","2","3013","","","","130130006","0",""
"","","93","0.8","3013","","","","130130007","0",""
"0","1.05","123","1.05","3013","","1.05","0","130130008","1.05",""
"","","122","5","3013","","0.5","","130130009","5",""
"","","93","1.1","3013","","","","130130010","0",""
"0","1.05","123","1.05","3013","","1.05","0","130130011","1.05",""
"","","122","10","3013","","0.5","","130130012","10",""
"","","93","0.8","3013","","","","130130013","0",""
"0.2","","3","1000001","3013","","0","","130130014","glad",""
"","","93","0.1","3013","","","","130130015","0",""
"2","0.907","123","0.907","3013","","0.907","2","130130016","0.907",""
"","","93","0.3","3013","","","","130130017","0",""
"","","32","996","3013","","","","130130018","1",""
"","","93","0.5","3013","","","","130130019","0",""
"0.2","","3","1000001","3013","","0","","130130020","joy",""
"","","93","1.7","3013","","","","130130021","0",""
"0","","3","1000001","3013","","1","","130130022","run_gatein",""
"","1","2","1000001","3013","","-195","0","130130023","450",""
"","","93","0.5","3013","","","","130130024","1",""
"0.4","1","6","1000001","3013","","1","0","130130025","1","0"
"","","93","0.4","3013","","","","130130026","0",""
"","","113","1","3013","","","","130130027","",""
"0","0","31","301400","3014","","345.4","1","130140001","301400",""
"","","91","0","3014","","","","130140002","",""
"0","1.05","123","1.05","3014","","1.05","7.4","130140003","1.05",""
"0.2","","3","1000001","3014","","0","","130140004","wait",""
"","","32","301400","3014","","","","130140005","1",""
"","","93","0.1","3014","","","","130140006","0",""
"","","32","2","3014","","","","130140007","0",""
"","","93","3.4","3014","","","","130140008","0",""
"5","0.95","123","0.95","3014","","0.95","3.2","130140009","0.95",""
"","","93","1.6","3014","","","","130140010","0",""
"0.2","","3","1000001","3014","","0","","130140011","relief",""
"","","32","996","3014","","","","130140012","1",""
"","","93","1.7","3014","","","","130140013","0",""
"0","","3","1000001","3014","","1","","130140014","run_gatein",""
"","1","2","1000001","3014","","-195","0","130140015","450",""
"","","93","0.5","3014","","","","130140016","1",""
"0.4","1","6","1000001","3014","","1","0","130140017","1","0"
"","","93","0.4","3014","","","","130140018","0",""
"","","113","1","3014","","","","130140019","",""
"0","0","31","301501","3015","","345.4","1","130150001","301501",""
"1","0","31","301500","3015","","345.4","1","130150002","301500",""
"","","91","0","3015","","","","130150003","",""
"0","1.05","123","1.05","3015","","1.05","7.4","130150004","1.05",""
"0.2","","3","1000001","3015","","0","","130150005","wait_wakuwaku",""
"","","35","2","3015","","","","130150006","1",""
"","","93","5.4","3015","","","","130150007","0",""
"0","0.95","123","0.95","3015","","0.95","0.4","130150008","0.95",""
"0.2","","3","1000001","3015","","0","","130150009","glad",""
"","","32","301501","3015","","","","130150010","1",""
"","","32","996","3015","","","","130150011","1",""
"","","93","0.1","3015","","","","130150012","0",""
"","","32","2","3015","","","","130150013","0",""
"","","32","3","3015","","","","130150014","0",""
"","","93","1.5","3015","","","","130150015","0",""
"0.2","","3","1000001","3015","","0","","130150016","joy",""
"","","93","1.7","3015","","","","130150017","0",""
"0","","3","1000001","3015","","1","","130150018","run_gatein",""
"","1","2","1000001","3015","","-195","0","130150019","450",""
"","","93","0.5","3015","","","","130150020","1",""
"0.4","1","6","1000001","3015","","1","0","130150021","1","0"
"","","93","0.4","3015","","","","130150022","0",""
"","","113","1","3015","","","","130150023","",""
"0","0","31","6","3016","","345.4","1","130160001","6",""
"0","0","31","8","3016","","345.4","1","130160002","8",""
"0","-80","31","301600","3016","","345.4","1","130160003","301600",""
"0","0","31","301601","3016","","345.4","1","130160004","301601",""
"1","0","31","990002","3016","","345.4","1","130160005","990002",""
"","","91","0","3016","","","","130160006","",""
"0","1.05","123","1.05","3016","","1.05","7.4","130160007","1.05",""
"0.2","","3","1000001","3016","","0","","130160008","wait",""
"","","35","2","3016","","","","130160009","1",""
"","","93","5.4","3016","","","","130160010","0",""
"0","0.95","123","0.95","3016","","0.95","0.4","130160011","0.95",""
"","","32","8","3016","","","","130160012","1",""
"","","35","8","3016","","","","130160013","0",""
"","","32","301600","3016","","","","130160014","1",""
"","","32","6","3016","","","","130160015","1",""
"","","93","0.1","3016","","","","130160016","0",""
"","","32","2","3016","","","","130160017","0",""
"","","32","3","3016","","","","130160018","0",""
"0.1","","3","1000001","3016","","0","","130160019","glad",""
"","","23","se_travel","3016","","0","","130160020","se_travel_treasure_success_butterfly",""
"","","93","0.5","3016","","","","130160021","0",""
"","","35","8","3016","","","","130160022","1",""
"","","93","1.1","3016","","","","130160023","0",""
"","","32","301601","3016","","","","130160024","1",""
"","","32","996","3016","","","","130160025","1",""
"0.2","","3","1000001","3016","","0","","130160026","joy",""
"","","93","1.67","3016","","","","130160027","0",""
"0","","3","1000001","3016","","1","","130160028","run_gatein",""
"","","23","se_travel","3016","","0","","130160029","se_travel_treasure_cha_run",""
"","1","2","1000001","3016","","-195","0","130160030","450",""
"","","93","0.5","3016","","","","130160031","1",""
"0.4","1","6","1000001","3016","","1","0","130160032","1","0"
"","","93","0.4","3016","","","","130160033","0",""
"","","113","1","3016","","","","130160034","",""
"0","0","31","310000","3017","","345.4","1","130170001","310000",""
"0","0","31","310001","3017","","0","1","130170002","310001",""
"0","0","31","301700","3017","","345.4","1","130170003","301700",""
"0","-115","31","301701","3017","","740","1","130170004","301701",""
"0","0","31","301702","3017","","345.4","1","130170005","301702",""
"0","0","31","301703","3017","","345.4","1","130170006","301703",""
"0.44","610","5","5","3017","empty","100","-235","130170007","15","0"
"0.44","610","5","5","3017","empty","55","-235","130170008","16","0"
"","","91","0","3017","","","","130170009","",""
"0","1.05","123","1.05","3017","","1.05","7.4","130170010","1.05",""
"0.2","","3","1000001","3017","","0","","130170011","wait",""
"","","35","2","3017","","","","130170012","1",""
"","","93","5.4","3017","","","","130170013","0",""
"0","0.95","123","0.95","3017","","0.95","0.3","130170014","0.95",""
"","","32","310000","3017","","","","130170015","1",""
"","","32","310001","3017","","","","130170016","1",""
"","","93","0.2","3017","","","","130170017","0",""
"","","122","50","3017","","0.6","","130170018","50",""
"0.2","","3","1000001","3017","","0","","130170019","shock",""
"","","93","1.6","3017","","","","130170020","0",""
"","","32","301700","3017","","","","130170021","1",""
"","","93","1.2","3017","","","","130170022","0",""
"","","23","se_travel","3017","","0","","130170023","se_travel_treasure_croce_ui",""
"","","3","15","3017","","0","","130170024","punch",""
"","","3","16","3017","","0","","130170025","punch_B",""
"","","93","0.2","3017","","","","130170026","0",""
"11","1.05","123","1.05","3017","","1.05","0.1","130170027","1.05",""
"","","93","0.1","3017","","","","130170028","0",""
"0","0.95","123","0.95","3017","","0.95","0.3","130170029","0.95",""
"","","93","1","3017","","","","130170030","0",""
"","","23","se_travel","3017","","0","","130170031","se_travel_treasure_croce_door",""
"","","93","0.4","3017","","","","130170032","0",""
"","","32","301701","3017","","","","130170033","1",""
"","","93","0.9","3017","","","","130170034","0",""
"0","1.05","123","1.05","3017","","1.05","0","130170035","1.05",""
"","","122","75","3017","","0.6","","130170036","75",""
"","","32","301702","3017","","","","130170037","1",""
"","","93","0.4","3017","","","","130170038","0",""
"","","32","2","3017","","","","130170039","0",""
"","","32","310000","3017","","","","130170040","0",""
"","","93","0.4","3017","","","","130170041","0",""
"11","0.95","123","0.95","3017","","0.95","2","130170042","0.95",""
"","","93","0.2","3017","","","","130170043","0",""
"0.2","","3","1000001","3017","","0","","130170044","glad",""
"","","32","301703","3017","","","","130170045","1",""
"","","93","0.1","3017","","","","130170046","0",""
"","","32","996","3017","","","","130170047","1",""
"","","93","0.9","3017","","","","130170048","0",""
"0.2","","3","1000001","3017","","0","","130170049","joy",""
"","","93","1.7","3017","","","","130170050","0",""
"0","","3","1000001","3017","","1","","130170051","run_gatein",""
"","","23","se_travel","3017","","","","130170052","se_travel_treasure_cha_run",""
"","1","2","1000001","3017","","-195","0","130170053","450",""
"","","93","0.5","3017","","","","130170054","1",""
"0.4","1","6","1000001","3017","","1","0","130170055","1","0"
"","","93","0.4","3017","","","","130170056","0",""
"","","113","1","3017","","","","130170057","",""
"0","0","31","310000","3100","","345.4","1","131000001","310000",""
"0","0","31","310001","3100","","0","1","131000002","310001",""
"","","91","0","3100","","","","131000003","",""
"0","1.05","123","1.05","3100","","1.05","7.4","131000004","1.05",""
"0.2","","3","1000001","3100","","0","","131000005","wait",""
"","","35","2","3100","","","","131000006","1",""
"","","93","5.4","3100","","","","131000007","0",""
"0","0.95","123","0.95","3100","","0.95","0.3","131000008","0.95",""
"","","32","310000","3100","","","","131000009","1",""
"","","32","310001","3100","","","","131000010","1",""
"","","93","0.2","3100","","","","131000011","0",""
"","","122","50","3100","","0.6","","131000012","50",""
"0.2","","3","1000001","3100","","0","","131000013","shock",""
"","","93","1.6","3100","","","","131000014","0",""
"","","113","2","3100","","","","131000015","",""
"0","0","31","6","3111","","345.4","1","131110001","6",""
"0","0","31","7","3111","","345.4","1","131110002","7",""
"0","0","31","8","3111","","345.4","1","131110003","8",""
"1.3","8000","5","3","3111","appear","55","0","131110004","13","0"
"","","91","0","3111","","","","131110005","",""
"0","1","6","13","3111","","1","0","131110006","1","0"
"","0","2","13","3111","","-250","0","131110007","95",""
"0","1.05","123","1.05","3111","","1.05","7.4","131110008","1.05",""
"0.2","","3","1000001","3111","","0","","131110009","wait",""
"","","35","2","3111","","","","131110010","1",""
"","","93","4.9","3111","","","","131110011","0",""
"0","0.95","123","0.95","3111","","0.95","0.3","131110012","0.95",""
"","","23","se_travel","3111","","0","","131110013","se_travel_treasure_ghost_fail",""
"","","32","8","3111","","","","131110014","1",""
"","","35","8","3111","","","","131110015","0",""
"","","32","6","3111","","","","131110016","1",""
"","","93","0.1","3111","","","","131110017","0",""
"","","32","2","3111","","","","131110018","0",""
"","","32","3","3111","","","","131110019","0",""
"","","3","1000001","3111","","0","","131110020","dotEyes",""
"","","93","0.3","3111","","","","131110021","0",""
"","","3","13","3111","","0","","131110022","appear",""
"0","1","6","13","3111","","1","1","131110023","1","0"
"","","93","0.67","3111","","","","131110024","0",""
"","","3","1000001","3111","","0","","131110025","shock_jump",""
"","1","2","1000001","3111","","-250","0","131110026","70",""
"","","93","1.1","3111","","","","131110027","0",""
"","","3","1000001","3111","","1","","131110028","escape",""
"","1.2","2","1000001","3111","","-250","0","131110029","-350",""
"","","3","13","3111","","0","","131110030","march",""
"","","93","0.2","3111","","","","131110031","0",""
"","","32","7","3111","","","","131110032","1",""
"","","93","0.1","3111","","","","131110033","0",""
"","","32","6","3111","","","","131110034","0",""
"","","93","1.6","3111","","","","131110035","0",""
"","","113","2","3111","","","","131110036","",""
"0.2","","3","1000001","3112","","1","","131120001","idle",""
"0","0","31","301200","3112","","0","1","131120002","13",""
"0","0","31","101","3112","","0","1","131120003","14",""
"0","0","31","301205","3112","","0","1","131120004","15",""
"0","-170","31","301206","3112","","130","1","131120005","16",""
"0","0","31","6","3112","","345.4","1","131120006","18",""
"0","0","31","301201","3112","","345.4","1","131120007","20",""
"0","0","31","301202","3112","","345.4","1","131120008","21",""
"1","9340","5","1","3112","round_monster_walk","55","-234","131120009","3","0"
"","","91","0","3112","","","","131120010","",""
"0","1","6","3","3112","","1","0","131120011","1","0"
"0","0","2","3","3112","","-234","0","131120012","345","0"
"0","1.05","123","1.05","3112","","1.05","7.4","131120013","1.05","0"
"0.2","","3","1000001","3112","","0","","131120014","wait",""
"","","35","2","3112","","","","131120015","1",""
"","","93","4.3","3112","","","","131120016","0",""
"0","0.95","123","0.95","3112","","0.95","0.4","131120017","0.95",""
"","","32","21","3112","","","","131120018","1",""
"","","35","21","3112","","","","131120019","0",""
"","","23","se_travel","3112","","","","131120020","se_travel_treasure_monster_failure",""
"","","32","18","3112","","","","131120021","1",""
"","","93","0.1","3112","","","","131120022","0",""
"","","32","2","3112","","","","131120023","0",""
"0.3","1","6","3","3112","","1","1","131120024","1","0"
"","","32","13","3112","","","","131120025","1",""
"","","3","3","3112","","0","","131120026","round_monster_appear",""
"","","3","1000001","3112","","0","","131120027","back",""
"","","93","0.67","3112","","","","131120028","0",""
"0.2","","3","3","3112","","0","","131120029","round_monster_walk",""
"0","1.4","2","3","3112","","-234","0","131120030","220","0"
"","","32","20","3112","","","","131120031","1",""
"","","93","0.1","3112","","","","131120032","0",""
"","","32","18","3112","","","","131120033","0",""
"","","93","1","3112","","","","131120034","0",""
"0.3","","3","3","3112","","0","","131120035","round_monster_attack",""
"","","93","0.5","3112","","","","131120036","0",""
"","","32","15","3112","","","","131120037","1",""
"0.2","","3","1000001","3112","","1","","131120038","back_loop",""
"","","93","1","3112","","","","131120039","0",""
"","","32","16","3112","","","","131120040","1",""
"","","122","0","3112","","0.5","","131120041","50",""
"","0","2","1000001","3112","","-250","0","131120042","40",""
